,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,WASHINGTON_ACTION,MILWAUKEE_SCORE,WASHINGTON_SCORE
185,2,4:32.0,,J. Wall misses 2-pt jump shot from 14 ft,29,41
186,2,4:30.0,Defensive rebound by J. Parker,,29,41
187,2,4:24.0,J. Parker makes 2-pt dunk at rim (assist by B. Knight),,31,41
188,2,4:12.0,,Personal foul by E. İlyasova (drawn by M. Gortat),31,41
189,2,4:12.0,,G. Temple enters the game for O. Porter,31,41
190,2,4:01.0,,P. Pierce misses 3-pt jump shot from 24 ft,31,41
191,2,4:00.0,Defensive rebound by B. Knight,,31,41
192,2,3:54.0,B. Knight makes 2-pt jump shot from 12 ft,,33,41
193,2,3:37.0,,M. Gortat misses 2-pt jump shot from 6 ft,33,41
194,2,3:36.0,,Offensive rebound by P. Pierce,33,41
195,2,3:32.0,,N. Hilário makes 2-pt jump shot from 12 ft (assist by P. Pierce),33,43
196,2,3:17.0,B. Knight makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,36,43
197,2,3:10.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),36,45
198,2,3:10.0,,Shooting foul by E. İlyasova (drawn by N. Hilário),36,45
199,2,3:10.0,,N. Hilário misses free throw 1 of 1,36,45
200,2,3:09.0,Defensive rebound by J. Parker,,36,45
201,2,2:58.0,E. İlyasova misses 3-pt jump shot from 25 ft,,36,45
202,2,2:56.0,Offensive rebound by B. Knight,,36,45
203,2,2:51.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by B. Knight),,38,45
204,2,2:43.0,,Turnover by G. Temple (bad pass; steal by K. Middleton),38,45
205,2,2:39.0,Turnover by K. Middleton (lost ball; steal by G. Temple),,38,45
206,2,2:33.0,,Turnover by J. Wall (bad pass; steal by K. Middleton),38,45
207,2,2:30.0,Official timeout,,38,45
208,2,2:17.0,B. Knight misses 2-pt jump shot from 21 ft,,38,45
209,2,2:16.0,Offensive rebound by J. Parker,,38,45
210,2,2:13.0,J. Parker misses 2-pt layup from 2 ft (block by M. Gortat),,38,45
211,2,2:11.0,Offensive rebound by B. Knight,,38,45
212,2,2:00.0,J. Parker makes 3-pt jump shot from 23 ft (assist by K. Middleton),,41,45
213,2,1:35.0,,M. Gortat makes 2-pt hook shot from 6 ft,41,47
214,2,1:17.0,Turnover by K. Middleton (bad pass; steal by N. Hilário),,41,47
215,2,1:13.0,,J. Wall makes 2-pt dunk at rim (assist by N. Hilário),41,49
216,2,0:55.0,B. Knight misses 2-pt jump shot from 22 ft,,41,49
217,2,0:54.0,,Defensive rebound by M. Gortat,41,49
218,2,0:48.0,,G. Temple misses 2-pt jump shot from 18 ft,41,49
219,2,0:46.0,Defensive rebound by E. İlyasova,,41,49
220,2,0:30.0,Z. Pachulia misses 2-pt jump shot from 16 ft,,41,49
221,2,0:28.0,,Defensive rebound by N. Hilário,41,49
222,2,0:21.0,,Washington full timeout,41,49
223,2,0:21.0,,O. Porter enters the game for N. Hilário,41,49
224,2,0:08.0,,Turnover by J. Wall (bad pass; steal by J. Parker),41,49
225,2,0:07.0,Clear path foul by P. Pierce,,41,49
226,2,0:07.0,,Technical foul by P. Pierce,41,49
227,2,0:07.0,B. Knight makes technical free throw,,42,49
228,2,0:07.0,B. Knight makes clear path free throw 1 of 2,,43,49
229,2,0:07.0,,G. Rice enters the game for P. Pierce,43,49
230,2,0:07.0,B. Knight makes clear path free throw 2 of 2,,44,49
231,2,0:07.0,,Technical foul by P. Pierce,44,49
232,2,0:07.0,B. Knight misses technical free throw,,44,49
233,2,0:07.0,Offensive rebound by Team,,44,49
234,2,0:03.0,J. Parker misses 2-pt jump shot from 11 ft,,44,49
235,2,0:01.0,Offensive rebound by J. Parker,,44,49
236,2,0:01.0,J. Parker misses 2-pt jump shot from 6 ft,,44,49
237,2,0:00.0,,Defensive rebound by O. Porter,44,49
238,3,11:48.0,J. Parker misses 2-pt jump shot from 5 ft,,44,49
239,3,11:47.0,,Defensive rebound by O. Porter,44,49
240,3,11:31.0,,M. Gortat misses 2-pt jump shot from 15 ft,44,49
241,3,11:30.0,Defensive rebound by J. Parker,,44,49
242,3,11:27.0,Turnover by J. Parker (lost ball; steal by J. Wall),,44,49
243,3,11:23.0,,Shooting block foul by J. Dudley (drawn by O. Porter),44,49
244,3,11:23.0,,O. Porter misses free throw 1 of 2,44,49
245,3,11:23.0,,Offensive rebound by Team,44,49
246,3,11:23.0,,O. Porter makes free throw 2 of 2,44,50
247,3,11:15.0,B. Knight makes 2-pt layup at rim,,46,50
248,3,10:54.0,,G. Temple misses 3-pt jump shot from 25 ft,46,50
249,3,10:53.0,Defensive rebound by B. Knight,,46,50
250,3,10:36.0,J. Parker misses 3-pt jump shot from 26 ft,,46,50
251,3,10:35.0,,Defensive rebound by N. Hilário,46,50
252,3,10:19.0,,M. Gortat makes 2-pt jump shot from 3 ft,46,52
253,3,10:01.0,J. Dudley makes 2-pt jump shot from 18 ft (assist by K. Middleton),,48,52
254,3,9:39.0,,M. Gortat misses 2-pt jump shot from 10 ft,48,52
255,3,9:39.0,,Offensive rebound by Team,48,52
256,3,9:39.0,Loose ball foul by K. Middleton (drawn by N. Hilário),,48,52
257,3,9:31.0,,M. Gortat makes 2-pt dunk at rim (assist by N. Hilário),48,54
258,3,9:11.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by B. Knight),,51,54
259,3,8:53.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),51,56
260,3,8:26.0,J. Dudley misses 3-pt jump shot from 25 ft,,51,56
261,3,8:26.0,Offensive rebound by L. Sanders,,51,56
262,3,8:26.0,Turnover by Team (shot clock),,51,56
263,3,8:10.0,,O. Porter misses 2-pt jump shot from 18 ft,51,56
264,3,8:09.0,Defensive rebound by J. Dudley,,51,56
265,3,8:02.0,K. Middleton misses 3-pt jump shot from 26 ft,,51,56
266,3,8:01.0,,Defensive rebound by N. Hilário,51,56
267,3,7:55.0,,O. Porter makes 2-pt dunk at rim (assist by J. Wall),51,58
268,3,7:36.0,J. Parker makes 2-pt dunk at rim,,53,58
269,3,7:20.0,,Def 3 sec tech foul by L. Sanders,53,58
270,3,7:20.0,,J. Wall misses technical free throw,53,58
271,3,7:20.0,,Offensive rebound by Team,53,58
272,3,7:12.0,,Shooting foul by L. Sanders (drawn by J. Wall),53,58
273,3,7:12.0,,J. Wall makes free throw 1 of 2,53,59
274,3,7:12.0,,J. Wall makes free throw 2 of 2,53,60
275,3,6:56.0,L. Sanders misses 2-pt jump shot from 4 ft (block by M. Gortat),,53,60
276,3,6:54.0,Offensive rebound by J. Parker,,53,60
277,3,6:52.0,Shooting foul by G. Temple (drawn by L. Sanders),,53,60
278,3,6:52.0,L. Sanders makes free throw 1 of 2,,54,60
279,3,6:52.0,L. Sanders makes free throw 2 of 2,,55,60
280,3,6:38.0,,N. Hilário makes 2-pt jump shot from 7 ft (assist by O. Porter),55,62
281,3,6:21.0,K. Middleton makes 2-pt jump shot from 7 ft (assist by B. Knight),,57,62
282,3,6:04.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by J. Wall),57,65
283,3,5:47.0,Turnover by J. Parker (lost ball; steal by J. Wall),,57,65
284,3,5:42.0,,J. Wall misses 2-pt layup from 2 ft,57,65
285,3,5:41.0,Defensive rebound by Team,,57,65
286,3,5:41.0,,Washington full timeout,57,65
287,3,5:41.0,E. İlyasova enters the game for J. Dudley,,57,65
288,3,5:27.0,J. Parker misses 2-pt jump shot from 15 ft,,57,65
289,3,5:26.0,,Defensive rebound by M. Gortat,57,65
290,3,5:12.0,,Turnover by G. Temple (bad pass; steal by B. Knight),57,65
291,3,5:09.0,Turnover by B. Knight (bad pass; steal by G. Temple),,57,65
292,3,5:07.0,,G. Temple makes 2-pt layup from 1 ft,57,67
293,3,4:47.0,E. İlyasova makes 2-pt layup from 2 ft (assist by K. Middleton),,59,67
294,3,4:28.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by N. Hilário),59,70
295,3,4:13.0,Shooting foul by M. Gortat (drawn by K. Middleton),,59,70
296,3,4:13.0,K. Middleton makes free throw 1 of 2,,60,70
297,3,4:13.0,,D. Gooden enters the game for N. Hilário,60,70
298,3,4:13.0,K. Middleton misses free throw 2 of 2,,60,70
299,3,4:12.0,,Defensive rebound by D. Gooden,60,70
300,3,4:12.0,Loose ball foul by L. Sanders (drawn by D. Gooden),,60,70
301,3,4:12.0,O. Mayo enters the game for K. Middleton,,60,70
302,3,3:54.0,,M. Gortat misses 2-pt jump shot from 10 ft,60,70
303,3,3:53.0,Defensive rebound by J. Parker,,60,70
304,3,3:50.0,Turnover by J. Parker (lost ball; steal by J. Wall),,60,70
305,3,3:47.0,,J. Wall makes 2-pt jump shot from 13 ft,60,72
306,3,3:21.0,B. Knight makes 3-pt jump shot from 26 ft (assist by E. İlyasova),,63,72
307,3,3:10.0,,Shooting foul by O. Mayo (drawn by J. Wall),63,72
308,3,3:10.0,,J. Wall makes free throw 1 of 2,63,73
309,3,3:10.0,Z. Pachulia enters the game for L. Sanders,,63,73
310,3,3:10.0,G. Antetokounmpo enters the game for J. Parker,,63,73
311,3,3:10.0,,J. Wall makes free throw 2 of 2,63,74
312,3,2:57.0,Turnover by Z. Pachulia (lost ball; steal by D. Gooden),,63,74
313,3,2:55.0,,Turnover by J. Wall (bad pass; steal by E. İlyasova),63,74
314,3,2:49.0,B. Knight misses 2-pt jump shot from 3 ft,,63,74
315,3,2:48.0,Offensive rebound by E. İlyasova,,63,74
316,3,2:45.0,E. İlyasova misses 2-pt layup at rim,,63,74
317,3,2:44.0,Offensive rebound by E. İlyasova,,63,74
318,3,2:41.0,E. İlyasova makes 2-pt tip-in from 1 ft,,65,74
319,3,2:20.0,,J. Wall makes 3-pt jump shot from 27 ft,65,77
320,3,2:01.0,Milwaukee full timeout,,65,77
321,3,1:56.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,65,77
322,3,1:54.0,,Defensive rebound by O. Porter,65,77
323,3,1:37.0,,Shooting foul by O. Mayo (drawn by G. Temple),65,77
324,3,1:37.0,,G. Temple makes free throw 1 of 3,65,78
325,3,1:37.0,,G. Temple makes free throw 2 of 3,65,79
326,3,1:37.0,,G. Temple makes free throw 3 of 3,65,80
327,3,1:21.0,Turnover by Z. Pachulia (lost ball; steal by J. Wall),,65,80
328,3,1:12.0,,J. Wall misses 3-pt jump shot from 27 ft,65,80
329,3,1:11.0,Defensive rebound by G. Antetokounmpo,,65,80
330,3,1:05.0,O. Mayo misses 3-pt jump shot from 25 ft,,65,80
331,3,1:03.0,Offensive rebound by O. Mayo,,65,80
332,3,1:02.0,Shooting foul by D. Gooden (drawn by E. İlyasova),,65,80
333,3,1:02.0,E. İlyasova misses free throw 1 of 2,,65,80
334,3,1:02.0,Offensive rebound by Team,,65,80
335,3,1:02.0,E. İlyasova makes free throw 2 of 2,,66,80
336,3,0:46.0,,Turnover by M. Gortat (traveling),66,80
337,3,0:46.0,J. Bayless enters the game for B. Knight,,66,80
338,3,0:43.0,Turnover by J. Bayless (lost ball; steal by O. Porter),,66,80
339,3,0:43.0,,Personal foul by J. Bayless (drawn by O. Porter),66,80
340,3,0:43.0,,O. Porter makes free throw 1 of 2,66,81
341,3,0:43.0,,O. Porter makes free throw 2 of 2,66,82
342,3,0:20.0,J. Bayless misses 2-pt jump shot from 16 ft (block by J. Wall),,66,82
343,3,0:18.0,,Defensive rebound by J. Wall,66,82
344,3,0:03.0,,G. Temple misses 3-pt jump shot from 22 ft,66,82
345,3,0:02.0,Defensive rebound by J. Bayless,,66,82
346,3,0:01.0,Personal foul by J. Wall (drawn by J. Bayless),,66,82
347,3,0:01.0,,Technical foul by J. Wall,66,82
348,3,0:01.0,Technical foul by O. Mayo,,66,82
349,3,0:01.0,J. Bayless makes free throw 1 of 2,,67,82
350,3,0:01.0,J. Bayless makes free throw 2 of 2,,68,82
351,3,0:00.0,Technical foul by Team,,68,82
352,3,0:00.0,,O. Porter makes technical free throw,68,83
353,4,11:45.0,,O. Porter makes 2-pt jump shot from 13 ft (assist by M. Gortat),68,85
354,4,11:30.0,O. Mayo makes 2-pt jump shot from 13 ft,,70,85
355,4,11:11.0,,Turnover by O. Porter (bad pass; steal by J. Bayless),70,85
356,4,11:04.0,J. Parker misses 2-pt jump shot from 9 ft (block by D. Gooden),,70,85
357,4,11:02.0,,Defensive rebound by M. Gortat,70,85
358,4,10:40.0,,Turnover by A. Miller (bad pass; steal by J. Henson),70,85
359,4,10:33.0,Shooting foul by D. Gooden (drawn by J. Bayless),,70,85
360,4,10:33.0,J. Bayless makes free throw 1 of 2,,71,85
361,4,10:33.0,J. Bayless makes free throw 2 of 2,,72,85
362,4,10:17.0,,G. Temple makes 2-pt jump shot from 16 ft,72,87
363,4,9:58.0,K. Middleton misses 2-pt jump shot from 21 ft,,72,87
364,4,9:56.0,,Defensive rebound by D. Gooden,72,87
365,4,9:46.0,,D. Gooden misses 2-pt jump shot from 20 ft,72,87
366,4,9:45.0,Defensive rebound by K. Middleton,,72,87
367,4,9:39.0,J. Bayless misses 2-pt jump shot from 5 ft (block by M. Gortat),,72,87
368,4,9:39.0,Offensive rebound by Team,,72,87
369,4,9:39.0,Offensive foul by J. Parker (drawn by D. Gooden),,72,87
370,4,9:39.0,Turnover by J. Parker (offensive foul),,72,87
371,4,9:20.0,,O. Porter misses 2-pt jump shot from 20 ft,72,87
372,4,9:19.0,Defensive rebound by J. Henson,,72,87
373,4,9:12.0,O. Mayo misses 2-pt jump shot from 18 ft,,72,87
374,4,9:11.0,,Defensive rebound by M. Gortat,72,87
375,4,8:48.0,,Turnover by A. Miller (bad pass; steal by K. Middleton),72,87
376,4,8:44.0,J. Bayless makes 3-pt jump shot from 25 ft,,75,87
377,4,8:23.0,,O. Porter makes 2-pt jump shot from 20 ft (assist by D. Gooden),75,89
378,4,8:12.0,Def 3 sec tech foul by M. Gortat,,75,89
379,4,8:12.0,Official timeout,,75,89
380,4,8:12.0,B. Knight enters the game for K. Middleton,,75,89
381,4,8:12.0,,D. Blair enters the game for D. Gooden,75,89
382,4,8:12.0,,N. Hilário enters the game for M. Gortat,75,89
383,4,8:12.0,O. Mayo makes technical free throw,,76,89
384,4,8:02.0,J. Bayless makes 2-pt jump shot from 3 ft,,78,89
385,4,8:02.0,Violation by Team (delay of game),,78,89
