,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
154,2,5:22.0,Shooting foul by L. Amundson (drawn by J. Crowder),,40,31
155,2,5:22.0,,New York full timeout,40,31
156,2,5:22.0,B. Bass enters the game for J. Sullinger,,40,31
157,2,5:22.0,E. Turner enters the game for M. Smart,,40,31
158,2,5:22.0,,J. Smith enters the game for L. Amundson,40,31
159,2,5:22.0,,L. Thomas enters the game for S. Larkin,40,31
160,2,5:22.0,J. Crowder misses free throw 1 of 1,,40,31
161,2,5:21.0,,Defensive rebound by J. Smith,40,31
162,2,5:03.0,,J. Calderón makes 2-pt layup from 1 ft (assist by J. Smith),40,33
163,2,4:44.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by E. Turner),,43,33
164,2,4:33.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by J. Calderón),43,35
165,2,4:16.0,A. Bradley makes 2-pt jump shot from 7 ft,,45,35
166,2,4:16.0,Shooting foul by C. Anthony (drawn by A. Bradley),,45,35
167,2,4:16.0,A. Bradley makes free throw 1 of 1,,46,35
168,2,4:03.0,Violation by E. Turner (def goaltending),,46,35
169,2,4:03.0,,J. Calderón makes 2-pt layup from 1 ft (assist by L. Galloway),46,37
170,2,3:52.0,B. Bass makes 2-pt dunk at rim (assist by E. Turner),,48,37
171,2,3:52.0,Shooting foul by J. Smith (drawn by B. Bass),,48,37
172,2,3:52.0,B. Bass makes free throw 1 of 1,,49,37
173,2,3:38.0,,Shooting foul by E. Turner (drawn by L. Thomas),49,37
174,2,3:38.0,,L. Thomas makes free throw 1 of 2,49,38
175,2,3:38.0,,L. Thomas makes free throw 2 of 2,49,39
176,2,3:18.0,,Violation by J. Smith (kicked ball),49,39
177,2,3:10.0,B. Bass makes 2-pt jump shot from 13 ft,,51,39
178,2,2:55.0,,C. Anthony misses 2-pt jump shot from 9 ft,51,39
179,2,2:53.0,Defensive rebound by J. Crowder,,51,39
180,2,2:43.0,E. Turner makes 2-pt jump shot from 17 ft,,53,39
181,2,2:28.0,,Turnover by J. Calderón (lost ball; steal by M. Thornton),53,39
182,2,2:24.0,A. Bradley makes 2-pt layup from 1 ft (assist by M. Thornton),,55,39
183,2,2:23.0,,New York full timeout,55,39
184,2,2:23.0,Boston full timeout,,55,39
185,2,2:00.0,,J. Calderón misses 2-pt jump shot from 14 ft,55,39
186,2,1:59.0,,Offensive rebound by L. Galloway,55,39
187,2,1:59.0,,L. Galloway misses 2-pt tip-in at rim,55,39
188,2,1:57.0,,Offensive rebound by L. Galloway,55,39
189,2,1:52.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by L. Galloway),55,42
190,2,1:25.0,Turnover by B. Bass (traveling),,55,42
191,2,1:25.0,M. Smart enters the game for M. Thornton,,55,42
192,2,1:09.0,,L. Galloway misses 3-pt jump shot from 25 ft,55,42
193,2,1:07.0,Defensive rebound by B. Bass,,55,42
194,2,0:57.0,Turnover by E. Turner (bad pass),,55,42
195,2,0:57.0,J. Sullinger enters the game for J. Crowder,,55,42
196,2,0:57.0,,L. Amundson enters the game for L. Thomas,55,42
197,2,0:43.0,,C. Anthony misses 2-pt jump shot from 18 ft,55,42
198,2,0:41.0,Defensive rebound by J. Sullinger,,55,42
199,2,0:24.0,Personal foul by L. Galloway (drawn by E. Turner),,55,42
200,2,0:24.0,E. Turner makes free throw 1 of 2,,56,42
201,2,0:24.0,E. Turner makes free throw 2 of 2,,57,42
202,2,0:10.0,,L. Amundson makes 2-pt hook shot from 4 ft,57,44
203,2,0:00.0,J. Sullinger misses 3-pt jump shot from 28 ft,,57,44
204,2,0:00.0,Offensive rebound by Team,,57,44
205,3,11:48.0,A. Bradley makes 2-pt jump shot from 16 ft (assist by J. Sullinger),,59,44
206,3,11:20.0,,L. Amundson misses 2-pt jump shot from 12 ft,59,44
207,3,11:18.0,Defensive rebound by B. Bass,,59,44
208,3,11:08.0,E. Turner misses 3-pt jump shot from 24 ft,,59,44
209,3,11:07.0,,Defensive rebound by Team,59,44
210,3,10:49.0,,L. Galloway misses 3-pt jump shot from 23 ft,59,44
211,3,10:47.0,,Offensive rebound by C. Anthony,59,44
212,3,10:45.0,,C. Anthony misses 2-pt layup from 2 ft,59,44
213,3,10:44.0,Defensive rebound by J. Sullinger,,59,44
214,3,10:37.0,Turnover by M. Smart (bad pass; steal by C. Anthony),,59,44
215,3,10:33.0,,Shooting foul by E. Turner (drawn by C. Anthony),59,44
216,3,10:33.0,,C. Anthony makes free throw 1 of 2,59,45
217,3,10:33.0,,C. Anthony makes free throw 2 of 2,59,46
218,3,10:13.0,J. Sullinger makes 2-pt jump shot from 4 ft,,61,46
219,3,9:49.0,,C. Anthony misses 2-pt layup from 2 ft,61,46
220,3,9:47.0,Defensive rebound by B. Bass,,61,46
221,3,9:35.0,,Violation by J. Calderón (kicked ball),61,46
222,3,9:24.0,E. Turner misses 2-pt jump shot from 11 ft,,61,46
223,3,9:22.0,,Defensive rebound by J. Smith,61,46
224,3,9:14.0,,J. Calderón makes 3-pt jump shot from 25 ft,61,49
225,3,8:57.0,J. Sullinger misses 2-pt hook shot from 5 ft,,61,49
226,3,8:55.0,,Defensive rebound by L. Amundson,61,49
227,3,8:49.0,,Offensive foul by L. Amundson (drawn by J. Sullinger),61,49
228,3,8:49.0,,Turnover by L. Amundson (offensive foul),61,49
229,3,8:39.0,A. Bradley makes 2-pt jump shot from 16 ft,,63,49
230,3,8:23.0,,J. Calderón makes 2-pt layup from 1 ft (assist by J. Smith),63,51
231,3,7:57.0,J. Sullinger misses 2-pt jump shot from 17 ft,,63,51
232,3,7:56.0,,Defensive rebound by J. Calderón,63,51
233,3,7:42.0,,C. Anthony makes 2-pt jump shot from 12 ft,63,53
234,3,7:40.0,Boston full timeout,,63,53
235,3,7:21.0,J. Sullinger makes 2-pt jump shot from 8 ft,,65,53
236,3,7:02.0,,C. Anthony misses 2-pt layup from 1 ft,65,53
237,3,7:01.0,,Offensive rebound by C. Anthony,65,53
238,3,7:01.0,,C. Anthony makes 2-pt layup from 1 ft,65,55
239,3,6:55.0,Personal foul by C. Anthony (drawn by E. Turner),,65,55
240,3,6:39.0,A. Bradley misses 2-pt dunk at rim,,65,55
241,3,6:37.0,Offensive rebound by B. Bass,,65,55
242,3,6:36.0,B. Bass makes 2-pt jump shot from 7 ft,,67,55
243,3,6:25.0,,Turnover by J. Calderón (bad pass; steal by M. Smart),67,55
244,3,6:15.0,M. Smart misses 3-pt jump shot from 23 ft,,67,55
245,3,6:14.0,,Defensive rebound by J. Calderón,67,55
246,3,6:04.0,,Turnover by J. Calderón (bad pass; steal by A. Bradley),67,55
247,3,6:01.0,Turnover by A. Bradley (lost ball),,67,55
248,3,5:49.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by J. Smith),67,57
249,3,5:33.0,Shooting foul by C. Anthony (drawn by M. Smart),,67,57
250,3,5:33.0,M. Smart makes free throw 1 of 2,,68,57
251,3,5:33.0,J. Crowder enters the game for E. Turner,,68,57
252,3,5:33.0,M. Smart makes free throw 2 of 2,,69,57
253,3,5:17.0,,J. Smith makes 2-pt jump shot from 19 ft (assist by C. Anthony),69,59
254,3,4:58.0,B. Bass misses 2-pt jump shot from 3 ft,,69,59
255,3,4:56.0,,Defensive rebound by J. Smith,69,59
256,3,4:49.0,,C. Anthony misses 3-pt jump shot from 25 ft,69,59
257,3,4:47.0,Defensive rebound by M. Smart,,69,59
258,3,4:31.0,M. Smart misses 3-pt jump shot from 24 ft,,69,59
259,3,4:29.0,,Defensive rebound by L. Amundson,69,59
260,3,4:24.0,,J. Calderón makes 2-pt layup from 1 ft,69,61
261,3,4:06.0,A. Bradley makes 2-pt jump shot from 15 ft,,71,61
262,3,3:44.0,,L. Galloway misses 3-pt jump shot from 25 ft,71,61
263,3,3:42.0,Defensive rebound by J. Sullinger,,71,61
264,3,3:40.0,Turnover by J. Crowder (dbl dribble),,71,61
265,3,3:40.0,T. Zeller enters the game for J. Sullinger,,71,61
266,3,3:32.0,,Turnover by J. Calderón (lost ball; steal by M. Smart),71,61
267,3,3:16.0,T. Zeller makes 2-pt layup from 2 ft (assist by M. Smart),,73,61
268,3,2:58.0,,C. Anthony makes 2-pt jump shot from 12 ft,73,63
269,3,2:42.0,J. Crowder misses 3-pt jump shot from 26 ft,,73,63
270,3,2:41.0,Offensive rebound by T. Zeller,,73,63
271,3,2:40.0,Shooting foul by C. Anthony (drawn by T. Zeller),,73,63
272,3,2:40.0,,New York full timeout,73,63
273,3,2:40.0,J. Young enters the game for A. Bradley,,73,63
274,3,2:40.0,,L. Thomas enters the game for L. Amundson,73,63
275,3,2:40.0,,T. Hardaway enters the game for C. Anthony,73,63
276,3,2:40.0,,S. Larkin enters the game for J. Calderón,73,63
277,3,2:40.0,T. Zeller makes free throw 1 of 2,,74,63
278,3,2:40.0,T. Zeller makes free throw 2 of 2,,75,63
279,3,2:28.0,,L. Thomas makes 2-pt jump shot from 10 ft (assist by J. Smith),75,65
280,3,2:09.0,B. Bass makes 2-pt jump shot from 3 ft,,77,65
281,3,2:09.0,Shooting foul by L. Thomas (drawn by B. Bass),,77,65
282,3,2:09.0,B. Bass makes free throw 1 of 1,,78,65
283,3,1:51.0,,T. Hardaway misses 2-pt jump shot from 16 ft,78,65
284,3,1:49.0,,Offensive rebound by J. Smith,78,65
285,3,1:39.0,,T. Hardaway makes 2-pt jump shot from 15 ft (assist by J. Smith),78,67
286,3,1:20.0,B. Bass misses 3-pt jump shot from 23 ft,,78,67
287,3,1:18.0,,Defensive rebound by L. Galloway,78,67
288,3,1:17.0,,Turnover by L. Galloway (lost ball; steal by J. Young),78,67
289,3,1:15.0,Personal foul by L. Galloway (drawn by J. Young),,78,67
290,3,1:15.0,J. Young makes free throw 1 of 2,,79,67
291,3,1:15.0,,Q. Acy enters the game for L. Galloway,79,67
292,3,1:15.0,E. Turner enters the game for M. Smart,,79,67
293,3,1:15.0,J. Young misses free throw 2 of 2,,79,67
294,3,1:14.0,,Defensive rebound by S. Larkin,79,67
295,3,0:57.0,,L. Thomas makes 2-pt jump shot from 12 ft,79,69
296,3,0:38.0,E. Turner misses 2-pt layup from 1 ft,,79,69
297,3,0:36.0,Offensive rebound by E. Turner,,79,69
298,3,0:33.0,J. Young misses 3-pt jump shot from 25 ft,,79,69
299,3,0:32.0,Offensive rebound by T. Zeller,,79,69
300,3,0:30.0,Shooting foul by T. Hardaway (drawn by T. Zeller),,79,69
301,3,0:30.0,T. Zeller makes free throw 1 of 2,,80,69
302,3,0:30.0,T. Zeller misses free throw 2 of 2,,80,69
303,3,0:30.0,,Defensive rebound by T. Hardaway,80,69
304,3,0:09.0,,S. Larkin makes 3-pt jump shot from 25 ft (assist by T. Hardaway),80,72
305,3,0:02.0,Turnover by E. Turner (bad pass; steal by S. Larkin),,80,72
306,4,11:39.0,,T. Hardaway makes 2-pt jump shot from 19 ft,80,74
307,4,11:18.0,T. Zeller makes 2-pt jump shot from 13 ft (assist by J. Young),,82,74
308,4,11:08.0,,Turnover by L. Amundson (bad pass),82,74
309,4,10:50.0,Turnover by J. Young (bad pass; steal by L. Amundson),,82,74
310,4,10:39.0,,S. Larkin makes 2-pt jump shot from 13 ft,82,76
311,4,10:15.0,J. Young makes 2-pt jump shot from 22 ft,,84,76
312,4,10:03.0,,Q. Acy makes 2-pt dunk at rim (assist by T. Hardaway),84,78
313,4,9:38.0,Turnover by E. Turner (lost ball; steal by Q. Acy),,84,78
314,4,9:37.0,,New York full timeout,84,78
315,4,9:37.0,J. Crowder enters the game for E. Turner,,84,78
316,4,9:37.0,M. Smart enters the game for T. Zeller,,84,78
317,4,9:28.0,,Turnover by L. Amundson (bad pass),84,78
318,4,9:14.0,J. Sullinger makes 2-pt jump shot from 17 ft (assist by M. Smart),,86,78
319,4,8:57.0,,L. Amundson makes 2-pt layup from 1 ft (assist by S. Larkin),86,80
320,4,8:39.0,J. Sullinger misses 2-pt hook shot from 3 ft,,86,80
321,4,8:37.0,Offensive rebound by J. Crowder,,86,80
322,4,8:37.0,J. Crowder misses 2-pt tip-in from 1 ft,,86,80
323,4,8:35.0,,Defensive rebound by Q. Acy,86,80
324,4,8:27.0,,T. Hardaway misses 2-pt jump shot from 18 ft,86,80
325,4,8:25.0,,Offensive rebound by L. Amundson,86,80
326,4,8:13.0,,S. Larkin makes 2-pt layup from 1 ft (assist by L. Thomas),86,82
327,4,7:50.0,J. Sullinger makes 2-pt layup from 1 ft (assist by J. Crowder),,88,82
328,4,7:37.0,,Turnover by L. Thomas (lost ball),88,82
329,4,7:37.0,A. Bradley enters the game for M. Thornton,,88,82
330,4,7:21.0,J. Crowder makes 2-pt jump shot from 13 ft (assist by A. Bradley),,90,82
331,4,6:53.0,,Q. Acy misses 3-pt jump shot from 24 ft,90,82
332,4,6:51.0,Defensive rebound by J. Young,,90,82
333,4,6:41.0,J. Young misses 3-pt jump shot from 24 ft,,90,82
334,4,6:39.0,,Defensive rebound by Q. Acy,90,82
335,4,6:30.0,,S. Larkin misses 3-pt jump shot from 25 ft,90,82
336,4,6:28.0,Defensive rebound by J. Young,,90,82
337,4,6:07.0,J. Sullinger makes 2-pt jump shot from 13 ft,,92,82
338,4,5:58.0,,New York full timeout,92,82
339,4,5:58.0,Official timeout,,92,82
340,4,5:58.0,E. Turner enters the game for J. Young,,92,82
341,4,5:58.0,,J. Calderón enters the game for Q. Acy,92,82
342,4,5:58.0,,C. Anthony enters the game for S. Larkin,92,82
343,4,5:47.0,,L. Thomas makes 2-pt layup from 1 ft,92,84
344,4,5:29.0,A. Bradley misses 3-pt jump shot from 24 ft,,92,84
345,4,5:27.0,,Defensive rebound by C. Anthony,92,84
346,4,5:21.0,,Offensive foul by L. Amundson (drawn by M. Smart),92,84
347,4,5:21.0,,Turnover by L. Amundson (offensive foul),92,84
348,4,5:07.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by J. Sullinger),,94,84
349,4,4:59.0,,Personal foul by A. Bradley (drawn by T. Hardaway),94,84
350,4,4:52.0,,Turnover by L. Thomas (lost ball),94,84
351,4,4:33.0,M. Smart makes 2-pt jump shot from 16 ft (assist by J. Sullinger),,96,84
352,4,4:12.0,,C. Anthony misses 2-pt jump shot from 18 ft,96,84
353,4,4:10.0,,Offensive rebound by L. Thomas,96,84
354,4,4:06.0,,Personal foul by E. Turner (drawn by C. Anthony),96,84
355,4,3:55.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by C. Anthony),96,87
356,4,3:34.0,J. Sullinger makes 2-pt jump shot from 8 ft,,98,87
357,4,3:08.0,,Shooting foul by A. Bradley (drawn by T. Hardaway),98,87
358,4,3:08.0,,T. Hardaway makes free throw 1 of 2,98,88
359,4,3:08.0,,T. Hardaway makes free throw 2 of 2,98,89
360,4,2:48.0,A. Bradley makes 2-pt jump shot from 21 ft,,100,89
361,4,2:33.0,,C. Anthony misses 3-pt jump shot from 25 ft,100,89
362,4,2:32.0,Defensive rebound by Team,,100,89
363,4,2:32.0,Boston full timeout,,100,89
364,4,2:17.0,J. Crowder makes 2-pt layup from 1 ft (assist by A. Bradley),,102,89
365,4,2:02.0,,T. Hardaway misses 2-pt jump shot from 4 ft,102,89
366,4,2:00.0,,Offensive rebound by L. Thomas,102,89
367,4,2:00.0,,L. Thomas misses 2-pt tip-in from 2 ft,102,89
368,4,1:59.0,Defensive rebound by M. Smart,,102,89
369,4,1:47.0,Turnover by M. Smart (lost ball; steal by C. Anthony),,102,89
370,4,1:43.0,,C. Anthony makes 2-pt layup from 2 ft,102,91
371,4,1:20.0,M. Smart misses 3-pt jump shot from 47 ft,,102,91
372,4,1:19.0,Offensive rebound by Team,,102,91
373,4,1:19.0,Turnover by Team (shot clock),,102,91
374,4,1:19.0,,New York full timeout,102,91
375,4,1:19.0,,J. Smith enters the game for L. Amundson,102,91
376,4,1:08.0,,C. Anthony makes 2-pt layup from 1 ft,102,93
377,4,0:56.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Sullinger),,105,93
378,4,0:51.0,,T. Hardaway makes 2-pt layup from 1 ft,105,95
379,4,0:45.0,Turnover by E. Turner (lost ball; steal by L. Thomas),,105,95
380,4,0:42.0,,L. Thomas makes 2-pt dunk at rim,105,97
381,4,0:41.0,Personal foul by J. Calderón (drawn by M. Smart),,105,97
382,4,0:41.0,Boston full timeout,,105,97
383,4,0:40.0,Personal take foul by J. Calderón (drawn by M. Smart),,105,97
384,4,0:40.0,M. Smart makes free throw 1 of 2,,106,97
385,4,0:40.0,B. Bass enters the game for J. Sullinger,,106,97
386,4,0:40.0,,L. Galloway enters the game for L. Thomas,106,97
387,4,0:40.0,M. Smart makes free throw 2 of 2,,107,97
