,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
386,4,0:49.0,,S. Kilpatrick enters the game for L. Brown,90,86
387,4,0:49.0,,Z. LaVine makes free throw 2 of 2,90,87
388,4,0:24.0,R. Kelly misses 2-pt jump shot from 19 ft,,90,87
389,4,0:23.0,Offensive rebound by T. Black,,90,87
390,4,0:20.0,Turnover by T. Black (bad pass; steal by G. Dieng),,90,87
391,4,0:07.0,,C. Budinger makes 3-pt jump shot from 22 ft (assist by S. Kilpatrick),90,90
392,4,0:07.0,LA Lakers full timeout,,90,90
393,4,0:07.0,,L. Brown enters the game for Z. LaVine,90,90
394,4,0:01.0,R. Kelly misses 3-pt jump shot from 24 ft,,90,90
395,4,0:00.0,Offensive rebound by Team,,90,90
396,1OT,4:47.0,,C. Budinger misses 3-pt jump shot from 25 ft,90,90
397,1OT,4:46.0,Defensive rebound by J. Brown,,90,90
398,1OT,4:29.0,Shooting block foul by G. Dieng (drawn by J. Clarkson),,90,90
399,1OT,4:29.0,J. Clarkson makes free throw 1 of 2,,91,90
400,1OT,4:29.0,,A. Payne enters the game for G. Dieng,91,90
401,1OT,4:29.0,J. Clarkson makes free throw 2 of 2,,92,90
402,1OT,4:12.0,,C. Budinger misses 2-pt layup from 1 ft,92,90
403,1OT,4:11.0,Defensive rebound by T. Black,,92,90
404,1OT,3:53.0,Turnover by W. Ellington (lost ball),,92,90
405,1OT,3:36.0,,Shooting foul by W. Ellington (drawn by A. Wiggins),92,90
406,1OT,3:36.0,,A. Wiggins makes free throw 1 of 2,92,91
407,1OT,3:36.0,,A. Wiggins makes free throw 2 of 2,92,92
408,1OT,3:25.0,Turnover by J. Clarkson (lost ball; steal by L. Brown),,92,92
409,1OT,3:22.0,,L. Brown makes 2-pt dunk at rim,92,94
410,1OT,3:06.0,Shooting foul by A. Wiggins (drawn by T. Black),,92,94
411,1OT,3:06.0,T. Black makes free throw 1 of 2,,93,94
412,1OT,3:06.0,T. Black misses free throw 2 of 2,,93,94
413,1OT,3:05.0,,Defensive rebound by A. Payne,93,94
414,1OT,2:49.0,,A. Payne misses 3-pt jump shot from 24 ft,93,94
415,1OT,2:48.0,Defensive rebound by J. Brown,,93,94
416,1OT,2:39.0,T. Black makes 2-pt dunk at rim (assist by J. Brown),,95,94
417,1OT,2:38.0,,Minnesota full timeout,95,94
418,1OT,2:38.0,,G. Dieng enters the game for A. Payne,95,94
419,1OT,2:26.0,,Shooting foul by W. Ellington (drawn by A. Wiggins),95,94
420,1OT,2:26.0,,A. Wiggins makes 2-pt layup from 2 ft,95,96
421,1OT,2:26.0,,A. Wiggins makes free throw 1 of 1,95,97
422,1OT,2:11.0,Turnover by J. Clarkson (traveling),,95,97
423,1OT,2:02.0,,Personal foul by W. Ellington (drawn by A. Wiggins),95,97
424,1OT,1:56.0,,Z. LaVine misses 2-pt jump shot from 21 ft,95,97
425,1OT,1:55.0,Defensive rebound by W. Ellington,,95,97
426,1OT,1:44.0,W. Ellington misses 2-pt jump shot from 21 ft,,95,97
427,1OT,1:43.0,,Defensive rebound by L. Brown,95,97
428,1OT,1:19.0,,Turnover by Team (shot clock),95,97
429,1OT,1:09.0,Shooting foul by L. Brown (drawn by J. Clarkson),,95,97
430,1OT,1:09.0,J. Clarkson makes free throw 1 of 2,,96,97
431,1OT,1:09.0,J. Clarkson makes free throw 2 of 2,,97,97
432,1OT,0:52.0,Violation by T. Black (kicked ball),,97,97
433,1OT,0:45.0,,Turnover by A. Wiggins (traveling),97,97
434,1OT,0:35.0,J. Clarkson makes 2-pt layup from 1 ft,,99,97
435,1OT,0:35.0,,Minnesota full timeout,99,97
436,1OT,0:35.0,,S. Kilpatrick enters the game for L. Brown,99,97
437,1OT,0:35.0,W. Johnson enters the game for R. Kelly,,99,97
438,1OT,0:24.0,,Z. LaVine misses 3-pt jump shot from 22 ft,99,97
439,1OT,0:24.0,,Offensive rebound by C. Budinger,99,97
440,1OT,0:19.0,,G. Dieng makes 2-pt jump shot from 14 ft (assist by A. Wiggins),99,99
441,1OT,0:01.0,W. Ellington misses 2-pt layup from 1 ft (block by A. Wiggins),,99,99
442,1OT,0:01.0,Offensive rebound by J. Clarkson,,99,99
443,1OT,0:00.0,Personal foul by Z. LaVine (drawn by J. Clarkson),,99,99
444,1OT,0:00.0,J. Clarkson makes free throw 1 of 2,,100,99
445,1OT,0:00.0,J. Clarkson makes free throw 2 of 2,,101,99
446,1OT,0:00.0,,Minnesota full timeout,101,99
447,1OT,0:00.0,,L. Brown enters the game for G. Dieng,101,99
448,1OT,0:00.0,R. Kelly enters the game for T. Black,,101,99
