,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SACRAMENTO_ACTION,BROOKLYN_SCORE,SACRAMENTO_SCORE
385,4,3:42.0,,Shooting foul by B. Lopez (drawn by D. Cousins),94,87
386,4,3:42.0,,D. Cousins makes free throw 1 of 2,94,88
387,4,3:42.0,,D. Cousins misses free throw 2 of 2,94,88
388,4,3:40.0,Defensive rebound by J. Johnson,,94,88
389,4,3:30.0,Personal foul by D. Cousins (drawn by J. Johnson),,94,88
390,4,3:23.0,J. Johnson misses 2-pt jump shot from 7 ft,,94,88
391,4,3:22.0,,Defensive rebound by R. Sessions,94,88
392,4,3:18.0,,Turnover by R. Sessions (lost ball; steal by A. Anderson),94,88
393,4,3:01.0,J. Jack misses 3-pt jump shot from 24 ft,,94,88
394,4,3:00.0,Offensive rebound by B. Lopez,,94,88
395,4,3:00.0,,Violation by D. Cousins (def goaltending),94,88
396,4,3:00.0,B. Lopez makes 2-pt layup from 1 ft,,96,88
397,4,2:50.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by R. Sessions),96,90
398,4,2:28.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,96,90
399,4,2:27.0,,Defensive rebound by R. Sessions,96,90
400,4,2:04.0,,D. Cousins misses 2-pt layup from 2 ft,96,90
401,4,2:03.0,,Offensive rebound by D. Collison,96,90
402,4,2:03.0,,D. Collison makes 2-pt tip-in from 1 ft,96,92
403,4,1:40.0,A. Anderson misses 2-pt jump shot from 6 ft,,96,92
404,4,1:39.0,,Defensive rebound by D. Cousins,96,92
405,4,1:31.0,,Shooting foul by B. Lopez (drawn by D. Cousins),96,92
406,4,1:31.0,Official timeout,,96,92
407,4,1:31.0,,D. Cousins makes free throw 1 of 2,96,93
408,4,1:31.0,,D. Cousins makes free throw 2 of 2,96,94
409,4,1:11.0,J. Johnson makes 3-pt jump shot from 25 ft (assist by B. Lopez),,99,94
410,4,1:02.0,,Personal foul by B. Lopez (drawn by D. Cousins),99,94
411,4,1:02.0,,D. Cousins makes free throw 1 of 2,99,95
412,4,1:02.0,,D. Cousins makes free throw 2 of 2,99,96
413,4,0:42.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,99,96
414,4,0:41.0,Offensive rebound by J. Johnson,,99,96
415,4,0:34.0,Personal take foul by R. Gay (drawn by J. Johnson),,99,96
416,4,0:24.0,Shooting foul by R. Gay (drawn by J. Johnson),,99,96
417,4,0:24.0,J. Johnson makes free throw 1 of 2,,100,96
418,4,0:24.0,K. Garnett enters the game for B. Lopez,,100,96
419,4,0:24.0,J. Johnson makes free throw 2 of 2,,101,96
420,4,0:24.0,,Sacramento full timeout,101,96
421,4,0:24.0,D. Morris enters the game for B. Bogdanović,,101,96
422,4,0:19.0,,D. Cousins makes 2-pt dunk at rim,101,98
423,4,0:19.0,Brooklyn full timeout,,101,98
424,4,0:19.0,,R. McCallum enters the game for D. Collison,101,98
425,4,0:19.0,B. Bogdanović enters the game for K. Garnett,,101,98
426,4,0:19.0,B. Lopez enters the game for D. Morris,,101,98
427,4,0:17.0,Personal take foul by R. Gay (drawn by J. Johnson),,101,98
428,4,0:17.0,J. Johnson makes free throw 1 of 2,,102,98
429,4,0:17.0,,J. Thompson enters the game for R. McCallum,102,98
430,4,0:17.0,J. Johnson misses free throw 2 of 2,,102,98
431,4,0:17.0,,Defensive rebound by D. Cousins,102,98
432,4,0:17.0,,Sacramento full timeout,102,98
433,4,0:16.0,,D. Collison enters the game for J. Thompson,102,98
434,4,0:16.0,K. Garnett enters the game for B. Bogdanović,,102,98
435,4,0:16.0,D. Morris enters the game for B. Lopez,,102,98
436,4,0:13.0,,B. McLemore misses 3-pt jump shot from 25 ft,102,98
437,4,0:13.0,Defensive rebound by A. Anderson,,102,98
438,4,0:09.0,Personal take foul by B. McLemore (drawn by J. Jack),,102,98
439,4,0:09.0,J. Jack makes free throw 1 of 2,,103,98
440,4,0:09.0,J. Jack misses free throw 2 of 2,,103,98
441,4,0:08.0,,Defensive rebound by B. McLemore,103,98
442,4,0:08.0,,Sacramento full timeout,103,98
443,4,0:06.0,,R. Gay misses 3-pt jump shot from 24 ft,103,98
444,4,0:04.0,,Offensive rebound by D. Cousins,103,98
445,4,0:00.0,,D. Cousins makes 2-pt layup from 4 ft,103,100
