,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
0,1,11:43.0,,D. Cousins misses 2-pt layup from 2 ft,0,0
1,1,11:41.0,Defensive rebound by S. Curry,,0,0
2,1,11:35.0,K. Thompson misses 3-pt jump shot from 25 ft,,0,0
3,1,11:35.0,,Defensive rebound by R. Gay,0,0
4,1,11:27.0,,D. Cousins misses 2-pt layup from 3 ft (block by A. Bogut),0,0
5,1,11:25.0,,Offensive rebound by D. Cousins,0,0
6,1,11:23.0,,D. Cousins misses 2-pt layup from 4 ft,0,0
7,1,11:22.0,Defensive rebound by A. Bogut,,0,0
8,1,11:16.0,H. Barnes misses 3-pt jump shot from 24 ft,,0,0
9,1,11:15.0,,Defensive rebound by R. Gay,0,0
10,1,11:06.0,,R. Gay misses 2-pt jump shot from 12 ft,0,0
11,1,11:05.0,,Offensive rebound by J. Thompson,0,0
12,1,11:05.0,,J. Thompson misses 2-pt dunk at rim,0,0
13,1,11:04.0,,Offensive rebound by J. Thompson,0,0
14,1,11:02.0,,Turnover by J. Thompson (lost ball; steal by S. Curry),0,0
15,1,10:49.0,D. Green misses 2-pt jump shot from 6 ft,,0,0
16,1,10:48.0,,Defensive rebound by D. Cousins,0,0
17,1,10:43.0,,D. Collison makes 2-pt layup from 2 ft,0,2
18,1,10:25.0,Personal foul by D. Collison (drawn by A. Bogut),,0,2
19,1,10:19.0,Def 3 sec tech foul by J. Thompson,,0,2
20,1,10:19.0,S. Curry makes technical free throw,,1,2
21,1,10:06.0,K. Thompson makes 2-pt jump shot from 21 ft (assist by D. Green),,3,2
22,1,9:53.0,,Personal foul by A. Bogut (drawn by D. Cousins),3,2
23,1,9:38.0,,Turnover by B. McLemore (lost ball; steal by K. Thompson),3,2
24,1,9:31.0,Turnover by S. Curry (bad pass; steal by D. Collison),,3,2
25,1,9:21.0,,Shooting foul by S. Curry (drawn by D. Cousins),3,2
26,1,9:21.0,,D. Cousins misses free throw 1 of 2,3,2
27,1,9:21.0,,Offensive rebound by Team,3,2
28,1,9:21.0,,D. Cousins makes free throw 2 of 2,3,3
29,1,9:17.0,H. Barnes misses 2-pt layup from 2 ft (block by R. Gay),,3,3
30,1,9:15.0,,Defensive rebound by B. McLemore,3,3
31,1,9:02.0,,J. Thompson makes 2-pt jump shot from 12 ft (assist by D. Collison),3,5
32,1,8:49.0,Turnover by K. Thompson (bad pass; steal by D. Collison),,3,5
33,1,8:44.0,,R. Gay makes 2-pt layup from 2 ft (assist by D. Collison),3,7
34,1,8:31.0,Turnover by D. Green (bad pass; steal by R. Gay),,3,7
35,1,8:23.0,,Turnover by J. Thompson (offensive foul),3,7
36,1,8:23.0,Offensive charge foul by J. Thompson (drawn by D. Green),,3,7
37,1,8:11.0,A. Bogut makes 2-pt dunk at rim (assist by D. Green),,5,7
38,1,7:56.0,,R. Gay misses 2-pt jump shot from 22 ft,5,7
39,1,7:56.0,Defensive rebound by K. Thompson,,5,7
