,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,,D. Cousins misses 2-pt jump shot from 14 ft,0,0
1,1,11:38.0,Defensive rebound by S. Curry,,0,0
2,1,11:26.0,K. Thompson misses 3-pt jump shot from 24 ft,,0,0
3,1,11:25.0,,Defensive rebound by R. Gay,0,0
4,1,11:12.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Gay),0,3
5,1,10:47.0,Turnover by K. Thompson (lost ball; steal by B. McLemore),,0,3
6,1,10:43.0,,B. McLemore makes 2-pt dunk at rim,0,5
7,1,10:20.0,D. Green misses 2-pt jump shot from 7 ft,,0,5
8,1,10:19.0,,Defensive rebound by D. Cousins,0,5
9,1,10:08.0,,D. Cousins makes 2-pt layup from 2 ft,0,7
10,1,9:53.0,S. Curry makes 2-pt layup from 3 ft (assist by A. Bogut),,2,7
11,1,9:39.0,,D. Collison makes 2-pt jump shot from 16 ft,2,9
12,1,9:22.0,D. Green makes 2-pt jump shot from 22 ft (assist by S. Curry),,4,9
13,1,9:03.0,,B. McLemore misses 3-pt jump shot from 24 ft,4,9
14,1,9:02.0,Defensive rebound by D. Green,,4,9
15,1,8:57.0,Turnover by K. Thompson (lost ball; steal by B. McLemore),,4,9
16,1,8:42.0,,R. Gay misses 2-pt dunk at rim (block by A. Bogut),4,9
17,1,8:39.0,Defensive rebound by H. Barnes,,4,9
18,1,8:32.0,K. Thompson misses 3-pt jump shot from 23 ft,,4,9
19,1,8:31.0,,Defensive rebound by D. Cousins,4,9
20,1,8:19.0,,D. Cousins misses 2-pt jump shot from 16 ft,4,9
21,1,8:18.0,Defensive rebound by H. Barnes,,4,9
22,1,8:10.0,S. Curry misses 2-pt layup from 3 ft,,4,9
23,1,8:09.0,,Defensive rebound by D. Cousins,4,9
24,1,8:02.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by D. Cousins),4,12
25,1,7:55.0,H. Barnes makes 2-pt jump shot from 20 ft (assist by S. Curry),,6,12
26,1,7:27.0,,R. Gay misses 3-pt jump shot from 24 ft,6,12
27,1,7:27.0,Defensive rebound by A. Bogut,,6,12
28,1,7:17.0,K. Thompson misses 2-pt jump shot from 8 ft,,6,12
29,1,7:16.0,,Defensive rebound by D. Cousins,6,12
30,1,7:13.0,,Turnover by D. Cousins (bad pass; steal by S. Curry),6,12
31,1,7:12.0,S. Curry misses 2-pt layup from 5 ft (block by D. Cousins),,6,12
32,1,7:09.0,,Defensive rebound by D. Collison,6,12
33,1,7:01.0,,D. Williams makes 2-pt layup from 1 ft (assist by D. Collison),6,14
34,1,6:53.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by S. Curry),,8,14
35,1,6:40.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),8,17
36,1,6:28.0,A. Bogut makes 2-pt layup from 1 ft (assist by K. Thompson),,10,17
37,1,6:28.0,Shooting foul by B. McLemore (drawn by A. Bogut),,10,17
38,1,6:28.0,A. Bogut misses free throw 1 of 1,,10,17
39,1,6:27.0,,Defensive rebound by D. Williams,10,17
40,1,6:06.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),10,20
41,1,5:45.0,S. Curry misses 3-pt jump shot from 24 ft,,10,20
42,1,5:44.0,,Defensive rebound by D. Williams,10,20
43,1,5:32.0,,Turnover by R. Gay (lost ball; steal by K. Thompson),10,20
44,1,5:26.0,S. Curry makes 2-pt layup from 4 ft,,12,20
45,1,5:17.0,,D. Collison misses 2-pt jump shot from 4 ft (block by D. Green),12,20
46,1,5:16.0,Defensive rebound by D. Green,,12,20
47,1,5:12.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,14,20
48,1,5:00.0,,Sacramento full timeout,14,20
49,1,5:00.0,A. Iguodala enters the game for H. Barnes,,14,20
50,1,4:43.0,,Shooting foul by A. Bogut (drawn by B. McLemore),14,20
