,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DETROIT_ACTION,PHILADELPHIA_SCORE,DETROIT_SCORE
0,1,11:45.0,,Turnover by B. Jennings (bad pass; steal by M. Carter-Williams),0,0
1,1,11:38.0,R. Covington misses 3-pt jump shot from 24 ft,,0,0
2,1,11:37.0,,Defensive rebound by A. Drummond,0,0
3,1,11:28.0,,K. Singler makes 3-pt jump shot from 23 ft (assist by B. Jennings),0,3
4,1,11:06.0,M. Carter-Williams makes 2-pt layup at rim,,2,3
5,1,10:57.0,,K. Caldwell-Pope makes 2-pt jump shot from 11 ft (assist by B. Jennings),2,5
6,1,10:38.0,Turnover by M. Carter-Williams (lost ball),,2,5
7,1,10:22.0,,B. Jennings makes 3-pt jump shot from 26 ft,2,8
8,1,10:05.0,N. Noel makes 2-pt layup at rim (assist by M. Carter-Williams),,4,8
9,1,9:50.0,,B. Jennings makes 3-pt jump shot from 27 ft (assist by G. Monroe),4,11
10,1,9:36.0,Personal foul by B. Jennings (drawn by M. Carter-Williams),,4,11
11,1,9:26.0,N. Noel misses 2-pt jump shot from 8 ft,,4,11
12,1,9:25.0,,Defensive rebound by K. Caldwell-Pope,4,11
13,1,9:16.0,,B. Jennings makes 2-pt jump shot from 20 ft (assist by K. Singler),4,13
14,1,9:16.0,Philadelphia full timeout,,4,13
15,1,8:59.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by G. Monroe),,4,13
16,1,8:59.0,,Defensive rebound by Team,4,13
17,1,8:47.0,,A. Drummond makes 2-pt layup at rim (assist by K. Caldwell-Pope),4,15
18,1,8:30.0,N. Noel misses 2-pt layup at rim (block by A. Drummond),,4,15
19,1,8:27.0,Offensive rebound by R. Covington,,4,15
20,1,8:23.0,R. Covington misses 2-pt layup from 2 ft,,4,15
21,1,8:22.0,Offensive rebound by N. Noel,,4,15
22,1,8:20.0,N. Noel makes 2-pt layup at rim,,6,15
23,1,8:02.0,,A. Drummond misses 2-pt layup from 1 ft,6,15
24,1,8:00.0,Defensive rebound by N. Noel,,6,15
25,1,7:55.0,R. Covington makes 2-pt layup at rim (assist by M. Carter-Williams),,8,15
26,1,7:55.0,Shooting foul by K. Singler (drawn by R. Covington),,8,15
27,1,7:55.0,R. Covington makes free throw 1 of 1,,9,15
28,1,7:37.0,,K. Singler misses 2-pt layup from 1 ft,9,15
29,1,7:36.0,,Offensive rebound by G. Monroe,9,15
30,1,7:35.0,,G. Monroe misses 2-pt layup at rim,9,15
31,1,7:34.0,,Offensive rebound by A. Drummond,9,15
32,1,7:33.0,,A. Drummond misses 2-pt layup at rim,9,15
33,1,7:32.0,Defensive rebound by L. Mbah a Moute,,9,15
34,1,7:32.0,Personal foul by A. Drummond (drawn by L. Mbah a Moute),,9,15
35,1,7:23.0,M. Carter-Williams misses 2-pt jump shot from 4 ft,,9,15
36,1,7:23.0,Offensive rebound by Team,,9,15
37,1,7:12.0,L. Mbah a Moute misses 3-pt jump shot from 27 ft,,9,15
38,1,7:11.0,,Defensive rebound by K. Caldwell-Pope,9,15
39,1,7:04.0,,B. Jennings misses 3-pt jump shot from 26 ft,9,15
40,1,7:03.0,,Offensive rebound by A. Drummond,9,15
41,1,7:01.0,,A. Drummond misses 2-pt tip-in at rim,9,15
42,1,7:01.0,Defensive rebound by N. Noel,,9,15
43,1,6:50.0,L. Mbah a Moute misses 2-pt jump shot from 21 ft,,9,15
44,1,6:49.0,,Defensive rebound by B. Jennings,9,15
45,1,6:41.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by B. Jennings),9,18
46,1,6:26.0,M. Carter-Williams misses 2-pt jump shot from 6 ft (block by A. Drummond),,9,18
47,1,6:24.0,,Defensive rebound by A. Drummond,9,18
48,1,6:14.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by G. Monroe),9,21
49,1,6:02.0,M. Carter-Williams makes 3-pt jump shot from 26 ft (assist by R. Covington),,12,21
50,1,5:48.0,,Turnover by K. Singler (lost ball; steal by N. Noel),12,21
51,1,5:42.0,R. Covington misses 2-pt layup from 1 ft,,12,21
52,1,5:41.0,Offensive rebound by K. McDaniels,,12,21
53,1,5:33.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,12,21
54,1,5:32.0,,Defensive rebound by A. Drummond,12,21
55,1,5:11.0,,G. Monroe misses 2-pt jump shot from 4 ft,12,21
56,1,5:09.0,Defensive rebound by N. Noel,,12,21
57,1,5:00.0,L. Mbah a Moute makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),,14,21
58,1,4:39.0,,Turnover by G. Monroe (bad pass; steal by K. McDaniels),14,21
59,1,4:24.0,N. Noel misses 2-pt jump shot from 16 ft,,14,21
60,1,4:23.0,,Defensive rebound by G. Monroe,14,21
61,1,4:16.0,,B. Jennings misses 3-pt jump shot from 25 ft,14,21
62,1,4:15.0,,Offensive rebound by A. Drummond,14,21
63,1,4:14.0,,A. Drummond makes 2-pt dunk at rim,14,23
64,1,4:00.0,M. Carter-Williams misses 3-pt jump shot from 26 ft,,14,23
65,1,3:59.0,,Defensive rebound by K. Singler,14,23
66,1,3:51.0,,K. Singler makes 3-pt jump shot from 26 ft,14,26
67,1,3:50.0,Philadelphia full timeout,,14,26
68,1,3:50.0,,J. Jerebko enters the game for G. Monroe,14,26
69,1,3:50.0,J. Grant enters the game for L. Mbah a Moute,,14,26
70,1,3:50.0,H. Sims enters the game for N. Noel,,14,26
71,1,3:50.0,H. Thompson enters the game for K. McDaniels,,14,26
72,1,3:29.0,H. Sims makes 2-pt layup at rim (assist by M. Carter-Williams),,16,26
73,1,3:13.0,,Turnover by B. Jennings (bad pass; steal by R. Covington),16,26
74,1,3:05.0,Turnover by H. Sims (bad pass; steal by B. Jennings),,16,26
75,1,2:49.0,,K. Singler makes 2-pt layup at rim (assist by B. Jennings),16,28
76,1,2:28.0,J. Grant misses 2-pt jump shot from 3 ft,,16,28
77,1,2:27.0,,Defensive rebound by A. Drummond,16,28
78,1,2:24.0,,Personal foul by H. Sims (drawn by B. Jennings),16,28
79,1,2:24.0,,Detroit full timeout,16,28
80,1,2:24.0,,J. Meeks enters the game for K. Caldwell-Pope,16,28
81,1,2:24.0,L. Drew enters the game for R. Covington,,16,28
82,1,2:24.0,K. McDaniels enters the game for M. Carter-Williams,,16,28
83,1,2:17.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by B. Jennings),16,31
84,1,2:00.0,H. Thompson makes 3-pt jump shot from 26 ft (assist by L. Drew),,19,31
85,1,1:45.0,Offensive charge foul by J. Jerebko (drawn by L. Drew),,19,31
86,1,1:45.0,,Turnover by J. Jerebko (offensive foul),19,31
87,1,1:45.0,,D. Augustin enters the game for B. Jennings,19,31
88,1,1:45.0,,Violation by Team (jump ball),19,31
89,1,1:31.0,K. McDaniels makes 2-pt jump shot from 20 ft (assist by L. Drew),,21,31
90,1,1:13.0,,J. Meeks misses 3-pt jump shot from 26 ft,21,31
91,1,1:11.0,,Offensive rebound by A. Drummond,21,31
92,1,1:10.0,,A. Drummond misses 2-pt tip-in at rim,21,31
93,1,1:10.0,,Offensive rebound by Team,21,31
94,1,0:59.0,,D. Augustin misses 3-pt jump shot from 26 ft,21,31
95,1,0:58.0,Defensive rebound by H. Sims,,21,31
96,1,0:43.0,L. Drew misses 3-pt jump shot from 25 ft,,21,31
97,1,0:42.0,,Defensive rebound by A. Drummond,21,31
98,1,0:28.0,,J. Jerebko misses 3-pt jump shot from 26 ft,21,31
99,1,0:27.0,Defensive rebound by J. Grant,,21,31
100,1,0:08.0,Personal foul by K. Singler (drawn by L. Drew),,21,31
101,1,0:08.0,,C. Butler enters the game for K. Singler,21,31
102,1,0:03.0,H. Thompson misses 2-pt jump shot from 7 ft (block by A. Drummond),,21,31
103,1,0:00.0,Offensive rebound by Team,,21,31
104,2,11:47.0,J. Grant misses 3-pt jump shot from 24 ft,,21,31
105,2,11:46.0,Offensive rebound by H. Sims,,21,31
106,2,11:32.0,H. Thompson misses 3-pt jump shot from 24 ft,,21,31
107,2,11:30.0,Offensive rebound by H. Sims,,21,31
108,2,11:14.0,K. McDaniels misses 3-pt jump shot from 25 ft,,21,31
109,2,11:13.0,,Defensive rebound by J. Meeks,21,31
