,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
89,1,1:17.0,Shooting foul by T. Burke (drawn by G. Vásquez),,26,22
90,1,1:17.0,,R. Gobert enters the game for E. Freedom,26,22
91,1,1:17.0,,D. Exum enters the game for T. Burke,26,22
92,1,1:17.0,G. Vásquez misses free throw 1 of 1,,26,22
93,1,1:16.0,,Defensive rebound by R. Gobert,26,22
94,1,1:00.0,Violation by T. Hansbrough (kicked ball),,26,22
95,1,0:51.0,,Shooting foul by T. Hansbrough (drawn by T. Booker),26,22
96,1,0:51.0,,T. Booker misses free throw 1 of 2,26,22
97,1,0:51.0,,Offensive rebound by Team,26,22
98,1,0:51.0,,T. Booker makes free throw 2 of 2,26,23
99,1,0:51.0,Loose ball foul by T. Hansbrough (drawn by T. Booker),,26,23
100,1,0:51.0,Violation by P. Patterson (lane),,26,23
101,1,0:51.0,,J. Ingles makes free throw 1 of 1,26,24
102,1,0:30.0,T. Ross misses 3-pt jump shot from 23 ft,,26,24
103,1,0:28.0,Offensive rebound by T. Ross,,26,24
104,1,0:28.0,T. Hansbrough makes flagrant free throw 1 of 2,,27,24
105,1,0:28.0,T. Hansbrough makes flagrant free throw 2 of 2,,28,24
106,1,0:06.0,L. Williams makes 3-pt jump shot from 25 ft,,31,24
107,1,0:00.0,,R. Hood misses 3-pt jump shot from 24 ft,31,24
108,1,0:00.0,,Offensive rebound by Team,31,24
109,2,12:00.0,,T. Booker makes 2-pt jump shot from 19 ft (assist by D. Exum),31,26
110,2,11:27.0,P. Patterson makes 2-pt jump shot from 5 ft,,33,26
111,2,11:11.0,,Turnover by D. Exum (lost ball; steal by T. Ross),33,26
112,2,11:05.0,T. Ross makes 2-pt layup from 1 ft,,35,26
113,2,10:53.0,,J. Ingles misses 2-pt jump shot from 16 ft,35,26
114,2,10:52.0,,Offensive rebound by R. Gobert,35,26
115,2,10:39.0,,D. Exum makes 2-pt layup from 2 ft (assist by J. Ingles),35,28
116,2,10:39.0,,Shooting foul by P. Patterson (drawn by D. Exum),35,28
117,2,10:39.0,A. Johnson enters the game for T. Hansbrough,,35,28
118,2,10:39.0,,D. Exum misses free throw 1 of 1,35,28
119,2,10:37.0,Defensive rebound by P. Patterson,,35,28
120,2,10:21.0,G. Vásquez makes 3-pt jump shot from 24 ft,,38,28
121,2,10:02.0,,Shooting foul by A. Johnson (drawn by R. Gobert),38,28
122,2,10:02.0,,R. Gobert makes free throw 1 of 2,38,29
123,2,10:02.0,,I. Clark enters the game for J. Ingles,38,29
124,2,10:02.0,K. Lowry enters the game for L. Williams,,38,29
125,2,10:02.0,,R. Gobert makes free throw 2 of 2,38,30
126,2,9:45.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by K. Lowry),,41,30
127,2,9:26.0,,I. Clark misses 3-pt jump shot from 24 ft,41,30
128,2,9:24.0,,Offensive rebound by R. Gobert,41,30
129,2,9:24.0,,Personal foul by K. Lowry (drawn by R. Gobert),41,30
130,2,9:24.0,,D. Favors enters the game for R. Gobert,41,30
131,2,9:04.0,,D. Favors makes 2-pt dunk at rim,41,32
132,2,8:44.0,K. Lowry misses 2-pt jump shot from 16 ft (block by D. Exum),,41,32
133,2,8:42.0,,Defensive rebound by D. Exum,41,32
134,2,8:33.0,,D. Exum misses 3-pt jump shot from 25 ft,41,32
135,2,8:32.0,Defensive rebound by G. Vásquez,,41,32
136,2,8:26.0,G. Vásquez makes 2-pt jump shot from 3 ft,,43,32
137,2,8:06.0,,Turnover by I. Clark (bad pass; steal by A. Johnson),43,32
138,2,7:57.0,T. Ross makes 2-pt jump shot from 18 ft,,45,32
139,2,7:57.0,,Utah full timeout,45,32
140,2,7:57.0,J. Valančiūnas enters the game for P. Patterson,,45,32
141,2,7:57.0,,E. Freedom enters the game for T. Booker,45,32
142,2,7:57.0,,T. Burke enters the game for D. Exum,45,32
143,2,7:57.0,,R. Hood enters the game for I. Clark,45,32
144,2,7:38.0,,T. Burke misses 2-pt jump shot from 8 ft,45,32
145,2,7:37.0,Defensive rebound by A. Johnson,,45,32
146,2,7:20.0,A. Johnson makes 2-pt hook shot from 4 ft (assist by G. Vásquez),,47,32
147,2,6:59.0,,R. Hood misses 3-pt jump shot from 23 ft,47,32
148,2,6:58.0,Defensive rebound by G. Vásquez,,47,32
149,2,6:50.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by G. Vásquez),,50,32
150,2,6:46.0,,Turnover by D. Favors (lost ball; steal by G. Vásquez),50,32
151,2,6:41.0,G. Vásquez misses 3-pt jump shot from 23 ft,,50,32
152,2,6:40.0,Offensive rebound by A. Johnson,,50,32
153,2,6:29.0,G. Vásquez misses 2-pt jump shot from 5 ft,,50,32
154,2,6:28.0,,Defensive rebound by G. Hayward,50,32
155,2,6:22.0,,Shooting foul by A. Johnson (drawn by G. Hayward),50,32
156,2,6:22.0,,G. Hayward makes free throw 1 of 2,50,33
157,2,6:22.0,L. Williams enters the game for G. Vásquez,,50,33
158,2,6:22.0,,G. Hayward makes free throw 2 of 2,50,34
159,2,6:10.0,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by E. Freedom),,50,34
160,2,6:07.0,,Defensive rebound by T. Burke,50,34
161,2,6:00.0,,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),50,36
162,2,5:33.0,T. Ross misses 2-pt jump shot from 10 ft,,50,36
163,2,5:31.0,,Defensive rebound by E. Freedom,50,36
164,2,5:29.0,Official timeout,,50,36
165,2,5:29.0,,J. Ingles enters the game for R. Hood,50,36
166,2,5:24.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by D. Favors),50,39
167,2,5:06.0,Turnover by A. Johnson (lost ball; steal by J. Ingles),,50,39
168,2,5:02.0,,J. Ingles makes 2-pt dunk at rim (assist by D. Favors),50,41
169,2,4:49.0,L. Williams makes 2-pt layup from 2 ft,,52,41
170,2,4:39.0,,G. Hayward misses 2-pt jump shot from 3 ft,52,41
171,2,4:38.0,Defensive rebound by J. Valančiūnas,,52,41
172,2,4:23.0,J. Valančiūnas makes 2-pt jump shot from 10 ft,,54,41
173,2,4:05.0,,E. Freedom makes 2-pt jump shot from 4 ft,54,43
174,2,3:55.0,Turnover by K. Lowry (bad pass),,54,43
175,2,3:55.0,J. Johnson enters the game for T. Ross,,54,43
176,2,3:55.0,Toronto full timeout,,54,43
177,2,3:55.0,P. Patterson enters the game for A. Johnson,,54,43
178,2,3:36.0,,J. Ingles makes 2-pt jump shot from 21 ft (assist by E. Freedom),54,45
179,2,3:20.0,K. Lowry makes 3-pt jump shot from 26 ft,,57,45
180,2,3:02.0,,G. Hayward misses 3-pt jump shot from 24 ft,57,45
181,2,3:01.0,Defensive rebound by J. Valančiūnas,,57,45
182,2,2:47.0,J. Valančiūnas makes 2-pt dunk at rim (assist by J. Johnson),,59,45
183,2,2:30.0,,J. Ingles misses 3-pt jump shot from 24 ft,59,45
184,2,2:29.0,Defensive rebound by P. Patterson,,59,45
185,2,2:10.0,J. Valančiūnas makes 2-pt hook shot from 6 ft,,61,45
186,2,1:54.0,,D. Favors makes 2-pt jump shot from 13 ft,61,47
187,2,1:32.0,K. Lowry makes 2-pt jump shot from 3 ft,,63,47
188,2,1:12.0,,D. Favors misses 2-pt jump shot from 8 ft,63,47
189,2,1:10.0,,Offensive rebound by E. Freedom,63,47
190,2,1:10.0,,E. Freedom makes 2-pt layup from 1 ft,63,49
191,2,1:00.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by L. Williams),,66,49
192,2,0:40.0,,T. Burke makes 2-pt jump shot from 21 ft,66,51
193,2,0:31.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by J. Valančiūnas),,69,51
194,2,0:10.0,,Shooting foul by J. Valančiūnas (drawn by G. Hayward),69,51
195,2,0:10.0,,G. Hayward makes free throw 1 of 2,69,52
196,2,0:10.0,,R. Gobert enters the game for E. Freedom,69,52
197,2,0:10.0,,G. Hayward makes free throw 2 of 2,69,53
198,2,0:00.0,L. Williams misses 2-pt jump shot from 23 ft,,69,53
199,2,0:00.0,Offensive rebound by Team,,69,53
200,3,11:45.0,,T. Burke makes 3-pt jump shot from 22 ft (assist by G. Hayward),69,56
201,3,11:20.0,G. Vásquez misses 2-pt jump shot from 5 ft,,69,56
202,3,11:19.0,,Defensive rebound by Team,69,56
203,3,11:19.0,Loose ball foul by J. Valančiūnas (drawn by G. Hayward),,69,56
204,3,11:04.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by T. Burke),69,58
205,3,10:42.0,Turnover by K. Lowry (traveling),,69,58
206,3,10:23.0,,D. Favors misses 2-pt jump shot from 16 ft,69,58
207,3,10:21.0,Defensive rebound by K. Lowry,,69,58
208,3,10:13.0,K. Lowry makes 2-pt jump shot from 7 ft,,71,58
209,3,9:51.0,,T. Burke misses 2-pt jump shot from 21 ft,71,58
210,3,9:50.0,,Offensive rebound by D. Favors,71,58
211,3,9:39.0,,D. Favors makes 2-pt layup from 2 ft,71,60
212,3,9:24.0,Turnover by A. Johnson (lost ball; steal by D. Favors),,71,60
213,3,9:17.0,,G. Hayward makes 2-pt jump shot from 15 ft,71,62
214,3,9:16.0,Toronto full timeout,,71,62
215,3,9:04.0,K. Lowry misses 2-pt jump shot from 16 ft,,71,62
216,3,9:02.0,Offensive rebound by K. Lowry,,71,62
217,3,8:58.0,K. Lowry makes 2-pt layup from 4 ft,,73,62
218,3,8:58.0,Shooting foul by E. Freedom (drawn by K. Lowry),,73,62
219,3,8:58.0,K. Lowry makes free throw 1 of 1,,74,62
220,3,8:37.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by T. Burke),74,65
221,3,8:23.0,K. Lowry makes 2-pt jump shot from 16 ft,,76,65
222,3,8:09.0,,T. Burke makes 2-pt jump shot from 17 ft,76,67
223,3,7:49.0,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),,79,67
224,3,7:33.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),79,69
225,3,7:14.0,K. Lowry misses 2-pt jump shot from 18 ft,,79,69
226,3,7:11.0,Offensive rebound by Team,,79,69
227,3,7:11.0,L. Williams enters the game for G. Vásquez,,79,69
228,3,7:11.0,P. Patterson enters the game for J. Valančiūnas,,79,69
229,3,7:11.0,,R. Gobert enters the game for D. Favors,79,69
230,3,6:58.0,T. Ross misses 3-pt jump shot from 23 ft,,79,69
231,3,6:56.0,Offensive rebound by A. Johnson,,79,69
232,3,6:56.0,Shooting foul by R. Gobert (drawn by A. Johnson),,79,69
233,3,6:56.0,A. Johnson makes free throw 1 of 2,,80,69
234,3,6:56.0,A. Johnson misses free throw 2 of 2,,80,69
235,3,6:55.0,,Defensive rebound by R. Gobert,80,69
236,3,6:46.0,,G. Hayward misses 2-pt layup from 1 ft,80,69
237,3,6:44.0,,Offensive rebound by R. Gobert,80,69
238,3,6:44.0,,R. Gobert makes 2-pt tip-in from 1 ft,80,71
239,3,6:30.0,A. Johnson makes 2-pt jump shot from 8 ft (assist by L. Williams),,82,71
240,3,6:10.0,,G. Hayward makes 2-pt jump shot from 18 ft,82,73
241,3,5:53.0,K. Lowry misses 2-pt jump shot from 20 ft,,82,73
242,3,5:52.0,,Defensive rebound by R. Hood,82,73
243,3,5:32.0,,Turnover by G. Hayward (bad pass; steal by A. Johnson),82,73
244,3,5:28.0,Shooting foul by R. Hood (drawn by T. Ross),,82,73
245,3,5:28.0,T. Ross makes free throw 1 of 2,,83,73
246,3,5:28.0,,J. Ingles enters the game for R. Hood,83,73
247,3,5:28.0,J. Valančiūnas enters the game for A. Johnson,,83,73
248,3,5:28.0,T. Ross makes free throw 2 of 2,,84,73
249,3,5:11.0,,T. Burke misses 3-pt jump shot from 25 ft,84,73
250,3,5:09.0,,Offensive rebound by E. Freedom,84,73
251,3,4:59.0,,E. Freedom misses 2-pt jump shot from 17 ft,84,73
252,3,4:57.0,Defensive rebound by L. Williams,,84,73
253,3,4:46.0,P. Patterson misses 3-pt jump shot from 22 ft,,84,73
254,3,4:45.0,,Defensive rebound by G. Hayward,84,73
255,3,4:41.0,,T. Burke misses 2-pt layup from 2 ft,84,73
256,3,4:37.0,,Offensive rebound by G. Hayward,84,73
257,3,4:37.0,,G. Hayward makes 2-pt dunk at rim,84,75
258,3,4:23.0,K. Lowry misses 2-pt jump shot from 4 ft,,84,75
259,3,4:23.0,Offensive rebound by K. Lowry,,84,75
260,3,4:23.0,Shooting foul by R. Gobert (drawn by K. Lowry),,84,75
261,3,4:23.0,K. Lowry makes free throw 1 of 2,,85,75
262,3,4:23.0,J. Johnson enters the game for T. Ross,,85,75
263,3,4:23.0,,D. Favors enters the game for E. Freedom,85,75
264,3,4:23.0,,T. Booker enters the game for R. Gobert,85,75
265,3,4:23.0,K. Lowry makes free throw 2 of 2,,86,75
266,3,4:02.0,,T. Burke misses 3-pt jump shot from 25 ft,86,75
267,3,4:01.0,Defensive rebound by J. Valančiūnas,,86,75
268,3,3:53.0,L. Williams makes 2-pt jump shot from 18 ft,,88,75
269,3,3:51.0,,Utah full timeout,88,75
270,3,3:51.0,G. Vásquez enters the game for K. Lowry,,88,75
271,3,3:37.0,,G. Hayward misses 2-pt jump shot from 22 ft,88,75
272,3,3:35.0,Defensive rebound by J. Valančiūnas,,88,75
273,3,3:26.0,Personal foul by J. Ingles (drawn by L. Williams),,88,75
274,3,3:26.0,L. Williams makes free throw 1 of 2,,89,75
275,3,3:26.0,L. Williams makes free throw 2 of 2,,90,75
276,3,3:05.0,,G. Hayward misses 3-pt jump shot from 22 ft,90,75
277,3,3:03.0,Defensive rebound by L. Williams,,90,75
278,3,3:00.0,Personal foul by T. Burke (drawn by L. Williams),,90,75
279,3,3:00.0,L. Williams makes free throw 1 of 2,,91,75
280,3,3:00.0,,D. Exum enters the game for T. Burke,91,75
281,3,3:00.0,L. Williams makes free throw 2 of 2,,92,75
282,3,2:40.0,,J. Ingles misses 3-pt jump shot from 24 ft,92,75
283,3,2:37.0,,Offensive rebound by T. Booker,92,75
284,3,2:37.0,,T. Booker makes 2-pt tip-in from 1 ft,92,77
285,3,2:20.0,L. Williams makes 2-pt jump shot from 9 ft,,94,77
286,3,2:06.0,,Personal foul by L. Williams (drawn by G. Hayward),94,77
287,3,2:00.0,,G. Hayward makes 3-pt jump shot from 24 ft,94,80
288,3,1:42.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by J. Johnson),,97,80
289,3,1:23.0,,T. Booker misses 2-pt layup from 3 ft,97,80
290,3,1:22.0,Defensive rebound by P. Patterson,,97,80
291,3,1:15.0,Turnover by L. Williams (bad pass; steal by J. Ingles),,97,80
292,3,1:10.0,,J. Ingles makes 2-pt dunk at rim,97,82
293,3,0:52.0,Turnover by J. Johnson (lost ball; steal by G. Hayward),,97,82
294,3,0:50.0,,Personal foul by P. Patterson (drawn by T. Booker),97,82
295,3,0:28.0,,D. Exum misses 3-pt jump shot from 25 ft,97,82
296,3,0:27.0,Defensive rebound by Team,,97,82
297,3,0:01.0,L. Williams misses 3-pt jump shot from 24 ft,,97,82
298,3,0:00.0,Offensive rebound by Team,,97,82
299,4,11:42.0,K. Lowry misses 2-pt jump shot from 6 ft (block by R. Gobert),,97,82
300,4,11:40.0,,Defensive rebound by R. Gobert,97,82
301,4,11:21.0,,Shooting foul by L. Williams (drawn by R. Hood),97,82
302,4,11:21.0,,R. Hood makes free throw 1 of 2,97,83
303,4,11:21.0,,R. Hood makes free throw 2 of 2,97,84
304,4,10:59.0,J. Johnson misses 2-pt jump shot from 3 ft (block by R. Gobert),,97,84
305,4,10:56.0,Offensive rebound by J. Johnson,,97,84
306,4,10:40.0,J. Valančiūnas makes 2-pt layup at rim,,99,84
307,4,10:25.0,,Turnover by T. Booker (lost ball; steal by L. Williams),99,84
308,4,10:18.0,T. Ross enters the game for J. Johnson,,99,84
309,4,10:12.0,J. Valančiūnas misses 2-pt jump shot from 4 ft (block by R. Gobert),,99,84
310,4,10:09.0,,Defensive rebound by T. Booker,99,84
311,4,10:05.0,,T. Booker misses 2-pt layup at rim,99,84
312,4,10:03.0,,Offensive rebound by R. Gobert,99,84
313,4,10:03.0,,R. Gobert makes 2-pt layup from 2 ft,99,86
314,4,9:37.0,K. Lowry misses 2-pt jump shot from 4 ft,,99,86
315,4,9:37.0,Offensive rebound by Team,,99,86
316,4,9:37.0,,Loose ball foul by R. Gobert (drawn by J. Valančiūnas),99,86
317,4,9:37.0,,G. Hayward enters the game for T. Booker,99,86
318,4,9:27.0,L. Williams misses 2-pt jump shot from 13 ft,,99,86
319,4,9:24.0,,Defensive rebound by G. Hayward,99,86
320,4,9:06.0,,J. Ingles makes 2-pt jump shot from 4 ft,99,88
321,4,8:49.0,K. Lowry makes 2-pt jump shot from 18 ft,,101,88
322,4,8:25.0,,J. Ingles misses 3-pt jump shot from 24 ft,101,88
323,4,8:24.0,Defensive rebound by L. Williams,,101,88
324,4,8:09.0,K. Lowry misses 3-pt jump shot from 24 ft,,101,88
325,4,8:07.0,Offensive rebound by Team,,101,88
326,4,8:07.0,Official timeout,,101,88
327,4,8:07.0,G. Vásquez enters the game for L. Williams,,101,88
328,4,8:07.0,,E. Freedom enters the game for R. Hood,101,88
329,4,7:48.0,G. Vásquez misses 2-pt jump shot from 3 ft,,101,88
330,4,7:46.0,,Defensive rebound by D. Exum,101,88
331,4,7:38.0,,Personal foul by T. Ross (drawn by G. Hayward),101,88
332,4,7:26.0,,G. Hayward misses 3-pt jump shot from 24 ft,101,88
333,4,7:23.0,Defensive rebound by G. Vásquez,,101,88
334,4,7:09.0,Shooting foul by J. Ingles (drawn by K. Lowry),,101,88
335,4,7:09.0,K. Lowry makes free throw 1 of 3,,102,88
336,4,7:09.0,K. Lowry makes free throw 2 of 3,,103,88
337,4,7:09.0,A. Johnson enters the game for P. Patterson,,103,88
338,4,7:09.0,K. Lowry makes free throw 3 of 3,,104,88
339,4,6:55.0,Offensive charge foul by E. Freedom (drawn by K. Lowry),,104,88
340,4,6:55.0,,Turnover by E. Freedom (offensive foul),104,88
341,4,6:55.0,,T. Burke enters the game for D. Exum,104,88
342,4,6:55.0,,D. Favors enters the game for R. Gobert,104,88
343,4,6:46.0,K. Lowry makes 2-pt layup at rim (assist by A. Johnson),,106,88
344,4,6:35.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Burke),106,91
345,4,6:20.0,A. Johnson misses 2-pt hook shot from 6 ft,,106,91
346,4,6:17.0,,Defensive rebound by T. Burke,106,91
347,4,6:01.0,,T. Burke makes 3-pt jump shot from 22 ft (assist by G. Hayward),106,94
348,4,5:55.0,Toronto full timeout,,106,94
349,4,5:55.0,J. Johnson enters the game for K. Lowry,,106,94
350,4,5:40.0,A. Johnson makes 2-pt jump shot from 6 ft,,108,94
351,4,5:22.0,,T. Burke misses 3-pt jump shot from 24 ft,108,94
352,4,5:20.0,Defensive rebound by G. Vásquez,,108,94
353,4,5:18.0,Turnover by G. Vásquez (bad pass; steal by T. Burke),,108,94
354,4,5:12.0,,E. Freedom misses 2-pt layup from 2 ft (block by J. Johnson),108,94
355,4,5:09.0,,Offensive rebound by D. Favors,108,94
356,4,5:05.0,,E. Freedom makes 2-pt dunk at rim (assist by D. Favors),108,96
357,4,4:48.0,G. Vásquez makes 3-pt jump shot from 25 ft,,111,96
358,4,4:33.0,,J. Ingles misses 3-pt jump shot from 23 ft,111,96
359,4,4:31.0,,Offensive rebound by E. Freedom,111,96
360,4,4:30.0,,Shooting foul by A. Johnson (drawn by E. Freedom),111,96
361,4,4:30.0,,E. Freedom makes 2-pt jump shot from 4 ft,111,98
362,4,4:30.0,,R. Hood enters the game for J. Ingles,111,98
363,4,4:30.0,K. Lowry enters the game for T. Ross,,111,98
364,4,4:30.0,P. Patterson enters the game for J. Valančiūnas,,111,98
365,4,4:30.0,,E. Freedom misses free throw 1 of 1,111,98
366,4,4:29.0,Defensive rebound by J. Johnson,,111,98
367,4,4:14.0,A. Johnson makes 2-pt layup from 1 ft (assist by G. Vásquez),,113,98
368,4,3:55.0,,T. Burke misses 3-pt jump shot from 24 ft,113,98
369,4,3:54.0,Defensive rebound by J. Johnson,,113,98
370,4,3:32.0,A. Johnson misses 3-pt jump shot from 24 ft,,113,98
371,4,3:31.0,,Defensive rebound by E. Freedom,113,98
372,4,3:23.0,,Utah full timeout,113,98
373,4,3:09.0,,G. Hayward misses 2-pt jump shot from 5 ft (block by J. Johnson),113,98
374,4,3:08.0,Defensive rebound by K. Lowry,,113,98
375,4,3:02.0,G. Vásquez misses 3-pt jump shot from 24 ft,,113,98
376,4,3:01.0,,Defensive rebound by R. Hood,113,98
377,4,2:45.0,,D. Favors makes 2-pt jump shot from 3 ft (assist by T. Burke),113,100
378,4,2:45.0,,Shooting foul by P. Patterson (drawn by D. Favors),113,100
379,4,2:45.0,,D. Favors makes free throw 1 of 1,113,101
380,4,2:29.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by G. Vásquez),,116,101
381,4,2:15.0,,Turnover by T. Burke (lost ball; steal by K. Lowry),116,101
382,4,1:58.0,K. Lowry makes 2-pt jump shot from 21 ft,,118,101
383,4,1:44.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Favors),118,104
