,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PHOENIX_ACTION,OKLAHOMA CITY_SCORE,PHOENIX_SCORE
0,1,11:55.0,,M. Morris makes 2-pt dunk at rim (assist by P. Tucker),0,2
1,1,11:44.0,R. Westbrook misses 2-pt layup from 1 ft (block by A. Len),,0,2
2,1,11:43.0,Offensive rebound by R. Westbrook,,0,2
3,1,11:41.0,E. Freedom misses 2-pt jump shot from 5 ft (block by E. Bledsoe),,0,2
4,1,11:40.0,,Defensive rebound by E. Bledsoe,0,2
5,1,11:36.0,,B. Knight makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),0,5
6,1,11:13.0,K. Singler misses 3-pt jump shot from 23 ft,,0,5
7,1,11:12.0,Offensive rebound by S. Ibaka,,0,5
8,1,11:03.0,S. Ibaka misses 2-pt jump shot from 18 ft,,0,5
9,1,11:02.0,,Defensive rebound by P. Tucker,0,5
10,1,10:58.0,,Personal foul by K. Singler (drawn by E. Bledsoe),0,5
11,1,10:51.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),0,7
12,1,10:36.0,S. Ibaka misses 2-pt jump shot from 19 ft,,0,7
13,1,10:35.0,,Defensive rebound by E. Bledsoe,0,7
14,1,10:25.0,,M. Morris misses 2-pt jump shot from 11 ft,0,7
15,1,10:23.0,Defensive rebound by R. Westbrook,,0,7
16,1,10:17.0,R. Westbrook misses 2-pt jump shot from 9 ft,,0,7
17,1,10:16.0,,Defensive rebound by A. Len,0,7
18,1,10:07.0,,Turnover by A. Len (offensive foul),0,7
19,1,10:07.0,,Offensive foul by A. Len (drawn by A. Roberson),0,7
20,1,9:56.0,K. Singler misses 3-pt jump shot from 25 ft,,0,7
21,1,9:55.0,,Defensive rebound by E. Bledsoe,0,7
22,1,9:42.0,,P. Tucker makes 2-pt layup from 1 ft,0,9
23,1,9:27.0,E. Freedom makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,2,9
24,1,9:08.0,,B. Knight makes 3-pt jump shot from 24 ft,2,12
25,1,8:58.0,Oklahoma City full timeout,,2,12
26,1,8:46.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,4,12
27,1,8:35.0,,Personal foul by K. Singler (drawn by E. Bledsoe),4,12
28,1,8:20.0,,M. Morris misses 2-pt jump shot from 17 ft,4,12
29,1,8:20.0,,Offensive rebound by Team,4,12
30,1,8:20.0,,Turnover by Team (shot clock),4,12
31,1,8:07.0,Turnover by E. Freedom (lost ball; steal by E. Bledsoe),,4,12
32,1,7:59.0,,P. Tucker misses 3-pt jump shot from 23 ft,4,12
33,1,7:58.0,Defensive rebound by S. Ibaka,,4,12
34,1,7:51.0,R. Westbrook misses 3-pt jump shot from 24 ft,,4,12
35,1,7:50.0,,Defensive rebound by A. Len,4,12
36,1,7:38.0,,M. Morris makes 2-pt jump shot from 8 ft,4,14
37,1,7:29.0,Oklahoma City full timeout,,4,14
38,1,7:12.0,R. Westbrook misses 2-pt jump shot from 16 ft,,4,14
39,1,7:12.0,,Defensive rebound by E. Bledsoe,4,14
40,1,7:00.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,4,14
41,1,6:59.0,Defensive rebound by A. Roberson,,4,14
42,1,6:57.0,Shooting block foul by P. Tucker (drawn by R. Westbrook),,4,14
43,1,6:57.0,R. Westbrook misses free throw 1 of 2,,4,14
44,1,6:57.0,Offensive rebound by Team,,4,14
45,1,6:57.0,R. Westbrook makes free throw 2 of 2,,5,14
46,1,6:40.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by A. Len),5,17
47,1,6:20.0,R. Westbrook misses 2-pt layup from 2 ft (block by E. Bledsoe),,5,17
48,1,6:18.0,Offensive rebound by R. Westbrook,,5,17
49,1,6:14.0,K. Singler misses 2-pt jump shot from 3 ft (block by P. Tucker),,5,17
50,1,6:13.0,,Defensive rebound by P. Tucker,5,17
51,1,6:10.0,,E. Bledsoe misses 2-pt layup at rim,5,17
52,1,6:09.0,Defensive rebound by K. Singler,,5,17
53,1,6:02.0,S. Ibaka misses 2-pt layup at rim,,5,17
54,1,6:02.0,,Defensive rebound by Team,5,17
55,1,6:02.0,,Personal foul by A. Roberson (drawn by A. Len),5,17
56,1,6:02.0,D. Waiters enters the game for K. Singler,,5,17
57,1,5:42.0,,M. Morris misses 2-pt jump shot from 19 ft,5,17
58,1,5:41.0,Defensive rebound by A. Roberson,,5,17
59,1,5:37.0,,Offensive charge foul by E. Freedom (drawn by B. Knight),5,17
60,1,5:37.0,Turnover by E. Freedom (offensive foul),,5,17
61,1,5:37.0,,M. Morris enters the game for P. Tucker,5,17
62,1,5:25.0,,B. Knight misses 2-pt jump shot from 20 ft,5,17
63,1,5:24.0,Defensive rebound by S. Ibaka,,5,17
64,1,5:08.0,,Technical foul by M. Morris,5,17
65,1,5:08.0,Technical foul by R. Westbrook,,5,17
66,1,5:08.0,,G. Green enters the game for B. Knight,5,17
67,1,5:03.0,R. Westbrook misses 2-pt jump shot from 10 ft,,5,17
68,1,5:02.0,,Defensive rebound by A. Len,5,17
69,1,5:01.0,,Personal foul by S. Ibaka (drawn by A. Len),5,17
70,1,4:42.0,,G. Green misses 2-pt jump shot from 17 ft,5,17
71,1,4:41.0,,Offensive rebound by Team,5,17
72,1,4:41.0,A. Morrow enters the game for A. Roberson,,5,17
73,1,4:32.0,,A. Len misses 2-pt jump shot from 14 ft,5,17
74,1,4:31.0,Defensive rebound by S. Ibaka,,5,17
75,1,4:25.0,R. Westbrook misses 2-pt layup from 1 ft,,5,17
76,1,4:24.0,Offensive rebound by Team,,5,17
77,1,4:23.0,,Loose ball foul by M. Morris (drawn by R. Westbrook),5,17
78,1,4:23.0,Technical foul by Team,,5,17
79,1,4:23.0,,E. Bledsoe misses technical free throw,5,17
80,1,4:23.0,Offensive rebound by Team,,5,17
81,1,4:15.0,D. Waiters makes 2-pt jump shot from 19 ft,,7,17
82,1,4:03.0,,M. Morris misses 2-pt jump shot from 8 ft,7,17
83,1,4:02.0,Defensive rebound by R. Westbrook,,7,17
84,1,3:53.0,R. Westbrook misses 2-pt jump shot from 16 ft,,7,17
85,1,3:53.0,,Defensive rebound by E. Bledsoe,7,17
86,1,3:42.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),7,20
87,1,3:20.0,Shooting foul by M. Morris (drawn by E. Freedom),,7,20
88,1,3:20.0,E. Freedom makes free throw 1 of 2,,8,20
89,1,3:20.0,,B. Wright enters the game for M. Morris,8,20
90,1,3:20.0,N. Collison enters the game for S. Ibaka,,8,20
91,1,3:20.0,E. Freedom makes free throw 2 of 2,,9,20
92,1,2:57.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,9,22
93,1,2:38.0,Shooting foul by E. Bledsoe (drawn by E. Freedom),,9,22
94,1,2:38.0,,Phoenix full timeout,9,22
95,1,2:38.0,D. Augustin enters the game for R. Westbrook,,9,22
96,1,2:38.0,E. Freedom makes free throw 1 of 2,,10,22
97,1,2:38.0,E. Freedom makes free throw 2 of 2,,11,22
98,1,2:24.0,,A. Len misses 2-pt jump shot from 12 ft,11,22
99,1,2:23.0,Defensive rebound by E. Freedom,,11,22
100,1,2:09.0,Turnover by E. Freedom (traveling),,11,22
101,1,2:09.0,,B. Knight enters the game for E. Bledsoe,11,22
102,1,1:58.0,,Shooting foul by D. Waiters (drawn by M. Morris),11,22
103,1,1:58.0,,M. Morris misses free throw 1 of 2,11,22
104,1,1:58.0,,Offensive rebound by Team,11,22
105,1,1:58.0,M. McGary enters the game for E. Freedom,,11,22
106,1,1:58.0,,E. Barron enters the game for A. Len,11,22
107,1,1:58.0,,M. Morris makes free throw 2 of 2,11,23
108,1,1:46.0,D. Waiters makes 2-pt layup from 1 ft,,13,23
109,1,1:34.0,,M. Morris misses 3-pt jump shot from 22 ft,13,23
110,1,1:33.0,Defensive rebound by M. McGary,,13,23
111,1,1:26.0,A. Morrow misses 2-pt jump shot from 20 ft,,13,23
112,1,1:25.0,,Defensive rebound by M. Morris,13,23
113,1,1:23.0,,Phoenix full timeout,13,23
114,1,1:13.0,,Personal foul by D. Waiters (drawn by M. Morris),13,23
115,1,1:13.0,,M. Morris misses free throw 1 of 2,13,23
116,1,1:13.0,,Offensive rebound by Team,13,23
117,1,1:13.0,A. Roberson enters the game for D. Waiters,,13,23
118,1,1:13.0,,M. Morris misses free throw 2 of 2,13,23
