,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
42,1,6:49.0,A. Wiggins makes 2-pt layup from 1 ft (assist by N. Peković),,13,2
43,1,6:49.0,Shooting foul by J. Johnson (drawn by A. Wiggins),,13,2
44,1,6:49.0,A. Wiggins makes free throw 1 of 1,,14,2
45,1,6:33.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,14,2
46,1,6:32.0,Defensive rebound by R. Rubio,,14,2
47,1,6:22.0,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Martin),,17,2
48,1,6:06.0,,D. Williams makes 2-pt jump shot from 5 ft,17,4
49,1,5:48.0,T. Young misses 2-pt jump shot from 19 ft,,17,4
50,1,5:47.0,,Defensive rebound by K. Garnett,17,4
51,1,5:38.0,,B. Lopez misses 2-pt jump shot from 19 ft,17,4
52,1,5:37.0,Defensive rebound by K. Martin,,17,4
53,1,5:24.0,K. Martin misses 2-pt jump shot from 18 ft,,17,4
54,1,5:23.0,,Defensive rebound by K. Garnett,17,4
55,1,5:05.0,,B. Lopez misses 2-pt jump shot from 8 ft,17,4
56,1,5:04.0,Defensive rebound by N. Peković,,17,4
57,1,4:52.0,N. Peković misses 2-pt layup from 1 ft,,17,4
58,1,4:51.0,,Defensive rebound by B. Lopez,17,4
59,1,4:32.0,,Shooting foul by R. Rubio (drawn by B. Bogdanović),17,4
60,1,4:32.0,,B. Bogdanović makes free throw 1 of 2,17,5
61,1,4:32.0,,M. Teletović enters the game for K. Garnett,17,5
62,1,4:32.0,,B. Bogdanović makes free throw 2 of 2,17,6
63,1,4:20.0,Shooting foul by B. Lopez (drawn by N. Peković),,17,6
64,1,4:20.0,N. Peković makes free throw 1 of 2,,18,6
65,1,4:20.0,N. Peković makes free throw 2 of 2,,19,6
66,1,4:08.0,,D. Williams makes 2-pt jump shot from 3 ft,19,8
67,1,3:49.0,A. Wiggins makes 2-pt layup from 2 ft (assist by R. Rubio),,21,8
68,1,3:35.0,,B. Lopez misses 2-pt hook shot from 7 ft,21,8
69,1,3:34.0,Defensive rebound by T. Young,,21,8
70,1,3:24.0,N. Peković misses 2-pt layup from 2 ft (block by D. Williams),,21,8
71,1,3:23.0,Offensive rebound by K. Martin,,21,8
72,1,3:19.0,Offensive foul by N. Peković (drawn by B. Lopez),,21,8
73,1,3:19.0,Turnover by N. Peković (offensive foul),,21,8
74,1,3:19.0,G. Dieng enters the game for N. Peković,,21,8
75,1,3:08.0,,J. Johnson makes 2-pt jump shot from 17 ft,21,10
76,1,2:52.0,K. Martin misses 2-pt jump shot from 17 ft,,21,10
77,1,2:51.0,,Defensive rebound by J. Johnson,21,10
78,1,2:46.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Johnson),21,12
79,1,2:46.0,Minnesota full timeout,,21,12
80,1,2:46.0,,J. Jack enters the game for D. Williams,21,12
81,1,2:36.0,Personal foul by J. Johnson (drawn by A. Wiggins),,21,12
82,1,2:36.0,,A. Anderson enters the game for J. Johnson,21,12
83,1,2:30.0,K. Martin misses 3-pt jump shot from 25 ft,,21,12
84,1,2:29.0,Offensive rebound by G. Dieng,,21,12
85,1,2:27.0,G. Dieng misses 2-pt jump shot from 4 ft (block by M. Teletović),,21,12
86,1,2:26.0,,Defensive rebound by J. Jack,21,12
87,1,2:09.0,,B. Lopez makes 2-pt hook shot from 5 ft,21,14
88,1,2:09.0,,Shooting foul by G. Dieng (drawn by B. Lopez),21,14
89,1,2:09.0,,B. Lopez misses free throw 1 of 1,21,14
90,1,2:08.0,,Offensive rebound by B. Lopez,21,14
91,1,1:52.0,,B. Lopez makes 2-pt jump shot from 9 ft,21,16
92,1,1:24.0,A. Wiggins misses 2-pt jump shot from 16 ft,,21,16
93,1,1:23.0,,Defensive rebound by J. Jack,21,16
94,1,1:18.0,,Turnover by J. Jack (bad pass),21,16
95,1,1:18.0,C. Brewer enters the game for K. Martin,,21,16
96,1,1:10.0,Turnover by T. Young (traveling),,21,16
97,1,1:10.0,M. Williams enters the game for R. Rubio,,21,16
98,1,0:59.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by A. Anderson),21,19
99,1,0:52.0,M. Williams makes 3-pt jump shot from 24 ft,,24,19
100,1,0:37.0,,M. Plumlee enters the game for B. Lopez,24,19
101,1,0:34.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),24,21
102,1,0:11.0,C. Brewer misses 2-pt jump shot from 21 ft,,24,21
103,1,0:10.0,Offensive rebound by Team,,24,21
104,1,0:10.0,Turnover by Team (shot clock),,24,21
105,1,0:01.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,24,21
106,1,0:00.0,Defensive rebound by T. Young,,24,21
107,2,11:44.0,,J. Jack makes 2-pt jump shot from 16 ft,24,23
108,2,11:25.0,G. Dieng makes 2-pt jump shot from 14 ft,,26,23
109,2,11:09.0,,J. Johnson makes 2-pt jump shot from 7 ft,26,25
110,2,10:56.0,A. Bennett misses 2-pt jump shot from 18 ft,,26,25
111,2,10:55.0,Offensive rebound by S. Muhammad,,26,25
112,2,10:52.0,S. Muhammad misses 2-pt jump shot from 5 ft,,26,25
113,2,10:51.0,Offensive rebound by S. Muhammad,,26,25
114,2,10:50.0,S. Muhammad makes 2-pt layup from 1 ft,,28,25
115,2,10:39.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Jack),28,28
116,2,10:21.0,S. Muhammad makes 2-pt jump shot from 15 ft (assist by M. Williams),,30,28
117,2,10:13.0,,Personal foul by M. Williams (drawn by J. Jack),30,28
118,2,10:02.0,,J. Jack misses 2-pt jump shot from 18 ft,30,28
119,2,10:01.0,Defensive rebound by S. Muhammad,,30,28
120,2,9:54.0,Turnover by M. Williams (bad pass),,30,28
121,2,9:38.0,,Personal foul by C. Brewer (drawn by J. Johnson),30,28
122,2,9:32.0,,J. Jack misses 2-pt layup from 2 ft (block by G. Dieng),30,28
123,2,9:31.0,,Offensive rebound by Team,30,28
124,2,9:31.0,,Turnover by J. Johnson (step out of bounds),30,28
125,2,9:13.0,M. Williams misses 3-pt jump shot from 28 ft,,30,28
126,2,9:12.0,,Defensive rebound by M. Plumlee,30,28
127,2,9:03.0,,M. Teletović misses 2-pt jump shot from 9 ft,30,28
128,2,9:01.0,,Offensive rebound by Team,30,28
129,2,8:55.0,,A. Anderson makes 2-pt jump shot from 13 ft,30,30
130,2,8:30.0,G. Dieng misses 2-pt hook shot from 10 ft,,30,30
131,2,8:29.0,,Defensive rebound by M. Teletović,30,30
132,2,8:28.0,,Personal foul by S. Muhammad (drawn by M. Teletović),30,30
133,2,8:28.0,Official timeout,,30,30
134,2,8:18.0,,Personal foul by C. Brewer (drawn by J. Johnson),30,30
135,2,8:18.0,,D. Williams enters the game for J. Jack,30,30
136,2,8:18.0,,K. Garnett enters the game for M. Teletović,30,30
137,2,8:04.0,,J. Johnson misses 2-pt jump shot from 15 ft,30,30
138,2,8:03.0,Defensive rebound by G. Dieng,,30,30
139,2,7:44.0,M. Williams misses 2-pt jump shot from 18 ft,,30,30
140,2,7:43.0,,Defensive rebound by M. Plumlee,30,30
141,2,7:34.0,,D. Williams makes 3-pt jump shot from 24 ft,30,33
142,2,7:19.0,Shooting foul by K. Garnett (drawn by A. Bennett),,30,33
143,2,7:19.0,A. Bennett misses free throw 1 of 2,,30,33
144,2,7:19.0,Offensive rebound by Team,,30,33
145,2,7:19.0,A. Bennett makes free throw 2 of 2,,31,33
146,2,7:01.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by K. Garnett),31,36
147,2,7:01.0,Minnesota full timeout,,31,36
148,2,6:39.0,M. Williams misses 2-pt jump shot from 22 ft,,31,36
149,2,6:38.0,,Defensive rebound by A. Anderson,31,36
150,2,6:16.0,,J. Johnson misses 3-pt jump shot from 25 ft,31,36
151,2,6:15.0,Defensive rebound by Team,,31,36
152,2,6:15.0,K. Martin enters the game for S. Muhammad,,31,36
153,2,6:15.0,A. Wiggins enters the game for C. Brewer,,31,36
154,2,5:53.0,K. Martin misses 2-pt jump shot from 18 ft,,31,36
155,2,5:52.0,Offensive rebound by Team,,31,36
156,2,5:52.0,,Loose ball foul by J. Johnson (drawn by A. Wiggins),31,36
157,2,5:52.0,,B. Bogdanović enters the game for J. Johnson,31,36
158,2,5:35.0,A. Bennett makes 2-pt dunk at rim (assist by M. Williams),,33,36
159,2,5:35.0,Shooting foul by M. Plumlee (drawn by A. Bennett),,33,36
160,2,5:35.0,R. Rubio enters the game for M. Williams,,33,36
161,2,5:35.0,N. Peković enters the game for G. Dieng,,33,36
162,2,5:35.0,,B. Lopez enters the game for M. Plumlee,33,36
163,2,5:35.0,A. Bennett makes free throw 1 of 1,,34,36
164,2,5:10.0,,D. Williams makes 2-pt jump shot from 16 ft (assist by K. Garnett),34,38
165,2,4:57.0,A. Wiggins makes 2-pt jump shot from 17 ft,,36,38
166,2,4:42.0,,K. Garnett makes 2-pt jump shot from 20 ft (assist by D. Williams),36,40
167,2,4:16.0,N. Peković makes 2-pt jump shot from 4 ft (assist by A. Bennett),,38,40
168,2,3:57.0,,Turnover by D. Williams (lost ball),38,40
169,2,3:57.0,T. Young enters the game for A. Bennett,,38,40
170,2,3:53.0,Personal foul by A. Anderson (drawn by N. Peković),,38,40
171,2,3:42.0,Turnover by R. Rubio (bad pass; steal by B. Lopez),,38,40
172,2,3:33.0,,D. Williams makes 3-pt jump shot from 25 ft (assist by A. Anderson),38,43
173,2,3:18.0,Turnover by R. Rubio (bad pass; steal by B. Bogdanović),,38,43
174,2,3:10.0,,D. Williams misses 3-pt jump shot from 24 ft,38,43
175,2,3:09.0,Defensive rebound by N. Peković,,38,43
176,2,3:03.0,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Rubio),,41,43
177,2,2:43.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by T. Young),41,43
178,2,2:41.0,Defensive rebound by T. Young,,41,43
179,2,2:40.0,,Loose ball foul by D. Williams (drawn by R. Rubio),41,43
180,2,2:40.0,,Brooklyn full timeout,41,43
181,2,2:40.0,R. Rubio makes free throw 1 of 2,,42,43
182,2,2:40.0,R. Rubio misses free throw 2 of 2,,42,43
183,2,2:39.0,,Defensive rebound by K. Garnett,42,43
184,2,2:19.0,,Turnover by B. Lopez (bad pass; steal by A. Wiggins),42,43
185,2,2:14.0,,Loose ball foul by B. Bogdanović (drawn by K. Martin),42,43
186,2,2:14.0,K. Martin makes free throw 1 of 2,,43,43
187,2,2:14.0,K. Martin makes free throw 2 of 2,,44,43
188,2,2:01.0,,B. Bogdanović misses 2-pt jump shot from 18 ft,44,43
189,2,2:00.0,Defensive rebound by R. Rubio,,44,43
190,2,1:47.0,A. Wiggins misses 2-pt jump shot from 16 ft,,44,43
191,2,1:46.0,,Defensive rebound by K. Garnett,44,43
192,2,1:36.0,,K. Garnett misses 2-pt jump shot from 17 ft,44,43
193,2,1:35.0,Defensive rebound by N. Peković,,44,43
194,2,1:26.0,N. Peković misses 2-pt hook shot from 7 ft,,44,43
195,2,1:25.0,,Defensive rebound by K. Garnett,44,43
196,2,1:10.0,,K. Garnett misses 2-pt jump shot from 18 ft,44,43
197,2,1:09.0,,Offensive rebound by B. Bogdanović,44,43
198,2,1:08.0,,B. Bogdanović makes 2-pt layup from 1 ft,44,45
199,2,1:06.0,Minnesota full timeout,,44,45
200,2,0:54.0,T. Young misses 2-pt layup from 3 ft,,44,45
201,2,0:54.0,Offensive rebound by N. Peković,,44,45
202,2,0:51.0,Shooting foul by K. Garnett (drawn by N. Peković),,44,45
203,2,0:51.0,N. Peković misses free throw 1 of 2,,44,45
204,2,0:51.0,Offensive rebound by Team,,44,45
205,2,0:51.0,,M. Teletović enters the game for K. Garnett,44,45
206,2,0:51.0,N. Peković makes free throw 2 of 2,,45,45
207,2,0:38.0,,Turnover by D. Williams (bad pass; steal by T. Young),45,45
208,2,0:36.0,K. Martin misses 2-pt layup from 2 ft,,45,45
209,2,0:34.0,Offensive rebound by K. Martin,,45,45
210,2,0:34.0,K. Martin makes 2-pt layup from 2 ft,,47,45
211,2,0:14.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by D. Williams),47,48
212,2,0:03.0,K. Martin misses 2-pt jump shot from 23 ft,,47,48
213,2,0:01.0,Offensive rebound by T. Young,,47,48
214,2,0:00.0,T. Young misses 2-pt hook shot from 9 ft,,47,48
215,2,0:00.0,Offensive rebound by Team,,47,48
216,3,11:41.0,,K. Garnett misses 2-pt jump shot from 11 ft,47,48
217,3,11:40.0,Defensive rebound by R. Rubio,,47,48
218,3,11:31.0,K. Martin makes 3-pt jump shot from 25 ft (assist by R. Rubio),,50,48
219,3,11:04.0,,J. Johnson makes 2-pt jump shot from 6 ft,50,50
220,3,10:47.0,N. Peković misses 2-pt jump shot from 5 ft (block by B. Lopez),,50,50
221,3,10:46.0,,Defensive rebound by Team,50,50
222,3,10:30.0,,D. Williams makes 2-pt jump shot from 7 ft,50,52
223,3,10:10.0,R. Rubio misses 2-pt jump shot from 18 ft,,50,52
224,3,10:09.0,,Defensive rebound by B. Bogdanović,50,52
225,3,10:04.0,,D. Williams makes 2-pt layup from 2 ft,50,54
226,3,10:04.0,,Shooting foul by R. Rubio (drawn by D. Williams),50,54
227,3,10:04.0,Minnesota full timeout,,50,54
228,3,10:04.0,,D. Williams misses free throw 1 of 1,50,54
229,3,10:02.0,Defensive rebound by N. Peković,,50,54
230,3,9:45.0,T. Young misses 2-pt layup from 1 ft (block by B. Lopez),,50,54
231,3,9:43.0,,Defensive rebound by K. Garnett,50,54
232,3,9:30.0,,B. Lopez misses 2-pt hook shot from 6 ft,50,54
233,3,9:29.0,Defensive rebound by A. Wiggins,,50,54
234,3,9:17.0,R. Rubio misses 2-pt jump shot from 10 ft,,50,54
235,3,9:16.0,Offensive rebound by R. Rubio,,50,54
236,3,9:08.0,N. Peković makes 2-pt layup from 1 ft (assist by R. Rubio),,52,54
237,3,8:56.0,,Turnover by J. Johnson (step out of bounds),52,54
238,3,8:39.0,K. Martin misses 3-pt jump shot from 24 ft,,52,54
239,3,8:38.0,Offensive rebound by Team,,52,54
240,3,8:38.0,,Loose ball foul by B. Lopez (drawn by N. Peković),52,54
241,3,8:20.0,K. Martin misses 3-pt jump shot from 25 ft,,52,54
242,3,8:19.0,,Defensive rebound by B. Lopez,52,54
243,3,8:00.0,,K. Garnett misses 2-pt layup from 2 ft (block by T. Young),52,54
244,3,7:57.0,Defensive rebound by N. Peković,,52,54
245,3,7:44.0,Shooting foul by B. Bogdanović (drawn by K. Martin),,52,54
246,3,7:44.0,K. Martin makes free throw 1 of 2,,53,54
247,3,7:44.0,K. Martin makes free throw 2 of 2,,54,54
248,3,7:33.0,Offensive charge foul by D. Williams (drawn by T. Young),,54,54
249,3,7:33.0,,Turnover by D. Williams (offensive foul),54,54
250,3,7:17.0,K. Martin makes 2-pt dunk at rim (assist by R. Rubio),,56,54
251,3,7:02.0,,Shooting foul by A. Wiggins (drawn by J. Johnson),56,54
252,3,7:02.0,,J. Johnson makes free throw 1 of 2,56,55
253,3,7:02.0,,A. Anderson enters the game for B. Bogdanović,56,55
254,3,7:02.0,,M. Teletović enters the game for K. Garnett,56,55
255,3,7:02.0,,J. Johnson makes free throw 2 of 2,56,56
256,3,6:47.0,R. Rubio misses 3-pt jump shot from 25 ft,,56,56
257,3,6:46.0,,Defensive rebound by M. Teletović,56,56
258,3,6:39.0,,Turnover by B. Lopez (lost ball; steal by N. Peković),56,56
259,3,6:39.0,,Loose ball foul by J. Johnson (drawn by A. Wiggins),56,56
260,3,6:39.0,,J. Jack enters the game for J. Johnson,56,56
261,3,6:29.0,A. Wiggins makes 2-pt layup from 1 ft (assist by R. Rubio),,58,56
262,3,6:29.0,Shooting foul by D. Williams (drawn by A. Wiggins),,58,56
263,3,6:29.0,A. Wiggins misses free throw 1 of 1,,58,56
264,3,6:28.0,Offensive rebound by T. Young,,58,56
265,3,6:26.0,T. Young makes 2-pt layup from 3 ft,,60,56
266,3,6:11.0,,M. Teletović misses 3-pt jump shot from 25 ft,60,56
267,3,6:10.0,Defensive rebound by R. Rubio,,60,56
268,3,6:06.0,T. Young misses 2-pt layup from 1 ft,,60,56
269,3,6:04.0,,Defensive rebound by D. Williams,60,56
270,3,5:58.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Jack),60,58
271,3,5:41.0,R. Rubio makes 2-pt jump shot from 18 ft (assist by A. Wiggins),,62,58
272,3,5:24.0,,B. Lopez makes 2-pt hook shot from 6 ft (assist by D. Williams),62,60
273,3,5:05.0,A. Wiggins makes 2-pt jump shot from 19 ft,,64,60
274,3,4:54.0,,D. Williams misses 2-pt jump shot from 5 ft,64,60
275,3,4:52.0,Defensive rebound by T. Young,,64,60
276,3,4:40.0,T. Young makes 2-pt jump shot from 15 ft (assist by R. Rubio),,66,60
277,3,4:40.0,,Brooklyn full timeout,66,60
278,3,4:40.0,,A. Kirilenko enters the game for M. Teletović,66,60
279,3,4:22.0,,Turnover by A. Kirilenko (lost ball),66,60
280,3,4:04.0,Turnover by A. Wiggins (lost ball; steal by A. Anderson),,66,60
281,3,3:57.0,,J. Jack misses 2-pt jump shot from 14 ft,66,60
282,3,3:56.0,Defensive rebound by N. Peković,,66,60
283,3,3:48.0,K. Martin misses 2-pt jump shot from 16 ft,,66,60
284,3,3:46.0,Offensive rebound by N. Peković,,66,60
285,3,3:45.0,N. Peković misses 2-pt tip-in from 1 ft,,66,60
286,3,3:44.0,,Defensive rebound by J. Jack,66,60
287,3,3:36.0,,Turnover by A. Anderson (bad pass; steal by K. Martin),66,60
288,3,3:30.0,A. Wiggins makes 3-pt jump shot from 25 ft (assist by K. Martin),,69,60
289,3,3:12.0,,Personal foul by N. Peković (drawn by B. Lopez),69,60
290,3,3:12.0,,J. Jordan enters the game for B. Lopez,69,60
291,3,3:12.0,M. Williams enters the game for K. Martin,,69,60
292,3,3:01.0,,J. Jack makes 2-pt jump shot from 17 ft,69,62
293,3,2:36.0,A. Wiggins misses 2-pt jump shot from 18 ft,,69,62
294,3,2:35.0,,Defensive rebound by J. Jack,69,62
295,3,2:23.0,,Turnover by J. Jack (bad pass; steal by T. Young),69,62
296,3,2:20.0,Shooting foul by J. Jack (drawn by A. Wiggins),,69,62
297,3,2:20.0,Minnesota full timeout,,69,62
298,3,2:20.0,G. Dieng enters the game for N. Peković,,69,62
299,3,2:20.0,,M. Teletović enters the game for D. Williams,69,62
300,3,2:20.0,A. Wiggins misses free throw 1 of 2,,69,62
301,3,2:20.0,Offensive rebound by Team,,69,62
302,3,2:20.0,A. Wiggins makes free throw 2 of 2,,70,62
303,3,2:05.0,,Turnover by J. Jack (bad pass; steal by M. Williams),70,62
304,3,1:56.0,T. Young misses 2-pt jump shot from 20 ft,,70,62
305,3,1:54.0,,Defensive rebound by J. Jordan,70,62
306,3,1:47.0,,Shooting foul by M. Williams (drawn by J. Jack),70,62
307,3,1:47.0,,J. Jack makes free throw 1 of 2,70,63
308,3,1:47.0,,M. Plumlee enters the game for J. Jordan,70,63
309,3,1:47.0,,J. Jack makes free throw 2 of 2,70,64
310,3,1:31.0,M. Williams misses 2-pt jump shot from 19 ft,,70,64
311,3,1:30.0,,Defensive rebound by J. Jack,70,64
312,3,1:17.0,,A. Kirilenko misses 2-pt layup from 3 ft (block by G. Dieng),70,64
313,3,1:15.0,,Offensive rebound by A. Anderson,70,64
314,3,1:13.0,,Shooting foul by R. Rubio (drawn by A. Anderson),70,64
315,3,1:13.0,,A. Anderson makes free throw 1 of 3,70,65
316,3,1:13.0,,A. Anderson makes free throw 2 of 3,70,66
317,3,1:13.0,C. Brewer enters the game for A. Wiggins,,70,66
318,3,1:13.0,,A. Anderson misses free throw 3 of 3,70,66
319,3,1:12.0,Defensive rebound by G. Dieng,,70,66
320,3,0:56.0,R. Rubio misses 2-pt jump shot from 20 ft,,70,66
321,3,0:55.0,Offensive rebound by C. Brewer,,70,66
322,3,0:54.0,C. Brewer misses 2-pt tip-in from 2 ft,,70,66
323,3,0:53.0,,Defensive rebound by A. Kirilenko,70,66
324,3,0:42.0,,M. Teletović misses 3-pt jump shot from 25 ft,70,66
325,3,0:41.0,,Offensive rebound by M. Plumlee,70,66
326,3,0:39.0,,M. Plumlee misses 2-pt tip-in from 1 ft,70,66
327,3,0:38.0,Defensive rebound by T. Young,,70,66
328,3,0:31.0,M. Williams makes 2-pt jump shot from 14 ft,,72,66
329,3,0:07.0,,Turnover by M. Teletović (lost ball),72,66
330,3,0:01.0,M. Williams misses 3-pt jump shot from 28 ft,,72,66
331,3,0:00.0,Offensive rebound by Team,,72,66
332,4,11:38.0,G. Dieng misses 2-pt jump shot from 10 ft (block by A. Anderson),,72,66
333,4,11:37.0,Offensive rebound by Team,,72,66
334,4,11:36.0,Turnover by Team (shot clock),,72,66
335,4,11:30.0,,Personal foul by K. Martin (drawn by A. Anderson),72,66
336,4,11:23.0,,Turnover by A. Anderson (step out of bounds),72,66
337,4,11:16.0,Offensive foul by K. Martin (drawn by A. Anderson),,72,66
338,4,11:16.0,Turnover by K. Martin (offensive foul),,72,66
339,4,10:58.0,,J. Jack makes 2-pt jump shot from 19 ft (assist by M. Plumlee),72,68
340,4,10:48.0,Personal foul by M. Plumlee (drawn by C. Brewer),,72,68
341,4,10:43.0,Turnover by K. Martin (bad pass; steal by M. Plumlee),,72,68
342,4,10:37.0,,D. Williams misses 3-pt jump shot from 26 ft,72,68
343,4,10:36.0,,Offensive rebound by Team,72,68
344,4,10:29.0,,M. Teletović misses 3-pt jump shot from 25 ft,72,68
345,4,10:28.0,Defensive rebound by G. Dieng,,72,68
346,4,10:15.0,A. Bennett misses 2-pt jump shot from 17 ft,,72,68
347,4,10:14.0,,Defensive rebound by D. Williams,72,68
348,4,10:06.0,,Shooting foul by M. Williams (drawn by J. Jack),72,68
349,4,10:06.0,,J. Jack makes free throw 1 of 2,72,69
350,4,10:06.0,,J. Johnson enters the game for A. Anderson,72,69
351,4,10:06.0,,J. Jack makes free throw 2 of 2,72,70
352,4,9:47.0,M. Williams misses 3-pt jump shot from 27 ft,,72,70
353,4,9:46.0,,Defensive rebound by M. Teletović,72,70
354,4,9:39.0,,Shooting foul by A. Bennett (drawn by M. Plumlee),72,70
355,4,9:39.0,,M. Plumlee misses free throw 1 of 2,72,70
356,4,9:39.0,,Offensive rebound by Team,72,70
357,4,9:39.0,Minnesota full timeout,,72,70
358,4,9:39.0,,M. Plumlee misses free throw 2 of 2,72,70
359,4,9:38.0,Defensive rebound by A. Bennett,,72,70
360,4,9:21.0,A. Bennett misses 2-pt hook shot from 4 ft,,72,70
361,4,9:20.0,,Defensive rebound by M. Teletović,72,70
362,4,9:04.0,,M. Teletović makes 3-pt jump shot from 25 ft (assist by J. Jack),72,73
363,4,8:45.0,K. Martin misses 2-pt jump shot from 12 ft,,72,73
364,4,8:44.0,,Defensive rebound by M. Plumlee,72,73
365,4,8:37.0,,D. Williams misses 2-pt layup from 1 ft,72,73
366,4,8:36.0,Defensive rebound by G. Dieng,,72,73
367,4,8:32.0,C. Brewer misses 2-pt layup from 2 ft,,72,73
368,4,8:31.0,,Defensive rebound by M. Teletović,72,73
369,4,8:25.0,,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Johnson),72,76
370,4,8:07.0,N. Peković enters the game for A. Bennett,,72,76
371,4,8:07.0,A. Wiggins enters the game for C. Brewer,,72,76
372,4,8:07.0,T. Young enters the game for G. Dieng,,72,76
373,4,8:07.0,,B. Lopez enters the game for M. Plumlee,72,76
374,4,8:03.0,T. Young misses 2-pt jump shot from 20 ft,,72,76
375,4,7:59.0,,Defensive rebound by B. Lopez,72,76
376,4,7:53.0,,D. Williams misses 2-pt layup from 1 ft,72,76
377,4,7:52.0,Defensive rebound by A. Wiggins,,72,76
378,4,7:46.0,K. Martin makes 2-pt layup from 2 ft,,74,76
379,4,7:23.0,,J. Jack makes 2-pt jump shot from 9 ft (assist by D. Williams),74,78
380,4,7:05.0,T. Young misses 2-pt layup from 2 ft,,74,78
381,4,7:04.0,Offensive rebound by N. Peković,,74,78
382,4,7:03.0,N. Peković makes 2-pt layup from 2 ft,,76,78
383,4,6:45.0,,M. Teletović misses 3-pt jump shot from 24 ft,76,78
384,4,6:44.0,Defensive rebound by K. Martin,,76,78
385,4,6:41.0,Turnover by M. Williams (lost ball; steal by J. Jack),,76,78
386,4,6:39.0,,J. Jack makes 2-pt layup from 1 ft,76,80
387,4,6:19.0,A. Wiggins misses 2-pt layup from 1 ft,,76,80
388,4,6:17.0,,Defensive rebound by M. Teletović,76,80
