,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
59,1,3:41.0,Offensive charge foul by K. Bazemore (drawn by D. Exum),,25,20
60,1,3:41.0,,Turnover by K. Bazemore (offensive foul),25,20
61,1,3:28.0,D. Exum misses 3-pt jump shot from 23 ft,,25,20
62,1,3:28.0,,Defensive rebound by Team,25,20
63,1,3:14.0,,P. Millsap makes 2-pt layup from 1 ft (assist by D. Schröder),25,22
64,1,3:04.0,Turnover by T. Burke (bad pass; steal by K. Bazemore),,25,22
65,1,2:54.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by D. Schröder),25,25
66,1,2:44.0,Utah full timeout,,25,25
67,1,2:44.0,R. Gobert enters the game for D. Favors,,25,25
68,1,2:44.0,J. Ingles enters the game for T. Burke,,25,25
69,1,2:31.0,D. Exum misses 3-pt jump shot from 23 ft,,25,25
70,1,2:30.0,,Defensive rebound by P. Millsap,25,25
71,1,2:25.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by P. Millsap),25,28
72,1,2:05.0,D. Exum misses 2-pt jump shot from 5 ft,,25,28
73,1,2:04.0,,Defensive rebound by P. Millsap,25,28
74,1,1:59.0,,Turnover by P. Millsap (lost ball),25,28
75,1,1:44.0,A. Burks makes 2-pt jump shot from 6 ft (assist by T. Booker),,27,28
76,1,1:44.0,Shooting foul by K. Bazemore (drawn by A. Burks),,27,28
77,1,1:44.0,A. Burks makes free throw 1 of 1,,28,28
78,1,1:22.0,,K. Korver misses 2-pt jump shot from 18 ft (block by R. Gobert),28,28
79,1,1:20.0,,Offensive rebound by P. Millsap,28,28
80,1,1:19.0,,Turnover by Team (shot clock),28,28
81,1,1:19.0,,A. Horford enters the game for P. Antić,28,28
82,1,1:19.0,,M. Muscala enters the game for P. Millsap,28,28
83,1,1:07.0,Turnover by A. Burks (bad pass; steal by K. Bazemore),,28,28
84,1,1:01.0,,K. Korver misses 3-pt jump shot from 25 ft,28,28
85,1,1:00.0,,Offensive rebound by Team,28,28
86,1,0:54.0,,A. Horford makes 2-pt jump shot from 21 ft (assist by D. Schröder),28,30
87,1,0:37.0,T. Booker misses 2-pt layup from 2 ft (block by M. Muscala),,28,30
88,1,0:36.0,Offensive rebound by T. Booker,,28,30
89,1,0:36.0,T. Booker makes 2-pt layup at rim,,30,30
90,1,0:36.0,Shooting foul by A. Horford (drawn by T. Booker),,30,30
91,1,0:36.0,T. Booker misses free throw 1 of 1,,30,30
92,1,0:33.0,Offensive rebound by Team,,30,30
93,1,0:33.0,,S. Mack enters the game for K. Korver,30,30
94,1,0:24.0,T. Booker makes 2-pt layup from 1 ft (assist by A. Burks),,32,30
95,1,0:04.0,,D. Schröder makes 2-pt jump shot from 15 ft,32,32
96,1,0:00.0,J. Ingles misses 3-pt jump shot from 26 ft,,32,32
97,1,0:00.0,Offensive rebound by Team,,32,32
98,2,11:38.0,J. Ingles misses 3-pt jump shot from 24 ft,,32,32
99,2,11:37.0,,Defensive rebound by S. Mack,32,32
100,2,11:22.0,,Shooting foul by T. Booker (drawn by M. Muscala),32,32
101,2,11:22.0,,M. Muscala makes free throw 1 of 2,32,33
102,2,11:22.0,,M. Muscala makes free throw 2 of 2,32,34
103,2,11:03.0,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),,34,34
104,2,11:03.0,Shooting foul by M. Muscala (drawn by R. Gobert),,34,34
105,2,11:03.0,R. Gobert makes free throw 1 of 1,,35,34
106,2,10:38.0,,M. Muscala misses 2-pt jump shot from 16 ft,35,34
107,2,10:37.0,Defensive rebound by R. Gobert,,35,34
108,2,10:31.0,G. Hayward makes 2-pt jump shot from 18 ft,,37,34
109,2,10:15.0,,S. Mack misses 2-pt hook shot from 7 ft,37,34
110,2,10:13.0,,Offensive rebound by A. Horford,37,34
111,2,10:01.0,,M. Muscala misses 2-pt jump shot from 8 ft,37,34
112,2,10:00.0,Defensive rebound by R. Gobert,,37,34
113,2,9:48.0,G. Hayward misses 2-pt jump shot from 3 ft,,37,34
114,2,9:46.0,,Defensive rebound by M. Muscala,37,34
115,2,9:35.0,,Turnover by D. Schröder (bad pass; steal by J. Ingles),37,34
116,2,9:23.0,T. Booker makes 2-pt dunk at rim (assist by J. Ingles),,39,34
117,2,9:06.0,,Turnover by A. Horford (lost ball; steal by G. Hayward),39,34
118,2,8:55.0,G. Hayward misses 2-pt layup from 1 ft (block by A. Horford),,39,34
119,2,8:52.0,Offensive rebound by R. Gobert,,39,34
120,2,8:42.0,T. Booker makes 2-pt jump shot from 4 ft,,41,34
121,2,8:42.0,,Atlanta full timeout,41,34
122,2,8:42.0,,T. Sefolosha enters the game for K. Bazemore,41,34
123,2,8:42.0,,P. Millsap enters the game for M. Muscala,41,34
124,2,8:42.0,E. Freedom enters the game for D. Exum,,41,34
125,2,8:42.0,T. Burke enters the game for T. Booker,,41,34
126,2,8:29.0,,P. Millsap misses 2-pt layup from 1 ft,41,34
127,2,8:28.0,Defensive rebound by E. Freedom,,41,34
128,2,8:09.0,Turnover by R. Gobert (3 sec),,41,34
129,2,7:53.0,,A. Horford misses 2-pt jump shot from 15 ft,41,34
130,2,7:52.0,Defensive rebound by G. Hayward,,41,34
131,2,7:43.0,E. Freedom makes 3-pt jump shot from 25 ft (assist by T. Burke),,44,34
132,2,7:25.0,,T. Sefolosha misses 2-pt jump shot from 6 ft,44,34
133,2,7:22.0,,Offensive rebound by T. Sefolosha,44,34
134,2,7:13.0,,D. Schröder misses 2-pt layup from 1 ft (block by R. Gobert),44,34
135,2,7:13.0,,Offensive rebound by Team,44,34
136,2,7:13.0,D. Favors enters the game for R. Gobert,,44,34
137,2,7:13.0,,J. Teague enters the game for A. Horford,44,34
138,2,7:13.0,,P. Antić enters the game for D. Schröder,44,34
139,2,7:13.0,,K. Korver enters the game for S. Mack,44,34
140,2,7:06.0,,Personal foul by G. Hayward (drawn by P. Millsap),44,34
141,2,6:59.0,,P. Antić makes 3-pt jump shot from 24 ft (assist by J. Teague),44,37
142,2,6:46.0,G. Hayward makes 2-pt jump shot from 3 ft (assist by J. Ingles),,46,37
143,2,6:46.0,Shooting foul by J. Teague (drawn by G. Hayward),,46,37
144,2,6:46.0,G. Hayward misses free throw 1 of 1,,46,37
145,2,6:44.0,,Defensive rebound by K. Korver,46,37
146,2,6:38.0,,Shooting foul by T. Burke (drawn by J. Teague),46,37
147,2,6:38.0,,J. Teague misses free throw 1 of 2,46,37
148,2,6:38.0,,Offensive rebound by Team,46,37
149,2,6:38.0,D. Exum enters the game for G. Hayward,,46,37
150,2,6:38.0,,J. Teague misses free throw 2 of 2,46,37
151,2,6:37.0,,Offensive rebound by P. Millsap,46,37
152,2,6:27.0,,Turnover by K. Korver (bad pass; steal by E. Freedom),46,37
153,2,6:23.0,I. Clark enters the game for T. Burke,,46,37
154,2,6:12.0,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),,48,37
155,2,5:59.0,,Personal foul by D. Exum (drawn by J. Teague),48,37
156,2,5:59.0,Official timeout,,48,37
157,2,5:59.0,A. Burks enters the game for J. Ingles,,48,37
158,2,5:52.0,,Turnover by J. Teague (lost ball; steal by I. Clark),48,37
159,2,5:52.0,Personal foul by K. Korver (drawn by I. Clark),,48,37
160,2,5:33.0,I. Clark makes 2-pt layup from 1 ft,,50,37
161,2,5:20.0,,Shooting foul by A. Burks (drawn by J. Teague),50,37
162,2,5:20.0,,J. Teague makes free throw 1 of 2,50,38
163,2,5:20.0,,J. Teague makes free throw 2 of 2,50,39
164,2,5:20.0,Utah full timeout,,50,39
165,2,5:03.0,Turnover by D. Favors (bad pass; steal by J. Teague),,50,39
166,2,4:59.0,,J. Teague makes 2-pt dunk at rim,50,41
167,2,4:44.0,D. Exum misses 2-pt jump shot from 21 ft,,50,41
168,2,4:43.0,,Defensive rebound by P. Millsap,50,41
169,2,4:35.0,,Shooting foul by D. Exum (drawn by J. Teague),50,41
170,2,4:35.0,,J. Teague makes free throw 1 of 2,50,42
171,2,4:35.0,T. Booker enters the game for D. Exum,,50,42
172,2,4:35.0,T. Burke enters the game for E. Freedom,,50,42
173,2,4:35.0,,J. Teague makes free throw 2 of 2,50,43
174,2,4:24.0,I. Clark misses 3-pt jump shot from 26 ft,,50,43
175,2,4:20.0,,Defensive rebound by T. Sefolosha,50,43
176,2,4:03.0,,Turnover by J. Teague (bad pass; steal by T. Burke),50,43
177,2,3:56.0,T. Burke makes 2-pt layup from 1 ft,,52,43
178,2,3:42.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Teague),52,46
179,2,3:22.0,A. Burks misses 2-pt jump shot from 21 ft,,52,46
180,2,3:20.0,,Defensive rebound by P. Millsap,52,46
181,2,3:12.0,,J. Teague misses 3-pt jump shot from 25 ft,52,46
182,2,3:11.0,,Offensive rebound by P. Antić,52,46
183,2,3:05.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),52,49
184,2,2:41.0,T. Burke misses 3-pt jump shot from 25 ft,,52,49
185,2,2:39.0,Offensive rebound by D. Favors,,52,49
186,2,2:28.0,A. Burks misses 2-pt jump shot from 21 ft,,52,49
187,2,2:27.0,,Defensive rebound by K. Korver,52,49
188,2,2:14.0,,P. Antić misses 3-pt jump shot from 26 ft,52,49
189,2,2:13.0,Defensive rebound by Team,,52,49
190,2,2:13.0,J. Ingles enters the game for I. Clark,,52,49
191,2,1:48.0,T. Burke misses 2-pt jump shot from 13 ft,,52,49
192,2,1:46.0,,Defensive rebound by P. Millsap,52,49
193,2,1:37.0,,P. Millsap makes 2-pt dunk at rim (assist by J. Teague),52,51
194,2,1:16.0,T. Burke misses 2-pt layup from 1 ft,,52,51
195,2,1:15.0,,Defensive rebound by P. Antić,52,51
196,2,1:09.0,,T. Sefolosha makes 2-pt layup at rim (assist by J. Teague),52,53
197,2,1:06.0,Utah full timeout,,52,53
198,2,0:50.0,T. Burke misses 3-pt jump shot from 23 ft,,52,53
199,2,0:49.0,,Defensive rebound by P. Millsap,52,53
200,2,0:33.0,,Turnover by P. Antić (lost ball; steal by D. Favors),52,53
201,2,0:29.0,Turnover by T. Booker (lost ball; steal by J. Teague),,52,53
202,2,0:28.0,,J. Teague makes 2-pt layup at rim,52,55
203,2,0:10.0,Shooting foul by T. Sefolosha (drawn by A. Burks),,52,55
204,2,0:10.0,A. Burks makes free throw 1 of 2,,53,55
205,2,0:10.0,I. Clark enters the game for T. Burke,,53,55
206,2,0:10.0,A. Burks makes free throw 2 of 2,,54,55
207,2,0:03.0,,J. Teague makes 2-pt dunk at rim,54,57
208,2,0:00.0,A. Burks misses 3-pt jump shot from 44 ft,,54,57
209,2,0:00.0,Offensive rebound by Team,,54,57
210,3,11:49.0,G. Hayward makes 3-pt jump shot from 25 ft,,57,57
211,3,11:27.0,,P. Millsap misses 3-pt jump shot from 23 ft,57,57
212,3,11:25.0,Defensive rebound by D. Favors,,57,57
213,3,11:15.0,T. Burke makes 2-pt jump shot from 23 ft (assist by D. Favors),,59,57
214,3,10:58.0,,Turnover by T. Sefolosha (lost ball; steal by G. Hayward),59,57
215,3,10:54.0,G. Hayward makes 2-pt dunk at rim,,61,57
216,3,10:54.0,,Atlanta full timeout,61,57
217,3,10:34.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by P. Millsap),61,60
218,3,10:23.0,Turnover by G. Hayward (bad pass; steal by T. Sefolosha),,61,60
219,3,10:19.0,,Shooting foul by G. Hayward (drawn by K. Korver),61,60
220,3,10:19.0,,K. Korver makes free throw 1 of 2,61,61
221,3,10:19.0,,K. Korver makes free throw 2 of 2,61,62
222,3,10:11.0,G. Hayward makes 2-pt layup from 1 ft (assist by T. Burke),,63,62
223,3,10:11.0,Shooting foul by P. Millsap (drawn by G. Hayward),,63,62
224,3,10:11.0,G. Hayward misses free throw 1 of 1,,63,62
225,3,10:10.0,,Defensive rebound by T. Sefolosha,63,62
226,3,9:46.0,,Turnover by Team (shot clock),63,62
227,3,9:32.0,A. Burks misses 3-pt jump shot from 25 ft,,63,62
228,3,9:30.0,Offensive rebound by D. Favors,,63,62
229,3,9:24.0,E. Freedom misses 2-pt layup at rim,,63,62
230,3,9:22.0,Offensive rebound by E. Freedom,,63,62
231,3,9:22.0,E. Freedom makes 2-pt tip-in at rim,,65,62
232,3,9:11.0,,J. Teague misses 2-pt jump shot from 18 ft,65,62
233,3,9:10.0,Defensive rebound by G. Hayward,,65,62
234,3,8:58.0,T. Burke makes 2-pt jump shot from 22 ft (assist by E. Freedom),,67,62
235,3,8:47.0,,Personal foul by D. Favors (drawn by K. Korver),67,62
236,3,8:34.0,,P. Millsap makes 2-pt layup from 1 ft (assist by K. Korver),67,64
237,3,8:17.0,T. Burke misses 2-pt jump shot from 22 ft,,67,64
238,3,8:16.0,,Defensive rebound by K. Korver,67,64
239,3,8:08.0,,J. Teague makes 2-pt jump shot from 3 ft,67,66
240,3,7:44.0,T. Burke misses 3-pt jump shot from 26 ft,,67,66
241,3,7:42.0,Offensive rebound by D. Favors,,67,66
242,3,7:42.0,D. Favors makes 2-pt layup at rim,,69,66
243,3,7:24.0,,P. Millsap misses 2-pt jump shot from 1 ft,69,66
244,3,7:23.0,,Offensive rebound by P. Millsap,69,66
245,3,7:23.0,,P. Millsap makes 2-pt tip-in from 1 ft,69,68
246,3,7:03.0,A. Burks makes 2-pt jump shot from 22 ft (assist by T. Burke),,71,68
247,3,6:40.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by K. Korver),71,71
248,3,6:25.0,A. Burks makes 2-pt layup from 1 ft (assist by D. Favors),,73,71
249,3,6:16.0,,J. Teague makes 2-pt layup from 1 ft,73,73
250,3,5:57.0,D. Favors misses 2-pt jump shot from 16 ft,,73,73
251,3,5:55.0,,Defensive rebound by T. Sefolosha,73,73
252,3,5:47.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by K. Korver),73,75
253,3,5:27.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by T. Burke),,75,75
254,3,5:14.0,,P. Millsap misses 2-pt jump shot from 3 ft (block by E. Freedom),75,75
255,3,5:12.0,Defensive rebound by G. Hayward,,75,75
256,3,5:07.0,T. Burke makes 2-pt layup from 1 ft (assist by G. Hayward),,77,75
257,3,4:46.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by J. Teague),77,77
258,3,4:33.0,G. Hayward misses 2-pt jump shot from 21 ft,,77,77
259,3,4:32.0,,Defensive rebound by K. Korver,77,77
260,3,4:19.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,77,77
261,3,4:18.0,Defensive rebound by T. Burke,,77,77
262,3,4:11.0,A. Burks makes 2-pt jump shot from 17 ft (assist by T. Burke),,79,77
263,3,3:56.0,,K. Korver misses 2-pt jump shot from 18 ft,79,77
264,3,3:54.0,Defensive rebound by A. Burks,,79,77
265,3,3:37.0,G. Hayward misses 3-pt jump shot from 25 ft,,79,77
266,3,3:35.0,,Defensive rebound by P. Millsap,79,77
267,3,3:18.0,,K. Korver misses 3-pt jump shot from 25 ft,79,77
268,3,3:17.0,Defensive rebound by T. Burke,,79,77
269,3,3:11.0,Utah full timeout,,79,77
270,3,3:11.0,,P. Antić enters the game for A. Horford,79,77
271,3,3:11.0,,D. Schröder enters the game for K. Korver,79,77
272,3,3:11.0,T. Booker enters the game for E. Freedom,,79,77
273,3,3:11.0,D. Exum enters the game for G. Hayward,,79,77
274,3,3:03.0,D. Favors makes 2-pt jump shot from 15 ft (assist by T. Burke),,81,77
275,3,2:44.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),81,79
276,3,2:23.0,D. Favors makes 2-pt layup from 2 ft (assist by T. Burke),,83,79
277,3,2:04.0,,Personal foul by D. Exum (drawn by T. Sefolosha),83,79
278,3,1:55.0,,Turnover by P. Antić (bad pass; steal by A. Burks),83,79
279,3,1:39.0,T. Booker makes 2-pt layup from 2 ft (assist by D. Exum),,85,79
280,3,1:24.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by J. Teague),85,82
281,3,1:07.0,T. Burke misses 2-pt jump shot from 20 ft,,85,82
282,3,1:05.0,Offensive rebound by T. Booker,,85,82
283,3,0:58.0,Shooting foul by P. Millsap (drawn by D. Favors),,85,82
284,3,0:58.0,D. Favors makes free throw 1 of 2,,86,82
285,3,0:58.0,,K. Bazemore enters the game for T. Sefolosha,86,82
286,3,0:58.0,,K. Korver enters the game for J. Teague,86,82
287,3,0:58.0,J. Ingles enters the game for T. Burke,,86,82
288,3,0:58.0,D. Favors misses free throw 2 of 2,,86,82
289,3,0:57.0,,Defensive rebound by P. Millsap,86,82
290,3,0:49.0,,Turnover by D. Schröder (bad pass; steal by T. Booker),86,82
291,3,0:33.0,A. Burks makes 2-pt jump shot from 20 ft,,88,82
292,3,0:25.0,,D. Schröder misses 2-pt jump shot from 4 ft (block by D. Exum),88,82
293,3,0:25.0,,Offensive rebound by Team,88,82
294,3,0:25.0,R. Gobert enters the game for D. Favors,,88,82
295,3,0:25.0,,S. Mack enters the game for K. Bazemore,88,82
296,3,0:08.0,,Turnover by Team (shot clock),88,82
297,3,0:08.0,,K. Bazemore enters the game for K. Korver,88,82
298,3,0:02.0,Turnover by A. Burks (bad pass),,88,82
299,3,0:02.0,,K. Korver enters the game for K. Bazemore,88,82
300,3,0:02.0,,Turnover by S. Mack (bad pass; steal by R. Gobert),88,82
301,3,0:00.0,R. Gobert misses 3-pt jump shot from 28 ft,,88,82
302,3,0:00.0,Offensive rebound by Team,,88,82
303,4,11:35.0,,P. Millsap misses 3-pt jump shot from 26 ft (block by T. Booker),88,82
304,4,11:34.0,,Offensive rebound by Team,88,82
305,4,11:34.0,,Turnover by Team (shot clock),88,82
306,4,11:22.0,G. Hayward misses 2-pt jump shot from 19 ft,,88,82
307,4,11:20.0,,Defensive rebound by P. Millsap,88,82
308,4,11:06.0,,P. Millsap misses 2-pt jump shot from 7 ft,88,82
309,4,11:04.0,Defensive rebound by G. Hayward,,88,82
310,4,11:00.0,G. Hayward misses 2-pt layup from 2 ft,,88,82
311,4,10:59.0,,Defensive rebound by P. Antić,88,82
312,4,10:36.0,,P. Antić misses 3-pt jump shot from 23 ft,88,82
313,4,10:35.0,Defensive rebound by T. Booker,,88,82
314,4,10:19.0,T. Booker misses 3-pt jump shot from 25 ft,,88,82
315,4,10:17.0,,Defensive rebound by P. Antić,88,82
316,4,9:55.0,,P. Millsap misses 3-pt jump shot from 23 ft,88,82
317,4,9:52.0,Defensive rebound by D. Exum,,88,82
318,4,9:43.0,D. Exum makes 2-pt jump shot from 3 ft,,90,82
319,4,9:27.0,,Shooting foul by D. Exum (drawn by D. Schröder),90,82
320,4,9:27.0,,D. Schröder makes free throw 1 of 2,90,83
321,4,9:27.0,E. Freedom enters the game for T. Booker,,90,83
322,4,9:27.0,,M. Muscala enters the game for P. Millsap,90,83
323,4,9:27.0,,A. Horford enters the game for P. Antić,90,83
324,4,9:27.0,,D. Schröder misses free throw 2 of 2,90,83
325,4,9:26.0,,Offensive rebound by K. Korver,90,83
326,4,9:16.0,,A. Horford misses 2-pt hook shot from 5 ft (block by R. Gobert),90,83
327,4,9:14.0,Defensive rebound by G. Hayward,,90,83
328,4,9:02.0,Def 3 sec tech foul by A. Horford,,90,83
329,4,9:02.0,G. Hayward misses technical free throw,,90,83
330,4,9:02.0,Offensive rebound by Team,,90,83
331,4,8:56.0,G. Hayward misses 2-pt jump shot from 21 ft,,90,83
332,4,8:55.0,,Defensive rebound by K. Korver,90,83
333,4,8:38.0,,D. Schröder makes 2-pt layup from 1 ft,90,85
334,4,8:19.0,E. Freedom misses 3-pt jump shot from 26 ft,,90,85
335,4,8:17.0,,Defensive rebound by K. Korver,90,85
336,4,8:01.0,,A. Horford makes 2-pt jump shot from 19 ft (assist by S. Mack),90,87
337,4,7:58.0,Utah full timeout,,90,87
338,4,7:58.0,,J. Teague enters the game for K. Korver,90,87
339,4,7:58.0,,T. Sefolosha enters the game for S. Mack,90,87
340,4,7:58.0,T. Burke enters the game for D. Exum,,90,87
341,4,7:58.0,D. Favors enters the game for R. Gobert,,90,87
342,4,7:39.0,G. Hayward misses 2-pt jump shot from 18 ft,,90,87
343,4,7:37.0,,Defensive rebound by J. Teague,90,87
344,4,7:18.0,,T. Sefolosha misses 2-pt layup from 2 ft,90,87
345,4,7:17.0,,Offensive rebound by M. Muscala,90,87
346,4,7:17.0,,M. Muscala makes 2-pt tip-in from 1 ft,90,89
347,4,6:56.0,T. Burke misses 2-pt jump shot from 21 ft,,90,89
348,4,6:55.0,,Defensive rebound by A. Horford,90,89
349,4,6:52.0,,Turnover by A. Horford (bad pass; steal by T. Burke),90,89
350,4,6:40.0,Shooting foul by M. Muscala (drawn by D. Favors),,90,89
351,4,6:40.0,D. Favors makes free throw 1 of 2,,91,89
352,4,6:40.0,A. Burks enters the game for J. Ingles,,91,89
353,4,6:40.0,D. Favors misses free throw 2 of 2,,91,89
354,4,6:39.0,,Defensive rebound by Team,91,89
355,4,6:39.0,Loose ball foul by E. Freedom (drawn by M. Muscala),,91,89
356,4,6:26.0,,A. Horford misses 2-pt jump shot from 4 ft (block by D. Favors),91,89
357,4,6:24.0,Defensive rebound by G. Hayward,,91,89
358,4,6:09.0,E. Freedom makes 2-pt jump shot from 8 ft,,93,89
359,4,5:52.0,,Turnover by D. Schröder (lost ball),93,89
360,4,5:52.0,Official timeout,,93,89
361,4,5:52.0,,P. Millsap enters the game for D. Schröder,93,89
362,4,5:52.0,,K. Korver enters the game for M. Muscala,93,89
363,4,5:36.0,D. Favors makes 2-pt jump shot from 6 ft (assist by T. Burke),,95,89
364,4,5:13.0,,Turnover by J. Teague (bad pass; steal by T. Burke),95,89
365,4,5:08.0,G. Hayward misses 2-pt layup from 1 ft (block by P. Millsap),,95,89
366,4,5:07.0,,Defensive rebound by P. Millsap,95,89
367,4,4:54.0,,K. Korver misses 3-pt jump shot from 22 ft,95,89
368,4,4:53.0,Defensive rebound by T. Burke,,95,89
369,4,4:34.0,A. Burks makes 2-pt jump shot from 22 ft (assist by D. Favors),,97,89
370,4,4:18.0,,J. Teague misses 2-pt jump shot from 6 ft,97,89
371,4,4:15.0,,Offensive rebound by A. Horford,97,89
372,4,4:15.0,,A. Horford misses 2-pt tip-in at rim,97,89
373,4,4:14.0,Defensive rebound by D. Favors,,97,89
374,4,3:52.0,G. Hayward misses 2-pt jump shot from 22 ft,,97,89
375,4,3:48.0,,Defensive rebound by P. Millsap,97,89
376,4,3:29.0,,J. Teague misses 2-pt jump shot from 9 ft,97,89
377,4,3:27.0,,Offensive rebound by P. Millsap,97,89
378,4,3:27.0,,P. Millsap makes 2-pt tip-in at rim,97,91
379,4,3:09.0,Turnover by T. Burke (lost ball; steal by P. Millsap),,97,91
380,4,3:02.0,,T. Sefolosha makes 2-pt layup at rim (assist by K. Korver),97,93
381,4,2:38.0,E. Freedom misses 3-pt jump shot from 23 ft,,97,93
382,4,2:37.0,,Defensive rebound by K. Korver,97,93
383,4,2:20.0,,P. Millsap makes 2-pt layup from 2 ft,97,95
384,4,1:54.0,A. Burks misses 3-pt jump shot from 24 ft,,97,95
385,4,1:52.0,,Defensive rebound by J. Teague,97,95
386,4,1:33.0,,A. Horford misses 2-pt hook shot from 6 ft,97,95
