,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
387,4,9:58.0,,Personal block foul by L. Williams (drawn by K. Faried),93,90
388,4,9:58.0,,Personal foul by L. Williams (drawn by K. Faried),93,90
389,4,9:52.0,,Turnover by J. Hickson (traveling),93,90
390,4,9:37.0,P. Patterson misses 3-pt jump shot from 24 ft,,93,90
391,4,9:35.0,Offensive rebound by Team,,93,90
392,4,9:20.0,G. Vásquez misses 2-pt layup from 2 ft (block by W. Chandler),,93,90
393,4,9:18.0,,Defensive rebound by J. Hickson,93,90
394,4,9:12.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Chandler),93,92
395,4,8:48.0,,Loose ball foul by N. Robinson (drawn by T. Hansbrough),93,92
396,4,8:48.0,Official timeout,,93,92
397,4,8:48.0,T. Ross enters the game for G. Vásquez,,93,92
398,4,8:40.0,K. Lowry misses 2-pt jump shot from 6 ft,,93,92
399,4,8:38.0,,Defensive rebound by K. Faried,93,92
400,4,8:32.0,,K. Faried misses 2-pt layup at rim,93,92
401,4,8:30.0,Defensive rebound by T. Ross,,93,92
402,4,8:07.0,L. Williams misses 2-pt layup from 2 ft,,93,92
403,4,8:06.0,Offensive rebound by L. Williams,,93,92
404,4,7:59.0,K. Lowry makes 2-pt layup from 1 ft (assist by T. Ross),,95,92
405,4,7:34.0,,W. Chandler makes 2-pt jump shot from 6 ft,95,94
406,4,7:20.0,Personal foul by J. Hickson (drawn by K. Lowry),,95,94
407,4,7:20.0,,D. Arthur enters the game for J. Hickson,95,94
408,4,7:13.0,Shooting foul by D. Arthur (drawn by L. Williams),,95,94
409,4,7:13.0,L. Williams makes free throw 1 of 2,,96,94
410,4,7:13.0,,T. Lawson enters the game for D. Arthur,96,94
411,4,7:13.0,A. Johnson enters the game for P. Patterson,,96,94
412,4,7:13.0,L. Williams makes free throw 2 of 2,,97,94
413,4,7:03.0,,N. Robinson misses 3-pt jump shot from 25 ft,97,94
414,4,7:02.0,Defensive rebound by K. Lowry,,97,94
415,4,6:50.0,L. Williams makes 3-pt jump shot from 23 ft (assist by K. Lowry),,100,94
416,4,6:38.0,,T. Lawson misses 3-pt jump shot from 24 ft,100,94
417,4,6:36.0,Defensive rebound by K. Lowry,,100,94
418,4,6:32.0,Shooting foul by W. Chandler (drawn by K. Lowry),,100,94
419,4,6:32.0,K. Lowry makes free throw 1 of 2,,101,94
420,4,6:32.0,K. Lowry makes free throw 2 of 2,,102,94
421,4,6:21.0,,Turnover by W. Chandler (discontinued dribble),102,94
422,4,6:03.0,A. Johnson makes 2-pt dunk at rim (assist by L. Williams),,104,94
423,4,6:03.0,,Denver full timeout,104,94
424,4,5:50.0,,T. Lawson misses 2-pt layup from 2 ft,104,94
425,4,5:49.0,,Offensive rebound by T. Lawson,104,94
426,4,5:48.0,,Shooting foul by K. Lowry (drawn by T. Lawson),104,94
427,4,5:48.0,,T. Lawson makes free throw 1 of 2,104,95
428,4,5:48.0,,T. Mozgov enters the game for N. Robinson,104,95
429,4,5:48.0,,T. Lawson makes free throw 2 of 2,104,96
430,4,5:25.0,A. Johnson makes 2-pt layup from 2 ft (assist by K. Lowry),,106,96
431,4,5:12.0,,A. Afflalo misses 3-pt jump shot from 23 ft,106,96
432,4,5:11.0,,Offensive rebound by T. Mozgov,106,96
433,4,4:52.0,,T. Lawson makes 2-pt layup from 2 ft (assist by A. Afflalo),106,98
434,4,4:27.0,T. Ross misses 2-pt jump shot from 15 ft,,106,98
435,4,4:25.0,,Defensive rebound by K. Faried,106,98
436,4,4:16.0,,W. Chandler misses 2-pt jump shot from 5 ft (block by A. Johnson),106,98
437,4,4:15.0,Defensive rebound by L. Williams,,106,98
438,4,3:59.0,K. Lowry makes 2-pt layup from 2 ft,,108,98
439,4,3:59.0,Shooting foul by T. Mozgov (drawn by K. Lowry),,108,98
440,4,3:59.0,K. Lowry makes free throw 1 of 1,,109,98
441,4,3:51.0,,Personal foul by T. Hansbrough (drawn by T. Mozgov),109,98
442,4,3:51.0,,T. Mozgov makes free throw 1 of 2,109,99
443,4,3:51.0,,T. Mozgov makes free throw 2 of 2,109,100
444,4,3:51.0,Toronto full timeout,,109,100
445,4,3:30.0,A. Johnson makes 2-pt hook shot from 5 ft,,111,100
446,4,3:11.0,,K. Faried misses 2-pt hook shot from 4 ft,111,100
447,4,3:09.0,Defensive rebound by T. Hansbrough,,111,100
448,4,2:49.0,K. Lowry misses 2-pt jump shot from 20 ft,,111,100
449,4,2:48.0,,Defensive rebound by K. Faried,111,100
450,4,2:40.0,,K. Faried misses 2-pt hook shot from 4 ft,111,100
451,4,2:39.0,Defensive rebound by K. Lowry,,111,100
452,4,2:18.0,L. Williams misses 3-pt jump shot from 27 ft,,111,100
453,4,2:16.0,,Defensive rebound by T. Lawson,111,100
454,4,2:09.0,,T. Lawson makes 2-pt jump shot from 14 ft,111,102
455,4,1:44.0,A. Johnson misses 3-pt jump shot from 24 ft,,111,102
456,4,1:43.0,,Defensive rebound by W. Chandler,111,102
457,4,1:33.0,,Offensive foul by K. Faried (drawn by K. Lowry),111,102
458,4,1:33.0,,Turnover by K. Faried (offensive foul),111,102
459,4,1:33.0,Toronto full timeout,,111,102
460,4,1:11.0,Turnover by K. Lowry (lost ball),,111,102
461,4,0:52.0,,W. Chandler misses 2-pt jump shot from 18 ft,111,102
462,4,0:51.0,Defensive rebound by Team,,111,102
463,4,0:51.0,,Loose ball foul by T. Mozgov (drawn by A. Johnson),111,102
464,4,0:51.0,A. Johnson makes free throw 1 of 2,,112,102
465,4,0:51.0,P. Patterson enters the game for T. Hansbrough,,112,102
466,4,0:51.0,A. Johnson makes free throw 2 of 2,,113,102
467,4,0:51.0,,Denver full timeout,113,102
468,4,0:38.0,,T. Lawson misses 3-pt jump shot from 25 ft,113,102
469,4,0:36.0,Defensive rebound by T. Ross,,113,102
470,4,0:21.0,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Lowry),,116,102
471,4,0:13.0,,W. Chandler misses 2-pt jump shot from 13 ft,116,102
472,4,0:12.0,Defensive rebound by K. Lowry,,116,102
