,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DETROIT_ACTION,CHARLOTTE_SCORE,DETROIT_SCORE
0,1,11:47.0,,R. Jackson misses 2-pt jump shot from 15 ft,0,0
1,1,11:46.0,,Offensive rebound by R. Jackson,0,0
2,1,11:34.0,,G. Monroe misses 2-pt jump shot from 4 ft (block by G. Henderson),0,0
3,1,11:33.0,,Offensive rebound by Team,0,0
4,1,11:24.0,,K. Caldwell-Pope makes 2-pt layup at rim,0,2
5,1,11:02.0,M. Williams makes 2-pt jump shot from 5 ft,,2,2
6,1,10:47.0,,Turnover by G. Monroe (bad pass; steal by C. Zeller),2,2
7,1,10:31.0,A. Jefferson makes 2-pt layup at rim (assist by M. Williams),,4,2
8,1,10:11.0,,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by T. Prince),4,4
9,1,9:54.0,Shooting foul by A. Drummond (drawn by A. Jefferson),,4,4
10,1,9:54.0,A. Jefferson makes free throw 1 of 2,,5,4
11,1,9:54.0,A. Jefferson makes free throw 2 of 2,,6,4
12,1,9:42.0,,A. Drummond misses 2-pt hook shot from 4 ft,6,4
13,1,9:41.0,,Offensive rebound by G. Monroe,6,4
14,1,9:41.0,,G. Monroe makes 2-pt tip-in at rim,6,6
15,1,9:14.0,Turnover by Team (shot clock),,6,6
16,1,8:56.0,,G. Monroe makes 2-pt layup at rim (assist by K. Caldwell-Pope),6,8
17,1,8:56.0,,Shooting foul by A. Jefferson (drawn by G. Monroe),6,8
18,1,8:56.0,,G. Monroe makes free throw 1 of 1,6,9
19,1,8:48.0,Personal foul by A. Drummond (drawn by G. Henderson),,6,9
20,1,8:48.0,,A. Tolliver enters the game for A. Drummond,6,9
21,1,8:42.0,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by G. Henderson),,8,9
22,1,8:24.0,,R. Jackson misses 2-pt jump shot from 5 ft,8,9
23,1,8:23.0,Defensive rebound by G. Henderson,,8,9
24,1,8:17.0,Shooting foul by T. Prince (drawn by M. Kidd-Gilchrist),,8,9
25,1,8:17.0,M. Kidd-Gilchrist makes free throw 1 of 2,,9,9
26,1,8:17.0,M. Kidd-Gilchrist makes free throw 2 of 2,,10,9
27,1,7:58.0,,T. Prince makes 2-pt jump shot from 20 ft (assist by R. Jackson),10,11
28,1,7:52.0,Charlotte full timeout,,10,11
29,1,7:47.0,G. Henderson makes 2-pt dunk at rim,,12,11
30,1,7:31.0,,G. Monroe makes 2-pt layup at rim,12,13
31,1,7:07.0,Personal foul by A. Tolliver (drawn by M. Williams),,12,13
32,1,7:07.0,M. Williams makes free throw 1 of 2,,13,13
33,1,7:07.0,M. Williams makes free throw 2 of 2,,14,13
34,1,6:56.0,,T. Prince makes 2-pt jump shot from 16 ft (assist by G. Monroe),14,15
35,1,6:39.0,A. Jefferson misses 2-pt jump shot from 6 ft,,14,15
36,1,6:38.0,Offensive rebound by Team,,14,15
37,1,6:37.0,,Loose ball foul by A. Tolliver (drawn by C. Zeller),14,15
38,1,6:37.0,C. Zeller makes free throw 1 of 2,,15,15
39,1,6:37.0,,S. Williams enters the game for A. Tolliver,15,15
40,1,6:37.0,C. Zeller makes free throw 2 of 2,,16,15
41,1,6:20.0,,R. Jackson makes 2-pt layup at rim (assist by G. Monroe),16,17
42,1,6:07.0,M. Williams misses 3-pt jump shot from 25 ft,,16,17
43,1,6:06.0,,Defensive rebound by K. Caldwell-Pope,16,17
44,1,5:54.0,,G. Monroe misses 2-pt hook shot from 4 ft,16,17
45,1,5:53.0,Defensive rebound by C. Zeller,,16,17
46,1,5:48.0,M. Williams misses 2-pt jump shot from 4 ft,,16,17
47,1,5:47.0,Offensive rebound by C. Zeller,,16,17
48,1,5:46.0,C. Zeller misses 2-pt layup at rim,,16,17
49,1,5:45.0,,Defensive rebound by T. Prince,16,17
50,1,5:38.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,16,17
51,1,5:37.0,Defensive rebound by C. Zeller,,16,17
52,1,5:32.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,16,17
53,1,5:31.0,Offensive rebound by C. Zeller,,16,17
54,1,5:25.0,M. Kidd-Gilchrist makes 2-pt layup at rim (assist by M. Williams),,18,17
55,1,5:19.0,,Detroit full timeout,18,17
56,1,5:19.0,M. Williams enters the game for C. Zeller,,18,17
57,1,5:13.0,,R. Jackson makes 2-pt layup at rim,18,19
58,1,4:48.0,M. Williams makes 2-pt jump shot from 16 ft,,20,19
59,1,4:35.0,,R. Jackson makes 3-pt jump shot from 26 ft,20,22
60,1,4:20.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by M. Williams),,22,22
61,1,4:10.0,,R. Jackson makes 3-pt jump shot from 26 ft,22,25
62,1,3:55.0,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,,22,25
63,1,3:53.0,,Defensive rebound by T. Prince,22,25
64,1,3:41.0,,Turnover by G. Monroe (bad pass),22,25
65,1,3:41.0,B. Biyombo enters the game for A. Jefferson,,22,25
66,1,3:41.0,B. Roberts enters the game for G. Henderson,,22,25
67,1,3:20.0,M. Kidd-Gilchrist misses 2-pt hook shot from 6 ft,,22,25
68,1,3:18.0,,Defensive rebound by G. Monroe,22,25
69,1,3:09.0,,R. Jackson makes 2-pt jump shot from 10 ft,22,27
70,1,2:56.0,M. Williams makes 2-pt jump shot from 20 ft (assist by M. Williams),,24,27
71,1,2:39.0,,K. Caldwell-Pope misses 2-pt layup at rim (block by B. Biyombo),24,27
72,1,2:39.0,,Offensive rebound by G. Monroe,24,27
73,1,2:39.0,,Shooting foul by M. Kidd-Gilchrist (drawn by G. Monroe),24,27
74,1,2:39.0,,G. Monroe makes free throw 1 of 2,24,28
75,1,2:39.0,,J. Meeks enters the game for K. Caldwell-Pope,24,28
76,1,2:39.0,,G. Monroe makes free throw 2 of 2,24,29
77,1,2:26.0,M. Williams misses 2-pt jump shot from 17 ft,,24,29
78,1,2:25.0,,Defensive rebound by R. Jackson,24,29
79,1,2:14.0,,Personal foul by M. Kidd-Gilchrist (drawn by T. Prince),24,29
80,1,2:14.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,24,29
81,1,2:03.0,,G. Monroe makes 2-pt layup at rim (assist by R. Jackson),24,31
82,1,1:40.0,M. Williams makes 3-pt jump shot from 23 ft (assist by B. Roberts),,27,31
83,1,1:22.0,,R. Jackson misses 2-pt jump shot from 14 ft,27,31
84,1,1:20.0,Defensive rebound by L. Stephenson,,27,31
85,1,1:16.0,M. Williams misses 2-pt jump shot from 19 ft,,27,31
86,1,1:16.0,,Defensive rebound by Team,27,31
87,1,1:16.0,,J. Lucas III enters the game for R. Jackson,27,31
88,1,0:57.0,,J. Lucas III makes 2-pt jump shot from 14 ft,27,33
89,1,0:43.0,L. Stephenson misses 3-pt jump shot from 25 ft,,27,33
90,1,0:41.0,,Defensive rebound by S. Williams,27,33
91,1,0:25.0,,G. Monroe misses 2-pt hook shot from 5 ft,27,33
92,1,0:23.0,,Offensive rebound by T. Prince,27,33
93,1,0:03.0,,Personal foul by M. Williams (drawn by S. Williams),27,33
94,1,0:01.0,,Turnover by J. Lucas III (lost ball; steal by M. Williams),27,33
95,2,11:45.0,B. Biyombo makes 2-pt dunk at rim (assist by L. Stephenson),,29,33
96,2,11:33.0,,Shooting foul by J. Taylor (drawn by J. Meeks),29,33
97,2,11:33.0,,J. Meeks makes free throw 1 of 2,29,34
98,2,11:33.0,,J. Meeks makes free throw 2 of 2,29,35
99,2,11:19.0,J. Taylor misses 2-pt jump shot from 5 ft (block by A. Drummond),,29,35
100,2,11:17.0,,Defensive rebound by C. Butler,29,35
101,2,11:06.0,,A. Drummond makes 2-pt hook shot from 7 ft,29,37
102,2,10:46.0,B. Biyombo makes 2-pt jump shot from 4 ft,,31,37
103,2,10:34.0,,J. Meeks misses 2-pt jump shot from 9 ft,31,37
104,2,10:33.0,Defensive rebound by M. Williams,,31,37
105,2,10:21.0,B. Biyombo makes 2-pt hook shot from 5 ft (assist by L. Stephenson),,33,37
106,2,10:02.0,,S. Williams misses 2-pt jump shot from 14 ft,33,37
107,2,10:00.0,,Offensive rebound by S. Williams,33,37
108,2,9:52.0,,J. Lucas III misses 2-pt jump shot from 16 ft,33,37
109,2,9:51.0,Defensive rebound by M. Williams,,33,37
110,2,9:40.0,B. Roberts misses 3-pt jump shot from 26 ft,,33,37
111,2,9:39.0,,Defensive rebound by A. Drummond,33,37
112,2,9:26.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by C. Butler),33,39
113,2,9:14.0,Turnover by L. Stephenson (lost ball; steal by J. Meeks),,33,39
114,2,9:09.0,,Turnover by A. Drummond (bad pass; steal by J. Taylor),33,39
115,2,8:58.0,J. Taylor misses 2-pt jump shot from 5 ft (block by A. Drummond),,33,39
116,2,8:57.0,,Defensive rebound by A. Drummond,33,39
117,2,8:46.0,,J. Meeks makes 3-pt jump shot from 22 ft (assist by S. Williams),33,42
118,2,8:32.0,M. Williams misses 2-pt jump shot from 20 ft,,33,42
119,2,8:31.0,,Defensive rebound by Team,33,42
120,2,8:31.0,Official timeout,,33,42
121,2,8:31.0,G. Henderson enters the game for J. Taylor,,33,42
122,2,8:16.0,,J. Meeks misses 2-pt jump shot from 17 ft,33,42
123,2,8:15.0,,Offensive rebound by A. Drummond,33,42
124,2,8:12.0,,A. Drummond misses 2-pt layup at rim,33,42
125,2,8:09.0,Defensive rebound by B. Roberts,,33,42
126,2,7:56.0,B. Roberts makes 3-pt jump shot from 24 ft (assist by B. Biyombo),,36,42
127,2,7:46.0,,J. Meeks misses 3-pt jump shot from 26 ft,36,42
128,2,7:45.0,Defensive rebound by B. Roberts,,36,42
129,2,7:40.0,Shooting foul by S. Williams (drawn by B. Biyombo),,36,42
130,2,7:40.0,B. Biyombo misses free throw 1 of 2,,36,42
131,2,7:40.0,Offensive rebound by Team,,36,42
132,2,7:40.0,B. Biyombo makes free throw 2 of 2,,37,42
133,2,7:23.0,,S. Williams makes 2-pt jump shot from 18 ft (assist by C. Butler),37,44
134,2,6:57.0,G. Henderson misses 2-pt jump shot from 15 ft,,37,44
135,2,6:56.0,,Defensive rebound by J. Lucas III,37,44
136,2,6:54.0,,J. Meeks makes 2-pt jump shot from 7 ft (assist by J. Lucas III),37,46
137,2,6:54.0,,Shooting foul by B. Roberts (drawn by J. Meeks),37,46
138,2,6:54.0,C. Zeller enters the game for B. Biyombo,,37,46
139,2,6:54.0,A. Jefferson enters the game for M. Williams,,37,46
140,2,6:54.0,,J. Meeks makes free throw 1 of 1,37,47
141,2,6:43.0,L. Stephenson misses 2-pt jump shot from 4 ft,,37,47
142,2,6:43.0,Offensive rebound by A. Jefferson,,37,47
143,2,6:43.0,Shooting foul by A. Drummond (drawn by A. Jefferson),,37,47
144,2,6:43.0,A. Jefferson makes free throw 1 of 2,,38,47
145,2,6:43.0,,G. Monroe enters the game for A. Drummond,38,47
146,2,6:43.0,M. Williams enters the game for B. Roberts,,38,47
147,2,6:43.0,A. Jefferson makes free throw 2 of 2,,39,47
148,2,6:23.0,,J. Meeks misses 2-pt jump shot from 8 ft,39,47
149,2,6:21.0,Defensive rebound by G. Henderson,,39,47
150,2,6:20.0,Turnover by G. Henderson (bad pass; steal by J. Lucas III),,39,47
151,2,6:15.0,,Turnover by G. Monroe (lost ball; steal by A. Jefferson),39,47
152,2,6:03.0,C. Zeller makes 2-pt dunk at rim (assist by M. Williams),,41,47
153,2,5:41.0,,G. Monroe misses 2-pt hook shot from 6 ft,41,47
154,2,5:39.0,Defensive rebound by A. Jefferson,,41,47
155,2,5:37.0,Turnover by A. Jefferson (bad pass; steal by J. Lucas III),,41,47
156,2,5:18.0,,G. Monroe makes 2-pt jump shot from 5 ft (assist by S. Williams),41,49
157,2,5:05.0,A. Jefferson misses 2-pt layup at rim,,41,49
158,2,5:04.0,,Defensive rebound by G. Monroe,41,49
159,2,4:57.0,,S. Williams makes 2-pt jump shot from 10 ft (assist by J. Lucas III),41,51
160,2,4:41.0,M. Williams misses 2-pt layup from 2 ft,,41,51
161,2,4:39.0,,Defensive rebound by G. Monroe,41,51
162,2,4:30.0,,S. Williams misses 3-pt jump shot from 26 ft,41,51
163,2,4:29.0,Defensive rebound by G. Henderson,,41,51
164,2,4:24.0,G. Henderson makes 2-pt layup at rim,,43,51
165,2,4:16.0,,Detroit full timeout,43,51
166,2,4:16.0,,A. Tolliver enters the game for S. Williams,43,51
167,2,4:16.0,,R. Jackson enters the game for J. Lucas III,43,51
168,2,4:16.0,M. Kidd-Gilchrist enters the game for L. Stephenson,,43,51
169,2,4:09.0,,Turnover by R. Jackson (bad pass),43,51
170,2,3:55.0,G. Henderson misses 2-pt jump shot from 17 ft,,43,51
171,2,3:54.0,,Defensive rebound by G. Monroe,43,51
172,2,3:37.0,,R. Jackson makes 2-pt dunk at rim,43,53
173,2,3:22.0,A. Jefferson makes 2-pt jump shot from 13 ft (assist by M. Williams),,45,53
174,2,3:11.0,,R. Jackson makes 2-pt jump shot from 12 ft,45,55
175,2,3:11.0,,Shooting foul by M. Williams (drawn by R. Jackson),45,55
176,2,3:11.0,,K. Caldwell-Pope enters the game for J. Meeks,45,55
177,2,3:11.0,,T. Prince enters the game for C. Butler,45,55
178,2,3:11.0,,R. Jackson makes free throw 1 of 1,45,56
179,2,2:58.0,C. Zeller makes 2-pt dunk at rim (assist by A. Jefferson),,47,56
180,2,2:41.0,,R. Jackson misses 2-pt layup at rim,47,56
181,2,2:37.0,,Offensive rebound by R. Jackson,47,56
182,2,2:35.0,,T. Prince misses 3-pt jump shot from 23 ft,47,56
183,2,2:34.0,Defensive rebound by G. Henderson,,47,56
184,2,2:28.0,G. Henderson misses 3-pt jump shot from 26 ft,,47,56
185,2,2:27.0,,Defensive rebound by K. Caldwell-Pope,47,56
186,2,2:20.0,,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,47,56
187,2,2:18.0,Defensive rebound by C. Zeller,,47,56
188,2,1:55.0,G. Henderson makes 2-pt jump shot from 18 ft,,49,56
189,2,1:35.0,,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,49,56
190,2,1:34.0,,Offensive rebound by A. Tolliver,49,56
191,2,1:33.0,,A. Tolliver makes 2-pt layup at rim,49,58
192,2,1:09.0,Turnover by C. Zeller (bad pass; steal by G. Monroe),,49,58
193,2,1:03.0,,Shooting foul by A. Jefferson (drawn by R. Jackson),49,58
194,2,1:03.0,Charlotte full timeout,,49,58
195,2,1:03.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,49,58
196,2,1:03.0,B. Biyombo enters the game for A. Jefferson,,49,58
197,2,1:03.0,,R. Jackson makes free throw 1 of 2,49,59
198,2,1:03.0,,R. Jackson makes free throw 2 of 2,49,60
199,2,0:56.0,Personal foul by A. Tolliver (drawn by C. Zeller),,49,60
200,2,0:56.0,,S. Williams enters the game for A. Tolliver,49,60
201,2,0:45.0,M. Williams makes 3-pt jump shot from 25 ft,,52,60
202,2,0:34.0,,Shooting foul by B. Biyombo (drawn by R. Jackson),52,60
203,2,0:34.0,,R. Jackson makes free throw 1 of 2,52,61
204,2,0:34.0,,R. Jackson makes free throw 2 of 2,52,62
205,2,0:25.0,G. Henderson makes 2-pt jump shot from 6 ft (assist by L. Stephenson),,54,62
206,2,0:03.0,,R. Jackson misses 2-pt jump shot from 14 ft,54,62
207,2,0:02.0,Defensive rebound by C. Zeller,,54,62
208,3,11:50.0,C. Zeller makes 2-pt layup at rim (assist by M. Williams),,56,62
209,3,11:50.0,Shooting foul by G. Monroe (drawn by C. Zeller),,56,62
210,3,11:50.0,C. Zeller makes free throw 1 of 1,,57,62
211,3,11:25.0,,Turnover by Team (shot clock),57,62
212,3,11:10.0,M. Williams misses 2-pt jump shot from 15 ft,,57,62
213,3,11:09.0,,Defensive rebound by R. Jackson,57,62
214,3,10:55.0,,G. Monroe makes 2-pt layup at rim,57,64
215,3,10:55.0,,Shooting foul by C. Zeller (drawn by G. Monroe),57,64
216,3,10:55.0,,G. Monroe misses free throw 1 of 1,57,64
217,3,10:54.0,Defensive rebound by C. Zeller,,57,64
218,3,10:33.0,M. Kidd-Gilchrist misses 2-pt jump shot from 5 ft,,57,64
219,3,10:32.0,,Defensive rebound by G. Monroe,57,64
220,3,10:11.0,,A. Drummond makes 2-pt layup at rim (assist by G. Monroe),57,66
221,3,9:50.0,C. Zeller makes 2-pt jump shot from 19 ft (assist by G. Henderson),,59,66
222,3,9:39.0,,Shooting foul by C. Zeller (drawn by A. Drummond),59,66
223,3,9:39.0,,A. Drummond misses free throw 1 of 2,59,66
224,3,9:39.0,,Offensive rebound by Team,59,66
225,3,9:39.0,,A. Drummond misses free throw 2 of 2,59,66
226,3,9:38.0,Defensive rebound by Team,,59,66
227,3,9:27.0,A. Jefferson makes 2-pt jump shot from 16 ft (assist by G. Henderson),,61,66
228,3,9:09.0,,R. Jackson makes 2-pt jump shot from 9 ft (assist by A. Drummond),61,68
229,3,8:52.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by G. Henderson),,63,68
230,3,8:44.0,,Personal foul by C. Zeller (drawn by G. Monroe),63,68
231,3,8:27.0,,R. Jackson misses 3-pt jump shot from 25 ft,63,68
232,3,8:26.0,Defensive rebound by A. Jefferson,,63,68
233,3,8:22.0,Shooting foul by G. Monroe (drawn by G. Henderson),,63,68
234,3,8:22.0,G. Henderson makes free throw 1 of 2,,64,68
