,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
374,4,2:37.0,J. Clarkson misses 3-pt jump shot from 26 ft,,90,95
375,4,2:35.0,,Defensive rebound by A. Jefferson,90,95
376,4,2:16.0,,A. Jefferson misses 2-pt jump shot from 11 ft,90,95
377,4,2:15.0,Defensive rebound by J. Lin,,90,95
378,4,2:05.0,J. Clarkson makes 2-pt layup from 3 ft,,92,95
379,4,1:46.0,,A. Jefferson misses 2-pt jump shot from 4 ft,92,95
380,4,1:45.0,Defensive rebound by J. Lin,,92,95
381,4,1:40.0,Turnover by J. Lin (bad pass; steal by M. Williams),,92,95
382,4,1:37.0,,Shooting foul by J. Lin (drawn by M. Kidd-Gilchrist),92,95
383,4,1:37.0,,M. Kidd-Gilchrist misses free throw 1 of 2,92,95
384,4,1:37.0,,Offensive rebound by Team,92,95
385,4,1:37.0,,M. Kidd-Gilchrist misses free throw 2 of 2,92,95
386,4,1:36.0,Defensive rebound by Team,,92,95
387,4,1:19.0,J. Clarkson misses 3-pt jump shot from 25 ft,,92,95
388,4,1:19.0,,Defensive rebound by G. Henderson,92,95
389,4,1:00.0,,M. Williams makes 3-pt jump shot from 26 ft (assist by A. Jefferson),92,98
390,4,0:55.0,J. Lin makes 2-pt jump shot from 16 ft,,94,98
391,4,0:41.0,,Charlotte full timeout,94,98
392,4,0:32.0,,G. Henderson misses 2-pt jump shot from 17 ft,94,98
393,4,0:31.0,Defensive rebound by J. Hill,,94,98
394,4,0:23.0,J. Hill misses 2-pt jump shot from 19 ft,,94,98
395,4,0:21.0,,Defensive rebound by M. Williams,94,98
396,4,0:19.0,,Personal take foul by W. Johnson (drawn by M. Williams),94,98
397,4,0:19.0,,M. Williams makes free throw 1 of 2,94,99
398,4,0:19.0,,M. Williams makes free throw 2 of 2,94,100
399,4,0:19.0,LA Lakers full timeout,,94,100
400,4,0:19.0,,C. Zeller enters the game for A. Jefferson,94,100
401,4,0:19.0,,J. Taylor enters the game for M. Williams,94,100
402,4,0:15.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Lin),,94,100
403,4,0:15.0,J. Lin makes free throw 1 of 2,,95,100
404,4,0:15.0,,M. Williams enters the game for C. Zeller,95,100
405,4,0:15.0,,A. Jefferson enters the game for J. Taylor,95,100
406,4,0:15.0,J. Lin makes free throw 2 of 2,,96,100
407,4,0:15.0,,Charlotte full timeout,96,100
408,4,0:14.0,,Personal foul by J. Clarkson (drawn by G. Henderson),96,100
409,4,0:14.0,,G. Henderson misses free throw 1 of 2,96,100
410,4,0:14.0,,Offensive rebound by Team,96,100
411,4,0:14.0,,C. Zeller enters the game for A. Jefferson,96,100
412,4,0:14.0,,J. Taylor enters the game for M. Williams,96,100
413,4,0:14.0,,G. Henderson makes free throw 2 of 2,96,101
414,4,0:14.0,LA Lakers full timeout,,96,101
415,4,0:09.0,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Hill),,98,101
416,4,0:09.0,,Charlotte full timeout,98,101
417,4,0:09.0,,M. Williams enters the game for C. Zeller,98,101
418,4,0:09.0,,A. Jefferson enters the game for J. Taylor,98,101
419,4,0:08.0,,Personal foul by W. Johnson (drawn by M. Williams),98,101
420,4,0:08.0,,M. Williams makes free throw 1 of 2,98,102
421,4,0:08.0,,C. Zeller enters the game for A. Jefferson,98,102
422,4,0:08.0,,M. Williams makes free throw 2 of 2,98,103
423,4,0:08.0,LA Lakers full timeout,,98,103
424,4,0:05.0,J. Hill makes 2-pt layup from 1 ft (assist by W. Johnson),,100,103
425,4,0:04.0,,Personal take foul by J. Clarkson (drawn by M. Williams),100,103
426,4,0:04.0,,M. Williams misses free throw 1 of 2,100,103
427,4,0:04.0,,Offensive rebound by Team,100,103
428,4,0:04.0,,M. Williams makes free throw 2 of 2,100,104
429,4,0:00.0,J. Lin makes 3-pt jump shot from 26 ft,,103,104
