,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
50,1,5:37.0,Shooting foul by J. Thompson (drawn by S. Napier),,13,14
51,1,5:37.0,S. Napier makes free throw 1 of 2,,14,14
52,1,5:37.0,,O. Casspi enters the game for J. Thompson,14,14
53,1,5:37.0,S. Napier makes free throw 2 of 2,,15,14
54,1,5:18.0,,B. McLemore misses 3-pt jump shot from 23 ft,15,14
55,1,5:18.0,,Offensive rebound by D. Williams,15,14
56,1,5:15.0,,D. Williams makes 2-pt dunk at rim,15,16
57,1,5:01.0,U. Haslem misses 2-pt jump shot from 14 ft,,15,16
58,1,5:01.0,,Defensive rebound by D. Cousins,15,16
59,1,4:52.0,Offensive charge foul by D. Cousins (drawn by U. Haslem),,15,16
60,1,4:52.0,,Turnover by D. Cousins (offensive foul),15,16
61,1,4:27.0,S. Napier misses 2-pt jump shot from 7 ft,,15,16
62,1,4:27.0,Offensive rebound by Team,,15,16
63,1,4:27.0,,Loose ball foul by O. Casspi (drawn by U. Haslem),15,16
64,1,4:16.0,L. Deng misses 2-pt jump shot from 7 ft,,15,16
65,1,4:14.0,,Defensive rebound by D. Cousins,15,16
66,1,4:11.0,,B. McLemore makes 2-pt layup from 2 ft (assist by D. Cousins),15,18
67,1,4:11.0,,Shooting foul by S. Williams (drawn by B. McLemore),15,18
68,1,4:11.0,,B. McLemore misses free throw 1 of 1,15,18
69,1,4:10.0,Defensive rebound by L. Deng,,15,18
70,1,4:04.0,Miami full timeout,,15,18
71,1,4:03.0,Turnover by S. Napier (lost ball),,15,18
72,1,3:52.0,,D. Cousins misses 2-pt layup from 2 ft,15,18
73,1,3:51.0,Defensive rebound by U. Haslem,,15,18
74,1,3:32.0,L. Deng makes 2-pt jump shot from 3 ft (assist by S. Napier),,17,18
75,1,3:15.0,Violation by S. Williams (kicked ball),,17,18
76,1,3:10.0,,B. McLemore makes 2-pt layup from 2 ft (assist by D. Collison),17,20
77,1,2:51.0,M. Chalmers misses 2-pt jump shot from 4 ft,,17,20
78,1,2:48.0,Offensive rebound by U. Haslem,,17,20
79,1,2:32.0,Shooting foul by D. Cousins (drawn by U. Haslem),,17,20
80,1,2:32.0,U. Haslem makes free throw 1 of 2,,18,20
81,1,2:32.0,,R. Evans enters the game for D. Cousins,18,20
82,1,2:32.0,C. Bosh enters the game for S. Williams,,18,20
83,1,2:32.0,U. Haslem misses free throw 2 of 2,,18,20
84,1,2:31.0,,Defensive rebound by D. Williams,18,20
85,1,2:11.0,,D. Collison misses 2-pt jump shot from 15 ft (block by S. Napier),18,20
86,1,2:11.0,,Offensive rebound by Team,18,20
87,1,2:11.0,S. Williams enters the game for U. Haslem,,18,20
88,1,2:11.0,N. Cole enters the game for M. Chalmers,,18,20
89,1,2:05.0,,D. Williams misses 2-pt jump shot from 14 ft,18,20
90,1,2:04.0,Defensive rebound by S. Williams,,18,20
91,1,1:59.0,Shooting foul by O. Casspi (drawn by S. Napier),,18,20
92,1,1:59.0,S. Napier makes free throw 1 of 2,,19,20
93,1,1:59.0,,N. Stauskas enters the game for O. Casspi,19,20
94,1,1:59.0,S. Napier makes free throw 2 of 2,,20,20
95,1,1:31.0,,D. Collison misses 3-pt jump shot from 24 ft,20,20
96,1,1:31.0,,Offensive rebound by N. Stauskas,20,20
97,1,1:16.0,,R. Evans makes 2-pt layup from 2 ft (assist by D. Collison),20,22
98,1,1:00.0,S. Napier misses 2-pt jump shot from 6 ft (block by D. Collison),,20,22
99,1,0:58.0,Offensive rebound by S. Napier,,20,22
100,1,0:53.0,C. Bosh makes 2-pt jump shot from 18 ft (assist by S. Williams),,22,22
101,1,0:37.0,,R. Evans misses 2-pt jump shot from 5 ft,22,22
102,1,0:37.0,Defensive rebound by C. Bosh,,22,22
103,1,0:31.0,Personal foul by N. Stauskas (drawn by L. Deng),,22,22
104,1,0:31.0,L. Deng misses free throw 1 of 2,,22,22
105,1,0:31.0,Offensive rebound by Team,,22,22
106,1,0:31.0,J. Ennis enters the game for S. Napier,,22,22
107,1,0:31.0,L. Deng makes free throw 2 of 2,,23,22
108,1,0:13.0,,D. Collison misses 2-pt jump shot from 19 ft,23,22
109,1,0:12.0,Defensive rebound by C. Bosh,,23,22
110,1,0:01.0,S. Williams makes 3-pt jump shot from 23 ft (assist by J. Ennis),,26,22
111,1,0:00.0,,B. McLemore misses 3-pt jump shot from 46 ft,26,22
112,1,0:00.0,,Offensive rebound by Team,26,22
113,2,11:34.0,,R. McCallum misses 2-pt jump shot from 19 ft,26,22
114,2,11:34.0,Defensive rebound by S. Williams,,26,22
115,2,11:29.0,Shooting foul by N. Stauskas (drawn by S. Williams),,26,22
116,2,11:29.0,S. Williams makes free throw 1 of 2,,27,22
117,2,11:29.0,S. Williams makes free throw 2 of 2,,28,22
118,2,11:05.0,,R. McCallum makes 2-pt jump shot from 10 ft,28,24
119,2,10:44.0,C. Bosh makes 2-pt jump shot from 13 ft (assist by D. Granger),,30,24
120,2,10:35.0,,Personal foul by S. Williams (drawn by D. Williams),30,24
121,2,10:20.0,,D. Collison misses 2-pt jump shot from 18 ft,30,24
122,2,10:20.0,,Offensive rebound by Team,30,24
123,2,10:20.0,Loose ball foul by C. Bosh (drawn by R. Evans),,30,24
124,2,10:12.0,,N. Stauskas misses 2-pt jump shot from 19 ft,30,24
125,2,10:11.0,Defensive rebound by S. Williams,,30,24
126,2,9:57.0,Shooting foul by R. Evans (drawn by C. Bosh),,30,24
127,2,9:57.0,C. Bosh makes free throw 1 of 2,,31,24
128,2,9:57.0,,B. McLemore enters the game for D. Williams,31,24
129,2,9:57.0,,D. Cousins enters the game for D. Collison,31,24
130,2,9:57.0,C. Bosh misses free throw 2 of 2,,31,24
131,2,9:55.0,,Defensive rebound by Team,31,24
132,2,9:54.0,,Personal foul by N. Cole (drawn by R. McCallum),31,24
133,2,9:34.0,,D. Cousins makes 2-pt dunk at rim (assist by N. Stauskas),31,26
134,2,9:13.0,D. Granger misses 3-pt jump shot from 24 ft,,31,26
135,2,9:12.0,,Defensive rebound by R. Evans,31,26
136,2,9:01.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Evans),31,28
137,2,8:43.0,Turnover by S. Williams (bad pass),,31,28
138,2,8:43.0,Official timeout,,31,28
139,2,8:43.0,H. Whiteside enters the game for S. Williams,,31,28
140,2,8:33.0,,D. Cousins misses 2-pt jump shot from 17 ft,31,28
141,2,8:32.0,Defensive rebound by J. Ennis,,31,28
142,2,8:21.0,D. Granger makes 2-pt jump shot from 4 ft,,33,28
143,2,8:21.0,Shooting foul by N. Stauskas (drawn by D. Granger),,33,28
144,2,8:21.0,,O. Casspi enters the game for N. Stauskas,33,28
145,2,8:21.0,D. Granger makes free throw 1 of 1,,34,28
146,2,8:08.0,,Personal foul by J. Ennis (drawn by O. Casspi),34,28
147,2,8:03.0,,B. McLemore misses 3-pt jump shot from 24 ft,34,28
148,2,8:02.0,Defensive rebound by C. Bosh,,34,28
149,2,7:48.0,C. Bosh misses 2-pt jump shot from 20 ft,,34,28
150,2,7:48.0,,Defensive rebound by Team,34,28
151,2,7:48.0,Loose ball foul by H. Whiteside (drawn by D. Cousins),,34,28
152,2,7:48.0,,D. Cousins makes free throw 1 of 2,34,29
153,2,7:48.0,U. Haslem enters the game for H. Whiteside,,34,29
154,2,7:48.0,,D. Cousins makes free throw 2 of 2,34,30
155,2,7:31.0,C. Bosh misses 2-pt jump shot from 16 ft,,34,30
156,2,7:31.0,Offensive rebound by Team,,34,30
157,2,7:31.0,L. Deng enters the game for J. Ennis,,34,30
158,2,7:31.0,M. Chalmers enters the game for D. Granger,,34,30
159,2,7:10.0,M. Chalmers misses 2-pt jump shot from 8 ft,,34,30
160,2,7:09.0,,Defensive rebound by R. Evans,34,30
161,2,7:02.0,,O. Casspi makes 2-pt jump shot from 5 ft (assist by R. McCallum),34,32
162,2,6:53.0,Miami full timeout,,34,32
163,2,6:53.0,S. Napier enters the game for N. Cole,,34,32
164,2,6:38.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by L. Deng),,37,32
165,2,6:24.0,,Personal foul by S. Napier (drawn by D. Cousins),37,32
166,2,6:24.0,,D. Cousins makes free throw 1 of 2,37,33
167,2,6:24.0,,D. Cousins makes free throw 2 of 2,37,34
168,2,6:09.0,M. Chalmers makes 2-pt jump shot from 8 ft (assist by L. Deng),,39,34
169,2,5:47.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by D. Cousins),39,37
170,2,5:29.0,L. Deng makes 2-pt layup from 3 ft (assist by U. Haslem),,41,37
171,2,5:17.0,,D. Cousins misses 2-pt jump shot from 17 ft,41,37
172,2,5:16.0,Defensive rebound by L. Deng,,41,37
173,2,5:00.0,C. Bosh misses 2-pt jump shot from 21 ft,,41,37
174,2,4:59.0,,Defensive rebound by R. McCallum,41,37
175,2,4:55.0,Offensive charge foul by R. McCallum (drawn by M. Chalmers),,41,37
176,2,4:55.0,,Turnover by R. McCallum (offensive foul),41,37
177,2,4:55.0,S. Williams enters the game for C. Bosh,,41,37
178,2,4:46.0,L. Deng misses 2-pt layup from 2 ft,,41,37
179,2,4:43.0,,Defensive rebound by R. Evans,41,37
180,2,4:41.0,,Turnover by R. McCallum (traveling),41,37
181,2,4:29.0,L. Deng misses 3-pt jump shot from 23 ft,,41,37
182,2,4:28.0,,Defensive rebound by B. McLemore,41,37
183,2,4:23.0,,B. McLemore misses 2-pt jump shot from 5 ft,41,37
184,2,4:22.0,Defensive rebound by Team,,41,37
185,2,4:21.0,,D. Collison enters the game for O. Casspi,41,37
186,2,4:21.0,,D. Williams enters the game for R. McCallum,41,37
187,2,4:02.0,S. Williams makes 2-pt jump shot from 3 ft (assist by M. Chalmers),,43,37
188,2,3:36.0,,Shooting foul by U. Haslem (drawn by D. Cousins),43,37
189,2,3:36.0,,D. Cousins makes free throw 1 of 2,43,38
190,2,3:36.0,C. Bosh enters the game for U. Haslem,,43,38
191,2,3:36.0,,D. Cousins makes free throw 2 of 2,43,39
192,2,3:13.0,Turnover by C. Bosh (lost ball),,43,39
193,2,3:02.0,,R. Evans makes 2-pt layup from 1 ft (assist by D. Collison),43,41
194,2,2:44.0,S. Napier makes 2-pt jump shot from 19 ft,,45,41
195,2,2:27.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Cousins),45,44
196,2,2:12.0,,Sacramento full timeout,45,44
197,2,2:01.0,Turnover by Team (shot clock),,45,44
198,2,1:40.0,,B. McLemore misses 2-pt jump shot from 20 ft,45,44
199,2,1:40.0,Defensive rebound by Team,,45,44
200,2,1:27.0,L. Deng makes 2-pt jump shot from 18 ft (assist by S. Napier),,47,44
201,2,1:15.0,,R. Evans misses 2-pt layup from 2 ft (block by L. Deng),47,44
202,2,1:15.0,Defensive rebound by Team,,47,44
203,2,0:58.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by S. Napier),,50,44
204,2,0:40.0,,D. Cousins misses 2-pt jump shot from 9 ft (block by L. Deng),50,44
205,2,0:39.0,Defensive rebound by M. Chalmers,,50,44
206,2,0:36.0,L. Deng makes 2-pt layup from 2 ft (assist by M. Chalmers),,52,44
207,2,0:19.0,,D. Cousins misses 2-pt jump shot from 6 ft,52,44
208,2,0:17.0,Defensive rebound by C. Bosh,,52,44
209,2,0:00.0,S. Napier misses 3-pt jump shot from 24 ft,,52,44
210,2,0:00.0,Offensive rebound by Team,,52,44
211,3,11:38.0,,Turnover by D. Cousins (bad pass; steal by L. Deng),52,44
212,3,11:17.0,H. Whiteside misses 2-pt jump shot from 8 ft,,52,44
213,3,11:16.0,,Defensive rebound by J. Thompson,52,44
214,3,11:06.0,,J. Thompson misses 2-pt jump shot from 3 ft (block by C. Bosh),52,44
215,3,11:04.0,Defensive rebound by S. Napier,,52,44
216,3,10:57.0,M. Chalmers misses 3-pt jump shot from 24 ft,,52,44
217,3,10:56.0,,Defensive rebound by D. Collison,52,44
218,3,10:49.0,,Turnover by D. Collison (lost ball; steal by C. Bosh),52,44
219,3,10:34.0,L. Deng makes 2-pt jump shot from 13 ft (assist by S. Napier),,54,44
220,3,10:18.0,,B. McLemore misses 2-pt jump shot from 18 ft (block by H. Whiteside),54,44
221,3,10:17.0,Defensive rebound by C. Bosh,,54,44
222,3,10:09.0,C. Bosh makes 3-pt jump shot from 24 ft (assist by M. Chalmers),,57,44
223,3,10:08.0,,Sacramento full timeout,57,44
224,3,9:42.0,,D. Williams makes 2-pt jump shot from 22 ft,57,46
225,3,9:29.0,Turnover by S. Napier (bad pass; steal by D. Williams),,57,46
226,3,9:27.0,,Turnover by B. McLemore (lost ball; steal by S. Napier),57,46
227,3,9:13.0,Shooting foul by D. Collison (drawn by H. Whiteside),,57,46
228,3,9:13.0,H. Whiteside makes free throw 1 of 2,,58,46
229,3,9:13.0,H. Whiteside makes free throw 2 of 2,,59,46
230,3,9:02.0,,D. Williams misses 2-pt jump shot from 19 ft,59,46
231,3,9:02.0,Defensive rebound by S. Napier,,59,46
232,3,8:51.0,Turnover by S. Napier (back court),,59,46
233,3,8:36.0,,J. Thompson misses 2-pt jump shot from 21 ft,59,46
234,3,8:35.0,Defensive rebound by L. Deng,,59,46
235,3,8:25.0,M. Chalmers makes 2-pt layup from 1 ft,,61,46
236,3,8:00.0,,B. McLemore makes 3-pt jump shot from 22 ft (assist by D. Collison),61,49
237,3,7:35.0,C. Bosh misses 2-pt jump shot from 6 ft,,61,49
238,3,7:34.0,,Defensive rebound by D. Cousins,61,49
239,3,7:27.0,,Turnover by D. Cousins (lost ball; steal by H. Whiteside),61,49
240,3,7:22.0,C. Bosh makes 2-pt layup from 1 ft (assist by H. Whiteside),,63,49
241,3,7:08.0,,D. Cousins makes 2-pt layup from 2 ft (assist by J. Thompson),63,51
242,3,6:44.0,M. Chalmers misses 2-pt jump shot from 20 ft,,63,51
243,3,6:44.0,,Defensive rebound by D. Cousins,63,51
244,3,6:35.0,,D. Collison misses 3-pt jump shot from 26 ft,63,51
245,3,6:34.0,,Offensive rebound by D. Williams,63,51
246,3,6:32.0,,D. Williams makes 2-pt layup from 1 ft,63,53
247,3,6:32.0,Miami full timeout,,63,53
248,3,6:12.0,C. Bosh misses 2-pt layup from 2 ft,,63,53
249,3,6:11.0,,Defensive rebound by D. Cousins,63,53
250,3,5:52.0,,D. Williams misses 3-pt jump shot from 24 ft,63,53
251,3,5:51.0,Defensive rebound by S. Napier,,63,53
252,3,5:38.0,S. Napier misses 2-pt layup from 2 ft,,63,53
253,3,5:37.0,,Defensive rebound by D. Cousins,63,53
254,3,5:35.0,,Turnover by D. Cousins (bad pass; steal by C. Bosh),63,53
255,3,5:28.0,L. Deng makes 3-pt jump shot from 24 ft (assist by C. Bosh),,66,53
256,3,5:13.0,,B. McLemore misses 2-pt jump shot from 10 ft,66,53
257,3,5:12.0,Defensive rebound by H. Whiteside,,66,53
258,3,4:55.0,H. Whiteside makes 2-pt dunk at rim (assist by C. Bosh),,68,53
259,3,4:26.0,,Def 3 sec tech foul by H. Whiteside,68,53
260,3,4:26.0,,D. Cousins makes technical free throw,68,54
261,3,4:26.0,N. Cole enters the game for C. Bosh,,68,54
262,3,4:26.0,S. Williams enters the game for S. Napier,,68,54
263,3,4:26.0,,N. Stauskas enters the game for J. Thompson,68,54
264,3,4:26.0,,R. Evans enters the game for B. McLemore,68,54
265,3,4:14.0,,D. Williams misses 2-pt jump shot from 6 ft,68,54
266,3,4:12.0,,Offensive rebound by R. Evans,68,54
267,3,4:09.0,,D. Collison misses 3-pt jump shot from 22 ft,68,54
268,3,4:08.0,Defensive rebound by L. Deng,,68,54
269,3,3:48.0,H. Whiteside misses 2-pt hook shot from 3 ft,,68,54
270,3,3:48.0,,Defensive rebound by D. Williams,68,54
271,3,3:40.0,,Shooting foul by N. Cole (drawn by D. Collison),68,54
272,3,3:40.0,,D. Collison makes free throw 1 of 2,68,55
273,3,3:40.0,,O. Casspi enters the game for D. Williams,68,55
274,3,3:40.0,,D. Collison makes free throw 2 of 2,68,56
275,3,3:22.0,Turnover by M. Chalmers (bad pass; steal by D. Cousins),,68,56
276,3,3:08.0,,O. Casspi misses 3-pt jump shot from 25 ft,68,56
277,3,3:07.0,Defensive rebound by L. Deng,,68,56
278,3,3:01.0,L. Deng makes 2-pt jump shot from 9 ft,,70,56
279,3,2:51.0,,Turnover by D. Cousins (traveling),70,56
280,3,2:51.0,,R. McCallum enters the game for D. Cousins,70,56
281,3,2:39.0,Turnover by H. Whiteside (lost ball),,70,56
282,3,2:20.0,,N. Stauskas makes 2-pt jump shot from 15 ft,70,58
283,3,2:04.0,L. Deng makes 2-pt jump shot from 6 ft (assist by N. Cole),,72,58
284,3,1:46.0,,N. Stauskas misses 2-pt layup from 2 ft,72,58
285,3,1:45.0,Defensive rebound by M. Chalmers,,72,58
286,3,1:26.0,L. Deng makes 3-pt jump shot from 23 ft (assist by N. Cole),,75,58
287,3,1:07.0,,D. Collison misses 2-pt jump shot from 16 ft,75,58
288,3,1:07.0,Defensive rebound by S. Williams,,75,58
289,3,0:57.0,N. Cole misses 3-pt jump shot from 23 ft,,75,58
290,3,0:56.0,,Defensive rebound by R. McCallum,75,58
291,3,0:43.0,,R. Evans misses 2-pt jump shot from 5 ft (block by H. Whiteside),75,58
292,3,0:41.0,Defensive rebound by S. Williams,,75,58
293,3,0:19.0,L. Deng misses 2-pt jump shot from 14 ft,,75,58
294,3,0:19.0,,Defensive rebound by R. Evans,75,58
295,3,0:01.0,,R. McCallum makes 3-pt jump shot from 24 ft (assist by D. Collison),75,61
296,4,11:44.0,S. Napier makes 2-pt jump shot from 20 ft (assist by N. Cole),,77,61
297,4,11:25.0,,Personal foul by U. Haslem (drawn by D. Cousins),77,61
298,4,11:16.0,,O. Casspi misses 2-pt jump shot from 10 ft,77,61
299,4,11:15.0,,Offensive rebound by R. Evans,77,61
300,4,11:11.0,,Turnover by D. Cousins (lost ball),77,61
301,4,10:59.0,Personal foul by R. McCallum (drawn by S. Napier),,77,61
302,4,10:50.0,N. Cole misses 2-pt jump shot from 4 ft,,77,61
303,4,10:49.0,,Defensive rebound by D. Cousins,77,61
304,4,10:39.0,,N. Stauskas misses 2-pt jump shot from 20 ft,77,61
305,4,10:38.0,Defensive rebound by D. Granger,,77,61
306,4,10:30.0,D. Granger misses 2-pt jump shot from 20 ft,,77,61
307,4,10:28.0,,Defensive rebound by R. Evans,77,61
308,4,10:09.0,Offensive charge foul by D. Cousins (drawn by U. Haslem),,77,61
309,4,10:09.0,,Turnover by D. Cousins (offensive foul),77,61
310,4,9:53.0,C. Bosh makes 2-pt jump shot from 15 ft (assist by N. Cole),,79,61
311,4,9:34.0,,Personal foul by D. Granger (drawn by O. Casspi),79,61
312,4,9:34.0,,D. Collison enters the game for N. Stauskas,79,61
313,4,9:34.0,,B. McLemore enters the game for R. McCallum,79,61
314,4,9:26.0,,B. McLemore makes 3-pt jump shot from 24 ft (assist by O. Casspi),79,64
315,4,8:59.0,S. Napier misses 2-pt jump shot from 4 ft,,79,64
316,4,8:57.0,Offensive rebound by U. Haslem,,79,64
317,4,8:54.0,U. Haslem makes 2-pt dunk at rim,,81,64
318,4,8:42.0,,O. Casspi misses 2-pt jump shot from 7 ft,81,64
319,4,8:41.0,Defensive rebound by D. Granger,,81,64
320,4,8:34.0,C. Bosh misses 2-pt layup from 2 ft,,81,64
321,4,8:34.0,Offensive rebound by C. Bosh,,81,64
322,4,8:34.0,Personal foul by R. Evans (drawn by C. Bosh),,81,64
323,4,8:34.0,Official timeout,,81,64
324,4,8:34.0,,D. Williams enters the game for O. Casspi,81,64
325,4,8:34.0,,J. Thompson enters the game for R. Evans,81,64
326,4,8:24.0,C. Bosh makes 2-pt jump shot from 14 ft,,83,64
327,4,8:09.0,,D. Cousins misses 2-pt hook shot from 5 ft,83,64
328,4,8:08.0,Defensive rebound by U. Haslem,,83,64
329,4,7:55.0,Turnover by D. Granger (3 sec),,83,64
330,4,7:44.0,,D. Williams makes 2-pt dunk at rim (assist by D. Cousins),83,66
331,4,7:19.0,C. Bosh misses 2-pt jump shot from 20 ft,,83,66
332,4,7:19.0,,Defensive rebound by B. McLemore,83,66
333,4,7:04.0,,J. Thompson misses 2-pt jump shot from 6 ft,83,66
334,4,7:03.0,Defensive rebound by S. Napier,,83,66
335,4,6:41.0,S. Napier makes 3-pt jump shot from 23 ft,,86,66
336,4,6:23.0,,D. Collison makes 2-pt jump shot from 14 ft,86,68
337,4,5:56.0,D. Granger misses 2-pt jump shot from 21 ft,,86,68
338,4,5:56.0,,Defensive rebound by J. Thompson,86,68
339,4,5:48.0,,D. Williams misses 2-pt jump shot at rim,86,68
340,4,5:47.0,,Offensive rebound by D. Williams,86,68
341,4,5:47.0,,D. Williams makes 2-pt tip-in at rim,86,70
342,4,5:47.0,Miami full timeout,,86,70
343,4,5:47.0,L. Deng enters the game for N. Cole,,86,70
344,4,5:47.0,M. Chalmers enters the game for D. Granger,,86,70
345,4,5:32.0,Personal foul by J. Thompson (drawn by U. Haslem),,86,70
346,4,5:29.0,Personal foul by D. Collison (drawn by S. Napier),,86,70
347,4,5:16.0,Shooting foul by D. Collison (drawn by S. Napier),,86,70
348,4,5:16.0,S. Napier misses free throw 1 of 2,,86,70
349,4,5:16.0,Offensive rebound by Team,,86,70
350,4,5:16.0,S. Napier makes free throw 2 of 2,,87,70
351,4,4:56.0,,B. McLemore makes 2-pt jump shot from 15 ft,87,72
352,4,4:29.0,Shooting foul by J. Thompson (drawn by C. Bosh),,87,72
353,4,4:29.0,C. Bosh makes free throw 1 of 2,,88,72
354,4,4:29.0,C. Bosh makes free throw 2 of 2,,89,72
355,4,4:14.0,Violation by L. Deng (kicked ball),,89,72
356,4,4:05.0,,D. Williams misses 2-pt jump shot from 8 ft,89,72
357,4,4:04.0,Defensive rebound by M. Chalmers,,89,72
358,4,3:56.0,S. Napier misses 3-pt jump shot from 24 ft,,89,72
359,4,3:55.0,,Defensive rebound by D. Williams,89,72
360,4,3:38.0,,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),89,74
361,4,3:38.0,,Violation by Team (delay of game),89,74
362,4,3:14.0,C. Bosh makes 2-pt jump shot from 16 ft (assist by L. Deng),,91,74
363,4,3:00.0,,D. Cousins misses 2-pt hook shot from 5 ft,91,74
364,4,2:59.0,Defensive rebound by U. Haslem,,91,74
365,4,2:38.0,Turnover by U. Haslem (bad pass; steal by J. Thompson),,91,74
366,4,2:31.0,,D. Collison makes 2-pt jump shot from 21 ft,91,76
367,4,2:05.0,U. Haslem makes 2-pt jump shot from 17 ft (assist by L. Deng),,93,76
368,4,2:04.0,,Sacramento full timeout,93,76
369,4,2:04.0,,R. McCallum enters the game for D. Williams,93,76
370,4,2:04.0,,R. Hollins enters the game for J. Thompson,93,76
371,4,2:04.0,,N. Stauskas enters the game for D. Cousins,93,76
372,4,2:04.0,,O. Casspi enters the game for B. McLemore,93,76
373,4,2:04.0,,R. Evans enters the game for D. Collison,93,76
374,4,1:49.0,,R. Hollins makes 2-pt layup from 2 ft (assist by N. Stauskas),93,78
375,4,1:27.0,L. Deng misses 3-pt jump shot from 24 ft,,93,78
376,4,1:27.0,,Defensive rebound by R. McCallum,93,78
377,4,1:15.0,,N. Stauskas makes 2-pt jump shot from 15 ft (assist by R. McCallum),93,80
378,4,0:52.0,M. Chalmers misses 3-pt jump shot from 24 ft,,93,80
379,4,0:51.0,,Defensive rebound by R. Hollins,93,80
380,4,0:42.0,,O. Casspi misses 2-pt jump shot from 5 ft,93,80
381,4,0:41.0,Defensive rebound by S. Napier,,93,80
382,4,0:21.0,U. Haslem makes 2-pt layup from 2 ft (assist by S. Napier),,95,80
383,4,0:05.0,,R. McCallum makes 3-pt jump shot from 25 ft (assist by O. Casspi),95,83
