,QUARTER,TIME_REMAINING,MIAMI_ACTION,SACRAMENTO_ACTION,MIAMI_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,L. Deng makes 2-pt jump shot from 15 ft (assist by C. Bosh),,2,0
1,1,11:14.0,,B. McLemore misses 3-pt jump shot from 24 ft,2,0
2,1,11:13.0,Defensive rebound by C. Bosh,,2,0
3,1,10:50.0,C. Bosh misses 2-pt jump shot from 16 ft,,2,0
4,1,10:49.0,,Defensive rebound by J. Thompson,2,0
5,1,10:44.0,,D. Collison makes 2-pt layup from 1 ft,2,2
6,1,10:21.0,C. Bosh misses 2-pt jump shot from 17 ft,,2,2
7,1,10:20.0,,Defensive rebound by Team,2,2
8,1,10:20.0,Loose ball foul by H. Whiteside (drawn by D. Cousins),,2,2
9,1,10:08.0,,Shooting foul by H. Whiteside (drawn by D. Cousins),2,2
10,1,10:08.0,,D. Cousins makes free throw 1 of 2,2,3
11,1,10:08.0,U. Haslem enters the game for H. Whiteside,,2,3
12,1,10:08.0,,D. Cousins makes free throw 2 of 2,2,4
13,1,9:53.0,C. Bosh makes 2-pt jump shot from 16 ft (assist by M. Chalmers),,4,4
14,1,9:40.0,,D. Cousins misses 2-pt jump shot from 15 ft,4,4
15,1,9:40.0,Defensive rebound by M. Chalmers,,4,4
16,1,9:24.0,L. Deng misses 2-pt layup from 1 ft,,4,4
17,1,9:23.0,,Defensive rebound by D. Cousins,4,4
18,1,9:12.0,,Turnover by D. Collison (bad pass; steal by C. Bosh),4,4
19,1,9:07.0,C. Bosh makes 2-pt dunk at rim,,6,4
20,1,8:48.0,,Turnover by B. McLemore (bad pass; steal by S. Napier),6,4
21,1,8:44.0,S. Napier misses 2-pt layup from 2 ft,,6,4
22,1,8:41.0,Offensive rebound by L. Deng,,6,4
23,1,8:41.0,L. Deng makes 2-pt dunk at rim,,8,4
24,1,8:25.0,,Turnover by D. Cousins (bad pass; steal by L. Deng),8,4
25,1,8:20.0,L. Deng misses 2-pt jump shot from 4 ft,,8,4
26,1,8:20.0,,Defensive rebound by D. Cousins,8,4
27,1,8:07.0,,D. Collison makes 3-pt jump shot from 22 ft (assist by D. Williams),8,7
28,1,7:53.0,Personal foul by B. McLemore (drawn by M. Chalmers),,8,7
29,1,7:47.0,M. Chalmers misses 3-pt jump shot from 24 ft,,8,7
30,1,7:45.0,,Defensive rebound by D. Cousins,8,7
31,1,7:27.0,,J. Thompson makes 2-pt hook shot from 11 ft,8,9
32,1,7:11.0,Shooting foul by J. Thompson (drawn by C. Bosh),,8,9
33,1,7:11.0,C. Bosh makes free throw 1 of 2,,9,9
34,1,7:11.0,C. Bosh makes free throw 2 of 2,,10,9
35,1,6:53.0,,J. Thompson makes 2-pt jump shot from 15 ft (assist by D. Collison),10,11
36,1,6:35.0,S. Napier misses 2-pt jump shot from 10 ft,,10,11
37,1,6:35.0,Offensive rebound by U. Haslem,,10,11
38,1,6:31.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by U. Haslem),,13,11
39,1,6:13.0,,D. Cousins makes 2-pt jump shot from 19 ft,13,13
40,1,5:54.0,U. Haslem misses 2-pt jump shot from 14 ft,,13,13
41,1,5:53.0,,Defensive rebound by D. Cousins,13,13
42,1,5:48.0,,Shooting foul by U. Haslem (drawn by J. Thompson),13,13
43,1,5:48.0,,Sacramento full timeout,13,13
44,1,5:48.0,S. Williams enters the game for C. Bosh,,13,13
45,1,5:48.0,,J. Thompson makes free throw 1 of 2,13,14
46,1,5:48.0,,J. Thompson misses free throw 2 of 2,13,14
47,1,5:48.0,,Offensive rebound by Team,13,14
48,1,5:48.0,Loose ball foul by U. Haslem (drawn by J. Thompson),,13,14
49,1,5:41.0,,Turnover by J. Thompson (bad pass; steal by M. Chalmers),13,14
