,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,R. Westbrook misses 2-pt jump shot from 8 ft,0,0
1,1,11:44.0,,Offensive rebound by K. Perkins,0,0
2,1,11:39.0,,K. Durant makes 2-pt jump shot from 16 ft (assist by A. Roberson),0,2
3,1,11:08.0,Z. Randolph makes 2-pt jump shot from 18 ft,,2,2
4,1,10:47.0,,K. Perkins makes 2-pt jump shot from 11 ft (assist by R. Westbrook),2,4
5,1,10:31.0,M. Gasol misses 2-pt jump shot from 17 ft,,2,4
6,1,10:30.0,,Defensive rebound by R. Westbrook,2,4
7,1,10:22.0,,K. Durant makes 3-pt jump shot from 25 ft (assist by A. Roberson),2,7
8,1,10:09.0,M. Conley misses 3-pt jump shot from 25 ft,,2,7
9,1,10:08.0,,Defensive rebound by K. Durant,2,7
10,1,9:59.0,,K. Durant makes 2-pt layup from 1 ft,2,9
11,1,9:38.0,Z. Randolph makes 2-pt jump shot from 7 ft,,4,9
12,1,9:19.0,,Shooting foul by M. Conley (drawn by K. Durant),4,9
13,1,9:19.0,,K. Durant makes free throw 1 of 2,4,10
14,1,9:19.0,,K. Durant makes free throw 2 of 2,4,11
15,1,9:06.0,J. Green misses 2-pt jump shot from 18 ft,,4,11
16,1,9:05.0,Offensive rebound by M. Gasol,,4,11
17,1,8:51.0,M. Gasol makes 2-pt jump shot from 4 ft,,6,11
18,1,8:36.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Durant),6,13
19,1,8:23.0,M. Conley makes 2-pt jump shot from 19 ft,,8,13
20,1,8:10.0,,Turnover by R. Westbrook (bad pass; steal by M. Conley),8,13
21,1,8:00.0,Personal foul by K. Perkins (drawn by M. Gasol),,8,13
22,1,7:54.0,M. Conley misses 3-pt jump shot from 24 ft,,8,13
23,1,7:53.0,,Defensive rebound by R. Westbrook,8,13
24,1,7:48.0,,Shooting foul by M. Conley (drawn by R. Westbrook),8,13
25,1,7:48.0,,R. Westbrook makes free throw 1 of 2,8,14
26,1,7:48.0,,R. Westbrook makes free throw 2 of 2,8,15
27,1,7:25.0,M. Gasol makes 2-pt jump shot from 19 ft (assist by Z. Randolph),,10,15
28,1,7:07.0,,S. Ibaka misses 2-pt jump shot from 17 ft,10,15
29,1,7:06.0,Defensive rebound by M. Gasol,,10,15
30,1,6:47.0,C. Lee misses 3-pt jump shot from 23 ft,,10,15
31,1,6:46.0,,Defensive rebound by S. Ibaka,10,15
32,1,6:39.0,,Shooting foul by C. Lee (drawn by R. Westbrook),10,15
33,1,6:39.0,,R. Westbrook makes free throw 1 of 2,10,16
34,1,6:39.0,,D. Waiters enters the game for A. Roberson,10,16
35,1,6:39.0,,R. Westbrook makes free throw 2 of 2,10,17
36,1,6:28.0,J. Green makes 2-pt layup from 1 ft (assist by Z. Randolph),,12,17
37,1,6:11.0,,D. Waiters misses 2-pt layup from 1 ft,12,17
38,1,6:10.0,Defensive rebound by Z. Randolph,,12,17
39,1,5:56.0,M. Gasol misses 2-pt layup from 1 ft (block by K. Perkins),,12,17
40,1,5:55.0,,Defensive rebound by K. Durant,12,17
41,1,5:41.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by S. Ibaka),12,20
42,1,5:33.0,Memphis full timeout,,12,20
43,1,5:33.0,N. Calathes enters the game for M. Conley,,12,20
44,1,5:20.0,C. Lee misses 2-pt jump shot from 14 ft,,12,20
45,1,5:19.0,,Defensive rebound by R. Westbrook,12,20
46,1,5:14.0,,R. Westbrook misses 2-pt dunk at rim,12,20
47,1,5:13.0,Defensive rebound by Z. Randolph,,12,20
48,1,5:08.0,C. Lee misses 3-pt jump shot from 22 ft,,12,20
49,1,5:07.0,Offensive rebound by N. Calathes,,12,20
50,1,5:05.0,Personal foul by D. Waiters (drawn by N. Calathes),,12,20
51,1,4:55.0,J. Green misses 2-pt jump shot from 8 ft,,12,20
52,1,4:54.0,Offensive rebound by Z. Randolph,,12,20
53,1,4:53.0,Z. Randolph misses 2-pt layup from 1 ft,,12,20
54,1,4:52.0,Offensive rebound by Z. Randolph,,12,20
55,1,4:50.0,Z. Randolph makes 2-pt layup from 1 ft,,14,20
56,1,4:41.0,,Oklahoma City full timeout,14,20
57,1,4:41.0,T. Allen enters the game for C. Lee,,14,20
58,1,4:41.0,,N. Collison enters the game for S. Ibaka,14,20
59,1,4:29.0,,N. Collison misses 3-pt jump shot from 22 ft,14,20
60,1,4:26.0,,Offensive rebound by R. Westbrook,14,20
61,1,4:26.0,,R. Westbrook misses 2-pt layup from 1 ft,14,20
62,1,4:25.0,Defensive rebound by T. Allen,,14,20
63,1,4:10.0,Shooting foul by N. Collison (drawn by Z. Randolph),,14,20
64,1,4:10.0,Z. Randolph makes free throw 1 of 2,,15,20
65,1,4:10.0,Z. Randolph makes free throw 2 of 2,,16,20
66,1,3:55.0,,R. Westbrook misses 2-pt jump shot from 8 ft,16,20
67,1,3:54.0,Defensive rebound by M. Gasol,,16,20
68,1,3:52.0,Personal foul by D. Waiters (drawn by N. Calathes),,16,20
69,1,3:52.0,,M. McGary enters the game for K. Perkins,16,20
70,1,3:52.0,,A. Morrow enters the game for D. Waiters,16,20
71,1,3:40.0,M. Gasol misses 2-pt jump shot from 12 ft,,16,20
72,1,3:39.0,Offensive rebound by Team,,16,20
73,1,3:39.0,Personal foul by N. Collison (drawn by Z. Randolph),,16,20
74,1,3:39.0,Z. Randolph makes free throw 1 of 2,,17,20
75,1,3:39.0,B. Udrih enters the game for J. Green,,17,20
76,1,3:39.0,Z. Randolph makes free throw 2 of 2,,18,20
77,1,3:28.0,,Shooting foul by Z. Randolph (drawn by R. Westbrook),18,20
78,1,3:28.0,,R. Westbrook makes free throw 1 of 2,18,21
79,1,3:28.0,,R. Westbrook makes free throw 2 of 2,18,22
80,1,3:09.0,M. Gasol misses 2-pt jump shot from 11 ft,,18,22
81,1,3:08.0,,Defensive rebound by N. Collison,18,22
82,1,3:00.0,,N. Collison makes 2-pt jump shot from 8 ft (assist by R. Westbrook),18,24
83,1,2:46.0,N. Calathes misses 2-pt layup at rim,,18,24
84,1,2:45.0,Offensive rebound by Z. Randolph,,18,24
85,1,2:45.0,Z. Randolph makes 2-pt layup from 1 ft,,20,24
86,1,2:32.0,,N. Collison makes 2-pt hook shot from 3 ft (assist by R. Westbrook),20,26
87,1,2:10.0,Shooting foul by M. McGary (drawn by M. Gasol),,20,26
88,1,2:10.0,M. Gasol makes free throw 1 of 2,,21,26
89,1,2:10.0,K. Koufos enters the game for Z. Randolph,,21,26
90,1,2:10.0,,R. Jackson enters the game for R. Westbrook,21,26
91,1,2:10.0,M. Gasol makes free throw 2 of 2,,22,26
92,1,1:59.0,,Personal foul by T. Allen (drawn by K. Durant),22,26
93,1,1:59.0,,K. Durant makes free throw 1 of 2,22,27
94,1,1:59.0,,K. Durant makes free throw 2 of 2,22,28
95,1,1:47.0,Personal foul by M. McGary (drawn by M. Gasol),,22,28
96,1,1:47.0,M. Gasol makes free throw 1 of 2,,23,28
97,1,1:47.0,,K. Perkins enters the game for M. McGary,23,28
98,1,1:47.0,M. Gasol makes free throw 2 of 2,,24,28
99,1,1:31.0,,K. Durant makes 2-pt layup from 1 ft (assist by N. Collison),24,30
100,1,1:16.0,N. Calathes makes 2-pt jump shot from 8 ft,,26,30
101,1,0:58.0,,N. Collison misses 2-pt jump shot from 18 ft,26,30
102,1,0:57.0,Defensive rebound by B. Udrih,,26,30
103,1,0:50.0,B. Udrih misses 2-pt layup from 1 ft,,26,30
104,1,0:49.0,,Defensive rebound by K. Perkins,26,30
105,1,0:40.0,,R. Jackson makes 2-pt jump shot from 15 ft,26,32
106,1,0:30.0,B. Udrih misses 2-pt jump shot from 19 ft,,26,32
107,1,0:29.0,,Defensive rebound by R. Jackson,26,32
108,1,0:07.0,,N. Collison makes 3-pt jump shot from 22 ft (assist by R. Jackson),26,35
109,1,0:00.0,M. Gasol misses 3-pt jump shot from 24 ft,,26,35
110,1,0:00.0,,Defensive rebound by Team,26,35
111,2,11:44.0,K. Koufos makes 2-pt jump shot from 4 ft (assist by T. Allen),,28,35
112,2,11:28.0,,D. Waiters makes 2-pt jump shot from 18 ft,28,37
113,2,11:15.0,K. Koufos misses 2-pt hook shot from 5 ft,,28,37
114,2,11:14.0,,Defensive rebound by N. Collison,28,37
115,2,11:05.0,,R. Jackson misses 2-pt jump shot from 11 ft,28,37
116,2,11:04.0,Defensive rebound by K. Koufos,,28,37
117,2,10:54.0,J. Leuer misses 2-pt jump shot from 17 ft,,28,37
118,2,10:53.0,,Defensive rebound by N. Collison,28,37
119,2,10:46.0,,Turnover by R. Jackson (bad pass; steal by J. Leuer),28,37
120,2,10:34.0,Turnover by B. Udrih (bad pass; steal by A. Morrow),,28,37
121,2,10:27.0,,P. Jones makes 2-pt dunk at rim (assist by R. Jackson),28,39
122,2,10:03.0,T. Allen makes 2-pt jump shot from 15 ft,,30,39
123,2,9:45.0,,A. Morrow misses 3-pt jump shot from 24 ft,30,39
124,2,9:45.0,Defensive rebound by J. Leuer,,30,39
125,2,9:29.0,B. Udrih makes 2-pt jump shot from 17 ft,,32,39
126,2,9:04.0,,D. Waiters misses 2-pt jump shot from 7 ft,32,39
127,2,9:03.0,Defensive rebound by K. Koufos,,32,39
128,2,8:57.0,B. Udrih makes 2-pt layup at rim (assist by N. Calathes),,34,39
129,2,8:55.0,,Oklahoma City full timeout,34,39
130,2,8:55.0,,R. Westbrook enters the game for R. Jackson,34,39
131,2,8:55.0,,Technical foul by D. Waiters,34,39
132,2,8:55.0,B. Udrih makes technical free throw,,35,39
133,2,8:39.0,,P. Jones misses 2-pt hook shot from 6 ft,35,39
