,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DENVER_ACTION,BROOKLYN_SCORE,DENVER_SCORE
32,1,7:01.0,,Defensive rebound by T. Lawson,10,9
33,1,6:53.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by T. Lawson),10,12
34,1,6:40.0,D. Williams misses 2-pt jump shot from 19 ft,,10,12
35,1,6:38.0,,Defensive rebound by D. Arthur,10,12
36,1,6:33.0,,G. Harris makes 2-pt layup from 2 ft,10,14
37,1,6:26.0,Brooklyn full timeout,,10,14
38,1,6:12.0,D. Williams misses 2-pt layup from 1 ft,,10,14
39,1,6:11.0,,Defensive rebound by J. Nurkić,10,14
40,1,6:04.0,,T. Lawson makes 2-pt layup from 1 ft,10,16
41,1,5:59.0,Offensive foul by M. Plumlee (drawn by T. Lawson),,10,16
42,1,5:59.0,Turnover by M. Plumlee (offensive foul),,10,16
43,1,5:59.0,B. Lopez enters the game for M. Plumlee,,10,16
44,1,5:44.0,,J. Nurkić misses 2-pt hook shot from 5 ft,10,16
45,1,5:41.0,Defensive rebound by J. Johnson,,10,16
46,1,5:32.0,J. Johnson misses 2-pt jump shot from 4 ft,,10,16
47,1,5:31.0,Offensive rebound by B. Lopez,,10,16
48,1,5:31.0,Shooting foul by G. Harris (drawn by B. Lopez),,10,16
49,1,5:31.0,B. Lopez makes free throw 1 of 2,,11,16
50,1,5:31.0,B. Lopez makes free throw 2 of 2,,12,16
51,1,5:19.0,,G. Harris misses 3-pt jump shot from 24 ft,12,16
52,1,5:18.0,Defensive rebound by M. Brown,,12,16
53,1,5:16.0,Turnover by M. Brown (lost ball; steal by J. Nurkić),,12,16
54,1,5:11.0,,T. Lawson makes 2-pt layup from 1 ft (assist by J. Nurkić),12,18
55,1,4:47.0,M. Brown misses 3-pt jump shot from 23 ft,,12,18
56,1,4:45.0,,Defensive rebound by J. Nurkić,12,18
57,1,4:40.0,,G. Harris misses 2-pt layup from 2 ft,12,18
58,1,4:39.0,Defensive rebound by M. Brown,,12,18
59,1,4:30.0,B. Lopez misses 2-pt jump shot from 16 ft,,12,18
60,1,4:29.0,,Defensive rebound by D. Arthur,12,18
61,1,4:25.0,,G. Harris misses 2-pt layup from 1 ft,12,18
62,1,4:23.0,,Offensive rebound by D. Arthur,12,18
63,1,4:23.0,,D. Arthur makes 2-pt dunk at rim,12,20
64,1,4:09.0,Personal foul by J. Nurkić (drawn by B. Lopez),,12,20
65,1,4:09.0,S. Karasev enters the game for M. Brown,,12,20
66,1,4:09.0,,J. Lauvergne enters the game for J. Nurkić,12,20
67,1,3:57.0,D. Williams makes 2-pt jump shot from 15 ft,,14,20
68,1,3:50.0,,Loose ball foul by J. Lauvergne (drawn by S. Karasev),14,20
69,1,3:50.0,,Turnover by J. Lauvergne (offensive foul),14,20
70,1,3:46.0,,K. Faried enters the game for D. Arthur,14,20
71,1,3:46.0,T. Young enters the game for J. Johnson,,14,20
72,1,3:36.0,T. Young makes 2-pt hook shot from 2 ft (assist by D. Williams),,16,20
73,1,3:36.0,,T. Lawson misses 2-pt jump shot from 16 ft,16,20
74,1,3:36.0,,Offensive rebound by J. Lauvergne,16,20
75,1,3:07.0,,G. Harris misses 3-pt jump shot from 26 ft,16,20
76,1,3:04.0,Defensive rebound by D. Williams,,16,20
77,1,3:03.0,Offensive foul by S. Karasev (drawn by G. Harris),,16,20
78,1,3:03.0,Turnover by S. Karasev (offensive foul),,16,20
79,1,2:44.0,,K. Faried misses 2-pt jump shot from 4 ft,16,20
80,1,2:43.0,Defensive rebound by A. Anderson,,16,20
81,1,2:33.0,A. Anderson makes 3-pt jump shot from 25 ft (assist by D. Williams),,19,20
82,1,2:16.0,,J. Lauvergne misses 2-pt jump shot from 17 ft,19,20
83,1,2:16.0,,Offensive rebound by K. Faried,19,20
84,1,2:16.0,,Denver full timeout,19,20
85,1,2:16.0,M. Brown enters the game for A. Anderson,,19,20
86,1,2:16.0,,R. Foye enters the game for G. Harris,19,20
87,1,2:16.0,,Shooting foul by T. Young (drawn by K. Faried),19,20
88,1,2:16.0,,K. Faried makes free throw 1 of 2,19,21
89,1,2:16.0,,K. Faried misses free throw 2 of 2,19,21
90,1,2:08.0,Defensive rebound by S. Karasev,,19,21
91,1,1:58.0,T. Young makes 2-pt layup from 1 ft (assist by D. Williams),,21,21
92,1,1:42.0,,J. Lauvergne misses 2-pt jump shot from 15 ft,21,21
93,1,1:40.0,Defensive rebound by S. Karasev,,21,21
94,1,1:31.0,Turnover by T. Young (bad pass; steal by D. Gallinari),,21,21
95,1,1:25.0,,T. Lawson makes 2-pt layup from 1 ft (assist by D. Gallinari),21,23
96,1,1:09.0,D. Williams makes 2-pt layup from 2 ft,,23,23
97,1,0:55.0,,T. Lawson misses 3-pt jump shot from 23 ft,23,23
98,1,0:54.0,Defensive rebound by M. Brown,,23,23
99,1,0:49.0,Personal foul by K. Faried (drawn by B. Lopez),,23,23
100,1,0:49.0,D. Morris enters the game for D. Williams,,23,23
101,1,0:49.0,,W. Barton enters the game for D. Gallinari,23,23
102,1,0:42.0,B. Lopez misses 2-pt jump shot from 11 ft,,23,23
103,1,0:40.0,,Defensive rebound by J. Lauvergne,23,23
104,1,0:35.0,,Turnover by T. Lawson (bad pass; steal by T. Young),23,23
105,1,0:24.0,T. Young makes 3-pt jump shot from 25 ft (assist by M. Brown),,26,23
106,1,0:02.0,,R. Foye misses 3-pt jump shot from 26 ft (block by M. Brown),26,23
107,1,0:00.0,Defensive rebound by M. Brown,,26,23
108,2,11:41.0,,R. Foye makes 3-pt jump shot from 24 ft (assist by K. Faried),26,26
109,2,11:18.0,B. Lopez misses 2-pt hook shot from 4 ft,,26,26
110,2,11:17.0,,Defensive rebound by K. Faried,26,26
111,2,11:06.0,,R. Foye makes 2-pt layup from 1 ft,26,28
112,2,10:48.0,T. Young makes 2-pt layup from 1 ft,,28,28
113,2,10:25.0,,W. Barton makes 2-pt jump shot from 20 ft,28,30
114,2,10:06.0,T. Young misses 2-pt jump shot from 10 ft,,28,30
115,2,10:05.0,,Defensive rebound by J. Nelson,28,30
116,2,9:58.0,,J. Nelson misses 3-pt jump shot from 25 ft,28,30
117,2,9:56.0,Defensive rebound by B. Lopez,,28,30
118,2,9:51.0,D. Morris misses 2-pt jump shot from 5 ft,,28,30
119,2,9:50.0,Offensive rebound by M. Brown,,28,30
120,2,9:50.0,M. Brown misses 2-pt tip-in at rim,,28,30
121,2,9:48.0,Offensive rebound by M. Brown,,28,30
122,2,9:48.0,M. Brown makes 2-pt layup from 2 ft,,30,30
123,2,9:45.0,,Denver full timeout,30,30
124,2,9:45.0,,J. Nurkić enters the game for J. Hickson,30,30
125,2,9:30.0,,J. Nurkić misses 2-pt hook shot from 3 ft,30,30
126,2,9:29.0,,Offensive rebound by K. Faried,30,30
127,2,9:28.0,,Shooting foul by B. Lopez (drawn by K. Faried),30,30
128,2,9:28.0,,K. Faried misses free throw 1 of 2,30,30
129,2,9:28.0,,Offensive rebound by Team,30,30
130,2,9:28.0,,K. Faried makes free throw 2 of 2,30,31
131,2,9:11.0,D. Morris misses 3-pt jump shot from 22 ft,,30,31
132,2,9:10.0,Offensive rebound by T. Young,,30,31
133,2,9:06.0,T. Young misses 2-pt jump shot from 17 ft,,30,31
134,2,9:05.0,Offensive rebound by D. Morris,,30,31
135,2,8:56.0,B. Lopez makes 2-pt jump shot from 21 ft (assist by D. Morris),,32,31
136,2,8:42.0,,W. Barton misses 2-pt layup from 2 ft,32,31
137,2,8:41.0,,Offensive rebound by J. Nurkić,32,31
138,2,8:41.0,,J. Nurkić misses 2-pt tip-in at rim,32,31
139,2,8:39.0,Defensive rebound by D. Morris,,32,31
140,2,8:34.0,M. Brown misses 2-pt layup from 2 ft (block by K. Faried),,32,31
141,2,8:34.0,,Defensive rebound by Team,32,31
142,2,8:34.0,Official timeout,,32,31
143,2,8:34.0,J. Johnson enters the game for S. Karasev,,32,31
144,2,8:17.0,,J. Nelson misses 3-pt jump shot from 26 ft,32,31
145,2,8:16.0,Defensive rebound by J. Johnson,,32,31
146,2,7:57.0,B. Lopez makes 2-pt jump shot from 5 ft,,34,31
147,2,7:46.0,,Turnover by J. Nelson (offensive foul),34,31
148,2,7:46.0,,Offensive foul by J. Nelson (drawn by M. Brown),34,31
149,2,7:46.0,D. Williams enters the game for D. Morris,,34,31
150,2,7:34.0,T. Young misses 3-pt jump shot from 26 ft,,34,31
151,2,7:33.0,,Defensive rebound by R. Foye,34,31
152,2,7:30.0,,Personal foul by T. Young (drawn by K. Faried),34,31
153,2,7:30.0,A. Anderson enters the game for M. Brown,,34,31
154,2,7:18.0,,R. Foye misses 2-pt jump shot from 17 ft,34,31
155,2,7:17.0,Defensive rebound by Team,,34,31
156,2,6:57.0,B. Lopez misses 2-pt hook shot from 2 ft,,34,31
157,2,6:55.0,,Defensive rebound by W. Barton,34,31
158,2,6:50.0,,K. Faried makes 2-pt dunk at rim (assist by W. Barton),34,33
159,2,6:34.0,Personal foul by J. Nelson (drawn by D. Williams),,34,33
160,2,6:34.0,M. Brown enters the game for T. Young,,34,33
161,2,6:34.0,,T. Lawson enters the game for J. Nelson,34,33
162,2,6:34.0,,D. Arthur enters the game for K. Faried,34,33
163,2,6:27.0,A. Anderson misses 3-pt jump shot from 24 ft,,34,33
164,2,6:25.0,Offensive rebound by A. Anderson,,34,33
165,2,6:22.0,A. Anderson makes 2-pt layup from 2 ft,,36,33
166,2,6:05.0,,D. Arthur misses 2-pt jump shot from 17 ft,36,33
167,2,6:04.0,Defensive rebound by B. Lopez,,36,33
168,2,5:57.0,B. Lopez makes 2-pt jump shot from 7 ft (assist by D. Williams),,38,33
169,2,5:47.0,,Shooting foul by M. Brown (drawn by W. Barton),38,33
170,2,5:47.0,,Denver full timeout,38,33
171,2,5:47.0,M. Plumlee enters the game for B. Lopez,,38,33
172,2,5:47.0,,D. Gallinari enters the game for R. Foye,38,33
173,2,5:47.0,,W. Barton makes free throw 1 of 2,38,34
174,2,5:47.0,,W. Barton makes free throw 2 of 2,38,35
175,2,5:33.0,M. Plumlee makes 2-pt layup from 1 ft (assist by D. Williams),,40,35
176,2,5:26.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by T. Lawson),40,38
177,2,5:13.0,D. Williams misses 2-pt jump shot from 4 ft,,40,38
178,2,5:11.0,,Defensive rebound by T. Lawson,40,38
179,2,5:01.0,,J. Nurkić misses 2-pt jump shot from 4 ft (block by J. Johnson),40,38
180,2,5:00.0,,Offensive rebound by J. Nurkić,40,38
181,2,4:59.0,,Shooting foul by M. Plumlee (drawn by J. Nurkić),40,38
182,2,4:59.0,,J. Nurkić misses free throw 1 of 2,40,38
183,2,4:59.0,,Offensive rebound by Team,40,38
184,2,4:59.0,,G. Harris enters the game for W. Barton,40,38
185,2,4:59.0,B. Lopez enters the game for M. Plumlee,,40,38
186,2,4:59.0,,J. Nurkić makes free throw 2 of 2,40,39
187,2,4:39.0,J. Johnson makes 2-pt jump shot from 14 ft,,42,39
188,2,4:24.0,,Personal foul by A. Anderson (drawn by D. Gallinari),42,39
189,2,4:24.0,,D. Gallinari makes free throw 1 of 2,42,40
190,2,4:24.0,,D. Gallinari makes free throw 2 of 2,42,41
191,2,4:11.0,M. Brown misses 3-pt jump shot from 23 ft,,42,41
192,2,4:10.0,,Defensive rebound by T. Lawson,42,41
193,2,3:58.0,,Personal foul by A. Anderson (drawn by D. Gallinari),42,41
194,2,3:58.0,,D. Gallinari makes free throw 1 of 2,42,42
195,2,3:58.0,C. Jefferson enters the game for A. Anderson,,42,42
196,2,3:58.0,,D. Gallinari makes free throw 2 of 2,42,43
197,2,3:41.0,J. Johnson misses 2-pt jump shot from 16 ft,,42,43
198,2,3:40.0,Offensive rebound by B. Lopez,,42,43
199,2,3:39.0,B. Lopez misses 2-pt layup from 1 ft,,42,43
200,2,3:38.0,Offensive rebound by B. Lopez,,42,43
201,2,3:37.0,Shooting foul by G. Harris (drawn by B. Lopez),,42,43
202,2,3:37.0,B. Lopez makes free throw 1 of 2,,43,43
203,2,3:37.0,,J. Lauvergne enters the game for J. Nurkić,43,43
204,2,3:37.0,B. Lopez misses free throw 2 of 2,,43,43
205,2,3:35.0,Offensive rebound by Team,,43,43
206,2,3:35.0,,Loose ball foul by D. Gallinari (drawn by C. Jefferson),43,43
207,2,3:27.0,C. Jefferson makes 2-pt dunk at rim (assist by D. Williams),,45,43
208,2,3:13.0,,D. Arthur makes 2-pt jump shot from 15 ft (assist by T. Lawson),45,45
209,2,2:58.0,B. Lopez misses 2-pt jump shot from 8 ft,,45,45
210,2,2:54.0,Offensive rebound by C. Jefferson,,45,45
211,2,2:54.0,C. Jefferson makes 2-pt tip-in from 1 ft,,47,45
212,2,2:38.0,,D. Arthur misses 2-pt jump shot from 16 ft,47,45
213,2,2:37.0,Defensive rebound by D. Williams,,47,45
214,2,2:19.0,D. Williams makes 2-pt jump shot from 15 ft,,49,45
215,2,2:08.0,,Turnover by T. Lawson (bad pass; steal by C. Jefferson),49,45
216,2,2:08.0,Personal foul by D. Arthur (drawn by C. Jefferson),,49,45
217,2,2:08.0,Brooklyn full timeout,,49,45
218,2,2:00.0,Turnover by D. Williams (bad pass; steal by J. Lauvergne),,49,45
219,2,1:57.0,,Denver full timeout,49,45
220,2,1:42.0,,D. Arthur misses 2-pt jump shot from 7 ft,49,45
221,2,1:41.0,Defensive rebound by C. Jefferson,,49,45
222,2,1:32.0,Shooting foul by D. Arthur (drawn by C. Jefferson),,49,45
223,2,1:32.0,C. Jefferson misses free throw 1 of 2,,49,45
224,2,1:32.0,Offensive rebound by Team,,49,45
225,2,1:32.0,C. Jefferson makes free throw 2 of 2,,50,45
226,2,1:20.0,,J. Lauvergne misses 2-pt dunk at rim (block by C. Jefferson),50,45
227,2,1:18.0,Defensive rebound by M. Brown,,50,45
228,2,1:12.0,J. Johnson misses 3-pt jump shot from 23 ft,,50,45
229,2,1:12.0,,Defensive rebound by Team,50,45
230,2,1:05.0,,Offensive foul by J. Lauvergne (drawn by D. Williams),50,45
231,2,1:05.0,,Turnover by J. Lauvergne (offensive foul),50,45
232,2,0:59.0,Personal foul by G. Harris (drawn by D. Williams),,50,45
233,2,0:59.0,D. Williams makes free throw 1 of 2,,51,45
234,2,0:59.0,,R. Foye enters the game for G. Harris,51,45
235,2,0:59.0,D. Williams makes free throw 2 of 2,,52,45
236,2,0:43.0,,D. Arthur misses 2-pt jump shot from 19 ft,52,45
237,2,0:41.0,Defensive rebound by J. Johnson,,52,45
238,2,0:31.0,D. Williams misses 3-pt jump shot from 26 ft,,52,45
239,2,0:30.0,,Defensive rebound by R. Foye,52,45
240,2,0:13.0,,Shooting foul by B. Lopez (drawn by R. Foye),52,45
241,2,0:13.0,,R. Foye misses free throw 1 of 2,52,45
242,2,0:13.0,,Offensive rebound by Team,52,45
243,2,0:13.0,,R. Foye misses free throw 2 of 2,52,45
244,2,0:11.0,Defensive rebound by J. Johnson,,52,45
245,2,0:01.0,J. Johnson makes 2-pt jump shot from 6 ft,,54,45
246,3,11:53.0,Violation by M. Brown (kicked ball),,54,45
247,3,11:41.0,,D. Gallinari makes 2-pt jump shot from 19 ft,54,47
248,3,11:23.0,A. Anderson makes 3-pt jump shot from 24 ft,,57,47
249,3,11:01.0,,G. Harris misses 3-pt jump shot from 23 ft,57,47
250,3,10:59.0,Defensive rebound by M. Plumlee,,57,47
251,3,10:49.0,M. Plumlee makes 2-pt dunk at rim (assist by D. Williams),,59,47
252,3,10:44.0,,Turnover by T. Lawson (bad pass; steal by M. Brown),59,47
253,3,10:39.0,Shooting foul by J. Nurkić (drawn by M. Brown),,59,47
254,3,10:39.0,M. Brown makes free throw 1 of 2,,60,47
255,3,10:39.0,M. Brown makes free throw 2 of 2,,61,47
256,3,10:33.0,,Shooting foul by D. Williams (drawn by T. Lawson),61,47
257,3,10:33.0,,T. Lawson misses free throw 1 of 2,61,47
258,3,10:33.0,,Offensive rebound by Team,61,47
259,3,10:33.0,,T. Lawson misses free throw 2 of 2,61,47
260,3,10:32.0,Defensive rebound by J. Johnson,,61,47
261,3,10:20.0,D. Williams makes 2-pt jump shot from 7 ft,,63,47
262,3,10:05.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by T. Lawson),63,50
263,3,9:52.0,Shooting foul by D. Arthur (drawn by M. Plumlee),,63,50
264,3,9:52.0,M. Plumlee makes 2-pt layup from 2 ft (assist by D. Williams),,65,50
265,3,9:52.0,M. Plumlee makes free throw 1 of 1,,66,50
266,3,9:30.0,,D. Gallinari misses 2-pt jump shot from 11 ft (block by J. Johnson),66,50
267,3,9:28.0,Defensive rebound by M. Plumlee,,66,50
268,3,9:24.0,M. Brown misses 2-pt layup from 3 ft (block by G. Harris),,66,50
269,3,9:22.0,,Defensive rebound by T. Lawson,66,50
270,3,9:10.0,,D. Gallinari makes 2-pt jump shot from 19 ft (assist by T. Lawson),66,52
271,3,8:51.0,Shooting foul by D. Arthur (drawn by M. Plumlee),,66,52
272,3,8:51.0,M. Plumlee makes free throw 1 of 2,,67,52
273,3,8:51.0,,W. Barton enters the game for D. Arthur,67,52
274,3,8:51.0,M. Plumlee makes free throw 2 of 2,,68,52
275,3,8:43.0,,Turnover by G. Harris (lost ball; steal by M. Brown),68,52
276,3,8:36.0,D. Williams misses 2-pt jump shot from 17 ft,,68,52
277,3,8:34.0,,Defensive rebound by J. Nurkić,68,52
278,3,8:12.0,,G. Harris misses 3-pt jump shot from 23 ft,68,52
279,3,8:11.0,Defensive rebound by D. Williams,,68,52
280,3,7:48.0,D. Williams misses 2-pt jump shot from 11 ft,,68,52
281,3,7:47.0,,Defensive rebound by W. Barton,68,52
282,3,7:39.0,,D. Gallinari misses 2-pt jump shot from 11 ft,68,52
283,3,7:38.0,,Offensive rebound by Team,68,52
284,3,7:38.0,,J. Lauvergne enters the game for J. Nurkić,68,52
285,3,7:23.0,,D. Gallinari misses 3-pt jump shot from 25 ft,68,52
286,3,7:22.0,,Offensive rebound by J. Lauvergne,68,52
287,3,7:18.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by J. Lauvergne),68,55
288,3,6:59.0,A. Anderson misses 3-pt jump shot from 24 ft,,68,55
289,3,6:58.0,,Defensive rebound by J. Lauvergne,68,55
290,3,6:52.0,,W. Barton misses 3-pt jump shot from 24 ft,68,55
291,3,6:49.0,Defensive rebound by D. Williams,,68,55
292,3,6:43.0,J. Johnson makes 2-pt layup from 2 ft (assist by A. Anderson),,70,55
293,3,6:24.0,,D. Gallinari misses 2-pt layup from 3 ft,70,55
294,3,6:23.0,Defensive rebound by J. Johnson,,70,55
295,3,6:22.0,Personal foul by T. Lawson (drawn by J. Johnson),,70,55
296,3,6:22.0,Brooklyn full timeout,,70,55
297,3,6:22.0,B. Lopez enters the game for M. Plumlee,,70,55
298,3,6:04.0,D. Williams misses 3-pt jump shot from 24 ft,,70,55
299,3,6:03.0,,Defensive rebound by J. Lauvergne,70,55
300,3,5:56.0,,Turnover by T. Lawson (lost ball; steal by A. Anderson),70,55
301,3,5:52.0,D. Williams misses 2-pt layup from 1 ft,,70,55
302,3,5:49.0,,Defensive rebound by J. Lauvergne,70,55
303,3,5:44.0,,W. Barton makes 2-pt dunk at rim (assist by T. Lawson),70,57
304,3,5:24.0,J. Johnson misses 2-pt jump shot from 16 ft,,70,57
305,3,5:22.0,,Defensive rebound by D. Gallinari,70,57
306,3,5:16.0,,G. Harris makes 2-pt layup from 1 ft (assist by T. Lawson),70,59
307,3,5:16.0,,Shooting foul by M. Brown (drawn by G. Harris),70,59
308,3,5:16.0,,G. Harris misses free throw 1 of 1,70,59
309,3,5:15.0,Defensive rebound by J. Johnson,,70,59
310,3,5:04.0,D. Williams makes 2-pt jump shot from 9 ft,,72,59
311,3,4:37.0,,W. Barton misses 2-pt jump shot from 21 ft (block by M. Brown),72,59
312,3,4:36.0,,Offensive rebound by Team,72,59
313,3,4:36.0,,Turnover by Team (shot clock),72,59
314,3,4:36.0,,J. Nelson enters the game for G. Harris,72,59
315,3,4:36.0,T. Young enters the game for J. Johnson,,72,59
316,3,4:16.0,T. Young makes 2-pt jump shot from 12 ft,,74,59
317,3,4:04.0,,Turnover by J. Lauvergne (lost ball; steal by D. Williams),74,59
318,3,3:59.0,M. Brown makes 2-pt dunk at rim (assist by D. Williams),,76,59
319,3,3:43.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by J. Nelson),76,61
320,3,3:43.0,,Shooting foul by D. Williams (drawn by D. Gallinari),76,61
321,3,3:43.0,,D. Gallinari makes free throw 1 of 1,76,62
322,3,3:31.0,B. Lopez misses 2-pt jump shot from 7 ft,,76,62
323,3,3:29.0,,Defensive rebound by D. Gallinari,76,62
324,3,3:18.0,,W. Barton misses 3-pt jump shot from 22 ft,76,62
325,3,3:16.0,,Offensive rebound by J. Lauvergne,76,62
326,3,3:06.0,,J. Lauvergne misses 3-pt jump shot from 22 ft,76,62
327,3,3:05.0,Defensive rebound by T. Young,,76,62
328,3,2:55.0,A. Anderson misses 2-pt jump shot from 4 ft (block by J. Nelson),,76,62
329,3,2:55.0,Offensive rebound by Team,,76,62
330,3,2:55.0,,Denver full timeout,76,62
331,3,2:55.0,D. Morris enters the game for D. Williams,,76,62
332,3,2:55.0,,E. Green enters the game for T. Lawson,76,62
333,3,2:49.0,B. Lopez misses 2-pt jump shot from 10 ft,,76,62
334,3,2:47.0,,Defensive rebound by J. Lauvergne,76,62
335,3,2:38.0,,J. Nelson misses 2-pt jump shot from 9 ft,76,62
336,3,2:36.0,Defensive rebound by B. Lopez,,76,62
337,3,2:17.0,A. Anderson makes 2-pt jump shot from 3 ft (assist by D. Morris),,78,62
338,3,2:05.0,,E. Green makes 3-pt jump shot from 25 ft (assist by J. Lauvergne),78,65
339,3,1:39.0,A. Anderson makes 3-pt jump shot from 24 ft (assist by D. Morris),,81,65
340,3,1:22.0,,W. Barton misses 2-pt layup from 2 ft,81,65
341,3,1:21.0,Defensive rebound by A. Anderson,,81,65
342,3,1:05.0,B. Lopez makes 2-pt jump shot from 14 ft,,83,65
343,3,0:46.0,,Shooting foul by T. Young (drawn by W. Barton),83,65
344,3,0:46.0,,W. Barton makes free throw 1 of 2,83,66
345,3,0:46.0,,K. Faried enters the game for D. Gallinari,83,66
346,3,0:46.0,,W. Barton makes free throw 2 of 2,83,67
347,3,0:32.0,B. Lopez makes 2-pt layup from 2 ft (assist by D. Morris),,85,67
348,3,0:15.0,,Turnover by E. Green (step out of bounds),85,67
349,3,0:06.0,Turnover by D. Morris (bad pass; steal by J. Lauvergne),,85,67
350,3,0:01.0,,K. Faried misses 2-pt jump shot from 5 ft,85,67
351,3,0:00.0,,Offensive rebound by W. Barton,85,67
352,3,0:00.0,,W. Barton makes 2-pt tip-in at rim,85,69
353,4,11:40.0,T. Young misses 2-pt jump shot from 5 ft,,85,69
354,4,11:39.0,Offensive rebound by D. Morris,,85,69
355,4,11:37.0,A. Anderson misses 3-pt jump shot from 24 ft,,85,69
356,4,11:36.0,,Defensive rebound by K. Faried,85,69
357,4,11:22.0,,E. Green misses 2-pt jump shot from 20 ft,85,69
358,4,11:21.0,,Offensive rebound by K. Faried,85,69
359,4,11:19.0,,K. Faried misses 2-pt layup from 1 ft,85,69
360,4,11:17.0,,Offensive rebound by J. Nurkić,85,69
361,4,11:17.0,,J. Nurkić makes 2-pt layup from 1 ft,85,71
362,4,10:54.0,T. Young misses 2-pt hook shot from 5 ft,,85,71
363,4,10:53.0,Offensive rebound by B. Lopez,,85,71
364,4,10:52.0,Shooting foul by K. Faried (drawn by B. Lopez),,85,71
365,4,10:52.0,B. Lopez makes free throw 1 of 2,,86,71
366,4,10:52.0,B. Lopez makes free throw 2 of 2,,87,71
367,4,10:33.0,,Offensive foul by K. Faried (drawn by T. Young),87,71
368,4,10:33.0,,Turnover by K. Faried (offensive foul),87,71
369,4,10:33.0,,R. Foye enters the game for J. Nelson,87,71
370,4,10:22.0,M. Brown makes 2-pt jump shot from 11 ft,,89,71
371,4,10:12.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by R. Foye),89,73
372,4,9:48.0,M. Brown misses 2-pt jump shot from 4 ft,,89,73
373,4,9:47.0,Offensive rebound by Team,,89,73
374,4,9:32.0,D. Morris makes 2-pt layup at rim,,91,73
375,4,9:15.0,,J. Nurkić misses 2-pt dunk at rim (block by T. Young),91,73
376,4,9:13.0,Defensive rebound by T. Young,,91,73
377,4,9:13.0,Turnover by T. Young (dbl dribble),,91,73
378,4,9:13.0,,T. Lawson enters the game for K. Faried,91,73
379,4,9:01.0,,R. Foye misses 3-pt jump shot from 22 ft,91,73
380,4,9:01.0,Defensive rebound by Team,,91,73
381,4,9:01.0,,Loose ball foul by T. Lawson (drawn by M. Brown),91,73
382,4,9:01.0,D. Williams enters the game for D. Morris,,91,73
383,4,9:01.0,J. Johnson enters the game for A. Anderson,,91,73
384,4,8:45.0,B. Lopez misses 3-pt jump shot from 22 ft,,91,73
385,4,8:44.0,,Defensive rebound by T. Lawson,91,73
386,4,8:27.0,,Turnover by W. Barton (lost ball; steal by T. Young),91,73
387,4,8:23.0,Turnover by T. Young (bad pass; steal by T. Lawson),,91,73
