,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BOSTON_ACTION,LA CLIPPERS_SCORE,BOSTON_SCORE
384,4,8:38.0,,Defensive rebound by K. Olynyk,109,84
385,4,8:25.0,,J. Jerebko misses 2-pt jump shot from 3 ft,109,84
386,4,8:25.0,,Offensive rebound by Team,109,84
387,4,8:25.0,Loose ball foul by S. Hawes (drawn by K. Olynyk),,109,84
388,4,8:17.0,,M. Smart misses 2-pt jump shot from 3 ft,109,84
389,4,8:16.0,Defensive rebound by S. Hawes,,109,84
390,4,8:00.0,C. Wilcox misses 3-pt jump shot from 25 ft,,109,84
391,4,7:57.0,,Defensive rebound by Team,109,84
392,4,7:39.0,,L. Datome misses 2-pt jump shot from 22 ft,109,84
393,4,7:38.0,Defensive rebound by C. Wilcox,,109,84
394,4,7:32.0,Turnover by A. Rivers (bad pass; steal by J. Jerebko),,109,84
395,4,7:26.0,,K. Olynyk makes 2-pt dunk at rim (assist by P. Pressey),109,86
396,4,7:03.0,S. Hawes misses 2-pt hook shot from 4 ft,,109,86
397,4,7:02.0,,Defensive rebound by J. Jerebko,109,86
398,4,6:53.0,,L. Datome makes 2-pt jump shot from 8 ft (assist by K. Olynyk),109,88
399,4,6:23.0,G. Davis misses 2-pt jump shot from 16 ft,,109,88
400,4,6:22.0,,Defensive rebound by J. Jerebko,109,88
401,4,6:17.0,,K. Olynyk makes 2-pt dunk at rim (assist by J. Jerebko),109,90
402,4,6:17.0,LA Clippers full timeout,,109,90
403,4,6:01.0,H. Türkoğlu misses 3-pt jump shot from 25 ft,,109,90
404,4,6:00.0,,Defensive rebound by P. Pressey,109,90
405,4,5:54.0,,P. Pressey misses 2-pt layup from 1 ft (block by A. Rivers),109,90
406,4,5:52.0,Defensive rebound by C. Wilcox,,109,90
407,4,5:48.0,Turnover by C. Wilcox (bad pass; steal by P. Pressey),,109,90
408,4,5:42.0,,M. Smart misses 3-pt jump shot from 25 ft,109,90
409,4,5:41.0,Defensive rebound by S. Hawes,,109,90
410,4,5:40.0,Personal foul by L. Datome (drawn by S. Hawes),,109,90
411,4,5:40.0,,J. Crowder enters the game for M. Smart,109,90
412,4,5:29.0,A. Rivers makes 2-pt layup from 2 ft,,111,90
413,4,5:10.0,,Shooting foul by G. Davis (drawn by K. Olynyk),111,90
414,4,5:10.0,,K. Olynyk misses free throw 1 of 2,111,90
415,4,5:10.0,,Offensive rebound by Team,111,90
416,4,5:10.0,,K. Olynyk makes free throw 2 of 2,111,91
417,4,4:55.0,C. Wilcox misses 3-pt jump shot from 23 ft,,111,91
418,4,4:54.0,,Defensive rebound by J. Jerebko,111,91
419,4,4:47.0,,J. Jerebko makes 2-pt layup from 2 ft (assist by P. Pressey),111,93
420,4,4:47.0,,Shooting foul by G. Davis (drawn by J. Jerebko),111,93
421,4,4:47.0,L. Hudson enters the game for C. Wilcox,,111,93
422,4,4:47.0,,J. Jerebko makes free throw 1 of 1,111,94
423,4,4:25.0,H. Türkoğlu misses 2-pt jump shot from 19 ft,,111,94
424,4,4:24.0,,Defensive rebound by L. Datome,111,94
425,4,4:18.0,,L. Datome makes 3-pt jump shot from 24 ft (assist by P. Pressey),111,97
426,4,4:16.0,LA Clippers full timeout,,111,97
427,4,4:16.0,C. Paul enters the game for A. Rivers,,111,97
428,4,4:16.0,J. Redick enters the game for S. Hawes,,111,97
429,4,4:16.0,D. Jordan enters the game for H. Türkoğlu,,111,97
430,4,4:16.0,M. Barnes enters the game for G. Davis,,111,97
431,4,4:16.0,B. Griffin enters the game for L. Hudson,,111,97
432,4,4:15.0,Personal take foul by J. Jerebko (drawn by D. Jordan),,111,97
433,4,4:15.0,D. Jordan misses free throw 1 of 2,,111,97
434,4,4:15.0,Offensive rebound by Team,,111,97
435,4,4:15.0,D. Jordan misses free throw 2 of 2,,111,97
436,4,4:15.0,,Defensive rebound by J. Jerebko,111,97
437,4,4:02.0,,L. Datome makes 3-pt jump shot from 27 ft (assist by P. Pressey),111,100
438,4,3:59.0,Personal take foul by J. Jerebko (drawn by D. Jordan),,111,100
439,4,3:59.0,D. Jordan misses free throw 1 of 2,,111,100
440,4,3:59.0,Offensive rebound by Team,,111,100
441,4,3:59.0,D. Jordan misses free throw 2 of 2,,111,100
442,4,3:58.0,Offensive rebound by M. Barnes,,111,100
443,4,3:57.0,M. Barnes makes 2-pt layup from 1 ft,,113,100
444,4,3:47.0,,Turnover by P. Pressey (lost ball),113,100
445,4,3:46.0,Personal take foul by J. Jerebko (drawn by D. Jordan),,113,100
446,4,3:46.0,D. Jordan misses free throw 1 of 2,,113,100
447,4,3:46.0,Offensive rebound by Team,,113,100
448,4,3:46.0,,I. Thomas enters the game for P. Pressey,113,100
449,4,3:46.0,D. Jordan misses free throw 2 of 2,,113,100
450,4,3:45.0,,Defensive rebound by J. Crowder,113,100
451,4,3:21.0,,J. Crowder misses 2-pt jump shot from 18 ft,113,100
452,4,3:20.0,Defensive rebound by C. Paul,,113,100
453,4,3:13.0,M. Barnes misses 3-pt jump shot from 22 ft,,113,100
454,4,3:12.0,,Defensive rebound by J. Jerebko,113,100
455,4,3:03.0,,I. Thomas misses 2-pt layup from 2 ft,113,100
456,4,3:02.0,Defensive rebound by D. Jordan,,113,100
457,4,2:55.0,Personal take foul by K. Olynyk (drawn by D. Jordan),,113,100
458,4,2:55.0,D. Jordan makes free throw 1 of 2,,114,100
459,4,2:55.0,,Boston full timeout,114,100
460,4,2:55.0,D. Jordan misses free throw 2 of 2,,114,100
461,4,2:53.0,Offensive rebound by M. Barnes,,114,100
462,4,2:50.0,Personal block foul by J. Crowder (drawn by C. Paul),,114,100
463,4,2:50.0,C. Paul makes free throw 1 of 2,,115,100
464,4,2:50.0,C. Paul makes free throw 2 of 2,,116,100
465,4,2:39.0,,J. Crowder makes 2-pt jump shot from 22 ft (assist by I. Thomas),116,102
466,4,2:34.0,Personal take foul by K. Olynyk (drawn by D. Jordan),,116,102
467,4,2:34.0,D. Jordan misses free throw 1 of 2,,116,102
468,4,2:34.0,Offensive rebound by Team,,116,102
469,4,2:34.0,D. Jordan makes free throw 2 of 2,,117,102
470,4,2:28.0,,J. Jerebko misses 2-pt jump shot from 3 ft (block by B. Griffin),117,102
471,4,2:27.0,Defensive rebound by B. Griffin,,117,102
472,4,2:24.0,Personal foul by I. Thomas (drawn by B. Griffin),,117,102
473,4,2:24.0,B. Griffin makes free throw 1 of 2,,118,102
474,4,2:24.0,,P. Pressey enters the game for I. Thomas,118,102
475,4,2:24.0,B. Griffin makes free throw 2 of 2,,119,102
476,4,2:12.0,,J. Jerebko misses 3-pt jump shot from 23 ft,119,102
477,4,2:11.0,,Offensive rebound by Team,119,102
478,4,2:11.0,,Personal foul by M. Barnes (drawn by K. Olynyk),119,102
479,4,2:01.0,,K. Olynyk misses 2-pt jump shot from 8 ft,119,102
480,4,1:59.0,Defensive rebound by M. Barnes,,119,102
481,4,1:35.0,M. Barnes misses 3-pt jump shot from 25 ft,,119,102
482,4,1:34.0,Offensive rebound by D. Jordan,,119,102
483,4,1:20.0,Turnover by M. Barnes (bad pass; steal by J. Jerebko),,119,102
484,4,1:13.0,,Turnover by P. Pressey (bad pass),119,102
485,4,0:57.0,J. Redick misses 2-pt jump shot from 20 ft,,119,102
486,4,0:56.0,,Defensive rebound by P. Pressey,119,102
487,4,0:50.0,,L. Datome makes 2-pt jump shot from 20 ft,119,104
488,4,0:29.0,M. Barnes misses 3-pt jump shot from 23 ft,,119,104
489,4,0:28.0,,Defensive rebound by P. Pressey,119,104
490,4,0:23.0,,K. Olynyk misses 2-pt layup from 2 ft,119,104
491,4,0:22.0,,Offensive rebound by J. Jerebko,119,104
492,4,0:22.0,,J. Jerebko makes 2-pt tip-in from 1 ft,119,106
