,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
99,1,0:32.0,L. Williams makes 3-pt jump shot from 25 ft (assist by K. Lowry),,32,22
100,1,0:13.0,,D. Schröder makes 2-pt layup from 1 ft,32,24
101,1,0:01.0,Personal foul by D. Carroll (drawn by L. Williams),,32,24
102,1,0:01.0,L. Williams makes free throw 1 of 2,,33,24
103,1,0:01.0,L. Williams makes free throw 2 of 2,,34,24
104,2,11:44.0,L. Williams misses 2-pt jump shot from 20 ft,,34,24
105,2,11:41.0,Offensive rebound by P. Patterson,,34,24
106,2,11:38.0,L. Williams misses 3-pt jump shot from 23 ft,,34,24
107,2,11:37.0,,Defensive rebound by D. Carroll,34,24
108,2,11:17.0,,A. Horford makes 2-pt hook shot from 5 ft (assist by D. Schröder),34,26
109,2,10:56.0,G. Vásquez makes 2-pt jump shot from 11 ft,,36,26
110,2,10:36.0,,S. Mack misses 2-pt jump shot from 7 ft,36,26
111,2,10:35.0,Defensive rebound by P. Patterson,,36,26
112,2,10:24.0,C. Hayes misses 2-pt layup at rim,,36,26
113,2,10:24.0,Offensive rebound by C. Hayes,,36,26
114,2,10:23.0,C. Hayes misses 2-pt layup at rim,,36,26
115,2,10:21.0,,Defensive rebound by M. Scott,36,26
116,2,10:06.0,,M. Scott makes 2-pt jump shot from 15 ft (assist by D. Schröder),36,28
117,2,9:48.0,C. Hayes makes 2-pt layup from 1 ft (assist by G. Vásquez),,38,28
118,2,9:33.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by D. Carroll),38,31
119,2,9:10.0,G. Vásquez misses 3-pt jump shot from 25 ft,,38,31
120,2,9:08.0,,Defensive rebound by A. Horford,38,31
121,2,9:04.0,,Turnover by A. Horford (bad pass; steal by L. Williams),38,31
122,2,9:00.0,L. Williams makes 2-pt dunk at rim,,40,31
123,2,8:42.0,,Turnover by S. Mack (lost ball; steal by J. Johnson),40,31
124,2,8:41.0,Personal foul by S. Mack (drawn by J. Johnson),,40,31
125,2,8:41.0,Official timeout,,40,31
126,2,8:41.0,,J. Teague enters the game for D. Carroll,40,31
127,2,8:41.0,,P. Millsap enters the game for M. Scott,40,31
128,2,8:41.0,,K. Korver enters the game for S. Mack,40,31
129,2,8:26.0,Turnover by P. Patterson (bad pass; steal by J. Teague),,40,31
130,2,8:23.0,,J. Teague makes 2-pt dunk at rim,40,33
131,2,8:16.0,L. Williams makes 3-pt jump shot from 23 ft (assist by G. Vásquez),,43,33
132,2,7:52.0,,K. Korver misses 3-pt jump shot from 25 ft (block by J. Johnson),43,33
133,2,7:51.0,Defensive rebound by G. Vásquez,,43,33
134,2,7:45.0,G. Vásquez makes 2-pt layup from 1 ft,,45,33
135,2,7:45.0,Shooting foul by D. Schröder (drawn by G. Vásquez),,45,33
136,2,7:45.0,G. Vásquez makes free throw 1 of 1,,46,33
137,2,7:36.0,,D. Schröder makes 2-pt jump shot from 8 ft (assist by A. Horford),46,35
138,2,7:18.0,G. Vásquez makes 2-pt jump shot from 17 ft,,48,35
139,2,7:07.0,,Shooting foul by L. Williams (drawn by J. Teague),48,35
140,2,7:07.0,,J. Teague makes free throw 1 of 2,48,36
141,2,7:07.0,,J. Teague makes free throw 2 of 2,48,37
142,2,6:51.0,G. Vásquez makes 2-pt jump shot from 19 ft (assist by J. Johnson),,50,37
143,2,6:39.0,,Personal foul by J. Johnson (drawn by K. Korver),50,37
144,2,6:39.0,,D. Carroll enters the game for D. Schröder,50,37
145,2,6:29.0,,Personal foul by P. Patterson (drawn by P. Millsap),50,37
146,2,6:19.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by A. Horford),50,40
147,2,5:58.0,Turnover by G. Vásquez (bad pass),,50,40
148,2,5:58.0,,Atlanta full timeout,50,40
149,2,5:58.0,D. DeRozan enters the game for L. Williams,,50,40
150,2,5:58.0,T. Ross enters the game for C. Hayes,,50,40
151,2,5:58.0,J. Valančiūnas enters the game for J. Johnson,,50,40
152,2,5:46.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),50,43
153,2,5:29.0,J. Valančiūnas misses 2-pt dunk at rim,,50,43
154,2,5:28.0,,Defensive rebound by P. Millsap,50,43
155,2,5:17.0,,A. Horford misses 2-pt jump shot from 11 ft,50,43
156,2,5:16.0,Defensive rebound by P. Patterson,,50,43
157,2,4:58.0,Shooting foul by K. Korver (drawn by T. Ross),,50,43
158,2,4:58.0,T. Ross makes free throw 1 of 2,,51,43
159,2,4:58.0,,P. Antić enters the game for A. Horford,51,43
160,2,4:58.0,K. Lowry enters the game for G. Vásquez,,51,43
161,2,4:58.0,T. Ross makes free throw 2 of 2,,52,43
162,2,4:50.0,,J. Teague makes 3-pt jump shot from 25 ft,52,46
163,2,4:32.0,Turnover by D. DeRozan (traveling),,52,46
164,2,4:21.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by P. Antić),52,49
165,2,4:09.0,A. Johnson enters the game for P. Patterson,,52,49
166,2,3:58.0,D. DeRozan makes 2-pt jump shot from 11 ft,,54,49
167,2,3:45.0,,J. Teague makes 2-pt layup at rim,54,51
168,2,3:45.0,,Shooting foul by J. Valančiūnas (drawn by J. Teague),54,51
169,2,3:45.0,,J. Teague makes free throw 1 of 1,54,52
170,2,3:27.0,Turnover by D. DeRozan (bad pass),,54,52
171,2,3:16.0,Violation by T. Ross (kicked ball),,54,52
172,2,3:14.0,,Personal foul by A. Johnson (drawn by P. Millsap),54,52
173,2,3:14.0,,P. Millsap misses free throw 1 of 2,54,52
174,2,3:14.0,,Offensive rebound by Team,54,52
175,2,3:14.0,,P. Millsap makes free throw 2 of 2,54,53
176,2,2:57.0,K. Lowry misses 3-pt jump shot from 25 ft,,54,53
177,2,2:56.0,,Defensive rebound by P. Millsap,54,53
178,2,2:48.0,,Turnover by J. Teague (lost ball; steal by K. Lowry),54,53
179,2,2:41.0,T. Ross makes 2-pt jump shot from 14 ft,,56,53
180,2,2:22.0,,P. Antić misses 3-pt jump shot from 22 ft,56,53
181,2,2:21.0,Defensive rebound by T. Ross,,56,53
182,2,2:14.0,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Lowry),,59,53
183,2,2:06.0,,Personal foul by K. Lowry (drawn by J. Teague),59,53
184,2,2:06.0,Toronto full timeout,,59,53
185,2,2:06.0,,A. Horford enters the game for P. Antić,59,53
186,2,2:06.0,,J. Teague makes free throw 1 of 2,59,54
187,2,2:06.0,,J. Teague makes free throw 2 of 2,59,55
188,2,1:53.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by A. Johnson),,62,55
189,2,1:38.0,,Turnover by J. Teague (bad pass; steal by A. Johnson),62,55
190,2,1:32.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,64,55
191,2,1:17.0,,Shooting foul by K. Lowry (drawn by A. Horford),64,55
192,2,1:17.0,,A. Horford misses free throw 1 of 2,64,55
193,2,1:17.0,,Offensive rebound by Team,64,55
194,2,1:17.0,G. Vásquez enters the game for K. Lowry,,64,55
195,2,1:17.0,,P. Antić enters the game for P. Millsap,64,55
196,2,1:17.0,,A. Horford makes free throw 2 of 2,64,56
197,2,1:04.0,G. Vásquez misses 3-pt jump shot from 24 ft,,64,56
198,2,1:02.0,,Defensive rebound by A. Horford,64,56
199,2,0:56.0,,Shooting foul by G. Vásquez (drawn by J. Teague),64,56
200,2,0:56.0,,J. Teague makes free throw 1 of 2,64,57
201,2,0:56.0,,J. Teague makes free throw 2 of 2,64,58
202,2,0:53.0,Toronto full timeout,,64,58
203,2,0:43.0,D. DeRozan misses 2-pt jump shot from 14 ft,,64,58
204,2,0:42.0,,Defensive rebound by J. Teague,64,58
205,2,0:39.0,,Turnover by J. Teague (dbl dribble),64,58
206,2,0:22.0,D. DeRozan misses 2-pt jump shot from 14 ft (block by A. Horford),,64,58
207,2,0:20.0,,Defensive rebound by P. Antić,64,58
208,2,0:14.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Teague),64,61
209,2,0:00.0,D. DeRozan misses 2-pt jump shot from 19 ft,,64,61
210,2,0:00.0,Offensive rebound by Team,,64,61
211,3,11:49.0,D. DeRozan makes 2-pt jump shot from 16 ft (assist by A. Johnson),,66,61
212,3,11:33.0,,D. Carroll misses 2-pt jump shot from 15 ft,66,61
213,3,11:33.0,,Offensive rebound by Team,66,61
214,3,11:33.0,Loose ball foul by T. Ross (drawn by P. Millsap),,66,61
215,3,11:16.0,,P. Millsap misses 3-pt jump shot from 25 ft,66,61
216,3,11:15.0,Defensive rebound by A. Johnson,,66,61
217,3,11:03.0,J. Valančiūnas makes 2-pt layup at rim (assist by K. Lowry),,68,61
218,3,10:38.0,,A. Horford makes 2-pt jump shot from 14 ft (assist by K. Korver),68,63
219,3,10:20.0,T. Ross misses 3-pt jump shot from 24 ft,,68,63
220,3,10:19.0,,Defensive rebound by J. Teague,68,63
221,3,10:09.0,,A. Horford makes 2-pt jump shot from 11 ft (assist by J. Teague),68,65
222,3,9:50.0,T. Ross misses 3-pt jump shot from 23 ft,,68,65
223,3,9:48.0,Offensive rebound by J. Valančiūnas,,68,65
224,3,9:48.0,Shooting foul by A. Horford (drawn by J. Valančiūnas),,68,65
225,3,9:48.0,J. Valančiūnas makes free throw 1 of 2,,69,65
226,3,9:48.0,J. Valančiūnas makes free throw 2 of 2,,70,65
227,3,9:41.0,Violation by T. Ross (kicked ball),,70,65
228,3,9:28.0,,J. Teague misses 2-pt jump shot from 11 ft,70,65
229,3,9:25.0,Defensive rebound by J. Valančiūnas,,70,65
230,3,9:13.0,D. DeRozan misses 2-pt jump shot from 17 ft,,70,65
231,3,9:11.0,,Defensive rebound by K. Korver,70,65
232,3,9:07.0,,A. Horford makes 2-pt dunk at rim (assist by K. Korver),70,67
233,3,8:46.0,Turnover by A. Johnson (bad pass; steal by P. Millsap),,70,67
234,3,8:33.0,,J. Teague misses 3-pt jump shot from 24 ft,70,67
235,3,8:31.0,Defensive rebound by K. Lowry,,70,67
236,3,8:27.0,T. Ross misses 2-pt layup from 1 ft,,70,67
237,3,8:25.0,Offensive rebound by K. Lowry,,70,67
238,3,8:25.0,K. Lowry misses 2-pt layup from 1 ft,,70,67
239,3,8:24.0,,Defensive rebound by A. Horford,70,67
240,3,8:19.0,,J. Teague makes 2-pt layup at rim,70,69
241,3,8:10.0,Toronto full timeout,,70,69
242,3,7:58.0,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by K. Lowry),,72,69
243,3,7:41.0,,Personal foul by A. Johnson (drawn by P. Millsap),72,69
244,3,7:34.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by J. Teague),72,71
245,3,7:07.0,D. DeRozan makes 3-pt jump shot from 23 ft (assist by K. Lowry),,75,71
246,3,6:53.0,,D. Carroll misses 2-pt layup from 2 ft,75,71
247,3,6:51.0,,Offensive rebound by D. Carroll,75,71
248,3,6:51.0,,Shooting foul by J. Valančiūnas (drawn by D. Carroll),75,71
249,3,6:51.0,,D. Carroll makes free throw 1 of 2,75,72
250,3,6:51.0,,D. Carroll makes free throw 2 of 2,75,73
251,3,6:29.0,A. Johnson makes 2-pt layup at rim,,77,73
252,3,6:20.0,,J. Teague misses 2-pt jump shot from 4 ft,77,73
253,3,6:19.0,Defensive rebound by J. Valančiūnas,,77,73
254,3,6:07.0,J. Valančiūnas misses 2-pt dunk at rim,,77,73
255,3,6:07.0,,Defensive rebound by Team,77,73
256,3,5:56.0,,P. Millsap makes 2-pt dunk at rim (assist by A. Horford),77,75
257,3,5:36.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,80,75
258,3,5:19.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by J. Teague),80,77
259,3,4:51.0,D. DeRozan misses 2-pt jump shot from 15 ft,,80,77
260,3,4:49.0,,Defensive rebound by K. Korver,80,77
261,3,4:44.0,Violation by T. Ross (kicked ball),,80,77
262,3,4:44.0,,S. Mack enters the game for D. Carroll,80,77
263,3,4:44.0,P. Patterson enters the game for J. Valančiūnas,,80,77
264,3,4:44.0,L. Williams enters the game for T. Ross,,80,77
265,3,4:27.0,,J. Teague misses 2-pt layup from 1 ft,80,77
266,3,4:27.0,,Offensive rebound by P. Millsap,80,77
267,3,4:27.0,,Shooting foul by P. Patterson (drawn by P. Millsap),80,77
268,3,4:27.0,,P. Millsap misses free throw 1 of 2,80,77
269,3,4:27.0,,Offensive rebound by Team,80,77
270,3,4:27.0,,P. Antić enters the game for A. Horford,80,77
271,3,4:27.0,,D. Schröder enters the game for J. Teague,80,77
272,3,4:27.0,,P. Millsap makes free throw 2 of 2,80,78
273,3,4:12.0,K. Lowry misses 3-pt jump shot from 25 ft,,80,78
274,3,4:12.0,,Defensive rebound by Team,80,78
275,3,4:12.0,Loose ball foul by A. Johnson (drawn by P. Antić),,80,78
276,3,4:12.0,Violation by Team (delay of game),,80,78
277,3,4:12.0,,P. Antić makes free throw 1 of 2,80,79
278,3,4:12.0,C. Hayes enters the game for A. Johnson,,80,79
279,3,4:12.0,,P. Antić makes free throw 2 of 2,80,80
280,3,3:56.0,Shooting foul by D. Schröder (drawn by K. Lowry),,80,80
281,3,3:56.0,K. Lowry makes free throw 1 of 2,,81,80
282,3,3:56.0,K. Lowry makes free throw 2 of 2,,82,80
283,3,3:41.0,,Personal foul by K. Lowry (drawn by D. Schröder),82,80
284,3,3:41.0,,D. Schröder makes free throw 1 of 2,82,81
285,3,3:41.0,,K. Bazemore enters the game for K. Korver,82,81
286,3,3:41.0,,D. Schröder makes free throw 2 of 2,82,82
287,3,3:20.0,K. Lowry makes 2-pt jump shot from 4 ft,,84,82
288,3,3:02.0,,S. Mack misses 3-pt jump shot from 24 ft,84,82
289,3,3:00.0,Defensive rebound by K. Lowry,,84,82
290,3,2:55.0,Shooting foul by P. Antić (drawn by K. Lowry),,84,82
291,3,2:55.0,,Atlanta full timeout,84,82
292,3,2:55.0,G. Vásquez enters the game for D. DeRozan,,84,82
293,3,2:55.0,K. Lowry misses free throw 1 of 2,,84,82
294,3,2:55.0,Offensive rebound by Team,,84,82
295,3,2:55.0,K. Lowry makes free throw 2 of 2,,85,82
296,3,2:36.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Schröder),85,84
297,3,2:21.0,Personal foul by K. Bazemore (drawn by K. Lowry),,85,84
298,3,2:12.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by L. Williams),,88,84
299,3,2:02.0,,Turnover by P. Antić (bad pass; steal by P. Patterson),88,84
300,3,1:57.0,K. Lowry misses 2-pt layup at rim,,88,84
301,3,1:55.0,,Defensive rebound by P. Antić,88,84
302,3,1:40.0,,S. Mack misses 2-pt layup from 1 ft,88,84
303,3,1:39.0,Defensive rebound by C. Hayes,,88,84
304,3,1:31.0,K. Lowry misses 3-pt jump shot from 26 ft,,88,84
305,3,1:31.0,,Defensive rebound by K. Bazemore,88,84
306,3,1:31.0,Technical foul by K. Lowry,,88,84
307,3,1:31.0,,S. Mack makes technical free throw,88,85
308,3,1:31.0,J. Johnson enters the game for K. Lowry,,88,85
309,3,1:15.0,,K. Bazemore misses 2-pt layup at rim (block by P. Patterson),88,85
310,3,1:13.0,,Offensive rebound by K. Bazemore,88,85
311,3,0:58.0,,P. Millsap misses 2-pt jump shot from 4 ft,88,85
312,3,0:57.0,Defensive rebound by Team,,88,85
313,3,0:42.0,J. Johnson misses 3-pt jump shot from 23 ft,,88,85
314,3,0:41.0,,Defensive rebound by P. Antić,88,85
315,3,0:30.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by D. Schröder),88,88
316,3,0:06.0,L. Williams makes 3-pt jump shot from 26 ft,,91,88
317,3,0:01.0,,S. Mack misses 2-pt layup from 1 ft (block by P. Patterson),91,88
318,3,0:00.0,,Offensive rebound by Team,91,88
319,4,11:38.0,,P. Millsap misses 2-pt layup from 2 ft (block by J. Johnson),91,88
320,4,11:36.0,Defensive rebound by C. Hayes,,91,88
321,4,11:33.0,G. Vásquez makes 2-pt layup at rim,,93,88
322,4,11:33.0,Shooting foul by D. Schröder (drawn by G. Vásquez),,93,88
323,4,11:33.0,G. Vásquez makes free throw 1 of 1,,94,88
324,4,11:15.0,,D. Carroll makes 2-pt jump shot from 18 ft (assist by D. Schröder),94,90
325,4,11:00.0,L. Williams misses 2-pt jump shot from 20 ft,,94,90
326,4,10:58.0,Offensive rebound by C. Hayes,,94,90
327,4,10:48.0,G. Vásquez makes 3-pt jump shot from 27 ft,,97,90
328,4,10:26.0,,S. Mack misses 3-pt jump shot from 27 ft,97,90
329,4,10:25.0,,Offensive rebound by Team,97,90
330,4,10:23.0,,Turnover by Team (shot clock),97,90
331,4,10:22.0,,K. Korver enters the game for P. Millsap,97,90
332,4,10:22.0,,M. Scott enters the game for S. Mack,97,90
333,4,10:22.0,,J. Teague enters the game for D. Schröder,97,90
334,4,10:08.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by C. Hayes),,100,90
335,4,9:52.0,,Personal foul by P. Patterson (drawn by P. Antić),100,90
336,4,9:46.0,,M. Scott misses 3-pt jump shot from 24 ft,100,90
337,4,9:44.0,Defensive rebound by P. Patterson,,100,90
338,4,9:33.0,,Offensive charge foul by C. Hayes (drawn by P. Antić),100,90
339,4,9:33.0,Turnover by C. Hayes (offensive foul),,100,90
340,4,9:28.0,,Personal foul by G. Vásquez (drawn by J. Teague),100,90
341,4,9:21.0,,Turnover by K. Korver (bad pass),100,90
342,4,9:06.0,Shooting foul by D. Carroll (drawn by C. Hayes),,100,90
343,4,9:06.0,C. Hayes misses free throw 1 of 2,,100,90
344,4,9:06.0,Offensive rebound by Team,,100,90
345,4,9:06.0,C. Hayes misses free throw 2 of 2,,100,90
346,4,8:55.0,,Defensive rebound by Team,100,90
347,4,8:55.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by J. Teague),100,93
348,4,8:39.0,L. Williams misses 3-pt jump shot from 26 ft,,100,93
349,4,8:38.0,Offensive rebound by P. Patterson,,100,93
350,4,8:35.0,G. Vásquez makes 3-pt jump shot from 25 ft (assist by L. Williams),,103,93
351,4,8:34.0,,Atlanta full timeout,103,93
352,4,8:34.0,,P. Millsap enters the game for P. Antić,103,93
353,4,8:34.0,,A. Horford enters the game for M. Scott,103,93
354,4,8:24.0,,J. Teague misses 2-pt layup from 1 ft,103,93
355,4,8:22.0,Defensive rebound by G. Vásquez,,103,93
356,4,8:09.0,J. Johnson makes 2-pt layup from 1 ft (assist by G. Vásquez),,105,93
357,4,8:00.0,Violation by J. Johnson (def goaltending),,105,93
358,4,8:00.0,,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),105,95
359,4,7:45.0,G. Vásquez misses 2-pt jump shot from 7 ft,,105,95
360,4,7:45.0,,Defensive rebound by Team,105,95
361,4,7:40.0,Offensive charge foul by J. Teague (drawn by G. Vásquez),,105,95
362,4,7:40.0,,Turnover by J. Teague (offensive foul),105,95
363,4,7:18.0,J. Johnson misses 2-pt jump shot from 3 ft (block by A. Horford),,105,95
364,4,7:16.0,,Defensive rebound by J. Teague,105,95
365,4,7:16.0,,Personal foul by P. Patterson (drawn by J. Teague),105,95
366,4,7:05.0,,D. Carroll makes 2-pt dunk at rim (assist by J. Teague),105,97
367,4,6:46.0,G. Vásquez misses 3-pt jump shot from 24 ft,,105,97
368,4,6:45.0,,Defensive rebound by A. Horford,105,97
369,4,6:36.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by K. Korver),105,99
370,4,6:27.0,Toronto full timeout,,105,99
371,4,6:27.0,D. DeRozan enters the game for P. Patterson,,105,99
372,4,6:27.0,K. Lowry enters the game for C. Hayes,,105,99
373,4,6:27.0,A. Johnson enters the game for G. Vásquez,,105,99
374,4,6:17.0,Shooting foul by K. Korver (drawn by D. DeRozan),,105,99
375,4,6:17.0,D. DeRozan makes free throw 1 of 2,,106,99
376,4,6:17.0,D. DeRozan makes free throw 2 of 2,,107,99
377,4,6:05.0,,J. Teague misses 2-pt jump shot from 6 ft (block by J. Johnson),107,99
378,4,6:05.0,,Offensive rebound by Team,107,99
379,4,6:00.0,,A. Horford makes 2-pt jump shot from 17 ft (assist by P. Millsap),107,101
380,4,5:48.0,L. Williams makes 2-pt jump shot from 5 ft,,109,101
381,4,5:32.0,,A. Horford misses 2-pt jump shot from 5 ft,109,101
382,4,5:29.0,,Offensive rebound by D. Carroll,109,101
383,4,5:29.0,,D. Carroll misses 2-pt tip-in at rim,109,101
384,4,5:28.0,,Offensive rebound by K. Korver,109,101
385,4,5:24.0,,D. Carroll misses 3-pt jump shot from 22 ft,109,101
