,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
380,4,2:36.0,,A. Anderson makes free throw 1 of 2,101,87
381,4,2:36.0,,A. Anderson makes free throw 2 of 2,101,88
382,4,2:25.0,Turnover by N. Calathes (bad pass),,101,88
383,4,2:25.0,,S. Karasev enters the game for A. Anderson,101,88
384,4,2:25.0,J. Stokes enters the game for Z. Randolph,,101,88
385,4,2:25.0,J. Adams enters the game for T. Allen,,101,88
386,4,2:17.0,,Shooting foul by M. Gasol (drawn by J. Jordan),101,88
387,4,2:17.0,,J. Jordan makes free throw 1 of 2,101,89
388,4,2:17.0,,J. Jordan makes free throw 2 of 2,101,90
389,4,2:04.0,Turnover by M. Gasol (bad pass),,101,90
390,4,1:46.0,,Turnover by D. Morris (bad pass; steal by N. Calathes),101,90
391,4,1:43.0,Personal foul by D. Morris (drawn by J. Adams),,101,90
392,4,1:43.0,K. Koufos enters the game for M. Gasol,,101,90
393,4,1:36.0,J. Green misses 3-pt jump shot from 23 ft,,101,90
394,4,1:35.0,,Defensive rebound by M. Brown,101,90
395,4,1:26.0,,Turnover by M. Brown (bad pass; steal by K. Koufos),101,90
396,4,1:20.0,N. Calathes misses 2-pt layup from 1 ft,,101,90
397,4,1:19.0,Offensive rebound by J. Stokes,,101,90
398,4,1:15.0,J. Stokes misses 2-pt layup at rim,,101,90
399,4,1:14.0,,Defensive rebound by C. Jefferson,101,90
400,4,1:09.0,,Turnover by D. Morris (lost ball; steal by N. Calathes),101,90
401,4,1:08.0,Personal foul by D. Morris (drawn by N. Calathes),,101,90
402,4,1:08.0,N. Calathes misses free throw 1 of 2,,101,90
403,4,1:08.0,Offensive rebound by Team,,101,90
404,4,1:08.0,N. Calathes makes free throw 2 of 2,,102,90
405,4,0:58.0,,Turnover by M. Brown (lost ball; steal by N. Calathes),102,90
406,4,0:39.0,Turnover by N. Calathes (bad pass; steal by C. Jefferson),,102,90
407,4,0:38.0,Violation by J. Green (kicked ball),,102,90
408,4,0:28.0,,Personal foul by J. Adams (drawn by M. Brown),102,90
409,4,0:28.0,,M. Brown makes free throw 1 of 2,102,91
410,4,0:28.0,,M. Brown makes free throw 2 of 2,102,92
411,4,0:09.0,Personal foul by C. Jefferson (drawn by J. Stokes),,102,92
412,4,0:09.0,J. Stokes makes free throw 1 of 2,,103,92
413,4,0:09.0,J. Stokes misses free throw 2 of 2,,103,92
414,4,0:08.0,,Defensive rebound by C. Jefferson,103,92
415,4,0:01.0,,M. Brown misses 3-pt jump shot from 25 ft,103,92
416,4,0:00.0,,Offensive rebound by Team,103,92
