,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BROOKLYN_ACTION,MEMPHIS_SCORE,BROOKLYN_SCORE
0,1,11:45.0,,B. Lopez makes 2-pt hook shot from 10 ft (assist by J. Johnson),0,2
1,1,11:25.0,M. Gasol misses 2-pt jump shot from 14 ft,,0,2
2,1,11:23.0,,Defensive rebound by M. Plumlee,0,2
3,1,11:06.0,,M. Plumlee makes 2-pt dunk at rim (assist by B. Bogdanović),0,4
4,1,10:51.0,C. Lee makes 2-pt layup from 2 ft,,2,4
5,1,10:36.0,,Personal foul by M. Conley (drawn by J. Jack),2,4
6,1,10:31.0,,J. Jack makes 2-pt layup at rim (assist by M. Plumlee),2,6
7,1,10:10.0,C. Lee makes 2-pt layup at rim,,4,6
8,1,9:48.0,,B. Lopez makes 2-pt jump shot from 17 ft (assist by J. Jack),4,8
9,1,9:35.0,C. Lee misses 2-pt layup from 1 ft (block by M. Plumlee),,4,8
10,1,9:33.0,,Defensive rebound by B. Lopez,4,8
11,1,9:30.0,,B. Bogdanović misses 2-pt layup at rim (block by T. Allen),4,8
12,1,9:29.0,,Offensive rebound by Team,4,8
13,1,9:23.0,,J. Johnson misses 2-pt jump shot from 16 ft,4,8
14,1,9:21.0,Defensive rebound by Z. Randolph,,4,8
15,1,9:12.0,Turnover by M. Conley (bad pass; steal by M. Plumlee),,4,8
16,1,9:09.0,,M. Plumlee makes 2-pt dunk at rim,4,10
17,1,9:09.0,Memphis full timeout,,4,10
18,1,8:50.0,Z. Randolph misses 2-pt jump shot from 15 ft,,4,10
19,1,8:49.0,,Defensive rebound by B. Lopez,4,10
20,1,8:33.0,,M. Plumlee misses 2-pt layup at rim,4,10
21,1,8:32.0,Defensive rebound by M. Gasol,,4,10
22,1,8:26.0,Z. Randolph makes 2-pt layup from 3 ft (assist by M. Conley),,6,10
23,1,8:04.0,,Turnover by B. Bogdanović (lost ball; steal by M. Gasol),6,10
24,1,7:51.0,Personal foul by J. Johnson (drawn by Z. Randolph),,6,10
25,1,7:44.0,M. Conley misses 2-pt jump shot from 16 ft,,6,10
26,1,7:43.0,Offensive rebound by M. Gasol,,6,10
27,1,7:42.0,M. Gasol makes 2-pt tip-in from 1 ft,,8,10
28,1,7:31.0,,J. Jack misses 2-pt layup from 1 ft,8,10
29,1,7:29.0,,Offensive rebound by J. Jack,8,10
30,1,7:22.0,,M. Plumlee makes 2-pt dunk at rim,8,12
31,1,7:13.0,Turnover by M. Conley (bad pass),,8,12
32,1,6:59.0,,J. Jack misses 2-pt jump shot from 7 ft (block by M. Conley),8,12
33,1,6:57.0,Defensive rebound by M. Gasol,,8,12
34,1,6:47.0,M. Conley makes 2-pt layup from 1 ft,,10,12
35,1,6:31.0,,B. Lopez misses 2-pt jump shot from 21 ft,10,12
36,1,6:30.0,Defensive rebound by Z. Randolph,,10,12
37,1,6:20.0,Shooting foul by B. Bogdanović (drawn by M. Gasol),,10,12
38,1,6:20.0,M. Gasol makes free throw 1 of 2,,11,12
39,1,6:20.0,B. Udrih enters the game for M. Conley,,11,12
40,1,6:20.0,M. Gasol makes free throw 2 of 2,,12,12
41,1,5:58.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,12,12
42,1,5:56.0,Defensive rebound by B. Udrih,,12,12
43,1,5:49.0,B. Udrih misses 2-pt layup from 2 ft,,12,12
44,1,5:48.0,,Defensive rebound by B. Bogdanović,12,12
45,1,5:44.0,,B. Bogdanović makes 2-pt layup from 1 ft,12,14
46,1,5:21.0,C. Lee makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,15,14
47,1,5:08.0,,B. Lopez misses 2-pt jump shot from 20 ft,15,14
48,1,5:06.0,Defensive rebound by B. Udrih,,15,14
49,1,5:01.0,Z. Randolph makes 2-pt layup at rim (assist by B. Udrih),,17,14
50,1,5:00.0,,Brooklyn full timeout,17,14
51,1,5:00.0,J. Green enters the game for T. Allen,,17,14
52,1,4:51.0,,Personal foul by J. Green (drawn by J. Johnson),17,14
53,1,4:37.0,,J. Jack misses 2-pt jump shot from 20 ft,17,14
54,1,4:36.0,Defensive rebound by Z. Randolph,,17,14
55,1,4:18.0,M. Gasol makes 2-pt jump shot from 9 ft (assist by J. Green),,19,14
56,1,3:53.0,,B. Lopez misses 2-pt hook shot from 4 ft,19,14
57,1,3:52.0,Defensive rebound by Z. Randolph,,19,14
58,1,3:46.0,C. Lee makes 3-pt jump shot from 24 ft (assist by B. Udrih),,22,14
59,1,3:44.0,,Brooklyn full timeout,22,14
60,1,3:35.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Jack),22,17
61,1,3:20.0,J. Green misses 2-pt jump shot from 18 ft,,22,17
62,1,3:18.0,Offensive rebound by Z. Randolph,,22,17
63,1,3:07.0,Z. Randolph makes 2-pt layup from 1 ft,,24,17
64,1,3:07.0,Shooting foul by M. Plumlee (drawn by Z. Randolph),,24,17
65,1,3:07.0,Z. Randolph makes free throw 1 of 1,,25,17
66,1,2:54.0,,J. Johnson misses 3-pt jump shot from 25 ft,25,17
67,1,2:53.0,,Offensive rebound by B. Bogdanović,25,17
68,1,2:45.0,,B. Bogdanović makes 2-pt jump shot from 5 ft,25,19
69,1,2:28.0,Z. Randolph misses 2-pt jump shot from 15 ft,,25,19
70,1,2:27.0,,Defensive rebound by J. Johnson,25,19
71,1,2:13.0,,Turnover by B. Bogdanović (bad pass),25,19
72,1,2:13.0,,A. Anderson enters the game for J. Johnson,25,19
73,1,1:57.0,C. Lee makes 2-pt jump shot from 5 ft,,27,19
74,1,1:32.0,,A. Anderson misses 3-pt jump shot from 23 ft,27,19
75,1,1:31.0,Defensive rebound by M. Gasol,,27,19
76,1,1:21.0,C. Lee makes 3-pt jump shot from 24 ft (assist by Z. Randolph),,30,19
77,1,1:01.0,,B. Lopez makes 2-pt hook shot from 9 ft,30,21
78,1,0:43.0,B. Udrih misses 2-pt jump shot from 17 ft,,30,21
79,1,0:41.0,,Defensive rebound by B. Bogdanović,30,21
80,1,0:35.0,,J. Jack makes 2-pt jump shot from 21 ft,30,23
81,1,0:28.0,J. Green misses 2-pt layup from 4 ft,,30,23
82,1,0:27.0,,Defensive rebound by M. Plumlee,30,23
83,1,0:07.0,,J. Jack misses 2-pt jump shot from 5 ft,30,23
84,1,0:05.0,Defensive rebound by M. Gasol,,30,23
85,1,0:00.0,Shooting foul by A. Anderson (drawn by B. Udrih),,30,23
86,1,0:00.0,B. Udrih makes free throw 1 of 2,,31,23
87,1,0:00.0,J. Leuer enters the game for Z. Randolph,,31,23
88,1,0:00.0,,J. Jordan enters the game for B. Lopez,31,23
89,1,0:00.0,B. Udrih makes free throw 2 of 2,,32,23
90,2,11:49.0,Personal foul by J. Jordan (drawn by M. Gasol),,32,23
91,2,11:35.0,J. Green misses 3-pt jump shot from 25 ft,,32,23
92,2,11:34.0,,Defensive rebound by M. Plumlee,32,23
93,2,11:11.0,,A. Anderson misses 2-pt jump shot from 17 ft,32,23
94,2,11:09.0,Defensive rebound by B. Udrih,,32,23
95,2,11:02.0,B. Udrih makes 2-pt layup at rim,,34,23
96,2,10:37.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by M. Plumlee),34,26
97,2,10:15.0,M. Gasol misses 2-pt layup from 4 ft,,34,26
98,2,10:14.0,,Defensive rebound by M. Plumlee,34,26
99,2,10:05.0,,A. Anderson misses 3-pt jump shot from 24 ft,34,26
100,2,10:04.0,,Offensive rebound by J. Jordan,34,26
101,2,9:46.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),34,28
102,2,9:46.0,,Shooting foul by M. Gasol (drawn by M. Plumlee),34,28
103,2,9:46.0,V. Carter enters the game for C. Lee,,34,28
104,2,9:46.0,,D. Morris enters the game for J. Jack,34,28
105,2,9:46.0,,M. Plumlee makes free throw 1 of 1,34,29
106,2,9:33.0,Personal foul by J. Jordan (drawn by M. Gasol),,34,29
107,2,9:33.0,,M. Teletović enters the game for M. Plumlee,34,29
108,2,9:33.0,K. Koufos enters the game for M. Gasol,,34,29
109,2,9:21.0,V. Carter misses 2-pt jump shot from 20 ft,,34,29
110,2,9:20.0,,Defensive rebound by M. Teletović,34,29
111,2,9:10.0,,Turnover by A. Anderson (palming),34,29
112,2,8:59.0,Shooting foul by M. Teletović (drawn by J. Green),,34,29
113,2,8:59.0,Official timeout,,34,29
114,2,8:59.0,J. Green makes free throw 1 of 2,,35,29
115,2,8:59.0,J. Green makes free throw 2 of 2,,36,29
116,2,8:47.0,,M. Teletović makes 3-pt jump shot from 22 ft (assist by D. Morris),36,32
117,2,8:25.0,V. Carter misses 3-pt jump shot from 25 ft,,36,32
118,2,8:23.0,,Defensive rebound by M. Teletović,36,32
119,2,8:10.0,,A. Anderson makes 3-pt jump shot from 24 ft (assist by J. Johnson),36,35
120,2,7:50.0,V. Carter misses 3-pt jump shot from 24 ft,,36,35
121,2,7:49.0,,Defensive rebound by J. Jordan,36,35
122,2,7:38.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Johnson),36,38
123,2,7:38.0,Memphis full timeout,,36,38
124,2,7:38.0,T. Allen enters the game for J. Green,,36,38
125,2,7:38.0,M. Conley enters the game for B. Udrih,,36,38
126,2,7:38.0,Z. Randolph enters the game for J. Leuer,,36,38
127,2,7:38.0,,M. Plumlee enters the game for J. Jordan,36,38
128,2,7:14.0,V. Carter misses 3-pt jump shot from 24 ft,,36,38
129,2,7:13.0,,Defensive rebound by Team,36,38
130,2,6:58.0,,J. Johnson misses 2-pt jump shot from 20 ft,36,38
131,2,6:57.0,Defensive rebound by K. Koufos,,36,38
132,2,6:50.0,Personal foul by D. Morris (drawn by M. Conley),,36,38
133,2,6:37.0,Z. Randolph makes 2-pt layup from 3 ft,,38,38
134,2,6:24.0,,M. Teletović makes 3-pt jump shot from 24 ft (assist by D. Morris),38,41
135,2,6:08.0,M. Conley misses 2-pt layup from 1 ft,,38,41
136,2,6:07.0,Offensive rebound by Z. Randolph,,38,41
137,2,6:05.0,Z. Randolph makes 2-pt hook shot from 5 ft,,40,41
138,2,5:47.0,,M. Plumlee misses 2-pt hook shot from 7 ft,40,41
139,2,5:46.0,,Offensive rebound by Team,40,41
140,2,5:40.0,,D. Morris misses 2-pt layup from 2 ft (block by M. Conley),40,41
141,2,5:39.0,Defensive rebound by K. Koufos,,40,41
142,2,5:30.0,K. Koufos misses 2-pt jump shot from 18 ft,,40,41
143,2,5:29.0,,Defensive rebound by M. Plumlee,40,41
144,2,5:22.0,,A. Anderson misses 3-pt jump shot from 25 ft,40,41
145,2,5:21.0,Defensive rebound by M. Conley,,40,41
146,2,5:11.0,M. Conley misses 2-pt layup from 1 ft,,40,41
147,2,5:09.0,,Defensive rebound by D. Morris,40,41
148,2,5:03.0,,D. Morris makes 2-pt jump shot from 16 ft (assist by A. Anderson),40,43
149,2,4:38.0,Turnover by T. Allen (bad pass; steal by J. Johnson),,40,43
150,2,4:33.0,,Personal foul by T. Allen (drawn by M. Plumlee),40,43
151,2,4:33.0,M. Gasol enters the game for K. Koufos,,40,43
152,2,4:33.0,C. Lee enters the game for V. Carter,,40,43
153,2,4:33.0,,J. Jack enters the game for D. Morris,40,43
154,2,4:19.0,,Personal foul by T. Allen (drawn by J. Johnson),40,43
155,2,4:11.0,,M. Teletović misses 3-pt jump shot from 24 ft,40,43
156,2,4:10.0,Defensive rebound by Team,,40,43
157,2,4:10.0,,Loose ball foul by M. Plumlee (drawn by Z. Randolph),40,43
158,2,4:10.0,Z. Randolph makes free throw 1 of 2,,41,43
159,2,4:10.0,Z. Randolph misses free throw 2 of 2,,41,43
160,2,4:09.0,,Defensive rebound by M. Plumlee,41,43
161,2,3:54.0,,Turnover by J. Jack (bad pass; steal by T. Allen),41,43
162,2,3:51.0,T. Allen misses 2-pt layup from 2 ft,,41,43
163,2,3:50.0,Offensive rebound by Z. Randolph,,41,43
164,2,3:49.0,Shooting foul by J. Jack (drawn by Z. Randolph),,41,43
165,2,3:49.0,Z. Randolph makes free throw 1 of 2,,42,43
166,2,3:49.0,Z. Randolph misses free throw 2 of 2,,42,43
167,2,3:48.0,,Defensive rebound by M. Teletović,42,43
168,2,3:27.0,,Turnover by Team (back court),42,43
169,2,3:18.0,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),,44,43
170,2,3:06.0,,Turnover by J. Jack (bad pass; steal by T. Allen),44,43
171,2,2:59.0,C. Lee misses 2-pt jump shot from 3 ft,,44,43
172,2,2:58.0,,Defensive rebound by M. Teletović,44,43
173,2,2:52.0,,J. Johnson makes 2-pt layup from 1 ft (assist by A. Anderson),44,45
174,2,2:25.0,T. Allen misses 3-pt jump shot from 23 ft,,44,45
175,2,2:24.0,Offensive rebound by Team,,44,45
176,2,2:24.0,,Brooklyn full timeout,44,45
177,2,2:24.0,,B. Lopez enters the game for M. Plumlee,44,45
178,2,2:10.0,M. Gasol misses 2-pt jump shot from 19 ft,,44,45
179,2,2:09.0,Offensive rebound by T. Allen,,44,45
180,2,2:08.0,T. Allen makes 2-pt tip-in from 2 ft,,46,45
181,2,1:55.0,,Offensive foul by B. Lopez (drawn by M. Gasol),46,45
182,2,1:55.0,,Turnover by B. Lopez (offensive foul),46,45
183,2,1:34.0,M. Gasol makes 2-pt jump shot from 12 ft,,48,45
184,2,1:11.0,,Personal foul by Z. Randolph (drawn by M. Teletović),48,45
185,2,1:00.0,,A. Anderson misses 3-pt jump shot from 23 ft,48,45
186,2,0:58.0,Defensive rebound by T. Allen,,48,45
187,2,0:52.0,,Technical foul by A. Anderson,48,45
188,2,0:52.0,C. Lee makes technical free throw,,49,45
189,2,0:40.0,M. Conley misses 3-pt jump shot from 25 ft,,49,45
190,2,0:39.0,,Defensive rebound by A. Anderson,49,45
191,2,0:27.0,,J. Johnson misses 3-pt jump shot from 24 ft,49,45
192,2,0:26.0,Defensive rebound by M. Gasol,,49,45
193,2,0:04.0,M. Conley makes 2-pt jump shot from 8 ft,,51,45
194,2,0:01.0,,J. Jack misses 3-pt jump shot from 27 ft,51,45
195,2,0:00.0,,Offensive rebound by Team,51,45
196,3,11:46.0,M. Conley misses 3-pt jump shot from 24 ft,,51,45
197,3,11:45.0,Offensive rebound by T. Allen,,51,45
198,3,11:32.0,Z. Randolph makes 2-pt layup from 3 ft,,53,45
199,3,11:32.0,Shooting foul by M. Plumlee (drawn by Z. Randolph),,53,45
200,3,11:32.0,Z. Randolph makes free throw 1 of 1,,54,45
201,3,11:16.0,,Turnover by M. Plumlee (lost ball; steal by Z. Randolph),54,45
202,3,10:56.0,M. Gasol misses 2-pt jump shot from 15 ft,,54,45
203,3,10:55.0,,Defensive rebound by J. Jack,54,45
204,3,10:49.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),54,47
205,3,10:37.0,T. Allen makes 2-pt layup from 1 ft (assist by M. Gasol),,56,47
206,3,10:22.0,,J. Jack makes 2-pt layup from 2 ft,56,49
207,3,10:13.0,M. Gasol makes 2-pt layup from 3 ft (assist by C. Lee),,58,49
208,3,10:13.0,Shooting foul by J. Jack (drawn by M. Gasol),,58,49
209,3,10:13.0,M. Gasol makes free throw 1 of 1,,59,49
210,3,9:51.0,,J. Johnson misses 2-pt jump shot from 6 ft,59,49
211,3,9:50.0,,Offensive rebound by M. Plumlee,59,49
212,3,9:43.0,,J. Jack misses 3-pt jump shot from 23 ft,59,49
213,3,9:42.0,Defensive rebound by T. Allen,,59,49
214,3,9:32.0,T. Allen makes 2-pt layup at rim,,61,49
215,3,9:24.0,,Brooklyn full timeout,61,49
216,3,9:02.0,,Turnover by B. Lopez (lost ball; steal by M. Gasol),61,49
217,3,8:57.0,C. Lee makes 2-pt layup from 1 ft,,63,49
218,3,8:39.0,,J. Johnson misses 2-pt jump shot from 8 ft,63,49
219,3,8:38.0,Defensive rebound by Z. Randolph,,63,49
220,3,8:12.0,T. Allen misses 3-pt jump shot from 23 ft,,63,49
221,3,8:11.0,Offensive rebound by Z. Randolph,,63,49
222,3,8:01.0,Z. Randolph misses 2-pt jump shot from 13 ft,,63,49
223,3,8:00.0,,Defensive rebound by B. Bogdanović,63,49
224,3,7:47.0,,B. Lopez misses 2-pt jump shot from 21 ft,63,49
225,3,7:46.0,Defensive rebound by Z. Randolph,,63,49
226,3,7:35.0,Shooting foul by B. Lopez (drawn by M. Gasol),,63,49
227,3,7:35.0,M. Gasol misses free throw 1 of 2,,63,49
228,3,7:35.0,Offensive rebound by Team,,63,49
229,3,7:35.0,,M. Teletović enters the game for M. Plumlee,63,49
230,3,7:35.0,,D. Morris enters the game for B. Bogdanović,63,49
231,3,7:35.0,M. Gasol makes free throw 2 of 2,,64,49
232,3,7:25.0,,Personal foul by C. Lee (drawn by D. Morris),64,49
233,3,7:15.0,,M. Teletović misses 2-pt jump shot from 9 ft,64,49
234,3,7:13.0,Defensive rebound by Z. Randolph,,64,49
235,3,6:57.0,T. Allen makes 2-pt layup from 2 ft (assist by C. Lee),,66,49
236,3,6:45.0,,M. Teletović makes 3-pt jump shot from 23 ft (assist by J. Jack),66,52
237,3,6:21.0,Shooting foul by B. Lopez (drawn by M. Gasol),,66,52
238,3,6:21.0,M. Gasol makes free throw 1 of 2,,67,52
239,3,6:21.0,M. Gasol makes free throw 2 of 2,,68,52
240,3,6:05.0,,J. Jack makes 2-pt layup from 2 ft,68,54
241,3,6:05.0,,Shooting foul by M. Conley (drawn by J. Jack),68,54
242,3,6:05.0,,J. Jack makes free throw 1 of 1,68,55
243,3,5:56.0,M. Conley misses 3-pt jump shot from 24 ft,,68,55
244,3,5:55.0,,Defensive rebound by Team,68,55
245,3,5:55.0,Loose ball foul by Z. Randolph (drawn by B. Lopez),,68,55
246,3,5:49.0,,Offensive foul by J. Jack (drawn by M. Conley),68,55
247,3,5:49.0,,Turnover by J. Jack (offensive foul),68,55
248,3,5:35.0,M. Gasol misses 2-pt jump shot from 18 ft,,68,55
249,3,5:34.0,Offensive rebound by Z. Randolph,,68,55
250,3,5:32.0,Z. Randolph makes 2-pt layup from 1 ft,,70,55
251,3,5:19.0,,J. Jack misses 2-pt jump shot from 19 ft,70,55
252,3,5:18.0,Defensive rebound by Z. Randolph,,70,55
253,3,5:08.0,Memphis full timeout,,70,55
254,3,5:08.0,J. Green enters the game for T. Allen,,70,55
255,3,5:01.0,J. Green misses 2-pt jump shot from 4 ft,,70,55
256,3,5:00.0,,Defensive rebound by B. Lopez,70,55
257,3,4:48.0,,M. Teletović misses 3-pt jump shot from 25 ft,70,55
258,3,4:47.0,Defensive rebound by M. Gasol,,70,55
259,3,4:38.0,Personal foul by M. Teletović (drawn by Z. Randolph),,70,55
260,3,4:38.0,Z. Randolph misses free throw 1 of 2,,70,55
261,3,4:38.0,Offensive rebound by Team,,70,55
262,3,4:38.0,K. Koufos enters the game for M. Gasol,,70,55
263,3,4:38.0,Z. Randolph misses free throw 2 of 2,,70,55
264,3,4:37.0,,Defensive rebound by M. Teletović,70,55
265,3,4:17.0,,J. Jack misses 3-pt jump shot from 24 ft,70,55
266,3,4:16.0,Defensive rebound by K. Koufos,,70,55
267,3,4:08.0,M. Conley makes 2-pt jump shot from 6 ft,,72,55
268,3,3:41.0,,J. Johnson misses 2-pt jump shot from 17 ft,72,55
269,3,3:40.0,Defensive rebound by Team,,72,55
270,3,3:40.0,,M. Plumlee enters the game for B. Lopez,72,55
271,3,3:23.0,J. Green makes 2-pt jump shot from 12 ft (assist by C. Lee),,74,55
272,3,3:05.0,,M. Plumlee makes 2-pt jump shot from 5 ft,74,57
273,3,2:46.0,C. Lee misses 3-pt jump shot from 24 ft,,74,57
274,3,2:45.0,Offensive rebound by Team,,74,57
275,3,2:45.0,,A. Anderson enters the game for J. Jack,74,57
276,3,2:45.0,,B. Bogdanović enters the game for J. Johnson,74,57
277,3,2:45.0,V. Carter enters the game for Z. Randolph,,74,57
278,3,2:22.0,J. Green misses 3-pt jump shot from 23 ft,,74,57
279,3,2:21.0,Offensive rebound by K. Koufos,,74,57
280,3,2:12.0,Shooting foul by M. Teletović (drawn by J. Green),,74,57
281,3,2:12.0,J. Green makes free throw 1 of 2,,75,57
282,3,2:12.0,J. Green makes free throw 2 of 2,,76,57
283,3,2:00.0,,D. Morris makes 2-pt jump shot from 8 ft,76,59
284,3,1:36.0,Turnover by J. Green (bad pass; steal by B. Bogdanović),,76,59
285,3,1:32.0,,B. Bogdanović makes 2-pt layup at rim,76,61
286,3,1:13.0,M. Conley misses 2-pt jump shot from 4 ft,,76,61
287,3,1:12.0,Offensive rebound by J. Green,,76,61
288,3,1:11.0,J. Green misses 2-pt tip-in at rim,,76,61
289,3,1:10.0,,Defensive rebound by M. Plumlee,76,61
290,3,1:10.0,,Personal foul by M. Conley (drawn by M. Plumlee),76,61
291,3,1:10.0,B. Udrih enters the game for M. Conley,,76,61
292,3,1:00.0,,D. Morris makes 2-pt layup from 2 ft,76,63
293,3,0:44.0,J. Green makes 2-pt layup from 2 ft,,78,63
294,3,0:35.0,,D. Morris misses 2-pt jump shot from 17 ft,78,63
295,3,0:34.0,,Offensive rebound by B. Bogdanović,78,63
296,3,0:33.0,,B. Bogdanović makes 2-pt layup from 1 ft,78,65
297,3,0:21.0,Shooting foul by D. Morris (drawn by K. Koufos),,78,65
298,3,0:21.0,K. Koufos makes free throw 1 of 2,,79,65
299,3,0:21.0,N. Calathes enters the game for C. Lee,,79,65
300,3,0:21.0,K. Koufos makes free throw 2 of 2,,80,65
301,3,0:08.0,,Turnover by M. Plumlee (lost ball; steal by V. Carter),80,65
302,3,0:01.0,B. Udrih makes 2-pt layup from 1 ft,,82,65
303,3,0:01.0,,M. Teletović misses 3-pt jump shot from 77 ft,82,65
304,3,0:00.0,,Offensive rebound by Team,82,65
305,4,11:49.0,,Turnover by D. Morris (lost ball; steal by B. Udrih),82,65
306,4,11:33.0,B. Udrih misses 3-pt jump shot from 24 ft,,82,65
307,4,11:32.0,,Defensive rebound by M. Teletović,82,65
308,4,11:23.0,,Personal foul by K. Koufos (drawn by M. Plumlee),82,65
309,4,11:12.0,,D. Morris makes 3-pt jump shot from 24 ft (assist by A. Anderson),82,68
310,4,10:55.0,B. Udrih misses 2-pt jump shot from 17 ft,,82,68
311,4,10:54.0,Offensive rebound by K. Koufos,,82,68
312,4,10:39.0,J. Green makes 2-pt jump shot from 7 ft,,84,68
313,4,10:24.0,,Turnover by M. Teletović (lost ball; steal by V. Carter),84,68
314,4,10:20.0,N. Calathes makes 2-pt layup from 2 ft (assist by V. Carter),,86,68
315,4,10:01.0,,M. Plumlee makes 2-pt layup from 2 ft,86,70
316,4,9:50.0,N. Calathes misses 2-pt jump shot from 5 ft,,86,70
317,4,9:48.0,Offensive rebound by K. Koufos,,86,70
318,4,9:45.0,Turnover by K. Koufos (lost ball; steal by D. Morris),,86,70
319,4,9:44.0,,D. Morris makes 2-pt layup from 2 ft,86,72
320,4,9:44.0,,Shooting foul by B. Udrih (drawn by D. Morris),86,72
321,4,9:44.0,,J. Johnson enters the game for M. Teletović,86,72
322,4,9:44.0,,D. Morris misses free throw 1 of 1,86,72
323,4,9:43.0,Defensive rebound by J. Green,,86,72
324,4,9:25.0,K. Koufos misses 2-pt hook shot from 7 ft,,86,72
325,4,9:24.0,,Defensive rebound by M. Plumlee,86,72
326,4,9:15.0,,Personal foul by V. Carter (drawn by A. Anderson),86,72
327,4,9:00.0,,A. Anderson misses 2-pt jump shot from 18 ft,86,72
328,4,8:59.0,Defensive rebound by J. Green,,86,72
329,4,8:47.0,K. Koufos makes 2-pt layup from 1 ft,,88,72
330,4,8:34.0,,Personal foul by N. Calathes (drawn by B. Bogdanović),88,72
331,4,8:34.0,Official timeout,,88,72
332,4,8:26.0,,Turnover by J. Johnson (bad pass; steal by N. Calathes),88,72
333,4,8:07.0,K. Koufos misses 2-pt layup from 1 ft,,88,72
334,4,8:06.0,,Defensive rebound by B. Bogdanović,88,72
335,4,7:56.0,,Turnover by A. Anderson (bad pass),88,72
336,4,7:39.0,K. Koufos makes 2-pt layup from 3 ft (assist by V. Carter),,90,72
337,4,7:12.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,90,72
338,4,7:11.0,,Offensive rebound by Team,90,72
339,4,7:11.0,,Brooklyn full timeout,90,72
340,4,7:11.0,,J. Jack enters the game for D. Morris,90,72
341,4,7:11.0,,B. Lopez enters the game for M. Plumlee,90,72
342,4,7:11.0,,C. Jefferson enters the game for B. Bogdanović,90,72
343,4,7:02.0,,J. Johnson misses 2-pt jump shot from 9 ft,90,72
344,4,7:02.0,,Offensive rebound by B. Lopez,90,72
345,4,7:00.0,,B. Lopez makes 2-pt layup from 1 ft,90,74
346,4,6:37.0,N. Calathes misses 2-pt jump shot from 22 ft,,90,74
347,4,6:35.0,,Defensive rebound by J. Johnson,90,74
348,4,6:22.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by B. Lopez),90,77
349,4,5:57.0,Personal foul by C. Jefferson (drawn by N. Calathes),,90,77
350,4,5:57.0,T. Allen enters the game for B. Udrih,,90,77
351,4,5:57.0,Z. Randolph enters the game for V. Carter,,90,77
352,4,5:57.0,M. Gasol enters the game for K. Koufos,,90,77
353,4,5:47.0,J. Green misses 3-pt jump shot from 24 ft,,90,77
354,4,5:46.0,Offensive rebound by M. Gasol,,90,77
355,4,5:36.0,T. Allen makes 2-pt layup from 2 ft (assist by Z. Randolph),,92,77
356,4,5:36.0,Shooting foul by B. Lopez (drawn by T. Allen),,92,77
357,4,5:36.0,T. Allen makes free throw 1 of 1,,93,77
358,4,5:18.0,,J. Johnson misses 3-pt jump shot from 25 ft,93,77
359,4,5:17.0,Defensive rebound by N. Calathes,,93,77
360,4,5:12.0,T. Allen makes 2-pt layup from 2 ft (assist by N. Calathes),,95,77
361,4,4:55.0,,B. Lopez makes 2-pt layup from 2 ft,95,79
362,4,4:55.0,,Shooting foul by M. Gasol (drawn by B. Lopez),95,79
363,4,4:55.0,,B. Lopez makes free throw 1 of 1,95,80
364,4,4:35.0,Turnover by N. Calathes (traveling),,95,80
365,4,4:26.0,,C. Jefferson makes 2-pt jump shot from 19 ft (assist by J. Jack),95,82
366,4,4:06.0,Personal foul by C. Jefferson (drawn by Z. Randolph),,95,82
367,4,3:59.0,M. Gasol makes 2-pt dunk at rim (assist by N. Calathes),,97,82
368,4,3:48.0,,Personal foul by N. Calathes (drawn by J. Jack),97,82
369,4,3:48.0,,J. Jack makes free throw 1 of 2,97,83
370,4,3:48.0,,J. Jack misses free throw 2 of 2,97,83
371,4,3:47.0,Defensive rebound by Z. Randolph,,97,83
372,4,3:30.0,N. Calathes makes 2-pt jump shot from 10 ft (assist by J. Green),,99,83
373,4,3:14.0,,A. Anderson makes 3-pt jump shot from 24 ft (assist by C. Jefferson),99,86
374,4,2:52.0,Z. Randolph makes 2-pt hook shot from 4 ft (assist by N. Calathes),,101,86
375,4,2:36.0,,Personal foul by J. Green (drawn by A. Anderson),101,86
376,4,2:36.0,Memphis full timeout,,101,86
377,4,2:36.0,,J. Jordan enters the game for J. Johnson,101,86
378,4,2:36.0,,D. Morris enters the game for B. Lopez,101,86
379,4,2:36.0,,M. Brown enters the game for J. Jack,101,86
