,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,HOUSTON_ACTION,PHILADELPHIA_SCORE,HOUSTON_SCORE
385,4,8:55.0,,D. Motiejūnas misses 2-pt jump shot from 3 ft (block by H. Sims),71,68
386,4,8:53.0,Defensive rebound by K. McDaniels,,71,68
387,4,8:51.0,Turnover by K. McDaniels (lost ball; steal by J. Terry),,71,68
388,4,8:51.0,Loose ball foul by K. McDaniels (drawn by J. Harden),,71,68
389,4,8:51.0,,Houston full timeout,71,68
390,4,8:51.0,,I. Canaan enters the game for J. Terry,71,68
391,4,8:51.0,N. Noel enters the game for K. McDaniels,,71,68
392,4,8:51.0,H. Thompson enters the game for D. Gordon,,71,68
393,4,8:41.0,,J. Harden misses 2-pt layup from 2 ft,71,68
394,4,8:40.0,,Offensive rebound by D. Howard,71,68
395,4,8:40.0,,D. Howard makes 2-pt tip-in from 1 ft,71,70
396,4,8:19.0,T. Wroten misses 3-pt jump shot from 25 ft,,71,70
397,4,8:17.0,,Defensive rebound by T. Ariza,71,70
398,4,7:54.0,,T. Ariza misses 3-pt jump shot from 25 ft,71,70
399,4,7:54.0,,Offensive rebound by Team,71,70
400,4,7:54.0,Loose ball foul by H. Thompson (drawn by D. Howard),,71,70
401,4,7:44.0,,Personal foul by N. Noel (drawn by D. Motiejūnas),71,70
402,4,7:44.0,,D. Motiejūnas makes free throw 1 of 2,71,71
403,4,7:44.0,,D. Motiejūnas misses free throw 2 of 2,71,71
404,4,7:43.0,Defensive rebound by N. Noel,,71,71
405,4,7:23.0,Turnover by H. Thompson (bad pass; steal by D. Howard),,71,71
406,4,7:21.0,,Shooting block foul by L. Mbah a Moute (drawn by J. Harden),71,71
407,4,7:21.0,,J. Harden makes free throw 1 of 2,71,72
408,4,7:21.0,,J. Harden makes free throw 2 of 2,71,73
409,4,7:06.0,Turnover by L. Mbah a Moute (bad pass; steal by D. Howard),,71,73
410,4,6:56.0,,J. Harden misses 2-pt jump shot from 18 ft,71,73
411,4,6:55.0,Defensive rebound by N. Noel,,71,73
412,4,6:50.0,Shooting block foul by J. Harden (drawn by T. Wroten),,71,73
413,4,6:50.0,T. Wroten makes free throw 1 of 2,,72,73
414,4,6:50.0,B. Davies enters the game for H. Sims,,72,73
415,4,6:50.0,M. Carter-Williams enters the game for H. Thompson,,72,73
416,4,6:50.0,T. Wroten misses free throw 2 of 2,,72,73
417,4,6:50.0,,Defensive rebound by T. Ariza,72,73
418,4,6:37.0,,J. Harden misses 2-pt jump shot from 18 ft,72,73
419,4,6:35.0,Defensive rebound by L. Mbah a Moute,,72,73
420,4,6:29.0,Shooting foul by J. Harden (drawn by B. Davies),,72,73
421,4,6:29.0,B. Davies misses free throw 1 of 2,,72,73
422,4,6:29.0,Offensive rebound by Team,,72,73
423,4,6:29.0,B. Davies misses free throw 2 of 2,,72,73
424,4,6:29.0,,Defensive rebound by D. Howard,72,73
425,4,6:05.0,,Turnover by D. Howard (bad pass; steal by M. Carter-Williams),72,73
426,4,5:59.0,T. Wroten misses 3-pt jump shot from 24 ft,,72,73
427,4,5:57.0,,Defensive rebound by T. Ariza,72,73
428,4,5:51.0,,J. Harden misses 2-pt layup from 4 ft (block by N. Noel),72,73
429,4,5:50.0,Defensive rebound by L. Mbah a Moute,,72,73
430,4,5:44.0,M. Carter-Williams misses 2-pt layup from 1 ft (block by D. Howard),,72,73
431,4,5:43.0,Offensive rebound by B. Davies,,72,73
432,4,5:42.0,Philadelphia full timeout,,72,73
433,4,5:33.0,Turnover by M. Carter-Williams (lost ball; steal by J. Harden),,72,73
434,4,5:33.0,Loose ball foul by N. Noel (drawn by T. Ariza),,72,73
435,4,5:33.0,,T. Ariza makes free throw 1 of 2,72,74
436,4,5:33.0,,T. Ariza makes free throw 2 of 2,72,75
437,4,5:18.0,B. Davies misses 2-pt layup from 2 ft,,72,75
438,4,5:17.0,,Defensive rebound by I. Canaan,72,75
439,4,5:07.0,,Def 3 sec tech foul by B. Davies,72,75
440,4,5:07.0,,J. Harden makes technical free throw,72,76
441,4,5:07.0,H. Sims enters the game for N. Noel,,72,76
442,4,4:57.0,,D. Motiejūnas misses 2-pt jump shot from 4 ft,72,76
443,4,4:56.0,,Offensive rebound by D. Howard,72,76
444,4,4:56.0,,D. Howard misses 2-pt tip-in from 1 ft,72,76
445,4,4:54.0,Defensive rebound by L. Mbah a Moute,,72,76
446,4,4:49.0,Turnover by T. Wroten (lost ball; steal by T. Ariza),,72,76
447,4,4:44.0,,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Harden),72,79
448,4,4:20.0,M. Carter-Williams makes 3-pt jump shot from 24 ft (assist by T. Wroten),,75,79
449,4,3:59.0,,Turnover by D. Howard (offensive foul),75,79
450,4,3:59.0,Offensive charge foul by D. Howard (drawn by B. Davies),,75,79
451,4,3:59.0,H. Thompson enters the game for L. Mbah a Moute,,75,79
452,4,3:59.0,,J. Terry enters the game for I. Canaan,75,79
453,4,3:49.0,Personal block foul by T. Ariza (drawn by M. Carter-Williams),,75,79
454,4,3:49.0,M. Carter-Williams makes free throw 1 of 2,,76,79
455,4,3:49.0,M. Carter-Williams makes free throw 2 of 2,,77,79
456,4,3:32.0,,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),77,81
457,4,3:17.0,H. Sims makes 2-pt jump shot from 19 ft (assist by B. Davies),,79,81
458,4,2:50.0,Offensive charge foul by J. Harden (drawn by M. Carter-Williams),,79,81
459,4,2:50.0,,Turnover by J. Harden (offensive foul),79,81
460,4,2:50.0,,Houston full timeout,79,81
461,4,2:27.0,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),,81,81
462,4,2:08.0,,J. Terry misses 3-pt jump shot from 24 ft,81,81
463,4,2:07.0,,Offensive rebound by Team,81,81
464,4,2:07.0,Loose ball foul by H. Sims (drawn by D. Howard),,81,81
465,4,2:07.0,,D. Howard makes free throw 1 of 2,81,82
466,4,2:07.0,,D. Howard misses free throw 2 of 2,81,82
467,4,2:06.0,,Offensive rebound by D. Howard,81,82
468,4,2:02.0,,J. Harden misses 2-pt layup at rim,81,82
469,4,2:00.0,,Offensive rebound by D. Howard,81,82
470,4,2:00.0,,D. Howard makes 2-pt layup from 2 ft,81,84
471,4,1:44.0,H. Thompson makes 2-pt layup from 1 ft,,83,84
472,4,1:33.0,Offensive charge foul by J. Harden (drawn by B. Davies),,83,84
473,4,1:33.0,,Turnover by J. Harden (offensive foul),83,84
474,4,1:22.0,Shooting foul by T. Ariza (drawn by T. Wroten),,83,84
475,4,1:22.0,T. Wroten makes free throw 1 of 2,,84,84
476,4,1:22.0,L. Mbah a Moute enters the game for H. Thompson,,84,84
477,4,1:22.0,T. Wroten misses free throw 2 of 2,,84,84
478,4,1:21.0,,Defensive rebound by D. Howard,84,84
479,4,1:09.0,,J. Harden misses 2-pt layup from 3 ft (block by H. Sims),84,84
480,4,1:07.0,Defensive rebound by H. Sims,,84,84
481,4,0:51.0,T. Wroten makes 3-pt jump shot from 26 ft,,87,84
482,4,0:51.0,,Houston full timeout,87,84
483,4,0:48.0,,Offensive foul by D. Howard (drawn by T. Wroten),87,84
484,4,0:48.0,,Turnover by D. Howard (offensive foul),87,84
485,4,0:37.0,Turnover by B. Davies (bad pass; steal by J. Harden),,87,84
486,4,0:36.0,,Shooting foul by M. Carter-Williams (drawn by J. Harden),87,84
487,4,0:36.0,Technical foul by Team,,87,84
488,4,0:36.0,,J. Harden misses technical free throw,87,84
489,4,0:36.0,,Offensive rebound by Team,87,84
490,4,0:36.0,,J. Harden makes free throw 1 of 2,87,85
491,4,0:36.0,,J. Harden makes free throw 2 of 2,87,86
492,4,0:36.0,Philadelphia full timeout,,87,86
493,4,0:17.0,Turnover by M. Carter-Williams (lost ball),,87,86
494,4,0:17.0,,I. Canaan enters the game for D. Motiejūnas,87,86
495,4,0:09.0,,J. Harden makes 2-pt layup from 3 ft,87,88
496,4,0:09.0,Philadelphia full timeout,,87,88
497,4,0:02.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,87,88
498,4,0:01.0,,Defensive rebound by D. Howard,87,88
