,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
217,2,2:49.0,Turnover by J. Dudley (bad pass; steal by T. Lawson),,50,50
218,2,2:44.0,,W. Chandler misses 2-pt layup from 1 ft,50,50
219,2,2:44.0,,Offensive rebound by Team,50,50
220,2,2:34.0,,D. Gallinari misses 2-pt jump shot from 22 ft,50,50
221,2,2:33.0,Defensive rebound by G. Antetokounmpo,,50,50
222,2,2:19.0,J. Henson misses 2-pt hook shot from 7 ft,,50,50
223,2,2:18.0,,Defensive rebound by D. Gallinari,50,50
224,2,2:05.0,,D. Gallinari misses 3-pt jump shot from 22 ft,50,50
225,2,2:04.0,Defensive rebound by J. Bayless,,50,50
226,2,1:57.0,M. Carter-Williams misses 3-pt jump shot from 23 ft,,50,50
227,2,1:56.0,,Defensive rebound by K. Faried,50,50
228,2,1:50.0,,Turnover by W. Barton (bad pass; steal by J. Henson),50,50
229,2,1:50.0,Personal foul by W. Chandler (drawn by M. Carter-Williams),,50,50
230,2,1:50.0,M. Carter-Williams misses free throw 1 of 2,,50,50
231,2,1:50.0,Offensive rebound by Team,,50,50
232,2,1:50.0,M. Carter-Williams misses free throw 2 of 2,,50,50
233,2,1:49.0,Offensive rebound by Team,,50,50
234,2,1:38.0,Offensive foul by G. Antetokounmpo (drawn by D. Gallinari),,50,50
235,2,1:38.0,Turnover by G. Antetokounmpo (offensive foul),,50,50
236,2,1:25.0,,D. Gallinari makes 3-pt jump shot from 22 ft (assist by T. Lawson),50,53
237,2,1:03.0,Turnover by G. Antetokounmpo (bad pass; steal by W. Barton),,50,53
238,2,1:00.0,,W. Barton misses 2-pt layup from 1 ft (block by G. Antetokounmpo),50,53
239,2,0:59.0,,Offensive rebound by Team,50,53
240,2,0:59.0,,Denver full timeout,50,53
241,2,0:49.0,,W. Chandler misses 3-pt jump shot from 25 ft,50,53
242,2,0:48.0,Defensive rebound by M. Carter-Williams,,50,53
243,2,0:37.0,J. Dudley misses 3-pt jump shot from 24 ft,,50,53
244,2,0:36.0,,Defensive rebound by K. Faried,50,53
245,2,0:30.0,,T. Lawson makes 2-pt layup at rim,50,55
246,2,0:10.0,Personal foul by W. Chandler (drawn by G. Antetokounmpo),,50,55
247,2,0:10.0,G. Antetokounmpo misses free throw 1 of 2,,50,55
248,2,0:10.0,Offensive rebound by Team,,50,55
249,2,0:10.0,,E. Green enters the game for W. Chandler,50,55
250,2,0:10.0,G. Antetokounmpo makes free throw 2 of 2,,51,55
251,2,0:01.0,,T. Lawson misses 2-pt layup from 2 ft (block by J. Henson),51,55
252,2,0:00.0,,Offensive rebound by Team,51,55
253,3,11:42.0,K. Middleton misses 2-pt jump shot from 10 ft,,51,55
254,3,11:40.0,,Defensive rebound by K. Faried,51,55
255,3,11:30.0,,K. Faried misses 2-pt layup from 2 ft,51,55
256,3,11:29.0,Defensive rebound by G. Antetokounmpo,,51,55
257,3,11:12.0,M. Carter-Williams makes 2-pt jump shot from 4 ft,,53,55
258,3,10:54.0,,Turnover by K. Faried (offensive goaltending),53,55
259,3,10:32.0,K. Middleton misses 2-pt jump shot from 14 ft,,53,55
260,3,10:30.0,,Defensive rebound by D. Gallinari,53,55
261,3,10:17.0,,R. Foye misses 3-pt jump shot from 24 ft,53,55
262,3,10:15.0,Defensive rebound by G. Antetokounmpo,,53,55
263,3,10:06.0,K. Middleton misses 2-pt jump shot from 6 ft,,53,55
264,3,10:05.0,,Defensive rebound by Team,53,55
265,3,9:49.0,,T. Lawson makes 2-pt jump shot from 15 ft,53,57
266,3,9:31.0,Personal foul by T. Lawson (drawn by M. Carter-Williams),,53,57
267,3,9:22.0,K. Middleton misses 2-pt jump shot from 2 ft,,53,57
268,3,9:20.0,Offensive rebound by K. Middleton,,53,57
269,3,9:19.0,K. Middleton makes 2-pt layup from 2 ft,,55,57
270,3,9:08.0,,D. Gallinari misses 2-pt jump shot from 3 ft (block by E. İlyasova),55,57
271,3,9:05.0,Defensive rebound by E. İlyasova,,55,57
272,3,9:02.0,Z. Pachulia misses 2-pt jump shot from 7 ft,,55,57
273,3,9:00.0,,Defensive rebound by W. Chandler,55,57
274,3,8:48.0,,K. Faried makes 2-pt dunk at rim (assist by T. Lawson),55,59
275,3,8:34.0,Turnover by Z. Pachulia (bad pass; steal by T. Lawson),,55,59
276,3,8:27.0,,T. Lawson makes 3-pt jump shot from 24 ft (assist by R. Foye),55,62
277,3,8:27.0,Milwaukee full timeout,,55,62
278,3,8:27.0,J. Henson enters the game for Z. Pachulia,,55,62
279,3,8:15.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,58,62
280,3,7:56.0,,Turnover by R. Foye (bad pass; steal by G. Antetokounmpo),58,62
281,3,7:38.0,K. Middleton misses 3-pt jump shot from 26 ft,,58,62
282,3,7:36.0,,Defensive rebound by R. Foye,58,62
283,3,7:27.0,,D. Gallinari misses 3-pt jump shot from 22 ft,58,62
284,3,7:26.0,Defensive rebound by G. Antetokounmpo,,58,62
285,3,7:12.0,E. İlyasova misses 3-pt jump shot from 25 ft,,58,62
286,3,7:10.0,,Defensive rebound by D. Gallinari,58,62
287,3,6:55.0,,W. Chandler makes 2-pt layup at rim,58,64
288,3,6:41.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,61,64
289,3,6:09.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by T. Lawson),61,67
290,3,5:51.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,64,67
291,3,5:32.0,,T. Lawson misses 3-pt jump shot from 25 ft,64,67
292,3,5:30.0,Defensive rebound by K. Middleton,,64,67
293,3,5:28.0,Personal foul by R. Foye (drawn by K. Middleton),,64,67
294,3,5:28.0,J. Dudley enters the game for E. İlyasova,,64,67
295,3,5:22.0,Personal foul by T. Lawson (drawn by M. Carter-Williams),,64,67
296,3,5:09.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft,,66,67
297,3,4:50.0,,Turnover by W. Chandler (discontinued dribble),66,67
298,3,4:47.0,Offensive foul by G. Antetokounmpo (drawn by R. Foye),,66,67
299,3,4:47.0,Turnover by G. Antetokounmpo (offensive foul),,66,67
300,3,4:44.0,,Offensive foul by W. Chandler (drawn by G. Antetokounmpo),66,67
301,3,4:44.0,,Turnover by W. Chandler (offensive foul),66,67
302,3,4:29.0,J. Henson makes 2-pt hook shot from 7 ft,,68,67
303,3,4:15.0,,Personal foul by G. Antetokounmpo (drawn by T. Lawson),68,67
304,3,4:15.0,,W. Barton enters the game for W. Chandler,68,67
305,3,4:15.0,J. Bayless enters the game for G. Antetokounmpo,,68,67
306,3,4:07.0,,Turnover by T. Lawson (bad pass; steal by K. Middleton),68,67
307,3,4:04.0,K. Middleton misses 2-pt layup from 2 ft (block by R. Foye),,68,67
308,3,4:03.0,Offensive rebound by Team,,68,67
309,3,3:58.0,K. Middleton misses 2-pt jump shot from 17 ft,,68,67
310,3,3:58.0,,Defensive rebound by T. Lawson,68,67
311,3,3:58.0,,Personal foul by M. Carter-Williams (drawn by T. Lawson),68,67
312,3,3:43.0,,D. Gallinari makes 2-pt dunk at rim (assist by T. Lawson),68,69
313,3,3:20.0,J. Henson misses 2-pt hook shot from 7 ft,,68,69
314,3,3:19.0,,Defensive rebound by K. Faried,68,69
315,3,3:02.0,,R. Foye makes 3-pt jump shot from 23 ft (assist by W. Barton),68,72
316,3,2:50.0,J. Dudley misses 3-pt jump shot from 25 ft,,68,72
317,3,2:49.0,,Defensive rebound by K. Faried,68,72
318,3,2:46.0,,Denver full timeout,68,72
319,3,2:46.0,T. Ennis enters the game for M. Carter-Williams,,68,72
320,3,2:46.0,,J. Nelson enters the game for T. Lawson,68,72
321,3,2:46.0,,D. Gallinari makes flagrant free throw 1 of 2,68,73
322,3,2:46.0,,D. Gallinari makes flagrant free throw 2 of 2,68,74
323,3,2:37.0,,Turnover by D. Gallinari (bad pass),68,74
324,3,2:19.0,T. Ennis misses 3-pt jump shot from 27 ft,,68,74
325,3,2:17.0,,Defensive rebound by K. Faried,68,74
326,3,2:06.0,,K. Faried misses 2-pt layup from 2 ft (block by K. Middleton),68,74
327,3,2:03.0,Defensive rebound by T. Ennis,,68,74
328,3,1:49.0,K. Middleton makes 2-pt jump shot from 20 ft,,70,74
329,3,1:30.0,,K. Faried misses 2-pt layup from 2 ft,70,74
330,3,1:29.0,,Offensive rebound by K. Faried,70,74
331,3,1:29.0,,K. Faried makes 2-pt tip-in from 2 ft,70,76
332,3,1:15.0,K. Middleton misses 2-pt jump shot from 17 ft,,70,76
333,3,1:14.0,Offensive rebound by J. Henson,,70,76
334,3,1:11.0,J. Dudley misses 2-pt jump shot from 10 ft,,70,76
335,3,1:09.0,,Defensive rebound by D. Gallinari,70,76
336,3,1:00.0,,K. Faried misses 2-pt jump shot from 15 ft,70,76
337,3,1:00.0,Defensive rebound by J. Dudley,,70,76
338,3,0:48.0,J. Bayless misses 2-pt jump shot from 18 ft,,70,76
339,3,0:48.0,,Defensive rebound by Team,70,76
340,3,0:48.0,Loose ball foul by J. Henson (drawn by K. Faried),,70,76
341,3,0:48.0,,J. Hickson enters the game for K. Faried,70,76
342,3,0:33.0,,R. Foye misses 3-pt jump shot from 24 ft,70,76
343,3,0:32.0,Defensive rebound by J. Dudley,,70,76
344,3,0:26.0,J. Bayless misses 2-pt jump shot from 18 ft,,70,76
345,3,0:25.0,Offensive rebound by J. Henson,,70,76
346,3,0:03.0,Shooting foul by W. Barton (drawn by J. Henson),,70,76
347,3,0:03.0,J. Henson misses free throw 1 of 2,,70,76
348,3,0:03.0,Offensive rebound by Team,,70,76
349,3,0:03.0,,E. Green enters the game for W. Barton,70,76
350,3,0:03.0,J. Henson misses free throw 2 of 2,,70,76
351,3,0:02.0,,Defensive rebound by J. Hickson,70,76
352,3,0:00.0,,R. Foye misses 3-pt jump shot from 54 ft,70,76
353,3,0:00.0,,Offensive rebound by Team,70,76
354,4,11:50.0,,Shooting foul by G. Antetokounmpo (drawn by J. Nelson),70,76
355,4,11:50.0,,J. Nelson makes 2-pt layup from 2 ft,70,78
356,4,11:50.0,,J. Nelson makes free throw 1 of 1,70,79
357,4,11:43.0,Personal foul by E. Green (drawn by T. Ennis),,70,79
358,4,11:34.0,J. Bayless misses 2-pt jump shot from 4 ft,,70,79
359,4,11:32.0,,Defensive rebound by J. Hickson,70,79
360,4,11:23.0,,J. Nelson makes 2-pt layup from 1 ft,70,81
361,4,11:02.0,M. Plumlee misses 2-pt hook shot from 5 ft,,70,81
362,4,11:00.0,Offensive rebound by E. İlyasova,,70,81
363,4,10:59.0,E. İlyasova makes 2-pt layup from 2 ft,,72,81
364,4,10:42.0,,J. Hickson misses 2-pt jump shot from 5 ft,72,81
365,4,10:39.0,Defensive rebound by J. Bayless,,72,81
366,4,10:33.0,T. Ennis misses 2-pt layup from 1 ft,,72,81
367,4,10:32.0,,Defensive rebound by D. Arthur,72,81
368,4,10:21.0,,J. Nelson makes 2-pt jump shot from 3 ft,72,83
369,4,9:57.0,E. İlyasova misses 2-pt jump shot from 16 ft,,72,83
370,4,9:56.0,,Defensive rebound by J. Hickson,72,83
371,4,9:50.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by W. Barton),72,85
372,4,9:50.0,Milwaukee full timeout,,72,85
373,4,9:50.0,K. Middleton enters the game for J. Bayless,,72,85
374,4,9:50.0,Z. Pachulia enters the game for T. Ennis,,72,85
375,4,9:50.0,M. Carter-Williams enters the game for M. Plumlee,,72,85
376,4,9:33.0,Turnover by G. Antetokounmpo (bad pass; steal by W. Barton),,72,85
377,4,9:33.0,,Personal foul by K. Middleton (drawn by W. Barton),72,85
378,4,9:19.0,,J. Hickson misses 2-pt layup from 2 ft (block by G. Antetokounmpo),72,85
