,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
0,1,11:40.0,,R. Foye misses 2-pt jump shot from 21 ft,0,0
1,1,11:39.0,Defensive rebound by G. Antetokounmpo,,0,0
2,1,11:36.0,Offensive foul by G. Antetokounmpo (drawn by D. Gallinari),,0,0
3,1,11:36.0,Turnover by G. Antetokounmpo (offensive foul),,0,0
4,1,11:10.0,,T. Lawson misses 3-pt jump shot from 24 ft,0,0
5,1,11:08.0,Defensive rebound by K. Middleton,,0,0
6,1,10:57.0,K. Middleton misses 2-pt hook shot from 5 ft,,0,0
7,1,10:55.0,,Defensive rebound by W. Chandler,0,0
8,1,10:48.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Chandler),0,3
9,1,10:47.0,,Technical foul by K. Faried,0,3
10,1,10:47.0,Technical foul by Z. Pachulia,,0,3
11,1,10:37.0,Loose ball foul by Z. Pachulia (drawn by K. Faried),,0,3
12,1,10:37.0,Turnover by Z. Pachulia (offensive foul),,0,3
13,1,10:16.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by R. Foye),0,6
14,1,10:00.0,M. Carter-Williams misses 2-pt layup from 1 ft,,0,6
15,1,9:59.0,,Defensive rebound by K. Faried,0,6
16,1,9:50.0,,K. Faried misses 2-pt jump shot from 10 ft,0,6
17,1,9:48.0,Defensive rebound by G. Antetokounmpo,,0,6
18,1,9:44.0,Turnover by M. Carter-Williams (bad pass; steal by D. Gallinari),,0,6
19,1,9:39.0,,D. Gallinari makes 2-pt dunk at rim,0,8
20,1,9:22.0,Personal foul by D. Gallinari (drawn by G. Antetokounmpo),,0,8
21,1,9:18.0,Def 3 sec tech foul by K. Faried,,0,8
22,1,9:18.0,K. Middleton makes technical free throw,,1,8
23,1,9:09.0,E. İlyasova misses 2-pt jump shot from 19 ft,,1,8
24,1,9:08.0,,Defensive rebound by D. Gallinari,1,8
25,1,9:01.0,,Turnover by D. Gallinari (lost ball; steal by E. İlyasova),1,8
26,1,8:56.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. İlyasova),,3,8
27,1,8:41.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by R. Foye),3,11
28,1,8:25.0,Turnover by Z. Pachulia (lost ball),,3,11
29,1,8:14.0,,K. Faried makes 2-pt jump shot from 8 ft (assist by T. Lawson),3,13
30,1,8:13.0,Milwaukee full timeout,,3,13
31,1,8:13.0,J. Bayless enters the game for G. Antetokounmpo,,3,13
32,1,7:56.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,6,13
33,1,7:36.0,,K. Faried makes 2-pt jump shot from 9 ft (assist by R. Foye),6,15
34,1,7:36.0,,Shooting foul by Z. Pachulia (drawn by K. Faried),6,15
35,1,7:36.0,J. Henson enters the game for Z. Pachulia,,6,15
36,1,7:36.0,,K. Faried misses free throw 1 of 1,6,15
37,1,7:35.0,Defensive rebound by J. Henson,,6,15
38,1,7:24.0,Def 3 sec tech foul by W. Chandler,,6,15
39,1,7:24.0,K. Middleton makes technical free throw,,7,15
40,1,7:16.0,M. Carter-Williams makes 2-pt layup from 1 ft,,9,15
41,1,7:02.0,,T. Lawson misses 2-pt layup from 1 ft (block by M. Carter-Williams),9,15
42,1,7:01.0,,Offensive rebound by Team,9,15
43,1,6:53.0,,R. Foye makes 3-pt jump shot from 26 ft (assist by T. Lawson),9,18
44,1,6:26.0,J. Bayless misses 2-pt jump shot from 11 ft,,9,18
45,1,6:25.0,,Defensive rebound by K. Faried,9,18
46,1,6:19.0,,K. Faried makes 2-pt dunk at rim (assist by T. Lawson),9,20
47,1,6:07.0,K. Middleton misses 2-pt jump shot from 17 ft,,9,20
48,1,6:06.0,Offensive rebound by Team,,9,20
49,1,5:55.0,M. Carter-Williams makes 3-pt jump shot from 23 ft (assist by K. Middleton),,12,20
50,1,5:50.0,,Personal foul by J. Henson (drawn by K. Faried),12,20
51,1,5:50.0,J. Dudley enters the game for K. Middleton,,12,20
52,1,5:38.0,,W. Chandler makes 2-pt layup from 1 ft (assist by T. Lawson),12,22
53,1,5:22.0,J. Dudley makes 2-pt layup at rim (assist by J. Bayless),,14,22
54,1,5:08.0,,D. Gallinari misses 3-pt jump shot from 23 ft,14,22
55,1,5:07.0,,Offensive rebound by Team,14,22
56,1,5:07.0,Loose ball foul by J. Bayless (drawn by K. Faried),,14,22
57,1,5:07.0,T. Ennis enters the game for M. Carter-Williams,,14,22
58,1,5:07.0,,J. Hickson enters the game for K. Faried,14,22
59,1,5:01.0,,J. Hickson misses 2-pt jump shot from 3 ft,14,22
60,1,4:59.0,Defensive rebound by J. Bayless,,14,22
61,1,4:56.0,Personal foul by R. Foye (drawn by J. Bayless),,14,22
62,1,4:56.0,,J. Nelson enters the game for R. Foye,14,22
63,1,4:56.0,,W. Barton enters the game for T. Lawson,14,22
64,1,4:49.0,J. Henson makes 2-pt layup from 1 ft,,16,22
65,1,4:49.0,Shooting foul by J. Hickson (drawn by J. Henson),,16,22
66,1,4:49.0,J. Henson makes free throw 1 of 1,,17,22
67,1,4:34.0,,D. Gallinari misses 3-pt jump shot from 22 ft,17,22
68,1,4:32.0,Defensive rebound by J. Henson,,17,22
69,1,4:21.0,T. Ennis makes 3-pt jump shot from 24 ft (assist by E. İlyasova),,20,22
70,1,4:04.0,,J. Hickson misses 2-pt layup from 2 ft,20,22
71,1,4:03.0,Defensive rebound by J. Dudley,,20,22
72,1,3:47.0,J. Bayless misses 3-pt jump shot from 24 ft,,20,22
73,1,3:46.0,,Defensive rebound by D. Gallinari,20,22
74,1,3:41.0,,Offensive foul by D. Gallinari (drawn by E. İlyasova),20,22
75,1,3:41.0,,Turnover by D. Gallinari (offensive foul),20,22
76,1,3:41.0,,D. Arthur enters the game for D. Gallinari,20,22
77,1,3:25.0,Turnover by E. İlyasova (bad pass; steal by J. Nelson),,20,22
78,1,3:23.0,,Shooting foul by E. İlyasova (drawn by W. Barton),20,22
79,1,3:23.0,,W. Barton misses free throw 1 of 2,20,22
80,1,3:23.0,,Offensive rebound by Team,20,22
81,1,3:23.0,G. Antetokounmpo enters the game for E. İlyasova,,20,22
82,1,3:23.0,,W. Barton makes free throw 2 of 2,20,23
83,1,3:05.0,J. Henson makes 2-pt hook shot from 6 ft (assist by J. Bayless),,22,23
84,1,2:53.0,,W. Barton misses 3-pt jump shot from 22 ft,22,23
85,1,2:51.0,Defensive rebound by G. Antetokounmpo,,22,23
86,1,2:32.0,J. Bayless makes 3-pt jump shot from 24 ft (assist by T. Ennis),,25,23
87,1,2:17.0,,D. Arthur makes 2-pt jump shot from 10 ft (assist by J. Nelson),25,25
88,1,2:05.0,Personal foul by J. Nelson (drawn by J. Dudley),,25,25
89,1,2:05.0,,Denver full timeout,25,25
90,1,2:05.0,,G. Harris enters the game for W. Chandler,25,25
91,1,2:01.0,J. Bayless makes 2-pt dunk at rim (assist by J. Henson),,27,25
92,1,1:48.0,,J. Nelson makes 2-pt layup from 2 ft,27,27
93,1,1:34.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,29,27
94,1,1:18.0,,G. Harris misses 3-pt jump shot from 23 ft,29,27
95,1,1:17.0,,Offensive rebound by J. Hickson,29,27
96,1,1:14.0,,J. Hickson makes 2-pt dunk at rim,29,29
97,1,0:44.0,T. Ennis misses 3-pt jump shot from 40 ft,,29,29
98,1,0:43.0,,Defensive rebound by J. Hickson,29,29
99,1,0:38.0,,J. Nelson misses 3-pt jump shot from 24 ft,29,29
100,1,0:38.0,Defensive rebound by Team,,29,29
101,1,0:21.0,,D. Gallinari enters the game for J. Nelson,29,29
102,1,0:14.0,J. Dudley misses 2-pt jump shot from 16 ft,,29,29
103,1,0:12.0,,Defensive rebound by J. Hickson,29,29
104,1,0:03.0,,Turnover by W. Barton (lost ball; steal by T. Ennis),29,29
105,1,0:01.0,G. Antetokounmpo misses 2-pt dunk from 1 ft,,29,29
106,1,0:00.0,Offensive rebound by Team,,29,29
107,2,11:37.0,K. Middleton misses 2-pt jump shot from 12 ft,,29,29
108,2,11:35.0,,Defensive rebound by W. Barton,29,29
109,2,11:18.0,,Turnover by G. Harris (traveling),29,29
110,2,11:09.0,K. Middleton makes 2-pt jump shot from 9 ft,,31,29
111,2,11:09.0,Shooting foul by G. Harris (drawn by K. Middleton),,31,29
112,2,11:09.0,K. Middleton makes free throw 1 of 1,,32,29
113,2,10:59.0,,Personal foul by T. Ennis (drawn by J. Nelson),32,29
114,2,10:50.0,,Turnover by J. Nelson (lost ball; steal by K. Middleton),32,29
115,2,10:45.0,T. Ennis makes 2-pt layup from 1 ft (assist by K. Middleton),,34,29
116,2,10:36.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by W. Barton),34,31
117,2,10:28.0,Personal foul by D. Arthur (drawn by T. Ennis),,34,31
118,2,10:19.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by T. Ennis),,36,31
119,2,10:06.0,,D. Arthur misses 2-pt jump shot from 17 ft,36,31
120,2,10:04.0,,Offensive rebound by J. Hickson,36,31
121,2,10:01.0,,J. Hickson misses 2-pt layup from 2 ft,36,31
122,2,10:00.0,Defensive rebound by G. Antetokounmpo,,36,31
123,2,9:58.0,Offensive foul by M. Plumlee (drawn by D. Arthur),,36,31
124,2,9:58.0,Turnover by M. Plumlee (offensive foul),,36,31
125,2,9:58.0,,K. Faried enters the game for G. Harris,36,31
126,2,9:46.0,,J. Hickson makes 2-pt layup from 2 ft (assist by J. Nelson),36,33
127,2,9:29.0,J. Dudley misses 3-pt jump shot from 24 ft,,36,33
128,2,9:27.0,,Defensive rebound by W. Barton,36,33
129,2,9:14.0,,W. Chandler enters the game for D. Arthur,36,33
130,2,9:14.0,E. İlyasova enters the game for T. Ennis,,36,33
131,2,9:14.0,M. Carter-Williams enters the game for J. Dudley,,36,33
132,2,9:14.0,,Personal foul by E. İlyasova (drawn by K. Faried),36,33
133,2,9:11.0,,Shooting foul by K. Middleton (drawn by W. Barton),36,33
134,2,9:11.0,Technical foul by K. Middleton,,36,33
135,2,9:11.0,,W. Barton misses technical free throw,36,33
136,2,9:11.0,,Offensive rebound by Team,36,33
137,2,9:11.0,,W. Barton misses free throw 1 of 2,36,33
138,2,9:11.0,,Offensive rebound by Team,36,33
139,2,9:11.0,,W. Barton makes free throw 2 of 2,36,34
140,2,9:01.0,Personal foul by W. Chandler (drawn by G. Antetokounmpo),,36,34
141,2,8:46.0,G. Antetokounmpo makes 2-pt jump shot from 4 ft,,38,34
142,2,8:35.0,,J. Nelson misses 3-pt jump shot from 25 ft,38,34
143,2,8:33.0,Defensive rebound by K. Middleton,,38,34
144,2,8:29.0,Shooting foul by W. Barton (drawn by K. Middleton),,38,34
145,2,8:29.0,,D. Gallinari enters the game for J. Hickson,38,34
146,2,8:29.0,,R. Foye enters the game for J. Nelson,38,34
147,2,8:29.0,,T. Lawson enters the game for W. Barton,38,34
148,2,8:29.0,K. Middleton makes free throw 1 of 2,,39,34
149,2,8:29.0,K. Middleton makes free throw 2 of 2,,40,34
150,2,8:10.0,,W. Chandler misses 2-pt layup from 2 ft,40,34
151,2,8:09.0,,Offensive rebound by K. Faried,40,34
152,2,8:08.0,,Shooting foul by M. Carter-Williams (drawn by K. Faried),40,34
153,2,8:08.0,,K. Faried makes free throw 1 of 2,40,35
154,2,8:08.0,,K. Faried makes free throw 2 of 2,40,36
155,2,7:57.0,M. Carter-Williams misses 2-pt layup from 2 ft,,40,36
156,2,7:55.0,Offensive rebound by M. Plumlee,,40,36
157,2,7:55.0,M. Plumlee misses 2-pt layup from 1 ft,,40,36
158,2,7:53.0,Offensive rebound by M. Plumlee,,40,36
159,2,7:46.0,E. İlyasova makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,43,36
160,2,7:30.0,,W. Chandler misses 3-pt jump shot from 25 ft,43,36
161,2,7:28.0,Defensive rebound by M. Carter-Williams,,43,36
162,2,7:21.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,43,36
163,2,7:20.0,,Defensive rebound by K. Faried,43,36
164,2,7:10.0,,Shooting foul by M. Plumlee (drawn by K. Faried),43,36
165,2,7:10.0,,K. Faried makes free throw 1 of 2,43,37
166,2,7:10.0,J. Bayless enters the game for G. Antetokounmpo,,43,37
167,2,7:10.0,,K. Faried makes free throw 2 of 2,43,38
168,2,6:54.0,E. İlyasova misses 2-pt jump shot from 5 ft,,43,38
169,2,6:53.0,Offensive rebound by Team,,43,38
170,2,6:53.0,,D. Arthur enters the game for K. Faried,43,38
171,2,6:41.0,E. İlyasova makes 2-pt jump shot from 18 ft (assist by K. Middleton),,45,38
172,2,6:29.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by D. Arthur),45,40
173,2,6:07.0,Shooting foul by D. Arthur (drawn by J. Bayless),,45,40
174,2,6:07.0,J. Bayless makes free throw 1 of 2,,46,40
175,2,6:07.0,J. Henson enters the game for M. Plumlee,,46,40
176,2,6:07.0,J. Bayless makes free throw 2 of 2,,47,40
177,2,5:56.0,,Personal foul by E. İlyasova (drawn by D. Gallinari),47,40
178,2,5:56.0,,Denver full timeout,47,40
179,2,5:56.0,J. Dudley enters the game for E. İlyasova,,47,40
180,2,5:56.0,T. Ennis enters the game for M. Carter-Williams,,47,40
181,2,5:56.0,,D. Gallinari makes free throw 1 of 2,47,41
182,2,5:56.0,,D. Gallinari makes free throw 2 of 2,47,42
183,2,5:32.0,T. Ennis misses 3-pt jump shot from 24 ft,,47,42
184,2,5:30.0,,Defensive rebound by W. Chandler,47,42
185,2,5:21.0,,R. Foye misses 3-pt jump shot from 24 ft,47,42
186,2,5:19.0,Defensive rebound by J. Dudley,,47,42
187,2,5:09.0,Turnover by J. Bayless (bad pass; steal by W. Chandler),,47,42
188,2,5:01.0,,D. Gallinari misses 3-pt jump shot from 25 ft,47,42
189,2,5:00.0,,Offensive rebound by D. Arthur,47,42
190,2,4:46.0,,W. Chandler misses 2-pt jump shot from 10 ft,47,42
191,2,4:45.0,Defensive rebound by J. Dudley,,47,42
192,2,4:35.0,J. Bayless misses 2-pt jump shot from 8 ft,,47,42
193,2,4:34.0,Offensive rebound by Team,,47,42
194,2,4:34.0,,Loose ball foul by R. Foye (drawn by J. Henson),47,42
195,2,4:34.0,J. Henson misses free throw 1 of 2,,47,42
196,2,4:34.0,Offensive rebound by Team,,47,42
197,2,4:34.0,,W. Barton enters the game for R. Foye,47,42
198,2,4:34.0,J. Henson makes free throw 2 of 2,,48,42
199,2,4:14.0,,D. Gallinari makes 2-pt dunk at rim (assist by W. Chandler),48,44
200,2,3:55.0,J. Henson makes 2-pt layup from 1 ft (assist by J. Dudley),,50,44
201,2,3:46.0,,Personal foul by T. Ennis (drawn by T. Lawson),50,44
202,2,3:46.0,,T. Lawson makes free throw 1 of 2,50,45
203,2,3:46.0,M. Carter-Williams enters the game for T. Ennis,,50,45
204,2,3:46.0,,T. Lawson makes free throw 2 of 2,50,46
205,2,3:36.0,Turnover by M. Carter-Williams (bad pass; steal by D. Arthur),,50,46
206,2,3:31.0,,W. Chandler makes 2-pt layup at rim (assist by T. Lawson),50,48
207,2,3:21.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,50,48
208,2,3:20.0,,Defensive rebound by D. Gallinari,50,48
209,2,3:09.0,,D. Arthur makes 2-pt layup from 2 ft (assist by W. Chandler),50,50
210,2,3:09.0,Milwaukee full timeout,,50,50
211,2,3:09.0,,K. Faried enters the game for D. Arthur,50,50
212,2,3:09.0,G. Antetokounmpo enters the game for K. Middleton,,50,50
213,2,2:54.0,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by K. Faried),,50,50
214,2,2:53.0,Offensive rebound by Team,,50,50
215,2,2:52.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by D. Gallinari),,50,50
216,2,2:51.0,Offensive rebound by Team,,50,50
