,QUARTER,TIME_REMAINING,NEW YORK_ACTION,SACRAMENTO_ACTION,NEW YORK_SCORE,SACRAMENTO_SCORE
381,4,7:08.0,S. Larkin makes free throw 2 of 2,,93,99
382,4,6:54.0,,Shooting foul by J. Calderón (drawn by D. Collison),93,99
383,4,6:54.0,,D. Collison makes free throw 1 of 2,93,100
384,4,6:54.0,,R. McCallum enters the game for D. Williams,93,100
385,4,6:54.0,,D. Collison makes free throw 2 of 2,93,101
386,4,6:36.0,Turnover by T. Hardaway (lost ball; steal by R. Gay),,93,101
387,4,6:32.0,,R. Gay makes 2-pt dunk at rim,93,103
388,4,6:09.0,C. Anthony misses 2-pt layup from 2 ft (block by R. Gay),,93,103
389,4,6:07.0,Offensive rebound by C. Anthony,,93,103
390,4,6:07.0,C. Anthony makes 2-pt layup from 2 ft,,95,103
391,4,6:07.0,Shooting foul by B. McLemore (drawn by C. Anthony),,95,103
392,4,6:07.0,C. Anthony makes free throw 1 of 1,,96,103
393,4,5:49.0,,D. Cousins makes 2-pt layup from 2 ft,96,105
394,4,5:39.0,C. Anthony makes 2-pt jump shot from 17 ft (assist by S. Larkin),,98,105
395,4,5:19.0,,D. Cousins misses 2-pt jump shot from 18 ft,98,105
396,4,5:18.0,Defensive rebound by C. Anthony,,98,105
397,4,5:00.0,C. Anthony misses 2-pt jump shot from 19 ft,,98,105
398,4,4:58.0,Offensive rebound by C. Aldrich,,98,105
399,4,4:58.0,C. Aldrich makes 2-pt tip-in from 1 ft,,100,105
400,4,4:35.0,,R. McCallum misses 2-pt jump shot from 18 ft,100,105
401,4,4:34.0,Defensive rebound by T. Hardaway,,100,105
402,4,4:31.0,Shooting foul by B. McLemore (drawn by T. Hardaway),,100,105
403,4,4:31.0,Official timeout,,100,105
404,4,4:31.0,T. Hardaway makes free throw 1 of 2,,101,105
405,4,4:31.0,T. Hardaway makes free throw 2 of 2,,102,105
406,4,4:10.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),102,108
407,4,3:55.0,S. Larkin misses 2-pt layup from 4 ft (block by D. Cousins),,102,108
408,4,3:53.0,,Defensive rebound by B. McLemore,102,108
409,4,3:40.0,,R. Gay misses 3-pt jump shot from 24 ft,102,108
410,4,3:39.0,,Offensive rebound by D. Cousins,102,108
411,4,3:39.0,,Shooting foul by C. Aldrich (drawn by D. Cousins),102,108
412,4,3:39.0,,D. Cousins makes free throw 1 of 2,102,109
413,4,3:39.0,,D. Cousins misses free throw 2 of 2,102,109
414,4,3:38.0,Defensive rebound by C. Anthony,,102,109
415,4,3:19.0,C. Anthony misses 2-pt jump shot from 14 ft,,102,109
416,4,3:18.0,,Defensive rebound by D. Cousins,102,109
417,4,3:00.0,,D. Cousins misses 2-pt jump shot from 4 ft,102,109
418,4,2:58.0,,Offensive rebound by D. Cousins,102,109
419,4,2:56.0,,D. Cousins makes 2-pt hook shot from 3 ft,102,111
420,4,2:35.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by C. Aldrich),,105,111
421,4,2:16.0,,D. Cousins makes 2-pt jump shot from 14 ft (assist by D. Collison),105,113
422,4,1:59.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by J. Calderón),,108,113
423,4,1:45.0,,D. Cousins makes 2-pt jump shot from 14 ft (assist by D. Collison),108,115
424,4,1:45.0,New York full timeout,,108,115
425,4,1:45.0,,Sacramento full timeout,108,115
426,4,1:32.0,Personal foul by R. Gay (drawn by S. Larkin),,108,115
427,4,1:32.0,S. Larkin makes free throw 1 of 2,,109,115
428,4,1:32.0,S. Larkin makes free throw 2 of 2,,110,115
429,4,1:28.0,,Personal foul by S. Larkin (drawn by D. Collison),110,115
430,4,1:15.0,,Turnover by D. Cousins (lost ball; steal by S. Larkin),110,115
431,4,1:02.0,C. Aldrich makes 2-pt hook shot from 7 ft (assist by J. Calderón),,112,115
432,4,0:46.0,,Shooting foul by C. Aldrich (drawn by D. Cousins),112,115
433,4,0:46.0,,D. Cousins makes free throw 1 of 2,112,116
434,4,0:46.0,,D. Cousins makes free throw 2 of 2,112,117
435,4,0:46.0,New York full timeout,,112,117
436,4,0:40.0,C. Anthony misses 2-pt jump shot from 3 ft,,112,117
437,4,0:38.0,Offensive rebound by C. Anthony,,112,117
438,4,0:38.0,C. Anthony misses 2-pt tip-in from 2 ft,,112,117
439,4,0:38.0,Offensive rebound by C. Aldrich,,112,117
440,4,0:38.0,,Violation by D. Cousins (def goaltending),112,117
441,4,0:38.0,C. Aldrich makes 2-pt jump shot from 3 ft,,114,117
442,4,0:38.0,Shooting foul by D. Collison (drawn by C. Aldrich),,114,117
443,4,0:38.0,C. Aldrich makes free throw 1 of 1,,115,117
444,4,0:25.0,,Turnover by D. Cousins (bad pass; steal by S. Larkin),115,117
445,4,0:20.0,T. Hardaway makes 2-pt layup from 3 ft,,117,117
446,4,0:20.0,,Sacramento full timeout,117,117
447,4,0:02.0,,Turnover by R. Gay (lost ball; steal by C. Anthony),117,117
448,4,0:01.0,New York full timeout,,117,117
449,4,0:00.0,C. Anthony misses 2-pt jump shot from 22 ft (block by R. Gay),,117,117
450,4,0:00.0,Offensive rebound by Team,,117,117
451,1OT,4:49.0,,Personal foul by C. Aldrich (drawn by D. Cousins),117,117
452,1OT,4:49.0,S. Dalembert enters the game for C. Aldrich,,117,117
453,1OT,4:45.0,,Turnover by D. Cousins (traveling),117,117
454,1OT,4:24.0,T. Hardaway misses 2-pt jump shot from 19 ft,,117,117
455,1OT,4:24.0,,Defensive rebound by Team,117,117
456,1OT,4:24.0,Loose ball foul by S. Dalembert (drawn by D. Cousins),,117,117
457,1OT,4:05.0,,D. Cousins misses 2-pt jump shot from 9 ft (block by S. Dalembert),117,117
458,1OT,4:04.0,Defensive rebound by C. Anthony,,117,117
459,1OT,3:58.0,Turnover by T. Hardaway (lost ball; steal by D. Collison),,117,117
460,1OT,3:52.0,Violation by S. Dalembert (def goaltending),,117,117
461,1OT,3:52.0,,D. Cousins makes 2-pt layup from 3 ft,117,119
462,1OT,3:52.0,,Shooting foul by S. Dalembert (drawn by D. Cousins),117,119
463,1OT,3:52.0,,D. Cousins makes free throw 1 of 1,117,120
464,1OT,3:41.0,S. Dalembert makes 2-pt dunk at rim (assist by J. Calderón),,119,120
465,1OT,3:24.0,,Personal foul by S. Dalembert (drawn by D. Cousins),119,120
466,1OT,3:24.0,,D. Cousins makes free throw 1 of 2,119,121
467,1OT,3:24.0,J. Smith enters the game for S. Dalembert,,119,121
468,1OT,3:24.0,,D. Cousins makes free throw 2 of 2,119,122
469,1OT,3:13.0,C. Anthony makes 3-pt jump shot from 25 ft,,122,122
470,1OT,2:57.0,,Turnover by R. Gay (bad pass; steal by S. Larkin),122,122
471,1OT,2:55.0,S. Larkin makes 2-pt layup from 1 ft,,124,122
472,1OT,2:34.0,,R. McCallum misses 2-pt layup from 1 ft,124,122
473,1OT,2:32.0,,Offensive rebound by R. McCallum,124,122
474,1OT,2:31.0,,R. McCallum makes 2-pt layup from 2 ft,124,124
475,1OT,2:16.0,J. Calderón makes 2-pt jump shot from 6 ft,,126,124
476,1OT,2:00.0,,Personal foul by J. Smith (drawn by D. Cousins),126,124
477,1OT,2:00.0,,D. Cousins makes free throw 1 of 2,126,125
478,1OT,2:00.0,,D. Cousins makes free throw 2 of 2,126,126
479,1OT,1:43.0,J. Calderón misses 2-pt jump shot from 12 ft (block by R. McCallum),,126,126
480,1OT,1:41.0,Offensive rebound by J. Smith,,126,126
481,1OT,1:37.0,J. Calderón misses 3-pt jump shot from 24 ft,,126,126
482,1OT,1:36.0,,Defensive rebound by Team,126,126
483,1OT,1:22.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by D. Cousins),126,129
484,1OT,1:22.0,Personal foul by D. Cousins (drawn by J. Smith),,126,129
485,1OT,1:22.0,,Personal foul by J. Smith,126,129
486,1OT,1:22.0,New York full timeout,,126,129
487,1OT,1:08.0,C. Anthony misses 2-pt jump shot from 15 ft,,126,129
488,1OT,1:07.0,,Defensive rebound by Team,126,129
489,1OT,0:53.0,,D. Cousins makes 2-pt dunk at rim (assist by R. McCallum),126,131
490,1OT,0:44.0,Turnover by J. Smith (lost ball; steal by B. McLemore),,126,131
491,1OT,0:40.0,,D. Collison makes 2-pt layup from 1 ft (assist by B. McLemore),126,133
492,1OT,0:40.0,New York full timeout,,126,133
493,1OT,0:34.0,C. Anthony misses 2-pt layup from 2 ft,,126,133
494,1OT,0:34.0,,Defensive rebound by R. Gay,126,133
495,1OT,0:15.0,,D. Cousins misses 2-pt jump shot from 5 ft,126,133
496,1OT,0:15.0,,Offensive rebound by R. McCallum,126,133
497,1OT,0:15.0,,R. McCallum makes 2-pt layup from 3 ft,126,135
498,1OT,0:08.0,T. Hardaway misses 3-pt jump shot from 24 ft,,126,135
499,1OT,0:07.0,Offensive rebound by J. Smith,,126,135
500,1OT,0:05.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Smith),,129,135
