,QUARTER,TIME_REMAINING,HOUSTON_ACTION,DALLAS_ACTION,HOUSTON_SCORE,DALLAS_SCORE
0,1,11:40.0,D. Howard makes 2-pt layup at rim (assist by T. Ariza),,2,0
1,1,11:24.0,,D. Nowitzki makes 2-pt jump shot from 7 ft (assist by C. Parsons),2,2
2,1,10:59.0,J. Harden makes 2-pt jump shot from 12 ft,,4,2
3,1,10:37.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by R. Rondo),4,4
4,1,10:22.0,T. Jones misses 2-pt hook shot from 9 ft,,4,4
5,1,10:20.0,,Defensive rebound by T. Chandler,4,4
6,1,10:16.0,,C. Parsons misses 2-pt layup from 1 ft,4,4
7,1,10:15.0,Defensive rebound by T. Ariza,,4,4
8,1,10:02.0,Turnover by T. Jones (bad pass; steal by T. Chandler),,4,4
9,1,9:48.0,,T. Chandler makes 2-pt jump shot from 5 ft (assist by R. Rondo),4,6
10,1,9:26.0,T. Jones misses 2-pt jump shot from 5 ft,,4,6
11,1,9:25.0,,Defensive rebound by T. Chandler,4,6
12,1,9:20.0,,M. Ellis makes 2-pt layup at rim (assist by R. Rondo),4,8
13,1,8:59.0,J. Terry misses 3-pt jump shot from 25 ft,,4,8
14,1,8:58.0,,Defensive rebound by T. Chandler,4,8
15,1,8:49.0,,T. Chandler makes 2-pt jump shot from 16 ft (assist by R. Rondo),4,10
16,1,8:34.0,T. Jones makes 2-pt jump shot from 3 ft (assist by J. Harden),,6,10
17,1,8:27.0,,C. Parsons misses 2-pt layup at rim,6,10
18,1,8:26.0,Defensive rebound by T. Ariza,,6,10
19,1,8:22.0,Personal foul by M. Ellis (drawn by J. Harden),,6,10
20,1,8:12.0,D. Howard misses 2-pt hook shot from 6 ft,,6,10
21,1,8:12.0,,Defensive rebound by D. Nowitzki,6,10
22,1,8:12.0,Loose ball foul by T. Jones (drawn by D. Nowitzki),,6,10
23,1,8:00.0,,Turnover by M. Ellis (bad pass; steal by J. Terry),6,10
24,1,7:57.0,J. Terry makes 2-pt layup at rim,,8,10
25,1,7:43.0,,Turnover by R. Rondo (bad pass),8,10
26,1,7:36.0,J. Harden misses 3-pt jump shot from 25 ft,,8,10
27,1,7:35.0,,Defensive rebound by T. Chandler,8,10
28,1,7:28.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,8,10
29,1,7:27.0,Defensive rebound by J. Terry,,8,10
30,1,7:22.0,Turnover by D. Howard (lost ball),,8,10
31,1,7:15.0,,T. Chandler misses 2-pt hook shot from 5 ft,8,10
32,1,7:14.0,,Offensive rebound by R. Rondo,8,10
33,1,6:58.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Rondo),8,13
34,1,6:40.0,T. Jones makes 2-pt layup from 1 ft (assist by J. Terry),,10,13
35,1,6:22.0,,R. Rondo makes 2-pt jump shot from 19 ft,10,15
36,1,6:13.0,T. Ariza makes 2-pt dunk at rim (assist by T. Jones),,12,15
37,1,5:59.0,,M. Ellis misses 2-pt jump shot from 8 ft,12,15
38,1,5:58.0,Defensive rebound by D. Howard,,12,15
39,1,5:46.0,T. Ariza misses 2-pt jump shot from 4 ft,,12,15
40,1,5:45.0,,Defensive rebound by D. Nowitzki,12,15
41,1,5:43.0,,Personal foul by J. Terry (drawn by C. Parsons),12,15
42,1,5:43.0,,Dallas full timeout,12,15
43,1,5:43.0,,A. Stoudemire enters the game for D. Nowitzki,12,15
44,1,5:43.0,,A. Aminu enters the game for T. Chandler,12,15
45,1,5:43.0,J. Smith enters the game for T. Jones,,12,15
46,1,5:43.0,J. Dorsey enters the game for D. Howard,,12,15
47,1,5:43.0,P. Prigioni enters the game for J. Terry,,12,15
48,1,5:29.0,,A. Stoudemire makes 2-pt hook shot from 3 ft,12,17
49,1,5:29.0,,Shooting foul by J. Dorsey (drawn by A. Stoudemire),12,17
