,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
38,1,7:27.0,D. Green misses 2-pt jump shot from 6 ft,,4,7
39,1,7:24.0,,Defensive rebound by M. Gasol,4,7
40,1,7:19.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by C. Lee),4,10
41,1,7:03.0,Turnover by T. Splitter (bad pass; steal by T. Allen),,4,10
42,1,7:02.0,M. Ginóbili enters the game for D. Green,,4,10
43,1,7:02.0,M. Bonner enters the game for T. Splitter,,4,10
44,1,6:47.0,,J. Stokes misses 2-pt hook shot from 5 ft,4,10
45,1,6:44.0,Defensive rebound by T. Duncan,,4,10
46,1,6:39.0,Turnover by C. Joseph (bad pass; steal by C. Lee),,4,10
47,1,6:33.0,,T. Allen makes 2-pt layup at rim (assist by M. Gasol),4,12
48,1,6:32.0,San Antonio full timeout,,4,12
49,1,6:32.0,Technical foul by Team,,4,12
50,1,6:32.0,,T. Prince enters the game for J. Stokes,4,12
51,1,6:32.0,,C. Lee makes technical free throw,4,13
52,1,6:14.0,T. Duncan misses 2-pt jump shot from 8 ft (block by M. Gasol),,4,13
53,1,6:13.0,,Defensive rebound by T. Allen,4,13
54,1,6:00.0,,T. Prince misses 2-pt jump shot from 22 ft,4,13
55,1,5:59.0,Defensive rebound by M. Ginóbili,,4,13
56,1,5:43.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by M. Bonner),,6,13
57,1,5:26.0,,M. Conley makes 2-pt layup from 1 ft (assist by T. Prince),6,15
58,1,5:07.0,M. Bonner misses 3-pt jump shot from 26 ft,,6,15
59,1,5:05.0,Offensive rebound by C. Joseph,,6,15
60,1,5:02.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by C. Joseph),,9,15
61,1,4:34.0,,Personal foul by T. Duncan (drawn by M. Gasol),9,15
62,1,4:34.0,P. Mills enters the game for C. Joseph,,9,15
63,1,4:29.0,,Turnover by T. Allen (traveling),9,15
64,1,4:12.0,Personal foul by M. Gasol (drawn by T. Duncan),,9,15
65,1,4:06.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,9,15
66,1,4:05.0,,Defensive rebound by M. Gasol,9,15
67,1,3:55.0,,M. Conley makes 2-pt layup at rim,9,17
68,1,3:39.0,M. Belinelli misses 3-pt jump shot from 25 ft,,9,17
69,1,3:37.0,,Defensive rebound by M. Conley,9,17
70,1,3:33.0,,T. Allen makes 2-pt layup at rim (assist by M. Conley),9,19
71,1,3:17.0,M. Belinelli makes 2-pt layup from 1 ft,,11,19
72,1,2:53.0,,M. Conley makes 2-pt jump shot from 10 ft (assist by M. Gasol),11,21
73,1,2:39.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by P. Mills),,14,21
74,1,2:37.0,,Memphis full timeout,14,21
75,1,2:37.0,B. Diaw enters the game for T. Duncan,,14,21
76,1,2:37.0,A. Baynes enters the game for M. Bonner,,14,21
77,1,2:37.0,,V. Carter enters the game for T. Allen,14,21
78,1,2:17.0,,M. Gasol makes 2-pt jump shot from 6 ft,14,23
79,1,1:57.0,P. Mills makes 2-pt jump shot from 10 ft (assist by B. Diaw),,16,23
80,1,1:34.0,,M. Gasol misses 2-pt layup from 1 ft,16,23
81,1,1:32.0,Defensive rebound by B. Diaw,,16,23
82,1,1:27.0,Turnover by B. Diaw (lost ball),,16,23
83,1,1:27.0,,Turnover by C. Lee (bad pass),16,23
84,1,1:22.0,M. Belinelli misses 3-pt jump shot from 24 ft,,16,23
85,1,1:22.0,,Defensive rebound by T. Prince,16,23
86,1,1:12.0,,M. Conley makes 2-pt layup from 1 ft,16,25
87,1,1:02.0,P. Mills makes 2-pt layup from 1 ft (assist by M. Ginóbili),,18,25
88,1,0:44.0,,T. Prince makes 2-pt jump shot from 9 ft (assist by M. Gasol),18,27
89,1,0:32.0,M. Ginóbili makes 2-pt layup from 1 ft,,20,27
90,1,0:13.0,,M. Conley makes 3-pt jump shot from 24 ft,20,30
91,1,0:04.0,Turnover by M. Ginóbili (bad pass),,20,30
92,1,0:02.0,,Personal take foul by P. Mills (drawn by M. Conley),20,30
93,1,0:01.0,,M. Conley misses 3-pt jump shot from 27 ft,20,30
94,1,0:00.0,,Offensive rebound by Team,20,30
95,2,11:40.0,A. Baynes misses 2-pt jump shot from 6 ft,,20,30
96,2,11:38.0,,Defensive rebound by B. Udrih,20,30
97,2,11:25.0,,C. Lee misses 2-pt jump shot from 21 ft,20,30
98,2,11:22.0,Defensive rebound by A. Baynes,,20,30
99,2,11:10.0,P. Mills misses 3-pt jump shot from 25 ft,,20,30
100,2,11:08.0,,Defensive rebound by V. Carter,20,30
101,2,11:00.0,,K. Koufos makes 2-pt hook shot from 9 ft (assist by C. Lee),20,32
102,2,10:41.0,B. Diaw misses 2-pt layup at rim (block by K. Koufos),,20,32
103,2,10:39.0,,Defensive rebound by T. Prince,20,32
104,2,10:31.0,,B. Udrih misses 2-pt jump shot from 13 ft,20,32
105,2,10:29.0,Defensive rebound by M. Belinelli,,20,32
106,2,10:15.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,20,32
107,2,10:14.0,Offensive rebound by M. Ginóbili,,20,32
108,2,10:10.0,Shooting foul by T. Prince (drawn by A. Baynes),,20,32
109,2,10:10.0,A. Baynes misses free throw 1 of 2,,20,32
110,2,10:10.0,Offensive rebound by Team,,20,32
111,2,10:10.0,D. Green enters the game for M. Ginóbili,,20,32
112,2,10:10.0,C. Joseph enters the game for M. Belinelli,,20,32
113,2,10:10.0,M. Bonner enters the game for P. Mills,,20,32
114,2,10:10.0,,Q. Pondexter enters the game for C. Lee,20,32
115,2,10:10.0,A. Baynes makes free throw 2 of 2,,21,32
116,2,9:48.0,,Offensive foul by K. Koufos (drawn by C. Joseph),21,32
117,2,9:48.0,,Turnover by K. Koufos (offensive foul),21,32
118,2,9:34.0,B. Diaw misses 2-pt layup at rim,,21,32
119,2,9:31.0,Offensive rebound by A. Baynes,,21,32
120,2,9:31.0,A. Baynes misses 2-pt tip-in from 1 ft,,21,32
121,2,9:29.0,Offensive rebound by C. Joseph,,21,32
122,2,9:15.0,Turnover by B. Diaw (lost ball; steal by B. Udrih),,21,32
123,2,9:09.0,,V. Carter misses 3-pt jump shot from 26 ft,21,32
124,2,9:07.0,Defensive rebound by A. Baynes,,21,32
125,2,8:49.0,Personal foul by K. Koufos (drawn by C. Joseph),,21,32
126,2,8:49.0,San Antonio full timeout,,21,32
127,2,8:41.0,Turnover by C. Joseph (lost ball; steal by V. Carter),,21,32
128,2,8:28.0,,Shooting foul by A. Baynes (drawn by T. Prince),21,32
129,2,8:28.0,,T. Prince makes free throw 1 of 2,21,33
130,2,8:28.0,J. Ayres enters the game for A. Baynes,,21,33
131,2,8:28.0,,T. Prince makes free throw 2 of 2,21,34
132,2,8:06.0,D. Green misses 2-pt layup at rim,,21,34
133,2,8:05.0,,Defensive rebound by Q. Pondexter,21,34
134,2,7:47.0,,K. Koufos misses 2-pt hook shot from 7 ft,21,34
135,2,7:45.0,Defensive rebound by M. Bonner,,21,34
136,2,7:37.0,C. Joseph makes 2-pt layup from 1 ft,,23,34
137,2,7:33.0,,Turnover by T. Prince (lost ball; steal by C. Joseph),23,34
138,2,7:29.0,D. Green misses 3-pt jump shot from 25 ft,,23,34
139,2,7:28.0,,Defensive rebound by T. Prince,23,34
140,2,7:18.0,,B. Udrih makes 2-pt layup from 1 ft,23,36
141,2,7:04.0,Turnover by B. Diaw (lost ball; steal by V. Carter),,23,36
142,2,6:52.0,,B. Udrih misses 2-pt jump shot from 11 ft,23,36
143,2,6:50.0,Defensive rebound by J. Ayres,,23,36
144,2,6:29.0,C. Joseph misses 2-pt layup at rim,,23,36
145,2,6:27.0,,Defensive rebound by V. Carter,23,36
146,2,6:24.0,,Personal foul by J. Ayres (drawn by V. Carter),23,36
147,2,6:24.0,,J. Leuer enters the game for T. Prince,23,36
148,2,6:13.0,,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by V. Carter),23,39
149,2,6:02.0,Shooting foul by J. Leuer (drawn by B. Diaw),,23,39
150,2,6:02.0,B. Diaw makes free throw 1 of 2,,24,39
151,2,6:02.0,,M. Gasol enters the game for J. Leuer,24,39
152,2,6:02.0,B. Diaw makes free throw 2 of 2,,25,39
153,2,5:50.0,,V. Carter misses 2-pt jump shot from 10 ft,25,39
154,2,5:49.0,Defensive rebound by M. Bonner,,25,39
155,2,5:35.0,J. Ayres makes 2-pt jump shot from 13 ft (assist by C. Joseph),,27,39
156,2,5:29.0,,Memphis full timeout,27,39
157,2,5:29.0,M. Ginóbili enters the game for D. Green,,27,39
158,2,5:29.0,T. Duncan enters the game for J. Ayres,,27,39
159,2,5:29.0,,T. Prince enters the game for V. Carter,27,39
160,2,5:29.0,,T. Allen enters the game for K. Koufos,27,39
161,2,5:19.0,,T. Prince makes 2-pt jump shot from 9 ft (assist by M. Gasol),27,41
162,2,5:01.0,Turnover by B. Diaw (step out of bounds),,27,41
163,2,5:01.0,Technical foul by B. Diaw,,27,41
164,2,5:01.0,,B. Udrih makes technical free throw,27,42
165,2,4:37.0,,B. Udrih misses 2-pt jump shot from 10 ft,27,42
166,2,4:36.0,Defensive rebound by Team,,27,42
167,2,4:12.0,B. Diaw misses 2-pt layup from 2 ft,,27,42
168,2,4:10.0,,Defensive rebound by M. Gasol,27,42
169,2,4:04.0,,Turnover by M. Gasol (bad pass),27,42
170,2,4:04.0,M. Belinelli enters the game for B. Diaw,,27,42
171,2,4:04.0,,M. Conley enters the game for B. Udrih,27,42
172,2,3:50.0,T. Duncan makes 2-pt jump shot from 4 ft (assist by M. Ginóbili),,29,42
173,2,3:31.0,,T. Prince misses 2-pt jump shot from 18 ft,29,42
174,2,3:30.0,Defensive rebound by T. Duncan,,29,42
175,2,3:20.0,M. Belinelli makes 2-pt layup at rim (assist by T. Duncan),,31,42
176,2,2:53.0,,T. Allen makes 2-pt layup at rim (assist by T. Prince),31,44
177,2,2:33.0,C. Joseph misses 2-pt jump shot from 5 ft,,31,44
178,2,2:30.0,,Defensive rebound by M. Conley,31,44
179,2,2:27.0,,M. Conley misses 2-pt jump shot from 10 ft,31,44
180,2,2:23.0,,Offensive rebound by Team,31,44
181,2,2:23.0,San Antonio full timeout,,31,44
182,2,2:23.0,D. Green enters the game for C. Joseph,,31,44
183,2,2:23.0,P. Mills enters the game for M. Bonner,,31,44
184,2,2:09.0,,M. Gasol misses 2-pt layup at rim (block by D. Green),31,44
185,2,2:07.0,Defensive rebound by M. Belinelli,,31,44
186,2,1:51.0,Shooting foul by M. Gasol (drawn by T. Duncan),,31,44
187,2,1:51.0,T. Duncan misses free throw 1 of 2,,31,44
188,2,1:51.0,Offensive rebound by Team,,31,44
189,2,1:51.0,T. Duncan makes free throw 2 of 2,,32,44
190,2,1:36.0,,M. Gasol makes 2-pt hook shot from 4 ft,32,46
191,2,1:36.0,,Shooting foul by T. Duncan (drawn by M. Gasol),32,46
192,2,1:36.0,,M. Gasol makes free throw 1 of 1,32,47
193,2,1:22.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by P. Mills),,35,47
194,2,1:04.0,,M. Conley misses 2-pt layup from 1 ft (block by D. Green),35,47
195,2,1:00.0,Defensive rebound by T. Duncan,,35,47
196,2,0:57.0,P. Mills misses 3-pt jump shot from 23 ft,,35,47
197,2,0:55.0,,Defensive rebound by M. Gasol,35,47
198,2,0:47.0,,Shooting foul by M. Belinelli (drawn by M. Conley),35,47
199,2,0:47.0,,M. Conley misses free throw 1 of 3,35,47
200,2,0:47.0,,Offensive rebound by Team,35,47
201,2,0:47.0,,M. Conley makes free throw 2 of 3,35,48
202,2,0:47.0,,M. Conley makes free throw 3 of 3,35,49
203,2,0:36.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. Green),,38,49
204,2,0:19.0,,Q. Pondexter makes 3-pt jump shot from 25 ft (assist by M. Conley),38,52
205,2,0:01.0,M. Ginóbili misses 2-pt jump shot from 17 ft,,38,52
206,2,0:00.0,Offensive rebound by Team,,38,52
207,3,11:48.0,Shooting foul by T. Allen (drawn by M. Ginóbili),,38,52
208,3,11:48.0,M. Ginóbili makes free throw 1 of 2,,39,52
209,3,11:48.0,M. Ginóbili makes free throw 2 of 2,,40,52
210,3,11:28.0,,M. Gasol misses 2-pt jump shot from 19 ft,40,52
211,3,11:25.0,,Offensive rebound by T. Allen,40,52
212,3,11:20.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Conley),40,55
213,3,11:05.0,Personal foul by T. Allen (drawn by C. Joseph),,40,55
214,3,10:52.0,T. Duncan misses 2-pt jump shot from 6 ft,,40,55
215,3,10:50.0,Offensive rebound by C. Joseph,,40,55
216,3,10:50.0,C. Joseph makes 2-pt layup at rim,,42,55
217,3,10:29.0,,M. Conley makes 2-pt jump shot from 17 ft (assist by C. Lee),42,57
218,3,10:09.0,C. Joseph makes 2-pt jump shot from 12 ft,,44,57
219,3,10:01.0,,J. Leuer makes 2-pt jump shot from 19 ft (assist by M. Conley),44,59
220,3,9:44.0,T. Duncan makes 2-pt jump shot from 7 ft,,46,59
221,3,9:26.0,,M. Gasol misses 2-pt jump shot from 8 ft,46,59
222,3,9:25.0,Defensive rebound by M. Belinelli,,46,59
223,3,9:18.0,Turnover by T. Duncan (bad pass),,46,59
224,3,8:59.0,,M. Gasol misses 2-pt jump shot from 6 ft,46,59
225,3,8:58.0,Defensive rebound by T. Duncan,,46,59
226,3,8:52.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,46,59
227,3,8:50.0,,Defensive rebound by M. Conley,46,59
228,3,8:39.0,,J. Leuer misses 2-pt layup from 1 ft (block by T. Splitter),46,59
229,3,8:38.0,,Offensive rebound by J. Leuer,46,59
230,3,8:34.0,,Turnover by J. Leuer (bad pass; steal by M. Ginóbili),46,59
231,3,8:22.0,M. Belinelli misses 2-pt layup at rim,,46,59
232,3,8:20.0,,Defensive rebound by M. Gasol,46,59
233,3,8:17.0,,Turnover by M. Gasol (bad pass; steal by C. Joseph),46,59
234,3,8:15.0,Personal take foul by M. Conley (drawn by M. Ginóbili),,46,59
235,3,7:57.0,C. Joseph makes 2-pt layup from 1 ft,,48,59
236,3,7:57.0,Shooting foul by M. Conley (drawn by C. Joseph),,48,59
237,3,7:57.0,C. Joseph misses free throw 1 of 1,,48,59
238,3,7:56.0,,Defensive rebound by T. Allen,48,59
239,3,7:41.0,,Turnover by M. Conley (lost ball),48,59
240,3,7:24.0,T. Splitter misses 2-pt jump shot from 6 ft (block by M. Gasol),,48,59
241,3,7:22.0,Offensive rebound by T. Splitter,,48,59
242,3,7:19.0,T. Splitter makes 2-pt hook shot from 5 ft,,50,59
243,3,7:15.0,,Memphis full timeout,50,59
244,3,7:03.0,,Shooting foul by C. Joseph (drawn by M. Conley),50,59
245,3,7:03.0,,M. Conley makes free throw 1 of 2,50,60
246,3,7:03.0,,M. Conley makes free throw 2 of 2,50,61
247,3,6:48.0,M. Belinelli misses 2-pt jump shot from 9 ft,,50,61
248,3,6:47.0,,Defensive rebound by C. Lee,50,61
249,3,6:39.0,,J. Leuer misses 2-pt jump shot from 19 ft,50,61
250,3,6:38.0,Defensive rebound by T. Duncan,,50,61
251,3,6:26.0,T. Splitter misses 2-pt hook shot from 6 ft,,50,61
252,3,6:24.0,,Defensive rebound by M. Gasol,50,61
253,3,6:20.0,,T. Allen misses 2-pt layup at rim,50,61
254,3,6:18.0,,Offensive rebound by J. Leuer,50,61
255,3,6:15.0,,M. Conley makes 3-pt jump shot from 22 ft (assist by J. Leuer),50,64
256,3,6:05.0,C. Joseph misses 3-pt jump shot from 23 ft,,50,64
257,3,6:04.0,,Defensive rebound by C. Lee,50,64
258,3,5:44.0,,Turnover by M. Conley (lost ball; steal by C. Joseph),50,64
259,3,5:41.0,Turnover by C. Joseph (lost ball; steal by M. Conley),,50,64
260,3,5:36.0,,Turnover by C. Lee (bad pass; steal by T. Splitter),50,64
261,3,5:24.0,C. Joseph misses 2-pt jump shot from 11 ft,,50,64
262,3,5:22.0,,Defensive rebound by M. Conley,50,64
263,3,5:21.0,,Personal foul by C. Joseph (drawn by M. Conley),50,64
264,3,5:21.0,,J. Stokes enters the game for J. Leuer,50,64
265,3,5:21.0,D. Green enters the game for M. Ginóbili,,50,64
266,3,5:21.0,P. Mills enters the game for C. Joseph,,50,64
267,3,5:06.0,,T. Allen misses 2-pt layup from 1 ft,50,64
268,3,5:05.0,Defensive rebound by T. Splitter,,50,64
269,3,4:58.0,D. Green makes 3-pt jump shot from 23 ft (assist by M. Belinelli),,53,64
270,3,4:38.0,,T. Allen misses 2-pt jump shot from 6 ft,53,64
271,3,4:37.0,Defensive rebound by T. Duncan,,53,64
272,3,4:24.0,,Offensive charge foul by T. Splitter (drawn by M. Gasol),53,64
273,3,4:24.0,Turnover by T. Splitter (offensive foul),,53,64
274,3,4:24.0,,T. Prince enters the game for J. Stokes,53,64
275,3,4:24.0,,V. Carter enters the game for T. Allen,53,64
276,3,4:24.0,M. Bonner enters the game for T. Splitter,,53,64
277,3,4:12.0,,Offensive foul by V. Carter (drawn by P. Mills),53,64
278,3,4:12.0,,Turnover by V. Carter (offensive foul),53,64
279,3,3:52.0,M. Bonner makes 2-pt hook shot from 11 ft,,55,64
280,3,3:35.0,,Turnover by M. Conley (bad pass; steal by T. Duncan),55,64
281,3,3:23.0,Turnover by M. Belinelli (lost ball; steal by C. Lee),,55,64
282,3,3:18.0,,Shooting foul by D. Green (drawn by T. Prince),55,64
283,3,3:18.0,,T. Prince makes free throw 1 of 2,55,65
284,3,3:18.0,J. Ayres enters the game for T. Duncan,,55,65
285,3,3:18.0,,T. Prince makes free throw 2 of 2,55,66
286,3,3:08.0,M. Belinelli misses 3-pt jump shot from 25 ft,,55,66
287,3,3:07.0,Offensive rebound by M. Bonner,,55,66
288,3,2:52.0,Turnover by D. Green (bad pass),,55,66
289,3,2:52.0,San Antonio full timeout,,55,66
290,3,2:52.0,,B. Udrih enters the game for M. Conley,55,66
291,3,2:36.0,,C. Lee misses 3-pt jump shot from 23 ft,55,66
292,3,2:35.0,Defensive rebound by D. Green,,55,66
293,3,2:21.0,M. Belinelli makes 2-pt jump shot from 18 ft,,57,66
294,3,1:59.0,,M. Gasol makes 2-pt jump shot from 3 ft (assist by V. Carter),57,68
295,3,1:54.0,Personal take foul by B. Udrih (drawn by P. Mills),,57,68
296,3,1:54.0,P. Mills makes free throw 1 of 2,,58,68
297,3,1:54.0,P. Mills makes free throw 2 of 2,,59,68
298,3,1:37.0,,Shooting foul by D. Green (drawn by M. Gasol),59,68
299,3,1:37.0,,M. Gasol makes free throw 1 of 2,59,69
300,3,1:37.0,,M. Gasol misses free throw 2 of 2,59,69
301,3,1:35.0,Defensive rebound by D. Green,,59,69
302,3,1:22.0,P. Mills misses 3-pt jump shot from 25 ft,,59,69
303,3,1:21.0,,Defensive rebound by M. Gasol,59,69
304,3,1:21.0,Loose ball foul by J. Ayres (drawn by M. Gasol),,59,69
305,3,1:21.0,,M. Gasol makes free throw 1 of 2,59,70
306,3,1:21.0,,M. Gasol misses free throw 2 of 2,59,70
307,3,1:19.0,Defensive rebound by J. Ayres,,59,70
308,3,1:05.0,P. Mills makes 2-pt layup from 1 ft,,61,70
309,3,0:52.0,,T. Prince makes 2-pt layup from 1 ft,61,72
310,3,0:38.0,D. Green makes 2-pt jump shot from 9 ft,,63,72
311,3,0:19.0,,C. Lee makes 2-pt jump shot from 16 ft (assist by B. Udrih),63,74
312,3,0:04.0,P. Mills misses 2-pt jump shot from 21 ft,,63,74
313,3,0:03.0,,Defensive rebound by Team,63,74
314,3,0:01.0,,B. Udrih misses 3-pt jump shot from 43 ft,63,74
315,3,0:00.0,,Offensive rebound by Team,63,74
316,4,11:45.0,,B. Udrih misses 2-pt jump shot from 20 ft,63,74
317,4,11:44.0,Defensive rebound by J. Ayres,,63,74
318,4,11:39.0,D. Green misses 3-pt jump shot from 25 ft,,63,74
319,4,11:36.0,Offensive rebound by D. Green,,63,74
320,4,11:17.0,K. Anderson makes 2-pt jump shot from 18 ft (assist by P. Mills),,65,74
321,4,11:01.0,,V. Carter misses 3-pt jump shot from 25 ft,65,74
322,4,11:00.0,,Offensive rebound by T. Prince,65,74
323,4,10:50.0,,Personal foul by D. Green (drawn by V. Carter),65,74
324,4,10:41.0,,T. Prince misses 3-pt jump shot from 23 ft,65,74
325,4,10:40.0,,Offensive rebound by K. Koufos,65,74
326,4,10:22.0,,V. Carter misses 3-pt jump shot from 26 ft,65,74
327,4,10:21.0,Defensive rebound by M. Belinelli,,65,74
328,4,10:09.0,K. Anderson makes 2-pt layup from 1 ft,,67,74
329,4,9:48.0,,Turnover by V. Carter (bad pass; steal by M. Belinelli),67,74
330,4,9:34.0,P. Mills misses 2-pt jump shot from 16 ft,,67,74
331,4,9:31.0,Offensive rebound by P. Mills,,67,74
332,4,9:25.0,P. Mills misses 3-pt jump shot from 22 ft,,67,74
333,4,9:24.0,,Defensive rebound by B. Udrih,67,74
334,4,9:21.0,,C. Lee misses 2-pt layup at rim,67,74
335,4,9:19.0,,Offensive rebound by V. Carter,67,74
336,4,9:19.0,,V. Carter makes 2-pt tip-in at rim,67,76
337,4,9:17.0,San Antonio full timeout,,67,76
338,4,9:17.0,,Q. Pondexter enters the game for C. Lee,67,76
339,4,9:17.0,C. Joseph enters the game for M. Belinelli,,67,76
340,4,9:17.0,M. Ginóbili enters the game for P. Mills,,67,76
341,4,8:59.0,C. Joseph makes 2-pt jump shot from 13 ft,,69,76
342,4,8:40.0,,K. Koufos makes 2-pt hook shot from 4 ft (assist by T. Prince),69,78
343,4,8:16.0,D. Green makes 2-pt layup at rim,,71,78
344,4,7:59.0,,K. Koufos makes 2-pt layup from 1 ft (assist by Q. Pondexter),71,80
345,4,7:49.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. Green),,73,80
346,4,7:46.0,,Turnover by K. Koufos (bad pass; steal by D. Green),73,80
347,4,7:45.0,Personal foul by K. Koufos (drawn by D. Green),,73,80
348,4,7:45.0,T. Duncan enters the game for J. Ayres,,73,80
349,4,7:45.0,,T. Allen enters the game for V. Carter,73,80
350,4,7:45.0,,M. Conley enters the game for B. Udrih,73,80
351,4,7:39.0,M. Ginóbili misses 2-pt layup from 1 ft (block by K. Koufos),,73,80
352,4,7:37.0,,Defensive rebound by T. Prince,73,80
353,4,7:17.0,,Q. Pondexter misses 3-pt jump shot from 26 ft,73,80
354,4,7:16.0,Defensive rebound by T. Duncan,,73,80
355,4,6:55.0,T. Duncan makes 2-pt layup at rim (assist by K. Anderson),,75,80
356,4,6:33.0,,Turnover by K. Koufos (bad pass),75,80
357,4,6:33.0,,M. Gasol enters the game for K. Koufos,75,80
358,4,6:20.0,D. Green misses 3-pt jump shot from 25 ft,,75,80
359,4,6:18.0,,Defensive rebound by M. Conley,75,80
360,4,6:05.0,,Turnover by T. Prince (bad pass),75,80
361,4,5:52.0,T. Duncan makes 2-pt jump shot from 17 ft (assist by D. Green),,77,80
362,4,5:31.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by T. Allen),77,82
363,4,5:15.0,Turnover by D. Green (lost ball; steal by Q. Pondexter),,77,82
364,4,5:13.0,,Personal take foul by T. Duncan (drawn by Q. Pondexter),77,82
365,4,5:13.0,,Memphis full timeout,77,82
366,4,5:13.0,M. Belinelli enters the game for D. Green,,77,82
367,4,4:58.0,,Turnover by M. Gasol (bad pass),77,82
368,4,4:36.0,T. Duncan misses 2-pt jump shot from 9 ft,,77,82
369,4,4:34.0,,Defensive rebound by T. Prince,77,82
370,4,4:10.0,,T. Prince makes 2-pt jump shot from 21 ft (assist by M. Conley),77,84
371,4,3:56.0,Turnover by M. Belinelli (bad pass; steal by T. Allen),,77,84
372,4,3:37.0,,Shooting foul by C. Joseph (drawn by M. Conley),77,84
373,4,3:37.0,,M. Conley makes free throw 1 of 2,77,85
374,4,3:37.0,P. Mills enters the game for M. Ginóbili,,77,85
375,4,3:37.0,,M. Conley makes free throw 2 of 2,77,86
376,4,3:25.0,Shooting foul by M. Conley (drawn by P. Mills),,77,86
377,4,3:25.0,P. Mills makes free throw 1 of 2,,78,86
378,4,3:25.0,P. Mills makes free throw 2 of 2,,79,86
379,4,3:10.0,,M. Conley makes 3-pt jump shot from 25 ft,79,89
380,4,2:53.0,P. Mills misses 2-pt jump shot from 20 ft,,79,89
381,4,2:52.0,,Defensive rebound by M. Gasol,79,89
382,4,2:46.0,,Personal take foul by K. Anderson (drawn by T. Prince),79,89
383,4,2:46.0,,Memphis full timeout,79,89
384,4,2:46.0,M. Bonner enters the game for T. Duncan,,79,89
385,4,2:46.0,A. Daye enters the game for M. Belinelli,,79,89
386,4,2:46.0,J. Ayres enters the game for P. Mills,,79,89
387,4,2:33.0,,Turnover by T. Prince (bad pass),79,89
