,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DALLAS_ACTION,PORTLAND_SCORE,DALLAS_SCORE
82,1,2:59.0,,D. Nowitzki enters the game for R. Jefferson,11,21
83,1,2:59.0,M. Leonard enters the game for A. Crabbe,,11,21
84,1,2:59.0,L. Aldridge misses free throw 1 of 1,,11,21
85,1,2:58.0,,Defensive rebound by A. Aminu,11,21
86,1,2:42.0,,Turnover by M. Ellis (bad pass; steal by J. Freeland),11,21
87,1,2:34.0,M. Leonard misses 3-pt jump shot from 24 ft,,11,21
88,1,2:34.0,Offensive rebound by T. Frazier,,11,21
89,1,2:18.0,L. Aldridge misses 2-pt jump shot from 2 ft,,11,21
90,1,2:16.0,Offensive rebound by J. Freeland,,11,21
91,1,2:02.0,T. Frazier misses 2-pt jump shot from 20 ft,,11,21
92,1,2:01.0,,Defensive rebound by A. Stoudemire,11,21
93,1,1:54.0,,M. Ellis makes 2-pt layup at rim,11,23
94,1,1:44.0,Shooting foul by M. Ellis (drawn by D. Lillard),,11,23
95,1,1:44.0,D. Lillard makes free throw 1 of 2,,12,23
96,1,1:44.0,S. Blake enters the game for T. Frazier,,12,23
97,1,1:44.0,D. Lillard makes free throw 2 of 2,,13,23
98,1,1:36.0,,Shooting foul by J. Freeland (drawn by A. Stoudemire),13,23
99,1,1:36.0,,A. Stoudemire makes free throw 1 of 2,13,24
100,1,1:36.0,,A. Stoudemire makes free throw 2 of 2,13,25
101,1,1:16.0,L. Aldridge misses 2-pt jump shot from 12 ft,,13,25
102,1,1:15.0,Offensive rebound by J. Freeland,,13,25
103,1,1:15.0,,Loose ball foul by M. Ellis (drawn by J. Freeland),13,25
104,1,1:15.0,J. Freeland makes free throw 1 of 2,,14,25
105,1,1:15.0,,R. Felton enters the game for M. Ellis,14,25
106,1,1:15.0,J. Freeland makes free throw 2 of 2,,15,25
107,1,1:04.0,,Turnover by J. Barea (bad pass; steal by S. Blake),15,25
108,1,1:00.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Lillard),,17,25
109,1,0:50.0,,A. Stoudemire makes 2-pt hook shot from 5 ft,17,27
110,1,0:32.0,S. Blake misses 3-pt jump shot from 23 ft,,17,27
111,1,0:31.0,Offensive rebound by M. Leonard,,17,27
112,1,0:23.0,S. Blake misses 3-pt jump shot from 22 ft,,17,27
113,1,0:23.0,,Defensive rebound by D. Nowitzki,17,27
114,1,0:23.0,Loose ball foul by J. Freeland (drawn by D. Nowitzki),,17,27
115,1,0:23.0,,D. Nowitzki makes free throw 1 of 2,17,28
116,1,0:23.0,A. Crabbe enters the game for J. Freeland,,17,28
117,1,0:23.0,,D. Nowitzki makes free throw 2 of 2,17,29
118,1,0:00.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by A. Crabbe),,19,29
119,2,11:43.0,Turnover by D. Lillard (bad pass),,19,29
120,2,11:28.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,19,29
121,2,11:27.0,Defensive rebound by A. Gee,,19,29
122,2,11:19.0,Turnover by D. Lillard (bad pass; steal by J. Barea),,19,29
123,2,11:10.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,19,29
124,2,11:10.0,Defensive rebound by M. Leonard,,19,29
125,2,11:06.0,Shooting foul by D. Nowitzki (drawn by D. Lillard),,19,29
126,2,11:06.0,D. Lillard makes free throw 1 of 2,,20,29
127,2,11:06.0,D. Lillard misses free throw 2 of 2,,20,29
128,2,11:05.0,,Defensive rebound by A. Aminu,20,29
129,2,10:53.0,,J. Barea misses 2-pt jump shot from 15 ft,20,29
130,2,10:52.0,Defensive rebound by D. Lillard,,20,29
131,2,10:44.0,D. Lillard misses 3-pt jump shot from 24 ft,,20,29
132,2,10:43.0,,Defensive rebound by A. Aminu,20,29
133,2,10:36.0,,R. Felton makes 2-pt jump shot from 8 ft,20,31
134,2,10:19.0,M. Leonard misses 2-pt jump shot from 6 ft,,20,31
135,2,10:18.0,,Defensive rebound by A. Stoudemire,20,31
136,2,10:06.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,20,31
137,2,10:05.0,Defensive rebound by M. Leonard,,20,31
138,2,9:59.0,Personal block foul by A. Stoudemire (drawn by D. Lillard),,20,31
139,2,9:59.0,T. Frazier enters the game for D. Lillard,,20,31
140,2,9:49.0,A. Gee misses 3-pt jump shot from 24 ft,,20,31
141,2,9:48.0,,Defensive rebound by R. Felton,20,31
142,2,9:39.0,,A. Stoudemire misses 2-pt layup at rim,20,31
143,2,9:38.0,Defensive rebound by M. Leonard,,20,31
144,2,9:34.0,S. Blake makes 2-pt jump shot from 22 ft (assist by T. Frazier),,22,31
145,2,9:21.0,,A. Aminu misses 2-pt jump shot from 4 ft,22,31
146,2,9:20.0,Defensive rebound by S. Blake,,22,31
147,2,9:16.0,A. Gee makes 2-pt layup at rim (assist by S. Blake),,24,31
148,2,9:15.0,,Dallas full timeout,24,31
149,2,9:02.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by A. Stoudemire),24,33
150,2,8:48.0,S. Blake makes 3-pt jump shot from 24 ft (assist by T. Frazier),,27,33
151,2,8:37.0,,Personal foul by S. Blake (drawn by J. Barea),27,33
152,2,8:24.0,,A. Stoudemire makes 2-pt layup from 1 ft,27,35
153,2,8:07.0,R. Lopez misses 2-pt jump shot from 14 ft,,27,35
154,2,8:06.0,,Defensive rebound by D. Nowitzki,27,35
155,2,7:56.0,,A. Stoudemire misses 2-pt jump shot from 10 ft,27,35
156,2,7:55.0,Defensive rebound by A. Gee,,27,35
157,2,7:45.0,M. Leonard misses 3-pt jump shot from 23 ft,,27,35
158,2,7:44.0,,Defensive rebound by A. Aminu,27,35
159,2,7:26.0,,Shooting foul by M. Leonard (drawn by D. Nowitzki),27,35
160,2,7:26.0,,D. Nowitzki makes free throw 1 of 2,27,36
161,2,7:26.0,,T. Chandler enters the game for A. Stoudemire,27,36
162,2,7:26.0,,D. Nowitzki makes free throw 2 of 2,27,37
163,2,7:09.0,Turnover by R. Lopez (lost ball; steal by D. Nowitzki),,27,37
164,2,7:00.0,,D. Nowitzki misses 3-pt jump shot from 23 ft,27,37
165,2,7:00.0,,Offensive rebound by T. Chandler,27,37
166,2,7:00.0,Loose ball foul by M. Leonard (drawn by T. Chandler),,27,37
167,2,7:00.0,,C. Villanueva enters the game for D. Nowitzki,27,37
168,2,6:54.0,,R. Felton makes 2-pt jump shot from 17 ft,27,39
169,2,6:40.0,T. Frazier makes 2-pt layup at rim (assist by S. Blake),,29,39
170,2,6:27.0,,J. Barea misses 2-pt jump shot from 11 ft,29,39
171,2,6:26.0,Defensive rebound by M. Leonard,,29,39
172,2,6:15.0,S. Blake misses 3-pt jump shot from 24 ft,,29,39
173,2,6:14.0,,Defensive rebound by T. Chandler,29,39
174,2,6:09.0,,Shooting block foul by T. Frazier (drawn by R. Felton),29,39
175,2,6:09.0,,R. Felton misses free throw 1 of 2,29,39
176,2,6:09.0,,Offensive rebound by Team,29,39
177,2,6:09.0,,M. Ellis enters the game for J. Barea,29,39
178,2,6:09.0,A. Crabbe enters the game for A. Gee,,29,39
179,2,6:09.0,,R. Felton makes free throw 2 of 2,29,40
180,2,5:52.0,R. Lopez makes 2-pt dunk at rim (assist by T. Frazier),,31,40
181,2,5:39.0,,C. Villanueva makes 3-pt jump shot from 24 ft (assist by R. Felton),31,43
182,2,5:39.0,Portland full timeout,,31,43
183,2,5:39.0,,R. Rondo enters the game for R. Felton,31,43
184,2,5:39.0,J. Freeland enters the game for R. Lopez,,31,43
185,2,5:39.0,L. Aldridge enters the game for M. Leonard,,31,43
186,2,5:23.0,S. Blake makes 3-pt jump shot from 24 ft (assist by T. Frazier),,34,43
187,2,5:08.0,,M. Ellis misses 2-pt jump shot from 8 ft,34,43
188,2,5:06.0,,Offensive rebound by T. Chandler,34,43
189,2,5:06.0,,T. Chandler makes 2-pt tip-in at rim,34,45
190,2,4:58.0,,Violation by C. Villanueva (kicked ball),34,45
191,2,4:51.0,A. Crabbe misses 2-pt jump shot from 16 ft,,34,45
192,2,4:50.0,Offensive rebound by A. Crabbe,,34,45
193,2,4:40.0,T. Frazier makes 2-pt layup from 1 ft,,36,45
194,2,4:24.0,,T. Chandler makes 2-pt layup from 2 ft (assist by R. Rondo),36,47
195,2,4:24.0,,Shooting foul by T. Frazier (drawn by T. Chandler),36,47
196,2,4:24.0,,T. Chandler makes free throw 1 of 1,36,48
197,2,4:11.0,L. Aldridge makes 2-pt jump shot from 22 ft (assist by T. Frazier),,38,48
198,2,4:00.0,,Turnover by R. Rondo (bad pass; steal by A. Crabbe),38,48
199,2,3:55.0,A. Crabbe makes 2-pt layup at rim (assist by S. Blake),,40,48
200,2,3:40.0,,M. Ellis makes 2-pt jump shot from 1 ft,40,50
201,2,3:21.0,L. Aldridge misses 2-pt jump shot from 12 ft,,40,50
202,2,3:20.0,,Defensive rebound by C. Villanueva,40,50
203,2,3:10.0,,C. Villanueva makes 3-pt jump shot from 25 ft (assist by A. Aminu),40,53
204,2,2:48.0,L. Aldridge misses 2-pt layup from 1 ft,,40,53
205,2,2:46.0,Offensive rebound by L. Aldridge,,40,53
206,2,2:46.0,L. Aldridge makes 2-pt tip-in from 1 ft,,42,53
207,2,2:36.0,,Turnover by R. Rondo (bad pass; steal by J. Freeland),42,53
208,2,2:32.0,A. Crabbe makes 2-pt layup at rim (assist by T. Frazier),,44,53
209,2,2:31.0,,Dallas full timeout,44,53
210,2,2:31.0,Official timeout,,44,53
211,2,2:31.0,D. Lillard enters the game for S. Blake,,44,53
212,2,2:17.0,,M. Ellis makes 2-pt jump shot from 17 ft,44,55
213,2,2:06.0,Personal foul by M. Ellis (drawn by T. Frazier),,44,55
214,2,1:58.0,L. Aldridge makes 3-pt jump shot from 22 ft (assist by T. Frazier),,47,55
215,2,1:48.0,,Turnover by C. Villanueva (lost ball; steal by L. Aldridge),47,55
216,2,1:38.0,J. Freeland misses 2-pt jump shot from 5 ft,,47,55
217,2,1:37.0,Offensive rebound by L. Aldridge,,47,55
218,2,1:37.0,L. Aldridge makes 2-pt tip-in at rim,,49,55
219,2,1:20.0,,M. Ellis misses 2-pt jump shot from 18 ft,49,55
220,2,1:19.0,Defensive rebound by L. Aldridge,,49,55
221,2,1:12.0,T. Frazier makes 2-pt layup at rim,,51,55
222,2,0:53.0,,R. Rondo misses 2-pt jump shot from 7 ft,51,55
223,2,0:52.0,Defensive rebound by T. Frazier,,51,55
224,2,0:48.0,Turnover by T. Frazier (lost ball; steal by T. Chandler),,51,55
225,2,0:44.0,,Personal foul by A. Crabbe (drawn by T. Chandler),51,55
226,2,0:44.0,,D. Nowitzki enters the game for C. Villanueva,51,55
227,2,0:44.0,,T. Chandler misses free throw 1 of 2,51,55
228,2,0:44.0,,Offensive rebound by Team,51,55
229,2,0:44.0,,J. Barea enters the game for M. Ellis,51,55
230,2,0:44.0,,T. Chandler makes free throw 2 of 2,51,56
231,2,0:28.0,A. Crabbe misses 3-pt jump shot from 24 ft,,51,56
232,2,0:27.0,,Defensive rebound by R. Rondo,51,56
233,2,0:04.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,51,56
234,2,0:03.0,,Offensive rebound by Team,51,56
235,2,0:03.0,,Turnover by Team (shot clock),51,56
236,2,0:03.0,Portland full timeout,,51,56
237,2,0:03.0,,R. Jefferson enters the game for D. Nowitzki,51,56
238,2,0:03.0,S. Blake enters the game for J. Freeland,,51,56
239,3,11:46.0,Turnover by T. Frazier (bad pass),,51,56
240,3,11:25.0,,T. Chandler misses 2-pt hook shot from 3 ft,51,56
241,3,11:24.0,Defensive rebound by A. Crabbe,,51,56
242,3,11:17.0,D. Lillard misses 2-pt jump shot from 18 ft,,51,56
243,3,11:16.0,,Defensive rebound by T. Chandler,51,56
244,3,11:07.0,,M. Ellis misses 2-pt layup from 1 ft (block by L. Aldridge),51,56
245,3,11:05.0,Defensive rebound by R. Lopez,,51,56
246,3,11:01.0,Turnover by D. Lillard (step out of bounds),,51,56
247,3,10:55.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by M. Ellis),51,59
248,3,10:33.0,A. Crabbe misses 3-pt jump shot from 24 ft,,51,59
249,3,10:32.0,,Defensive rebound by M. Ellis,51,59
250,3,10:21.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,51,59
251,3,10:20.0,Defensive rebound by A. Crabbe,,51,59
252,3,10:09.0,T. Frazier misses 3-pt jump shot from 24 ft,,51,59
253,3,10:08.0,,Defensive rebound by T. Chandler,51,59
254,3,10:01.0,,R. Rondo makes 2-pt layup from 2 ft,51,61
255,3,9:42.0,L. Aldridge misses 2-pt jump shot from 11 ft,,51,61
256,3,9:41.0,,Defensive rebound by T. Chandler,51,61
257,3,9:31.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Rondo),51,64
258,3,9:16.0,Turnover by D. Lillard (bad pass; steal by M. Ellis),,51,64
259,3,9:12.0,,M. Ellis makes 2-pt dunk at rim,51,66
260,3,9:12.0,Portland full timeout,,51,66
261,3,8:56.0,L. Aldridge misses 3-pt jump shot from 23 ft,,51,66
262,3,8:56.0,,Defensive rebound by D. Nowitzki,51,66
263,3,8:50.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by R. Rondo),51,69
264,3,8:39.0,Turnover by T. Frazier (lost ball; steal by M. Ellis),,51,69
265,3,8:33.0,,R. Rondo makes 2-pt layup from 1 ft,51,71
266,3,8:11.0,A. Crabbe makes 2-pt layup from 1 ft,,53,71
267,3,8:11.0,Shooting foul by R. Jefferson (drawn by A. Crabbe),,53,71
268,3,8:11.0,A. Gee enters the game for T. Frazier,,53,71
269,3,8:11.0,A. Crabbe misses free throw 1 of 1,,53,71
270,3,8:10.0,,Defensive rebound by D. Nowitzki,53,71
271,3,7:53.0,,M. Ellis makes 2-pt jump shot from 8 ft,53,73
272,3,7:37.0,D. Lillard misses 3-pt jump shot from 25 ft,,53,73
273,3,7:36.0,,Defensive rebound by M. Ellis,53,73
274,3,7:30.0,,Personal block foul by D. Lillard (drawn by R. Rondo),53,73
275,3,7:18.0,,Turnover by M. Ellis (traveling),53,73
276,3,7:05.0,A. Crabbe makes 2-pt layup at rim (assist by D. Lillard),,55,73
277,3,6:55.0,,Turnover by R. Rondo (bad pass; steal by A. Crabbe),55,73
278,3,6:49.0,D. Lillard makes 3-pt jump shot from 24 ft (assist by A. Crabbe),,58,73
279,3,6:49.0,,Dallas full timeout,58,73
280,3,6:39.0,,Shooting foul by A. Crabbe (drawn by T. Chandler),58,73
281,3,6:39.0,,T. Chandler makes free throw 1 of 2,58,74
282,3,6:39.0,,T. Chandler makes free throw 2 of 2,58,75
283,3,6:24.0,,Violation by R. Rondo (kicked ball),58,75
284,3,6:24.0,,A. Aminu enters the game for D. Nowitzki,58,75
285,3,6:16.0,A. Gee misses 2-pt layup from 1 ft (block by T. Chandler),,58,75
286,3,6:14.0,Offensive rebound by A. Gee,,58,75
287,3,6:13.0,A. Gee makes 2-pt layup at rim,,60,75
288,3,6:01.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by R. Rondo),60,78
289,3,6:01.0,,Loose ball foul by T. Chandler (drawn by R. Lopez),60,78
290,3,5:42.0,A. Gee misses 3-pt jump shot from 24 ft,,60,78
291,3,5:41.0,,Defensive rebound by M. Ellis,60,78
292,3,5:35.0,,Shooting foul by A. Crabbe (drawn by M. Ellis),60,78
293,3,5:35.0,,M. Ellis misses free throw 1 of 2,60,78
294,3,5:35.0,,Offensive rebound by Team,60,78
295,3,5:35.0,S. Blake enters the game for A. Crabbe,,60,78
296,3,5:35.0,,M. Ellis makes free throw 2 of 2,60,79
297,3,5:14.0,L. Aldridge misses 2-pt jump shot from 16 ft,,60,79
298,3,5:13.0,,Defensive rebound by A. Aminu,60,79
299,3,4:58.0,,Shooting foul by R. Lopez (drawn by T. Chandler),60,79
300,3,4:58.0,,T. Chandler makes free throw 1 of 2,60,80
301,3,4:58.0,,T. Chandler makes free throw 2 of 2,60,81
302,3,4:50.0,Turnover by D. Lillard (lost ball),,60,81
303,3,4:50.0,M. Leonard enters the game for R. Lopez,,60,81
304,3,4:38.0,,T. Chandler misses 2-pt jump shot from 16 ft,60,81
305,3,4:37.0,Defensive rebound by D. Lillard,,60,81
306,3,4:32.0,A. Gee misses 2-pt layup from 2 ft,,60,81
307,3,4:30.0,,Defensive rebound by T. Chandler,60,81
308,3,4:30.0,Loose ball foul by A. Gee (drawn by T. Chandler),,60,81
309,3,4:30.0,,T. Chandler misses free throw 1 of 2,60,81
310,3,4:30.0,,Offensive rebound by Team,60,81
311,3,4:30.0,,T. Chandler makes free throw 2 of 2,60,82
312,3,4:14.0,Shooting foul by A. Aminu (drawn by L. Aldridge),,60,82
313,3,4:14.0,L. Aldridge makes free throw 1 of 2,,61,82
314,3,4:14.0,L. Aldridge makes free throw 2 of 2,,62,82
315,3,4:02.0,,M. Ellis misses 2-pt jump shot from 18 ft,62,82
316,3,4:00.0,Defensive rebound by M. Leonard,,62,82
317,3,3:52.0,A. Gee misses 2-pt jump shot from 19 ft,,62,82
318,3,3:51.0,,Defensive rebound by T. Chandler,62,82
319,3,3:43.0,,R. Rondo makes 2-pt layup at rim (assist by A. Aminu),62,84
320,3,3:32.0,D. Lillard makes 2-pt layup from 1 ft,,64,84
321,3,3:12.0,,Personal foul by A. Gee (drawn by R. Rondo),64,84
322,3,3:12.0,,R. Rondo misses free throw 1 of 2,64,84
323,3,3:12.0,,Offensive rebound by Team,64,84
324,3,3:12.0,,D. Nowitzki enters the game for R. Jefferson,64,84
325,3,3:12.0,,R. Rondo makes free throw 2 of 2,64,85
326,3,3:03.0,Turnover by S. Blake (bad pass; steal by R. Rondo),,64,85
327,3,2:59.0,,R. Rondo misses 2-pt layup from 1 ft (block by M. Leonard),64,85
328,3,2:59.0,,Offensive rebound by Team,64,85
329,3,2:59.0,,A. Stoudemire enters the game for T. Chandler,64,85
330,3,2:47.0,,A. Aminu misses 3-pt jump shot from 23 ft,64,85
331,3,2:46.0,Defensive rebound by L. Aldridge,,64,85
332,3,2:33.0,L. Aldridge misses 2-pt jump shot from 17 ft,,64,85
333,3,2:31.0,Offensive rebound by D. Lillard,,64,85
334,3,2:31.0,D. Lillard misses 2-pt jump shot from 2 ft,,64,85
335,3,2:30.0,Offensive rebound by M. Leonard,,64,85
336,3,2:29.0,M. Leonard makes 2-pt hook shot from 4 ft,,66,85
337,3,2:20.0,,Shooting foul by M. Leonard (drawn by A. Stoudemire),66,85
338,3,2:20.0,,A. Stoudemire misses free throw 1 of 2,66,85
339,3,2:20.0,,Offensive rebound by Team,66,85
340,3,2:20.0,,R. Felton enters the game for R. Rondo,66,85
341,3,2:20.0,,A. Stoudemire makes free throw 2 of 2,66,86
342,3,2:03.0,A. Gee makes 2-pt layup from 1 ft,,68,86
343,3,1:48.0,,D. Nowitzki makes 2-pt layup from 1 ft (assist by M. Ellis),68,88
344,3,1:35.0,D. Lillard misses 2-pt jump shot from 20 ft,,68,88
345,3,1:34.0,,Defensive rebound by M. Ellis,68,88
346,3,1:19.0,,R. Felton misses 3-pt jump shot from 24 ft,68,88
347,3,1:18.0,Defensive rebound by M. Leonard,,68,88
348,3,1:08.0,L. Aldridge misses 2-pt jump shot from 5 ft,,68,88
349,3,1:07.0,,Defensive rebound by A. Aminu,68,88
350,3,0:49.0,,A. Stoudemire misses 2-pt jump shot from 17 ft,68,88
351,3,0:48.0,Defensive rebound by S. Blake,,68,88
352,3,0:42.0,Personal foul by R. Felton (drawn by D. Lillard),,68,88
353,3,0:42.0,,R. Jefferson enters the game for D. Nowitzki,68,88
354,3,0:34.0,Shooting foul by A. Stoudemire (drawn by D. Lillard),,68,88
355,3,0:34.0,D. Lillard makes free throw 1 of 2,,69,88
356,3,0:34.0,,D. Nowitzki enters the game for A. Aminu,69,88
357,3,0:34.0,D. Lillard makes free throw 2 of 2,,70,88
358,3,0:21.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,70,88
359,3,0:20.0,Defensive rebound by A. Gee,,70,88
360,3,0:05.0,L. Aldridge makes 2-pt jump shot from 21 ft (assist by S. Blake),,72,88
361,3,0:01.0,,R. Felton makes 3-pt jump shot from 28 ft,72,91
362,4,11:47.0,,A. Aminu makes 2-pt layup from 1 ft (assist by R. Felton),72,93
363,4,11:26.0,Turnover by T. Frazier (lost ball),,72,93
364,4,11:09.0,,R. Felton misses 2-pt jump shot from 11 ft,72,93
365,4,11:07.0,,Offensive rebound by A. Stoudemire,72,93
366,4,11:07.0,,A. Stoudemire misses 2-pt tip-in from 1 ft,72,93
367,4,11:06.0,Defensive rebound by A. Gee,,72,93
368,4,11:03.0,Turnover by S. Blake (lost ball; steal by R. Felton),,72,93
369,4,10:59.0,,Turnover by A. Aminu (lost ball),72,93
370,4,10:39.0,,Violation by A. Aminu (def goaltending),72,93
371,4,10:39.0,J. Freeland makes 2-pt hook shot from 7 ft,,74,93
372,4,10:16.0,,R. Felton misses 3-pt jump shot from 25 ft,74,93
373,4,10:15.0,Defensive rebound by A. Gee,,74,93
374,4,10:02.0,T. Frazier makes 3-pt jump shot from 24 ft (assist by S. Blake),,77,93
375,4,9:54.0,,Personal foul by T. Frazier (drawn by D. Nowitzki),77,93
376,4,9:54.0,A. Crabbe enters the game for A. Gee,,77,93
377,4,9:51.0,,Offensive foul by D. Nowitzki (drawn by M. Leonard),77,93
378,4,9:51.0,,Turnover by D. Nowitzki (offensive foul),77,93
379,4,9:33.0,A. Crabbe misses 2-pt jump shot from 14 ft,,77,93
380,4,9:32.0,,Defensive rebound by A. Stoudemire,77,93
381,4,9:13.0,,J. Barea misses 3-pt jump shot from 24 ft,77,93
382,4,9:11.0,Defensive rebound by S. Blake,,77,93
383,4,9:02.0,A. Crabbe misses 2-pt jump shot from 6 ft,,77,93
