,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
0,1,11:37.0,,M. Gortat makes 2-pt jump shot from 10 ft (assist by N. Hilário),0,2
1,1,11:18.0,T. Ross misses 2-pt jump shot from 12 ft,,0,2
2,1,11:18.0,,Defensive rebound by Team,0,2
3,1,11:18.0,Loose ball foul by J. Valančiūnas (drawn by M. Gortat),,0,2
4,1,11:05.0,,N. Hilário makes 2-pt jump shot from 14 ft (assist by M. Gortat),0,4
5,1,10:52.0,K. Lowry misses 2-pt jump shot from 5 ft,,0,4
6,1,10:50.0,Offensive rebound by A. Johnson,,0,4
7,1,10:47.0,J. Valančiūnas makes 2-pt dunk at rim (assist by A. Johnson),,2,4
8,1,10:33.0,,P. Pierce misses 3-pt jump shot from 29 ft,2,4
9,1,10:31.0,Defensive rebound by A. Johnson,,2,4
10,1,10:26.0,K. Lowry makes 3-pt jump shot from 25 ft,,5,4
11,1,10:14.0,,B. Beal misses 3-pt jump shot from 26 ft,5,4
12,1,10:13.0,Defensive rebound by D. DeRozan,,5,4
13,1,10:03.0,D. DeRozan makes 2-pt jump shot from 20 ft,,7,4
14,1,9:50.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by J. Wall),7,7
15,1,9:35.0,D. DeRozan misses 2-pt jump shot from 17 ft,,7,7
16,1,9:34.0,,Defensive rebound by M. Gortat,7,7
17,1,9:11.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),7,9
18,1,8:54.0,D. DeRozan makes 2-pt layup from 1 ft (assist by A. Johnson),,9,9
19,1,8:54.0,Shooting foul by P. Pierce (drawn by D. DeRozan),,9,9
20,1,8:54.0,D. DeRozan makes free throw 1 of 1,,10,9
21,1,8:45.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),10,11
22,1,8:29.0,K. Lowry makes 3-pt jump shot from 24 ft,,13,11
23,1,8:16.0,,Personal foul by T. Ross (drawn by B. Beal),13,11
24,1,8:14.0,,B. Beal misses 2-pt layup at rim (block by T. Ross),13,11
25,1,8:11.0,Defensive rebound by J. Valančiūnas,,13,11
26,1,8:07.0,K. Lowry misses 2-pt layup at rim,,13,11
27,1,8:06.0,Offensive rebound by J. Valančiūnas,,13,11
28,1,8:04.0,J. Valančiūnas misses 2-pt layup from 3 ft,,13,11
29,1,8:03.0,Offensive rebound by J. Valančiūnas,,13,11
30,1,8:02.0,J. Valančiūnas misses 2-pt layup from 2 ft,,13,11
31,1,8:01.0,,Defensive rebound by P. Pierce,13,11
32,1,7:56.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),13,14
33,1,7:43.0,D. DeRozan makes 3-pt jump shot from 26 ft (assist by K. Lowry),,16,14
34,1,7:28.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by J. Wall),16,16
35,1,7:07.0,D. DeRozan makes 2-pt jump shot from 18 ft,,18,16
36,1,6:45.0,,B. Beal misses 3-pt jump shot from 26 ft,18,16
37,1,6:44.0,Defensive rebound by A. Johnson,,18,16
38,1,6:33.0,D. DeRozan makes 2-pt jump shot from 8 ft,,20,16
39,1,6:24.0,,N. Hilário misses 2-pt jump shot from 18 ft,20,16
40,1,6:23.0,Defensive rebound by K. Lowry,,20,16
41,1,6:18.0,K. Lowry misses 3-pt jump shot from 25 ft (block by J. Wall),,20,16
42,1,6:18.0,Offensive rebound by Team,,20,16
43,1,6:05.0,T. Ross misses 2-pt jump shot from 20 ft,,20,16
44,1,6:04.0,,Defensive rebound by N. Hilário,20,16
45,1,5:53.0,,B. Beal misses 2-pt jump shot from 4 ft,20,16
46,1,5:52.0,Defensive rebound by J. Valančiūnas,,20,16
47,1,5:44.0,T. Ross makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,23,16
48,1,5:34.0,,Washington full timeout,23,16
49,1,5:34.0,,O. Porter enters the game for P. Pierce,23,16
50,1,5:23.0,,O. Porter makes 2-pt layup from 2 ft (assist by B. Beal),23,18
51,1,5:15.0,T. Ross makes 2-pt dunk at rim (assist by D. DeRozan),,25,18
52,1,4:56.0,,M. Gortat misses 2-pt jump shot from 4 ft,25,18
53,1,4:55.0,Defensive rebound by A. Johnson,,25,18
54,1,4:42.0,Turnover by K. Lowry (lost ball; steal by J. Wall),,25,18
55,1,4:34.0,,B. Beal misses 3-pt jump shot from 23 ft,25,18
56,1,4:33.0,Defensive rebound by J. Valančiūnas,,25,18
57,1,4:23.0,D. DeRozan misses 2-pt jump shot from 6 ft,,25,18
58,1,4:22.0,,Defensive rebound by M. Gortat,25,18
59,1,4:18.0,,J. Wall misses 2-pt jump shot from 3 ft (block by A. Johnson),25,18
60,1,4:17.0,Defensive rebound by Team,,25,18
61,1,4:17.0,,D. Gooden enters the game for N. Hilário,25,18
62,1,4:01.0,D. DeRozan makes 3-pt jump shot from 25 ft (assist by T. Ross),,28,18
63,1,3:41.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by M. Gortat),28,21
64,1,3:21.0,A. Johnson makes 2-pt jump shot from 5 ft (assist by K. Lowry),,30,21
65,1,3:08.0,,D. Gooden makes 3-pt jump shot from 25 ft (assist by O. Porter),30,24
66,1,3:00.0,Toronto full timeout,,30,24
67,1,3:00.0,,R. Sessions enters the game for B. Beal,30,24
68,1,3:00.0,G. Vásquez enters the game for T. Ross,,30,24
69,1,3:00.0,P. Patterson enters the game for A. Johnson,,30,24
70,1,3:00.0,L. Williams enters the game for K. Lowry,,30,24
71,1,2:50.0,D. DeRozan makes 2-pt layup from 2 ft,,32,24
72,1,2:35.0,,J. Wall makes 2-pt layup from 1 ft,32,26
73,1,2:12.0,L. Williams misses 2-pt jump shot from 10 ft (block by M. Gortat),,32,26
74,1,2:10.0,,Defensive rebound by M. Gortat,32,26
75,1,2:07.0,,Turnover by J. Wall (lost ball; steal by L. Williams),32,26
76,1,1:56.0,D. DeRozan makes 3-pt jump shot from 25 ft (assist by P. Patterson),,35,26
77,1,1:39.0,,O. Porter makes 2-pt layup from 2 ft (assist by M. Gortat),35,28
78,1,1:20.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by D. Gooden),,35,28
79,1,1:18.0,,Defensive rebound by D. Gooden,35,28
80,1,1:13.0,,D. Gooden makes 3-pt jump shot from 26 ft (assist by J. Wall),35,31
81,1,0:54.0,Offensive foul by J. Valančiūnas (drawn by O. Porter),,35,31
82,1,0:54.0,Turnover by J. Valančiūnas (offensive foul),,35,31
83,1,0:54.0,,Washington full timeout,35,31
84,1,0:54.0,T. Hansbrough enters the game for J. Valančiūnas,,35,31
85,1,0:41.0,,M. Gortat makes 2-pt hook shot from 8 ft,35,33
86,1,0:33.0,L. Williams misses 3-pt jump shot from 26 ft,,35,33
87,1,0:32.0,,Defensive rebound by M. Gortat,35,33
88,1,0:28.0,,Offensive foul by J. Wall (drawn by G. Vásquez),35,33
89,1,0:28.0,,Turnover by J. Wall (offensive foul),35,33
90,1,0:28.0,,B. Beal enters the game for J. Wall,35,33
91,1,0:05.0,D. DeRozan misses 2-pt jump shot from 5 ft (block by M. Gortat),,35,33
92,1,0:04.0,,Defensive rebound by R. Sessions,35,33
93,1,0:01.0,,R. Sessions misses 3-pt jump shot from 34 ft,35,33
94,1,0:00.0,,Offensive rebound by Team,35,33
95,2,11:38.0,P. Patterson makes 2-pt jump shot from 22 ft (assist by T. Hansbrough),,37,33
96,2,11:21.0,,Personal foul by T. Hansbrough (drawn by N. Hilário),37,33
97,2,11:16.0,,Offensive foul by N. Hilário (drawn by T. Hansbrough),37,33
98,2,11:16.0,,Turnover by N. Hilário (offensive foul),37,33
99,2,11:01.0,G. Vásquez misses 3-pt jump shot from 26 ft,,37,33
100,2,11:00.0,Offensive rebound by T. Hansbrough,,37,33
101,2,10:55.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by T. Hansbrough),,40,33
102,2,10:35.0,,R. Sessions misses 2-pt jump shot from 17 ft,40,33
103,2,10:34.0,,Offensive rebound by N. Hilário,40,33
104,2,10:33.0,,Personal foul by T. Hansbrough (drawn by N. Hilário),40,33
105,2,10:29.0,,Personal foul by G. Vásquez (drawn by B. Beal),40,33
106,2,10:21.0,,D. Gooden misses 2-pt jump shot from 15 ft,40,33
107,2,10:20.0,,Offensive rebound by Team,40,33
108,2,10:17.0,,B. Beal misses 3-pt jump shot from 24 ft,40,33
109,2,10:16.0,,Offensive rebound by D. Gooden,40,33
110,2,10:04.0,,Turnover by R. Sessions (bad pass; steal by K. Lowry),40,33
111,2,9:57.0,K. Lowry misses 3-pt jump shot from 26 ft,,40,33
112,2,9:56.0,,Defensive rebound by D. Gooden,40,33
113,2,9:45.0,,D. Gooden makes 3-pt jump shot from 26 ft (assist by R. Sessions),40,36
114,2,9:18.0,T. Hansbrough misses 2-pt layup from 1 ft (block by R. Sessions),,40,36
115,2,9:18.0,,Defensive rebound by Team,40,36
116,2,9:04.0,,N. Hilário misses 2-pt jump shot from 8 ft,40,36
117,2,9:02.0,,Offensive rebound by O. Porter,40,36
118,2,9:01.0,,Personal foul by K. Lowry (drawn by O. Porter),40,36
119,2,8:50.0,,Shooting foul by P. Patterson (drawn by D. Gooden),40,36
120,2,8:50.0,Official timeout,,40,36
121,2,8:50.0,,D. Gooden makes free throw 1 of 2,40,37
122,2,8:50.0,,D. Gooden misses free throw 2 of 2,40,37
123,2,8:49.0,Defensive rebound by T. Hansbrough,,40,37
124,2,8:38.0,Personal foul by N. Hilário (drawn by L. Williams),,40,37
125,2,8:26.0,K. Lowry misses 2-pt jump shot from 5 ft,,40,37
126,2,8:25.0,,Defensive rebound by O. Porter,40,37
127,2,8:19.0,,Turnover by R. Sessions (bad pass; steal by K. Lowry),40,37
128,2,8:18.0,Personal foul by D. Gooden (drawn by K. Lowry),,40,37
129,2,8:04.0,G. Vásquez misses 2-pt jump shot from 4 ft,,40,37
130,2,8:03.0,,Defensive rebound by O. Porter,40,37
131,2,7:51.0,,Turnover by N. Hilário (lost ball),40,37
132,2,7:51.0,D. DeRozan enters the game for L. Williams,,40,37
133,2,7:37.0,Turnover by T. Hansbrough (lost ball; steal by N. Hilário),,40,37
134,2,7:32.0,,R. Sessions misses 2-pt layup from 2 ft,40,37
135,2,7:32.0,Defensive rebound by Team,,40,37
136,2,7:32.0,,Loose ball foul by D. Gooden (drawn by T. Hansbrough),40,37
137,2,7:32.0,,J. Wall enters the game for R. Sessions,40,37
138,2,7:32.0,,M. Gortat enters the game for N. Hilário,40,37
139,2,7:32.0,L. Williams enters the game for G. Vásquez,,40,37
140,2,7:19.0,L. Williams makes 2-pt layup from 2 ft,,42,37
141,2,6:58.0,,D. Gooden misses 3-pt jump shot from 25 ft,42,37
142,2,6:57.0,Defensive rebound by L. Williams,,42,37
143,2,6:41.0,D. DeRozan misses 3-pt jump shot from 24 ft,,42,37
144,2,6:39.0,,Defensive rebound by J. Wall,42,37
145,2,6:34.0,,Shooting foul by L. Williams (drawn by J. Wall),42,37
146,2,6:34.0,,J. Wall makes free throw 1 of 2,42,38
147,2,6:34.0,A. Johnson enters the game for T. Hansbrough,,42,38
148,2,6:34.0,,P. Pierce enters the game for D. Gooden,42,38
149,2,6:34.0,,J. Wall makes free throw 2 of 2,42,39
150,2,6:18.0,K. Lowry misses 3-pt jump shot from 27 ft,,42,39
151,2,6:17.0,,Defensive rebound by J. Wall,42,39
152,2,6:04.0,,O. Porter misses 3-pt jump shot from 25 ft,42,39
153,2,6:03.0,,Offensive rebound by B. Beal,42,39
154,2,5:57.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by J. Wall),42,41
155,2,5:47.0,L. Williams misses 2-pt jump shot from 12 ft,,42,41
156,2,5:46.0,,Defensive rebound by B. Beal,42,41
157,2,5:41.0,,J. Wall makes 2-pt layup from 2 ft (assist by B. Beal),42,43
158,2,5:39.0,Toronto full timeout,,42,43
159,2,5:39.0,T. Ross enters the game for L. Williams,,42,43
160,2,5:29.0,Turnover by D. DeRozan (lost ball; steal by O. Porter),,42,43
161,2,5:27.0,,Personal foul by K. Lowry (drawn by J. Wall),42,43
162,2,5:27.0,,J. Wall makes free throw 1 of 2,42,44
163,2,5:27.0,,J. Wall makes free throw 2 of 2,42,45
164,2,5:14.0,D. DeRozan misses 2-pt jump shot from 15 ft,,42,45
165,2,5:13.0,,Defensive rebound by B. Beal,42,45
166,2,5:08.0,,Personal foul by A. Johnson (drawn by M. Gortat),42,45
167,2,5:08.0,,M. Gortat makes free throw 1 of 2,42,46
168,2,5:08.0,,M. Gortat misses free throw 2 of 2,42,46
169,2,5:06.0,Defensive rebound by A. Johnson,,42,46
170,2,4:56.0,Offensive foul by A. Johnson (drawn by O. Porter),,42,46
171,2,4:56.0,Turnover by A. Johnson (offensive foul),,42,46
172,2,4:35.0,,P. Pierce misses 2-pt jump shot from 10 ft,42,46
173,2,4:34.0,Defensive rebound by A. Johnson,,42,46
174,2,4:27.0,Personal foul by M. Gortat (drawn by K. Lowry),,42,46
175,2,4:17.0,Turnover by A. Johnson (bad pass; steal by O. Porter),,42,46
176,2,4:10.0,,B. Beal misses 3-pt jump shot from 25 ft,42,46
177,2,4:08.0,Defensive rebound by K. Lowry,,42,46
178,2,4:03.0,K. Lowry misses 3-pt jump shot from 28 ft,,42,46
179,2,4:02.0,,Defensive rebound by B. Beal,42,46
180,2,3:50.0,,J. Wall misses 2-pt jump shot from 20 ft,42,46
181,2,3:49.0,Defensive rebound by K. Lowry,,42,46
182,2,3:41.0,Shooting foul by P. Pierce (drawn by D. DeRozan),,42,46
183,2,3:41.0,D. DeRozan makes free throw 1 of 2,,43,46
184,2,3:41.0,G. Vásquez enters the game for K. Lowry,,43,46
185,2,3:41.0,D. DeRozan makes free throw 2 of 2,,44,46
186,2,3:19.0,,J. Wall misses 2-pt jump shot from 4 ft,44,46
187,2,3:18.0,,Offensive rebound by M. Gortat,44,46
188,2,3:16.0,,M. Gortat misses 2-pt jump shot from 7 ft,44,46
189,2,3:16.0,Defensive rebound by G. Vásquez,,44,46
190,2,3:07.0,G. Vásquez misses 2-pt jump shot from 7 ft,,44,46
191,2,3:06.0,Offensive rebound by A. Johnson,,44,46
192,2,3:03.0,A. Johnson makes 2-pt layup from 1 ft,,46,46
193,2,2:38.0,,P. Pierce makes 2-pt layup at rim (assist by B. Beal),46,48
194,2,2:25.0,A. Johnson misses 2-pt jump shot from 19 ft,,46,48
195,2,2:23.0,,Defensive rebound by O. Porter,46,48
196,2,2:11.0,,J. Wall misses 2-pt jump shot from 4 ft,46,48
197,2,2:10.0,Defensive rebound by A. Johnson,,46,48
198,2,2:01.0,G. Vásquez makes 2-pt jump shot from 7 ft,,48,48
199,2,1:54.0,,Washington full timeout,48,48
200,2,1:54.0,J. Valančiūnas enters the game for P. Patterson,,48,48
201,2,1:44.0,,P. Pierce misses 3-pt jump shot from 23 ft,48,48
202,2,1:43.0,Defensive rebound by G. Vásquez,,48,48
203,2,1:23.0,J. Valančiūnas misses 2-pt jump shot from 13 ft,,48,48
204,2,1:22.0,,Defensive rebound by B. Beal,48,48
205,2,1:13.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),48,50
206,2,0:55.0,Offensive foul by J. Valančiūnas (drawn by M. Gortat),,48,50
207,2,0:55.0,Turnover by J. Valančiūnas (offensive foul),,48,50
208,2,0:55.0,,N. Hilário enters the game for P. Pierce,48,50
209,2,0:48.0,,Shooting foul by G. Vásquez (drawn by B. Beal),48,50
210,2,0:48.0,,B. Beal makes free throw 1 of 2,48,51
211,2,0:48.0,,B. Beal makes free throw 2 of 2,48,52
212,2,0:30.0,D. DeRozan misses 2-pt jump shot from 22 ft,,48,52
213,2,0:28.0,,Defensive rebound by Team,48,52
214,2,0:07.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),48,54
215,2,0:01.0,D. DeRozan misses 2-pt jump shot from 18 ft,,48,54
216,2,0:00.0,Offensive rebound by Team,,48,54
217,3,11:48.0,D. DeRozan misses 2-pt jump shot from 17 ft,,48,54
218,3,11:46.0,Offensive rebound by D. DeRozan,,48,54
219,3,11:44.0,D. DeRozan misses 2-pt jump shot from 12 ft (block by M. Gortat),,48,54
220,3,11:44.0,,Defensive rebound by M. Gortat,48,54
221,3,11:44.0,,Personal foul by J. Valančiūnas (drawn by M. Gortat),48,54
222,3,11:23.0,,P. Pierce makes 3-pt jump shot from 26 ft,48,57
223,3,10:59.0,J. Valančiūnas makes 2-pt dunk at rim (assist by A. Johnson),,50,57
224,3,10:38.0,,N. Hilário makes 2-pt layup from 1 ft (assist by M. Gortat),50,59
225,3,10:18.0,D. DeRozan misses 2-pt jump shot from 17 ft,,50,59
226,3,10:17.0,,Defensive rebound by M. Gortat,50,59
227,3,10:10.0,,M. Gortat misses 2-pt jump shot from 15 ft,50,59
228,3,10:09.0,Defensive rebound by J. Valančiūnas,,50,59
229,3,9:58.0,K. Lowry misses 2-pt jump shot from 16 ft,,50,59
230,3,9:57.0,Offensive rebound by A. Johnson,,50,59
231,3,9:55.0,Personal foul by P. Pierce (drawn by K. Lowry),,50,59
232,3,9:48.0,Personal foul by N. Hilário (drawn by D. DeRozan),,50,59
233,3,9:42.0,D. DeRozan misses 2-pt jump shot from 8 ft,,50,59
234,3,9:42.0,Offensive rebound by Team,,50,59
235,3,9:42.0,,Loose ball foul by M. Gortat (drawn by J. Valančiūnas),50,59
236,3,9:34.0,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by K. Lowry),,52,59
237,3,9:21.0,,N. Hilário misses 2-pt jump shot from 16 ft,52,59
238,3,9:20.0,Defensive rebound by Team,,52,59
239,3,9:20.0,,Loose ball foul by M. Gortat (drawn by J. Valančiūnas),52,59
240,3,9:08.0,K. Lowry misses 2-pt jump shot from 16 ft,,52,59
241,3,9:07.0,,Defensive rebound by M. Gortat,52,59
242,3,8:57.0,,J. Wall misses 3-pt jump shot from 26 ft,52,59
243,3,8:55.0,Defensive rebound by A. Johnson,,52,59
244,3,8:45.0,J. Valančiūnas misses 2-pt jump shot from 7 ft,,52,59
245,3,8:44.0,Offensive rebound by Team,,52,59
246,3,8:40.0,A. Johnson makes 2-pt layup from 3 ft (assist by D. DeRozan),,54,59
247,3,8:19.0,,N. Hilário makes 2-pt layup from 2 ft (assist by J. Wall),54,61
248,3,8:08.0,D. DeRozan misses 2-pt jump shot from 7 ft,,54,61
249,3,8:07.0,,Defensive rebound by P. Pierce,54,61
250,3,8:01.0,,Turnover by B. Beal (bad pass; steal by D. DeRozan),54,61
