,QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
251,3,7:39.0,T. Ross misses 3-pt jump shot from 23 ft (block by B. Beal),,54,61
252,3,7:39.0,Offensive rebound by Team,,54,61
253,3,7:38.0,Turnover by T. Ross (bad pass),,54,61
254,3,7:26.0,,Turnover by J. Wall (bad pass; steal by A. Johnson),54,61
255,3,7:23.0,Shooting foul by J. Wall (drawn by D. DeRozan),,54,61
256,3,7:23.0,D. DeRozan makes free throw 1 of 2,,55,61
257,3,7:23.0,D. DeRozan makes free throw 2 of 2,,56,61
258,3,7:13.0,,Personal foul by K. Lowry (drawn by P. Pierce),56,61
259,3,7:01.0,,Turnover by M. Gortat (3 sec),56,61
260,3,6:48.0,K. Lowry misses 2-pt jump shot from 12 ft,,56,61
261,3,6:48.0,,Defensive rebound by Team,56,61
262,3,6:48.0,Loose ball foul by A. Johnson (drawn by N. Hilário),,56,61
263,3,6:31.0,,Turnover by M. Gortat (bad pass),56,61
264,3,6:17.0,Turnover by K. Lowry (bad pass),,56,61
265,3,6:17.0,Technical foul by T. Ross,,56,61
266,3,6:17.0,,Washington full timeout,56,61
267,3,6:17.0,,J. Wall misses technical free throw,56,61
268,3,6:17.0,,Offensive rebound by Team,56,61
269,3,6:04.0,,N. Hilário misses 2-pt jump shot from 5 ft,56,61
270,3,6:02.0,Defensive rebound by Team,,56,61
271,3,5:39.0,K. Lowry misses 2-pt layup from 3 ft,,56,61
272,3,5:37.0,Offensive rebound by J. Valančiūnas,,56,61
273,3,5:36.0,J. Valančiūnas makes 2-pt tip-in from 3 ft,,58,61
274,3,5:23.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),58,63
275,3,5:04.0,T. Ross makes 2-pt jump shot from 7 ft (assist by D. DeRozan),,60,63
276,3,4:48.0,,B. Beal misses 3-pt jump shot from 26 ft,60,63
277,3,4:47.0,,Offensive rebound by M. Gortat,60,63
278,3,4:43.0,,Turnover by P. Pierce (bad pass; steal by T. Ross),60,63
279,3,4:40.0,K. Lowry makes 2-pt layup from 2 ft (assist by T. Ross),,62,63
280,3,4:25.0,,Shooting foul by D. DeRozan (drawn by P. Pierce),62,63
281,3,4:25.0,,P. Pierce makes free throw 1 of 2,62,64
282,3,4:25.0,,P. Pierce makes free throw 2 of 2,62,65
283,3,4:03.0,D. DeRozan makes 2-pt jump shot from 19 ft,,64,65
284,3,3:52.0,,P. Pierce misses 3-pt jump shot from 28 ft,64,65
285,3,3:51.0,Defensive rebound by T. Ross,,64,65
286,3,3:38.0,K. Lowry misses 2-pt jump shot from 4 ft,,64,65
287,3,3:37.0,,Defensive rebound by M. Gortat,64,65
288,3,3:34.0,,Shooting foul by T. Ross (drawn by B. Beal),64,65
289,3,3:34.0,,B. Beal makes free throw 1 of 2,64,66
290,3,3:34.0,G. Vásquez enters the game for T. Ross,,64,66
291,3,3:34.0,L. Williams enters the game for K. Lowry,,64,66
292,3,3:34.0,,D. Gooden enters the game for N. Hilário,64,66
293,3,3:34.0,,O. Porter enters the game for P. Pierce,64,66
294,3,3:34.0,,B. Beal makes free throw 2 of 2,64,67
295,3,3:16.0,Shooting foul by D. Gooden (drawn by A. Johnson),,64,67
296,3,3:16.0,A. Johnson misses free throw 1 of 2,,64,67
297,3,3:16.0,Offensive rebound by Team,,64,67
298,3,3:16.0,A. Johnson misses free throw 2 of 2,,64,67
299,3,3:16.0,,Defensive rebound by D. Gooden,64,67
300,3,2:57.0,,D. Gooden misses 2-pt jump shot from 14 ft,64,67
301,3,2:56.0,Defensive rebound by J. Valančiūnas,,64,67
302,3,2:44.0,G. Vásquez misses 2-pt jump shot from 6 ft,,64,67
303,3,2:43.0,Offensive rebound by A. Johnson,,64,67
304,3,2:41.0,A. Johnson makes 2-pt tip-in from 1 ft,,66,67
305,3,2:16.0,,J. Wall misses 2-pt jump shot from 18 ft,66,67
306,3,2:15.0,,Offensive rebound by O. Porter,66,67
307,3,2:12.0,,O. Porter misses 2-pt layup at rim,66,67
308,3,2:11.0,Defensive rebound by A. Johnson,,66,67
309,3,1:55.0,A. Johnson makes 2-pt layup from 2 ft (assist by D. DeRozan),,68,67
310,3,1:44.0,,Personal foul by A. Johnson (drawn by M. Gortat),68,67
311,3,1:44.0,Toronto full timeout,,68,67
312,3,1:44.0,,R. Sessions enters the game for B. Beal,68,67
313,3,1:44.0,P. Patterson enters the game for A. Johnson,,68,67
314,3,1:44.0,,M. Gortat makes free throw 1 of 2,68,68
315,3,1:44.0,,M. Gortat misses free throw 2 of 2,68,68
316,3,1:42.0,Defensive rebound by J. Valančiūnas,,68,68
317,3,1:24.0,J. Valančiūnas misses 2-pt jump shot from 5 ft,,68,68
318,3,1:23.0,,Defensive rebound by D. Gooden,68,68
319,3,1:13.0,,J. Wall misses 2-pt layup from 2 ft,68,68
320,3,1:12.0,Defensive rebound by J. Valančiūnas,,68,68
321,3,1:04.0,P. Patterson misses 3-pt jump shot from 24 ft (block by D. Gooden),,68,68
322,3,1:01.0,,Defensive rebound by O. Porter,68,68
323,3,0:59.0,,Personal foul by G. Vásquez (drawn by J. Wall),68,68
324,3,0:59.0,,J. Wall makes free throw 1 of 2,68,69
325,3,0:59.0,,J. Wall makes free throw 2 of 2,68,70
326,3,0:43.0,,Violation by J. Wall (kicked ball),68,70
327,3,0:38.0,L. Williams makes 2-pt layup from 3 ft,,70,70
328,3,0:23.0,,J. Wall makes 2-pt layup from 1 ft,70,72
329,3,0:03.0,L. Williams misses 2-pt jump shot from 6 ft,,70,72
330,3,0:02.0,,Defensive rebound by J. Wall,70,72
331,3,0:00.0,,J. Wall misses 3-pt jump shot from 38 ft,70,72
332,3,0:00.0,,Offensive rebound by Team,70,72
333,4,11:38.0,,Turnover by J. Wall (lost ball; steal by T. Hansbrough),70,72
334,4,11:36.0,Personal foul by J. Wall (drawn by T. Hansbrough),,70,72
335,4,11:23.0,P. Patterson misses 2-pt jump shot from 18 ft,,70,72
336,4,11:22.0,,Defensive rebound by O. Porter,70,72
337,4,11:19.0,,Turnover by O. Porter (lost ball; steal by T. Hansbrough),70,72
338,4,11:12.0,Shooting foul by O. Porter (drawn by K. Lowry),,70,72
339,4,11:12.0,K. Lowry makes free throw 1 of 2,,71,72
340,4,11:12.0,,N. Hilário enters the game for M. Gortat,71,72
341,4,11:12.0,K. Lowry makes free throw 2 of 2,,72,72
342,4,10:57.0,,D. Gooden misses 3-pt jump shot from 27 ft,72,72
343,4,10:56.0,Defensive rebound by T. Hansbrough,,72,72
344,4,10:49.0,Shooting foul by N. Hilário (drawn by L. Williams),,72,72
345,4,10:49.0,L. Williams misses free throw 1 of 2,,72,72
346,4,10:49.0,Offensive rebound by Team,,72,72
347,4,10:49.0,L. Williams makes free throw 2 of 2,,73,72
348,4,10:36.0,,Turnover by J. Wall (bad pass; steal by K. Lowry),73,72
349,4,10:31.0,L. Williams misses 3-pt jump shot from 27 ft,,73,72
350,4,10:30.0,Offensive rebound by K. Lowry,,73,72
351,4,10:22.0,K. Lowry misses 3-pt jump shot from 27 ft,,73,72
352,4,10:21.0,,Defensive rebound by J. Wall,73,72
353,4,10:17.0,,Shooting foul by T. Hansbrough (drawn by J. Wall),73,72
354,4,10:17.0,,J. Wall makes 2-pt layup from 2 ft,73,74
355,4,10:17.0,,B. Beal enters the game for R. Sessions,73,74
356,4,10:17.0,,J. Wall makes free throw 1 of 1,73,75
357,4,10:00.0,K. Lowry misses 2-pt layup from 2 ft (block by B. Beal),,73,75
358,4,9:58.0,,Defensive rebound by D. Gooden,73,75
359,4,9:50.0,,B. Beal makes 2-pt jump shot from 18 ft,73,77
360,4,9:35.0,Personal foul by N. Hilário (drawn by K. Lowry),,73,77
361,4,9:35.0,,M. Gortat enters the game for N. Hilário,73,77
362,4,9:35.0,D. DeRozan enters the game for G. Vásquez,,73,77
363,4,9:30.0,L. Williams misses 2-pt jump shot from 8 ft (block by D. Gooden),,73,77
364,4,9:30.0,Offensive rebound by Team,,73,77
365,4,9:27.0,Shooting foul by B. Beal (drawn by T. Hansbrough),,73,77
366,4,9:27.0,T. Hansbrough misses free throw 1 of 2,,73,77
367,4,9:27.0,Offensive rebound by Team,,73,77
368,4,9:27.0,T. Hansbrough makes free throw 2 of 2,,74,77
369,4,9:09.0,,M. Gortat makes 2-pt hook shot from 5 ft,74,79
370,4,8:58.0,D. DeRozan misses 2-pt jump shot from 5 ft (block by O. Porter),,74,79
371,4,8:58.0,Offensive rebound by Team,,74,79
372,4,8:58.0,Technical foul by D. DeRozan,,74,79
373,4,8:58.0,Official timeout,,74,79
374,4,8:58.0,,B. Beal misses technical free throw,74,79
375,4,8:58.0,Offensive rebound by Team,,74,79
376,4,8:54.0,D. DeRozan makes 2-pt jump shot from 4 ft (assist by K. Lowry),,76,79
377,4,8:33.0,,Shooting foul by T. Hansbrough (drawn by D. Gooden),76,79
378,4,8:33.0,,D. Gooden makes 2-pt jump shot from 3 ft,76,81
379,4,8:33.0,,D. Gooden misses free throw 1 of 1,76,81
380,4,8:32.0,Defensive rebound by D. DeRozan,,76,81
381,4,8:12.0,L. Williams makes 2-pt jump shot from 15 ft,,78,81
382,4,8:02.0,Violation by T. Hansbrough (kicked ball),,78,81
