,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
0,1,11:44.0,,D. Howard makes 2-pt layup from 1 ft (assist by J. Harden),0,2
1,1,11:44.0,,Shooting foul by A. Baynes (drawn by D. Howard),0,2
2,1,11:44.0,,D. Howard misses free throw 1 of 1,0,2
3,1,11:43.0,Defensive rebound by D. Green,,0,2
4,1,11:26.0,T. Parker misses 2-pt jump shot from 10 ft,,0,2
5,1,11:25.0,,Defensive rebound by D. Motiejūnas,0,2
6,1,11:07.0,,Turnover by J. Harden (bad pass; steal by A. Baynes),0,2
7,1,10:58.0,T. Parker misses 2-pt jump shot from 18 ft,,0,2
8,1,10:56.0,Offensive rebound by T. Parker,,0,2
9,1,10:49.0,K. Leonard misses 2-pt jump shot from 19 ft,,0,2
10,1,10:48.0,,Defensive rebound by J. Harden,0,2
11,1,10:31.0,,T. Ariza misses 2-pt jump shot from 12 ft,0,2
12,1,10:30.0,,Offensive rebound by D. Howard,0,2
13,1,10:29.0,,D. Howard makes 2-pt layup at rim,0,4
14,1,10:09.0,M. Bonner misses 3-pt jump shot from 24 ft,,0,4
15,1,10:08.0,,Defensive rebound by D. Howard,0,4
16,1,9:58.0,,Def 3 sec tech foul by A. Baynes,0,4
17,1,9:58.0,,J. Harden makes technical free throw,0,5
18,1,9:48.0,,D. Howard misses 2-pt jump shot from 4 ft,0,5
19,1,9:47.0,Defensive rebound by A. Baynes,,0,5
20,1,9:25.0,T. Parker misses 2-pt jump shot from 11 ft (block by D. Howard),,0,5
21,1,9:24.0,Offensive rebound by Team,,0,5
22,1,9:24.0,Turnover by Team (shot clock),,0,5
23,1,9:10.0,,Turnover by J. Harden (lost ball; steal by D. Green),0,5
24,1,9:04.0,D. Green misses 3-pt jump shot from 24 ft,,0,5
25,1,9:03.0,,Defensive rebound by T. Ariza,0,5
26,1,8:59.0,,Shooting foul by D. Green (drawn by J. Harden),0,5
27,1,8:59.0,,J. Harden misses free throw 1 of 2,0,5
28,1,8:59.0,,Offensive rebound by Team,0,5
29,1,8:59.0,,J. Harden misses free throw 2 of 2,0,5
30,1,8:59.0,Defensive rebound by M. Bonner,,0,5
31,1,8:35.0,K. Leonard misses 2-pt jump shot from 16 ft,,0,5
32,1,8:34.0,Offensive rebound by Team,,0,5
33,1,8:34.0,Turnover by Team (shot clock),,0,5
34,1,8:18.0,,D. Howard makes 2-pt layup from 1 ft,0,7
35,1,8:16.0,San Antonio full timeout,,0,7
36,1,7:56.0,T. Parker misses 2-pt layup from 1 ft (block by D. Howard),,0,7
37,1,7:54.0,Offensive rebound by Team,,0,7
38,1,7:47.0,D. Green misses 2-pt jump shot from 9 ft,,0,7
39,1,7:46.0,Offensive rebound by A. Baynes,,0,7
40,1,7:37.0,K. Leonard misses 2-pt jump shot from 16 ft,,0,7
41,1,7:36.0,,Defensive rebound by Team,0,7
42,1,7:12.0,,D. Howard misses 2-pt hook shot from 3 ft,0,7
43,1,7:11.0,Defensive rebound by K. Leonard,,0,7
44,1,6:54.0,D. Green misses 3-pt jump shot from 23 ft,,0,7
45,1,6:52.0,,Defensive rebound by Team,0,7
46,1,6:31.0,,J. Harden misses 2-pt jump shot from 13 ft,0,7
47,1,6:30.0,Defensive rebound by A. Baynes,,0,7
48,1,6:19.0,,Violation by D. Motiejūnas (kicked ball),0,7
49,1,6:11.0,D. Green makes 2-pt jump shot from 7 ft (assist by T. Parker),,2,7
50,1,5:52.0,,Shooting foul by D. Green (drawn by D. Howard),2,7
51,1,5:52.0,,D. Howard makes free throw 1 of 2,2,8
52,1,5:52.0,K. Anderson enters the game for D. Green,,2,8
53,1,5:52.0,Violation by Team (delay of game),,2,8
54,1,5:52.0,,D. Howard makes free throw 2 of 2,2,9
55,1,5:30.0,K. Anderson misses 2-pt jump shot from 22 ft,,2,9
56,1,5:28.0,,Defensive rebound by J. Harden,2,9
57,1,5:26.0,,Turnover by J. Harden (lost ball; steal by K. Leonard),2,9
58,1,5:19.0,M. Bonner makes 2-pt layup at rim (assist by K. Leonard),,4,9
59,1,5:00.0,,D. Howard makes 2-pt jump shot from 5 ft (assist by T. Ariza),4,11
60,1,4:40.0,K. Leonard misses 2-pt hook shot from 6 ft,,4,11
61,1,4:39.0,,Defensive rebound by D. Howard,4,11
62,1,4:25.0,,I. Canaan misses 3-pt jump shot from 25 ft,4,11
63,1,4:24.0,Defensive rebound by K. Leonard,,4,11
64,1,4:13.0,K. Leonard makes 2-pt jump shot from 15 ft (assist by M. Bonner),,6,11
65,1,3:50.0,,J. Harden makes 2-pt jump shot from 10 ft,6,13
66,1,3:30.0,Personal foul by D. Motiejūnas (drawn by A. Baynes),,6,13
67,1,3:30.0,,Houston full timeout,6,13
68,1,3:30.0,,J. Terry enters the game for D. Motiejūnas,6,13
69,1,3:30.0,,T. Black enters the game for D. Howard,6,13
70,1,3:30.0,,K. Papanikolaou enters the game for I. Canaan,6,13
71,1,3:30.0,J. Ayres enters the game for M. Bonner,,6,13
72,1,3:30.0,B. Diaw enters the game for A. Baynes,,6,13
73,1,3:30.0,C. Joseph enters the game for T. Parker,,6,13
74,1,3:18.0,K. Leonard misses 2-pt jump shot from 5 ft,,6,13
75,1,3:17.0,,Defensive rebound by T. Black,6,13
76,1,3:10.0,,J. Terry misses 3-pt jump shot from 24 ft,6,13
77,1,3:08.0,Defensive rebound by J. Ayres,,6,13
78,1,2:54.0,C. Joseph makes 2-pt jump shot from 15 ft (assist by K. Leonard),,8,13
79,1,2:33.0,,T. Ariza misses 2-pt jump shot from 22 ft,8,13
80,1,2:31.0,,Offensive rebound by J. Harden,8,13
81,1,2:13.0,,Personal foul by B. Diaw (drawn by J. Harden),8,13
82,1,2:04.0,,Turnover by K. Papanikolaou (bad pass; steal by K. Leonard),8,13
83,1,1:57.0,B. Diaw misses 2-pt jump shot from 3 ft,,8,13
84,1,1:56.0,Offensive rebound by J. Ayres,,8,13
85,1,1:45.0,K. Leonard misses 3-pt jump shot from 24 ft,,8,13
