,QUARTER,TIME_REMAINING,DALLAS_ACTION,DENVER_ACTION,DALLAS_SCORE,DENVER_SCORE
0,1,11:44.0,R. Felton misses 2-pt jump shot from 21 ft,,0,0
1,1,11:42.0,,Defensive rebound by W. Chandler,0,0
2,1,11:22.0,,W. Chandler misses 3-pt jump shot from 22 ft,0,0
3,1,11:21.0,Defensive rebound by C. Parsons,,0,0
4,1,11:07.0,C. Parsons makes 2-pt jump shot from 9 ft,,2,0
5,1,10:57.0,,Turnover by W. Chandler (bad pass; steal by R. Felton),2,0
6,1,10:52.0,R. Felton makes 2-pt layup at rim,,4,0
7,1,10:44.0,,Shooting foul by M. Ellis (drawn by K. Faried),4,0
8,1,10:44.0,,K. Faried makes free throw 1 of 2,4,1
9,1,10:44.0,,K. Faried makes free throw 2 of 2,4,2
10,1,10:34.0,M. Ellis misses 2-pt layup from 1 ft (block by J. Nurkić),,4,2
11,1,10:32.0,Offensive rebound by G. Smith,,4,2
12,1,10:29.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by G. Smith),,7,2
13,1,10:15.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by W. Chandler),7,4
14,1,10:15.0,,Shooting foul by G. Smith (drawn by J. Nurkić),7,4
15,1,10:15.0,,J. Nurkić makes free throw 1 of 1,7,5
16,1,10:08.0,Personal foul by A. Afflalo (drawn by M. Ellis),,7,5
17,1,10:00.0,G. Smith misses 2-pt layup from 1 ft,,7,5
18,1,9:59.0,,Defensive rebound by W. Chandler,7,5
19,1,9:51.0,,W. Chandler makes 2-pt jump shot from 3 ft,7,7
20,1,9:41.0,C. Parsons misses 2-pt layup at rim,,7,7
21,1,9:39.0,,Defensive rebound by K. Faried,7,7
22,1,9:38.0,,Turnover by K. Faried (bad pass),7,7
23,1,9:22.0,R. Jefferson misses 3-pt jump shot from 23 ft,,7,7
24,1,9:21.0,,Defensive rebound by W. Chandler,7,7
25,1,9:13.0,,J. Nurkić misses 2-pt hook shot at rim,7,7
26,1,9:12.0,Defensive rebound by G. Smith,,7,7
27,1,8:57.0,R. Jefferson misses 2-pt jump shot from 5 ft (block by J. Nurkić),,7,7
28,1,8:54.0,,Defensive rebound by A. Afflalo,7,7
29,1,8:46.0,,K. Faried misses 2-pt layup from 2 ft,7,7
30,1,8:45.0,,Offensive rebound by K. Faried,7,7
31,1,8:43.0,,K. Faried misses 2-pt hook shot from 5 ft,7,7
32,1,8:41.0,Defensive rebound by G. Smith,,7,7
33,1,8:33.0,R. Felton makes 2-pt layup from 1 ft,,9,7
34,1,8:05.0,,J. Nurkić misses 2-pt hook shot from 4 ft,9,7
35,1,8:03.0,Defensive rebound by R. Felton,,9,7
36,1,7:56.0,M. Ellis misses 3-pt jump shot from 23 ft,,9,7
37,1,7:54.0,,Defensive rebound by K. Faried,9,7
38,1,7:45.0,,Turnover by A. Afflalo (step out of bounds),9,7
39,1,7:19.0,R. Felton misses 2-pt jump shot from 20 ft,,9,7
40,1,7:18.0,,Defensive rebound by W. Chandler,9,7
