,QUARTER,TIME_REMAINING,CHICAGO_ACTION,INDIANA_ACTION,CHICAGO_SCORE,INDIANA_SCORE
40,1,6:06.0,,D. West makes 2-pt layup from 4 ft,10,10
41,1,5:48.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,10,10
42,1,5:45.0,Offensive rebound by Team,,10,10
43,1,5:37.0,J. Butler misses 2-pt jump shot from 18 ft,,10,10
44,1,5:36.0,,Defensive rebound by D. West,10,10
45,1,5:20.0,,Turnover by R. Stuckey (lost ball; steal by J. Butler),10,10
46,1,5:11.0,Shooting foul by R. Hibbert (drawn by P. Gasol),,10,10
47,1,5:11.0,P. Gasol makes free throw 1 of 2,,11,10
48,1,5:11.0,,C. Miles enters the game for R. Stuckey,11,10
49,1,5:11.0,,L. Scola enters the game for D. West,11,10
50,1,5:11.0,P. Gasol makes free throw 2 of 2,,12,10
51,1,4:52.0,,R. Hibbert makes 2-pt hook shot from 7 ft,12,12
52,1,4:25.0,D. Rose makes 2-pt jump shot from 9 ft (assist by J. Noah),,14,12
53,1,4:04.0,,R. Hibbert misses 2-pt jump shot from 10 ft,14,12
54,1,4:03.0,,Offensive rebound by Team,14,12
55,1,4:03.0,Loose ball foul by M. Dunleavy (drawn by L. Scola),,14,12
56,1,4:03.0,T. Gibson enters the game for J. Noah,,14,12
57,1,3:58.0,,C. Miles makes 2-pt jump shot from 13 ft (assist by L. Scola),14,14
58,1,3:43.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by D. Rose),,16,14
59,1,3:27.0,,R. Hibbert misses 2-pt jump shot from 18 ft,16,14
60,1,3:26.0,Defensive rebound by T. Gibson,,16,14
61,1,3:18.0,D. Rose misses 3-pt jump shot from 26 ft,,16,14
62,1,3:17.0,,Defensive rebound by C. Miles,16,14
63,1,3:09.0,,S. Hill makes 2-pt layup from 1 ft,16,16
64,1,2:46.0,D. Rose misses 3-pt jump shot from 29 ft,,16,16
65,1,2:45.0,,Defensive rebound by R. Hibbert,16,16
66,1,2:29.0,,G. Hill misses 2-pt jump shot from 15 ft,16,16
67,1,2:29.0,Defensive rebound by Team,,16,16
68,1,2:29.0,,Loose ball foul by R. Hibbert (drawn by P. Gasol),16,16
69,1,2:29.0,Chicago full timeout,,16,16
70,1,2:29.0,,L. Allen enters the game for R. Hibbert,16,16
71,1,2:29.0,,C. Watson enters the game for G. Hill,16,16
72,1,2:29.0,A. Brooks enters the game for D. Rose,,16,16
73,1,2:10.0,T. Gibson misses 2-pt layup from 1 ft (block by C. Watson),,16,16
74,1,2:08.0,,Defensive rebound by L. Scola,16,16
75,1,2:05.0,Technical foul by Team,,16,16
76,1,2:05.0,,C. Miles makes technical free throw,16,17
77,1,1:55.0,,L. Scola misses 2-pt jump shot from 19 ft,16,17
78,1,1:54.0,Defensive rebound by T. Gibson,,16,17
79,1,1:40.0,J. Butler makes 2-pt layup from 1 ft,,18,17
80,1,1:23.0,,C. Miles misses 2-pt jump shot from 12 ft,18,17
81,1,1:22.0,Defensive rebound by P. Gasol,,18,17
82,1,1:15.0,Personal foul by L. Scola (drawn by T. Gibson),,18,17
83,1,0:59.0,T. Gibson makes 2-pt jump shot from 15 ft (assist by M. Dunleavy),,20,17
84,1,0:45.0,,L. Allen misses 2-pt jump shot from 17 ft,20,17
85,1,0:44.0,Defensive rebound by M. Dunleavy,,20,17
86,1,0:39.0,Turnover by A. Brooks (bad pass),,20,17
87,1,0:24.0,,C. Watson misses 2-pt jump shot from 17 ft,20,17
88,1,0:23.0,Defensive rebound by M. Dunleavy,,20,17
89,1,0:03.0,Shooting foul by C. Watson (drawn by A. Brooks),,20,17
90,1,0:03.0,A. Brooks makes free throw 1 of 2,,21,17
91,1,0:03.0,A. Brooks makes free throw 2 of 2,,22,17
92,1,0:00.0,,S. Hill misses 3-pt jump shot from 35 ft,22,17
93,1,0:00.0,,Offensive rebound by Team,22,17
94,2,11:43.0,T. Gibson misses 2-pt layup from 1 ft (block by L. Allen),,22,17
95,2,11:43.0,Offensive rebound by Team,,22,17
96,2,11:39.0,T. Gibson makes 2-pt layup from 2 ft (assist by N. Mirotić),,24,17
97,2,11:13.0,,Turnover by Team (shot clock),24,17
98,2,10:57.0,Turnover by A. Brooks (lost ball; steal by R. Stuckey),,24,17
99,2,10:43.0,,Turnover by R. Stuckey (lost ball),24,17
100,2,10:33.0,Turnover by A. Brooks (bad pass; steal by R. Stuckey),,24,17
101,2,10:29.0,Offensive charge foul by L. Scola (drawn by A. Brooks),,24,17
102,2,10:29.0,,Turnover by L. Scola (offensive foul),24,17
103,2,10:13.0,Shooting foul by R. Stuckey (drawn by J. Butler),,24,17
104,2,10:13.0,J. Butler makes free throw 1 of 2,,25,17
105,2,10:13.0,J. Butler makes free throw 2 of 2,,26,17
106,2,10:02.0,,C. Miles misses 2-pt jump shot from 20 ft,26,17
107,2,10:01.0,Defensive rebound by N. Mirotić,,26,17
108,2,9:47.0,Shooting foul by C. Miles (drawn by T. Gibson),,26,17
109,2,9:47.0,T. Gibson makes free throw 1 of 2,,27,17
110,2,9:47.0,T. Snell enters the game for J. Butler,,27,17
111,2,9:47.0,T. Gibson misses free throw 2 of 2,,27,17
112,2,9:47.0,,Defensive rebound by L. Scola,27,17
113,2,9:25.0,,L. Allen misses 2-pt jump shot from 5 ft,27,17
114,2,9:24.0,,Offensive rebound by L. Allen,27,17
115,2,9:21.0,,L. Scola makes 2-pt layup from 1 ft (assist by L. Allen),27,19
116,2,9:21.0,,Shooting foul by T. Gibson (drawn by L. Scola),27,19
117,2,9:21.0,,L. Scola makes free throw 1 of 1,27,20
118,2,9:12.0,Personal foul by R. Stuckey (drawn by A. Brooks),,27,20
119,2,9:07.0,Turnover by T. Gibson (traveling),,27,20
120,2,8:56.0,,C. Miles misses 2-pt jump shot from 17 ft,27,20
121,2,8:55.0,Defensive rebound by Team,,27,20
122,2,8:54.0,Official timeout,,27,20
123,2,8:54.0,,C. Copeland enters the game for R. Stuckey,27,20
124,2,8:39.0,,Violation by C. Miles (kicked ball),27,20
125,2,8:30.0,A. Brooks misses 2-pt jump shot from 3 ft (block by L. Allen),,27,20
126,2,8:30.0,Offensive rebound by Team,,27,20
127,2,8:27.0,E. Moore misses 2-pt jump shot from 6 ft (block by L. Allen),,27,20
128,2,8:25.0,,Defensive rebound by L. Scola,27,20
129,2,8:04.0,,C. Miles misses 2-pt jump shot from 20 ft,27,20
130,2,8:03.0,Defensive rebound by Team,,27,20
131,2,8:03.0,D. Rose enters the game for A. Brooks,,27,20
132,2,7:51.0,N. Mirotić misses 2-pt jump shot from 12 ft,,27,20
133,2,7:49.0,Offensive rebound by N. Mirotić,,27,20
134,2,7:47.0,N. Mirotić misses 2-pt layup from 1 ft,,27,20
135,2,7:46.0,,Defensive rebound by C. Copeland,27,20
136,2,7:32.0,,C. Watson makes 2-pt jump shot from 9 ft,27,22
137,2,7:23.0,Chicago full timeout,,27,22
138,2,7:23.0,J. Butler enters the game for T. Snell,,27,22
139,2,7:23.0,,D. West enters the game for L. Scola,27,22
140,2,7:23.0,,S. Hill enters the game for C. Miles,27,22
141,2,7:02.0,N. Mirotić makes 3-pt jump shot from 26 ft,,30,22
142,2,6:50.0,,D. West makes 2-pt jump shot from 8 ft,30,24
143,2,6:31.0,E. Moore misses 2-pt jump shot from 11 ft,,30,24
144,2,6:30.0,,Defensive rebound by D. West,30,24
145,2,6:23.0,,C. Copeland misses 2-pt layup from 1 ft,30,24
146,2,6:22.0,,Offensive rebound by C. Copeland,30,24
147,2,6:19.0,,C. Copeland makes 2-pt layup at rim,30,26
148,2,6:05.0,Turnover by D. Rose (lost ball; steal by D. West),,30,26
149,2,5:55.0,,Turnover by D. West (bad pass; steal by J. Butler),30,26
150,2,5:49.0,J. Butler misses 2-pt layup from 2 ft,,30,26
151,2,5:47.0,Offensive rebound by N. Mirotić,,30,26
152,2,5:47.0,N. Mirotić makes 2-pt tip-in at rim,,32,26
153,2,5:26.0,,L. Allen makes 2-pt layup from 1 ft,32,28
154,2,5:12.0,D. Rose makes 2-pt layup at rim,,34,28
155,2,4:57.0,,C. Copeland misses 2-pt jump shot from 17 ft,34,28
156,2,4:56.0,Defensive rebound by D. Rose,,34,28
157,2,4:47.0,J. Butler makes 3-pt jump shot from 27 ft (assist by D. Rose),,37,28
158,2,4:37.0,,Indiana full timeout,37,28
159,2,4:37.0,J. Noah enters the game for N. Mirotić,,37,28
160,2,4:37.0,P. Gasol enters the game for T. Gibson,,37,28
161,2,4:37.0,,G. Hill enters the game for L. Allen,37,28
162,2,4:37.0,,R. Hibbert enters the game for C. Watson,37,28
163,2,4:37.0,,R. Stuckey enters the game for C. Copeland,37,28
164,2,4:24.0,,G. Hill misses 2-pt layup from 2 ft (block by D. Rose),37,28
165,2,4:21.0,Defensive rebound by D. Rose,,37,28
166,2,4:08.0,D. Rose misses 3-pt jump shot from 26 ft,,37,28
167,2,4:07.0,,Defensive rebound by G. Hill,37,28
168,2,3:50.0,,Turnover by R. Hibbert (lost ball; steal by J. Noah),37,28
169,2,3:39.0,J. Noah makes 2-pt jump shot from 7 ft (assist by P. Gasol),,39,28
170,2,3:24.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by D. West),39,31
171,2,3:24.0,,Away from play foul by P. Gasol (drawn by R. Hibbert),39,31
172,2,3:24.0,,R. Hibbert misses free throw 1 of 1,39,31
173,2,3:24.0,Defensive rebound by J. Noah,,39,31
174,2,3:02.0,Shooting foul by R. Hibbert (drawn by J. Butler),,39,31
175,2,3:02.0,J. Butler misses free throw 1 of 2,,39,31
176,2,3:02.0,Offensive rebound by Team,,39,31
177,2,3:02.0,,L. Allen enters the game for R. Hibbert,39,31
178,2,3:02.0,J. Butler makes free throw 2 of 2,,40,31
179,2,2:40.0,,D. West misses 2-pt jump shot from 16 ft,40,31
180,2,2:38.0,Defensive rebound by E. Moore,,40,31
181,2,2:23.0,D. Rose makes 3-pt jump shot from 26 ft (assist by P. Gasol),,43,31
182,2,2:01.0,,R. Stuckey misses 2-pt jump shot from 19 ft,43,31
183,2,1:59.0,,Offensive rebound by L. Allen,43,31
184,2,1:59.0,,L. Allen misses 2-pt tip-in at rim,43,31
185,2,1:58.0,Defensive rebound by J. Butler,,43,31
186,2,1:47.0,J. Butler misses 2-pt jump shot from 14 ft,,43,31
187,2,1:46.0,,Defensive rebound by D. West,43,31
188,2,1:34.0,,D. West misses 2-pt jump shot from 20 ft,43,31
189,2,1:32.0,Defensive rebound by D. Rose,,43,31
190,2,1:27.0,D. Rose misses 2-pt jump shot from 10 ft,,43,31
191,2,1:26.0,,Defensive rebound by L. Allen,43,31
192,2,1:21.0,,Shooting foul by E. Moore (drawn by S. Hill),43,31
193,2,1:21.0,,S. Hill makes free throw 1 of 2,43,32
194,2,1:21.0,,C. Watson enters the game for R. Stuckey,43,32
195,2,1:21.0,,S. Hill makes free throw 2 of 2,43,33
196,2,1:04.0,P. Gasol misses 2-pt layup from 1 ft,,43,33
197,2,1:03.0,Offensive rebound by P. Gasol,,43,33
198,2,1:03.0,P. Gasol misses 2-pt tip-in from 1 ft,,43,33
199,2,1:01.0,Offensive rebound by J. Noah,,43,33
200,2,1:01.0,J. Noah misses 2-pt tip-in at rim,,43,33
201,2,1:00.0,Offensive rebound by P. Gasol,,43,33
202,2,1:00.0,P. Gasol makes 2-pt tip-in at rim,,45,33
203,2,0:48.0,,D. West makes 2-pt jump shot from 13 ft,45,35
204,2,0:27.0,J. Butler misses 2-pt jump shot from 3 ft,,45,35
205,2,0:26.0,Offensive rebound by J. Butler,,45,35
206,2,0:25.0,,Loose ball foul by G. Hill (drawn by J. Butler),45,35
207,2,0:25.0,J. Butler misses free throw 1 of 2,,45,35
208,2,0:25.0,Offensive rebound by Team,,45,35
209,2,0:25.0,J. Butler misses free throw 2 of 2,,45,35
210,2,0:25.0,,Defensive rebound by D. West,45,35
211,2,0:03.0,,Turnover by D. West (lost ball; steal by J. Noah),45,35
212,2,0:00.0,J. Butler makes 2-pt dunk at rim,,47,35
213,3,11:40.0,Shooting foul by R. Hibbert (drawn by P. Gasol),,47,35
214,3,11:40.0,P. Gasol makes free throw 1 of 2,,48,35
215,3,11:40.0,P. Gasol makes free throw 2 of 2,,49,35
216,3,11:21.0,,G. Hill misses 3-pt jump shot from 27 ft,49,35
217,3,11:20.0,Defensive rebound by Team,,49,35
218,3,11:08.0,D. Rose makes 2-pt jump shot from 21 ft,,51,35
219,3,10:51.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by S. Hill),51,37
220,3,10:30.0,J. Butler makes 2-pt jump shot from 18 ft (assist by J. Noah),,53,37
221,3,10:10.0,Violation by J. Noah (def goaltending),,53,37
222,3,10:10.0,,S. Hill makes 2-pt jump shot from 5 ft,53,39
223,3,9:59.0,Turnover by D. Rose (lost ball; steal by G. Hill),,53,39
224,3,9:43.0,,Shooting foul by J. Noah (drawn by S. Hill),53,39
225,3,9:43.0,,S. Hill misses free throw 1 of 2,53,39
226,3,9:43.0,,Offensive rebound by Team,53,39
227,3,9:43.0,,S. Hill misses free throw 2 of 2,53,39
228,3,9:43.0,Defensive rebound by J. Butler,,53,39
229,3,9:25.0,P. Gasol misses 2-pt jump shot from 20 ft,,53,39
230,3,9:24.0,,Defensive rebound by G. Hill,53,39
231,3,9:18.0,,Personal foul by P. Gasol (drawn by R. Hibbert),53,39
232,3,9:10.0,,G. Hill makes 2-pt layup from 1 ft,53,41
233,3,8:54.0,D. Rose misses 2-pt jump shot from 13 ft,,53,41
234,3,8:53.0,Offensive rebound by J. Butler,,53,41
235,3,8:53.0,J. Butler makes 2-pt dunk at rim,,55,41
236,3,8:35.0,,G. Hill misses 2-pt jump shot from 10 ft,55,41
237,3,8:34.0,Defensive rebound by J. Butler,,55,41
238,3,8:30.0,D. Rose makes 2-pt layup from 2 ft,,57,41
239,3,8:14.0,,S. Hill misses 2-pt jump shot from 5 ft,57,41
240,3,8:12.0,,Offensive rebound by R. Hibbert,57,41
241,3,8:10.0,,R. Hibbert misses 2-pt layup from 1 ft (block by J. Noah),57,41
242,3,8:09.0,Defensive rebound by M. Dunleavy,,57,41
243,3,7:59.0,J. Noah misses 2-pt layup from 2 ft,,57,41
244,3,7:57.0,,Defensive rebound by D. West,57,41
245,3,7:42.0,,D. West misses 2-pt jump shot from 12 ft,57,41
246,3,7:41.0,Defensive rebound by M. Dunleavy,,57,41
247,3,7:30.0,J. Butler misses 2-pt layup at rim (block by D. West),,57,41
248,3,7:28.0,Offensive rebound by J. Butler,,57,41
249,3,7:25.0,D. Rose misses 2-pt jump shot from 13 ft,,57,41
250,3,7:24.0,Offensive rebound by J. Butler,,57,41
251,3,7:24.0,J. Butler makes 2-pt dunk at rim,,59,41
252,3,7:22.0,,Indiana full timeout,59,41
253,3,7:22.0,,L. Allen enters the game for R. Hibbert,59,41
254,3,7:10.0,,G. Hill makes 3-pt jump shot from 23 ft (assist by S. Hill),59,44
255,3,6:46.0,Turnover by D. Rose (lost ball; steal by S. Hill),,59,44
256,3,6:42.0,,Turnover by S. Hill (bad pass; steal by J. Butler),59,44
257,3,6:32.0,Shooting foul by D. West (drawn by D. Rose),,59,44
258,3,6:32.0,D. Rose makes free throw 1 of 2,,60,44
259,3,6:32.0,D. Rose makes free throw 2 of 2,,61,44
260,3,6:17.0,,S. Hill misses 3-pt jump shot from 26 ft,61,44
261,3,6:17.0,Defensive rebound by J. Butler,,61,44
262,3,6:09.0,Personal foul by G. Hill (drawn by P. Gasol),,61,44
263,3,6:05.0,Shooting foul by G. Hill (drawn by D. Rose),,61,44
264,3,6:05.0,D. Rose makes free throw 1 of 2,,62,44
265,3,6:05.0,D. Rose makes free throw 2 of 2,,63,44
266,3,5:55.0,,Shooting foul by P. Gasol (drawn by G. Hill),63,44
267,3,5:55.0,,G. Hill makes free throw 1 of 2,63,45
268,3,5:55.0,,G. Hill makes free throw 2 of 2,63,46
269,3,5:55.0,,Violation by Team (jump ball),63,46
270,3,5:44.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Rose),,65,46
271,3,5:28.0,,L. Allen misses 2-pt jump shot from 18 ft,65,46
272,3,5:27.0,Defensive rebound by M. Dunleavy,,65,46
273,3,5:20.0,D. Rose misses 2-pt jump shot from 20 ft,,65,46
274,3,5:19.0,,Defensive rebound by D. West,65,46
275,3,5:08.0,,G. Hill makes 2-pt jump shot from 20 ft,65,48
276,3,4:42.0,M. Dunleavy makes 2-pt jump shot from 19 ft,,67,48
277,3,4:27.0,,R. Stuckey makes 2-pt jump shot from 13 ft,67,50
278,3,4:27.0,,Shooting foul by M. Dunleavy (drawn by R. Stuckey),67,50
279,3,4:27.0,T. Gibson enters the game for J. Noah,,67,50
280,3,4:27.0,,R. Stuckey makes free throw 1 of 1,67,51
281,3,4:14.0,M. Dunleavy makes 3-pt jump shot from 27 ft (assist by D. Rose),,70,51
282,3,3:55.0,,L. Allen misses 2-pt jump shot from 8 ft,70,51
283,3,3:54.0,Defensive rebound by M. Dunleavy,,70,51
284,3,3:45.0,D. Rose misses 2-pt jump shot from 11 ft,,70,51
285,3,3:44.0,,Defensive rebound by L. Allen,70,51
286,3,3:39.0,,Shooting foul by M. Dunleavy (drawn by S. Hill),70,51
287,3,3:39.0,,S. Hill makes free throw 1 of 2,70,52
288,3,3:39.0,A. Brooks enters the game for D. Rose,,70,52
289,3,3:39.0,,C. Miles enters the game for R. Stuckey,70,52
290,3,3:39.0,,C. Watson enters the game for G. Hill,70,52
291,3,3:39.0,,S. Hill misses free throw 2 of 2,70,52
292,3,3:39.0,Defensive rebound by P. Gasol,,70,52
293,3,3:18.0,P. Gasol misses 2-pt jump shot from 9 ft,,70,52
294,3,3:17.0,,Defensive rebound by S. Hill,70,52
295,3,3:10.0,,D. West makes 2-pt jump shot from 18 ft (assist by S. Hill),70,54
296,3,2:54.0,P. Gasol makes 2-pt jump shot from 19 ft (assist by A. Brooks),,72,54
297,3,2:37.0,,C. Miles misses 2-pt jump shot from 12 ft (block by M. Dunleavy),72,54
298,3,2:36.0,Defensive rebound by A. Brooks,,72,54
299,3,2:33.0,M. Dunleavy makes 2-pt layup at rim (assist by A. Brooks),,74,54
300,3,2:33.0,Shooting foul by S. Hill (drawn by M. Dunleavy),,74,54
301,3,2:33.0,Chicago full timeout,,74,54
302,3,2:33.0,M. Dunleavy makes free throw 1 of 1,,75,54
303,3,2:21.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by L. Allen),75,57
304,3,2:01.0,J. Butler misses 2-pt jump shot from 8 ft,,75,57
305,3,2:00.0,,Defensive rebound by L. Allen,75,57
306,3,1:51.0,,C. Watson misses 3-pt jump shot from 26 ft,75,57
307,3,1:49.0,Defensive rebound by T. Gibson,,75,57
308,3,1:29.0,J. Butler misses 2-pt jump shot from 15 ft,,75,57
309,3,1:28.0,Offensive rebound by T. Gibson,,75,57
310,3,1:27.0,T. Gibson misses 2-pt layup at rim,,75,57
311,3,1:26.0,Offensive rebound by P. Gasol,,75,57
312,3,1:20.0,Shooting foul by L. Allen (drawn by T. Gibson),,75,57
313,3,1:20.0,T. Gibson makes free throw 1 of 2,,76,57
314,3,1:20.0,E. Moore enters the game for M. Dunleavy,,76,57
315,3,1:20.0,,L. Scola enters the game for D. West,76,57
316,3,1:20.0,,C. Copeland enters the game for S. Hill,76,57
317,3,1:20.0,T. Gibson makes free throw 2 of 2,,77,57
318,3,1:06.0,,C. Miles makes 2-pt jump shot from 10 ft (assist by C. Copeland),77,59
319,3,0:56.0,E. Moore misses 3-pt jump shot from 24 ft,,77,59
320,3,0:55.0,,Defensive rebound by C. Watson,77,59
321,3,0:54.0,,Personal foul by A. Brooks (drawn by C. Watson),77,59
322,3,0:54.0,,C. Watson makes free throw 1 of 2,77,60
323,3,0:54.0,,C. Watson makes free throw 2 of 2,77,61
324,3,0:47.0,Personal foul by C. Copeland (drawn by J. Butler),,77,61
325,3,0:47.0,J. Butler makes free throw 1 of 2,,78,61
326,3,0:47.0,J. Butler makes free throw 2 of 2,,79,61
327,3,0:34.0,,Shooting foul by E. Moore (drawn by C. Copeland),79,61
328,3,0:34.0,,C. Copeland makes free throw 1 of 2,79,62
329,3,0:34.0,,C. Copeland makes free throw 2 of 2,79,63
330,3,0:16.0,Shooting foul by L. Scola (drawn by P. Gasol),,79,63
331,3,0:16.0,P. Gasol makes free throw 1 of 2,,80,63
332,3,0:16.0,P. Gasol makes free throw 2 of 2,,81,63
333,3,0:00.0,,L. Scola makes 2-pt jump shot from 10 ft,81,65
334,4,11:47.0,,L. Scola misses 2-pt jump shot from 19 ft,81,65
335,4,11:44.0,Defensive rebound by Team,,81,65
336,4,11:27.0,Personal block foul by L. Scola (drawn by A. Brooks),,81,65
337,4,11:19.0,T. Gibson misses 2-pt jump shot from 16 ft,,81,65
338,4,11:18.0,,Defensive rebound by C. Watson,81,65
339,4,11:08.0,,Shooting foul by N. Mirotić (drawn by L. Scola),81,65
340,4,11:08.0,,L. Scola misses free throw 1 of 2,81,65
341,4,11:08.0,,Offensive rebound by Team,81,65
342,4,11:08.0,,L. Scola makes free throw 2 of 2,81,66
343,4,10:49.0,J. Butler misses 2-pt jump shot from 11 ft (block by C. Copeland),,81,66
344,4,10:49.0,Offensive rebound by Team,,81,66
345,4,10:48.0,Shooting foul by L. Allen (drawn by J. Butler),,81,66
346,4,10:48.0,J. Butler makes free throw 1 of 2,,82,66
347,4,10:48.0,J. Butler makes free throw 2 of 2,,83,66
348,4,10:34.0,,C. Miles misses 3-pt jump shot from 25 ft,83,66
349,4,10:33.0,,Offensive rebound by L. Allen,83,66
350,4,10:20.0,,L. Scola makes 2-pt layup from 1 ft,83,68
351,4,10:20.0,,Shooting foul by N. Mirotić (drawn by L. Scola),83,68
352,4,10:20.0,,L. Scola misses free throw 1 of 1,83,68
353,4,10:20.0,Defensive rebound by T. Gibson,,83,68
354,4,10:08.0,A. Brooks misses 2-pt layup at rim (block by L. Allen),,83,68
355,4,10:05.0,,Defensive rebound by L. Scola,83,68
356,4,9:52.0,,C. Copeland makes 2-pt jump shot from 5 ft,83,70
357,4,9:51.0,Chicago full timeout,,83,70
358,4,9:39.0,A. Brooks misses 2-pt jump shot from 20 ft,,83,70
359,4,9:38.0,Offensive rebound by J. Butler,,83,70
360,4,9:38.0,J. Butler misses 2-pt tip-in at rim,,83,70
361,4,9:37.0,,Defensive rebound by C. Copeland,83,70
362,4,9:20.0,,C. Copeland makes 2-pt layup at rim (assist by L. Allen),83,72
363,4,8:58.0,E. Moore misses 2-pt jump shot from 10 ft,,83,72
364,4,8:55.0,,Defensive rebound by Team,83,72
365,4,8:55.0,D. Rose enters the game for E. Moore,,83,72
366,4,8:41.0,,C. Miles misses 2-pt jump shot from 18 ft,83,72
367,4,8:38.0,Defensive rebound by T. Gibson,,83,72
368,4,8:36.0,Turnover by T. Gibson (lost ball),,83,72
369,4,8:36.0,Technical foul by T. Gibson,,83,72
370,4,8:36.0,,C. Miles misses technical free throw,83,72
371,4,8:36.0,,Offensive rebound by Team,83,72
372,4,8:36.0,J. Noah enters the game for N. Mirotić,,83,72
373,4,8:12.0,,C. Miles makes 3-pt jump shot from 26 ft (assist by L. Allen),83,75
374,4,7:56.0,J. Butler misses 2-pt jump shot from 18 ft,,83,75
375,4,7:55.0,,Defensive rebound by C. Miles,83,75
376,4,7:40.0,,C. Copeland makes 2-pt layup from 2 ft,83,77
377,4,7:19.0,D. Rose misses 3-pt jump shot from 27 ft,,83,77
378,4,7:18.0,,Defensive rebound by L. Allen,83,77
379,4,7:11.0,,C. Copeland makes 3-pt jump shot from 26 ft (assist by C. Watson),83,80
380,4,7:10.0,Chicago full timeout,,83,80
381,4,7:10.0,M. Dunleavy enters the game for J. Butler,,83,80
382,4,6:53.0,D. Rose misses 2-pt jump shot from 19 ft,,83,80
383,4,6:50.0,,Defensive rebound by L. Allen,83,80
384,4,6:39.0,,C. Copeland makes 2-pt layup from 1 ft (assist by L. Allen),83,82
385,4,6:22.0,J. Noah misses 2-pt layup at rim,,83,82
386,4,6:21.0,,Defensive rebound by L. Scola,83,82
387,4,6:15.0,,L. Allen makes 2-pt layup at rim (assist by C. Watson),83,84
388,4,6:15.0,,Shooting foul by T. Gibson (drawn by L. Allen),83,84
389,4,6:15.0,P. Gasol enters the game for T. Gibson,,83,84
390,4,6:15.0,,L. Allen misses free throw 1 of 1,83,84
391,4,6:13.0,,Offensive rebound by Team,83,84
392,4,6:02.0,,L. Scola makes 2-pt jump shot from 19 ft (assist by L. Allen),83,86
393,4,5:46.0,P. Gasol misses 2-pt jump shot from 19 ft,,83,86
394,4,5:45.0,,Defensive rebound by C. Copeland,83,86
