,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MINNESOTA_ACTION,NEW ORLEANS_SCORE,MINNESOTA_SCORE
0,1,11:39.0,Turnover by E. Gordon (bad pass),,0,0
1,1,11:28.0,,G. Dieng makes 2-pt jump shot from 12 ft (assist by A. Wiggins),0,2
2,1,11:02.0,Shooting foul by R. Hummel (drawn by Ö. Aşık),,0,2
3,1,11:02.0,Ö. Aşık makes free throw 1 of 2,,1,2
4,1,11:02.0,Ö. Aşık misses free throw 2 of 2,,1,2
5,1,11:01.0,,Defensive rebound by G. Dieng,1,2
6,1,10:41.0,,M. Williams misses 3-pt jump shot from 25 ft,1,2
7,1,10:40.0,Defensive rebound by A. Davis,,1,2
8,1,10:31.0,T. Evans misses 2-pt layup at rim,,1,2
9,1,10:30.0,,Defensive rebound by R. Hummel,1,2
10,1,10:20.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by M. Williams),1,4
11,1,9:57.0,D. Cunningham misses 2-pt jump shot from 18 ft,,1,4
12,1,9:56.0,,Defensive rebound by G. Dieng,1,4
13,1,9:45.0,,T. Young makes 2-pt dunk at rim (assist by R. Hummel),1,6
14,1,9:24.0,A. Davis misses 2-pt jump shot from 20 ft,,1,6
15,1,9:23.0,,Defensive rebound by G. Dieng,1,6
16,1,9:13.0,,T. Young makes 2-pt layup from 1 ft (assist by M. Williams),1,8
17,1,8:52.0,E. Gordon misses 2-pt layup at rim,,1,8
18,1,8:52.0,,Defensive rebound by G. Dieng,1,8
19,1,8:45.0,,R. Hummel misses 3-pt jump shot from 22 ft,1,8
20,1,8:42.0,,Offensive rebound by A. Wiggins,1,8
21,1,8:36.0,,T. Young makes 3-pt jump shot from 25 ft (assist by M. Williams),1,11
22,1,8:35.0,New Orleans full timeout,,1,11
23,1,8:19.0,A. Davis makes 2-pt jump shot from 6 ft,,3,11
24,1,8:00.0,,M. Williams makes 2-pt jump shot from 19 ft,3,13
25,1,7:44.0,Ö. Aşık makes 2-pt layup at rim,,5,13
26,1,7:19.0,,T. Young makes 2-pt layup at rim (assist by G. Dieng),5,15
27,1,6:57.0,A. Davis misses 2-pt jump shot from 14 ft,,5,15
28,1,6:56.0,Offensive rebound by D. Cunningham,,5,15
29,1,6:55.0,D. Cunningham makes 2-pt layup from 1 ft,,7,15
30,1,6:44.0,,A. Wiggins misses 2-pt jump shot from 13 ft,7,15
31,1,6:44.0,Defensive rebound by Team,,7,15
32,1,6:27.0,E. Gordon makes 2-pt jump shot from 17 ft,,9,15
33,1,6:10.0,,M. Williams makes 2-pt jump shot from 15 ft (assist by G. Dieng),9,17
34,1,5:56.0,Personal foul by T. Young (drawn by A. Davis),,9,17
35,1,5:47.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by T. Evans),,12,17
36,1,5:19.0,,T. Young misses 2-pt jump shot from 13 ft,12,17
37,1,5:18.0,Defensive rebound by Ö. Aşık,,12,17
38,1,5:05.0,A. Davis misses 2-pt jump shot from 8 ft,,12,17
39,1,5:03.0,,Defensive rebound by M. Williams,12,17
40,1,4:51.0,,Shooting foul by A. Davis (drawn by M. Williams),12,17
41,1,4:51.0,,M. Williams misses free throw 1 of 2,12,17
42,1,4:51.0,,Offensive rebound by Team,12,17
43,1,4:51.0,Q. Pondexter enters the game for D. Cunningham,,12,17
44,1,4:51.0,,M. Williams makes free throw 2 of 2,12,18
45,1,4:38.0,E. Gordon misses 2-pt jump shot from 8 ft,,12,18
46,1,4:37.0,,Defensive rebound by R. Hummel,12,18
47,1,4:28.0,,G. Dieng misses 2-pt jump shot from 15 ft,12,18
48,1,4:26.0,Defensive rebound by Team,,12,18
49,1,4:26.0,,C. Budinger enters the game for R. Hummel,12,18
50,1,4:13.0,Personal foul by T. Young (drawn by A. Davis),,12,18
51,1,4:13.0,A. Ajinça enters the game for Ö. Aşık,,12,18
52,1,4:13.0,,A. Bennett enters the game for T. Young,12,18
53,1,4:13.0,,N. Peković enters the game for G. Dieng,12,18
54,1,4:07.0,T. Evans makes 2-pt layup from 1 ft,,14,18
55,1,3:58.0,,A. Wiggins misses 2-pt jump shot from 20 ft,14,18
56,1,3:57.0,Defensive rebound by A. Davis,,14,18
57,1,3:37.0,Shooting foul by A. Wiggins (drawn by A. Ajinça),,14,18
58,1,3:37.0,A. Ajinça makes free throw 1 of 2,,15,18
59,1,3:37.0,A. Ajinça makes free throw 2 of 2,,16,18
60,1,3:19.0,,N. Peković misses 2-pt hook shot from 4 ft,16,18
61,1,3:18.0,Defensive rebound by A. Ajinça,,16,18
62,1,3:12.0,T. Evans makes 2-pt layup from 1 ft,,18,18
63,1,3:12.0,,Minnesota full timeout,18,18
64,1,3:00.0,,Personal foul by Q. Pondexter (drawn by A. Wiggins),18,18
65,1,2:51.0,,A. Wiggins makes 2-pt layup at rim,18,20
66,1,2:36.0,A. Davis makes 2-pt jump shot from 8 ft,,20,20
67,1,2:11.0,,Personal foul by A. Ajinça (drawn by N. Peković),20,20
68,1,2:11.0,N. Wolters enters the game for T. Evans,,20,20
69,1,2:03.0,,N. Peković misses 2-pt jump shot from 8 ft,20,20
70,1,2:01.0,Defensive rebound by A. Ajinça,,20,20
71,1,1:46.0,E. Gordon makes 2-pt jump shot from 21 ft,,22,20
72,1,1:23.0,,A. Wiggins misses 3-pt jump shot from 24 ft,22,20
73,1,1:22.0,,Offensive rebound by N. Peković,22,20
74,1,1:21.0,,N. Peković misses 2-pt layup at rim,22,20
75,1,1:19.0,Defensive rebound by A. Ajinça,,22,20
76,1,1:05.0,E. Gordon misses 3-pt jump shot from 25 ft,,22,20
77,1,1:04.0,,Defensive rebound by N. Peković,22,20
78,1,0:54.0,,Turnover by M. Williams (bad pass; steal by A. Davis),22,20
79,1,0:51.0,,Offensive charge foul by E. Gordon (drawn by C. Budinger),22,20
80,1,0:51.0,Turnover by E. Gordon (offensive foul),,22,20
81,1,0:51.0,,Z. LaVine enters the game for M. Williams,22,20
82,1,0:35.0,,A. Wiggins misses 2-pt jump shot from 4 ft (block by A. Ajinça),22,20
83,1,0:32.0,,Offensive rebound by A. Bennett,22,20
84,1,0:27.0,,Z. LaVine misses 2-pt jump shot from 11 ft,22,20
85,1,0:27.0,,Offensive rebound by Team,22,20
86,1,0:27.0,,Turnover by Team (shot clock),22,20
87,1,0:05.0,E. Gordon makes 2-pt jump shot from 16 ft,,24,20
88,1,0:00.0,,C. Budinger misses 3-pt jump shot from 24 ft,24,20
89,1,0:00.0,,Offensive rebound by Team,24,20
90,2,11:47.0,,A. Bennett misses 2-pt jump shot from 14 ft,24,20
91,2,11:46.0,Defensive rebound by A. Ajinça,,24,20
92,2,11:33.0,A. Ajinça makes 2-pt jump shot from 6 ft (assist by N. Wolters),,26,20
93,2,11:19.0,,N. Peković makes 2-pt layup at rim (assist by C. Budinger),26,22
94,2,11:08.0,Turnover by N. Wolters (bad pass),,26,22
95,2,10:45.0,,N. Peković makes 2-pt layup at rim (assist by C. Budinger),26,24
96,2,10:30.0,A. Ajinça makes 2-pt jump shot from 17 ft (assist by Q. Pondexter),,28,24
97,2,10:04.0,,C. Budinger makes 2-pt layup at rim,28,26
98,2,9:52.0,Q. Pondexter misses 2-pt jump shot from 12 ft,,28,26
99,2,9:51.0,,Defensive rebound by N. Peković,28,26
100,2,9:46.0,,Offensive foul by A. Bennett (drawn by N. Wolters),28,26
101,2,9:46.0,,Turnover by A. Bennett (offensive foul),28,26
102,2,9:46.0,,R. Hummel enters the game for A. Wiggins,28,26
103,2,9:30.0,D. Cunningham misses 2-pt jump shot from 20 ft,,28,26
104,2,9:29.0,,Defensive rebound by N. Peković,28,26
105,2,9:13.0,,R. Hummel misses 2-pt jump shot from 9 ft,28,26
106,2,9:12.0,,Offensive rebound by Team,28,26
107,2,9:04.0,,N. Peković makes 2-pt layup from 1 ft (assist by C. Budinger),28,28
108,2,8:47.0,Turnover by A. Ajinça (lost ball),,28,28
109,2,8:47.0,,Minnesota full timeout,28,28
110,2,8:47.0,,G. Dieng enters the game for N. Peković,28,28
111,2,8:36.0,,Z. LaVine misses 2-pt layup at rim (block by A. Ajinça),28,28
112,2,8:34.0,Defensive rebound by L. Babbitt,,28,28
113,2,8:20.0,D. Cunningham misses 2-pt jump shot from 17 ft,,28,28
114,2,8:18.0,,Defensive rebound by G. Dieng,28,28
115,2,8:06.0,,G. Dieng makes 2-pt jump shot from 4 ft,28,30
116,2,8:06.0,,Shooting foul by A. Ajinça (drawn by G. Dieng),28,30
117,2,8:06.0,Ö. Aşık enters the game for L. Babbitt,,28,30
118,2,8:06.0,A. Davis enters the game for A. Ajinça,,28,30
119,2,8:06.0,T. Evans enters the game for D. Cunningham,,28,30
120,2,8:06.0,,G. Dieng misses free throw 1 of 1,28,30
121,2,8:06.0,Defensive rebound by A. Davis,,28,30
122,2,7:44.0,Shooting foul by C. Budinger (drawn by A. Davis),,28,30
123,2,7:44.0,A. Davis misses free throw 1 of 2,,28,30
124,2,7:44.0,Offensive rebound by Team,,28,30
125,2,7:44.0,A. Davis makes free throw 2 of 2,,29,30
126,2,7:30.0,,G. Dieng makes 2-pt jump shot from 6 ft (assist by Z. LaVine),29,32
127,2,7:12.0,T. Evans misses 2-pt jump shot from 3 ft (block by G. Dieng),,29,32
128,2,7:11.0,,Defensive rebound by C. Budinger,29,32
129,2,7:05.0,,C. Budinger misses 2-pt layup at rim (block by A. Davis),29,32
130,2,7:03.0,Defensive rebound by N. Wolters,,29,32
131,2,6:44.0,Turnover by Q. Pondexter (bad pass; steal by C. Budinger),,29,32
132,2,6:34.0,,A. Bennett misses 2-pt jump shot from 18 ft,29,32
133,2,6:34.0,Defensive rebound by T. Evans,,29,32
134,2,6:29.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,31,32
135,2,6:09.0,,Turnover by C. Budinger (lost ball; steal by T. Evans),31,32
136,2,6:05.0,T. Evans makes 2-pt layup at rim,,33,32
137,2,6:05.0,,Minnesota full timeout,33,32
138,2,6:05.0,,A. Wiggins enters the game for C. Budinger,33,32
139,2,6:05.0,,T. Young enters the game for A. Bennett,33,32
140,2,6:05.0,E. Gordon enters the game for N. Wolters,,33,32
141,2,5:44.0,,T. Young misses 2-pt jump shot from 18 ft,33,32
142,2,5:42.0,Defensive rebound by Ö. Aşık,,33,32
143,2,5:37.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,35,32
144,2,5:20.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by T. Young),35,35
145,2,5:04.0,Turnover by A. Davis (lost ball),,35,35
146,2,5:04.0,,M. Williams enters the game for Z. LaVine,35,35
147,2,4:40.0,,G. Dieng misses 2-pt jump shot from 18 ft (block by Q. Pondexter),35,35
148,2,4:39.0,,Offensive rebound by G. Dieng,35,35
149,2,4:39.0,,Turnover by Team (shot clock),35,35
150,2,4:30.0,Turnover by T. Evans (bad pass),,35,35
151,2,4:23.0,,A. Wiggins misses 2-pt jump shot from 5 ft,35,35
152,2,4:21.0,,Offensive rebound by G. Dieng,35,35
153,2,4:12.0,,M. Williams misses 2-pt jump shot from 5 ft,35,35
154,2,4:11.0,Defensive rebound by Ö. Aşık,,35,35
155,2,4:04.0,Turnover by Ö. Aşık (traveling),,35,35
156,2,3:53.0,,Turnover by A. Wiggins (traveling),35,35
157,2,3:42.0,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),,37,35
158,2,3:24.0,,A. Wiggins makes 2-pt hook shot from 7 ft (assist by M. Williams),37,37
159,2,3:24.0,,Shooting foul by Q. Pondexter (drawn by A. Wiggins),37,37
160,2,3:24.0,D. Cunningham enters the game for Q. Pondexter,,37,37
