,QUARTER,TIME_REMAINING,CHICAGO_ACTION,UTAH_ACTION,CHICAGO_SCORE,UTAH_SCORE
87,1,1:00.0,J. Butler misses free throw 1 of 2,,25,14
88,1,1:00.0,Offensive rebound by Team,,25,14
89,1,1:00.0,J. Butler makes free throw 2 of 2,,26,14
90,1,0:43.0,,R. Gobert misses 2-pt jump shot from 5 ft,26,14
91,1,0:42.0,,Offensive rebound by T. Booker,26,14
92,1,0:40.0,,T. Booker misses 2-pt layup from 1 ft (block by P. Gasol),26,14
93,1,0:38.0,Defensive rebound by A. Brooks,,26,14
94,1,0:30.0,N. Mirotić misses 2-pt jump shot from 4 ft (block by T. Booker),,26,14
95,1,0:28.0,Offensive rebound by P. Gasol,,26,14
96,1,0:28.0,P. Gasol makes 2-pt hook shot from 4 ft,,28,14
97,1,0:28.0,Violation by Team (delay of game),,28,14
98,1,0:07.0,,Turnover by R. Gobert (traveling),28,14
99,1,0:02.0,A. Brooks misses 2-pt jump shot from 3 ft (block by R. Gobert),,28,14
100,1,0:01.0,Offensive rebound by P. Gasol,,28,14
101,1,0:00.0,P. Gasol makes 2-pt tip-in from 2 ft,,30,14
102,2,11:41.0,J. Butler misses 2-pt jump shot from 22 ft,,30,14
103,2,11:40.0,,Defensive rebound by G. Hayward,30,14
104,2,11:28.0,,G. Hayward misses 2-pt jump shot from 5 ft,30,14
105,2,11:27.0,Defensive rebound by N. Mirotić,,30,14
106,2,11:17.0,,Offensive charge foul by D. McDermott (drawn by T. Booker),30,14
107,2,11:17.0,Turnover by D. McDermott (offensive foul),,30,14
108,2,11:00.0,,R. Gobert misses 2-pt layup from 2 ft,30,14
109,2,10:58.0,Defensive rebound by N. Mirotić,,30,14
110,2,10:46.0,Turnover by A. Brooks (bad pass; steal by R. Gobert),,30,14
111,2,10:33.0,,T. Booker makes 2-pt layup from 2 ft,30,16
112,2,10:33.0,,Shooting foul by N. Mirotić (drawn by T. Booker),30,16
113,2,10:33.0,,T. Booker misses free throw 1 of 1,30,16
114,2,10:31.0,Defensive rebound by D. McDermott,,30,16
115,2,10:13.0,Shooting foul by R. Gobert (drawn by J. Butler),,30,16
116,2,10:13.0,J. Butler makes free throw 1 of 2,,31,16
117,2,10:13.0,J. Butler makes free throw 2 of 2,,32,16
118,2,10:02.0,,Personal foul by A. Brooks (drawn by D. Exum),32,16
119,2,9:52.0,,Personal foul by J. Noah (drawn by J. Ingles),32,16
120,2,9:46.0,,Turnover by G. Hayward (lost ball; steal by J. Butler),32,16
121,2,9:42.0,J. Butler makes 2-pt dunk at rim,,34,16
122,2,9:30.0,,T. Booker makes 2-pt hook shot from 7 ft,34,18
123,2,9:07.0,N. Mirotić makes 3-pt jump shot from 24 ft,,37,18
124,2,8:50.0,,R. Gobert makes 2-pt dunk at rim (assist by J. Ingles),37,20
125,2,8:32.0,Turnover by D. McDermott (traveling),,37,20
126,2,8:32.0,Official timeout,,37,20
127,2,8:32.0,T. Snell enters the game for J. Butler,,37,20
128,2,8:32.0,,E. Freedom enters the game for T. Booker,37,20
129,2,8:11.0,,J. Ingles makes 2-pt jump shot from 8 ft,37,22
130,2,7:56.0,J. Noah misses 2-pt layup from 2 ft (block by G. Hayward),,37,22
131,2,7:53.0,,Defensive rebound by R. Gobert,37,22
132,2,7:48.0,,D. Exum misses 2-pt hook shot from 8 ft,37,22
133,2,7:48.0,Defensive rebound by Team,,37,22
134,2,7:48.0,,T. Burke enters the game for D. Exum,37,22
135,2,7:48.0,,D. Favors enters the game for R. Gobert,37,22
136,2,7:32.0,A. Brooks makes 3-pt jump shot from 24 ft (assist by J. Noah),,40,22
137,2,7:13.0,,T. Burke misses 3-pt jump shot from 24 ft,40,22
138,2,7:11.0,Defensive rebound by N. Mirotić,,40,22
139,2,7:01.0,T. Snell makes 3-pt jump shot from 24 ft (assist by J. Noah),,43,22
140,2,6:38.0,,D. Favors makes 2-pt dunk at rim (assist by T. Burke),43,24
141,2,6:12.0,T. Snell makes 2-pt layup from 1 ft,,45,24
142,2,5:50.0,,J. Ingles misses 2-pt jump shot from 22 ft,45,24
143,2,5:48.0,,Offensive rebound by E. Freedom,45,24
144,2,5:48.0,,E. Freedom makes 2-pt layup from 1 ft,45,26
145,2,5:34.0,D. McDermott misses 3-pt jump shot from 24 ft,,45,26
146,2,5:32.0,,Defensive rebound by Team,45,26
147,2,5:32.0,,Utah full timeout,45,26
148,2,5:32.0,P. Gasol enters the game for J. Noah,,45,26
149,2,5:20.0,,G. Hayward misses 2-pt jump shot from 16 ft,45,26
150,2,5:19.0,Defensive rebound by D. McDermott,,45,26
151,2,5:03.0,P. Gasol misses 2-pt jump shot from 12 ft,,45,26
152,2,5:02.0,,Defensive rebound by G. Hayward,45,26
153,2,4:54.0,,J. Ingles makes 2-pt layup from 2 ft,45,28
154,2,4:37.0,Turnover by T. Snell (bad pass; steal by T. Burke),,45,28
155,2,4:31.0,,T. Burke makes 2-pt jump shot from 4 ft,45,30
156,2,4:24.0,Chicago full timeout,,45,30
157,2,4:24.0,D. Rose enters the game for A. Brooks,,45,30
158,2,4:24.0,J. Butler enters the game for D. McDermott,,45,30
159,2,4:24.0,,A. Burks enters the game for G. Hayward,45,30
160,2,4:13.0,Turnover by J. Butler (lost ball),,45,30
161,2,4:01.0,,T. Burke makes 2-pt jump shot from 15 ft,45,32
162,2,3:40.0,D. Rose misses 3-pt jump shot from 24 ft,,45,32
163,2,3:38.0,,Defensive rebound by T. Burke,45,32
164,2,3:31.0,,E. Freedom makes 2-pt layup from 1 ft (assist by A. Burks),45,34
165,2,3:11.0,N. Mirotić makes 2-pt layup from 1 ft (assist by P. Gasol),,47,34
166,2,2:50.0,,D. Favors makes 2-pt layup from 2 ft (assist by A. Burks),47,36
167,2,2:30.0,N. Mirotić misses 2-pt jump shot from 3 ft,,47,36
168,2,2:29.0,,Defensive rebound by A. Burks,47,36
169,2,2:24.0,,Turnover by T. Burke (lost ball; steal by P. Gasol),47,36
170,2,2:18.0,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Rose),,50,36
171,2,2:16.0,,Utah full timeout,50,36
172,2,2:16.0,Chicago full timeout,,50,36
173,2,2:16.0,J. Noah enters the game for N. Mirotić,,50,36
174,2,2:16.0,M. Dunleavy enters the game for T. Snell,,50,36
175,2,2:16.0,,R. Gobert enters the game for D. Favors,50,36
176,2,2:16.0,,G. Hayward enters the game for J. Ingles,50,36
177,2,1:59.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by E. Freedom),50,39
178,2,1:39.0,D. Rose makes 3-pt jump shot from 24 ft (assist by J. Butler),,53,39
179,2,1:24.0,,E. Freedom makes 2-pt jump shot from 18 ft (assist by T. Burke),53,41
180,2,1:10.0,P. Gasol makes 2-pt jump shot from 7 ft (assist by D. Rose),,55,41
181,2,0:54.0,,A. Burks misses 2-pt layup from 1 ft,55,41
182,2,0:51.0,Defensive rebound by M. Dunleavy,,55,41
183,2,0:50.0,Personal foul by A. Burks (drawn by M. Dunleavy),,55,41
184,2,0:34.0,Shooting foul by G. Hayward (drawn by J. Noah),,55,41
185,2,0:34.0,J. Noah misses free throw 1 of 2,,55,41
186,2,0:34.0,Offensive rebound by Team,,55,41
187,2,0:34.0,,J. Ingles enters the game for A. Burks,55,41
188,2,0:34.0,J. Noah makes free throw 2 of 2,,56,41
189,2,0:10.0,,T. Burke misses 2-pt jump shot from 7 ft,56,41
190,2,0:09.0,Defensive rebound by P. Gasol,,56,41
191,2,0:02.0,Turnover by D. Rose (bad pass; steal by G. Hayward),,56,41
192,3,11:44.0,P. Gasol makes 2-pt hook shot from 6 ft (assist by D. Rose),,58,41
193,3,11:26.0,,D. Favors makes 2-pt jump shot from 14 ft (assist by E. Freedom),58,43
194,3,11:06.0,Turnover by P. Gasol (lost ball; steal by G. Hayward),,58,43
195,3,10:58.0,,A. Burks misses 2-pt layup from 2 ft,58,43
196,3,10:57.0,Defensive rebound by P. Gasol,,58,43
197,3,10:39.0,P. Gasol makes 2-pt jump shot from 18 ft (assist by M. Dunleavy),,60,43
198,3,10:17.0,,E. Freedom misses 2-pt jump shot from 17 ft,60,43
199,3,10:16.0,Defensive rebound by D. Rose,,60,43
200,3,10:01.0,J. Butler misses 2-pt jump shot from 4 ft (block by E. Freedom),,60,43
201,3,9:59.0,,Defensive rebound by D. Favors,60,43
202,3,9:45.0,,Shooting foul by P. Gasol (drawn by A. Burks),60,43
203,3,9:45.0,,A. Burks makes free throw 1 of 2,60,44
204,3,9:45.0,,A. Burks makes free throw 2 of 2,60,45
205,3,9:30.0,P. Gasol misses 2-pt hook shot from 5 ft,,60,45
206,3,9:27.0,,Defensive rebound by D. Favors,60,45
207,3,9:11.0,,D. Favors makes 2-pt jump shot from 17 ft,60,47
208,3,8:53.0,Turnover by P. Gasol (bad pass; steal by T. Burke),,60,47
209,3,8:47.0,,T. Burke makes 2-pt layup from 2 ft,60,49
210,3,8:47.0,Chicago full timeout,,60,49
211,3,8:33.0,Shooting foul by E. Freedom (drawn by J. Butler),,60,49
212,3,8:33.0,J. Butler makes free throw 1 of 2,,61,49
213,3,8:33.0,J. Butler makes free throw 2 of 2,,62,49
214,3,8:22.0,,G. Hayward makes 2-pt jump shot from 19 ft,62,51
215,3,8:02.0,P. Gasol misses 2-pt jump shot from 19 ft,,62,51
216,3,7:59.0,Offensive rebound by J. Noah,,62,51
217,3,7:53.0,Turnover by J. Butler (bad pass; steal by G. Hayward),,62,51
218,3,7:40.0,,G. Hayward misses 2-pt jump shot from 11 ft,62,51
219,3,7:39.0,,Offensive rebound by D. Favors,62,51
220,3,7:25.0,,E. Freedom makes 2-pt jump shot from 21 ft (assist by T. Burke),62,53
221,3,7:06.0,Shooting foul by A. Burks (drawn by D. Rose),,62,53
222,3,7:06.0,D. Rose makes free throw 1 of 2,,63,53
223,3,7:06.0,D. Rose makes free throw 2 of 2,,64,53
224,3,6:49.0,,Turnover by E. Freedom (bad pass; steal by J. Butler),64,53
225,3,6:39.0,D. Rose misses 2-pt jump shot from 18 ft,,64,53
226,3,6:38.0,,Defensive rebound by D. Favors,64,53
227,3,6:28.0,,A. Burks makes 2-pt jump shot from 14 ft (assist by T. Burke),64,55
228,3,6:09.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,64,55
229,3,6:08.0,,Defensive rebound by E. Freedom,64,55
230,3,5:59.0,,E. Freedom makes 2-pt jump shot from 17 ft (assist by T. Burke),64,57
231,3,5:44.0,J. Noah makes 2-pt jump shot from 3 ft (assist by D. Rose),,66,57
232,3,5:44.0,Shooting foul by E. Freedom (drawn by J. Noah),,66,57
233,3,5:44.0,,J. Ingles enters the game for G. Hayward,66,57
234,3,5:44.0,J. Noah makes free throw 1 of 1,,67,57
235,3,5:37.0,,Personal foul by J. Butler (drawn by D. Favors),67,57
236,3,5:26.0,,T. Burke misses 2-pt jump shot from 10 ft,67,57
237,3,5:25.0,Defensive rebound by P. Gasol,,67,57
238,3,5:05.0,P. Gasol makes 2-pt hook shot from 8 ft,,69,57
239,3,4:54.0,,Shooting foul by M. Dunleavy (drawn by D. Favors),69,57
240,3,4:54.0,,D. Favors makes free throw 1 of 2,69,58
241,3,4:54.0,A. Brooks enters the game for D. Rose,,69,58
242,3,4:54.0,N. Mirotić enters the game for J. Noah,,69,58
243,3,4:54.0,,D. Favors misses free throw 2 of 2,69,58
244,3,4:52.0,,Offensive rebound by E. Freedom,69,58
245,3,4:48.0,,E. Freedom makes 2-pt layup at rim,69,60
246,3,4:35.0,Personal foul by A. Burks (drawn by J. Butler),,69,60
247,3,4:23.0,P. Gasol misses 2-pt jump shot from 14 ft,,69,60
248,3,4:22.0,,Defensive rebound by E. Freedom,69,60
249,3,4:05.0,,E. Freedom misses 2-pt jump shot from 17 ft,69,60
250,3,4:04.0,Defensive rebound by A. Brooks,,69,60
251,3,3:49.0,P. Gasol makes 2-pt jump shot from 8 ft,,71,60
252,3,3:40.0,,T. Burke makes 2-pt layup from 1 ft,71,62
253,3,3:22.0,P. Gasol makes 2-pt layup from 2 ft (assist by N. Mirotić),,73,62
254,3,3:22.0,Shooting foul by J. Ingles (drawn by P. Gasol),,73,62
255,3,3:22.0,,G. Hayward enters the game for A. Burks,73,62
256,3,3:22.0,,T. Booker enters the game for E. Freedom,73,62
257,3,3:22.0,P. Gasol misses free throw 1 of 1,,73,62
258,3,3:20.0,,Defensive rebound by T. Booker,73,62
259,3,3:02.0,,T. Booker makes 2-pt jump shot from 19 ft (assist by T. Burke),73,64
260,3,2:45.0,Offensive foul by J. Butler (drawn by G. Hayward),,73,64
261,3,2:45.0,Turnover by J. Butler (offensive foul),,73,64
262,3,2:45.0,,Utah full timeout,73,64
263,3,2:26.0,,J. Ingles makes 2-pt jump shot from 6 ft (assist by T. Burke),73,66
264,3,2:07.0,P. Gasol misses 2-pt hook shot from 5 ft,,73,66
265,3,2:06.0,,Defensive rebound by T. Booker,73,66
266,3,1:59.0,,T. Burke makes 2-pt jump shot from 15 ft,73,68
267,3,1:59.0,,Shooting foul by A. Brooks (drawn by T. Burke),73,68
268,3,1:59.0,T. Snell enters the game for M. Dunleavy,,73,68
269,3,1:59.0,,R. Gobert enters the game for D. Favors,73,68
270,3,1:59.0,,T. Burke makes free throw 1 of 1,73,69
271,3,1:35.0,N. Mirotić misses 3-pt jump shot from 23 ft,,73,69
272,3,1:33.0,,Defensive rebound by T. Burke,73,69
273,3,1:25.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Booker),73,72
274,3,1:06.0,A. Brooks misses 2-pt jump shot from 4 ft,,73,72
275,3,1:05.0,,Defensive rebound by G. Hayward,73,72
276,3,0:58.0,,G. Hayward misses 2-pt jump shot from 3 ft,73,72
277,3,0:57.0,Defensive rebound by P. Gasol,,73,72
278,3,0:51.0,Shooting foul by G. Hayward (drawn by J. Butler),,73,72
279,3,0:51.0,J. Butler makes 2-pt jump shot from 11 ft (assist by A. Brooks),,75,72
280,3,0:51.0,J. Butler makes free throw 1 of 1,,76,72
281,3,0:32.0,,T. Burke makes 2-pt jump shot from 23 ft,76,74
282,3,0:19.0,N. Mirotić makes 2-pt jump shot from 11 ft,,78,74
283,3,0:02.0,,T. Burke makes 3-pt jump shot from 25 ft,78,77
284,3,0:00.0,A. Brooks misses 3-pt jump shot from 46 ft,,78,77
285,3,0:00.0,Offensive rebound by Team,,78,77
286,4,11:35.0,,J. Ingles misses 3-pt jump shot from 25 ft,78,77
287,4,11:35.0,Defensive rebound by Team,,78,77
288,4,11:35.0,,Loose ball foul by R. Gobert (drawn by J. Noah),78,77
289,4,11:23.0,Personal foul by J. Ingles (drawn by J. Butler),,78,77
290,4,11:23.0,Technical foul by J. Butler,,78,77
291,4,11:23.0,,G. Hayward makes technical free throw,78,78
292,4,11:13.0,J. Butler misses 2-pt jump shot from 7 ft (block by R. Gobert),,78,78
293,4,11:12.0,,Defensive rebound by D. Exum,78,78
294,4,11:06.0,,T. Booker makes 2-pt layup from 3 ft (assist by D. Exum),78,80
295,4,10:46.0,A. Brooks misses 3-pt jump shot from 24 ft,,78,80
296,4,10:44.0,Offensive rebound by N. Mirotić,,78,80
297,4,10:30.0,A. Brooks makes 2-pt layup from 2 ft,,80,80
298,4,10:15.0,,G. Hayward misses 2-pt layup from 2 ft,80,80
299,4,10:14.0,,Offensive rebound by J. Ingles,80,80
300,4,10:08.0,,T. Booker misses 2-pt jump shot from 3 ft,80,80
301,4,10:07.0,Defensive rebound by Team,,80,80
302,4,9:54.0,A. Brooks makes 2-pt jump shot from 4 ft,,82,80
303,4,9:35.0,,J. Ingles misses 2-pt jump shot from 17 ft,82,80
304,4,9:33.0,Defensive rebound by J. Noah,,82,80
305,4,9:19.0,,Violation by J. Ingles (kicked ball),82,80
306,4,9:19.0,,A. Burks enters the game for J. Ingles,82,80
307,4,9:19.0,,D. Favors enters the game for R. Gobert,82,80
308,4,9:12.0,Turnover by T. Snell (bad pass),,82,80
309,4,8:57.0,,D. Favors makes 2-pt layup from 2 ft,82,82
310,4,8:45.0,T. Snell misses 3-pt jump shot from 24 ft,,82,82
311,4,8:43.0,,Defensive rebound by D. Exum,82,82
312,4,8:29.0,,Turnover by T. Booker (lost ball; steal by A. Brooks),82,82
313,4,8:21.0,N. Mirotić misses 3-pt jump shot from 26 ft,,82,82
314,4,8:20.0,,Defensive rebound by D. Favors,82,82
315,4,8:02.0,,D. Favors misses 2-pt jump shot from 6 ft (block by J. Noah),82,82
316,4,8:00.0,Defensive rebound by N. Mirotić,,82,82
317,4,7:57.0,J. Butler makes 2-pt layup at rim,,84,82
318,4,7:56.0,,Utah full timeout,84,82
319,4,7:56.0,,T. Burke enters the game for D. Exum,84,82
320,4,7:56.0,P. Gasol enters the game for J. Noah,,84,82
321,4,7:56.0,,E. Freedom enters the game for T. Booker,84,82
322,4,7:56.0,,J. Ingles enters the game for G. Hayward,84,82
323,4,7:45.0,,Personal foul by A. Brooks (drawn by T. Burke),84,82
324,4,7:35.0,,E. Freedom makes 2-pt layup from 2 ft (assist by A. Burks),84,84
325,4,7:15.0,J. Butler misses 2-pt jump shot from 17 ft,,84,84
326,4,7:15.0,,Defensive rebound by Team,84,84
327,4,7:15.0,Loose ball foul by T. Snell (drawn by A. Burks),,84,84
328,4,6:59.0,,D. Favors misses 2-pt jump shot from 16 ft,84,84
329,4,6:59.0,Defensive rebound by Team,,84,84
330,4,6:35.0,P. Gasol misses 2-pt jump shot from 10 ft,,84,84
331,4,6:34.0,,Defensive rebound by E. Freedom,84,84
332,4,6:24.0,,D. Favors misses 2-pt layup from 2 ft,84,84
333,4,6:23.0,Defensive rebound by A. Brooks,,84,84
334,4,6:05.0,A. Brooks makes 3-pt jump shot from 27 ft (assist by P. Gasol),,87,84
335,4,5:47.0,,J. Ingles misses 3-pt jump shot from 22 ft,87,84
336,4,5:46.0,,Offensive rebound by D. Favors,87,84
337,4,5:37.0,,A. Burks misses 3-pt jump shot from 24 ft,87,84
338,4,5:37.0,,Offensive rebound by Team,87,84
339,4,5:37.0,,Personal foul by N. Mirotić (drawn by E. Freedom),87,84
340,4,5:37.0,Official timeout,,87,84
341,4,5:37.0,D. Rose enters the game for A. Brooks,,87,84
342,4,5:37.0,,G. Hayward enters the game for J. Ingles,87,84
343,4,5:31.0,,G. Hayward misses 2-pt jump shot from 17 ft,87,84
344,4,5:30.0,Defensive rebound by D. Rose,,87,84
345,4,5:18.0,Personal foul by G. Hayward (drawn by P. Gasol),,87,84
346,4,5:07.0,P. Gasol misses 2-pt hook shot from 9 ft,,87,84
347,4,5:04.0,,Defensive rebound by G. Hayward,87,84
348,4,4:51.0,,T. Burke makes 2-pt jump shot from 23 ft (assist by E. Freedom),87,86
349,4,4:27.0,N. Mirotić misses 2-pt jump shot from 7 ft,,87,86
350,4,4:26.0,,Defensive rebound by D. Favors,87,86
351,4,4:21.0,,E. Freedom makes 2-pt layup from 2 ft (assist by T. Burke),87,88
352,4,4:21.0,,Shooting foul by T. Snell (drawn by E. Freedom),87,88
353,4,4:21.0,M. Dunleavy enters the game for T. Snell,,87,88
354,4,4:21.0,,E. Freedom makes free throw 1 of 1,87,89
355,4,4:08.0,D. Rose misses 2-pt layup from 1 ft,,87,89
356,4,4:05.0,,Defensive rebound by D. Favors,87,89
357,4,4:02.0,,A. Burks misses 2-pt layup from 2 ft,87,89
358,4,4:01.0,,Offensive rebound by T. Burke,87,89
359,4,3:58.0,,G. Hayward misses 3-pt jump shot from 25 ft,87,89
360,4,3:56.0,Defensive rebound by P. Gasol,,87,89
361,4,3:53.0,Turnover by D. Rose (bad pass),,87,89
362,4,3:30.0,,D. Favors makes 2-pt layup from 1 ft (assist by T. Burke),87,91
363,4,3:30.0,Chicago full timeout,,87,91
364,4,3:30.0,J. Noah enters the game for N. Mirotić,,87,91
365,4,3:14.0,J. Butler makes 2-pt jump shot from 22 ft (assist by J. Noah),,89,91
366,4,2:52.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by G. Hayward),89,93
367,4,2:30.0,P. Gasol makes 2-pt jump shot from 9 ft (assist by J. Butler),,91,93
368,4,2:09.0,,D. Favors misses 2-pt jump shot from 13 ft,91,93
369,4,2:08.0,Defensive rebound by M. Dunleavy,,91,93
370,4,2:00.0,D. Rose makes 2-pt jump shot from 3 ft,,93,93
371,4,2:00.0,Shooting foul by E. Freedom (drawn by D. Rose),,93,93
372,4,2:00.0,D. Rose makes free throw 1 of 1,,94,93
373,4,1:49.0,,A. Burks misses 2-pt jump shot from 13 ft,94,93
374,4,1:48.0,,Offensive rebound by A. Burks,94,93
375,4,1:37.0,,E. Freedom makes 2-pt dunk at rim,94,95
376,4,1:21.0,J. Butler misses 3-pt jump shot from 24 ft,,94,95
377,4,1:19.0,,Defensive rebound by D. Favors,94,95
378,4,0:58.0,,T. Burke misses 2-pt jump shot from 16 ft,94,95
379,4,0:56.0,Defensive rebound by P. Gasol,,94,95
380,4,0:48.0,D. Rose misses 2-pt jump shot from 14 ft,,94,95
381,4,0:46.0,,Defensive rebound by D. Favors,94,95
382,4,0:28.0,,Turnover by T. Burke (bad pass; steal by P. Gasol),94,95
383,4,0:23.0,J. Butler misses 2-pt layup from 1 ft (block by A. Burks),,94,95
384,4,0:23.0,Offensive rebound by M. Dunleavy,,94,95
385,4,0:23.0,M. Dunleavy makes 2-pt layup from 1 ft,,96,95
386,4,0:18.0,,Utah full timeout,96,95
387,4,0:18.0,T. Snell enters the game for M. Dunleavy,,96,95
