,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
388,4,2:41.0,Defensive rebound by A. Johnson,,83,83
389,4,2:35.0,Toronto full timeout,,83,83
390,4,2:35.0,,Portland full timeout,83,83
391,4,2:29.0,J. Valančiūnas misses 2-pt layup from 1 ft (block by D. Lillard),,83,83
392,4,2:25.0,Offensive rebound by Team,,83,83
393,4,2:24.0,P. Patterson enters the game for J. Valančiūnas,,83,83
394,4,2:20.0,T. Ross makes 2-pt dunk at rim (assist by A. Johnson),,85,83
395,4,1:59.0,,W. Matthews makes 2-pt jump shot from 8 ft (assist by D. Lillard),85,85
396,4,1:49.0,Offensive foul by A. Johnson (drawn by W. Matthews),,85,85
397,4,1:49.0,Turnover by A. Johnson (offensive foul),,85,85
398,4,1:36.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. Lillard),85,87
399,4,1:28.0,K. Lowry misses 2-pt layup from 1 ft,,85,87
400,4,1:26.0,Offensive rebound by T. Ross,,85,87
401,4,1:22.0,,Offensive charge foul by K. Lowry (drawn by J. Freeland),85,87
402,4,1:22.0,Turnover by K. Lowry (offensive foul),,85,87
403,4,1:09.0,,D. Lillard misses 3-pt jump shot from 25 ft,85,87
404,4,1:08.0,,Offensive rebound by W. Matthews,85,87
405,4,0:51.0,,Turnover by L. Aldridge (lost ball; steal by A. Johnson),85,87
406,4,0:37.0,L. Williams misses 3-pt jump shot from 25 ft,,85,87
407,4,0:35.0,Offensive rebound by K. Lowry,,85,87
408,4,0:33.0,Personal foul by W. Matthews (drawn by T. Ross),,85,87
409,4,0:33.0,Toronto full timeout,,85,87
410,4,0:33.0,G. Vásquez enters the game for T. Ross,,85,87
411,4,0:30.0,K. Lowry misses 2-pt layup from 2 ft (block by J. Freeland),,85,87
412,4,0:29.0,Offensive rebound by Team,,85,87
413,4,0:24.0,K. Lowry misses 2-pt jump shot from 20 ft,,85,87
414,4,0:22.0,,Defensive rebound by Team,85,87
415,4,0:22.0,,Portland full timeout,85,87
416,4,0:22.0,T. Ross enters the game for G. Vásquez,,85,87
417,4,0:22.0,,S. Blake enters the game for J. Freeland,85,87
418,4,0:17.0,,Turnover by N. Batum (bad pass),85,87
419,4,0:17.0,,J. Freeland enters the game for S. Blake,85,87
420,4,0:11.0,K. Lowry misses 2-pt layup from 1 ft (block by J. Freeland),,85,87
421,4,0:10.0,Offensive rebound by Team,,85,87
422,4,0:10.0,Toronto full timeout,,85,87
423,4,0:05.0,A. Johnson makes 2-pt jump shot from 4 ft,,87,87
424,4,0:05.0,,Portland full timeout,87,87
425,4,0:05.0,,S. Blake enters the game for J. Freeland,87,87
426,4,0:05.0,J. Johnson enters the game for L. Williams,,87,87
427,4,0:00.0,,D. Lillard misses 2-pt layup from 1 ft,87,87
428,4,0:00.0,,Offensive rebound by Team,87,87
429,1OT,4:43.0,,Personal foul by K. Lowry (drawn by D. Lillard),87,87
430,1OT,4:34.0,,Turnover by N. Batum (bad pass; steal by K. Lowry),87,87
431,1OT,4:28.0,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),,90,87
432,1OT,4:05.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by N. Batum),90,90
433,1OT,3:38.0,K. Lowry misses 2-pt jump shot from 21 ft,,90,90
434,1OT,3:37.0,,Defensive rebound by J. Freeland,90,90
435,1OT,3:32.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Lillard),90,93
436,1OT,3:06.0,J. Johnson misses 2-pt hook shot from 5 ft,,90,93
437,1OT,3:06.0,,Defensive rebound by Team,90,93
438,1OT,2:50.0,,N. Batum makes 3-pt jump shot from 23 ft (assist by D. Lillard),90,96
439,1OT,2:48.0,Toronto full timeout,,90,96
440,1OT,2:48.0,G. Vásquez enters the game for J. Johnson,,90,96
441,1OT,2:34.0,T. Ross misses 3-pt jump shot from 24 ft,,90,96
442,1OT,2:33.0,,Defensive rebound by L. Aldridge,90,96
443,1OT,2:18.0,,D. Lillard misses 3-pt jump shot from 25 ft,90,96
444,1OT,2:17.0,,Offensive rebound by J. Freeland,90,96
445,1OT,2:12.0,,N. Batum misses 3-pt jump shot from 24 ft,90,96
446,1OT,2:10.0,Defensive rebound by T. Ross,,90,96
447,1OT,1:55.0,G. Vásquez misses 3-pt jump shot from 24 ft,,90,96
448,1OT,1:55.0,,Defensive rebound by J. Freeland,90,96
449,1OT,1:49.0,,Turnover by J. Freeland (lost ball; steal by K. Lowry),90,96
450,1OT,1:48.0,,Violation by N. Batum (def goaltending),90,96
451,1OT,1:48.0,P. Patterson makes 2-pt layup at rim (assist by K. Lowry),,92,96
452,1OT,1:30.0,,J. Freeland misses 2-pt jump shot from 18 ft,92,96
453,1OT,1:28.0,Defensive rebound by Team,,92,96
454,1OT,1:14.0,Turnover by K. Lowry (lost ball; steal by J. Freeland),,92,96
455,1OT,1:08.0,,Turnover by W. Matthews (bad pass; steal by T. Ross),92,96
456,1OT,1:08.0,Personal foul by D. Lillard (drawn by T. Ross),,92,96
457,1OT,0:58.0,K. Lowry makes 2-pt layup from 1 ft (assist by A. Johnson),,94,96
458,1OT,0:49.0,,Personal foul by K. Lowry (drawn by D. Lillard),94,96
459,1OT,0:36.0,,W. Matthews misses 3-pt jump shot from 24 ft,94,96
460,1OT,0:35.0,Defensive rebound by G. Vásquez,,94,96
461,1OT,0:28.0,K. Lowry misses 2-pt jump shot from 19 ft,,94,96
462,1OT,0:27.0,,Defensive rebound by L. Aldridge,94,96
463,1OT,0:23.0,,Clear path foul by G. Vásquez,94,96
464,1OT,0:23.0,,N. Batum misses clear path free throw 1 of 2,94,96
465,1OT,0:23.0,,Offensive rebound by Team,94,96
466,1OT,0:23.0,,N. Batum makes clear path free throw 2 of 2,94,97
467,1OT,0:23.0,,S. Blake enters the game for J. Freeland,94,97
468,1OT,0:23.0,,Portland full timeout,94,97
469,1OT,0:19.0,,Personal take foul by G. Vásquez (drawn by D. Lillard),94,97
470,1OT,0:19.0,,D. Lillard makes free throw 1 of 2,94,98
471,1OT,0:19.0,,D. Lillard makes free throw 2 of 2,94,99
472,1OT,0:19.0,Toronto full timeout,,94,99
473,1OT,0:19.0,,J. Freeland enters the game for S. Blake,94,99
474,1OT,0:18.0,K. Lowry makes 2-pt layup from 1 ft (assist by G. Vásquez),,96,99
475,1OT,0:17.0,,Portland full timeout,96,99
476,1OT,0:17.0,L. Williams enters the game for G. Vásquez,,96,99
477,1OT,0:17.0,,S. Blake enters the game for J. Freeland,96,99
478,1OT,0:16.0,,Personal foul by K. Lowry (drawn by D. Lillard),96,99
479,1OT,0:16.0,,D. Lillard misses free throw 1 of 2,96,99
480,1OT,0:16.0,,Offensive rebound by Team,96,99
481,1OT,0:16.0,,J. Freeland enters the game for S. Blake,96,99
482,1OT,0:16.0,,D. Lillard makes free throw 2 of 2,96,100
483,1OT,0:12.0,Personal foul by N. Batum (drawn by K. Lowry),,96,100
484,1OT,0:12.0,K. Lowry misses free throw 1 of 2,,96,100
485,1OT,0:12.0,Offensive rebound by Team,,96,100
486,1OT,0:12.0,K. Lowry makes free throw 2 of 2,,97,100
487,1OT,0:07.0,,J. Freeland makes 2-pt dunk at rim (assist by W. Matthews),97,102
488,1OT,0:06.0,Toronto full timeout,,97,102
489,1OT,0:06.0,G. Vásquez enters the game for T. Ross,,97,102
490,1OT,0:06.0,,S. Blake enters the game for J. Freeland,97,102
491,1OT,0:00.0,Turnover by L. Williams (bad pass; steal by D. Lillard),,97,102
