,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SAN ANTONIO_ACTION,BROOKLYN_SCORE,SAN ANTONIO_SCORE
381,4,1:58.0,Personal take foul by D. Green (drawn by J. Gutiérrez),,81,97
382,4,1:58.0,,A. Baynes enters the game for K. Leonard,81,97
383,4,1:42.0,M. Brown misses 2-pt jump shot from 15 ft,,81,97
384,4,1:41.0,,Defensive rebound by D. Green,81,97
385,4,1:29.0,,A. Daye misses 2-pt jump shot from 18 ft,81,97
386,4,1:28.0,Defensive rebound by J. Gutiérrez,,81,97
387,4,1:20.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Gutiérrez),,83,97
388,4,1:20.0,Shooting foul by J. Ayres (drawn by M. Plumlee),,83,97
389,4,1:20.0,M. Plumlee makes free throw 1 of 1,,84,97
390,4,0:58.0,,A. Daye misses 2-pt jump shot from 12 ft,84,97
391,4,0:57.0,Defensive rebound by J. Gutiérrez,,84,97
392,4,0:47.0,S. Karasev misses 3-pt jump shot from 25 ft,,84,97
393,4,0:46.0,,Defensive rebound by A. Baynes,84,97
394,4,0:24.0,,D. Green makes 2-pt jump shot from 15 ft (assist by K. Anderson),84,99
395,4,0:12.0,M. Brown makes 3-pt jump shot from 25 ft (assist by S. Karasev),,87,99
