,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
35,1,7:15.0,R. Hibbert misses 2-pt hook shot from 8 ft,,4,10
36,1,7:14.0,,Defensive rebound by L. Aldridge,4,10
37,1,6:59.0,,L. Aldridge misses 2-pt jump shot from 3 ft,4,10
38,1,6:57.0,Defensive rebound by C. Copeland,,4,10
39,1,6:50.0,Turnover by D. West (bad pass),,4,10
40,1,6:38.0,,Personal foul by C. Copeland (drawn by N. Batum),4,10
41,1,6:34.0,,N. Batum misses 2-pt layup from 2 ft,4,10
42,1,6:33.0,Defensive rebound by R. Stuckey,,4,10
43,1,6:27.0,R. Stuckey misses 2-pt layup from 2 ft,,4,10
44,1,6:27.0,,Defensive rebound by R. Lopez,4,10
45,1,6:20.0,,W. Matthews misses 3-pt jump shot from 25 ft,4,10
46,1,6:19.0,Defensive rebound by D. West,,4,10
47,1,6:05.0,D. West makes 2-pt jump shot from 21 ft,,6,10
48,1,6:02.0,,Portland full timeout,6,10
49,1,6:02.0,,S. Blake enters the game for W. Matthews,6,10
50,1,5:50.0,,R. Lopez misses 2-pt jump shot from 11 ft,6,10
51,1,5:49.0,Defensive rebound by D. West,,6,10
52,1,5:32.0,D. West misses 2-pt jump shot from 8 ft,,6,10
53,1,5:31.0,Offensive rebound by R. Hibbert,,6,10
54,1,5:21.0,R. Hibbert misses 2-pt hook shot from 8 ft,,6,10
55,1,5:18.0,Offensive rebound by S. Hill,,6,10
56,1,5:18.0,S. Hill makes 2-pt layup from 1 ft,,8,10
57,1,4:55.0,,N. Batum misses 3-pt jump shot from 24 ft,8,10
58,1,4:54.0,Defensive rebound by D. West,,8,10
59,1,4:42.0,D. West misses 2-pt jump shot from 21 ft,,8,10
60,1,4:41.0,,Defensive rebound by L. Aldridge,8,10
61,1,4:32.0,,D. Lillard misses 2-pt jump shot from 18 ft,8,10
62,1,4:31.0,Defensive rebound by D. West,,8,10
63,1,4:23.0,R. Stuckey misses 2-pt layup from 2 ft,,8,10
64,1,4:22.0,,Defensive rebound by R. Lopez,8,10
65,1,4:18.0,,D. Lillard misses 2-pt layup from 1 ft,8,10
66,1,4:17.0,Defensive rebound by C. Copeland,,8,10
67,1,4:04.0,R. Hibbert makes 2-pt jump shot from 17 ft,,10,10
68,1,3:39.0,,N. Batum misses 3-pt jump shot from 24 ft,10,10
69,1,3:38.0,Defensive rebound by D. West,,10,10
70,1,3:29.0,Indiana full timeout,,10,10
71,1,3:29.0,C. Watson enters the game for S. Hill,,10,10
72,1,3:29.0,I. Mahinmi enters the game for R. Stuckey,,10,10
73,1,3:29.0,,C. Kaman enters the game for R. Lopez,10,10
74,1,3:19.0,Offensive foul by D. West (drawn by D. Lillard),,10,10
75,1,3:19.0,Turnover by D. West (offensive foul),,10,10
76,1,2:58.0,,L. Aldridge makes 2-pt jump shot from 12 ft (assist by N. Batum),10,12
77,1,2:40.0,Turnover by C. Copeland (bad pass; steal by N. Batum),,10,12
78,1,2:35.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by S. Blake),10,14
79,1,2:12.0,C. Copeland misses 3-pt jump shot from 24 ft,,10,14
80,1,2:11.0,,Defensive rebound by C. Kaman,10,14
81,1,2:04.0,,S. Blake misses 3-pt jump shot from 24 ft,10,14
82,1,2:03.0,Defensive rebound by C. Watson,,10,14
83,1,1:52.0,D. West misses 2-pt jump shot from 19 ft,,10,14
84,1,1:51.0,,Defensive rebound by S. Blake,10,14
85,1,1:47.0,,Turnover by S. Blake (palming),10,14
86,1,1:47.0,D. Rudež enters the game for C. Copeland,,10,14
87,1,1:47.0,L. Scola enters the game for D. West,,10,14
88,1,1:47.0,S. Hill enters the game for R. Hibbert,,10,14
89,1,1:47.0,,W. Matthews enters the game for D. Lillard,10,14
90,1,1:47.0,,A. Crabbe enters the game for N. Batum,10,14
91,1,1:33.0,C. Watson makes 2-pt jump shot from 20 ft (assist by S. Hill),,12,14
92,1,1:15.0,,L. Aldridge misses 2-pt jump shot from 3 ft,12,14
93,1,1:14.0,Defensive rebound by L. Scola,,12,14
94,1,1:05.0,C. Watson misses 2-pt jump shot from 7 ft,,12,14
95,1,1:04.0,,Defensive rebound by L. Aldridge,12,14
96,1,0:56.0,,Turnover by L. Aldridge (lost ball),12,14
97,1,0:47.0,S. Hill makes 2-pt jump shot from 18 ft (assist by L. Scola),,14,14
98,1,0:32.0,,S. Blake misses 3-pt jump shot from 24 ft,14,14
99,1,0:31.0,Defensive rebound by I. Mahinmi,,14,14
100,1,0:08.0,D. Rudež misses 3-pt jump shot from 24 ft,,14,14
101,1,0:08.0,,Defensive rebound by C. Kaman,14,14
102,1,0:01.0,,Shooting foul by D. Rudež (drawn by A. Crabbe),14,14
103,1,0:01.0,,A. Crabbe makes free throw 1 of 2,14,15
104,1,0:01.0,,A. Crabbe makes free throw 2 of 2,14,16
105,2,11:43.0,L. Scola misses 2-pt jump shot from 3 ft,,14,16
106,2,11:42.0,Offensive rebound by I. Mahinmi,,14,16
107,2,11:22.0,L. Scola makes 2-pt jump shot from 8 ft,,16,16
108,2,11:06.0,,Shooting foul by I. Mahinmi (drawn by C. Kaman),16,16
109,2,11:06.0,,C. Kaman makes free throw 1 of 2,16,17
110,2,11:06.0,,C. Kaman makes free throw 2 of 2,16,18
111,2,10:52.0,Turnover by C. Miles (lost ball),,16,18
112,2,10:34.0,,C. Kaman makes 2-pt jump shot from 17 ft (assist by S. Blake),16,20
113,2,10:21.0,Personal foul by S. Blake (drawn by C. Watson),,16,20
114,2,10:16.0,C. Watson misses 2-pt jump shot from 19 ft,,16,20
115,2,10:15.0,,Defensive rebound by J. Freeland,16,20
116,2,10:04.0,,C. Kaman misses 2-pt jump shot from 15 ft,16,20
117,2,10:03.0,Defensive rebound by I. Mahinmi,,16,20
118,2,9:51.0,Turnover by D. Rudež (bad pass; steal by W. Matthews),,16,20
119,2,9:47.0,,W. Matthews makes 2-pt layup from 1 ft,16,22
120,2,9:29.0,L. Scola makes 2-pt hook shot from 7 ft,,18,22
121,2,9:19.0,,W. Matthews misses 3-pt jump shot from 24 ft,18,22
122,2,9:17.0,Defensive rebound by I. Mahinmi,,18,22
123,2,8:59.0,L. Scola makes 2-pt jump shot from 18 ft (assist by C. Miles),,20,22
124,2,8:39.0,,W. Matthews makes 2-pt jump shot from 6 ft (assist by J. Freeland),20,24
125,2,8:18.0,C. Watson misses 2-pt jump shot from 7 ft (block by A. Crabbe),,20,24
126,2,8:15.0,,Defensive rebound by S. Blake,20,24
127,2,8:12.0,,J. Freeland makes 2-pt layup at rim (assist by S. Blake),20,26
128,2,8:12.0,Indiana full timeout,,20,26
129,2,8:00.0,C. Miles misses 2-pt jump shot from 7 ft,,20,26
130,2,8:00.0,Offensive rebound by Team,,20,26
131,2,8:00.0,,Loose ball foul by S. Blake (drawn by L. Scola),20,26
132,2,7:53.0,C. Watson misses 2-pt jump shot from 9 ft,,20,26
133,2,7:52.0,,Defensive rebound by J. Freeland,20,26
134,2,7:45.0,,Turnover by W. Matthews (bad pass; steal by C. Watson),20,26
135,2,7:41.0,Shooting foul by W. Matthews (drawn by L. Scola),,20,26
136,2,7:41.0,L. Scola makes free throw 1 of 2,,21,26
137,2,7:41.0,,N. Batum enters the game for W. Matthews,21,26
138,2,7:41.0,,D. Lillard enters the game for S. Blake,21,26
139,2,7:41.0,L. Scola makes free throw 2 of 2,,22,26
140,2,7:22.0,,A. Crabbe makes 2-pt dunk at rim (assist by N. Batum),22,28
141,2,7:07.0,L. Scola misses 2-pt jump shot from 21 ft,,22,28
142,2,7:05.0,,Defensive rebound by J. Freeland,22,28
143,2,6:55.0,,C. Kaman misses 2-pt jump shot from 14 ft,22,28
144,2,6:55.0,Defensive rebound by L. Scola,,22,28
145,2,6:47.0,C. Watson misses 2-pt jump shot from 16 ft,,22,28
146,2,6:46.0,,Defensive rebound by A. Crabbe,22,28
147,2,6:37.0,,Turnover by D. Lillard (lost ball),22,28
148,2,6:26.0,Personal foul by J. Freeland (drawn by L. Scola),,22,28
149,2,6:26.0,,R. Lopez enters the game for C. Kaman,22,28
150,2,6:26.0,R. Stuckey enters the game for C. Watson,,22,28
151,2,6:26.0,R. Hibbert enters the game for I. Mahinmi,,22,28
152,2,6:20.0,Turnover by C. Miles (lost ball; steal by R. Lopez),,22,28
153,2,6:12.0,,D. Lillard makes 2-pt jump shot from 19 ft,22,30
154,2,5:55.0,Turnover by R. Stuckey (bad pass; steal by A. Crabbe),,22,30
155,2,5:49.0,,D. Lillard misses 3-pt jump shot from 25 ft,22,30
156,2,5:47.0,Defensive rebound by R. Hibbert,,22,30
157,2,5:33.0,R. Stuckey makes 2-pt jump shot from 16 ft,,24,30
158,2,5:17.0,,N. Batum makes 2-pt jump shot from 17 ft,24,32
159,2,5:00.0,Turnover by R. Stuckey (traveling),,24,32
160,2,5:00.0,Official timeout,,24,32
161,2,5:00.0,,L. Aldridge enters the game for J. Freeland,24,32
162,2,5:00.0,D. West enters the game for L. Scola,,24,32
163,2,4:43.0,,R. Lopez misses 2-pt jump shot from 7 ft,24,32
164,2,4:41.0,,Offensive rebound by L. Aldridge,24,32
165,2,4:40.0,,Turnover by L. Aldridge (lost ball),24,32
166,2,4:28.0,C. Miles misses 2-pt jump shot from 6 ft (block by N. Batum),,24,32
167,2,4:28.0,Offensive rebound by Team,,24,32
168,2,4:28.0,,W. Matthews enters the game for A. Crabbe,24,32
169,2,4:22.0,C. Miles makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,27,32
170,2,4:07.0,,W. Matthews misses 2-pt jump shot from 13 ft,27,32
171,2,4:06.0,Defensive rebound by R. Stuckey,,27,32
172,2,3:49.0,C. Miles makes 2-pt jump shot from 13 ft,,29,32
173,2,3:32.0,,Turnover by R. Lopez (lost ball; steal by D. West),29,32
174,2,3:12.0,R. Stuckey makes 2-pt jump shot from 16 ft,,31,32
175,2,3:04.0,,Portland full timeout,31,32
176,2,3:04.0,S. Hill enters the game for D. Rudež,,31,32
177,2,2:57.0,,N. Batum misses 2-pt jump shot from 14 ft,31,32
178,2,2:55.0,Defensive rebound by C. Miles,,31,32
179,2,2:40.0,D. West misses 2-pt hook shot from 3 ft,,31,32
180,2,2:40.0,Offensive rebound by Team,,31,32
181,2,2:25.0,R. Stuckey misses 2-pt jump shot from 19 ft,,31,32
182,2,2:24.0,,Defensive rebound by D. Lillard,31,32
183,2,2:18.0,,Turnover by R. Lopez (offensive foul),31,32
184,2,2:18.0,,Offensive foul by R. Lopez (drawn by R. Stuckey),31,32
185,2,2:10.0,Offensive foul by R. Hibbert (drawn by N. Batum),,31,32
186,2,2:10.0,Turnover by R. Hibbert (offensive foul),,31,32
187,2,1:55.0,,Offensive foul by L. Aldridge (drawn by R. Hibbert),31,32
188,2,1:55.0,,Turnover by L. Aldridge (offensive foul),31,32
189,2,1:55.0,Indiana full timeout,,31,32
190,2,1:46.0,Turnover by R. Stuckey (bad pass; steal by D. Lillard),,31,32
191,2,1:43.0,,Shooting block foul by R. Stuckey (drawn by D. Lillard),31,32
192,2,1:43.0,,D. Lillard makes free throw 1 of 2,31,33
193,2,1:43.0,,D. Lillard makes free throw 2 of 2,31,34
194,2,1:25.0,R. Hibbert misses 2-pt hook shot from 2 ft,,31,34
195,2,1:24.0,,Defensive rebound by R. Lopez,31,34
196,2,1:17.0,,D. Lillard misses 3-pt jump shot from 24 ft,31,34
197,2,1:17.0,Defensive rebound by S. Hill,,31,34
198,2,1:13.0,,Offensive charge foul by S. Hill (drawn by W. Matthews),31,34
199,2,1:13.0,Turnover by S. Hill (offensive foul),,31,34
200,2,0:54.0,,D. Lillard makes 2-pt jump shot from 21 ft,31,36
201,2,0:44.0,D. West misses 2-pt jump shot from 17 ft,,31,36
202,2,0:43.0,Offensive rebound by S. Hill,,31,36
203,2,0:43.0,S. Hill makes 2-pt dunk at rim,,33,36
204,2,0:21.0,,R. Lopez makes 2-pt hook shot from 9 ft (assist by N. Batum),33,38
205,2,0:03.0,R. Stuckey misses 2-pt jump shot from 6 ft,,33,38
206,2,0:01.0,,Defensive rebound by N. Batum,33,38
207,3,11:47.0,C. Copeland misses 2-pt hook shot from 3 ft,,33,38
208,3,11:46.0,,Defensive rebound by R. Lopez,33,38
209,3,11:32.0,,W. Matthews makes 2-pt jump shot from 7 ft,33,40
210,3,11:14.0,S. Hill misses 2-pt layup from 1 ft,,33,40
211,3,11:13.0,Offensive rebound by S. Hill,,33,40
212,3,11:11.0,S. Hill misses 2-pt layup from 1 ft (block by L. Aldridge),,33,40
213,3,11:10.0,,Defensive rebound by D. Lillard,33,40
214,3,11:07.0,,N. Batum makes 2-pt dunk at rim (assist by D. Lillard),33,42
215,3,10:45.0,S. Hill misses 3-pt jump shot from 25 ft,,33,42
216,3,10:45.0,,Defensive rebound by N. Batum,33,42
217,3,10:35.0,,D. Lillard misses 2-pt jump shot from 6 ft,33,42
218,3,10:34.0,Defensive rebound by R. Hibbert,,33,42
219,3,10:30.0,R. Stuckey misses 2-pt layup from 1 ft (block by N. Batum),,33,42
220,3,10:28.0,Offensive rebound by R. Hibbert,,33,42
221,3,10:26.0,D. West makes 2-pt layup at rim (assist by R. Hibbert),,35,42
222,3,10:07.0,,W. Matthews misses 2-pt layup from 1 ft (block by S. Hill),35,42
223,3,10:05.0,Defensive rebound by C. Copeland,,35,42
224,3,9:55.0,Personal foul by R. Lopez (drawn by R. Hibbert),,35,42
225,3,9:47.0,C. Copeland misses 3-pt jump shot from 23 ft,,35,42
226,3,9:47.0,,Defensive rebound by D. Lillard,35,42
227,3,9:27.0,,L. Aldridge misses 2-pt jump shot from 17 ft,35,42
228,3,9:26.0,Defensive rebound by R. Stuckey,,35,42
229,3,9:21.0,R. Stuckey makes 2-pt layup from 2 ft,,37,42
230,3,9:02.0,,N. Batum misses 2-pt jump shot from 17 ft,37,42
231,3,9:01.0,Defensive rebound by D. West,,37,42
232,3,8:47.0,C. Copeland makes 3-pt jump shot from 23 ft (assist by R. Stuckey),,40,42
233,3,8:26.0,,L. Aldridge makes 2-pt jump shot from 13 ft,40,44
234,3,8:14.0,R. Stuckey makes 2-pt jump shot from 7 ft,,42,44
235,3,7:48.0,,N. Batum misses 2-pt layup at rim,42,44
236,3,7:47.0,,Offensive rebound by Team,42,44
237,3,7:47.0,Technical foul by D. West,,42,44
238,3,7:47.0,,D. Lillard misses technical free throw,42,44
239,3,7:47.0,,Offensive rebound by Team,42,44
240,3,7:44.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by N. Batum),42,46
241,3,7:26.0,C. Copeland makes 2-pt layup at rim (assist by D. West),,44,46
242,3,7:12.0,,L. Aldridge misses 2-pt jump shot from 20 ft,44,46
243,3,7:11.0,Defensive rebound by R. Stuckey,,44,46
244,3,7:00.0,R. Hibbert misses 2-pt hook shot from 7 ft,,44,46
245,3,6:59.0,,Defensive rebound by L. Aldridge,44,46
246,3,6:45.0,,N. Batum misses 3-pt jump shot from 24 ft,44,46
247,3,6:44.0,Defensive rebound by S. Hill,,44,46
248,3,6:36.0,C. Copeland misses 3-pt jump shot from 24 ft,,44,46
249,3,6:35.0,,Defensive rebound by L. Aldridge,44,46
250,3,6:20.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by N. Batum),44,49
251,3,6:01.0,S. Hill misses 2-pt layup from 2 ft (block by L. Aldridge),,44,49
252,3,5:59.0,,Defensive rebound by D. Lillard,44,49
253,3,5:57.0,,N. Batum makes 2-pt dunk at rim (assist by D. Lillard),44,51
254,3,5:57.0,Indiana full timeout,,44,51
255,3,5:57.0,,S. Blake enters the game for W. Matthews,44,51
256,3,5:42.0,Turnover by R. Hibbert (bad pass; steal by D. Lillard),,44,51
257,3,5:39.0,,D. Lillard makes 2-pt layup at rim,44,53
258,3,5:39.0,,Shooting foul by R. Stuckey (drawn by D. Lillard),44,53
259,3,5:39.0,,D. Lillard makes free throw 1 of 1,44,54
260,3,5:24.0,C. Copeland misses 2-pt jump shot from 20 ft,,44,54
261,3,5:23.0,,Defensive rebound by D. Lillard,44,54
262,3,5:10.0,,Turnover by N. Batum (traveling),44,54
263,3,4:56.0,Personal foul by S. Blake (drawn by D. West),,44,54
264,3,4:45.0,D. West misses 2-pt jump shot from 19 ft,,44,54
265,3,4:44.0,Offensive rebound by S. Hill,,44,54
266,3,4:44.0,S. Hill makes 2-pt tip-in at rim,,46,54
267,3,4:26.0,,Turnover by N. Batum (bad pass; steal by D. West),46,54
268,3,4:13.0,S. Hill makes 3-pt jump shot from 23 ft (assist by D. West),,49,54
269,3,3:55.0,,L. Aldridge misses 2-pt jump shot from 21 ft,49,54
270,3,3:54.0,Defensive rebound by R. Hibbert,,49,54
271,3,3:39.0,Personal foul by R. Lopez (drawn by R. Hibbert),,49,54
272,3,3:39.0,,C. Kaman enters the game for R. Lopez,49,54
273,3,3:39.0,I. Mahinmi enters the game for R. Hibbert,,49,54
274,3,3:39.0,C. Watson enters the game for R. Stuckey,,49,54
275,3,3:24.0,D. West makes 2-pt jump shot from 7 ft,,51,54
276,3,3:01.0,,Personal foul by D. West (drawn by S. Blake),51,54
277,3,3:01.0,,Portland full timeout,51,54
278,3,3:01.0,D. Rudež enters the game for C. Copeland,,51,54
279,3,3:01.0,,W. Matthews enters the game for D. Lillard,51,54
280,3,2:55.0,,L. Aldridge makes 3-pt jump shot from 22 ft (assist by C. Kaman),51,57
281,3,2:40.0,D. West makes 2-pt jump shot from 20 ft (assist by S. Hill),,53,57
282,3,2:28.0,,N. Batum misses 3-pt jump shot from 26 ft,53,57
283,3,2:28.0,Defensive rebound by D. West,,53,57
284,3,2:18.0,D. West misses 2-pt jump shot from 19 ft,,53,57
285,3,2:17.0,,Defensive rebound by L. Aldridge,53,57
286,3,2:08.0,,C. Kaman misses 2-pt hook shot from 4 ft,53,57
287,3,2:06.0,Defensive rebound by S. Hill,,53,57
288,3,1:53.0,D. West makes 2-pt jump shot from 6 ft,,55,57
289,3,1:35.0,,W. Matthews makes 2-pt layup from 1 ft (assist by S. Blake),55,59
290,3,1:14.0,S. Hill makes 2-pt jump shot from 3 ft,,57,59
291,3,1:01.0,,W. Matthews makes 2-pt jump shot from 20 ft,57,61
292,3,0:53.0,Personal foul by S. Blake (drawn by C. Watson),,57,61
293,3,0:53.0,L. Scola enters the game for D. West,,57,61
294,3,0:53.0,,A. Crabbe enters the game for N. Batum,57,61
295,3,0:53.0,C. Miles enters the game for S. Hill,,57,61
296,3,0:45.0,D. Rudež makes 2-pt jump shot from 20 ft (assist by C. Watson),,59,61
297,3,0:33.0,,C. Kaman misses 2-pt layup from 2 ft (block by C. Watson),59,61
298,3,0:30.0,Defensive rebound by C. Watson,,59,61
299,3,0:22.0,C. Miles misses 3-pt jump shot from 25 ft,,59,61
300,3,0:21.0,,Defensive rebound by C. Kaman,59,61
301,3,0:11.0,,Personal foul by I. Mahinmi (drawn by L. Aldridge),59,61
302,3,0:11.0,,D. Lillard enters the game for C. Kaman,59,61
303,3,0:11.0,S. Hill enters the game for L. Scola,,59,61
304,3,0:04.0,,Personal foul by S. Hill (drawn by D. Lillard),59,61
305,3,0:04.0,,D. Lillard misses free throw 1 of 2,59,61
306,3,0:04.0,,Offensive rebound by Team,59,61
307,3,0:04.0,,J. Freeland enters the game for L. Aldridge,59,61
308,3,0:04.0,,N. Batum enters the game for S. Blake,59,61
309,3,0:04.0,,D. Lillard makes free throw 2 of 2,59,62
310,3,0:01.0,Turnover by S. Hill (traveling),,59,62
311,3,0:00.0,,Turnover by N. Batum (bad pass; steal by S. Hill),59,62
312,4,11:45.0,,C. Kaman makes 2-pt hook shot from 4 ft,59,64
313,4,11:23.0,D. Rudež makes 3-pt jump shot from 24 ft (assist by C. Watson),,62,64
314,4,11:07.0,,W. Matthews misses 3-pt jump shot from 24 ft,62,64
315,4,11:06.0,Defensive rebound by C. Watson,,62,64
316,4,10:58.0,L. Scola makes 2-pt layup from 1 ft (assist by C. Watson),,64,64
317,4,10:39.0,,Turnover by C. Kaman (lost ball; steal by I. Mahinmi),64,64
318,4,10:34.0,C. Miles misses 3-pt jump shot from 24 ft,,64,64
319,4,10:33.0,,Defensive rebound by J. Freeland,64,64
320,4,10:29.0,,Personal foul by L. Scola (drawn by S. Blake),64,64
321,4,10:25.0,,Personal foul by I. Mahinmi (drawn by C. Kaman),64,64
322,4,10:17.0,,A. Crabbe misses 3-pt jump shot from 24 ft,64,64
323,4,10:17.0,Defensive rebound by Team,,64,64
324,4,10:17.0,,Loose ball foul by J. Freeland (drawn by L. Scola),64,64
325,4,10:00.0,C. Watson misses 2-pt jump shot from 19 ft,,64,64
326,4,10:00.0,,Defensive rebound by C. Kaman,64,64
327,4,9:41.0,,W. Matthews misses 2-pt layup from 2 ft (block by I. Mahinmi),64,64
328,4,9:40.0,Defensive rebound by I. Mahinmi,,64,64
329,4,9:39.0,C. Miles misses 3-pt jump shot from 23 ft,,64,64
330,4,9:37.0,,Defensive rebound by J. Freeland,64,64
331,4,9:28.0,,S. Blake makes 2-pt layup from 2 ft,64,66
332,4,9:10.0,C. Watson makes 2-pt layup from 2 ft (assist by C. Miles),,66,66
333,4,9:03.0,,W. Matthews misses 3-pt jump shot from 24 ft,66,66
334,4,9:02.0,Defensive rebound by I. Mahinmi,,66,66
335,4,8:54.0,C. Watson misses 2-pt layup from 2 ft,,66,66
336,4,8:53.0,,Defensive rebound by C. Kaman,66,66
337,4,8:51.0,,A. Crabbe makes 2-pt dunk at rim (assist by C. Kaman),66,68
338,4,8:27.0,C. Watson misses 2-pt jump shot from 19 ft,,66,68
339,4,8:27.0,,Defensive rebound by C. Kaman,66,68
340,4,8:15.0,,J. Freeland makes 2-pt jump shot from 17 ft (assist by C. Kaman),66,70
341,4,8:14.0,Indiana full timeout,,66,70
342,4,8:14.0,,N. Batum enters the game for W. Matthews,66,70
343,4,8:06.0,Turnover by C. Watson (bad pass; steal by N. Batum),,66,70
344,4,8:02.0,,S. Blake misses 3-pt jump shot from 25 ft,66,70
345,4,8:01.0,Defensive rebound by I. Mahinmi,,66,70
346,4,7:40.0,C. Watson misses 3-pt jump shot from 26 ft,,66,70
347,4,7:38.0,Offensive rebound by I. Mahinmi,,66,70
348,4,7:36.0,I. Mahinmi misses 2-pt hook shot from 3 ft,,66,70
349,4,7:35.0,,Defensive rebound by C. Kaman,66,70
350,4,7:17.0,,D. Lillard enters the game for S. Blake,66,70
351,4,7:12.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Kaman),66,73
352,4,6:47.0,L. Scola misses 2-pt jump shot from 19 ft,,66,73
353,4,6:45.0,Offensive rebound by C. Miles,,66,73
354,4,6:42.0,C. Miles misses 3-pt jump shot from 24 ft,,66,73
355,4,6:41.0,Offensive rebound by I. Mahinmi,,66,73
356,4,6:41.0,Shooting foul by J. Freeland (drawn by I. Mahinmi),,66,73
357,4,6:41.0,I. Mahinmi misses free throw 1 of 2,,66,73
358,4,6:41.0,Offensive rebound by Team,,66,73
359,4,6:41.0,,R. Lopez enters the game for C. Kaman,66,73
360,4,6:41.0,,L. Aldridge enters the game for J. Freeland,66,73
361,4,6:41.0,I. Mahinmi misses free throw 2 of 2,,66,73
362,4,6:41.0,,Defensive rebound by N. Batum,66,73
363,4,6:34.0,,D. Lillard misses 3-pt jump shot from 24 ft,66,73
364,4,6:33.0,Defensive rebound by I. Mahinmi,,66,73
365,4,6:24.0,C. Watson misses 2-pt jump shot from 16 ft,,66,73
366,4,6:22.0,Offensive rebound by L. Scola,,66,73
367,4,6:22.0,L. Scola misses 2-pt jump shot from 4 ft,,66,73
368,4,6:20.0,,Defensive rebound by N. Batum,66,73
369,4,6:09.0,R. Stuckey enters the game for C. Watson,,66,73
370,4,6:09.0,R. Hibbert enters the game for I. Mahinmi,,66,73
371,4,6:04.0,,D. Lillard makes 2-pt jump shot from 21 ft,66,75
372,4,5:47.0,Personal foul by R. Lopez (drawn by R. Hibbert),,66,75
373,4,5:47.0,Official timeout,,66,75
374,4,5:36.0,Turnover by L. Scola (lost ball; steal by A. Crabbe),,66,75
375,4,5:32.0,,Shooting foul by R. Stuckey (drawn by D. Lillard),66,75
376,4,5:32.0,,D. Lillard makes free throw 1 of 2,66,76
377,4,5:32.0,,D. Lillard makes free throw 2 of 2,66,77
378,4,5:19.0,R. Hibbert makes 2-pt hook shot from 7 ft,,68,77
379,4,4:52.0,,L. Aldridge misses 2-pt jump shot from 3 ft,68,77
380,4,4:52.0,Defensive rebound by Team,,68,77
381,4,4:52.0,,Loose ball foul by L. Aldridge (drawn by L. Scola),68,77
382,4,4:52.0,,W. Matthews enters the game for A. Crabbe,68,77
383,4,4:52.0,S. Hill enters the game for C. Miles,,68,77
384,4,4:52.0,D. West enters the game for L. Scola,,68,77
385,4,4:40.0,S. Hill makes 2-pt jump shot from 17 ft (assist by R. Hibbert),,70,77
386,4,4:25.0,,L. Aldridge misses 2-pt jump shot from 22 ft,70,77
387,4,4:23.0,,Offensive rebound by R. Lopez,70,77
