,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:43.0,E. Freedom misses 2-pt jump shot from 9 ft,,0,0
1,1,11:42.0,,Defensive rebound by R. Gobert,0,0
2,1,11:31.0,,Shooting foul by K. Singler (drawn by G. Hayward),0,0
3,1,11:31.0,,G. Hayward makes free throw 1 of 2,0,1
4,1,11:31.0,,G. Hayward misses free throw 2 of 2,0,1
5,1,11:30.0,Defensive rebound by S. Adams,,0,1
6,1,11:13.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,2,1
7,1,10:50.0,,R. Hood misses 3-pt jump shot from 25 ft,2,1
8,1,10:48.0,Defensive rebound by S. Adams,,2,1
9,1,10:43.0,Shooting foul by D. Exum (drawn by R. Westbrook),,2,1
10,1,10:43.0,R. Westbrook makes free throw 1 of 2,,3,1
11,1,10:43.0,R. Westbrook makes free throw 2 of 2,,4,1
12,1,10:21.0,,D. Exum misses 3-pt jump shot from 25 ft,4,1
13,1,10:20.0,Defensive rebound by R. Westbrook,,4,1
14,1,9:57.0,R. Westbrook makes 2-pt jump shot from 8 ft,,6,1
15,1,9:46.0,,T. Booker misses 2-pt jump shot from 3 ft,6,1
16,1,9:43.0,Defensive rebound by K. Singler,,6,1
17,1,9:29.0,Turnover by D. Waiters (lost ball; steal by R. Gobert),,6,1
18,1,9:24.0,Offensive charge foul by R. Hood (drawn by K. Singler),,6,1
19,1,9:24.0,,Turnover by R. Hood (offensive foul),6,1
20,1,9:12.0,Turnover by E. Freedom (offensive foul),,6,1
21,1,9:12.0,,Offensive charge foul by E. Freedom (drawn by T. Booker),6,1
22,1,9:01.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by G. Hayward),6,4
23,1,8:51.0,Personal foul by D. Exum (drawn by R. Westbrook),,6,4
24,1,8:51.0,,T. Burke enters the game for D. Exum,6,4
25,1,8:43.0,Personal foul by T. Burke (drawn by S. Adams),,6,4
26,1,8:34.0,R. Westbrook makes 2-pt jump shot from 14 ft,,8,4
27,1,8:13.0,,T. Booker misses 2-pt layup from 3 ft,8,4
28,1,8:12.0,Defensive rebound by S. Adams,,8,4
29,1,8:06.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by S. Adams),,11,4
30,1,7:49.0,,T. Burke misses 3-pt jump shot from 24 ft,11,4
31,1,7:48.0,Defensive rebound by E. Freedom,,11,4
32,1,7:41.0,R. Westbrook misses 3-pt jump shot from 24 ft,,11,4
33,1,7:40.0,Offensive rebound by S. Adams,,11,4
34,1,7:34.0,R. Westbrook misses 3-pt jump shot from 25 ft,,11,4
35,1,7:33.0,,Defensive rebound by T. Burke,11,4
36,1,7:21.0,,T. Booker makes 2-pt layup from 1 ft (assist by T. Burke),11,6
37,1,7:05.0,D. Waiters misses 2-pt jump shot from 10 ft,,11,6
38,1,7:04.0,,Defensive rebound by R. Gobert,11,6
39,1,6:53.0,,G. Hayward misses 2-pt layup from 2 ft,11,6
40,1,6:52.0,Defensive rebound by S. Adams,,11,6
41,1,6:50.0,Turnover by R. Westbrook (lost ball; steal by T. Burke),,11,6
42,1,6:46.0,,Personal foul by S. Adams (drawn by R. Gobert),11,6
43,1,6:40.0,,T. Burke makes 2-pt layup from 2 ft,11,8
44,1,6:31.0,Oklahoma City full timeout,,11,8
45,1,6:24.0,R. Westbrook makes 2-pt layup from 2 ft,,13,8
46,1,6:03.0,,R. Hood makes 2-pt jump shot from 6 ft,13,10
47,1,6:03.0,,Shooting block foul by S. Adams (drawn by R. Hood),13,10
48,1,6:03.0,M. McGary enters the game for S. Adams,,13,10
49,1,6:03.0,,R. Hood misses free throw 1 of 1,13,10
50,1,6:02.0,Defensive rebound by E. Freedom,,13,10
51,1,5:42.0,Turnover by D. Waiters (bad pass; steal by R. Gobert),,13,10
52,1,5:31.0,,R. Hood misses 2-pt jump shot from 21 ft,13,10
53,1,5:29.0,Defensive rebound by K. Singler,,13,10
54,1,5:22.0,E. Freedom makes 2-pt jump shot from 14 ft (assist by D. Waiters),,15,10
55,1,5:02.0,,R. Gobert misses 2-pt layup from 2 ft (block by E. Freedom),15,10
56,1,4:59.0,Defensive rebound by D. Waiters,,15,10
57,1,4:54.0,D. Waiters misses 2-pt layup from 2 ft,,15,10
58,1,4:51.0,Offensive rebound by E. Freedom,,15,10
59,1,4:51.0,E. Freedom makes 2-pt tip-in from 1 ft,,17,10
60,1,4:44.0,,G. Hayward misses 2-pt layup from 2 ft,17,10
61,1,4:43.0,,Offensive rebound by R. Gobert,17,10
62,1,4:43.0,,R. Gobert makes 2-pt dunk at rim,17,12
63,1,4:31.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Westbrook),,19,12
64,1,4:24.0,,Personal foul by E. Freedom (drawn by T. Burke),19,12
65,1,4:24.0,,T. Burke makes free throw 1 of 2,19,13
66,1,4:24.0,,J. Cooley enters the game for R. Gobert,19,13
67,1,4:24.0,,E. Millsap enters the game for R. Hood,19,13
68,1,4:24.0,D. Augustin enters the game for E. Freedom,,19,13
69,1,4:24.0,P. Jones enters the game for D. Waiters,,19,13
70,1,4:24.0,,T. Burke makes free throw 2 of 2,19,14
71,1,4:13.0,M. McGary makes 2-pt layup from 2 ft (assist by R. Westbrook),,21,14
72,1,3:54.0,,Personal foul by K. Singler (drawn by G. Hayward),21,14
73,1,3:54.0,,G. Hayward misses free throw 1 of 2,21,14
74,1,3:54.0,,Offensive rebound by Team,21,14
75,1,3:54.0,A. Morrow enters the game for K. Singler,,21,14
76,1,3:54.0,,G. Hayward makes free throw 2 of 2,21,15
77,1,3:46.0,Personal foul by E. Millsap (drawn by R. Westbrook),,21,15
78,1,3:46.0,,J. Ingles enters the game for T. Booker,21,15
79,1,3:35.0,Turnover by R. Westbrook (bad pass; steal by E. Millsap),,21,15
80,1,3:27.0,,T. Burke misses 3-pt jump shot from 22 ft,21,15
81,1,3:26.0,Defensive rebound by D. Augustin,,21,15
82,1,3:13.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,24,15
83,1,3:06.0,,Utah full timeout,24,15
84,1,2:58.0,,G. Hayward misses 2-pt jump shot from 16 ft,24,15
