,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
0,1,11:51.0,Personal foul by R. Foye (drawn by K. Korver),,0,0
1,1,11:37.0,P. Millsap misses 2-pt jump shot from 3 ft (block by W. Chandler),,0,0
2,1,11:35.0,,Defensive rebound by R. Foye,0,0
3,1,11:26.0,,Turnover by T. Lawson (bad pass; steal by J. Teague),0,0
4,1,11:12.0,K. Korver makes 2-pt jump shot from 19 ft (assist by D. Carroll),,2,0
5,1,10:48.0,,D. Gallinari makes 2-pt dunk at rim (assist by K. Faried),2,2
6,1,10:29.0,A. Horford makes 2-pt jump shot from 7 ft,,4,2
7,1,10:04.0,,R. Foye misses 3-pt jump shot from 25 ft,4,2
8,1,10:03.0,Defensive rebound by J. Teague,,4,2
9,1,9:55.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by J. Teague),,7,2
10,1,9:38.0,,Shooting foul by P. Millsap (drawn by T. Lawson),7,2
11,1,9:38.0,,T. Lawson makes free throw 1 of 3,7,3
12,1,9:38.0,,T. Lawson makes free throw 2 of 3,7,4
13,1,9:38.0,,T. Lawson makes free throw 3 of 3,7,5
14,1,9:17.0,P. Millsap misses 3-pt jump shot from 24 ft,,7,5
15,1,9:16.0,,Defensive rebound by T. Lawson,7,5
16,1,9:08.0,,W. Chandler misses 3-pt jump shot from 24 ft,7,5
17,1,9:07.0,Defensive rebound by A. Horford,,7,5
18,1,9:01.0,Turnover by J. Teague (bad pass),,7,5
19,1,8:42.0,,D. Gallinari misses 2-pt jump shot from 8 ft,7,5
20,1,8:41.0,,Offensive rebound by Team,7,5
21,1,8:28.0,,D. Gallinari makes 2-pt jump shot from 12 ft,7,7
22,1,8:22.0,K. Korver misses 3-pt jump shot from 24 ft,,7,7
23,1,8:21.0,,Defensive rebound by K. Faried,7,7
24,1,8:07.0,,W. Chandler misses 2-pt jump shot from 17 ft,7,7
25,1,8:06.0,,Offensive rebound by K. Faried,7,7
26,1,8:04.0,,Turnover by K. Faried (bad pass; steal by D. Carroll),7,7
27,1,7:49.0,Turnover by K. Korver (step out of bounds),,7,7
28,1,7:37.0,,K. Faried makes 2-pt dunk at rim (assist by D. Gallinari),7,9
29,1,7:22.0,A. Horford misses 2-pt layup from 2 ft (block by K. Faried),,7,9
30,1,7:20.0,,Defensive rebound by W. Chandler,7,9
31,1,7:17.0,,Turnover by W. Chandler (lost ball; steal by J. Teague),7,9
32,1,7:13.0,J. Teague makes 2-pt layup from 2 ft,,9,9
33,1,7:01.0,,T. Lawson misses 2-pt jump shot from 16 ft,9,9
34,1,6:59.0,Defensive rebound by A. Horford,,9,9
35,1,6:51.0,Turnover by J. Teague (lost ball; steal by K. Faried),,9,9
36,1,6:50.0,,Personal foul by J. Teague (drawn by T. Lawson),9,9
37,1,6:50.0,,J. Hickson enters the game for K. Faried,9,9
38,1,6:38.0,,Turnover by J. Hickson (lost ball; steal by A. Horford),9,9
39,1,6:24.0,A. Horford misses 2-pt jump shot from 19 ft,,9,9
40,1,6:22.0,,Defensive rebound by W. Chandler,9,9
41,1,6:22.0,P. Antić enters the game for A. Horford,,9,9
42,1,6:22.0,K. Bazemore enters the game for K. Korver,,9,9
43,1,6:03.0,,D. Gallinari misses 2-pt jump shot from 7 ft,9,9
44,1,6:02.0,Defensive rebound by P. Millsap,,9,9
45,1,5:49.0,P. Millsap misses 2-pt jump shot from 16 ft,,9,9
46,1,5:48.0,,Defensive rebound by D. Gallinari,9,9
47,1,5:43.0,,Personal foul by D. Carroll (drawn by D. Gallinari),9,9
48,1,5:43.0,,Denver full timeout,9,9
49,1,5:27.0,,J. Hickson makes 2-pt layup from 1 ft (assist by T. Lawson),9,11
50,1,5:04.0,Offensive foul by P. Millsap (drawn by D. Gallinari),,9,11
51,1,5:04.0,Turnover by P. Millsap (offensive foul),,9,11
52,1,5:04.0,M. Scott enters the game for P. Millsap,,9,11
53,1,4:52.0,,D. Gallinari misses 3-pt jump shot from 26 ft,9,11
54,1,4:50.0,Defensive rebound by J. Teague,,9,11
55,1,4:34.0,M. Scott misses 3-pt jump shot from 25 ft,,9,11
56,1,4:33.0,Offensive rebound by D. Carroll,,9,11
57,1,4:22.0,M. Scott makes 2-pt jump shot from 14 ft (assist by J. Teague),,11,11
58,1,4:05.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by D. Gallinari),11,14
59,1,3:47.0,J. Teague makes 2-pt layup from 1 ft,,13,14
60,1,3:36.0,,T. Lawson makes 2-pt jump shot from 15 ft,13,16
61,1,3:25.0,J. Teague makes 2-pt jump shot from 4 ft,,15,16
62,1,3:14.0,,D. Gallinari makes 3-pt jump shot from 22 ft (assist by T. Lawson),15,19
63,1,3:07.0,Atlanta full timeout,,15,19
64,1,3:07.0,,J. Nelson enters the game for T. Lawson,15,19
65,1,3:07.0,D. Schröder enters the game for J. Teague,,15,19
66,1,2:53.0,D. Schröder misses 2-pt jump shot from 18 ft,,15,19
67,1,2:52.0,,Defensive rebound by D. Gallinari,15,19
68,1,2:41.0,,D. Gallinari makes 3-pt jump shot from 24 ft,15,22
69,1,2:37.0,Turnover by D. Schröder (bad pass),,15,22
70,1,2:37.0,,K. Faried enters the game for D. Gallinari,15,22
71,1,2:26.0,,J. Hickson makes 2-pt dunk at rim (assist by K. Faried),15,24
72,1,2:12.0,Turnover by D. Carroll (lost ball),,15,24
73,1,2:12.0,A. Horford enters the game for P. Antić,,15,24
74,1,2:12.0,K. Korver enters the game for D. Carroll,,15,24
75,1,2:03.0,,Turnover by J. Nelson (bad pass; steal by K. Bazemore),15,24
76,1,1:57.0,K. Bazemore makes 2-pt layup from 2 ft,,17,24
77,1,1:42.0,,R. Foye misses 2-pt jump shot from 3 ft,17,24
78,1,1:40.0,,Offensive rebound by J. Hickson,17,24
79,1,1:39.0,,Turnover by J. Hickson (back court),17,24
80,1,1:39.0,,W. Barton enters the game for R. Foye,17,24
81,1,1:23.0,D. Schröder makes 2-pt layup from 2 ft,,19,24
82,1,1:11.0,,K. Faried makes 2-pt jump shot from 13 ft (assist by J. Nelson),19,26
83,1,0:55.0,D. Schröder makes 2-pt jump shot from 9 ft (assist by M. Scott),,21,26
84,1,0:40.0,,K. Faried makes 2-pt hook shot from 8 ft (assist by W. Barton),21,28
85,1,0:30.0,M. Scott misses 3-pt jump shot from 24 ft,,21,28
86,1,0:29.0,,Defensive rebound by W. Barton,21,28
87,1,0:08.0,,J. Nelson makes 3-pt jump shot from 26 ft,21,31
88,1,0:02.0,M. Scott misses 3-pt jump shot from 23 ft (block by K. Faried),,21,31
89,1,0:01.0,Offensive rebound by Team,,21,31
90,1,0:00.0,Shooting foul by J. Nelson (drawn by D. Schröder),,21,31
91,1,0:00.0,D. Schröder makes free throw 1 of 2,,22,31
92,1,0:00.0,D. Schröder misses free throw 2 of 2,,22,31
93,1,0:00.0,,Defensive rebound by J. Hickson,22,31
94,2,11:40.0,,W. Barton makes 2-pt jump shot from 17 ft,22,33
95,2,11:18.0,A. Horford misses 2-pt jump shot from 21 ft,,22,33
96,2,11:16.0,,Defensive rebound by D. Gallinari,22,33
97,2,11:10.0,,Personal foul by D. Schröder (drawn by D. Gallinari),22,33
98,2,11:03.0,,Turnover by D. Arthur (bad pass; steal by K. Korver),22,33
99,2,10:54.0,K. Korver misses 3-pt jump shot from 24 ft,,22,33
100,2,10:53.0,,Defensive rebound by D. Gallinari,22,33
101,2,10:45.0,,Shooting foul by K. Bazemore (drawn by D. Gallinari),22,33
102,2,10:45.0,,D. Gallinari makes free throw 1 of 2,22,34
103,2,10:45.0,,D. Gallinari makes free throw 2 of 2,22,35
104,2,10:32.0,D. Schröder misses 2-pt layup from 2 ft,,22,35
105,2,10:31.0,Offensive rebound by M. Scott,,22,35
106,2,10:28.0,M. Scott makes 2-pt layup from 2 ft,,24,35
107,2,10:06.0,,D. Arthur makes 2-pt jump shot from 18 ft (assist by D. Gallinari),24,37
108,2,9:53.0,A. Horford misses 2-pt jump shot from 11 ft,,24,37
109,2,9:51.0,,Defensive rebound by K. Faried,24,37
110,2,9:41.0,,W. Barton misses 2-pt jump shot from 3 ft,24,37
111,2,9:39.0,,Offensive rebound by K. Faried,24,37
112,2,9:39.0,,K. Faried makes 2-pt tip-in from 2 ft,24,39
113,2,9:21.0,A. Horford makes 2-pt jump shot from 15 ft,,26,39
114,2,9:10.0,,J. Nelson makes 2-pt jump shot from 5 ft,26,41
115,2,8:57.0,D. Schröder misses 2-pt jump shot from 19 ft,,26,41
116,2,8:56.0,,Defensive rebound by W. Barton,26,41
117,2,8:45.0,,W. Barton misses 3-pt jump shot from 25 ft,26,41
118,2,8:43.0,Defensive rebound by D. Schröder,,26,41
119,2,8:40.0,Turnover by K. Bazemore (step out of bounds),,26,41
120,2,8:40.0,Official timeout,,26,41
121,2,8:40.0,P. Millsap enters the game for K. Bazemore,,26,41
122,2,8:40.0,J. Teague enters the game for M. Scott,,26,41
123,2,8:40.0,,J. Hickson enters the game for K. Faried,26,41
124,2,8:22.0,,J. Nelson makes 3-pt jump shot from 27 ft (assist by W. Barton),26,44
125,2,7:56.0,P. Millsap misses 2-pt jump shot from 11 ft,,26,44
126,2,7:54.0,,Defensive rebound by W. Barton,26,44
127,2,7:48.0,,Turnover by W. Barton (bad pass; steal by P. Millsap),26,44
128,2,7:32.0,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),,28,44
129,2,7:19.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by D. Gallinari),28,47
130,2,6:59.0,J. Teague misses 2-pt layup from 2 ft (block by J. Hickson),,28,47
131,2,6:58.0,Offensive rebound by Team,,28,47
132,2,6:57.0,Shooting foul by D. Arthur (drawn by P. Millsap),,28,47
133,2,6:57.0,P. Millsap makes free throw 1 of 2,,29,47
134,2,6:57.0,D. Carroll enters the game for K. Korver,,29,47
135,2,6:57.0,P. Millsap makes free throw 2 of 2,,30,47
136,2,6:43.0,,D. Gallinari makes 2-pt dunk at rim,30,49
137,2,6:25.0,D. Schröder misses 3-pt jump shot from 25 ft,,30,49
138,2,6:23.0,,Defensive rebound by J. Nelson,30,49
139,2,6:15.0,,J. Nelson misses 3-pt jump shot from 25 ft,30,49
140,2,6:14.0,Defensive rebound by P. Millsap,,30,49
141,2,6:09.0,Offensive foul by D. Carroll (drawn by D. Gallinari),,30,49
142,2,6:09.0,Turnover by D. Carroll (offensive foul),,30,49
143,2,6:09.0,M. Scott enters the game for A. Horford,,30,49
144,2,6:09.0,,W. Chandler enters the game for D. Arthur,30,49
145,2,6:09.0,,T. Lawson enters the game for J. Nelson,30,49
146,2,5:52.0,,D. Gallinari misses 2-pt jump shot from 18 ft,30,49
147,2,5:51.0,Defensive rebound by J. Teague,,30,49
148,2,5:33.0,P. Millsap misses 3-pt jump shot from 24 ft,,30,49
149,2,5:31.0,,Defensive rebound by T. Lawson,30,49
150,2,5:23.0,,Offensive foul by W. Chandler (drawn by P. Millsap),30,49
151,2,5:23.0,,Turnover by W. Chandler (offensive foul),30,49
152,2,5:23.0,,Denver full timeout,30,49
153,2,5:05.0,D. Schröder misses 2-pt jump shot from 16 ft,,30,49
154,2,5:04.0,,Defensive rebound by J. Hickson,30,49
155,2,4:41.0,,T. Lawson misses 2-pt jump shot from 13 ft,30,49
156,2,4:39.0,Defensive rebound by D. Carroll,,30,49
157,2,4:23.0,P. Millsap misses 2-pt jump shot from 5 ft,,30,49
158,2,4:21.0,,Defensive rebound by W. Chandler,30,49
159,2,4:07.0,,W. Barton misses 3-pt jump shot from 25 ft,30,49
160,2,4:05.0,,Offensive rebound by J. Hickson,30,49
161,2,4:01.0,,Shooting foul by D. Schröder (drawn by W. Barton),30,49
162,2,4:01.0,,W. Barton makes free throw 1 of 2,30,50
163,2,4:01.0,S. Mack enters the game for D. Schröder,,30,50
164,2,4:01.0,,W. Barton makes free throw 2 of 2,30,51
165,2,3:48.0,S. Mack misses 3-pt jump shot from 24 ft,,30,51
166,2,3:47.0,,Defensive rebound by T. Lawson,30,51
167,2,3:38.0,,W. Barton makes 2-pt layup from 2 ft (assist by T. Lawson),30,53
168,2,3:38.0,Atlanta full timeout,,30,53
169,2,3:38.0,Technical foul by P. Millsap,,30,53
170,2,3:38.0,K. Korver enters the game for J. Teague,,30,53
171,2,3:38.0,A. Horford enters the game for M. Scott,,30,53
172,2,3:38.0,,D. Gallinari makes technical free throw,30,54
173,2,3:16.0,Shooting foul by W. Chandler (drawn by D. Carroll),,30,54
174,2,3:16.0,D. Carroll makes free throw 1 of 2,,31,54
175,2,3:16.0,D. Carroll makes free throw 2 of 2,,32,54
176,2,3:02.0,,W. Chandler misses 3-pt jump shot from 22 ft,32,54
177,2,3:01.0,Defensive rebound by Team,,32,54
178,2,2:50.0,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Carroll),,35,54
179,2,2:35.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by T. Lawson),35,57
180,2,2:28.0,,Violation by T. Lawson (kicked ball),35,57
181,2,2:20.0,P. Millsap makes 2-pt jump shot from 7 ft,,37,57
182,2,2:05.0,,Turnover by D. Gallinari (bad pass),37,57
183,2,2:00.0,,Violation by T. Lawson (kicked ball),37,57
184,2,1:50.0,Turnover by P. Millsap (bad pass),,37,57
185,2,1:38.0,,J. Hickson makes 2-pt layup from 1 ft (assist by T. Lawson),37,59
186,2,1:38.0,,Shooting foul by D. Carroll (drawn by J. Hickson),37,59
187,2,1:38.0,,R. Foye enters the game for D. Gallinari,37,59
188,2,1:38.0,,K. Faried enters the game for W. Chandler,37,59
189,2,1:38.0,,J. Hickson makes free throw 1 of 1,37,60
190,2,1:28.0,K. Korver makes 3-pt jump shot from 25 ft (assist by S. Mack),,40,60
191,2,1:13.0,,Denver full timeout,40,60
192,2,1:04.0,,W. Barton misses 2-pt jump shot from 11 ft (block by K. Korver),40,60
193,2,1:02.0,Defensive rebound by K. Korver,,40,60
194,2,0:57.0,D. Carroll misses 2-pt jump shot from 19 ft,,40,60
195,2,0:56.0,,Defensive rebound by R. Foye,40,60
196,2,0:43.0,,Turnover by R. Foye (bad pass; steal by P. Millsap),40,60
197,2,0:40.0,S. Mack misses 2-pt layup from 2 ft (block by R. Foye),,40,60
198,2,0:39.0,Offensive rebound by Team,,40,60
199,2,0:37.0,Turnover by S. Mack (lost ball; steal by T. Lawson),,40,60
200,2,0:32.0,,K. Faried misses 2-pt dunk from 1 ft,40,60
201,2,0:31.0,Defensive rebound by K. Korver,,40,60
202,2,0:19.0,A. Horford misses 2-pt hook shot from 6 ft,,40,60
203,2,0:18.0,Offensive rebound by D. Carroll,,40,60
204,2,0:17.0,D. Carroll makes 2-pt jump shot from 3 ft,,42,60
205,3,11:42.0,,R. Foye makes 3-pt jump shot from 25 ft (assist by D. Gallinari),42,63
206,3,11:20.0,P. Millsap makes 2-pt jump shot from 16 ft (assist by J. Teague),,44,63
207,3,10:55.0,,D. Gallinari makes 2-pt jump shot from 6 ft (assist by T. Lawson),44,65
208,3,10:42.0,Def 3 sec tech foul by D. Gallinari,,44,65
209,3,10:42.0,K. Korver makes technical free throw,,45,65
210,3,10:29.0,D. Carroll misses 3-pt jump shot from 24 ft,,45,65
211,3,10:29.0,,Defensive rebound by Team,45,65
212,3,10:11.0,,R. Foye makes 2-pt jump shot from 3 ft,45,67
213,3,10:02.0,Turnover by K. Korver (bad pass; steal by W. Chandler),,45,67
214,3,9:55.0,,T. Lawson misses 3-pt jump shot from 25 ft,45,67
215,3,9:53.0,,Offensive rebound by D. Gallinari,45,67
216,3,9:43.0,,R. Foye makes 3-pt jump shot from 28 ft (assist by W. Chandler),45,70
217,3,9:29.0,A. Horford misses 2-pt layup from 2 ft,,45,70
218,3,9:27.0,Offensive rebound by P. Millsap,,45,70
219,3,9:27.0,P. Millsap makes 2-pt layup from 2 ft,,47,70
220,3,9:22.0,,R. Foye misses 3-pt jump shot from 24 ft,47,70
221,3,9:21.0,Defensive rebound by Team,,47,70
222,3,9:10.0,Turnover by J. Teague (bad pass; steal by D. Gallinari),,47,70
223,3,9:04.0,,W. Chandler misses 2-pt layup from 2 ft,47,70
224,3,9:03.0,Defensive rebound by K. Korver,,47,70
225,3,8:54.0,K. Korver makes 3-pt jump shot from 24 ft (assist by A. Horford),,50,70
226,3,8:40.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by R. Foye),50,73
227,3,8:21.0,P. Millsap misses 2-pt layup from 2 ft (block by K. Faried),,50,73
228,3,8:19.0,Offensive rebound by P. Millsap,,50,73
229,3,8:16.0,D. Carroll misses 3-pt jump shot from 25 ft,,50,73
230,3,8:15.0,Offensive rebound by Team,,50,73
231,3,8:15.0,,Loose ball foul by W. Chandler (drawn by P. Millsap),50,73
232,3,8:03.0,D. Carroll makes 2-pt layup from 1 ft (assist by A. Horford),,52,73
233,3,7:46.0,,Shooting foul by D. Carroll (drawn by K. Faried),52,73
234,3,7:46.0,,K. Faried makes free throw 1 of 2,52,74
235,3,7:46.0,,D. Arthur enters the game for D. Gallinari,52,74
236,3,7:46.0,,K. Faried makes free throw 2 of 2,52,75
237,3,7:32.0,Offensive foul by J. Teague (drawn by K. Faried),,52,75
238,3,7:32.0,Turnover by J. Teague (offensive foul),,52,75
239,3,7:16.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by T. Lawson),52,77
240,3,7:05.0,Shooting foul by K. Faried (drawn by J. Teague),,52,77
241,3,7:05.0,J. Teague makes free throw 1 of 2,,53,77
242,3,7:05.0,S. Mack enters the game for D. Carroll,,53,77
243,3,7:05.0,,W. Barton enters the game for W. Chandler,53,77
244,3,7:05.0,J. Teague makes free throw 2 of 2,,54,77
245,3,6:50.0,,R. Foye makes 3-pt jump shot from 23 ft (assist by D. Arthur),54,80
246,3,6:34.0,A. Horford misses 2-pt jump shot from 9 ft,,54,80
247,3,6:33.0,,Defensive rebound by K. Faried,54,80
248,3,6:21.0,,T. Lawson misses 2-pt jump shot from 19 ft,54,80
249,3,6:19.0,Defensive rebound by A. Horford,,54,80
