,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
250,3,6:13.0,J. Teague misses 2-pt layup from 2 ft (block by K. Faried),,54,80
251,3,6:11.0,,Defensive rebound by R. Foye,54,80
252,3,6:06.0,,Personal foul by P. Millsap (drawn by T. Lawson),54,80
253,3,6:06.0,P. Antić enters the game for A. Horford,,54,80
254,3,5:53.0,,K. Faried makes 2-pt layup from 2 ft,54,82
255,3,5:39.0,K. Korver makes 3-pt jump shot from 26 ft,,57,82
256,3,5:18.0,,D. Arthur makes 2-pt jump shot from 18 ft (assist by T. Lawson),57,84
257,3,5:17.0,Atlanta full timeout,,57,84
258,3,5:17.0,,J. Nelson enters the game for R. Foye,57,84
259,3,5:03.0,P. Millsap makes 2-pt layup from 1 ft (assist by S. Mack),,59,84
260,3,4:51.0,,Personal block foul by J. Teague (drawn by T. Lawson),59,84
261,3,4:39.0,,D. Arthur makes 2-pt jump shot from 16 ft,59,86
262,3,4:28.0,K. Korver makes 3-pt jump shot from 26 ft (assist by S. Mack),,62,86
263,3,4:09.0,,D. Arthur makes 2-pt jump shot from 18 ft (assist by T. Lawson),62,88
264,3,3:56.0,J. Teague misses 2-pt layup from 2 ft,,62,88
265,3,3:54.0,Offensive rebound by P. Millsap,,62,88
266,3,3:54.0,P. Millsap makes 2-pt tip-in from 1 ft,,64,88
267,3,3:42.0,,K. Faried makes 2-pt layup from 2 ft (assist by J. Nelson),64,90
268,3,3:28.0,Personal foul by J. Nelson (drawn by P. Antić),,64,90
269,3,3:28.0,,J. Hickson enters the game for D. Arthur,64,90
270,3,3:28.0,Personal foul by W. Barton (drawn by K. Korver),,64,90
271,3,3:27.0,,W. Chandler enters the game for K. Faried,64,90
272,3,3:14.0,Turnover by Team (shot clock),,64,90
273,3,2:50.0,,J. Nelson misses 3-pt jump shot from 25 ft,64,90
274,3,2:48.0,Defensive rebound by S. Mack,,64,90
275,3,2:41.0,P. Antić misses 3-pt jump shot from 24 ft,,64,90
276,3,2:39.0,,Defensive rebound by T. Lawson,64,90
277,3,2:35.0,,T. Lawson misses 2-pt jump shot from 12 ft (block by P. Millsap),64,90
278,3,2:35.0,,Offensive rebound by Team,64,90
279,3,2:35.0,,Denver full timeout,64,90
280,3,2:35.0,D. Schröder enters the game for P. Millsap,,64,90
281,3,2:35.0,K. Bazemore enters the game for J. Teague,,64,90
282,3,2:35.0,M. Scott enters the game for K. Korver,,64,90
283,3,2:27.0,,J. Nelson makes 3-pt jump shot from 23 ft (assist by W. Barton),64,93
284,3,2:16.0,S. Mack misses 2-pt jump shot from 14 ft,,64,93
285,3,2:14.0,,Defensive rebound by W. Barton,64,93
286,3,2:08.0,,W. Barton makes 2-pt jump shot from 4 ft,64,95
287,3,1:49.0,D. Schröder misses 2-pt layup from 2 ft,,64,95
288,3,1:48.0,,Defensive rebound by W. Chandler,64,95
289,3,1:34.0,,J. Nelson makes 2-pt jump shot from 19 ft,64,97
290,3,1:17.0,Personal foul by J. Nelson (drawn by P. Antić),,64,97
291,3,1:17.0,P. Antić makes free throw 1 of 2,,65,97
292,3,1:17.0,P. Antić makes free throw 2 of 2,,66,97
293,3,0:59.0,,W. Barton misses 2-pt jump shot from 8 ft,66,97
294,3,0:58.0,Defensive rebound by K. Bazemore,,66,97
295,3,0:58.0,Personal take foul by J. Nelson (drawn by K. Bazemore),,66,97
296,3,0:58.0,K. Bazemore makes free throw 1 of 2,,67,97
297,3,0:58.0,,E. Green enters the game for J. Nelson,67,97
298,3,0:58.0,K. Bazemore makes free throw 2 of 2,,68,97
299,3,0:42.0,,Turnover by W. Barton (step out of bounds),68,97
300,3,0:32.0,Turnover by D. Schröder (bad pass; steal by W. Barton),,68,97
301,3,0:28.0,,Shooting foul by P. Antić (drawn by W. Barton),68,97
302,3,0:28.0,,W. Barton misses free throw 1 of 2,68,97
303,3,0:28.0,,Offensive rebound by Team,68,97
304,3,0:28.0,,W. Barton makes free throw 2 of 2,68,98
305,3,0:07.0,P. Antić misses 2-pt jump shot from 14 ft,,68,98
306,3,0:06.0,,Defensive rebound by W. Chandler,68,98
307,3,0:02.0,,Offensive foul by T. Lawson (drawn by D. Schröder),68,98
308,3,0:02.0,,Turnover by T. Lawson (offensive foul),68,98
309,3,0:01.0,K. Bazemore misses 3-pt jump shot from 28 ft,,68,98
310,3,0:00.0,Offensive rebound by Team,,68,98
311,4,11:46.0,D. Schröder makes 2-pt layup from 2 ft (assist by K. Bazemore),,70,98
312,4,11:26.0,,W. Chandler makes 2-pt dunk at rim (assist by E. Green),70,100
313,4,11:14.0,P. Antić misses 3-pt jump shot from 26 ft,,70,100
314,4,11:12.0,,Defensive rebound by W. Barton,70,100
315,4,10:52.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by J. Hickson),70,103
316,4,10:42.0,S. Mack makes 2-pt jump shot from 18 ft,,72,103
317,4,10:21.0,,Turnover by G. Harris (step out of bounds),72,103
318,4,10:21.0,J. Jenkins enters the game for S. Mack,,72,103
319,4,10:21.0,M. Muscala enters the game for P. Antić,,72,103
320,4,10:21.0,,J. Lauvergne enters the game for W. Chandler,72,103
321,4,10:05.0,K. Bazemore misses 2-pt jump shot from 5 ft (block by W. Barton),,72,103
322,4,10:04.0,,Defensive rebound by Team,72,103
323,4,10:04.0,Technical foul by K. Bazemore,,72,103
324,4,10:04.0,,G. Harris makes technical free throw,72,104
325,4,9:53.0,,E. Green misses 3-pt jump shot from 24 ft (block by D. Schröder),72,104
326,4,9:50.0,Defensive rebound by J. Jenkins,,72,104
327,4,9:31.0,J. Jenkins misses 3-pt jump shot from 25 ft,,72,104
328,4,9:29.0,,Defensive rebound by E. Green,72,104
329,4,9:21.0,,W. Barton misses 2-pt jump shot from 4 ft,72,104
330,4,9:19.0,,Offensive rebound by W. Barton,72,104
331,4,9:16.0,,J. Hickson makes 2-pt dunk at rim (assist by W. Barton),72,106
332,4,9:05.0,M. Muscala misses 2-pt jump shot from 14 ft,,72,106
333,4,9:04.0,,Defensive rebound by J. Hickson,72,106
334,4,8:58.0,,W. Barton misses 2-pt jump shot from 3 ft,72,106
335,4,8:57.0,,Offensive rebound by J. Lauvergne,72,106
336,4,8:54.0,,J. Lauvergne misses 2-pt jump shot from 3 ft,72,106
337,4,8:53.0,,Offensive rebound by J. Lauvergne,72,106
338,4,8:51.0,,Turnover by J. Lauvergne (lost ball; steal by K. Bazemore),72,106
339,4,8:50.0,Shooting foul by J. Hickson (drawn by K. Bazemore),,72,106
340,4,8:50.0,Official timeout,,72,106
341,4,8:50.0,K. Bazemore makes free throw 1 of 2,,73,106
342,4,8:50.0,K. Bazemore makes free throw 2 of 2,,74,106
343,4,8:40.0,,Offensive foul by G. Harris (drawn by K. Bazemore),74,106
344,4,8:40.0,,Turnover by G. Harris (offensive foul),74,106
345,4,8:29.0,Shooting foul by J. Lauvergne (drawn by D. Schröder),,74,106
346,4,8:29.0,D. Schröder makes free throw 1 of 2,,75,106
347,4,8:29.0,D. Schröder makes free throw 2 of 2,,76,106
348,4,8:07.0,,E. Green makes 2-pt jump shot from 17 ft (assist by W. Barton),76,108
349,4,7:52.0,Shooting foul by J. Lauvergne (drawn by D. Schröder),,76,108
350,4,7:52.0,D. Schröder makes free throw 1 of 2,,77,108
351,4,7:52.0,S. Mack enters the game for K. Bazemore,,77,108
352,4,7:52.0,P. Antić enters the game for M. Scott,,77,108
353,4,7:52.0,D. Schröder makes free throw 2 of 2,,78,108
354,4,7:32.0,,W. Barton makes 2-pt jump shot from 3 ft,78,110
355,4,7:18.0,J. Jenkins makes 2-pt jump shot from 20 ft,,80,110
356,4,7:03.0,,G. Harris misses 2-pt jump shot from 20 ft,80,110
357,4,7:01.0,Defensive rebound by M. Muscala,,80,110
358,4,6:55.0,D. Schröder makes 2-pt jump shot from 16 ft,,82,110
359,4,6:38.0,,E. Green misses 2-pt layup from 2 ft,82,110
360,4,6:35.0,,Offensive rebound by J. Hickson,82,110
361,4,6:35.0,,J. Hickson misses 2-pt layup from 1 ft,82,110
362,4,6:35.0,,Offensive rebound by J. Hickson,82,110
363,4,6:34.0,,J. Hickson misses 2-pt layup from 1 ft,82,110
364,4,6:32.0,,Offensive rebound by G. Harris,82,110
365,4,6:29.0,,G. Harris misses 3-pt jump shot from 22 ft,82,110
366,4,6:27.0,Defensive rebound by S. Mack,,82,110
367,4,6:27.0,Shooting foul by W. Barton (drawn by J. Jenkins),,82,110
368,4,6:27.0,J. Jenkins makes free throw 1 of 2,,83,110
369,4,6:27.0,K. Bazemore enters the game for D. Schröder,,83,110
370,4,6:27.0,J. Jenkins makes free throw 2 of 2,,84,110
371,4,6:13.0,,E. Green misses 3-pt jump shot from 23 ft,84,110
372,4,6:12.0,Defensive rebound by Team,,84,110
373,4,6:12.0,,Loose ball foul by J. Lauvergne (drawn by P. Antić),84,110
374,4,6:12.0,P. Antić makes free throw 1 of 2,,85,110
375,4,6:12.0,P. Antić makes free throw 2 of 2,,86,110
376,4,5:56.0,,Turnover by W. Barton (bad pass),86,110
377,4,5:56.0,,Denver full timeout,86,110
378,4,5:42.0,Shooting foul by J. Lauvergne (drawn by P. Antić),,86,110
379,4,5:42.0,P. Antić makes free throw 1 of 2,,87,110
380,4,5:42.0,P. Antić makes free throw 2 of 2,,88,110
381,4,5:29.0,,G. Harris misses 3-pt jump shot from 23 ft,88,110
382,4,5:27.0,Defensive rebound by P. Antić,,88,110
383,4,5:22.0,M. Muscala makes 2-pt dunk at rim (assist by S. Mack),,90,110
384,4,4:58.0,,E. Green misses 3-pt jump shot from 24 ft,90,110
385,4,4:57.0,Defensive rebound by Team,,90,110
