,QUARTER,TIME_REMAINING,DENVER_ACTION,CHARLOTTE_ACTION,DENVER_SCORE,CHARLOTTE_SCORE
0,1,11:44.0,,G. Henderson misses 2-pt jump shot from 17 ft,0,0
1,1,11:42.0,,Offensive rebound by G. Henderson,0,0
2,1,11:37.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by G. Henderson),0,3
3,1,11:23.0,K. Faried makes 2-pt layup from 1 ft,,2,3
4,1,11:06.0,,A. Jefferson makes 2-pt layup from 2 ft,2,5
5,1,10:51.0,T. Mozgov misses 2-pt jump shot from 18 ft,,2,5
6,1,10:49.0,,Defensive rebound by G. Henderson,2,5
7,1,10:38.0,,A. Jefferson makes 2-pt jump shot from 15 ft,2,7
8,1,10:13.0,Turnover by K. Faried (bad pass; steal by A. Jefferson),,2,7
9,1,10:01.0,,G. Henderson misses 2-pt jump shot from 7 ft,2,7
10,1,9:59.0,Defensive rebound by T. Mozgov,,2,7
11,1,9:52.0,Turnover by T. Lawson (bad pass),,2,7
12,1,9:36.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),2,9
13,1,9:12.0,A. Afflalo misses 2-pt jump shot from 17 ft,,2,9
14,1,9:10.0,,Defensive rebound by C. Zeller,2,9
15,1,9:01.0,,A. Jefferson makes 2-pt jump shot from 17 ft (assist by K. Walker),2,11
16,1,8:54.0,Denver full timeout,,2,11
17,1,8:39.0,A. Afflalo makes 2-pt jump shot from 22 ft (assist by T. Mozgov),,4,11
18,1,8:24.0,,K. Walker makes 2-pt jump shot from 15 ft (assist by A. Jefferson),4,13
19,1,8:12.0,A. Afflalo misses 3-pt jump shot from 23 ft,,4,13
20,1,8:12.0,Offensive rebound by Team,,4,13
21,1,8:12.0,,Loose ball foul by C. Zeller (drawn by K. Faried),4,13
22,1,7:58.0,T. Lawson misses 2-pt jump shot from 16 ft,,4,13
23,1,7:56.0,Offensive rebound by K. Faried,,4,13
24,1,7:49.0,T. Lawson makes 2-pt layup from 1 ft,,6,13
25,1,7:32.0,,A. Jefferson misses 2-pt layup from 2 ft,6,13
26,1,7:31.0,Defensive rebound by K. Faried,,6,13
27,1,7:24.0,T. Lawson makes 3-pt jump shot from 24 ft (assist by W. Chandler),,9,13
28,1,7:05.0,,C. Zeller misses 2-pt jump shot from 18 ft,9,13
29,1,7:04.0,Defensive rebound by W. Chandler,,9,13
30,1,6:58.0,Personal foul by K. Walker (drawn by K. Faried),,9,13
31,1,6:58.0,,B. Biyombo enters the game for A. Jefferson,9,13
32,1,6:53.0,T. Lawson misses 2-pt jump shot from 18 ft,,9,13
33,1,6:51.0,,Defensive rebound by G. Henderson,9,13
34,1,6:36.0,,K. Walker misses 2-pt jump shot from 12 ft,9,13
35,1,6:35.0,Defensive rebound by K. Faried,,9,13
36,1,6:22.0,Personal foul by G. Henderson (drawn by A. Afflalo),,9,13
37,1,6:07.0,A. Afflalo misses 3-pt jump shot from 26 ft,,9,13
38,1,6:06.0,,Defensive rebound by C. Zeller,9,13
39,1,5:57.0,,Shooting foul by K. Faried (drawn by C. Zeller),9,13
40,1,5:57.0,,C. Zeller misses free throw 1 of 2,9,13
41,1,5:57.0,,Offensive rebound by Team,9,13
42,1,5:57.0,,C. Zeller misses free throw 2 of 2,9,13
43,1,5:56.0,Defensive rebound by K. Faried,,9,13
44,1,5:34.0,W. Chandler makes 2-pt jump shot from 8 ft,,11,13
45,1,5:16.0,,C. Zeller makes 2-pt jump shot from 18 ft (assist by M. Kidd-Gilchrist),11,15
46,1,4:59.0,T. Mozgov misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,11,15
47,1,4:58.0,,Defensive rebound by G. Henderson,11,15
48,1,4:53.0,,C. Zeller makes 2-pt dunk at rim (assist by G. Henderson),11,17
49,1,4:37.0,Personal foul by G. Henderson (drawn by T. Mozgov),,11,17
50,1,4:37.0,J. Hickson enters the game for T. Mozgov,,11,17
51,1,4:37.0,,M. Williams enters the game for C. Zeller,11,17
52,1,4:37.0,,G. Neal enters the game for G. Henderson,11,17
53,1,4:37.0,A. Gee enters the game for K. Faried,,11,17
54,1,4:28.0,Turnover by T. Lawson (bad pass; steal by G. Neal),,11,17
55,1,4:17.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),11,19
56,1,3:50.0,A. Afflalo misses 2-pt jump shot from 9 ft,,11,19
57,1,3:48.0,,Defensive rebound by B. Biyombo,11,19
58,1,3:34.0,,M. Williams misses 3-pt jump shot from 26 ft,11,19
59,1,3:32.0,Defensive rebound by W. Chandler,,11,19
60,1,3:24.0,,Offensive charge foul by W. Chandler (drawn by M. Kidd-Gilchrist),11,19
61,1,3:24.0,Turnover by W. Chandler (offensive foul),,11,19
62,1,3:08.0,,Turnover by G. Neal (bad pass; steal by W. Chandler),11,19
63,1,3:03.0,W. Chandler makes 2-pt layup at rim,,13,19
64,1,2:48.0,,Personal foul by W. Chandler (drawn by G. Neal),13,19
65,1,2:48.0,,Charlotte full timeout,13,19
66,1,2:48.0,,P. Hairston enters the game for M. Kidd-Gilchrist,13,19
67,1,2:36.0,,M. Williams misses 2-pt layup from 1 ft,13,19
68,1,2:34.0,Defensive rebound by A. Afflalo,,13,19
69,1,2:28.0,Turnover by T. Lawson (bad pass; steal by M. Williams),,13,19
70,1,2:22.0,,P. Hairston misses 2-pt layup from 1 ft,13,19
71,1,2:21.0,,Offensive rebound by B. Biyombo,13,19
72,1,2:21.0,,B. Biyombo makes 2-pt dunk at rim,13,21
73,1,2:05.0,T. Lawson makes 2-pt layup from 1 ft,,15,21
74,1,1:47.0,,P. Hairston misses 3-pt jump shot from 26 ft,15,21
75,1,1:46.0,Defensive rebound by W. Chandler,,15,21
76,1,1:37.0,J. Hickson makes 2-pt layup from 2 ft,,17,21
77,1,1:24.0,,B. Biyombo makes 2-pt dunk at rim (assist by K. Walker),17,23
78,1,1:13.0,Shooting foul by P. Hairston (drawn by J. Hickson),,17,23
79,1,1:13.0,J. Hickson misses free throw 1 of 2,,17,23
80,1,1:13.0,Offensive rebound by Team,,17,23
81,1,1:13.0,N. Robinson enters the game for A. Afflalo,,17,23
82,1,1:13.0,,B. Roberts enters the game for K. Walker,17,23
83,1,1:13.0,K. Faried enters the game for W. Chandler,,17,23
84,1,1:13.0,J. Hickson misses free throw 2 of 2,,17,23
85,1,1:10.0,,Defensive rebound by G. Neal,17,23
86,1,0:58.0,,G. Neal makes 3-pt jump shot from 26 ft,17,26
87,1,0:47.0,Personal foul by B. Roberts (drawn by K. Faried),,17,26
88,1,0:47.0,K. Faried misses free throw 1 of 2,,17,26
89,1,0:47.0,Offensive rebound by Team,,17,26
90,1,0:47.0,K. Faried makes free throw 2 of 2,,18,26
91,1,0:38.0,,Personal foul by A. Gee (drawn by G. Neal),18,26
92,1,0:32.0,,G. Neal makes 2-pt jump shot from 19 ft,18,28
93,1,0:07.0,N. Robinson misses 3-pt jump shot from 23 ft,,18,28
94,1,0:06.0,Offensive rebound by J. Hickson,,18,28
95,1,0:04.0,J. Hickson misses 2-pt jump shot from 7 ft,,18,28
96,1,0:04.0,,Defensive rebound by P. Hairston,18,28
97,1,0:04.0,,Turnover by P. Hairston (bad pass),18,28
98,1,0:04.0,Denver full timeout,,18,28
99,1,0:00.0,N. Robinson misses 3-pt jump shot from 23 ft,,18,28
100,1,0:00.0,Offensive rebound by Team,,18,28
101,2,11:47.0,A. Gee misses 2-pt layup from 2 ft (block by P. Hairston),,18,28
102,2,11:47.0,Offensive rebound by Team,,18,28
103,2,11:35.0,N. Robinson misses 3-pt jump shot from 26 ft,,18,28
104,2,11:33.0,,Defensive rebound by A. Jefferson,18,28
105,2,11:21.0,,B. Roberts makes 2-pt jump shot from 20 ft,18,30
106,2,11:07.0,A. Afflalo makes 2-pt jump shot from 16 ft (assist by N. Robinson),,20,30
107,2,10:55.0,,B. Roberts misses 2-pt layup at rim,20,30
108,2,10:55.0,,Offensive rebound by Team,20,30
109,2,10:55.0,Loose ball foul by A. Afflalo (drawn by A. Jefferson),,20,30
110,2,10:45.0,,G. Neal misses 2-pt layup from 1 ft (block by J. Hickson),20,30
111,2,10:44.0,,Offensive rebound by Team,20,30
112,2,10:31.0,,A. Jefferson makes 2-pt hook shot from 8 ft (assist by B. Roberts),20,32
113,2,10:23.0,J. Hickson misses 2-pt jump shot from 9 ft,,20,32
114,2,10:21.0,,Defensive rebound by P. Hairston,20,32
115,2,10:06.0,,G. Neal makes 2-pt jump shot from 18 ft,20,34
116,2,10:04.0,Denver full timeout,,20,34
117,2,10:04.0,,C. Zeller enters the game for M. Williams,20,34
118,2,10:04.0,J. Nurkić enters the game for K. Faried,,20,34
119,2,10:04.0,W. Chandler enters the game for J. Hickson,,20,34
120,2,9:51.0,W. Chandler makes 2-pt jump shot from 8 ft (assist by N. Robinson),,22,34
121,2,9:32.0,,C. Zeller misses 2-pt jump shot from 3 ft (block by W. Chandler),22,34
122,2,9:30.0,Defensive rebound by W. Chandler,,22,34
123,2,9:28.0,Turnover by N. Robinson (bad pass),,22,34
124,2,9:28.0,,M. Williams enters the game for C. Zeller,22,34
125,2,9:12.0,,A. Jefferson makes 2-pt hook shot from 9 ft,22,36
126,2,8:51.0,J. Nurkić misses 2-pt layup from 1 ft (block by P. Hairston),,22,36
127,2,8:49.0,,Defensive rebound by A. Jefferson,22,36
128,2,8:40.0,,G. Neal misses 2-pt jump shot from 19 ft,22,36
129,2,8:38.0,,Offensive rebound by M. Williams,22,36
130,2,8:38.0,,M. Williams makes 2-pt tip-in at rim,22,38
131,2,8:18.0,N. Robinson makes 2-pt jump shot from 11 ft,,24,38
132,2,8:03.0,,B. Roberts misses 2-pt jump shot from 18 ft,24,38
133,2,8:01.0,Defensive rebound by W. Chandler,,24,38
134,2,7:52.0,N. Robinson misses 2-pt layup from 1 ft,,24,38
135,2,7:50.0,Offensive rebound by J. Nurkić,,24,38
136,2,7:48.0,Turnover by J. Nurkić (lost ball; steal by P. Hairston),,24,38
137,2,7:43.0,,P. Hairston makes 3-pt jump shot from 25 ft,24,41
138,2,7:17.0,N. Robinson misses 2-pt jump shot from 8 ft,,24,41
139,2,7:16.0,,Defensive rebound by P. Hairston,24,41
140,2,7:15.0,,Personal foul by N. Robinson (drawn by B. Roberts),24,41
141,2,7:15.0,T. Lawson enters the game for N. Robinson,,24,41
142,2,7:06.0,,Turnover by B. Roberts (lost ball; steal by J. Nurkić),24,41
143,2,7:04.0,Shooting foul by B. Roberts (drawn by J. Nurkić),,24,41
144,2,7:04.0,J. Nurkić makes free throw 1 of 2,,25,41
145,2,7:04.0,J. Nurkić makes free throw 2 of 2,,26,41
146,2,6:55.0,,Personal foul by J. Nurkić (drawn by G. Neal),26,41
147,2,6:55.0,,K. Walker enters the game for B. Roberts,26,41
148,2,6:55.0,,M. Kidd-Gilchrist enters the game for P. Hairston,26,41
149,2,6:45.0,,A. Jefferson misses 2-pt hook shot from 8 ft,26,41
150,2,6:41.0,Defensive rebound by J. Nurkić,,26,41
151,2,6:35.0,T. Lawson makes 2-pt layup from 1 ft,,28,41
152,2,6:14.0,,Shooting foul by A. Gee (drawn by A. Jefferson),28,41
153,2,6:14.0,,A. Jefferson misses free throw 1 of 2,28,41
154,2,6:14.0,,Offensive rebound by Team,28,41
155,2,6:14.0,,A. Jefferson makes free throw 2 of 2,28,42
156,2,6:05.0,Turnover by J. Nurkić (lost ball),,28,42
157,2,5:44.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Neal),28,45
158,2,5:26.0,J. Nurkić misses 2-pt layup from 2 ft,,28,45
159,2,5:25.0,,Defensive rebound by G. Neal,28,45
160,2,5:10.0,,A. Jefferson makes 2-pt layup from 1 ft,28,47
161,2,4:55.0,T. Lawson makes 2-pt jump shot from 16 ft,,30,47
162,2,4:34.0,,Personal foul by W. Chandler (drawn by K. Walker),30,47
163,2,4:34.0,Official timeout,,30,47
164,2,4:34.0,K. Faried enters the game for W. Chandler,,30,47
165,2,4:34.0,T. Mozgov enters the game for A. Gee,,30,47
166,2,4:34.0,G. Harris enters the game for J. Nurkić,,30,47
167,2,4:34.0,,G. Henderson enters the game for G. Neal,30,47
168,2,4:34.0,,K. Walker makes free throw 1 of 2,30,48
169,2,4:34.0,,K. Walker makes free throw 2 of 2,30,49
170,2,4:22.0,T. Mozgov misses 2-pt jump shot from 17 ft,,30,49
171,2,4:21.0,,Defensive rebound by A. Jefferson,30,49
172,2,4:16.0,,Shooting foul by G. Harris (drawn by K. Walker),30,49
173,2,4:16.0,,K. Walker makes free throw 1 of 2,30,50
174,2,4:16.0,,C. Zeller enters the game for M. Williams,30,50
175,2,4:16.0,,K. Walker makes free throw 2 of 2,30,51
176,2,3:56.0,T. Lawson misses 2-pt layup from 1 ft (block by C. Zeller),,30,51
177,2,3:55.0,Offensive rebound by K. Faried,,30,51
178,2,3:55.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Faried),,30,51
179,2,3:55.0,K. Faried makes free throw 1 of 2,,31,51
180,2,3:55.0,K. Faried makes free throw 2 of 2,,32,51
181,2,3:34.0,,K. Walker makes 2-pt layup at rim (assist by A. Jefferson),32,53
182,2,3:15.0,G. Harris misses 3-pt jump shot from 23 ft,,32,53
183,2,3:14.0,Offensive rebound by Team,,32,53
184,2,3:12.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Afflalo),,32,53
185,2,3:12.0,A. Afflalo misses free throw 1 of 2,,32,53
186,2,3:12.0,Offensive rebound by Team,,32,53
187,2,3:12.0,,G. Neal enters the game for M. Kidd-Gilchrist,32,53
188,2,3:12.0,A. Afflalo makes free throw 2 of 2,,33,53
189,2,2:58.0,,A. Jefferson makes 2-pt jump shot from 16 ft,33,55
190,2,2:51.0,Personal foul by A. Jefferson (drawn by T. Mozgov),,33,55
191,2,2:51.0,,Charlotte full timeout,33,55
192,2,2:43.0,G. Harris misses 3-pt jump shot from 26 ft,,33,55
193,2,2:42.0,,Defensive rebound by A. Jefferson,33,55
194,2,2:25.0,,Shooting foul by T. Mozgov (drawn by A. Jefferson),33,55
195,2,2:25.0,,A. Jefferson makes free throw 1 of 2,33,56
196,2,2:25.0,,A. Jefferson misses free throw 2 of 2,33,56
197,2,2:23.0,Defensive rebound by K. Faried,,33,56
198,2,2:12.0,T. Lawson makes 2-pt layup from 1 ft,,35,56
199,2,1:59.0,,A. Jefferson makes 2-pt hook shot from 9 ft (assist by K. Walker),35,58
200,2,1:44.0,A. Afflalo misses 2-pt jump shot from 19 ft,,35,58
201,2,1:43.0,,Defensive rebound by A. Jefferson,35,58
