,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
0,1,11:59.0,,Violation by Team (jump ball),0,0
1,1,11:45.0,Turnover by A. Bradley (lost ball; steal by D. Waiters),,0,0
2,1,11:40.0,,A. Roberson misses 2-pt layup at rim (block by A. Bradley),0,0
3,1,11:39.0,,Offensive rebound by E. Freedom,0,0
4,1,11:39.0,,E. Freedom makes 2-pt layup from 1 ft,0,2
5,1,11:24.0,T. Zeller makes 2-pt jump shot from 17 ft (assist by E. Turner),,2,2
6,1,11:07.0,,E. Freedom makes 2-pt layup from 1 ft (assist by D. Waiters),2,4
7,1,10:44.0,B. Bass misses 2-pt jump shot from 14 ft,,2,4
8,1,10:43.0,Offensive rebound by M. Smart,,2,4
9,1,10:43.0,M. Smart misses 2-pt tip-in from 3 ft,,2,4
10,1,10:41.0,,Defensive rebound by E. Freedom,2,4
11,1,10:35.0,,D. Waiters makes 2-pt jump shot from 15 ft (assist by R. Westbrook),2,6
12,1,10:29.0,Turnover by T. Zeller (lost ball),,2,6
13,1,10:15.0,,Turnover by R. Westbrook (bad pass; steal by E. Turner),2,6
14,1,10:10.0,E. Turner makes 2-pt dunk at rim,,4,6
15,1,9:51.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),4,8
16,1,9:35.0,A. Bradley makes 2-pt jump shot from 18 ft (assist by B. Bass),,6,8
17,1,9:19.0,,Turnover by R. Westbrook (traveling),6,8
18,1,9:09.0,T. Zeller makes 2-pt hook shot from 4 ft,,8,8
19,1,8:51.0,,R. Westbrook misses 2-pt jump shot from 4 ft,8,8
20,1,8:50.0,,Offensive rebound by E. Freedom,8,8
21,1,8:50.0,,E. Freedom misses 2-pt tip-in from 2 ft,8,8
22,1,8:49.0,Defensive rebound by E. Turner,,8,8
23,1,8:44.0,M. Smart misses 3-pt jump shot from 24 ft,,8,8
24,1,8:43.0,,Defensive rebound by A. Roberson,8,8
25,1,8:37.0,,Personal foul by A. Bradley (drawn by R. Westbrook),8,8
26,1,8:29.0,,Turnover by R. Westbrook (bad pass; steal by M. Smart),8,8
27,1,8:20.0,A. Bradley makes 2-pt jump shot from 18 ft,,10,8
28,1,7:59.0,,R. Westbrook makes 2-pt jump shot from 17 ft,10,10
29,1,7:49.0,Personal foul by A. Roberson (drawn by E. Turner),,10,10
30,1,7:38.0,Turnover by A. Bradley (bad pass; steal by S. Adams),,10,10
31,1,7:33.0,,D. Waiters misses 2-pt layup from 1 ft (block by M. Smart),10,10
32,1,7:32.0,Defensive rebound by Team,,10,10
33,1,7:08.0,T. Zeller makes 2-pt layup at rim,,12,10
34,1,6:54.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),12,12
35,1,6:54.0,,Shooting foul by E. Turner (drawn by S. Adams),12,12
36,1,6:54.0,,S. Adams misses free throw 1 of 1,12,12
37,1,6:53.0,,Offensive rebound by E. Freedom,12,12
38,1,6:52.0,,E. Freedom makes 2-pt layup from 1 ft,12,14
39,1,6:48.0,Personal foul by A. Roberson (drawn by E. Turner),,12,14
40,1,6:35.0,T. Zeller makes 2-pt layup from 1 ft (assist by E. Turner),,14,14
41,1,6:19.0,,D. Waiters makes 2-pt layup from 1 ft,14,16
42,1,6:07.0,B. Bass makes 2-pt jump shot from 19 ft (assist by E. Turner),,16,16
43,1,5:53.0,,R. Westbrook misses 2-pt jump shot from 15 ft,16,16
44,1,5:52.0,,Offensive rebound by Team,16,16
45,1,5:50.0,,Oklahoma City full timeout,16,16
46,1,5:50.0,J. Crowder enters the game for M. Smart,,16,16
47,1,5:36.0,,R. Westbrook misses 2-pt jump shot from 15 ft,16,16
48,1,5:35.0,Defensive rebound by B. Bass,,16,16
49,1,5:24.0,Turnover by E. Turner (lost ball; steal by R. Westbrook),,16,16
50,1,5:21.0,,E. Freedom makes 2-pt dunk at rim,16,18
51,1,5:02.0,Turnover by E. Turner (lost ball; steal by R. Westbrook),,16,18
52,1,4:40.0,,D. Waiters misses 3-pt jump shot from 22 ft,16,18
53,1,4:39.0,Defensive rebound by B. Bass,,16,18
54,1,4:26.0,B. Bass makes 2-pt layup at rim (assist by T. Zeller),,18,18
55,1,3:59.0,,D. Waiters makes 2-pt jump shot from 18 ft (assist by E. Freedom),18,20
56,1,3:43.0,A. Bradley misses 2-pt jump shot from 17 ft,,18,20
57,1,3:42.0,Offensive rebound by J. Crowder,,18,20
58,1,3:31.0,E. Turner misses 2-pt jump shot from 6 ft,,18,20
59,1,3:30.0,,Defensive rebound by E. Freedom,18,20
60,1,3:22.0,,R. Westbrook misses 2-pt jump shot from 17 ft,18,20
61,1,3:21.0,Defensive rebound by E. Turner,,18,20
62,1,3:11.0,J. Crowder misses 2-pt jump shot from 15 ft,,18,20
63,1,3:10.0,,Defensive rebound by S. Adams,18,20
64,1,2:48.0,,R. Westbrook misses 3-pt jump shot from 24 ft,18,20
65,1,2:47.0,Defensive rebound by J. Crowder,,18,20
66,1,2:37.0,Turnover by J. Crowder (bad pass),,18,20
67,1,2:37.0,Boston full timeout,,18,20
68,1,2:37.0,,A. Morrow enters the game for S. Adams,18,20
69,1,2:37.0,,N. Collison enters the game for A. Roberson,18,20
70,1,2:37.0,K. Olynyk enters the game for T. Zeller,,18,20
71,1,2:37.0,L. Datome enters the game for A. Bradley,,18,20
72,1,2:16.0,,A. Morrow makes 3-pt jump shot from 22 ft (assist by D. Waiters),18,23
73,1,1:50.0,E. Turner makes 2-pt jump shot from 13 ft,,20,23
74,1,1:39.0,,Shooting foul by K. Olynyk (drawn by R. Westbrook),20,23
75,1,1:39.0,,R. Westbrook makes free throw 1 of 2,20,24
76,1,1:39.0,,M. McGary enters the game for E. Freedom,20,24
77,1,1:39.0,,R. Westbrook makes free throw 2 of 2,20,25
78,1,1:26.0,L. Datome misses 3-pt jump shot from 23 ft,,20,25
79,1,1:25.0,,Defensive rebound by R. Westbrook,20,25
80,1,1:17.0,,Turnover by R. Westbrook (lost ball; steal by J. Crowder),20,25
81,1,1:14.0,J. Crowder makes 2-pt dunk at rim,,22,25
82,1,0:58.0,,Shooting foul by K. Olynyk (drawn by A. Morrow),22,25
83,1,0:58.0,,A. Morrow makes free throw 1 of 2,22,26
84,1,0:58.0,P. Pressey enters the game for B. Bass,,22,26
85,1,0:58.0,,D. Augustin enters the game for D. Waiters,22,26
86,1,0:58.0,,A. Morrow makes free throw 2 of 2,22,27
87,1,0:36.0,K. Olynyk makes 2-pt layup from 1 ft (assist by E. Turner),,24,27
88,1,0:32.0,,R. Westbrook misses 3-pt jump shot from 24 ft,24,27
89,1,0:31.0,Defensive rebound by P. Pressey,,24,27
90,1,0:14.0,P. Pressey misses 2-pt jump shot from 1 ft,,24,27
91,1,0:13.0,,Defensive rebound by N. Collison,24,27
92,1,0:03.0,,Shooting foul by P. Pressey (drawn by R. Westbrook),24,27
93,1,0:03.0,,R. Westbrook makes free throw 1 of 2,24,28
94,1,0:03.0,,D. Waiters enters the game for M. McGary,24,28
95,1,0:03.0,,R. Westbrook misses free throw 2 of 2,24,28
96,1,0:03.0,Defensive rebound by J. Crowder,,24,28
97,2,11:41.0,,Turnover by D. Augustin (bad pass; steal by K. Olynyk),24,28
98,2,11:20.0,Personal foul by M. McGary (drawn by K. Olynyk),,24,28
99,2,11:20.0,J. Jerebko enters the game for L. Datome,,24,28
100,2,11:18.0,Personal foul by N. Collison (drawn by J. Crowder),,24,28
101,2,11:17.0,Turnover by J. Crowder (bad pass; steal by M. McGary),,24,28
102,2,11:14.0,,M. McGary makes 2-pt dunk at rim,24,30
103,2,10:57.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Crowder),,27,30
104,2,10:36.0,,M. McGary makes 2-pt jump shot from 14 ft (assist by D. Augustin),27,32
105,2,10:20.0,Personal foul by M. McGary (drawn by K. Olynyk),,27,32
106,2,10:14.0,P. Pressey misses 3-pt jump shot from 24 ft,,27,32
107,2,10:13.0,,Defensive rebound by M. McGary,27,32
108,2,10:01.0,,S. Novak misses 3-pt jump shot from 22 ft,27,32
109,2,10:00.0,Defensive rebound by J. Jerebko,,27,32
110,2,9:50.0,P. Pressey misses 3-pt jump shot from 24 ft,,27,32
111,2,9:49.0,,Defensive rebound by N. Collison,27,32
112,2,9:36.0,,A. Morrow misses 2-pt layup from 2 ft (block by M. Smart),27,32
113,2,9:33.0,Defensive rebound by M. Smart,,27,32
114,2,9:30.0,J. Crowder makes 2-pt dunk at rim (assist by M. Smart),,29,32
115,2,9:14.0,,N. Collison misses 2-pt jump shot from 20 ft,29,32
116,2,9:13.0,Defensive rebound by J. Jerebko,,29,32
117,2,9:08.0,Turnover by P. Pressey (bad pass),,29,32
118,2,9:04.0,,Personal foul by P. Pressey (drawn by D. Augustin),29,32
119,2,8:57.0,,D. Augustin makes 2-pt jump shot from 11 ft,29,34
120,2,8:41.0,K. Olynyk misses 2-pt layup from 2 ft (block by S. Novak),,29,34
121,2,8:39.0,Offensive rebound by P. Pressey,,29,34
122,2,8:35.0,,Offensive charge foul by P. Pressey (drawn by N. Collison),29,34
123,2,8:35.0,Turnover by P. Pressey (offensive foul),,29,34
124,2,8:35.0,Official timeout,,29,34
125,2,8:19.0,,D. Augustin makes 2-pt jump shot from 17 ft,29,36
126,2,8:03.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Crowder),,32,36
127,2,7:44.0,,Offensive foul by M. McGary (drawn by M. Smart),32,36
128,2,7:44.0,,Turnover by M. McGary (offensive foul),32,36
129,2,7:44.0,A. Bradley enters the game for P. Pressey,,32,36
130,2,7:44.0,,R. Westbrook enters the game for A. Morrow,32,36
131,2,7:35.0,K. Olynyk makes 3-pt jump shot from 24 ft (assist by J. Crowder),,35,36
132,2,7:34.0,,Oklahoma City full timeout,35,36
133,2,7:34.0,,S. Adams enters the game for M. McGary,35,36
134,2,7:21.0,,S. Novak makes 2-pt jump shot from 23 ft (assist by R. Westbrook),35,38
135,2,6:56.0,M. Smart misses 3-pt jump shot from 22 ft,,35,38
136,2,6:54.0,Offensive rebound by J. Crowder,,35,38
137,2,6:54.0,J. Crowder misses 2-pt tip-in from 1 ft,,35,38
138,2,6:54.0,,Defensive rebound by Team,35,38
139,2,6:42.0,,S. Novak misses 3-pt jump shot from 22 ft,35,38
140,2,6:41.0,Defensive rebound by J. Jerebko,,35,38
141,2,6:28.0,,Offensive charge foul by M. Smart (drawn by R. Westbrook),35,38
