,QUARTER,TIME_REMAINING,HOUSTON_ACTION,TORONTO_ACTION,HOUSTON_SCORE,TORONTO_SCORE
385,4,7:41.0,,J. Valančiūnas misses 2-pt layup from 1 ft,83,83
386,4,7:39.0,Defensive rebound by C. Capela,,83,83
387,4,7:30.0,C. Capela makes 2-pt dunk at rim (assist by P. Prigioni),,85,83
388,4,7:30.0,Shooting foul by L. Williams (drawn by C. Capela),,85,83
389,4,7:30.0,J. Harden enters the game for C. Brewer,,85,83
390,4,7:30.0,C. Capela misses free throw 1 of 1,,85,83
391,4,7:29.0,Offensive rebound by N. Johnson,,85,83
392,4,7:25.0,N. Johnson misses 2-pt dunk from 2 ft (block by J. Valančiūnas),,85,83
393,4,7:24.0,,Defensive rebound by A. Johnson,85,83
394,4,7:11.0,,G. Vásquez misses 3-pt jump shot from 23 ft,85,83
395,4,7:10.0,Defensive rebound by C. Capela,,85,83
396,4,6:52.0,J. Harden misses 2-pt layup from 2 ft (block by D. DeRozan),,85,83
397,4,6:51.0,Offensive rebound by C. Capela,,85,83
398,4,6:48.0,Turnover by C. Capela (lost ball; steal by L. Williams),,85,83
399,4,6:45.0,,A. Johnson makes 2-pt layup from 1 ft (assist by L. Williams),85,85
400,4,6:39.0,Houston full timeout,,85,85
401,4,6:39.0,J. Smith enters the game for C. Capela,,85,85
402,4,6:24.0,J. Smith misses 2-pt hook shot from 4 ft,,85,85
403,4,6:22.0,,Defensive rebound by G. Vásquez,85,85
404,4,6:09.0,,Personal foul by J. Harden (drawn by D. DeRozan),85,85
405,4,6:09.0,,D. DeRozan makes free throw 1 of 2,85,86
406,4,6:09.0,J. Terry enters the game for P. Prigioni,,85,86
407,4,6:09.0,,P. Patterson enters the game for J. Valančiūnas,85,86
408,4,6:09.0,,D. DeRozan makes free throw 2 of 2,85,87
409,4,5:52.0,Turnover by T. Ariza (bad pass; steal by G. Vásquez),,85,87
410,4,5:34.0,,Turnover by D. DeRozan (lost ball; steal by J. Smith),85,87
411,4,5:30.0,Shooting foul by P. Patterson (drawn by J. Harden),,85,87
412,4,5:30.0,J. Harden misses free throw 1 of 2,,85,87
413,4,5:30.0,Offensive rebound by Team,,85,87
414,4,5:30.0,C. Brewer enters the game for N. Johnson,,85,87
415,4,5:30.0,J. Harden makes free throw 2 of 2,,86,87
416,4,5:16.0,,D. DeRozan misses 2-pt jump shot from 17 ft,86,87
417,4,5:15.0,,Offensive rebound by A. Johnson,86,87
418,4,5:10.0,,A. Johnson makes 2-pt layup from 2 ft (assist by L. Williams),86,89
419,4,4:58.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,89,89
420,4,4:35.0,,G. Vásquez misses 3-pt jump shot from 26 ft,89,89
421,4,4:34.0,Defensive rebound by T. Ariza,,89,89
422,4,4:21.0,J. Smith makes 2-pt dunk at rim (assist by J. Harden),,91,89
423,4,4:16.0,,Toronto full timeout,91,89
424,4,4:16.0,,T. Ross enters the game for G. Vásquez,91,89
425,4,4:06.0,Violation by C. Brewer (kicked ball),,91,89
426,4,3:58.0,,D. DeRozan misses 2-pt jump shot from 4 ft,91,89
427,4,3:57.0,Defensive rebound by C. Brewer,,91,89
428,4,3:55.0,Turnover by C. Brewer (bad pass; steal by P. Patterson),,91,89
429,4,3:48.0,,D. DeRozan makes 3-pt jump shot from 23 ft (assist by L. Williams),91,92
430,4,3:28.0,T. Ariza misses 3-pt jump shot from 26 ft,,91,92
431,4,3:27.0,,Defensive rebound by T. Ross,91,92
432,4,3:08.0,,L. Williams misses 3-pt jump shot from 26 ft,91,92
433,4,3:07.0,,Offensive rebound by A. Johnson,91,92
434,4,3:04.0,,A. Johnson misses 2-pt layup from 1 ft (block by T. Ariza),91,92
435,4,3:03.0,,Offensive rebound by A. Johnson,91,92
436,4,3:00.0,,A. Johnson misses 2-pt tip-in at rim,91,92
437,4,2:59.0,Defensive rebound by T. Ariza,,91,92
438,4,2:55.0,J. Harden makes 2-pt dunk at rim (assist by T. Ariza),,93,92
439,4,2:36.0,,Shooting foul by J. Terry (drawn by D. DeRozan),93,92
440,4,2:36.0,,D. DeRozan misses free throw 1 of 2,93,92
441,4,2:36.0,,Offensive rebound by Team,93,92
442,4,2:36.0,,D. DeRozan makes free throw 2 of 2,93,93
443,4,2:12.0,J. Harden misses 3-pt jump shot from 25 ft,,93,93
444,4,2:11.0,,Defensive rebound by P. Patterson,93,93
445,4,1:56.0,,D. DeRozan misses 2-pt layup from 3 ft,93,93
446,4,1:55.0,,Offensive rebound by A. Johnson,93,93
447,4,1:54.0,,A. Johnson makes 2-pt layup from 2 ft,93,95
448,4,1:54.0,Houston full timeout,,93,95
449,4,1:44.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,96,95
450,4,1:27.0,,D. DeRozan makes 2-pt jump shot from 2 ft (assist by L. Williams),96,97
451,4,1:07.0,T. Ariza misses 2-pt hook shot from 4 ft,,96,97
452,4,1:07.0,,Defensive rebound by D. DeRozan,96,97
453,4,0:45.0,,Shooting foul by J. Harden (drawn by D. DeRozan),96,97
454,4,0:45.0,,D. DeRozan misses free throw 1 of 2,96,97
455,4,0:45.0,,Offensive rebound by Team,96,97
456,4,0:45.0,J. Dorsey enters the game for J. Terry,,96,97
457,4,0:45.0,,D. DeRozan misses free throw 2 of 2,96,97
458,4,0:45.0,,Offensive rebound by A. Johnson,96,97
459,4,0:37.0,,Toronto full timeout,96,97
460,4,0:37.0,J. Terry enters the game for J. Dorsey,,96,97
461,4,0:37.0,,Toronto full timeout,96,97
462,4,0:37.0,,G. Vásquez enters the game for T. Ross,96,97
463,4,0:19.0,,D. DeRozan makes 2-pt jump shot from 17 ft,96,99
464,4,0:18.0,Houston full timeout,,96,99
465,4,0:18.0,,J. Johnson enters the game for G. Vásquez,96,99
466,4,0:18.0,,T. Ross enters the game for P. Patterson,96,99
467,4,0:04.0,T. Ariza misses 3-pt jump shot from 27 ft,,96,99
468,4,0:03.0,Offensive rebound by J. Smith,,96,99
469,4,0:00.0,T. Ariza misses 3-pt jump shot from 25 ft,,96,99
470,4,0:00.0,Offensive rebound by Team,,96,99
