,QUARTER,TIME_REMAINING,DALLAS_ACTION,HOUSTON_ACTION,DALLAS_SCORE,HOUSTON_SCORE
41,1,6:00.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by D. Nowitzki),,20,19
42,1,5:53.0,,Houston full timeout,20,19
43,1,5:53.0,A. Aminu enters the game for D. Nowitzki,,20,19
44,1,5:53.0,,J. Dorsey enters the game for T. Black,20,19
45,1,5:42.0,,Shooting foul by C. Parsons (drawn by J. Harden),20,19
46,1,5:42.0,,J. Harden makes free throw 1 of 2,20,20
47,1,5:42.0,,K. Papanikolaou enters the game for D. Motiejūnas,20,20
48,1,5:42.0,,J. Harden misses free throw 2 of 2,20,20
49,1,5:42.0,Defensive rebound by T. Chandler,,20,20
50,1,5:20.0,C. Parsons misses 2-pt jump shot from 7 ft,,20,20
51,1,5:19.0,,Defensive rebound by J. Harden,20,20
52,1,5:03.0,,K. Papanikolaou misses 2-pt layup at rim,20,20
53,1,5:02.0,Defensive rebound by T. Chandler,,20,20
54,1,4:55.0,Shooting foul by K. Papanikolaou (drawn by T. Chandler),,20,20
55,1,4:55.0,T. Chandler makes 2-pt layup at rim (assist by M. Ellis),,22,20
56,1,4:55.0,T. Chandler makes free throw 1 of 1,,23,20
57,1,4:31.0,,T. Ariza misses 3-pt jump shot from 24 ft,23,20
58,1,4:30.0,Defensive rebound by C. Parsons,,23,20
59,1,4:17.0,T. Chandler misses 2-pt layup from 1 ft,,23,20
60,1,4:16.0,,Defensive rebound by P. Beverley,23,20
61,1,4:11.0,,P. Beverley misses 2-pt layup at rim,23,20
62,1,4:10.0,,Offensive rebound by J. Harden,23,20
63,1,4:10.0,,J. Harden makes 2-pt layup at rim,23,22
64,1,3:55.0,M. Ellis misses 2-pt jump shot from 5 ft,,23,22
65,1,3:54.0,,Defensive rebound by K. Papanikolaou,23,22
66,1,3:47.0,,J. Harden misses 3-pt jump shot from 24 ft,23,22
67,1,3:46.0,Defensive rebound by C. Parsons,,23,22
68,1,3:41.0,J. Nelson misses 2-pt layup at rim,,23,22
69,1,3:41.0,Offensive rebound by Team,,23,22
70,1,3:41.0,,Loose ball foul by T. Ariza (drawn by A. Aminu),23,22
71,1,3:41.0,,J. Terry enters the game for P. Beverley,23,22
72,1,3:41.0,B. Wright enters the game for T. Chandler,,23,22
73,1,3:32.0,M. Ellis makes 2-pt jump shot from 16 ft,,25,22
74,1,3:18.0,,T. Ariza misses 2-pt layup from 1 ft,25,22
75,1,3:17.0,Defensive rebound by B. Wright,,25,22
76,1,3:10.0,M. Ellis misses 3-pt jump shot from 24 ft,,25,22
77,1,3:09.0,,Defensive rebound by T. Ariza,25,22
78,1,2:48.0,,J. Harden makes 3-pt jump shot from 24 ft,25,25
79,1,2:35.0,D. Harris enters the game for J. Nelson,,25,25
80,1,2:35.0,,F. García enters the game for T. Ariza,25,25
81,1,2:20.0,M. Ellis misses 2-pt layup at rim,,25,25
82,1,2:20.0,Offensive rebound by Team,,25,25
83,1,2:20.0,Turnover by Team (shot clock),,25,25
84,1,2:01.0,,J. Terry misses 3-pt jump shot from 24 ft,25,25
85,1,1:59.0,,Offensive rebound by J. Terry,25,25
86,1,1:56.0,,J. Terry misses 3-pt jump shot from 24 ft,25,25
87,1,1:55.0,Defensive rebound by B. Wright,,25,25
88,1,1:36.0,A. Aminu makes 2-pt jump shot from 13 ft,,27,25
89,1,1:18.0,,J. Harden misses 3-pt jump shot from 24 ft,27,25
90,1,1:16.0,,Offensive rebound by J. Terry,27,25
91,1,1:13.0,,J. Terry makes 2-pt jump shot from 13 ft,27,27
92,1,0:58.0,A. Aminu misses 3-pt jump shot from 24 ft,,27,27
93,1,0:57.0,Offensive rebound by M. Ellis,,27,27
94,1,0:53.0,D. Harris misses 3-pt jump shot from 25 ft,,27,27
95,1,0:52.0,,Defensive rebound by K. Papanikolaou,27,27
96,1,0:30.0,,J. Harden misses 2-pt layup at rim,27,27
97,1,0:29.0,,Offensive rebound by J. Dorsey,27,27
98,1,0:29.0,,J. Dorsey makes 2-pt dunk at rim,27,29
99,1,0:10.0,C. Parsons misses 3-pt jump shot from 24 ft,,27,29
100,1,0:09.0,Offensive rebound by B. Wright,,27,29
101,1,0:09.0,B. Wright makes 2-pt dunk at rim,,29,29
102,1,0:01.0,,J. Terry misses 2-pt layup at rim,29,29
103,1,0:01.0,Defensive rebound by Team,,29,29
104,1,0:01.0,,Loose ball foul by J. Dorsey (drawn by C. Parsons),29,29
105,1,0:01.0,C. Parsons misses free throw 1 of 2,,29,29
106,1,0:01.0,Offensive rebound by Team,,29,29
107,1,0:01.0,C. Parsons misses free throw 2 of 2,,29,29
108,1,0:01.0,,Defensive rebound by J. Harden,29,29
109,2,11:49.0,,Personal foul by D. Nowitzki (drawn by F. García),29,29
110,2,11:41.0,,Turnover by J. Terry (bad pass; steal by A. Aminu),29,29
111,2,11:35.0,A. Aminu misses 2-pt layup at rim,,29,29
112,2,11:34.0,,Defensive rebound by D. Motiejūnas,29,29
113,2,11:28.0,,K. Papanikolaou makes 3-pt jump shot from 23 ft (assist by J. Terry),29,32
114,2,11:13.0,Personal foul by P. Beverley (drawn by J. Barea),,29,32
115,2,11:01.0,D. Harris misses 2-pt jump shot from 8 ft,,29,32
116,2,11:00.0,,Defensive rebound by D. Motiejūnas,29,32
117,2,10:43.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by K. Papanikolaou),29,34
118,2,10:32.0,Shooting foul by D. Motiejūnas (drawn by B. Wright),,29,34
119,2,10:32.0,B. Wright makes free throw 1 of 2,,30,34
120,2,10:32.0,B. Wright makes free throw 2 of 2,,31,34
121,2,10:17.0,,K. Papanikolaou makes 3-pt jump shot from 23 ft (assist by J. Terry),31,37
122,2,9:59.0,D. Nowitzki misses 2-pt jump shot from 16 ft,,31,37
123,2,9:57.0,Offensive rebound by B. Wright,,31,37
124,2,9:47.0,A. Aminu misses 3-pt jump shot from 24 ft,,31,37
125,2,9:46.0,,Defensive rebound by D. Motiejūnas,31,37
126,2,9:35.0,,F. García misses 2-pt jump shot from 3 ft (block by B. Wright),31,37
127,2,9:34.0,Defensive rebound by D. Nowitzki,,31,37
128,2,9:30.0,J. Barea misses 2-pt layup from 2 ft,,31,37
129,2,9:28.0,Offensive rebound by D. Nowitzki,,31,37
130,2,9:28.0,D. Nowitzki makes 2-pt layup from 1 ft,,33,37
131,2,9:22.0,,F. García makes 2-pt layup at rim (assist by P. Beverley),33,39
132,2,9:11.0,Violation by Team (delay of game),,33,39
133,2,9:07.0,B. Wright makes 2-pt dunk at rim,,35,39
134,2,8:53.0,,Turnover by J. Terry (bad pass; steal by D. Harris),35,39
135,2,8:48.0,,Offensive charge foul by A. Aminu (drawn by P. Beverley),35,39
136,2,8:48.0,Turnover by A. Aminu (offensive foul),,35,39
137,2,8:48.0,Official timeout,,35,39
138,2,8:35.0,,Turnover by D. Motiejūnas (3 sec),35,39
139,2,8:10.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,35,39
140,2,8:09.0,,Defensive rebound by D. Motiejūnas,35,39
141,2,8:04.0,,P. Beverley makes 3-pt jump shot from 24 ft (assist by D. Motiejūnas),35,42
142,2,7:48.0,Personal foul by P. Beverley (drawn by J. Barea),,35,42
143,2,7:36.0,B. Wright makes 2-pt dunk at rim,,37,42
144,2,7:20.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by J. Terry),37,45
145,2,6:59.0,D. Nowitzki makes 2-pt layup at rim,,39,45
146,2,6:51.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by F. García),39,48
147,2,6:44.0,Dallas full timeout,,39,48
148,2,6:44.0,T. Chandler enters the game for D. Nowitzki,,39,48
149,2,6:44.0,M. Ellis enters the game for A. Aminu,,39,48
150,2,6:44.0,J. Nelson enters the game for B. Wright,,39,48
151,2,6:44.0,C. Parsons enters the game for D. Harris,,39,48
152,2,6:44.0,R. Jefferson enters the game for J. Barea,,39,48
153,2,6:44.0,,T. Ariza enters the game for F. García,39,48
154,2,6:33.0,Offensive foul by T. Chandler (drawn by P. Beverley),,39,48
155,2,6:33.0,Turnover by T. Chandler (offensive foul),,39,48
156,2,6:16.0,,P. Beverley misses 3-pt jump shot from 24 ft,39,48
157,2,6:15.0,Defensive rebound by R. Jefferson,,39,48
158,2,5:56.0,J. Nelson misses 3-pt jump shot from 23 ft,,39,48
159,2,5:55.0,,Defensive rebound by P. Beverley,39,48
160,2,5:43.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by K. Papanikolaou),39,51
161,2,5:24.0,Personal foul by P. Beverley (drawn by M. Ellis),,39,51
162,2,5:24.0,,J. Harden enters the game for P. Beverley,39,51
163,2,5:21.0,Offensive foul by J. Nelson (drawn by D. Motiejūnas),,39,51
164,2,5:21.0,Turnover by J. Nelson (offensive foul),,39,51
165,2,5:21.0,,I. Canaan enters the game for J. Terry,39,51
166,2,5:04.0,,Turnover by I. Canaan (traveling),39,51
167,2,4:52.0,M. Ellis makes 2-pt layup from 1 ft,,41,51
168,2,4:37.0,,Turnover by J. Harden (traveling),41,51
169,2,4:37.0,,Technical foul by J. Harden,41,51
170,2,4:37.0,Technical foul by T. Chandler,,41,51
171,2,4:26.0,Turnover by M. Ellis (lost ball; steal by I. Canaan),,41,51
172,2,4:22.0,,Shooting foul by R. Jefferson (drawn by J. Harden),41,51
173,2,4:22.0,,J. Harden makes free throw 1 of 2,41,52
174,2,4:22.0,,J. Harden makes free throw 2 of 2,41,53
175,2,4:09.0,Turnover by J. Nelson (bad pass; steal by J. Harden),,41,53
176,2,4:06.0,,Turnover by I. Canaan (bad pass; steal by R. Jefferson),41,53
177,2,3:58.0,Turnover by M. Ellis (bad pass; steal by K. Papanikolaou),,41,53
178,2,3:34.0,,T. Ariza misses 3-pt jump shot from 24 ft,41,53
179,2,3:33.0,Defensive rebound by T. Chandler,,41,53
180,2,3:16.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by M. Ellis),,44,53
181,2,2:50.0,,D. Motiejūnas misses 2-pt hook shot from 5 ft,44,53
182,2,2:49.0,Defensive rebound by M. Ellis,,44,53
183,2,2:34.0,Turnover by R. Jefferson (lost ball; steal by K. Papanikolaou),,44,53
184,2,2:34.0,,Personal foul by R. Jefferson (drawn by K. Papanikolaou),44,53
185,2,2:34.0,,Houston full timeout,44,53
186,2,2:34.0,,J. Terry enters the game for I. Canaan,44,53
187,2,2:34.0,D. Nowitzki enters the game for R. Jefferson,,44,53
188,2,2:24.0,,J. Terry misses 3-pt jump shot from 24 ft,44,53
189,2,2:22.0,Defensive rebound by J. Nelson,,44,53
190,2,2:11.0,Personal foul by K. Papanikolaou (drawn by D. Nowitzki),,44,53
191,2,2:11.0,D. Nowitzki makes free throw 1 of 2,,45,53
192,2,2:11.0,D. Nowitzki makes free throw 2 of 2,,46,53
193,2,1:58.0,,K. Papanikolaou misses 3-pt jump shot from 24 ft,46,53
194,2,1:56.0,Defensive rebound by J. Nelson,,46,53
195,2,1:47.0,C. Parsons misses 3-pt jump shot from 25 ft,,46,53
196,2,1:45.0,,Defensive rebound by T. Ariza,46,53
197,2,1:33.0,,J. Harden makes 2-pt jump shot from 14 ft,46,55
198,2,1:17.0,M. Ellis misses 2-pt layup from 1 ft,,46,55
199,2,1:14.0,Offensive rebound by T. Chandler,,46,55
200,2,1:14.0,T. Chandler makes 2-pt dunk at rim,,48,55
201,2,1:04.0,,Turnover by D. Motiejūnas (offensive foul),48,55
202,2,1:04.0,Offensive charge foul by D. Motiejūnas (drawn by J. Nelson),,48,55
203,2,0:55.0,Shooting foul by K. Papanikolaou (drawn by M. Ellis),,48,55
204,2,0:55.0,M. Ellis misses free throw 1 of 2,,48,55
205,2,0:55.0,Offensive rebound by Team,,48,55
206,2,0:55.0,,F. García enters the game for K. Papanikolaou,48,55
207,2,0:55.0,M. Ellis makes free throw 2 of 2,,49,55
208,2,0:37.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Terry),49,57
209,2,0:26.0,T. Chandler makes 2-pt dunk at rim (assist by J. Nelson),,51,57
210,2,0:01.0,,J. Harden makes 3-pt jump shot from 24 ft,51,60
211,3,11:42.0,,P. Beverley makes 3-pt jump shot from 22 ft (assist by J. Harden),51,63
212,3,11:23.0,J. Nelson misses 3-pt jump shot from 24 ft,,51,63
213,3,11:22.0,,Defensive rebound by D. Motiejūnas,51,63
214,3,11:15.0,,T. Ariza misses 3-pt jump shot from 24 ft,51,63
215,3,11:14.0,Defensive rebound by C. Parsons,,51,63
216,3,11:01.0,D. Nowitzki misses 2-pt layup at rim,,51,63
217,3,11:00.0,,Defensive rebound by D. Motiejūnas,51,63
218,3,10:51.0,,J. Harden misses 3-pt jump shot from 24 ft,51,63
219,3,10:50.0,Defensive rebound by T. Chandler,,51,63
220,3,10:38.0,C. Parsons misses 3-pt jump shot from 24 ft,,51,63
221,3,10:36.0,Offensive rebound by D. Nowitzki,,51,63
222,3,10:27.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,51,63
223,3,10:26.0,,Defensive rebound by T. Ariza,51,63
224,3,10:13.0,,Turnover by T. Black (bad pass; steal by M. Ellis),51,63
225,3,10:05.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,51,63
226,3,10:04.0,,Defensive rebound by T. Black,51,63
227,3,9:53.0,,Shooting foul by D. Nowitzki (drawn by T. Black),51,63
228,3,9:53.0,,T. Black misses free throw 1 of 2,51,63
229,3,9:53.0,,Offensive rebound by Team,51,63
230,3,9:53.0,,T. Black makes free throw 2 of 2,51,64
231,3,9:38.0,C. Parsons misses 3-pt jump shot from 24 ft,,51,64
232,3,9:36.0,,Defensive rebound by J. Harden,51,64
233,3,9:31.0,,Shooting foul by C. Parsons (drawn by J. Harden),51,64
234,3,9:31.0,,J. Harden makes free throw 1 of 2,51,65
235,3,9:31.0,,J. Harden makes free throw 2 of 2,51,66
236,3,9:14.0,D. Nowitzki makes 2-pt jump shot from 15 ft,,53,66
237,3,9:07.0,,Offensive foul by D. Motiejūnas (drawn by D. Nowitzki),53,66
238,3,9:07.0,,Turnover by D. Motiejūnas (offensive foul),53,66
239,3,9:07.0,,K. Papanikolaou enters the game for D. Motiejūnas,53,66
240,3,8:52.0,Turnover by C. Parsons (bad pass),,53,66
241,3,8:45.0,,P. Beverley misses 3-pt jump shot from 24 ft,53,66
242,3,8:43.0,Defensive rebound by M. Ellis,,53,66
243,3,8:35.0,Turnover by M. Ellis (palming),,53,66
244,3,8:16.0,,K. Papanikolaou misses 2-pt layup at rim (block by D. Nowitzki),53,66
245,3,8:15.0,Defensive rebound by D. Nowitzki,,53,66
246,3,8:01.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,53,66
247,3,8:00.0,Offensive rebound by Team,,53,66
248,3,8:00.0,,Loose ball foul by T. Black (drawn by T. Chandler),53,66
249,3,7:57.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,53,66
250,3,7:56.0,,Defensive rebound by T. Black,53,66
251,3,7:50.0,,Personal foul by M. Ellis (drawn by J. Harden),53,66
252,3,7:37.0,,Turnover by T. Black (3 sec),53,66
253,3,7:27.0,T. Chandler makes 2-pt dunk at rim (assist by J. Nelson),,55,66
254,3,7:15.0,,J. Harden misses 2-pt jump shot from 19 ft,55,66
255,3,7:13.0,Defensive rebound by Team,,55,66
256,3,7:00.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,55,66
257,3,6:59.0,,Defensive rebound by P. Beverley,55,66
258,3,6:47.0,,K. Papanikolaou misses 3-pt jump shot from 23 ft,55,66
259,3,6:46.0,,Offensive rebound by J. Harden,55,66
260,3,6:43.0,,T. Black makes 2-pt layup at rim,55,68
261,3,6:43.0,,J. Harden misses 2-pt layup at rim,55,68
262,3,6:43.0,,Offensive rebound by T. Black,55,68
263,3,6:42.0,Dallas full timeout,,55,68
264,3,6:42.0,D. Harris enters the game for C. Parsons,,55,68
265,3,6:22.0,D. Nowitzki misses 2-pt jump shot from 20 ft,,55,68
266,3,6:21.0,,Defensive rebound by K. Papanikolaou,55,68
267,3,6:04.0,,T. Ariza misses 3-pt jump shot from 25 ft,55,68
268,3,6:02.0,Defensive rebound by T. Chandler,,55,68
269,3,6:01.0,Turnover by T. Chandler (lost ball; steal by P. Beverley),,55,68
270,3,5:53.0,,T. Black misses 2-pt layup at rim,55,68
271,3,5:50.0,,Offensive rebound by T. Black,55,68
272,3,5:45.0,,T. Black misses 2-pt layup at rim,55,68
273,3,5:45.0,Defensive rebound by T. Chandler,,55,68
274,3,5:32.0,M. Ellis misses 2-pt layup at rim,,55,68
275,3,5:31.0,,Defensive rebound by T. Black,55,68
276,3,5:27.0,,Shooting foul by J. Nelson (drawn by J. Harden),55,68
277,3,5:27.0,,J. Harden makes free throw 1 of 2,55,69
278,3,5:27.0,,D. Motiejūnas enters the game for T. Ariza,55,69
279,3,5:27.0,,F. García enters the game for T. Black,55,69
280,3,5:27.0,C. Parsons enters the game for D. Nowitzki,,55,69
281,3,5:27.0,,J. Harden makes free throw 2 of 2,55,70
282,3,5:20.0,M. Ellis misses 2-pt jump shot from 20 ft,,55,70
283,3,5:18.0,,Defensive rebound by K. Papanikolaou,55,70
284,3,4:54.0,,P. Beverley misses 3-pt jump shot from 24 ft,55,70
285,3,4:53.0,,Offensive rebound by D. Motiejūnas,55,70
286,3,4:46.0,,F. García misses 3-pt jump shot from 24 ft,55,70
287,3,4:45.0,Defensive rebound by T. Chandler,,55,70
288,3,4:43.0,Offensive foul by D. Harris (drawn by P. Beverley),,55,70
289,3,4:43.0,Turnover by D. Harris (offensive foul),,55,70
290,3,4:43.0,B. Wright enters the game for T. Chandler,,55,70
291,3,4:24.0,,J. Harden makes 3-pt jump shot from 24 ft,55,73
292,3,4:08.0,J. Nelson misses 3-pt jump shot from 23 ft,,55,73
293,3,4:08.0,Offensive rebound by B. Wright,,55,73
294,3,3:55.0,C. Parsons makes 2-pt layup at rim (assist by M. Ellis),,57,73
295,3,3:55.0,Shooting foul by F. García (drawn by C. Parsons),,57,73
296,3,3:55.0,,J. Terry enters the game for P. Beverley,57,73
297,3,3:55.0,C. Parsons makes free throw 1 of 1,,58,73
298,3,3:39.0,,F. García misses 3-pt jump shot from 24 ft,58,73
299,3,3:37.0,Defensive rebound by C. Parsons,,58,73
300,3,3:30.0,M. Ellis misses 2-pt layup at rim,,58,73
301,3,3:28.0,,Defensive rebound by F. García,58,73
302,3,3:16.0,,F. García misses 3-pt jump shot from 24 ft,58,73
303,3,3:15.0,,Offensive rebound by Team,58,73
304,3,3:15.0,Loose ball foul by J. Nelson (drawn by D. Motiejūnas),,58,73
305,3,3:03.0,,K. Papanikolaou misses 3-pt jump shot from 23 ft,58,73
306,3,3:02.0,Defensive rebound by C. Parsons,,58,73
307,3,2:50.0,M. Ellis misses 3-pt jump shot from 22 ft,,58,73
308,3,2:49.0,,Defensive rebound by D. Motiejūnas,58,73
309,3,2:30.0,,J. Terry misses 3-pt jump shot from 23 ft,58,73
310,3,2:29.0,Defensive rebound by B. Wright,,58,73
311,3,2:18.0,D. Harris makes 3-pt jump shot from 23 ft (assist by J. Nelson),,61,73
312,3,1:52.0,,J. Harden misses 2-pt jump shot from 19 ft,61,73
313,3,1:51.0,Defensive rebound by C. Parsons,,61,73
314,3,1:38.0,M. Ellis misses 2-pt jump shot from 17 ft,,61,73
315,3,1:37.0,Offensive rebound by B. Wright,,61,73
316,3,1:33.0,D. Harris misses 3-pt jump shot from 22 ft,,61,73
317,3,1:31.0,Offensive rebound by M. Ellis,,61,73
318,3,1:31.0,M. Ellis makes 2-pt tip-in from 1 ft,,63,73
319,3,1:31.0,,Houston full timeout,63,73
320,3,1:31.0,,D. Motiejūnas makes free throw 1 of 2,63,74
321,3,1:31.0,,D. Motiejūnas makes free throw 2 of 2,63,75
322,3,1:10.0,,D. Motiejūnas misses 3-pt jump shot from 26 ft,63,75
323,3,1:10.0,,Offensive rebound by J. Harden,63,75
324,3,1:01.0,,D. Motiejūnas makes 2-pt layup at rim (assist by J. Terry),63,77
325,3,0:50.0,B. Wright makes 2-pt hook shot from 6 ft,,65,77
326,3,0:30.0,,J. Harden misses 3-pt jump shot from 25 ft,65,77
327,3,0:28.0,Defensive rebound by B. Wright,,65,77
328,3,0:03.0,M. Ellis makes 3-pt jump shot from 24 ft (assist by J. Nelson),,68,77
329,3,0:00.0,,F. García misses 3-pt jump shot from 23 ft,68,77
330,3,0:00.0,,Offensive rebound by Team,68,77
331,4,11:36.0,Turnover by Team (shot clock),,68,77
332,4,11:22.0,,Turnover by T. Ariza (lost ball),68,77
333,4,11:11.0,B. Wright makes 2-pt layup from 1 ft (assist by J. Barea),,70,77
334,4,10:52.0,,K. Papanikolaou misses 3-pt jump shot from 23 ft,70,77
335,4,10:51.0,,Offensive rebound by T. Ariza,70,77
336,4,10:49.0,Violation by B. Wright (kicked ball),,70,77
337,4,10:32.0,,P. Beverley misses 2-pt layup at rim (block by B. Wright),70,77
338,4,10:31.0,,Offensive rebound by K. Papanikolaou,70,77
339,4,10:28.0,,K. Papanikolaou misses 2-pt jump shot from 20 ft,70,77
340,4,10:27.0,Defensive rebound by J. Barea,,70,77
341,4,10:22.0,D. Harris makes 3-pt jump shot from 24 ft (assist by J. Barea),,73,77
342,4,10:05.0,,K. Papanikolaou misses 2-pt layup at rim,73,77
343,4,10:04.0,Defensive rebound by D. Nowitzki,,73,77
344,4,10:00.0,Turnover by J. Barea (bad pass; steal by P. Beverley),,73,77
345,4,9:55.0,,P. Beverley makes 2-pt layup at rim (assist by T. Ariza),73,79
346,4,9:39.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,73,79
347,4,9:38.0,Offensive rebound by B. Wright,,73,79
348,4,9:35.0,D. Harris misses 3-pt jump shot from 24 ft,,73,79
349,4,9:34.0,,Defensive rebound by D. Motiejūnas,73,79
350,4,9:15.0,,D. Motiejūnas makes 2-pt hook shot from 6 ft,73,81
351,4,8:56.0,J. Barea makes 2-pt jump shot from 12 ft,,75,81
352,4,8:38.0,,J. Terry misses 2-pt jump shot from 18 ft,75,81
353,4,8:37.0,Defensive rebound by D. Nowitzki,,75,81
354,4,8:17.0,J. Barea makes 2-pt layup from 1 ft,,77,81
355,4,8:17.0,Shooting foul by P. Beverley (drawn by J. Barea),,77,81
356,4,8:17.0,Official timeout,,77,81
357,4,8:17.0,J. Barea makes free throw 1 of 1,,78,81
358,4,8:10.0,,Personal block foul by J. Barea (drawn by P. Beverley),78,81
359,4,8:00.0,,Personal foul by A. Aminu (drawn by D. Motiejūnas),78,81
360,4,7:51.0,,Turnover by D. Motiejūnas (traveling),78,81
361,4,7:42.0,Personal foul by T. Ariza (drawn by D. Nowitzki),,78,81
362,4,7:42.0,,J. Harden enters the game for J. Terry,78,81
363,4,7:27.0,B. Wright misses 2-pt jump shot from 10 ft,,78,81
364,4,7:26.0,Offensive rebound by B. Wright,,78,81
365,4,7:23.0,J. Barea misses 3-pt jump shot from 25 ft,,78,81
366,4,7:21.0,,Defensive rebound by P. Beverley,78,81
367,4,6:57.0,,T. Ariza misses 3-pt jump shot from 24 ft (block by D. Nowitzki),78,81
368,4,6:57.0,,Offensive rebound by Team,78,81
369,4,6:55.0,,P. Beverley misses 2-pt layup from 1 ft,78,81
370,4,6:54.0,Defensive rebound by A. Aminu,,78,81
371,4,6:45.0,B. Wright makes 2-pt dunk at rim (assist by D. Harris),,80,81
372,4,6:31.0,,Offensive foul by D. Motiejūnas (drawn by J. Barea),80,81
373,4,6:31.0,,Turnover by D. Motiejūnas (offensive foul),80,81
374,4,6:31.0,,T. Black enters the game for D. Motiejūnas,80,81
375,4,6:17.0,A. Aminu misses 3-pt jump shot from 24 ft,,80,81
376,4,6:15.0,,Defensive rebound by T. Black,80,81
377,4,6:11.0,Offensive charge foul by J. Harden (drawn by A. Aminu),,80,81
378,4,6:11.0,,Turnover by J. Harden (offensive foul),80,81
379,4,5:57.0,D. Harris misses 3-pt jump shot from 24 ft,,80,81
380,4,5:56.0,,Defensive rebound by T. Black,80,81
381,4,5:35.0,,J. Harden misses 3-pt jump shot from 24 ft,80,81
382,4,5:33.0,,Offensive rebound by P. Beverley,80,81
383,4,5:32.0,,Turnover by P. Beverley (bad pass; steal by J. Barea),80,81
384,4,5:27.0,Shooting foul by T. Black (drawn by D. Harris),,80,81
385,4,5:27.0,,Houston full timeout,80,81
386,4,5:27.0,,D. Motiejūnas enters the game for T. Black,80,81
387,4,5:27.0,D. Harris makes free throw 1 of 3,,81,81
388,4,5:27.0,D. Harris makes free throw 2 of 3,,82,81
