,QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
130,2,7:30.0,,C. Early misses 3-pt jump shot from 25 ft,28,26
131,2,7:28.0,Defensive rebound by B. Bass,,28,26
132,2,7:19.0,E. Turner makes 2-pt jump shot from 9 ft (assist by I. Thomas),,30,26
133,2,7:19.0,Shooting foul by S. Larkin (drawn by E. Turner),,30,26
134,2,7:19.0,J. Crowder enters the game for I. Thomas,,30,26
135,2,7:19.0,E. Turner makes free throw 1 of 1,,31,26
136,2,7:06.0,,C. Early misses 2-pt jump shot from 5 ft,31,26
137,2,7:04.0,Defensive rebound by J. Crowder,,31,26
138,2,6:54.0,J. Jerebko misses 3-pt jump shot from 24 ft,,31,26
139,2,6:52.0,,Defensive rebound by R. Ledo,31,26
140,2,6:39.0,,Turnover by R. Ledo (bad pass; steal by M. Smart),31,26
141,2,6:28.0,E. Turner misses 2-pt jump shot from 6 ft,,31,26
142,2,6:27.0,,Defensive rebound by Team,31,26
143,2,6:14.0,,S. Larkin misses 2-pt jump shot from 15 ft,31,26
144,2,6:13.0,Defensive rebound by J. Jerebko,,31,26
145,2,5:57.0,Shooting foul by C. Early (drawn by B. Bass),,31,26
146,2,5:57.0,,New York full timeout,31,26
147,2,5:57.0,,L. Amundson enters the game for C. Early,31,26
148,2,5:57.0,,L. Thomas enters the game for Q. Acy,31,26
149,2,5:57.0,B. Bass makes free throw 1 of 2,,32,26
150,2,5:57.0,B. Bass makes free throw 2 of 2,,33,26
151,2,5:39.0,,Turnover by A. Bargnani (bad pass; steal by J. Jerebko),33,26
152,2,5:35.0,B. Bass misses 2-pt layup from 2 ft,,33,26
153,2,5:33.0,Offensive rebound by B. Bass,,33,26
154,2,5:30.0,J. Crowder misses 3-pt jump shot from 23 ft,,33,26
155,2,5:28.0,,Defensive rebound by L. Amundson,33,26
156,2,5:24.0,,Personal foul by J. Crowder (drawn by R. Ledo),33,26
157,2,5:16.0,,R. Ledo makes 2-pt layup from 2 ft (assist by A. Bargnani),33,28
158,2,5:03.0,M. Smart misses 2-pt jump shot from 13 ft,,33,28
159,2,5:01.0,Offensive rebound by M. Smart,,33,28
160,2,4:54.0,J. Crowder makes 2-pt jump shot from 14 ft,,35,28
161,2,4:38.0,,R. Ledo misses 3-pt jump shot from 26 ft,35,28
162,2,4:36.0,Defensive rebound by J. Crowder,,35,28
163,2,4:31.0,Shooting foul by L. Amundson (drawn by B. Bass),,35,28
164,2,4:31.0,B. Bass makes free throw 1 of 2,,36,28
165,2,4:31.0,A. Bradley enters the game for J. Jerebko,,36,28
166,2,4:31.0,B. Bass makes free throw 2 of 2,,37,28
167,2,4:17.0,,L. Galloway enters the game for R. Ledo,37,28
168,2,4:17.0,,C. Early enters the game for L. Amundson,37,28
169,2,4:14.0,,L. Galloway misses 2-pt jump shot from 18 ft,37,28
170,2,4:12.0,Defensive rebound by B. Bass,,37,28
171,2,4:07.0,Turnover by B. Bass (step out of bounds),,37,28
172,2,3:51.0,,C. Early makes 2-pt dunk at rim (assist by A. Bargnani),37,30
173,2,3:30.0,J. Crowder makes 2-pt layup from 2 ft (assist by E. Turner),,39,30
174,2,3:13.0,,S. Larkin misses 2-pt jump shot from 3 ft,39,30
175,2,3:11.0,Defensive rebound by E. Turner,,39,30
176,2,3:07.0,A. Bradley makes 2-pt layup from 1 ft (assist by E. Turner),,41,30
177,2,2:56.0,,New York full timeout,41,30
178,2,2:56.0,Boston full timeout,,41,30
179,2,2:48.0,,Personal foul by A. Bradley (drawn by L. Galloway),41,30
180,2,2:48.0,,L. Galloway makes free throw 1 of 2,41,31
181,2,2:48.0,,L. Galloway makes free throw 2 of 2,41,32
182,2,2:36.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by B. Bass),,43,32
183,2,2:16.0,,C. Early misses 3-pt jump shot from 23 ft,43,32
184,2,2:15.0,,Offensive rebound by Team,43,32
185,2,2:04.0,,C. Early makes 2-pt layup from 1 ft (assist by S. Larkin),43,34
186,2,1:50.0,A. Bradley misses 2-pt jump shot from 17 ft,,43,34
187,2,1:49.0,,Defensive rebound by C. Early,43,34
188,2,1:37.0,,Turnover by C. Early (bad pass; steal by J. Crowder),43,34
189,2,1:32.0,B. Bass makes 2-pt layup from 1 ft,,45,34
190,2,1:06.0,,A. Bargnani makes 2-pt jump shot from 8 ft (assist by L. Thomas),45,36
191,2,0:49.0,E. Turner makes 2-pt jump shot from 6 ft (assist by A. Bradley),,47,36
192,2,0:27.0,,A. Bargnani makes 3-pt jump shot from 26 ft (assist by L. Galloway),47,39
193,2,0:24.0,Boston full timeout,,47,39
194,2,0:24.0,J. Jerebko enters the game for B. Bass,,47,39
195,2,0:24.0,I. Thomas enters the game for M. Smart,,47,39
196,2,0:24.0,,R. Ledo enters the game for A. Bargnani,47,39
197,2,0:24.0,,Q. Acy enters the game for S. Larkin,47,39
198,2,0:06.0,J. Jerebko misses 3-pt jump shot from 24 ft,,47,39
199,2,0:04.0,,Defensive rebound by L. Thomas,47,39
200,2,0:01.0,,C. Early misses 3-pt jump shot from 40 ft,47,39
201,2,0:00.0,,Offensive rebound by Team,47,39
202,3,11:46.0,T. Zeller misses 2-pt hook shot from 6 ft,,47,39
203,3,11:44.0,,Defensive rebound by S. Larkin,47,39
204,3,11:37.0,,L. Thomas misses 2-pt jump shot from 4 ft,47,39
205,3,11:35.0,Defensive rebound by E. Turner,,47,39
206,3,11:24.0,B. Bass makes 2-pt jump shot from 11 ft (assist by E. Turner),,49,39
207,3,10:56.0,,L. Amundson misses 2-pt jump shot from 10 ft,49,39
208,3,10:55.0,Defensive rebound by E. Turner,,49,39
209,3,10:47.0,Turnover by E. Turner (lost ball; steal by L. Amundson),,49,39
210,3,10:41.0,,L. Galloway misses 2-pt layup from 1 ft,49,39
211,3,10:40.0,,Offensive rebound by A. Bargnani,49,39
212,3,10:39.0,,A. Bargnani makes 2-pt layup from 2 ft,49,41
213,3,10:24.0,Turnover by E. Turner (bad pass; steal by S. Larkin),,49,41
214,3,10:20.0,J. Crowder enters the game for E. Turner,,49,41
215,3,10:06.0,,S. Larkin misses 2-pt jump shot from 4 ft,49,41
216,3,10:04.0,,Offensive rebound by L. Amundson,49,41
217,3,10:04.0,,L. Amundson misses 2-pt tip-in from 2 ft,49,41
218,3,10:03.0,,Offensive rebound by A. Bargnani,49,41
219,3,10:03.0,,A. Bargnani makes 2-pt tip-in from 1 ft,49,43
220,3,9:49.0,A. Bradley makes 2-pt jump shot from 17 ft,,51,43
221,3,9:35.0,,Shooting foul by A. Bradley (drawn by L. Galloway),51,43
222,3,9:35.0,,L. Galloway makes free throw 1 of 2,51,44
223,3,9:35.0,,L. Galloway makes free throw 2 of 2,51,45
224,3,9:23.0,Turnover by T. Zeller (bad pass; steal by L. Thomas),,51,45
225,3,9:06.0,,A. Bargnani misses 3-pt jump shot from 25 ft,51,45
226,3,9:04.0,Defensive rebound by J. Crowder,,51,45
227,3,8:53.0,J. Crowder misses 2-pt layup from 1 ft (block by A. Bargnani),,51,45
228,3,8:51.0,Offensive rebound by A. Bradley,,51,45
229,3,8:46.0,J. Crowder misses 3-pt jump shot from 23 ft,,51,45
230,3,8:45.0,Offensive rebound by B. Bass,,51,45
231,3,8:44.0,Shooting foul by L. Galloway (drawn by B. Bass),,51,45
232,3,8:44.0,B. Bass misses free throw 1 of 2,,51,45
233,3,8:44.0,Offensive rebound by Team,,51,45
234,3,8:44.0,,R. Ledo enters the game for L. Galloway,51,45
235,3,8:44.0,B. Bass misses free throw 2 of 2,,51,45
236,3,8:43.0,,Defensive rebound by L. Amundson,51,45
237,3,8:30.0,,R. Ledo makes 3-pt jump shot from 25 ft (assist by S. Larkin),51,48
238,3,8:15.0,J. Crowder misses 2-pt jump shot from 16 ft,,51,48
239,3,8:13.0,,Defensive rebound by A. Bargnani,51,48
240,3,7:55.0,,L. Thomas makes 2-pt jump shot from 14 ft,51,50
241,3,7:37.0,Turnover by B. Bass (bad pass),,51,50
242,3,7:14.0,E. Turner enters the game for M. Smart,,51,50
243,3,7:14.0,I. Thomas enters the game for T. Zeller,,51,50
244,3,7:13.0,,Turnover by Team (shot clock),51,50
245,3,7:01.0,Shooting foul by L. Thomas (drawn by J. Crowder),,51,50
246,3,7:01.0,J. Crowder makes free throw 1 of 2,,52,50
247,3,7:01.0,J. Crowder makes free throw 2 of 2,,53,50
248,3,6:47.0,,Personal foul by B. Bass (drawn by A. Bargnani),53,50
249,3,6:39.0,,L. Thomas misses 3-pt jump shot from 23 ft,53,50
250,3,6:37.0,,Offensive rebound by L. Amundson,53,50
251,3,6:25.0,,L. Thomas misses 2-pt jump shot from 15 ft,53,50
252,3,6:23.0,Defensive rebound by J. Crowder,,53,50
253,3,6:13.0,Turnover by I. Thomas (traveling),,53,50
254,3,5:54.0,,L. Amundson misses 2-pt jump shot from 4 ft,53,50
255,3,5:53.0,,Offensive rebound by Team,53,50
256,3,5:53.0,Loose ball foul by E. Turner (drawn by R. Ledo),,53,50
257,3,5:53.0,,New York full timeout,53,50
258,3,5:41.0,,S. Larkin makes 2-pt layup from 1 ft,53,52
259,3,5:23.0,J. Crowder makes 2-pt jump shot from 15 ft (assist by I. Thomas),,55,52
260,3,5:02.0,,Turnover by L. Amundson (lost ball),55,52
261,3,4:56.0,Shooting foul by R. Ledo (drawn by I. Thomas),,55,52
262,3,4:56.0,I. Thomas makes free throw 1 of 2,,56,52
263,3,4:56.0,,C. Early enters the game for L. Amundson,56,52
264,3,4:56.0,I. Thomas makes free throw 2 of 2,,57,52
265,3,4:38.0,,A. Bargnani makes 2-pt jump shot from 20 ft (assist by S. Larkin),57,54
266,3,4:22.0,J. Crowder makes 2-pt jump shot from 17 ft (assist by I. Thomas),,59,54
267,3,4:10.0,,Offensive foul by R. Ledo (drawn by A. Bradley),59,54
268,3,4:10.0,,Turnover by R. Ledo (offensive foul),59,54
269,3,3:58.0,J. Crowder misses 2-pt jump shot from 15 ft,,59,54
270,3,3:56.0,Offensive rebound by B. Bass,,59,54
271,3,3:55.0,Shooting foul by A. Bargnani (drawn by B. Bass),,59,54
272,3,3:55.0,B. Bass makes free throw 1 of 2,,60,54
273,3,3:55.0,B. Bass makes free throw 2 of 2,,61,54
274,3,3:42.0,,Shooting foul by J. Crowder (drawn by A. Bargnani),61,54
275,3,3:42.0,,A. Bargnani makes free throw 1 of 2,61,55
276,3,3:42.0,,A. Bargnani misses free throw 2 of 2,61,55
277,3,3:41.0,Defensive rebound by J. Crowder,,61,55
278,3,3:26.0,A. Bradley misses 2-pt jump shot from 19 ft,,61,55
279,3,3:24.0,,Defensive rebound by L. Thomas,61,55
280,3,3:05.0,,A. Bargnani makes 3-pt jump shot from 24 ft (assist by R. Ledo),61,58
281,3,2:51.0,I. Thomas misses 2-pt layup from 2 ft (block by A. Bargnani),,61,58
282,3,2:49.0,Offensive rebound by I. Thomas,,61,58
283,3,2:46.0,Shooting foul by S. Larkin (drawn by I. Thomas),,61,58
284,3,2:46.0,Boston full timeout,,61,58
285,3,2:46.0,M. Smart enters the game for A. Bradley,,61,58
286,3,2:46.0,I. Thomas makes free throw 1 of 2,,62,58
287,3,2:46.0,I. Thomas makes free throw 2 of 2,,63,58
288,3,2:27.0,,R. Ledo misses 2-pt jump shot from 19 ft,63,58
289,3,2:25.0,Defensive rebound by J. Crowder,,63,58
290,3,2:20.0,I. Thomas misses 3-pt jump shot from 25 ft,,63,58
291,3,2:18.0,,Defensive rebound by C. Early,63,58
292,3,2:11.0,,S. Larkin makes 2-pt jump shot from 12 ft,63,60
293,3,1:47.0,J. Crowder misses 2-pt jump shot from 17 ft,,63,60
294,3,1:45.0,,Defensive rebound by A. Bargnani,63,60
295,3,1:36.0,,S. Larkin misses 2-pt jump shot from 17 ft,63,60
296,3,1:34.0,Defensive rebound by E. Turner,,63,60
297,3,1:25.0,B. Bass makes 2-pt dunk at rim (assist by E. Turner),,65,60
298,3,1:09.0,,C. Early misses 3-pt jump shot from 24 ft,65,60
299,3,1:07.0,Defensive rebound by B. Bass,,65,60
300,3,1:03.0,I. Thomas makes 2-pt jump shot from 8 ft,,67,60
301,3,0:44.0,,Offensive foul by L. Thomas (drawn by M. Smart),67,60
302,3,0:44.0,,Turnover by L. Thomas (offensive foul),67,60
303,3,0:44.0,,L. Galloway enters the game for A. Bargnani,67,60
304,3,0:44.0,,J. Smith enters the game for S. Larkin,67,60
305,3,0:44.0,J. Jerebko enters the game for J. Crowder,,67,60
306,3,0:36.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Jerebko),,70,60
307,3,0:14.0,,L. Thomas misses 2-pt jump shot from 18 ft,70,60
308,3,0:13.0,,Offensive rebound by C. Early,70,60
309,3,0:00.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by C. Early),70,63
310,4,11:40.0,,C. Early misses 2-pt layup from 2 ft,70,63
311,4,11:38.0,Defensive rebound by K. Olynyk,,70,63
312,4,11:28.0,I. Thomas misses 2-pt jump shot from 15 ft,,70,63
313,4,11:27.0,Offensive rebound by Team,,70,63
314,4,11:27.0,,Loose ball foul by S. Larkin (drawn by K. Olynyk),70,63
315,4,11:12.0,M. Smart makes 2-pt layup from 2 ft (assist by E. Turner),,72,63
316,4,10:49.0,,J. Smith misses 2-pt jump shot from 5 ft,72,63
317,4,10:48.0,Defensive rebound by E. Turner,,72,63
318,4,10:42.0,E. Turner misses 2-pt jump shot from 7 ft,,72,63
319,4,10:40.0,,Defensive rebound by J. Smith,72,63
320,4,10:23.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by J. Smith),72,66
321,4,10:10.0,K. Olynyk misses 3-pt jump shot from 26 ft,,72,66
322,4,10:09.0,,Defensive rebound by L. Galloway,72,66
323,4,10:05.0,,Shooting foul by K. Olynyk (drawn by C. Early),72,66
324,4,10:05.0,,C. Early makes free throw 1 of 2,72,67
325,4,10:05.0,,Turnover by J. Smith (lane violation.),72,67
326,4,9:44.0,I. Thomas makes 2-pt jump shot from 4 ft,,74,67
327,4,9:31.0,,L. Galloway misses 3-pt jump shot from 24 ft,74,67
328,4,9:29.0,,Offensive rebound by Q. Acy,74,67
329,4,9:26.0,,S. Larkin misses 3-pt jump shot from 26 ft,74,67
330,4,9:25.0,Defensive rebound by Team,,74,67
331,4,9:12.0,Turnover by J. Jerebko (bad pass; steal by C. Early),,74,67
332,4,9:07.0,,Q. Acy makes 2-pt dunk at rim (assist by S. Larkin),74,69
333,4,8:51.0,I. Thomas misses 3-pt jump shot from 25 ft,,74,69
334,4,8:50.0,Offensive rebound by Team,,74,69
335,4,8:50.0,,Loose ball foul by C. Early (drawn by K. Olynyk),74,69
336,4,8:50.0,Official timeout,,74,69
337,4,8:45.0,J. Jerebko misses 2-pt layup from 3 ft,,74,69
338,4,8:43.0,Offensive rebound by K. Olynyk,,74,69
339,4,8:42.0,K. Olynyk makes 2-pt layup at rim,,76,69
340,4,8:28.0,,L. Galloway makes 2-pt layup from 1 ft,76,71
341,4,8:20.0,Shooting foul by Q. Acy (drawn by E. Turner),,76,71
342,4,8:20.0,E. Turner misses free throw 1 of 2,,76,71
343,4,8:20.0,Offensive rebound by Team,,76,71
344,4,8:20.0,A. Bradley enters the game for I. Thomas,,76,71
345,4,8:20.0,E. Turner makes free throw 2 of 2,,77,71
346,4,8:06.0,,Turnover by S. Larkin (bad pass; steal by A. Bradley),77,71
347,4,8:01.0,K. Olynyk misses 3-pt jump shot from 24 ft,,77,71
348,4,8:00.0,Offensive rebound by Team,,77,71
349,4,8:00.0,,Loose ball foul by C. Early (drawn by J. Jerebko),77,71
350,4,8:00.0,,A. Bargnani enters the game for J. Smith,77,71
351,4,7:54.0,A. Bradley misses 2-pt jump shot from 16 ft,,77,71
352,4,7:52.0,,Defensive rebound by A. Bargnani,77,71
353,4,7:33.0,,Q. Acy misses 3-pt jump shot from 22 ft,77,71
354,4,7:31.0,Defensive rebound by J. Jerebko,,77,71
355,4,7:21.0,Turnover by J. Jerebko (bad pass),,77,71
356,4,7:04.0,,Personal foul by J. Jerebko (drawn by A. Bargnani),77,71
357,4,7:04.0,B. Bass enters the game for J. Jerebko,,77,71
358,4,6:59.0,,C. Early makes 2-pt layup from 1 ft (assist by Q. Acy),77,73
359,4,6:42.0,Personal foul by Q. Acy (drawn by K. Olynyk),,77,73
360,4,6:42.0,,Technical foul by Q. Acy,77,73
361,4,6:42.0,A. Bradley makes technical free throw,,78,73
362,4,6:42.0,K. Olynyk makes free throw 1 of 2,,79,73
363,4,6:42.0,,L. Amundson enters the game for Q. Acy,79,73
364,4,6:42.0,K. Olynyk makes free throw 2 of 2,,80,73
365,4,6:25.0,,C. Early makes 2-pt jump shot from 17 ft (assist by L. Amundson),80,75
366,4,6:14.0,Shooting foul by L. Amundson (drawn by E. Turner),,80,75
367,4,6:14.0,E. Turner misses free throw 1 of 2,,80,75
368,4,6:14.0,Offensive rebound by Team,,80,75
369,4,6:14.0,E. Turner makes free throw 2 of 2,,81,75
370,4,6:00.0,,A. Bargnani misses 2-pt jump shot from 14 ft,81,75
371,4,5:58.0,Defensive rebound by M. Smart,,81,75
372,4,5:54.0,Turnover by K. Olynyk (lost ball; steal by C. Early),,81,75
373,4,5:43.0,,L. Galloway misses 3-pt jump shot from 25 ft,81,75
374,4,5:41.0,Defensive rebound by B. Bass,,81,75
375,4,5:28.0,E. Turner makes 2-pt jump shot from 9 ft,,83,75
376,4,5:14.0,,C. Early misses 2-pt jump shot from 7 ft,83,75
377,4,5:13.0,Defensive rebound by K. Olynyk,,83,75
378,4,5:12.0,Personal foul by L. Amundson (drawn by K. Olynyk),,83,75
379,4,5:12.0,,New York full timeout,83,75
380,4,5:12.0,,L. Thomas enters the game for C. Early,83,75
381,4,5:12.0,K. Olynyk misses free throw 1 of 2,,83,75
382,4,5:12.0,Offensive rebound by Team,,83,75
383,4,5:12.0,K. Olynyk makes free throw 2 of 2,,84,75
384,4,4:49.0,,L. Amundson misses 2-pt jump shot from 12 ft,84,75
385,4,4:47.0,Defensive rebound by A. Bradley,,84,75
386,4,4:35.0,Turnover by E. Turner (bad pass),,84,75
387,4,4:15.0,,A. Bargnani misses 2-pt jump shot from 6 ft,84,75
388,4,4:13.0,Defensive rebound by E. Turner,,84,75
389,4,4:09.0,E. Turner makes 2-pt layup from 1 ft,,86,75
