,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,WASHINGTON_ACTION,NEW ORLEANS_SCORE,WASHINGTON_SCORE
29,1,8:21.0,,B. Beal misses 3-pt jump shot from 24 ft,2,6
30,1,8:19.0,Defensive rebound by T. Evans,,2,6
31,1,7:56.0,A. Rivers misses 2-pt jump shot from 4 ft,,2,6
32,1,7:55.0,,Defensive rebound by K. Humphries,2,6
33,1,7:45.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),2,8
34,1,7:21.0,J. Holiday misses 2-pt layup at rim,,2,8
35,1,7:20.0,,Defensive rebound by M. Gortat,2,8
36,1,7:07.0,,M. Gortat makes 2-pt layup from 1 ft (assist by P. Pierce),2,10
37,1,7:02.0,New Orleans full timeout,,2,10
38,1,6:43.0,J. Holiday makes 2-pt jump shot from 18 ft,,4,10
39,1,6:26.0,,B. Beal misses 3-pt jump shot from 26 ft,4,10
40,1,6:25.0,,Offensive rebound by P. Pierce,4,10
41,1,6:21.0,,Turnover by P. Pierce (bad pass; steal by T. Evans),4,10
42,1,6:18.0,Shooting foul by B. Beal (drawn by A. Davis),,4,10
43,1,6:18.0,A. Davis makes free throw 1 of 2,,5,10
44,1,6:18.0,A. Davis misses free throw 2 of 2,,5,10
45,1,6:17.0,Offensive rebound by Team,,5,10
46,1,6:04.0,T. Evans misses 2-pt jump shot from 8 ft (block by P. Pierce),,5,10
47,1,6:03.0,,Defensive rebound by M. Gortat,5,10
48,1,5:52.0,,J. Wall misses 3-pt jump shot from 26 ft,5,10
49,1,5:51.0,Defensive rebound by T. Evans,,5,10
50,1,5:41.0,A. Davis makes 2-pt jump shot from 20 ft (assist by A. Rivers),,7,10
51,1,5:18.0,,B. Beal misses 2-pt jump shot from 19 ft,7,10
52,1,5:17.0,,Offensive rebound by M. Gortat,7,10
53,1,5:11.0,,P. Pierce misses 3-pt jump shot from 25 ft,7,10
54,1,5:10.0,Defensive rebound by A. Davis,,7,10
55,1,5:00.0,J. Holiday makes 3-pt jump shot from 25 ft,,10,10
56,1,4:37.0,,Shooting foul by J. Holiday (drawn by P. Pierce),10,10
57,1,4:37.0,,P. Pierce makes free throw 1 of 2,10,11
58,1,4:37.0,R. Anderson enters the game for Ö. Aşık,,10,11
59,1,4:37.0,,P. Pierce makes free throw 2 of 2,10,12
60,1,4:21.0,J. Holiday makes 2-pt jump shot from 3 ft,,12,12
61,1,4:09.0,,Turnover by J. Wall (traveling),12,12
62,1,3:51.0,Turnover by A. Rivers (lost ball; steal by J. Wall),,12,12
63,1,3:47.0,,J. Wall makes 2-pt layup at rim,12,14
64,1,3:30.0,,D. Gooden enters the game for K. Humphries,12,14
65,1,3:30.0,,R. Butler enters the game for P. Pierce,12,14
66,1,3:30.0,J. Salmons enters the game for A. Rivers,,12,14
67,1,3:22.0,A. Davis misses 2-pt jump shot from 15 ft,,12,14
68,1,3:21.0,Offensive rebound by J. Holiday,,12,14
69,1,3:07.0,R. Anderson misses 2-pt jump shot from 19 ft,,12,14
70,1,3:06.0,,Defensive rebound by D. Gooden,12,14
71,1,3:00.0,,J. Wall misses 2-pt layup at rim,12,14
72,1,2:58.0,Defensive rebound by R. Anderson,,12,14
73,1,2:52.0,R. Anderson misses 3-pt jump shot from 25 ft,,12,14
74,1,2:50.0,,Defensive rebound by J. Wall,12,14
75,1,2:36.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by R. Butler),12,16
76,1,2:17.0,T. Evans misses 3-pt jump shot from 26 ft,,12,16
77,1,2:16.0,Offensive rebound by R. Anderson,,12,16
78,1,2:13.0,R. Anderson makes 2-pt tip-in from 1 ft,,14,16
79,1,1:58.0,,Personal foul by R. Anderson (drawn by M. Gortat),14,16
80,1,1:58.0,,Washington full timeout,14,16
81,1,1:42.0,,B. Beal makes 3-pt jump shot from 27 ft,14,19
82,1,1:25.0,T. Evans makes 2-pt layup at rim,,16,19
83,1,1:05.0,Violation by A. Davis (kicked ball),,16,19
84,1,1:05.0,,O. Porter enters the game for B. Beal,16,19
85,1,1:05.0,,A. Miller enters the game for J. Wall,16,19
86,1,1:05.0,A. Rivers enters the game for J. Holiday,,16,19
87,1,0:54.0,,M. Gortat makes 2-pt hook shot from 10 ft,16,21
88,1,0:38.0,T. Evans misses 2-pt jump shot from 21 ft,,16,21
89,1,0:37.0,,Defensive rebound by Team,16,21
90,1,0:37.0,Loose ball foul by R. Anderson (drawn by D. Gooden),,16,21
91,1,0:37.0,,D. Gooden makes free throw 1 of 2,16,22
92,1,0:37.0,L. Babbitt enters the game for T. Evans,,16,22
93,1,0:37.0,,D. Gooden makes free throw 2 of 2,16,23
94,1,0:28.0,Shooting foul by D. Gooden (drawn by A. Rivers),,16,23
95,1,0:28.0,A. Rivers makes free throw 1 of 2,,17,23
96,1,0:28.0,Ö. Aşık enters the game for R. Anderson,,17,23
97,1,0:28.0,A. Rivers makes free throw 2 of 2,,18,23
98,1,0:08.0,,D. Gooden misses 2-pt jump shot from 22 ft,18,23
99,1,0:07.0,Defensive rebound by A. Davis,,18,23
100,1,0:01.0,A. Davis misses 3-pt jump shot from 24 ft,,18,23
101,1,0:00.0,,Defensive rebound by Team,18,23
102,2,11:48.0,Personal foul by K. Séraphin (drawn by Ö. Aşık),,18,23
103,2,11:35.0,A. Rivers misses 3-pt jump shot from 26 ft,,18,23
104,2,11:35.0,Offensive rebound by Team,,18,23
105,2,11:35.0,,Loose ball foul by O. Porter (drawn by Ö. Aşık),18,23
106,2,11:16.0,A. Davis makes 2-pt layup at rim,,20,23
107,2,10:57.0,,Personal foul by L. Babbitt (drawn by R. Butler),20,23
108,2,10:50.0,,Turnover by D. Gooden (bad pass; steal by Ö. Aşık),20,23
109,2,10:42.0,A. Rivers misses 2-pt layup at rim,,20,23
110,2,10:41.0,,Defensive rebound by K. Séraphin,20,23
111,2,10:34.0,,Turnover by K. Séraphin (lost ball; steal by J. Salmons),20,23
112,2,10:08.0,L. Babbitt misses 2-pt jump shot from 14 ft,,20,23
113,2,10:07.0,Offensive rebound by Ö. Aşık,,20,23
114,2,10:05.0,Ö. Aşık misses 2-pt layup at rim (block by O. Porter),,20,23
115,2,10:03.0,,Defensive rebound by R. Butler,20,23
116,2,9:43.0,,A. Miller misses 2-pt jump shot from 3 ft,20,23
117,2,9:42.0,Defensive rebound by A. Davis,,20,23
118,2,9:25.0,A. Davis misses 2-pt jump shot from 18 ft,,20,23
119,2,9:24.0,,Defensive rebound by O. Porter,20,23
120,2,9:13.0,,Offensive foul by D. Gooden (drawn by L. Babbitt),20,23
121,2,9:13.0,,Turnover by D. Gooden (offensive foul),20,23
122,2,9:13.0,,K. Humphries enters the game for D. Gooden,20,23
123,2,9:13.0,R. Anderson enters the game for A. Davis,,20,23
124,2,8:58.0,L. Babbitt misses 3-pt jump shot from 27 ft,,20,23
125,2,8:57.0,,Defensive rebound by R. Butler,20,23
126,2,8:47.0,,A. Miller makes 2-pt jump shot from 16 ft,20,25
127,2,8:25.0,R. Anderson makes 2-pt jump shot from 14 ft,,22,25
128,2,8:08.0,,Turnover by K. Humphries (lost ball; steal by R. Anderson),22,25
129,2,7:56.0,J. Salmons misses 2-pt jump shot from 18 ft,,22,25
130,2,7:56.0,,Defensive rebound by A. Miller,22,25
131,2,7:50.0,,R. Butler makes 2-pt dunk at rim (assist by A. Miller),22,27
132,2,7:31.0,Ö. Aşık misses 2-pt layup at rim (block by O. Porter),,22,27
133,2,7:29.0,Offensive rebound by Team,,22,27
134,2,7:29.0,Official timeout,,22,27
135,2,7:29.0,T. Evans enters the game for L. Babbitt,,22,27
136,2,7:23.0,J. Salmons makes 2-pt jump shot from 19 ft,,24,27
137,2,6:59.0,,A. Miller misses 2-pt jump shot from 4 ft,24,27
138,2,6:58.0,,Offensive rebound by O. Porter,24,27
139,2,6:52.0,,R. Butler misses 2-pt jump shot from 18 ft,24,27
140,2,6:51.0,,Offensive rebound by K. Séraphin,24,27
141,2,6:34.0,,Shooting foul by J. Salmons (drawn by O. Porter),24,27
142,2,6:34.0,,O. Porter misses free throw 1 of 2,24,27
143,2,6:34.0,,Offensive rebound by Team,24,27
144,2,6:34.0,,B. Beal enters the game for R. Butler,24,27
145,2,6:34.0,,O. Porter makes free throw 2 of 2,24,28
146,2,6:20.0,J. Salmons makes 2-pt jump shot from 18 ft (assist by A. Rivers),,26,28
147,2,6:08.0,,Turnover by K. Séraphin (traveling),26,28
148,2,5:56.0,J. Salmons misses 2-pt jump shot from 21 ft,,26,28
149,2,5:55.0,,Defensive rebound by K. Séraphin,26,28
150,2,5:45.0,,K. Séraphin makes 2-pt jump shot from 19 ft (assist by A. Miller),26,30
151,2,5:28.0,T. Evans makes 2-pt jump shot from 5 ft,,28,30
152,2,5:17.0,,Personal foul by R. Anderson (drawn by K. Humphries),28,30
153,2,5:17.0,,Washington full timeout,28,30
154,2,5:17.0,,J. Wall enters the game for A. Miller,28,30
155,2,5:17.0,,M. Gortat enters the game for K. Séraphin,28,30
156,2,5:17.0,A. Ajinça enters the game for Ö. Aşık,,28,30
157,2,5:17.0,A. Davis enters the game for A. Rivers,,28,30
158,2,5:17.0,J. Holiday enters the game for R. Anderson,,28,30
159,2,5:12.0,,Personal foul by A. Ajinça (drawn by M. Gortat),28,30
160,2,5:08.0,,M. Gortat makes 2-pt jump shot from 15 ft (assist by B. Beal),28,32
161,2,4:44.0,A. Ajinça misses 2-pt jump shot from 15 ft,,28,32
162,2,4:43.0,,Defensive rebound by K. Humphries,28,32
163,2,4:25.0,,J. Wall misses 2-pt jump shot from 18 ft,28,32
164,2,4:24.0,Defensive rebound by T. Evans,,28,32
165,2,4:03.0,Shooting foul by K. Humphries (drawn by A. Davis),,28,32
166,2,4:03.0,A. Davis makes free throw 1 of 2,,29,32
167,2,4:03.0,,P. Pierce enters the game for O. Porter,29,32
168,2,4:03.0,A. Davis makes free throw 2 of 2,,30,32
169,2,3:45.0,,K. Humphries makes 2-pt jump shot from 15 ft (assist by J. Wall),30,34
170,2,3:26.0,T. Evans misses 3-pt jump shot from 23 ft,,30,34
171,2,3:25.0,Offensive rebound by A. Davis,,30,34
172,2,3:19.0,J. Holiday makes 2-pt jump shot from 14 ft,,32,34
173,2,3:01.0,,Turnover by M. Gortat (lost ball; steal by T. Evans),32,34
174,2,2:55.0,Turnover by A. Davis (offensive goaltending),,32,34
175,2,2:55.0,New Orleans full timeout,,32,34
176,2,2:34.0,,B. Beal misses 2-pt layup from 1 ft,32,34
177,2,2:34.0,Defensive rebound by Team,,32,34
178,2,2:26.0,Turnover by J. Holiday (lost ball; steal by J. Wall),,32,34
179,2,2:21.0,,J. Wall makes 2-pt dunk at rim,32,36
180,2,1:55.0,Shooting foul by P. Pierce (drawn by A. Davis),,32,36
181,2,1:55.0,A. Davis makes free throw 1 of 2,,33,36
182,2,1:55.0,Ö. Aşık enters the game for A. Ajinça,,33,36
183,2,1:55.0,A. Davis makes free throw 2 of 2,,34,36
184,2,1:37.0,,M. Gortat misses 2-pt layup at rim,34,36
185,2,1:36.0,Defensive rebound by A. Davis,,34,36
186,2,1:27.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,36,36
187,2,1:06.0,,J. Wall makes 2-pt jump shot from 4 ft,36,38
188,2,0:55.0,J. Holiday misses 3-pt jump shot from 26 ft,,36,38
189,2,0:54.0,,Defensive rebound by M. Gortat,36,38
190,2,0:43.0,,J. Wall misses 2-pt jump shot from 18 ft,36,38
191,2,0:42.0,Defensive rebound by J. Holiday,,36,38
192,2,0:33.0,Turnover by J. Holiday (lost ball; steal by B. Beal),,36,38
193,2,0:33.0,,Turnover by B. Beal (step out of bounds),36,38
194,2,0:24.0,Turnover by Ö. Aşık (bad pass; steal by K. Humphries),,36,38
195,2,0:21.0,,K. Humphries makes 2-pt dunk at rim,36,40
196,2,0:01.0,T. Evans misses 2-pt jump shot from 19 ft,,36,40
197,2,0:00.0,Offensive rebound by Team,,36,40
198,3,11:45.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,38,40
199,3,11:26.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by M. Gortat),38,42
200,3,10:58.0,T. Evans misses 2-pt jump shot from 4 ft,,38,42
201,3,10:57.0,Offensive rebound by Ö. Aşık,,38,42
202,3,10:56.0,Shooting foul by M. Gortat (drawn by Ö. Aşık),,38,42
203,3,10:56.0,Ö. Aşık makes free throw 1 of 2,,39,42
204,3,10:56.0,Ö. Aşık misses free throw 2 of 2,,39,42
205,3,10:55.0,,Defensive rebound by K. Humphries,39,42
206,3,10:40.0,,M. Gortat misses 2-pt jump shot from 6 ft,39,42
207,3,10:39.0,Defensive rebound by Ö. Aşık,,39,42
208,3,10:27.0,J. Holiday makes 3-pt jump shot from 24 ft,,42,42
209,3,10:10.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),42,45
210,3,9:53.0,T. Evans misses 2-pt layup at rim (block by P. Pierce),,42,45
211,3,9:52.0,,Defensive rebound by K. Humphries,42,45
212,3,9:36.0,,M. Gortat misses 2-pt jump shot from 14 ft,42,45
213,3,9:35.0,Defensive rebound by Ö. Aşık,,42,45
214,3,9:18.0,A. Davis misses 2-pt jump shot from 10 ft,,42,45
215,3,9:17.0,,Defensive rebound by K. Humphries,42,45
216,3,9:06.0,,Turnover by P. Pierce (bad pass),42,45
217,3,8:41.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Rivers),,45,45
218,3,8:31.0,,Personal foul by J. Holiday (drawn by P. Pierce),45,45
219,3,8:23.0,,B. Beal misses 2-pt jump shot from 20 ft,45,45
220,3,8:22.0,Defensive rebound by Ö. Aşık,,45,45
221,3,8:17.0,Turnover by J. Holiday (bad pass; steal by B. Beal),,45,45
222,3,8:06.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),45,48
223,3,7:42.0,Ö. Aşık misses 2-pt layup from 1 ft (block by M. Gortat),,45,48
224,3,7:42.0,Offensive rebound by A. Davis,,45,48
225,3,7:42.0,Shooting foul by K. Humphries (drawn by A. Davis),,45,48
226,3,7:42.0,A. Davis makes free throw 1 of 2,,46,48
227,3,7:42.0,A. Davis makes free throw 2 of 2,,47,48
228,3,7:21.0,,M. Gortat makes 2-pt hook shot from 5 ft,47,50
229,3,7:14.0,Turnover by T. Evans (lost ball; steal by J. Wall),,47,50
230,3,7:09.0,,Shooting foul by J. Holiday (drawn by K. Humphries),47,50
231,3,7:09.0,,K. Humphries makes free throw 1 of 2,47,51
232,3,7:09.0,,K. Humphries makes free throw 2 of 2,47,52
233,3,6:59.0,J. Holiday misses 2-pt jump shot from 7 ft,,47,52
234,3,6:59.0,Offensive rebound by Team,,47,52
235,3,6:59.0,,Loose ball foul by K. Humphries (drawn by A. Davis),47,52
236,3,6:43.0,A. Davis makes 2-pt layup at rim,,49,52
237,3,6:26.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),49,54
238,3,6:06.0,Turnover by A. Davis (bad pass),,49,54
239,3,6:06.0,,Washington full timeout,49,54
240,3,5:49.0,,K. Humphries misses 2-pt jump shot from 12 ft,49,54
241,3,5:48.0,Defensive rebound by Ö. Aşık,,49,54
242,3,5:33.0,J. Holiday misses 2-pt jump shot from 16 ft,,49,54
243,3,5:32.0,,Defensive rebound by Team,49,54
244,3,5:18.0,,Turnover by B. Beal (bad pass; steal by A. Davis),49,54
245,3,5:07.0,J. Salmons enters the game for A. Rivers,,49,54
246,3,5:03.0,A. Davis misses 2-pt layup from 2 ft,,49,54
247,3,5:02.0,,Defensive rebound by K. Humphries,49,54
248,3,4:56.0,,J. Wall misses 2-pt jump shot from 13 ft,49,54
249,3,4:54.0,Defensive rebound by A. Davis,,49,54
250,3,4:46.0,J. Holiday misses 2-pt layup from 1 ft (block by M. Gortat),,49,54
251,3,4:44.0,Offensive rebound by J. Holiday,,49,54
252,3,4:35.0,J. Holiday misses 2-pt layup from 2 ft,,49,54
253,3,4:34.0,Offensive rebound by J. Holiday,,49,54
254,3,4:29.0,Turnover by A. Davis (lost ball; steal by M. Gortat),,49,54
255,3,4:29.0,Loose ball foul by A. Davis (drawn by M. Gortat),,49,54
256,3,4:29.0,R. Anderson enters the game for Ö. Aşık,,49,54
257,3,4:17.0,,Turnover by P. Pierce (bad pass; steal by T. Evans),49,54
258,3,4:08.0,T. Evans misses 2-pt jump shot from 3 ft,,49,54
259,3,4:07.0,,Defensive rebound by K. Humphries,49,54
260,3,4:06.0,,Personal foul by J. Salmons (drawn by B. Beal),49,54
261,3,4:06.0,,D. Gooden enters the game for K. Humphries,49,54
262,3,3:45.0,,Turnover by J. Wall (bad pass; steal by T. Evans),49,54
263,3,3:32.0,Turnover by J. Holiday (bad pass; steal by M. Gortat),,49,54
264,3,3:30.0,,Personal foul by J. Holiday (drawn by J. Wall),49,54
265,3,3:30.0,,J. Wall misses free throw 1 of 2,49,54
266,3,3:30.0,,Offensive rebound by Team,49,54
267,3,3:30.0,A. Rivers enters the game for J. Holiday,,49,54
268,3,3:30.0,,J. Wall makes free throw 2 of 2,49,55
269,3,3:12.0,A. Davis makes 2-pt jump shot from 16 ft (assist by T. Evans),,51,55
270,3,2:52.0,,M. Gortat makes 2-pt hook shot from 9 ft,51,57
271,3,2:24.0,R. Anderson makes 2-pt jump shot from 17 ft,,53,57
272,3,2:12.0,,M. Gortat makes 2-pt jump shot from 7 ft (assist by D. Gooden),53,59
273,3,1:55.0,T. Evans misses 2-pt layup at rim,,53,59
274,3,1:54.0,Offensive rebound by T. Evans,,53,59
275,3,1:51.0,T. Evans misses 2-pt layup at rim (block by M. Gortat),,53,59
276,3,1:50.0,,Defensive rebound by M. Gortat,53,59
277,3,1:45.0,,Offensive foul by J. Wall (drawn by R. Anderson),53,59
278,3,1:45.0,,Turnover by J. Wall (offensive foul),53,59
279,3,1:45.0,New Orleans full timeout,,53,59
280,3,1:45.0,,R. Butler enters the game for P. Pierce,53,59
281,3,1:45.0,L. Babbitt enters the game for T. Evans,,53,59
282,3,1:33.0,A. Rivers makes 2-pt layup from 1 ft,,55,59
283,3,1:12.0,,M. Gortat makes 2-pt hook shot from 8 ft (assist by B. Beal),55,61
284,3,0:55.0,J. Salmons makes 2-pt jump shot from 15 ft,,57,61
285,3,0:47.0,,J. Wall makes 2-pt layup from 1 ft,57,63
286,3,0:31.0,R. Anderson misses 2-pt jump shot from 20 ft,,57,63
287,3,0:29.0,,Defensive rebound by J. Wall,57,63
288,3,0:09.0,,J. Wall makes 2-pt layup from 1 ft,57,65
289,3,0:05.0,Personal foul by J. Wall (drawn by A. Rivers),,57,65
290,3,0:05.0,,A. Miller enters the game for J. Wall,57,65
291,3,0:05.0,,O. Porter enters the game for B. Beal,57,65
292,3,0:02.0,R. Anderson misses 3-pt jump shot from 23 ft,,57,65
293,3,0:00.0,,Defensive rebound by R. Butler,57,65
294,4,11:39.0,,M. Gortat misses 2-pt jump shot from 5 ft,57,65
295,4,11:38.0,,Offensive rebound by D. Gooden,57,65
296,4,11:35.0,,D. Gooden misses 2-pt layup at rim,57,65
297,4,11:34.0,,Offensive rebound by D. Gooden,57,65
298,4,11:33.0,,D. Gooden makes 2-pt tip-in from 1 ft,57,67
299,4,11:11.0,J. Salmons makes 3-pt jump shot from 27 ft,,60,67
300,4,10:55.0,Violation by R. Anderson (kicked ball),,60,67
301,4,10:41.0,,D. Gooden misses 2-pt jump shot from 18 ft,60,67
302,4,10:40.0,Defensive rebound by A. Davis,,60,67
303,4,10:29.0,Personal foul by A. Miller (drawn by A. Davis),,60,67
304,4,10:15.0,A. Rivers misses 2-pt jump shot from 16 ft,,60,67
305,4,10:13.0,,Defensive rebound by R. Butler,60,67
306,4,10:07.0,,O. Porter makes 2-pt layup at rim (assist by A. Miller),60,69
307,4,9:55.0,Shooting foul by A. Miller (drawn by A. Rivers),,60,69
308,4,9:55.0,A. Rivers misses free throw 1 of 2,,60,69
309,4,9:55.0,Offensive rebound by Team,,60,69
310,4,9:55.0,A. Rivers misses free throw 2 of 2,,60,69
311,4,9:55.0,,Defensive rebound by R. Butler,60,69
312,4,9:39.0,,A. Miller misses 2-pt layup at rim,60,69
313,4,9:38.0,,Offensive rebound by O. Porter,60,69
314,4,9:36.0,,O. Porter misses 2-pt layup from 1 ft,60,69
315,4,9:35.0,Defensive rebound by A. Rivers,,60,69
316,4,9:25.0,Shooting foul by D. Gooden (drawn by R. Anderson),,60,69
317,4,9:25.0,R. Anderson misses free throw 1 of 2,,60,69
318,4,9:25.0,Offensive rebound by Team,,60,69
319,4,9:25.0,Ö. Aşık enters the game for A. Davis,,60,69
320,4,9:25.0,J. Holiday enters the game for A. Rivers,,60,69
321,4,9:25.0,R. Anderson makes free throw 2 of 2,,61,69
322,4,9:01.0,,M. Gortat makes 2-pt layup at rim (assist by A. Miller),61,71
323,4,8:39.0,J. Holiday makes 2-pt layup at rim,,63,71
324,4,8:24.0,,M. Gortat misses 2-pt layup at rim,63,71
325,4,8:23.0,,Offensive rebound by M. Gortat,63,71
326,4,8:22.0,,M. Gortat misses 2-pt layup from 1 ft,63,71
327,4,8:21.0,Defensive rebound by Ö. Aşık,,63,71
328,4,8:12.0,Shooting foul by M. Gortat (drawn by L. Babbitt),,63,71
329,4,8:12.0,Official timeout,,63,71
330,4,8:12.0,L. Babbitt makes free throw 1 of 2,,64,71
331,4,8:12.0,L. Babbitt misses free throw 2 of 2,,64,71
332,4,8:11.0,,Defensive rebound by M. Gortat,64,71
333,4,7:53.0,,R. Butler makes 3-pt jump shot from 24 ft (assist by A. Miller),64,74
334,4,7:30.0,R. Anderson makes 3-pt jump shot from 29 ft (assist by L. Babbitt),,67,74
335,4,7:13.0,,R. Butler misses 3-pt jump shot from 25 ft,67,74
336,4,7:12.0,Defensive rebound by L. Babbitt,,67,74
337,4,6:56.0,J. Holiday misses 2-pt jump shot from 5 ft,,67,74
338,4,6:55.0,,Defensive rebound by M. Gortat,67,74
339,4,6:30.0,,D. Gooden misses 2-pt jump shot from 11 ft,67,74
340,4,6:29.0,Defensive rebound by Ö. Aşık,,67,74
341,4,6:16.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by J. Holiday),,70,74
342,4,5:59.0,,A. Miller misses 3-pt jump shot from 25 ft,70,74
343,4,5:58.0,,Offensive rebound by A. Miller,70,74
344,4,5:52.0,,A. Miller makes 2-pt layup from 1 ft,70,76
345,4,5:39.0,J. Holiday misses 2-pt layup from 2 ft,,70,76
346,4,5:38.0,Offensive rebound by Ö. Aşık,,70,76
347,4,5:35.0,Turnover by Ö. Aşık (lost ball; steal by D. Gooden),,70,76
348,4,5:31.0,,Washington full timeout,70,76
349,4,5:31.0,,J. Wall enters the game for A. Miller,70,76
350,4,5:31.0,,P. Pierce enters the game for D. Gooden,70,76
351,4,5:31.0,,B. Beal enters the game for O. Porter,70,76
352,4,5:31.0,T. Evans enters the game for Ö. Aşık,,70,76
353,4,5:31.0,A. Davis enters the game for J. Salmons,,70,76
354,4,5:15.0,,J. Wall misses 2-pt jump shot from 17 ft,70,76
355,4,5:13.0,Defensive rebound by R. Anderson,,70,76
356,4,4:57.0,A. Davis makes 2-pt dunk at rim (assist by R. Anderson),,72,76
357,4,4:40.0,,Shooting foul by T. Evans (drawn by B. Beal),72,76
358,4,4:40.0,,B. Beal misses free throw 1 of 2,72,76
359,4,4:40.0,,Offensive rebound by Team,72,76
360,4,4:40.0,,B. Beal misses free throw 2 of 2,72,76
361,4,4:38.0,Defensive rebound by T. Evans,,72,76
362,4,4:25.0,A. Davis makes 2-pt jump shot from 3 ft (assist by J. Holiday),,74,76
363,4,4:25.0,Shooting foul by J. Wall (drawn by A. Davis),,74,76
364,4,4:25.0,A. Davis makes free throw 1 of 1,,75,76
365,4,4:07.0,,R. Butler misses 2-pt jump shot from 19 ft,75,76
366,4,4:06.0,Defensive rebound by A. Davis,,75,76
367,4,3:48.0,A. Davis makes 2-pt dunk at rim (assist by T. Evans),,77,76
368,4,3:31.0,,J. Wall misses 2-pt jump shot from 4 ft,77,76
369,4,3:29.0,Defensive rebound by A. Davis,,77,76
370,4,3:11.0,J. Holiday misses 2-pt jump shot from 15 ft,,77,76
371,4,3:10.0,Offensive rebound by R. Anderson,,77,76
372,4,3:07.0,R. Anderson misses 2-pt layup from 2 ft,,77,76
373,4,3:06.0,Offensive rebound by R. Anderson,,77,76
374,4,3:05.0,R. Anderson misses 2-pt layup from 2 ft,,77,76
375,4,3:04.0,,Defensive rebound by M. Gortat,77,76
376,4,2:58.0,,P. Pierce makes 2-pt layup at rim (assist by J. Wall),77,78
377,4,2:33.0,J. Holiday misses 2-pt jump shot from 17 ft,,77,78
378,4,2:32.0,,Defensive rebound by M. Gortat,77,78
379,4,2:13.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),77,81
380,4,2:12.0,New Orleans full timeout,,77,81
381,4,2:01.0,R. Anderson misses 3-pt jump shot from 23 ft (block by P. Pierce),,77,81
382,4,2:00.0,Offensive rebound by Team,,77,81
383,4,1:51.0,T. Evans misses 2-pt jump shot from 6 ft,,77,81
384,4,1:49.0,Offensive rebound by A. Davis,,77,81
385,4,1:48.0,Turnover by Team (shot clock),,77,81
386,4,1:27.0,,J. Wall misses 2-pt jump shot from 16 ft,77,81
387,4,1:26.0,Defensive rebound by A. Davis,,77,81
388,4,1:09.0,Personal foul by B. Beal (drawn by R. Anderson),,77,81
389,4,1:09.0,R. Anderson makes free throw 1 of 2,,78,81
390,4,1:09.0,J. Salmons enters the game for L. Babbitt,,78,81
