,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,GOLDEN STATE_ACTION,SACRAMENTO_SCORE,GOLDEN STATE_SCORE
0,1,11:46.0,,K. Thompson misses 2-pt jump shot from 16 ft,0,0
1,1,11:45.0,Defensive rebound by D. Williams,,0,0
2,1,11:32.0,D. Cousins makes 2-pt jump shot from 14 ft (assist by D. Collison),,2,0
3,1,11:19.0,,S. Curry makes 2-pt layup at rim (assist by A. Bogut),2,2
4,1,11:04.0,Turnover by D. Collison (bad pass; steal by H. Barnes),,2,2
5,1,11:01.0,,Turnover by H. Barnes (lost ball),2,2
6,1,10:40.0,D. Collison makes 2-pt layup at rim (assist by B. McLemore),,4,2
7,1,10:28.0,,K. Thompson makes 2-pt layup from 1 ft,4,4
8,1,10:08.0,D. Williams makes 2-pt layup from 1 ft (assist by R. Gay),,6,4
9,1,9:57.0,,D. Green makes 3-pt jump shot from 26 ft (assist by S. Curry),6,7
10,1,9:48.0,B. McLemore misses 3-pt jump shot from 25 ft,,6,7
11,1,9:46.0,,Defensive rebound by D. Green,6,7
12,1,9:32.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by A. Bogut),6,10
13,1,9:15.0,R. Gay misses 2-pt jump shot from 6 ft,,6,10
14,1,9:13.0,,Defensive rebound by A. Bogut,6,10
15,1,9:08.0,,S. Curry misses 3-pt jump shot from 25 ft,6,10
16,1,9:07.0,Defensive rebound by D. Cousins,,6,10
17,1,9:01.0,Turnover by D. Cousins (bad pass),,6,10
18,1,8:52.0,,A. Bogut makes 2-pt hook shot from 8 ft (assist by S. Curry),6,12
19,1,8:44.0,Sacramento full timeout,,6,12
20,1,8:37.0,D. Cousins misses 2-pt jump shot from 17 ft,,6,12
21,1,8:36.0,,Defensive rebound by Team,6,12
22,1,8:36.0,Loose ball foul by D. Williams (drawn by D. Green),,6,12
23,1,8:26.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by H. Barnes),6,15
24,1,8:08.0,D. Cousins misses 2-pt jump shot from 16 ft,,6,15
25,1,8:07.0,,Defensive rebound by H. Barnes,6,15
26,1,7:57.0,,A. Bogut makes 2-pt hook shot from 8 ft (assist by K. Thompson),6,17
27,1,7:45.0,Turnover by D. Collison (bad pass; steal by K. Thompson),,6,17
28,1,7:38.0,,H. Barnes misses 3-pt jump shot from 25 ft,6,17
29,1,7:37.0,Defensive rebound by D. Williams,,6,17
30,1,7:32.0,Turnover by D. Collison (lost ball),,6,17
31,1,7:21.0,,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),6,20
32,1,7:05.0,Shooting foul by K. Thompson (drawn by D. Williams),,6,20
33,1,7:05.0,D. Williams makes free throw 1 of 2,,7,20
34,1,7:05.0,D. Williams makes free throw 2 of 2,,8,20
35,1,6:49.0,,H. Barnes makes 2-pt layup from 1 ft (assist by D. Green),8,22
36,1,6:38.0,B. McLemore misses 2-pt layup from 2 ft (block by K. Thompson),,8,22
37,1,6:36.0,,Defensive rebound by S. Curry,8,22
38,1,6:32.0,,K. Thompson misses 3-pt jump shot from 26 ft,8,22
39,1,6:30.0,,Offensive rebound by H. Barnes,8,22
40,1,6:30.0,,H. Barnes makes 2-pt tip-in at rim,8,24
41,1,6:25.0,Sacramento full timeout,,8,24
42,1,6:25.0,N. Stauskas enters the game for D. Williams,,8,24
43,1,6:25.0,Q. Miller enters the game for B. McLemore,,8,24
44,1,6:15.0,D. Cousins misses 2-pt layup at rim,,8,24
45,1,6:13.0,,Defensive rebound by K. Thompson,8,24
46,1,6:07.0,,Shooting foul by N. Stauskas (drawn by K. Thompson),8,24
47,1,6:07.0,,K. Thompson makes free throw 1 of 2,8,25
48,1,6:07.0,,K. Thompson makes free throw 2 of 2,8,26
49,1,5:43.0,D. Cousins misses 2-pt jump shot from 16 ft,,8,26
50,1,5:42.0,Offensive rebound by Team,,8,26
51,1,5:39.0,Turnover by Team (shot clock),,8,26
52,1,5:31.0,,A. Bogut misses 2-pt hook shot from 1 ft,8,26
53,1,5:30.0,Defensive rebound by R. Gay,,8,26
54,1,5:21.0,R. Gay misses 2-pt layup from 2 ft,,8,26
55,1,5:20.0,,Defensive rebound by D. Green,8,26
56,1,5:09.0,,D. Green misses 3-pt jump shot from 25 ft,8,26
57,1,5:08.0,Defensive rebound by D. Cousins,,8,26
58,1,4:45.0,D. Collison misses 3-pt jump shot from 25 ft,,8,26
59,1,4:43.0,Offensive rebound by D. Collison,,8,26
60,1,4:31.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Gay),,11,26
61,1,4:22.0,,S. Curry misses 3-pt jump shot from 26 ft,11,26
62,1,4:21.0,,Offensive rebound by H. Barnes,11,26
63,1,4:10.0,,Turnover by K. Thompson (lost ball),11,26
64,1,4:10.0,,B. Rush enters the game for H. Barnes,11,26
65,1,4:01.0,Shooting foul by A. Bogut (drawn by D. Cousins),,11,26
66,1,4:01.0,D. Cousins makes free throw 1 of 2,,12,26
67,1,4:01.0,D. Cousins misses free throw 2 of 2,,12,26
68,1,4:00.0,,Defensive rebound by A. Bogut,12,26
69,1,3:46.0,,K. Thompson misses 2-pt layup at rim,12,26
70,1,3:44.0,,Offensive rebound by Team,12,26
71,1,3:40.0,,Turnover by K. Thompson (bad pass; steal by D. Collison),12,26
72,1,3:37.0,,J. Holiday enters the game for K. Thompson,12,26
73,1,3:32.0,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Gay),,14,26
74,1,3:05.0,,J. Holiday misses 3-pt jump shot from 23 ft,14,26
