,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
132,2,7:48.0,Turnover by A. Iguodala (bad pass; steal by S. Blake),,37,40
133,2,7:33.0,,C. McCollum makes 2-pt jump shot from 17 ft,37,42
134,2,7:14.0,K. Thompson misses 2-pt jump shot from 19 ft,,37,42
135,2,7:13.0,,Defensive rebound by J. Freeland,37,42
136,2,7:06.0,,Shooting foul by L. Barbosa (drawn by S. Blake),37,42
137,2,7:06.0,,S. Blake makes free throw 1 of 2,37,43
138,2,7:06.0,A. Bogut enters the game for M. Speights,,37,43
139,2,7:06.0,,R. Lopez enters the game for J. Freeland,37,43
140,2,7:06.0,,S. Blake makes free throw 2 of 2,37,44
141,2,6:52.0,Shooting foul by S. Blake (drawn by K. Thompson),,37,44
142,2,6:52.0,K. Thompson makes free throw 1 of 2,,38,44
143,2,6:52.0,S. Curry enters the game for L. Barbosa,,38,44
144,2,6:52.0,D. Green enters the game for H. Barnes,,38,44
145,2,6:52.0,K. Thompson makes free throw 2 of 2,,39,44
146,2,6:38.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by R. Lopez),39,47
147,2,6:29.0,D. Green makes 2-pt jump shot from 17 ft (assist by S. Curry),,41,47
148,2,6:28.0,,Portland full timeout,41,47
149,2,6:28.0,,D. Wright enters the game for A. Afflalo,41,47
150,2,6:28.0,,D. Lillard enters the game for S. Blake,41,47
151,2,6:12.0,,R. Lopez misses 2-pt hook shot from 6 ft,41,47
152,2,6:10.0,,Offensive rebound by A. Gee,41,47
153,2,6:01.0,,A. Gee misses 3-pt jump shot from 23 ft,41,47
154,2,5:59.0,,Offensive rebound by A. Gee,41,47
155,2,5:46.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by D. Lillard),41,50
156,2,5:27.0,A. Bogut misses 2-pt hook shot from 5 ft,,41,50
157,2,5:25.0,,Defensive rebound by R. Lopez,41,50
158,2,5:16.0,,D. Lillard makes 3-pt jump shot from 26 ft,41,53
159,2,4:55.0,S. Curry makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,44,53
160,2,4:41.0,,Turnover by D. Lillard (step out of bounds),44,53
161,2,4:34.0,S. Curry makes 3-pt jump shot from 26 ft,,47,53
162,2,4:08.0,,D. Lillard makes 2-pt jump shot from 14 ft (assist by R. Lopez),47,55
163,2,4:08.0,,Shooting foul by K. Thompson (drawn by D. Lillard),47,55
164,2,4:08.0,,D. Lillard makes free throw 1 of 1,47,56
165,2,3:47.0,S. Curry misses 2-pt layup at rim,,47,56
166,2,3:46.0,Offensive rebound by A. Bogut,,47,56
167,2,3:46.0,A. Bogut makes 2-pt layup from 1 ft,,49,56
168,2,3:29.0,,A. Gee makes 2-pt layup from 1 ft,49,58
169,2,3:19.0,K. Thompson misses 2-pt jump shot from 12 ft,,49,58
170,2,3:18.0,,Defensive rebound by R. Lopez,49,58
171,2,3:10.0,,C. McCollum misses 2-pt jump shot from 17 ft,49,58
172,2,3:07.0,Defensive rebound by A. Bogut,,49,58
173,2,3:04.0,K. Thompson makes 2-pt layup at rim (assist by A. Bogut),,51,58
174,2,3:04.0,Shooting foul by C. McCollum (drawn by K. Thompson),,51,58
175,2,3:04.0,H. Barnes enters the game for A. Iguodala,,51,58
176,2,3:04.0,,A. Afflalo enters the game for C. McCollum,51,58
177,2,3:04.0,K. Thompson makes free throw 1 of 1,,52,58
178,2,2:42.0,,A. Afflalo makes 2-pt jump shot from 12 ft,52,60
179,2,2:31.0,Golden State full timeout,,52,60
180,2,2:31.0,L. Barbosa enters the game for K. Thompson,,52,60
181,2,2:12.0,Turnover by Team (shot clock),,52,60
182,2,1:58.0,,D. Lillard misses 3-pt jump shot from 25 ft,52,60
183,2,1:57.0,Defensive rebound by D. Green,,52,60
184,2,1:38.0,L. Barbosa makes 3-pt jump shot from 23 ft (assist by D. Green),,55,60
185,2,1:16.0,,A. Gee misses 2-pt jump shot from 14 ft,55,60
186,2,1:15.0,Defensive rebound by A. Bogut,,55,60
187,2,1:03.0,S. Curry misses 2-pt jump shot from 17 ft,,55,60
188,2,1:03.0,,Defensive rebound by Team,55,60
189,2,1:03.0,Loose ball foul by A. Bogut (drawn by D. Wright),,55,60
190,2,1:03.0,,D. Wright makes free throw 1 of 2,55,61
191,2,1:03.0,,D. Wright makes free throw 2 of 2,55,62
192,2,0:54.0,L. Barbosa misses 2-pt jump shot from 18 ft,,55,62
193,2,0:53.0,,Defensive rebound by A. Afflalo,55,62
194,2,0:30.0,,D. Lillard misses 2-pt jump shot from 4 ft,55,62
195,2,0:29.0,Defensive rebound by D. Green,,55,62
196,2,0:28.0,S. Curry makes 2-pt dunk at rim (assist by D. Green),,57,62
197,2,0:02.0,,D. Wright misses 3-pt jump shot from 24 ft,57,62
198,2,0:01.0,,Offensive rebound by R. Lopez,57,62
199,3,11:48.0,,A. Gee makes 2-pt dunk at rim (assist by D. Lillard),57,64
200,3,11:29.0,A. Bogut makes 2-pt hook shot from 4 ft (assist by S. Curry),,59,64
201,3,11:10.0,,D. Lillard makes 2-pt jump shot from 11 ft (assist by D. Wright),59,66
202,3,11:07.0,Turnover by S. Curry (lost ball),,59,66
203,3,11:01.0,,D. Lillard misses 3-pt jump shot from 25 ft,59,66
204,3,11:00.0,,Offensive rebound by D. Lillard,59,66
205,3,10:56.0,,A. Afflalo misses 3-pt jump shot from 26 ft,59,66
206,3,10:55.0,Defensive rebound by D. Green,,59,66
207,3,10:48.0,D. Green misses 2-pt layup from 1 ft,,59,66
208,3,10:46.0,Offensive rebound by A. Bogut,,59,66
209,3,10:46.0,A. Bogut misses 2-pt tip-in at rim,,59,66
210,3,10:45.0,Offensive rebound by A. Bogut,,59,66
211,3,10:45.0,A. Bogut makes 2-pt tip-in at rim,,61,66
212,3,10:20.0,,D. Wright misses 2-pt jump shot from 9 ft,61,66
213,3,10:19.0,Defensive rebound by A. Bogut,,61,66
214,3,10:11.0,D. Green makes 3-pt jump shot from 25 ft (assist by S. Curry),,64,66
215,3,9:54.0,,D. Wright misses 2-pt jump shot from 19 ft,64,66
216,3,9:53.0,Defensive rebound by K. Thompson,,64,66
217,3,9:33.0,S. Curry makes 2-pt layup at rim (assist by A. Bogut),,66,66
218,3,9:06.0,,D. Lillard misses 3-pt jump shot from 24 ft,66,66
219,3,9:05.0,,Offensive rebound by Team,66,66
220,3,8:56.0,,D. Wright misses 3-pt jump shot from 25 ft,66,66
221,3,8:55.0,Defensive rebound by D. Green,,66,66
222,3,8:47.0,S. Curry misses 3-pt jump shot from 26 ft,,66,66
223,3,8:46.0,,Defensive rebound by D. Wright,66,66
224,3,8:36.0,,R. Lopez misses 2-pt jump shot from 6 ft,66,66
225,3,8:34.0,,Offensive rebound by D. Wright,66,66
226,3,8:34.0,,D. Wright misses 2-pt layup at rim,66,66
227,3,8:31.0,Defensive rebound by A. Bogut,,66,66
228,3,8:27.0,S. Curry makes 3-pt jump shot from 23 ft (assist by K. Thompson),,69,66
229,3,8:27.0,,Portland full timeout,69,66
230,3,8:03.0,,A. Afflalo misses 2-pt jump shot from 18 ft,69,66
231,3,8:02.0,,Offensive rebound by A. Gee,69,66
232,3,7:59.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by A. Gee),69,69
233,3,7:35.0,K. Thompson makes 2-pt layup from 1 ft (assist by D. Green),,71,69
234,3,7:19.0,,D. Lillard misses 3-pt jump shot from 28 ft,71,69
235,3,7:18.0,Defensive rebound by A. Bogut,,71,69
236,3,7:04.0,K. Thompson misses 2-pt jump shot from 13 ft,,71,69
237,3,7:02.0,Offensive rebound by A. Bogut,,71,69
238,3,6:57.0,S. Curry makes 2-pt jump shot from 11 ft (assist by A. Bogut),,73,69
239,3,6:45.0,,Turnover by D. Lillard (bad pass),73,69
240,3,6:41.0,S. Curry misses 3-pt jump shot from 25 ft,,73,69
241,3,6:39.0,,Defensive rebound by R. Lopez,73,69
242,3,6:22.0,,Personal foul by A. Bogut (drawn by R. Lopez),73,69
243,3,6:22.0,,C. McCollum enters the game for D. Wright,73,69
244,3,6:18.0,,Turnover by C. McCollum (lost ball; steal by A. Bogut),73,69
245,3,6:06.0,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),,75,69
246,3,5:48.0,,A. Gee misses 2-pt jump shot from 10 ft (block by D. Green),75,69
247,3,5:47.0,Defensive rebound by A. Bogut,,75,69
248,3,5:41.0,D. Green makes 2-pt dunk at rim (assist by S. Curry),,77,69
249,3,5:41.0,,Portland full timeout,77,69
250,3,5:41.0,,J. Freeland enters the game for R. Lopez,77,69
251,3,5:41.0,J. Holiday enters the game for H. Barnes,,77,69
252,3,5:41.0,A. Iguodala enters the game for K. Thompson,,77,69
253,3,5:25.0,,C. McCollum misses 2-pt jump shot from 10 ft,77,69
254,3,5:23.0,Defensive rebound by A. Bogut,,77,69
255,3,5:05.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,80,69
256,3,4:50.0,,Turnover by D. Lillard (lost ball),80,69
257,3,4:50.0,,A. Crabbe enters the game for A. Afflalo,80,69
258,3,4:50.0,,M. Leonard enters the game for A. Gee,80,69
259,3,4:34.0,D. Green misses 3-pt jump shot from 25 ft,,80,69
260,3,4:32.0,,Defensive rebound by D. Lillard,80,69
261,3,4:24.0,,A. Crabbe misses 2-pt jump shot from 3 ft,80,69
262,3,4:23.0,Defensive rebound by A. Bogut,,80,69
263,3,4:18.0,Turnover by J. Holiday (step out of bounds),,80,69
264,3,4:04.0,,C. McCollum makes 2-pt layup from 1 ft (assist by D. Lillard),80,71
265,3,4:04.0,,Shooting foul by D. Green (drawn by C. McCollum),80,71
266,3,4:04.0,F. Ezeli enters the game for A. Bogut,,80,71
267,3,4:04.0,,C. McCollum makes free throw 1 of 1,80,72
268,3,3:42.0,F. Ezeli makes 2-pt layup from 2 ft (assist by D. Green),,82,72
269,3,3:20.0,,C. McCollum makes 2-pt jump shot from 8 ft,82,74
270,3,3:10.0,S. Curry misses 2-pt jump shot from 18 ft,,82,74
271,3,3:09.0,,Defensive rebound by M. Leonard,82,74
272,3,3:00.0,,D. Lillard makes 3-pt jump shot from 27 ft,82,77
273,3,3:00.0,Golden State full timeout,,82,77
274,3,2:38.0,D. Green misses 3-pt jump shot from 28 ft,,82,77
275,3,2:37.0,,Defensive rebound by J. Freeland,82,77
276,3,2:29.0,,D. Lillard misses 2-pt jump shot from 20 ft,82,77
277,3,2:27.0,Defensive rebound by F. Ezeli,,82,77
278,3,2:22.0,Personal foul by C. McCollum (drawn by J. Holiday),,82,77
279,3,2:13.0,S. Curry makes 3-pt jump shot from 24 ft,,85,77
280,3,1:45.0,,D. Lillard misses 2-pt jump shot from 6 ft,85,77
281,3,1:44.0,Defensive rebound by D. Green,,85,77
282,3,1:39.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. Green),,87,77
283,3,1:24.0,,J. Freeland makes 2-pt layup from 1 ft (assist by C. McCollum),87,79
284,3,1:24.0,,Shooting foul by F. Ezeli (drawn by J. Freeland),87,79
285,3,1:24.0,L. Barbosa enters the game for S. Curry,,87,79
286,3,1:24.0,,S. Blake enters the game for D. Lillard,87,79
287,3,1:24.0,,J. Freeland misses free throw 1 of 1,87,79
288,3,1:23.0,Defensive rebound by D. Green,,87,79
289,3,1:14.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,89,79
290,3,0:57.0,,C. McCollum misses 2-pt jump shot from 17 ft,89,79
291,3,0:56.0,Defensive rebound by L. Barbosa,,89,79
292,3,0:51.0,A. Iguodala makes 2-pt jump shot from 16 ft (assist by L. Barbosa),,91,79
293,3,0:35.0,,A. Crabbe misses 2-pt jump shot from 12 ft,91,79
294,3,0:34.0,Defensive rebound by F. Ezeli,,91,79
295,3,0:14.0,A. Iguodala makes 2-pt jump shot from 18 ft,,93,79
296,3,0:02.0,,Shooting foul by J. Holiday (drawn by C. McCollum),93,79
297,3,0:02.0,,C. McCollum misses free throw 1 of 2,93,79
298,3,0:02.0,,Offensive rebound by Team,93,79
299,3,0:02.0,,C. McCollum makes free throw 2 of 2,93,80
300,3,0:00.0,A. Iguodala misses 3-pt jump shot from 57 ft,,93,80
301,3,0:00.0,Offensive rebound by Team,,93,80
302,4,11:44.0,A. Iguodala makes 3-pt jump shot from 25 ft,,96,80
303,4,11:20.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Crabbe),96,83
304,4,11:00.0,H. Barnes makes 2-pt jump shot from 15 ft,,98,83
305,4,10:33.0,,C. McCollum misses 3-pt jump shot from 26 ft,98,83
306,4,10:32.0,Defensive rebound by A. Iguodala,,98,83
307,4,10:27.0,Turnover by A. Iguodala (lost ball; steal by A. Crabbe),,98,83
308,4,10:18.0,,S. Blake makes 3-pt jump shot from 26 ft (assist by A. Crabbe),98,86
309,4,9:54.0,F. Ezeli misses 2-pt hook shot from 3 ft,,98,86
310,4,9:52.0,,Defensive rebound by J. Freeland,98,86
311,4,9:34.0,,S. Blake misses 3-pt jump shot from 25 ft,98,86
312,4,9:33.0,,Offensive rebound by M. Leonard,98,86
313,4,9:29.0,,A. Crabbe misses 3-pt jump shot from 23 ft,98,86
314,4,9:28.0,Defensive rebound by A. Iguodala,,98,86
315,4,9:21.0,J. Holiday misses 3-pt jump shot from 25 ft,,98,86
316,4,9:20.0,,Defensive rebound by M. Leonard,98,86
317,4,9:10.0,,A. Crabbe misses 3-pt jump shot from 26 ft,98,86
318,4,9:09.0,Defensive rebound by A. Iguodala,,98,86
319,4,8:51.0,F. Ezeli makes 2-pt dunk at rim (assist by A. Iguodala),,100,86
320,4,8:30.0,,C. McCollum makes 2-pt jump shot from 5 ft,100,88
321,4,8:15.0,Turnover by A. Iguodala (bad pass; steal by J. Freeland),,100,88
322,4,8:08.0,,C. McCollum misses 2-pt layup from 1 ft,100,88
323,4,8:07.0,,Offensive rebound by M. Leonard,100,88
324,4,8:02.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by C. McCollum),100,91
325,4,8:01.0,Golden State full timeout,,100,91
326,4,8:01.0,,A. Afflalo enters the game for M. Leonard,100,91
327,4,8:01.0,S. Curry enters the game for J. Holiday,,100,91
328,4,8:01.0,D. Green enters the game for F. Ezeli,,100,91
329,4,7:42.0,Personal foul by J. Freeland (drawn by S. Curry),,100,91
330,4,7:36.0,S. Curry makes 2-pt jump shot from 6 ft (assist by A. Iguodala),,102,91
331,4,7:17.0,,J. Freeland misses 2-pt jump shot from 11 ft,102,91
332,4,7:14.0,Defensive rebound by L. Barbosa,,102,91
333,4,7:06.0,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),,104,91
334,4,6:47.0,,Shooting foul by H. Barnes (drawn by S. Blake),104,91
335,4,6:47.0,,S. Blake makes free throw 1 of 2,104,92
336,4,6:47.0,,D. Lillard enters the game for J. Freeland,104,92
337,4,6:47.0,,S. Blake makes free throw 2 of 2,104,93
338,4,6:32.0,L. Barbosa misses 3-pt jump shot from 26 ft,,104,93
339,4,6:32.0,Offensive rebound by Team,,104,93
340,4,6:32.0,,Loose ball foul by S. Blake (drawn by D. Green),104,93
341,4,6:32.0,,A. Gee enters the game for S. Blake,104,93
342,4,6:22.0,Personal foul by A. Gee (drawn by A. Iguodala),,104,93
343,4,6:12.0,S. Curry makes 2-pt layup from 1 ft,,106,93
344,4,6:02.0,,D. Lillard misses 2-pt jump shot from 3 ft (block by D. Green),106,93
345,4,5:59.0,,Offensive rebound by D. Lillard,106,93
346,4,5:59.0,,Personal foul by S. Curry (drawn by D. Lillard),106,93
347,4,5:59.0,Official timeout,,106,93
348,4,5:59.0,K. Thompson enters the game for L. Barbosa,,106,93
349,4,5:52.0,,Offensive foul by A. Afflalo (drawn by A. Iguodala),106,93
350,4,5:52.0,,Turnover by A. Afflalo (offensive foul),106,93
351,4,5:39.0,H. Barnes misses 2-pt hook shot from 6 ft,,106,93
352,4,5:38.0,,Defensive rebound by D. Lillard,106,93
353,4,5:30.0,,A. Afflalo makes 2-pt layup from 2 ft (assist by D. Lillard),106,95
354,4,5:21.0,Golden State full timeout,,106,95
355,4,5:15.0,Personal foul by A. Gee (drawn by S. Curry),,106,95
356,4,5:03.0,K. Thompson makes 2-pt jump shot from 18 ft,,108,95
357,4,4:44.0,,Turnover by A. Afflalo (bad pass),108,95
358,4,4:34.0,Personal foul by A. Gee (drawn by S. Curry),,108,95
359,4,4:34.0,S. Curry makes free throw 1 of 2,,109,95
360,4,4:34.0,S. Curry makes free throw 2 of 2,,110,95
361,4,4:20.0,,A. Gee misses 2-pt layup from 1 ft (block by D. Green),110,95
362,4,4:19.0,Defensive rebound by D. Green,,110,95
363,4,4:08.0,Turnover by S. Curry (lost ball; steal by C. McCollum),,110,95
364,4,4:04.0,,Turnover by C. McCollum (bad pass; steal by S. Curry),110,95
365,4,4:03.0,Shooting foul by A. Crabbe (drawn by H. Barnes),,110,95
366,4,4:03.0,H. Barnes makes free throw 1 of 2,,111,95
367,4,4:03.0,H. Barnes makes free throw 2 of 2,,112,95
368,4,3:56.0,,D. Lillard makes 3-pt jump shot from 25 ft,112,98
369,4,3:45.0,Turnover by A. Iguodala (bad pass; steal by A. Gee),,112,98
370,4,3:42.0,,Shooting foul by A. Iguodala (drawn by A. Crabbe),112,98
371,4,3:42.0,,A. Crabbe misses free throw 1 of 2,112,98
372,4,3:42.0,,Offensive rebound by Team,112,98
373,4,3:42.0,,A. Crabbe makes free throw 2 of 2,112,99
374,4,3:28.0,A. Iguodala makes 2-pt dunk at rim (assist by S. Curry),,114,99
375,4,3:12.0,,Turnover by D. Lillard (lost ball; steal by K. Thompson),114,99
376,4,3:01.0,Personal foul by D. Lillard (drawn by D. Green),,114,99
377,4,3:01.0,,Portland full timeout,114,99
378,4,3:01.0,,J. Freeland enters the game for A. Afflalo,114,99
379,4,3:01.0,,S. Blake enters the game for D. Lillard,114,99
380,4,3:01.0,D. Green misses free throw 1 of 2,,114,99
