,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
104,2,10:59.0,Turnover by D. Green (lost ball; steal by D. Waiters),,23,22
105,2,10:54.0,,T. Thompson makes 2-pt layup from 1 ft (assist by D. Waiters),23,24
106,2,10:53.0,San Antonio full timeout,,23,24
107,2,10:33.0,D. Green misses 3-pt jump shot from 23 ft,,23,24
108,2,10:32.0,,Defensive rebound by K. Irving,23,24
109,2,10:20.0,,K. Irving misses 2-pt jump shot from 9 ft (block by A. Baynes),23,24
110,2,10:18.0,,Offensive rebound by K. Irving,23,24
111,2,10:14.0,,A. Varejão makes 2-pt jump shot from 6 ft (assist by D. Waiters),23,26
112,2,10:04.0,A. Daye misses 3-pt jump shot from 25 ft,,23,26
113,2,10:02.0,,Defensive rebound by T. Thompson,23,26
114,2,9:43.0,,D. Waiters makes 2-pt layup from 1 ft,23,28
115,2,9:20.0,D. Green makes 3-pt jump shot from 26 ft (assist by M. Ginóbili),,26,28
116,2,9:03.0,,A. Varejão makes 2-pt jump shot from 18 ft (assist by K. Irving),26,30
117,2,8:51.0,Personal foul by J. Harris (drawn by M. Ginóbili),,26,30
118,2,8:51.0,Official timeout,,26,30
119,2,8:51.0,,L. James enters the game for K. Irving,26,30
120,2,8:51.0,K. Leonard enters the game for D. Green,,26,30
121,2,8:51.0,C. Joseph enters the game for M. Ginóbili,,26,30
122,2,8:36.0,Personal foul by L. James (drawn by T. Parker),,26,30
123,2,8:32.0,T. Parker misses 2-pt jump shot from 12 ft (block by D. Waiters),,26,30
124,2,8:31.0,,Defensive rebound by Team,26,30
125,2,8:05.0,,L. James misses 2-pt jump shot from 18 ft,26,30
126,2,8:05.0,,Offensive rebound by Team,26,30
127,2,8:05.0,Loose ball foul by A. Daye (drawn by T. Thompson),,26,30
128,2,7:58.0,,J. Harris makes 2-pt layup at rim (assist by D. Waiters),26,32
129,2,7:58.0,,Shooting foul by T. Parker (drawn by J. Harris),26,32
130,2,7:58.0,,J. Harris misses free throw 1 of 1,26,32
131,2,7:56.0,Defensive rebound by K. Leonard,,26,32
132,2,7:48.0,Turnover by K. Leonard (bad pass; steal by D. Waiters),,26,32
133,2,7:38.0,,J. Harris misses 3-pt jump shot from 24 ft,26,32
134,2,7:37.0,Defensive rebound by A. Baynes,,26,32
135,2,7:35.0,Shooting foul by J. Harris (drawn by T. Parker),,26,32
136,2,7:35.0,T. Parker misses free throw 1 of 2,,26,32
137,2,7:35.0,Offensive rebound by Team,,26,32
138,2,7:35.0,,K. Irving enters the game for J. Harris,26,32
139,2,7:35.0,,S. Marion enters the game for D. Waiters,26,32
140,2,7:35.0,T. Duncan enters the game for A. Baynes,,26,32
141,2,7:35.0,B. Diaw enters the game for A. Daye,,26,32
142,2,7:35.0,T. Parker misses free throw 2 of 2,,26,32
143,2,7:34.0,,Defensive rebound by A. Varejão,26,32
144,2,7:16.0,,L. James misses 2-pt jump shot from 17 ft,26,32
145,2,7:15.0,Defensive rebound by B. Diaw,,26,32
146,2,7:07.0,Personal foul by L. James (drawn by T. Duncan),,26,32
147,2,6:58.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by K. Leonard),,29,32
148,2,6:35.0,,Turnover by K. Irving (bad pass; steal by B. Diaw),29,32
149,2,6:31.0,Turnover by B. Diaw (lost ball; steal by K. Irving),,29,32
150,2,6:28.0,,K. Irving makes 2-pt layup at rim,29,34
151,2,6:08.0,C. Joseph makes 2-pt jump shot from 20 ft (assist by B. Diaw),,31,34
152,2,5:52.0,,L. James misses 2-pt layup at rim,31,34
153,2,5:46.0,Defensive rebound by T. Parker,,31,34
154,2,5:44.0,,Cleveland full timeout,31,34
155,2,5:44.0,M. Ginóbili enters the game for C. Joseph,,31,34
156,2,5:44.0,,K. Love enters the game for T. Thompson,31,34
157,2,5:35.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,31,34
158,2,5:33.0,,Defensive rebound by S. Marion,31,34
159,2,5:27.0,,A. Varejão makes 2-pt layup at rim (assist by L. James),31,36
160,2,5:15.0,B. Diaw makes 2-pt jump shot from 6 ft (assist by K. Leonard),,33,36
161,2,4:57.0,,S. Marion misses 3-pt jump shot from 23 ft,33,36
162,2,4:56.0,Defensive rebound by K. Leonard,,33,36
163,2,4:53.0,Shooting foul by K. Irving (drawn by K. Leonard),,33,36
164,2,4:53.0,K. Leonard misses free throw 1 of 2,,33,36
165,2,4:53.0,Offensive rebound by Team,,33,36
166,2,4:53.0,,D. Waiters enters the game for K. Irving,33,36
167,2,4:53.0,K. Leonard makes free throw 2 of 2,,34,36
168,2,4:37.0,,K. Love misses 2-pt jump shot from 7 ft,34,36
169,2,4:35.0,Defensive rebound by T. Duncan,,34,36
170,2,4:20.0,T. Duncan misses 2-pt jump shot from 13 ft,,34,36
171,2,4:19.0,,Defensive rebound by S. Marion,34,36
172,2,4:04.0,,L. James makes 2-pt layup from 1 ft,34,38
173,2,4:04.0,,Shooting foul by T. Duncan (drawn by L. James),34,38
174,2,4:04.0,,L. James makes free throw 1 of 1,34,39
175,2,3:40.0,Turnover by Team (shot clock),,34,39
176,2,3:28.0,,D. Waiters misses 2-pt jump shot from 13 ft,34,39
177,2,3:27.0,Defensive rebound by M. Ginóbili,,34,39
178,2,3:16.0,B. Diaw makes 2-pt jump shot from 7 ft (assist by T. Duncan),,36,39
179,2,2:53.0,,L. James misses 3-pt jump shot from 25 ft,36,39
180,2,2:52.0,,Offensive rebound by Team,36,39
181,2,2:52.0,San Antonio full timeout,,36,39
182,2,2:52.0,,K. Irving enters the game for L. James,36,39
183,2,2:52.0,C. Joseph enters the game for T. Parker,,36,39
184,2,2:36.0,,K. Irving makes 2-pt jump shot from 18 ft (assist by S. Marion),36,41
185,2,2:22.0,K. Leonard misses 2-pt jump shot from 7 ft,,36,41
186,2,2:20.0,,Defensive rebound by A. Varejão,36,41
187,2,2:14.0,,K. Irving makes 3-pt jump shot from 25 ft,36,44
188,2,1:54.0,,Offensive charge foul by T. Duncan (drawn by A. Varejão),36,44
189,2,1:54.0,Turnover by T. Duncan (offensive foul),,36,44
190,2,1:42.0,,K. Irving makes 3-pt jump shot from 24 ft,36,47
191,2,1:25.0,K. Leonard makes 2-pt layup from 1 ft,,38,47
192,2,1:09.0,,Turnover by K. Irving (lost ball; steal by K. Leonard),38,47
193,2,1:04.0,K. Leonard makes 2-pt layup at rim (assist by C. Joseph),,40,47
194,2,1:04.0,,Cleveland full timeout,40,47
195,2,1:04.0,,J. Harris enters the game for K. Irving,40,47
196,2,0:46.0,,A. Varejão misses 2-pt hook shot from 10 ft,40,47
197,2,0:44.0,Defensive rebound by M. Ginóbili,,40,47
198,2,0:30.0,T. Duncan makes 2-pt layup at rim (assist by B. Diaw),,42,47
199,2,0:10.0,,Turnover by D. Waiters (bad pass; steal by K. Leonard),42,47
200,2,0:06.0,M. Ginóbili makes 2-pt layup at rim (assist by K. Leonard),,44,47
201,2,0:00.0,,A. Varejão misses 3-pt jump shot from 25 ft,44,47
202,2,0:00.0,,Offensive rebound by Team,44,47
203,3,11:45.0,,K. Love makes 2-pt layup at rim (assist by L. James),44,49
204,3,11:41.0,San Antonio full timeout,,44,49
205,3,11:24.0,T. Duncan misses 2-pt jump shot from 17 ft,,44,49
206,3,11:23.0,,Defensive rebound by K. Love,44,49
207,3,11:03.0,,K. Love misses 2-pt jump shot from 14 ft (block by B. Diaw),44,49
208,3,11:01.0,,Offensive rebound by K. Love,44,49
209,3,10:59.0,,Turnover by Team (shot clock),44,49
210,3,10:44.0,Turnover by T. Duncan (lost ball; steal by K. Love),,44,49
211,3,10:27.0,,Personal foul by K. Leonard (drawn by K. Irving),44,49
212,3,10:21.0,,K. Love makes 2-pt jump shot from 15 ft (assist by L. James),44,51
213,3,10:12.0,Turnover by K. Leonard (traveling),,44,51
214,3,9:56.0,,K. Love misses 2-pt jump shot from 7 ft (block by T. Duncan),44,51
215,3,9:54.0,Defensive rebound by K. Leonard,,44,51
216,3,9:46.0,D. Green makes 3-pt jump shot from 22 ft (assist by B. Diaw),,47,51
217,3,9:24.0,,A. Varejão misses 2-pt jump shot from 5 ft,47,51
218,3,9:22.0,,Offensive rebound by K. Love,47,51
219,3,9:22.0,,K. Love misses 2-pt tip-in at rim,47,51
220,3,9:20.0,,Offensive rebound by K. Love,47,51
221,3,9:20.0,,K. Love makes 2-pt layup at rim,47,53
222,3,9:10.0,B. Diaw misses 2-pt layup from 1 ft,,47,53
223,3,9:09.0,,Defensive rebound by K. Love,47,53
224,3,9:07.0,,Turnover by K. Love (bad pass; steal by T. Parker),47,53
225,3,9:00.0,B. Diaw misses 2-pt jump shot from 10 ft,,47,53
226,3,8:58.0,,Defensive rebound by A. Varejão,47,53
227,3,8:53.0,,Personal foul by T. Parker (drawn by K. Love),47,53
228,3,8:48.0,,K. Love misses 2-pt jump shot from 19 ft,47,53
229,3,8:47.0,Defensive rebound by K. Leonard,,47,53
230,3,8:39.0,T. Duncan makes 2-pt dunk at rim (assist by B. Diaw),,49,53
231,3,8:19.0,,L. James misses 2-pt jump shot from 12 ft,49,53
232,3,8:17.0,,Offensive rebound by S. Marion,49,53
233,3,8:17.0,,S. Marion misses 2-pt tip-in from 1 ft,49,53
234,3,8:15.0,Defensive rebound by B. Diaw,,49,53
235,3,8:04.0,T. Duncan misses 2-pt jump shot from 8 ft,,49,53
236,3,8:01.0,Offensive rebound by K. Leonard,,49,53
237,3,7:59.0,K. Leonard makes 2-pt jump shot from 16 ft,,51,53
238,3,7:38.0,,S. Marion misses 3-pt jump shot from 23 ft,51,53
239,3,7:37.0,Defensive rebound by T. Duncan,,51,53
240,3,7:33.0,Shooting foul by K. Irving (drawn by K. Leonard),,51,53
241,3,7:33.0,K. Leonard makes free throw 1 of 2,,52,53
242,3,7:33.0,M. Ginóbili enters the game for D. Green,,52,53
243,3,7:33.0,K. Leonard misses free throw 2 of 2,,52,53
244,3,7:32.0,Offensive rebound by T. Duncan,,52,53
245,3,7:28.0,Turnover by T. Duncan (bad pass; steal by L. James),,52,53
246,3,7:28.0,,Personal foul by M. Ginóbili (drawn by L. James),52,53
247,3,7:28.0,,Cleveland full timeout,52,53
248,3,7:28.0,,J. Harris enters the game for S. Marion,52,53
249,3,7:12.0,,A. Varejão makes 2-pt dunk at rim (assist by K. Love),52,55
250,3,6:43.0,T. Parker misses 3-pt jump shot from 22 ft,,52,55
251,3,6:42.0,,Defensive rebound by L. James,52,55
252,3,6:29.0,,Turnover by J. Harris (traveling),52,55
253,3,6:29.0,A. Baynes enters the game for T. Duncan,,52,55
254,3,6:04.0,B. Diaw makes 2-pt jump shot from 11 ft,,54,55
255,3,5:42.0,,Turnover by L. James (3 sec),54,55
256,3,5:27.0,A. Baynes misses 2-pt layup from 1 ft,,54,55
257,3,5:26.0,Offensive rebound by A. Baynes,,54,55
258,3,5:22.0,K. Leonard misses 3-pt jump shot from 22 ft,,54,55
259,3,5:21.0,,Defensive rebound by A. Varejão,54,55
260,3,5:18.0,,Personal foul by M. Ginóbili (drawn by L. James),54,55
261,3,5:10.0,,Shooting foul by A. Baynes (drawn by K. Love),54,55
262,3,5:10.0,,K. Love makes free throw 1 of 2,54,56
263,3,5:10.0,,T. Thompson enters the game for A. Varejão,54,56
264,3,5:10.0,,K. Love makes free throw 2 of 2,54,57
265,3,4:55.0,B. Diaw makes 2-pt jump shot from 7 ft (assist by T. Parker),,56,57
266,3,4:35.0,,L. James misses 2-pt jump shot from 15 ft,56,57
267,3,4:32.0,Defensive rebound by K. Leonard,,56,57
268,3,4:29.0,T. Parker makes 2-pt layup from 1 ft (assist by K. Leonard),,58,57
269,3,4:20.0,,K. Irving makes 2-pt layup at rim,58,59
270,3,4:13.0,,Violation by K. Love (kicked ball),58,59
271,3,4:13.0,C. Joseph enters the game for T. Parker,,58,59
272,3,4:13.0,,D. Waiters enters the game for K. Irving,58,59
273,3,3:58.0,C. Joseph misses 2-pt jump shot from 14 ft,,58,59
274,3,3:56.0,Offensive rebound by A. Baynes,,58,59
275,3,3:54.0,A. Baynes makes 2-pt layup at rim,,60,59
276,3,3:34.0,,L. James makes 2-pt layup at rim,60,61
277,3,3:24.0,K. Leonard misses 2-pt jump shot from 4 ft (block by L. James),,60,61
278,3,3:21.0,Offensive rebound by C. Joseph,,60,61
279,3,3:20.0,C. Joseph makes 2-pt layup at rim,,62,61
280,3,2:57.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),62,63
281,3,2:45.0,B. Diaw makes 2-pt hook shot from 7 ft (assist by M. Ginóbili),,64,63
282,3,2:32.0,,T. Thompson makes 2-pt dunk at rim (assist by L. James),64,65
283,3,2:14.0,Shooting foul by D. Waiters (drawn by C. Joseph),,64,65
284,3,2:14.0,C. Joseph misses free throw 1 of 2,,64,65
285,3,2:14.0,Offensive rebound by Team,,64,65
286,3,2:14.0,,S. Marion enters the game for L. James,64,65
287,3,2:14.0,,W. Cherry enters the game for K. Love,64,65
288,3,2:14.0,D. Green enters the game for K. Leonard,,64,65
289,3,2:14.0,C. Joseph makes free throw 2 of 2,,65,65
290,3,1:59.0,,Personal foul by A. Baynes (drawn by D. Waiters),65,65
291,3,1:59.0,,D. Waiters makes free throw 1 of 2,65,66
292,3,1:59.0,,D. Waiters makes free throw 2 of 2,65,67
293,3,1:35.0,D. Green makes 2-pt jump shot from 14 ft,,67,67
294,3,1:10.0,Offensive charge foul by W. Cherry (drawn by A. Baynes),,67,67
295,3,1:10.0,,Turnover by W. Cherry (offensive foul),67,67
296,3,1:10.0,A. Daye enters the game for B. Diaw,,67,67
297,3,0:57.0,C. Joseph makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),,70,67
298,3,0:42.0,,T. Thompson misses 2-pt jump shot from 8 ft,70,67
299,3,0:41.0,Defensive rebound by D. Green,,70,67
300,3,0:34.0,C. Joseph makes 2-pt layup from 1 ft,,72,67
301,3,0:13.0,,S. Marion makes 2-pt jump shot from 5 ft (assist by W. Cherry),72,69
302,3,0:00.0,M. Ginóbili misses 2-pt jump shot from 12 ft,,72,69
303,3,0:00.0,Offensive rebound by Team,,72,69
304,4,11:53.0,Personal foul by K. Irving (drawn by M. Ginóbili),,72,69
305,4,11:42.0,M. Ginóbili makes 2-pt jump shot from 13 ft,,74,69
306,4,11:24.0,,Shooting foul by C. Joseph (drawn by K. Irving),74,69
307,4,11:24.0,,K. Irving makes free throw 1 of 2,74,70
308,4,11:24.0,,K. Irving misses free throw 2 of 2,74,70
309,4,11:23.0,Defensive rebound by A. Daye,,74,70
310,4,11:12.0,Personal foul by D. Waiters (drawn by M. Ginóbili),,74,70
311,4,11:02.0,Offensive foul by A. Daye (drawn by S. Marion),,74,70
312,4,11:02.0,Turnover by A. Daye (offensive foul),,74,70
313,4,10:54.0,,Personal foul by C. Joseph (drawn by K. Irving),74,70
314,4,10:43.0,,D. Waiters misses 2-pt jump shot from 20 ft,74,70
315,4,10:42.0,Defensive rebound by C. Joseph,,74,70
316,4,10:30.0,Turnover by T. Duncan (bad pass; steal by K. Irving),,74,70
317,4,10:20.0,,D. Waiters makes 2-pt layup from 1 ft (assist by J. Harris),74,72
318,4,9:57.0,T. Duncan misses 2-pt hook shot from 7 ft,,74,72
319,4,9:54.0,,Defensive rebound by T. Thompson,74,72
320,4,9:48.0,,K. Irving makes 3-pt jump shot from 25 ft,74,75
321,4,9:35.0,Personal foul by D. Waiters (drawn by A. Daye),,74,75
322,4,9:30.0,M. Ginóbili misses 2-pt jump shot from 7 ft,,74,75
323,4,9:29.0,Offensive rebound by T. Duncan,,74,75
324,4,9:24.0,A. Daye makes 3-pt jump shot from 25 ft (assist by C. Joseph),,77,75
325,4,8:56.0,,T. Thompson misses 2-pt layup from 2 ft (block by T. Duncan),77,75
326,4,8:54.0,Defensive rebound by A. Daye,,77,75
327,4,8:48.0,Shooting foul by T. Thompson (drawn by T. Duncan),,77,75
328,4,8:48.0,Official timeout,,77,75
329,4,8:48.0,K. Leonard enters the game for D. Green,,77,75
330,4,8:48.0,T. Parker enters the game for C. Joseph,,77,75
331,4,8:48.0,,A. Varejão enters the game for D. Waiters,77,75
332,4,8:48.0,,L. James enters the game for T. Thompson,77,75
333,4,8:48.0,B. Diaw enters the game for A. Daye,,77,75
334,4,8:48.0,T. Duncan misses free throw 1 of 2,,77,75
335,4,8:48.0,Offensive rebound by Team,,77,75
336,4,8:48.0,T. Duncan makes free throw 2 of 2,,78,75
337,4,8:22.0,,K. Irving misses 2-pt jump shot from 12 ft,78,75
338,4,8:21.0,Defensive rebound by K. Leonard,,78,75
339,4,8:10.0,M. Ginóbili misses 2-pt jump shot from 16 ft,,78,75
340,4,8:09.0,Offensive rebound by Team,,78,75
341,4,8:06.0,K. Leonard misses 3-pt jump shot from 23 ft,,78,75
342,4,8:05.0,,Defensive rebound by L. James,78,75
343,4,7:54.0,,L. James misses 2-pt jump shot from 11 ft,78,75
344,4,7:53.0,Defensive rebound by T. Duncan,,78,75
345,4,7:34.0,Turnover by T. Duncan (traveling),,78,75
346,4,7:34.0,,K. Love enters the game for S. Marion,78,75
347,4,7:16.0,,A. Varejão makes 2-pt layup from 1 ft (assist by K. Love),78,77
348,4,7:06.0,San Antonio full timeout,,78,77
349,4,6:57.0,Shooting foul by K. Love (drawn by T. Duncan),,78,77
350,4,6:57.0,T. Duncan misses free throw 1 of 2,,78,77
351,4,6:57.0,Offensive rebound by Team,,78,77
352,4,6:57.0,D. Green enters the game for M. Ginóbili,,78,77
353,4,6:57.0,T. Duncan makes free throw 2 of 2,,79,77
354,4,6:45.0,,K. Irving makes 2-pt jump shot from 19 ft,79,79
355,4,6:34.0,Personal foul by K. Love (drawn by B. Diaw),,79,79
356,4,6:34.0,B. Diaw makes free throw 1 of 2,,80,79
357,4,6:34.0,B. Diaw makes free throw 2 of 2,,81,79
358,4,6:18.0,,A. Varejão makes 2-pt layup from 1 ft (assist by K. Love),81,81
359,4,5:59.0,Turnover by T. Parker (bad pass; steal by K. Irving),,81,81
360,4,5:51.0,,K. Irving misses 2-pt layup from 1 ft,81,81
361,4,5:49.0,Defensive rebound by K. Leonard,,81,81
362,4,5:41.0,T. Parker misses 2-pt jump shot from 19 ft,,81,81
363,4,5:40.0,Offensive rebound by T. Duncan,,81,81
364,4,5:20.0,,Offensive charge foul by T. Duncan (drawn by K. Love),81,81
365,4,5:20.0,Turnover by T. Duncan (offensive foul),,81,81
366,4,5:01.0,,K. Love misses 3-pt jump shot from 24 ft,81,81
367,4,5:00.0,Defensive rebound by D. Green,,81,81
368,4,4:49.0,B. Diaw misses 2-pt hook shot from 7 ft,,81,81
369,4,4:47.0,,Defensive rebound by K. Love,81,81
370,4,4:44.0,,Shooting foul by D. Green (drawn by A. Varejão),81,81
371,4,4:44.0,,A. Varejão misses free throw 1 of 2,81,81
372,4,4:44.0,,Offensive rebound by Team,81,81
373,4,4:44.0,,A. Varejão makes free throw 2 of 2,81,82
374,4,4:24.0,K. Leonard misses 2-pt jump shot from 10 ft,,81,82
375,4,4:23.0,,Defensive rebound by K. Love,81,82
376,4,4:10.0,,A. Varejão makes 2-pt layup at rim (assist by L. James),81,84
377,4,3:46.0,Personal foul by J. Harris (drawn by T. Parker),,81,84
378,4,3:46.0,T. Parker makes free throw 1 of 2,,82,84
379,4,3:46.0,M. Ginóbili enters the game for D. Green,,82,84
380,4,3:46.0,T. Parker makes free throw 2 of 2,,83,84
381,4,3:44.0,,Cleveland full timeout,83,84
382,4,3:29.0,,K. Irving misses 3-pt jump shot from 25 ft,83,84
383,4,3:28.0,,Offensive rebound by Team,83,84
384,4,3:17.0,,A. Varejão misses 2-pt layup from 1 ft,83,84
385,4,3:15.0,,Offensive rebound by L. James,83,84
386,4,3:15.0,,L. James misses 2-pt tip-in from 1 ft,83,84
387,4,3:14.0,Defensive rebound by K. Leonard,,83,84
388,4,3:14.0,Personal foul by K. Irving (drawn by K. Leonard),,83,84
389,4,3:14.0,K. Leonard makes free throw 1 of 2,,84,84
390,4,3:14.0,K. Leonard makes free throw 2 of 2,,85,84
391,4,3:00.0,,J. Harris misses 2-pt jump shot from 7 ft,85,84
392,4,2:57.0,,Offensive rebound by A. Varejão,85,84
