,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHICAGO_ACTION,DALLAS_SCORE,CHICAGO_SCORE
383,4,7:44.0,Turnover by R. Jefferson (offensive foul),,90,85
384,4,7:30.0,,K. Hinrich makes 3-pt jump shot from 23 ft (assist by A. Brooks),90,88
385,4,7:09.0,D. Harris makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,93,88
386,4,6:57.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by J. Noah),93,90
387,4,6:37.0,J. Barea makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),,96,90
388,4,6:20.0,,Shooting foul by J. Barea (drawn by A. Brooks),96,90
389,4,6:20.0,,A. Brooks makes free throw 1 of 2,96,91
390,4,6:20.0,T. Chandler enters the game for D. Nowitzki,,96,91
391,4,6:20.0,C. Parsons enters the game for J. Barea,,96,91
392,4,6:20.0,M. Ellis enters the game for R. Jefferson,,96,91
393,4,6:20.0,,P. Gasol enters the game for J. Noah,96,91
394,4,6:20.0,,A. Brooks makes free throw 2 of 2,96,92
395,4,6:03.0,M. Ellis misses 2-pt jump shot from 9 ft,,96,92
396,4,6:02.0,,Defensive rebound by P. Gasol,96,92
397,4,5:50.0,,M. Dunleavy makes 2-pt jump shot from 6 ft,96,94
398,4,5:24.0,C. Parsons misses 3-pt jump shot from 25 ft (block by N. Mirotić),,96,94
399,4,5:22.0,,Defensive rebound by M. Dunleavy,96,94
400,4,5:19.0,,A. Brooks makes 2-pt layup from 2 ft (assist by N. Mirotić),96,96
401,4,5:19.0,Dallas full timeout,,96,96
402,4,5:19.0,,D. Rose enters the game for K. Hinrich,96,96
403,4,5:19.0,,J. Butler enters the game for A. Brooks,96,96
404,4,4:59.0,Offensive foul by D. Harris (drawn by D. Rose),,96,96
405,4,4:59.0,Turnover by D. Harris (offensive foul),,96,96
406,4,4:59.0,D. Nowitzki enters the game for B. Wright,,96,96
407,4,4:48.0,,J. Butler misses 2-pt layup from 1 ft,96,96
408,4,4:47.0,,Offensive rebound by J. Butler,96,96
409,4,4:47.0,,J. Butler misses 2-pt tip-in from 1 ft,96,96
410,4,4:46.0,Defensive rebound by M. Ellis,,96,96
411,4,4:31.0,C. Parsons misses 3-pt jump shot from 23 ft,,96,96
412,4,4:30.0,Offensive rebound by D. Nowitzki,,96,96
413,4,4:27.0,Turnover by D. Nowitzki (traveling),,96,96
414,4,4:26.0,,J. Noah enters the game for N. Mirotić,96,96
415,4,4:09.0,,D. Rose misses 2-pt jump shot from 19 ft,96,96
416,4,4:08.0,Defensive rebound by C. Parsons,,96,96
417,4,3:51.0,M. Ellis misses 2-pt jump shot from 17 ft,,96,96
418,4,3:50.0,,Defensive rebound by J. Noah,96,96
419,4,3:39.0,,P. Gasol makes 2-pt jump shot from 10 ft (assist by D. Rose),96,98
420,4,3:18.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,96,98
421,4,3:18.0,,Defensive rebound by Team,96,98
422,4,3:05.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),96,100
423,4,2:50.0,M. Ellis misses 2-pt jump shot from 12 ft,,96,100
424,4,2:49.0,,Defensive rebound by J. Butler,96,100
425,4,2:42.0,,Shooting foul by D. Harris (drawn by J. Butler),96,100
426,4,2:42.0,,Chicago full timeout,96,100
427,4,2:42.0,,J. Butler makes free throw 1 of 2,96,101
428,4,2:42.0,,J. Butler makes free throw 2 of 2,96,102
429,4,2:28.0,M. Ellis makes 2-pt dunk at rim (assist by D. Nowitzki),,98,102
430,4,2:07.0,,Turnover by D. Rose (bad pass; steal by D. Harris),98,102
431,4,2:07.0,Dallas full timeout,,98,102
432,4,1:59.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Harris),,100,102
433,4,1:41.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),100,105
434,4,1:27.0,Personal block foul by J. Butler (drawn by D. Nowitzki),,100,105
435,4,1:22.0,Turnover by M. Ellis (traveling),,100,105
436,4,1:04.0,,P. Gasol misses 3-pt jump shot from 23 ft,100,105
437,4,1:03.0,Defensive rebound by T. Chandler,,100,105
438,4,0:56.0,D. Nowitzki makes 3-pt jump shot from 26 ft (assist by D. Harris),,103,105
439,4,0:37.0,,J. Noah misses 2-pt layup from 1 ft,103,105
440,4,0:36.0,Defensive rebound by D. Nowitzki,,103,105
441,4,0:23.0,M. Ellis misses 2-pt jump shot from 5 ft,,103,105
442,4,0:23.0,,Defensive rebound by J. Noah,103,105
443,4,0:22.0,,Personal take foul by T. Chandler (drawn by J. Noah),103,105
444,4,0:16.0,,Chicago full timeout,103,105
445,4,0:16.0,,K. Hinrich enters the game for P. Gasol,103,105
446,4,0:15.0,,Personal take foul by D. Harris (drawn by J. Butler),103,105
447,4,0:15.0,,J. Butler makes free throw 1 of 2,103,106
448,4,0:15.0,,P. Gasol enters the game for K. Hinrich,103,106
449,4,0:15.0,,J. Butler misses free throw 2 of 2,103,106
450,4,0:13.0,Defensive rebound by D. Nowitzki,,103,106
451,4,0:05.0,M. Ellis makes 2-pt layup from 1 ft,,105,106
452,4,0:05.0,,Chicago full timeout,105,106
453,4,0:05.0,,K. Hinrich enters the game for J. Noah,105,106
454,4,0:05.0,R. Jefferson enters the game for T. Chandler,,105,106
455,4,0:04.0,,Personal take foul by C. Parsons (drawn by P. Gasol),105,106
456,4,0:04.0,,P. Gasol makes free throw 1 of 2,105,107
457,4,0:04.0,,P. Gasol makes free throw 2 of 2,105,108
458,4,0:01.0,Shooting foul by K. Hinrich (drawn by M. Ellis),,105,108
459,4,0:01.0,M. Ellis makes free throw 1 of 3,,106,108
460,4,0:01.0,M. Ellis makes free throw 2 of 3,,107,108
461,4,0:01.0,,J. Noah enters the game for M. Dunleavy,107,108
462,4,0:01.0,M. Ellis makes free throw 3 of 3,,108,108
463,4,0:01.0,,Chicago full timeout,108,108
464,4,0:01.0,,M. Dunleavy enters the game for K. Hinrich,108,108
465,4,0:01.0,B. Wright enters the game for C. Parsons,,108,108
466,4,0:01.0,A. Aminu enters the game for D. Nowitzki,,108,108
467,4,0:00.0,,D. Rose misses 3-pt jump shot from 28 ft,108,108
468,4,0:00.0,,Offensive rebound by Team,108,108
469,1OT,4:40.0,,J. Butler makes 2-pt jump shot from 21 ft (assist by D. Rose),108,110
470,1OT,4:18.0,Shooting foul by D. Rose (drawn by D. Nowitzki),,108,110
471,1OT,4:18.0,D. Nowitzki makes free throw 1 of 2,,109,110
472,1OT,4:18.0,D. Nowitzki makes free throw 2 of 2,,110,110
473,1OT,4:06.0,,Offensive foul by P. Gasol (drawn by M. Ellis),110,110
474,1OT,4:06.0,,Turnover by P. Gasol (offensive foul),110,110
475,1OT,3:55.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,110,110
476,1OT,3:55.0,,Defensive rebound by Team,110,110
477,1OT,3:55.0,Loose ball foul by C. Parsons (drawn by M. Dunleavy),,110,110
478,1OT,3:46.0,,D. Rose misses 2-pt jump shot from 4 ft,110,110
479,1OT,3:45.0,,Offensive rebound by J. Butler,110,110
480,1OT,3:45.0,,J. Butler makes 2-pt layup from 3 ft,110,112
481,1OT,3:32.0,M. Ellis misses 2-pt layup from 2 ft,,110,112
482,1OT,3:31.0,,Defensive rebound by J. Noah,110,112
483,1OT,3:20.0,,P. Gasol misses 2-pt hook shot from 2 ft,110,112
484,1OT,3:19.0,,Offensive rebound by J. Butler,110,112
485,1OT,3:10.0,,P. Gasol misses 2-pt jump shot from 16 ft,110,112
486,1OT,3:09.0,Defensive rebound by C. Parsons,,110,112
487,1OT,2:54.0,D. Nowitzki makes 2-pt layup from 3 ft,,112,112
488,1OT,2:39.0,,D. Rose misses 3-pt jump shot from 25 ft,112,112
489,1OT,2:38.0,Defensive rebound by D. Harris,,112,112
490,1OT,2:28.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,112,112
491,1OT,2:27.0,,Defensive rebound by J. Noah,112,112
492,1OT,2:20.0,,J. Noah misses 2-pt jump shot from 3 ft,112,112
493,1OT,2:19.0,Defensive rebound by T. Chandler,,112,112
494,1OT,2:12.0,D. Harris makes 2-pt layup from 2 ft (assist by D. Nowitzki),,114,112
495,1OT,2:11.0,,Chicago full timeout,114,112
496,1OT,1:56.0,,Shooting foul by D. Nowitzki (drawn by J. Butler),114,112
497,1OT,1:56.0,,J. Butler makes free throw 1 of 2,114,113
498,1OT,1:56.0,,J. Butler makes free throw 2 of 2,114,114
499,1OT,1:45.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by D. Harris),,116,114
500,1OT,1:35.0,,P. Gasol makes 2-pt jump shot from 13 ft (assist by D. Rose),116,116
501,1OT,1:20.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),,119,116
502,1OT,1:05.0,,J. Noah makes 2-pt dunk at rim (assist by P. Gasol),119,118
503,1OT,0:42.0,M. Ellis misses 2-pt layup from 2 ft (block by P. Gasol),,119,118
504,1OT,0:41.0,Offensive rebound by M. Ellis,,119,118
505,1OT,0:41.0,M. Ellis makes 2-pt layup from 1 ft,,121,118
506,1OT,0:31.0,,P. Gasol misses 2-pt layup from 3 ft (block by T. Chandler),121,118
507,1OT,0:29.0,Defensive rebound by D. Nowitzki,,121,118
508,1OT,0:08.0,M. Ellis misses 2-pt jump shot from 13 ft,,121,118
509,1OT,0:07.0,,Defensive rebound by J. Noah,121,118
510,1OT,0:07.0,,Chicago full timeout,121,118
511,1OT,0:07.0,R. Jefferson enters the game for D. Nowitzki,,121,118
512,1OT,0:07.0,B. Wright enters the game for T. Chandler,,121,118
513,1OT,0:00.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by J. Butler),121,121
514,2OT,4:44.0,M. Ellis makes 2-pt jump shot from 20 ft (assist by D. Harris),,123,121
515,2OT,4:24.0,,Personal foul by D. Nowitzki (drawn by P. Gasol),123,121
516,2OT,4:17.0,,Turnover by D. Rose (bad pass),123,121
517,2OT,4:05.0,D. Harris misses 2-pt jump shot from 20 ft,,123,121
518,2OT,4:04.0,,Defensive rebound by J. Noah,123,121
519,2OT,3:47.0,,Turnover by D. Rose (bad pass; steal by C. Parsons),123,121
520,2OT,3:39.0,D. Nowitzki misses 3-pt jump shot from 23 ft,,123,121
521,2OT,3:38.0,,Defensive rebound by P. Gasol,123,121
522,2OT,3:18.0,,P. Gasol misses 2-pt jump shot from 14 ft,123,121
523,2OT,3:18.0,,Offensive rebound by Team,123,121
524,2OT,3:18.0,Loose ball foul by M. Ellis (drawn by J. Butler),,123,121
525,2OT,3:11.0,,Turnover by J. Noah (bad pass; steal by C. Parsons),123,121
526,2OT,3:05.0,M. Ellis makes 2-pt jump shot from 21 ft,,125,121
527,2OT,2:44.0,,P. Gasol makes 2-pt jump shot from 15 ft (assist by J. Noah),125,123
528,2OT,2:23.0,D. Nowitzki makes 2-pt jump shot from 19 ft,,127,123
529,2OT,1:58.0,,P. Gasol makes 2-pt hook shot from 8 ft,127,125
530,2OT,1:41.0,C. Parsons misses 3-pt jump shot from 23 ft,,127,125
531,2OT,1:40.0,,Defensive rebound by D. Rose,127,125
532,2OT,1:31.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by D. Rose),127,127
533,2OT,1:31.0,Dallas full timeout,,127,127
534,2OT,1:16.0,Turnover by C. Parsons (bad pass),,127,127
535,2OT,1:00.0,,J. Noah makes 2-pt dunk at rim (assist by D. Rose),127,129
536,2OT,0:40.0,M. Ellis makes 3-pt jump shot from 27 ft (assist by D. Harris),,130,129
537,2OT,0:25.0,,D. Rose misses 2-pt jump shot from 7 ft,130,129
538,2OT,0:24.0,Defensive rebound by D. Nowitzki,,130,129
539,2OT,0:13.0,Personal take foul by J. Noah (drawn by M. Ellis),,130,129
540,2OT,0:13.0,,Chicago full timeout,130,129
541,2OT,0:13.0,J. Barea enters the game for T. Chandler,,130,129
542,2OT,0:09.0,Personal take foul by P. Gasol (drawn by C. Parsons),,130,129
543,2OT,0:09.0,C. Parsons makes free throw 1 of 2,,131,129
544,2OT,0:09.0,C. Parsons makes free throw 2 of 2,,132,129
545,2OT,0:09.0,,Chicago full timeout,132,129
546,2OT,0:09.0,R. Jefferson enters the game for D. Nowitzki,,132,129
547,2OT,0:09.0,J. Crowder enters the game for J. Barea,,132,129
548,2OT,0:00.0,,D. Rose misses 3-pt jump shot from 26 ft,132,129
549,2OT,0:00.0,Defensive rebound by Team,,132,129
