,QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
156,2,4:58.0,C. Bosh misses 2-pt layup at rim,,36,37
157,2,4:57.0,,Defensive rebound by V. Oladipo,36,37
158,2,4:50.0,,N. Vučević misses 2-pt hook shot from 1 ft,36,37
159,2,4:48.0,Defensive rebound by S. Williams,,36,37
160,2,4:35.0,C. Bosh misses 2-pt jump shot from 10 ft,,36,37
161,2,4:33.0,Offensive rebound by L. Deng,,36,37
162,2,4:33.0,L. Deng makes 2-pt layup from 1 ft,,38,37
163,2,4:08.0,,N. Vučević makes 2-pt jump shot from 5 ft (assist by E. Fournier),38,39
164,2,3:53.0,S. Napier makes 2-pt jump shot from 17 ft,,40,39
165,2,3:38.0,,Turnover by V. Oladipo (traveling),40,39
166,2,3:20.0,L. Deng misses 2-pt layup at rim (block by N. Vučević),,40,39
167,2,3:18.0,,Defensive rebound by N. Vučević,40,39
168,2,3:06.0,,V. Oladipo misses 3-pt jump shot from 24 ft,40,39
169,2,3:04.0,Defensive rebound by L. Deng,,40,39
170,2,2:57.0,S. Brown makes 2-pt dunk at rim,,42,39
171,2,2:48.0,,Orlando full timeout,42,39
172,2,2:48.0,M. Chalmers enters the game for L. Deng,,42,39
173,2,2:39.0,,N. Vučević makes 2-pt dunk at rim (assist by E. Fournier),42,41
174,2,2:22.0,S. Napier makes 2-pt layup from 1 ft (assist by M. Chalmers),,44,41
175,2,2:02.0,,Shooting foul by C. Bosh (drawn by V. Oladipo),44,41
176,2,2:02.0,,V. Oladipo makes free throw 1 of 2,44,42
177,2,2:02.0,,V. Oladipo makes free throw 2 of 2,44,43
178,2,1:42.0,C. Bosh makes 2-pt hook shot from 8 ft,,46,43
179,2,1:25.0,L. Deng enters the game for S. Napier,,46,43
180,2,1:17.0,,E. Fournier misses 3-pt jump shot from 27 ft,46,43
181,2,1:17.0,,Offensive rebound by Team,46,43
182,2,1:17.0,Loose ball foul by C. Bosh (drawn by N. Vučević),,46,43
183,2,1:17.0,,N. Vučević makes free throw 1 of 2,46,44
184,2,1:17.0,,N. Vučević makes free throw 2 of 2,46,45
185,2,1:06.0,Shooting foul by V. Oladipo (drawn by M. Chalmers),,46,45
186,2,1:06.0,M. Chalmers misses free throw 1 of 2,,46,45
187,2,1:06.0,Offensive rebound by Team,,46,45
188,2,1:06.0,C. Andersen enters the game for C. Bosh,,46,45
189,2,1:06.0,J. Ennis enters the game for L. Deng,,46,45
190,2,1:06.0,,C. Frye enters the game for N. Vučević,46,45
191,2,1:06.0,M. Chalmers makes free throw 2 of 2,,47,45
192,2,0:52.0,,E. Fournier misses 2-pt layup from 1 ft (block by S. Williams),47,45
193,2,0:49.0,Defensive rebound by M. Chalmers,,47,45
194,2,0:44.0,M. Chalmers makes 2-pt jump shot from 10 ft,,49,45
195,2,0:30.0,,Shooting foul by S. Brown (drawn by V. Oladipo),49,45
196,2,0:30.0,,V. Oladipo misses free throw 1 of 2,49,45
197,2,0:30.0,,Offensive rebound by Team,49,45
198,2,0:30.0,,V. Oladipo makes free throw 2 of 2,49,46
199,2,0:28.0,Miami full timeout,,49,46
200,2,0:28.0,,D. Dedmon enters the game for C. Frye,49,46
201,2,0:28.0,C. Bosh enters the game for C. Andersen,,49,46
202,2,0:08.0,S. Williams misses 3-pt jump shot from 27 ft,,49,46
203,2,0:05.0,Offensive rebound by Team,,49,46
204,2,0:05.0,S. Napier enters the game for J. Ennis,,49,46
205,2,0:00.0,C. Bosh misses 3-pt jump shot from 26 ft,,49,46
206,2,0:00.0,Offensive rebound by Team,,49,46
207,3,11:35.0,M. Chalmers makes 2-pt jump shot from 6 ft,,51,46
208,3,11:18.0,,E. Fournier makes 2-pt layup from 1 ft (assist by C. Frye),51,48
209,3,10:55.0,S. Brown misses 2-pt jump shot from 20 ft,,51,48
210,3,10:53.0,,Defensive rebound by E. Fournier,51,48
211,3,10:38.0,,V. Oladipo makes 3-pt jump shot from 23 ft (assist by C. Frye),51,51
212,3,10:12.0,C. Bosh misses 2-pt jump shot from 19 ft,,51,51
213,3,10:11.0,,Defensive rebound by V. Oladipo,51,51
214,3,10:10.0,,Personal foul by M. Chalmers (drawn by V. Oladipo),51,51
215,3,9:57.0,,Turnover by V. Oladipo (lost ball; steal by S. Brown),51,51
216,3,9:51.0,S. Brown misses 2-pt layup from 1 ft,,51,51
217,3,9:51.0,,Defensive rebound by C. Frye,51,51
218,3,9:51.0,,Turnover by E. Fournier (traveling),51,51
219,3,9:40.0,M. Chalmers makes 2-pt layup at rim,,53,51
220,3,9:23.0,,W. Green misses 2-pt layup from 2 ft,53,51
221,3,9:20.0,,Offensive rebound by N. Vučević,53,51
222,3,9:20.0,,N. Vučević misses 2-pt tip-in at rim,53,51
223,3,9:19.0,Defensive rebound by C. Bosh,,53,51
224,3,9:02.0,M. Chalmers makes 2-pt layup from 1 ft,,55,51
225,3,8:32.0,,N. Vučević misses 2-pt jump shot from 17 ft,55,51
226,3,8:31.0,Defensive rebound by L. Deng,,55,51
227,3,8:09.0,L. Deng makes 2-pt jump shot from 14 ft,,57,51
228,3,7:57.0,,V. Oladipo makes 2-pt jump shot from 19 ft,57,53
229,3,7:43.0,L. Deng misses 2-pt jump shot from 11 ft,,57,53
230,3,7:42.0,,Defensive rebound by N. Vučević,57,53
231,3,7:32.0,,C. Frye misses 3-pt jump shot from 24 ft,57,53
232,3,7:30.0,Defensive rebound by L. Deng,,57,53
233,3,7:25.0,Personal foul by C. Frye (drawn by C. Bosh),,57,53
234,3,7:21.0,Personal foul by E. Fournier (drawn by L. Deng),,57,53
235,3,7:13.0,C. Bosh makes 2-pt jump shot from 23 ft (assist by S. Williams),,59,53
236,3,6:57.0,,N. Vučević misses 2-pt hook shot from 8 ft,59,53
237,3,6:54.0,,Offensive rebound by N. Vučević,59,53
238,3,6:54.0,,N. Vučević misses 2-pt dunk at rim,59,53
239,3,6:52.0,,Offensive rebound by N. Vučević,59,53
240,3,6:52.0,,N. Vučević misses 2-pt layup from 1 ft,59,53
241,3,6:50.0,,Offensive rebound by N. Vučević,59,53
242,3,6:50.0,,N. Vučević misses 2-pt tip-in from 1 ft,59,53
243,3,6:48.0,,Offensive rebound by N. Vučević,59,53
244,3,6:48.0,,N. Vučević makes 2-pt tip-in from 2 ft,59,55
245,3,6:48.0,,N. Vučević misses 2-pt layup from 2 ft,59,55
246,3,6:48.0,,Offensive rebound by N. Vučević,59,55
247,3,6:41.0,Miami full timeout,,59,55
248,3,6:41.0,S. Napier enters the game for M. Chalmers,,59,55
249,3,6:23.0,C. Bosh makes 2-pt jump shot from 19 ft,,61,55
250,3,5:56.0,,C. Frye makes 2-pt jump shot from 22 ft (assist by W. Green),61,57
251,3,5:39.0,Turnover by S. Napier (bad pass; steal by C. Frye),,61,57
252,3,5:30.0,,E. Fournier misses 2-pt dunk from 1 ft (block by C. Bosh),61,57
253,3,5:25.0,,Offensive rebound by N. Vučević,61,57
254,3,5:24.0,,N. Vučević makes 2-pt layup from 1 ft,61,59
255,3,5:05.0,Personal foul by N. Vučević (drawn by C. Bosh),,61,59
256,3,5:05.0,,Orlando full timeout,61,59
257,3,4:55.0,L. Deng makes 3-pt jump shot from 26 ft (assist by C. Bosh),,64,59
258,3,4:29.0,,Turnover by Team (shot clock),64,59
259,3,4:16.0,Turnover by C. Bosh (bad pass),,64,59
260,3,4:16.0,,E. Payton enters the game for W. Green,64,59
261,3,3:58.0,,N. Vučević misses 2-pt jump shot from 9 ft,64,59
262,3,3:57.0,Defensive rebound by L. Deng,,64,59
263,3,3:45.0,L. Deng misses 3-pt jump shot from 26 ft,,64,59
264,3,3:44.0,,Defensive rebound by C. Frye,64,59
265,3,3:31.0,,Turnover by E. Payton (bad pass),64,59
266,3,3:31.0,,M. Harkless enters the game for C. Frye,64,59
267,3,3:31.0,C. Andersen enters the game for C. Bosh,,64,59
268,3,3:14.0,S. Napier makes 3-pt jump shot from 26 ft (assist by C. Andersen),,67,59
269,3,2:58.0,,V. Oladipo misses 3-pt jump shot from 24 ft,67,59
270,3,2:57.0,Defensive rebound by L. Deng,,67,59
271,3,2:53.0,Turnover by L. Deng (bad pass; steal by E. Payton),,67,59
272,3,2:51.0,Offensive charge foul by E. Payton (drawn by L. Deng),,67,59
273,3,2:51.0,,Turnover by E. Payton (offensive foul),67,59
274,3,2:51.0,Miami full timeout,,67,59
275,3,2:51.0,,B. Gordon enters the game for V. Oladipo,67,59
276,3,2:41.0,Turnover by S. Napier (lost ball; steal by E. Payton),,67,59
277,3,2:36.0,,E. Payton makes 2-pt layup at rim,67,61
278,3,2:16.0,S. Williams misses 2-pt jump shot from 10 ft,,67,61
279,3,2:14.0,,Defensive rebound by M. Harkless,67,61
280,3,2:04.0,,E. Fournier misses 2-pt layup from 1 ft,67,61
281,3,2:02.0,,Offensive rebound by E. Fournier,67,61
282,3,2:02.0,,E. Fournier makes 2-pt layup from 1 ft,67,63
283,3,1:36.0,S. Brown misses 3-pt jump shot from 24 ft,,67,63
284,3,1:34.0,,Defensive rebound by M. Harkless,67,63
285,3,1:26.0,,E. Payton makes 2-pt jump shot from 4 ft,67,65
286,3,1:05.0,S. Napier misses 3-pt jump shot from 27 ft,,67,65
287,3,1:04.0,,Defensive rebound by N. Vučević,67,65
288,3,0:54.0,,E. Fournier misses 3-pt jump shot from 26 ft,67,65
289,3,0:52.0,Defensive rebound by S. Williams,,67,65
290,3,0:34.0,C. Andersen misses 3-pt jump shot from 23 ft,,67,65
291,3,0:32.0,,Defensive rebound by E. Payton,67,65
292,3,0:20.0,,E. Fournier misses 2-pt layup from 1 ft,67,65
293,3,0:20.0,,Offensive rebound by N. Vučević,67,65
294,3,0:20.0,,N. Vučević makes 2-pt tip-in at rim,67,67
295,3,0:02.0,Shooting foul by N. Vučević (drawn by C. Andersen),,67,67
296,3,0:02.0,C. Andersen makes free throw 1 of 2,,68,67
297,3,0:02.0,M. Chalmers enters the game for S. Brown,,68,67
298,3,0:02.0,C. Andersen misses free throw 2 of 2,,68,67
299,3,0:01.0,,Defensive rebound by N. Vučević,68,67
300,4,11:37.0,,B. Gordon makes 2-pt jump shot from 17 ft,68,69
301,4,11:24.0,M. Chalmers misses 2-pt jump shot from 3 ft,,68,69
302,4,11:23.0,Offensive rebound by C. Andersen,,68,69
303,4,11:21.0,C. Andersen misses 2-pt tip-in at rim,,68,69
304,4,11:20.0,Offensive rebound by C. Andersen,,68,69
305,4,11:20.0,C. Andersen misses 2-pt tip-in at rim,,68,69
306,4,11:19.0,Offensive rebound by M. Chalmers,,68,69
307,4,11:16.0,C. Andersen makes 2-pt layup at rim (assist by M. Chalmers),,70,69
308,4,11:07.0,,Personal foul by C. Andersen,70,69
309,4,11:07.0,,D. Dedmon enters the game for M. Harkless,70,69
310,4,10:51.0,,D. Dedmon makes 2-pt hook shot from 2 ft (assist by E. Payton),70,71
311,4,10:24.0,S. Napier misses 2-pt jump shot from 18 ft,,70,71
312,4,10:23.0,,Defensive rebound by C. Frye,70,71
313,4,10:01.0,,W. Green misses 3-pt jump shot from 26 ft,70,71
314,4,9:58.0,Defensive rebound by Team,,70,71
315,4,9:50.0,Shooting foul by E. Payton (drawn by S. Napier),,70,71
316,4,9:50.0,S. Napier misses free throw 1 of 2,,70,71
317,4,9:50.0,Offensive rebound by Team,,70,71
318,4,9:50.0,S. Napier misses free throw 2 of 2,,70,71
319,4,9:47.0,Offensive rebound by M. Chalmers,,70,71
320,4,9:40.0,Turnover by S. Napier (lost ball; steal by E. Payton),,70,71
321,4,9:34.0,,Shooting foul by J. Ennis (drawn by C. Frye),70,71
322,4,9:34.0,,C. Frye makes free throw 1 of 2,70,72
323,4,9:34.0,,C. Frye makes free throw 2 of 2,70,73
324,4,9:20.0,Personal foul by C. Frye,,70,73
325,4,9:17.0,Personal foul by B. Gordon,,70,73
326,4,9:06.0,C. Bosh makes 2-pt jump shot from 17 ft,,72,73
327,4,8:53.0,,Turnover by B. Gordon (lost ball; steal by C. Andersen),72,73
328,4,8:52.0,Turnover by C. Andersen (lost ball; steal by B. Gordon),,72,73
329,4,8:47.0,,E. Payton misses 2-pt layup at rim,72,73
330,4,8:46.0,,Offensive rebound by D. Dedmon,72,73
331,4,8:45.0,,D. Dedmon misses 2-pt layup from 1 ft (block by C. Andersen),72,73
332,4,8:44.0,Defensive rebound by S. Napier,,72,73
333,4,8:28.0,C. Bosh makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,75,73
334,4,8:28.0,,Orlando full timeout,75,73
335,4,8:28.0,,N. Vučević enters the game for D. Dedmon,75,73
336,4,8:21.0,,Personal foul by C. Bosh (drawn by C. Frye),75,73
337,4,8:08.0,,Shooting foul by C. Andersen (drawn by B. Gordon),75,73
338,4,8:08.0,,B. Gordon makes free throw 1 of 2,75,74
339,4,8:08.0,,B. Gordon makes free throw 2 of 2,75,75
340,4,7:55.0,M. Chalmers makes 2-pt layup from 1 ft,,77,75
341,4,7:46.0,,Turnover by E. Payton (lost ball; steal by S. Napier),77,75
342,4,7:41.0,Turnover by S. Napier (bad pass; steal by E. Payton),,77,75
343,4,7:34.0,,Shooting foul by S. Napier (drawn by N. Vučević),77,75
344,4,7:34.0,,N. Vučević makes free throw 1 of 2,77,76
345,4,7:34.0,,N. Vučević makes free throw 2 of 2,77,77
346,4,7:20.0,C. Bosh misses 3-pt jump shot from 24 ft,,77,77
347,4,7:19.0,,Defensive rebound by E. Payton,77,77
348,4,7:08.0,,C. Frye misses 3-pt jump shot from 25 ft,77,77
349,4,7:07.0,Defensive rebound by C. Bosh,,77,77
350,4,6:55.0,Personal foul by W. Green (drawn by M. Chalmers),,77,77
351,4,6:45.0,Shooting foul by C. Frye (drawn by C. Bosh),,77,77
352,4,6:45.0,C. Bosh makes free throw 1 of 2,,78,77
353,4,6:45.0,S. Williams enters the game for C. Andersen,,78,77
354,4,6:45.0,L. Deng enters the game for J. Ennis,,78,77
355,4,6:45.0,,E. Fournier enters the game for C. Frye,78,77
356,4,6:45.0,C. Bosh makes free throw 2 of 2,,79,77
357,4,6:33.0,,N. Vučević misses 2-pt layup at rim,79,77
358,4,6:31.0,Defensive rebound by S. Napier,,79,77
359,4,6:14.0,Turnover by M. Chalmers (bad pass; steal by E. Payton),,79,77
360,4,6:11.0,,Shooting foul by L. Deng (drawn by E. Payton),79,77
361,4,6:11.0,,E. Payton misses free throw 1 of 2,79,77
362,4,6:11.0,,Offensive rebound by Team,79,77
363,4,6:11.0,S. Brown enters the game for S. Napier,,79,77
364,4,6:11.0,,V. Oladipo enters the game for B. Gordon,79,77
365,4,6:11.0,,E. Payton misses free throw 2 of 2,79,77
366,4,6:09.0,Defensive rebound by S. Williams,,79,77
367,4,5:48.0,M. Chalmers makes 3-pt jump shot from 22 ft (assist by S. Brown),,82,77
368,4,5:23.0,,N. Vučević makes 2-pt layup from 1 ft (assist by V. Oladipo),82,79
369,4,4:58.0,C. Bosh makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,85,79
370,4,4:35.0,,Turnover by E. Fournier (lost ball; steal by M. Chalmers),85,79
371,4,4:28.0,M. Chalmers makes 2-pt layup at rim,,87,79
372,4,4:27.0,,Orlando full timeout,87,79
373,4,4:27.0,Official timeout,,87,79
374,4,4:27.0,,C. Frye enters the game for W. Green,87,79
375,4,4:12.0,,Shooting foul by M. Chalmers (drawn by N. Vučević),87,79
376,4,4:12.0,,N. Vučević makes free throw 1 of 2,87,80
377,4,4:12.0,,N. Vučević makes free throw 2 of 2,87,81
378,4,3:56.0,C. Bosh makes 2-pt jump shot from 17 ft (assist by M. Chalmers),,89,81
379,4,3:39.0,,Turnover by V. Oladipo (bad pass; steal by L. Deng),89,81
380,4,3:17.0,C. Bosh makes 2-pt jump shot from 17 ft,,91,81
381,4,2:59.0,,Shooting foul by S. Williams (drawn by N. Vučević),91,81
382,4,2:59.0,Miami full timeout,,91,81
383,4,2:59.0,,N. Vučević makes free throw 1 of 2,91,82
384,4,2:59.0,,N. Vučević makes free throw 2 of 2,91,83
385,4,2:34.0,S. Brown makes 3-pt jump shot from 23 ft (assist by M. Chalmers),,94,83
386,4,2:20.0,,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),94,85
387,4,2:20.0,,Shooting foul by S. Brown (drawn by N. Vučević),94,85
388,4,2:20.0,,N. Vučević misses free throw 1 of 1,94,85
389,4,2:18.0,Defensive rebound by C. Bosh,,94,85
390,4,1:54.0,M. Chalmers misses 3-pt jump shot from 24 ft,,94,85
391,4,1:53.0,,Defensive rebound by V. Oladipo,94,85
