,QUARTER,TIME_REMAINING,DETROIT_ACTION,WASHINGTON_ACTION,DETROIT_SCORE,WASHINGTON_SCORE
0,1,11:36.0,J. Smith misses 2-pt jump shot from 7 ft,,0,0
1,1,11:35.0,,Defensive rebound by M. Gortat,0,0
2,1,11:30.0,,N. Hilário misses 2-pt layup at rim (block by G. Monroe),0,0
3,1,11:27.0,Defensive rebound by J. Smith,,0,0
4,1,11:23.0,Turnover by B. Jennings (bad pass; steal by G. Temple),,0,0
5,1,11:19.0,,J. Wall misses 2-pt layup at rim (block by K. Caldwell-Pope),0,0
6,1,11:19.0,,Offensive rebound by Team,0,0
7,1,11:17.0,,G. Temple misses 2-pt jump shot from 5 ft (block by A. Drummond),0,0
8,1,11:17.0,,Offensive rebound by Team,0,0
9,1,11:13.0,,P. Pierce makes 2-pt jump shot from 20 ft (assist by G. Temple),0,2
10,1,10:50.0,G. Monroe misses 2-pt jump shot from 3 ft,,0,2
11,1,10:49.0,,Defensive rebound by M. Gortat,0,2
12,1,10:44.0,,Turnover by J. Wall (discontinued dribble),0,2
13,1,10:22.0,K. Caldwell-Pope makes 2-pt jump shot from 16 ft (assist by A. Drummond),,2,2
14,1,10:00.0,,N. Hilário misses 2-pt jump shot from 4 ft,2,2
15,1,9:59.0,Defensive rebound by A. Drummond,,2,2
16,1,9:51.0,Shooting foul by N. Hilário (drawn by G. Monroe),,2,2
17,1,9:51.0,G. Monroe makes free throw 1 of 2,,3,2
18,1,9:51.0,G. Monroe makes free throw 2 of 2,,4,2
19,1,9:39.0,,M. Gortat makes 2-pt dunk at rim (assist by P. Pierce),4,4
20,1,9:25.0,Personal foul by G. Temple (drawn by K. Caldwell-Pope),,4,4
21,1,9:17.0,B. Jennings misses 2-pt layup from 1 ft (block by M. Gortat),,4,4
22,1,9:17.0,Offensive rebound by Team,,4,4
23,1,9:14.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,4,4
24,1,9:13.0,,Defensive rebound by M. Gortat,4,4
25,1,9:11.0,,Turnover by M. Gortat (bad pass; steal by B. Jennings),4,4
26,1,9:08.0,B. Jennings makes 3-pt jump shot from 25 ft,,7,4
27,1,8:55.0,,N. Hilário misses 2-pt jump shot from 5 ft,7,4
28,1,8:53.0,Defensive rebound by A. Drummond,,7,4
29,1,8:45.0,B. Jennings makes 3-pt jump shot from 25 ft (assist by G. Monroe),,10,4
30,1,8:33.0,,Shooting foul by A. Drummond (drawn by M. Gortat),10,4
31,1,8:33.0,,M. Gortat misses free throw 1 of 2,10,4
32,1,8:33.0,,Offensive rebound by Team,10,4
33,1,8:33.0,,M. Gortat misses free throw 2 of 2,10,4
34,1,8:32.0,Defensive rebound by G. Monroe,,10,4
35,1,8:09.0,A. Drummond misses 2-pt layup from 2 ft (block by M. Gortat),,10,4
36,1,8:08.0,,Defensive rebound by P. Pierce,10,4
37,1,8:01.0,,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),10,7
38,1,7:38.0,K. Caldwell-Pope makes 2-pt jump shot from 15 ft,,12,7
39,1,7:25.0,,M. Gortat makes 2-pt jump shot from 17 ft,12,9
40,1,7:11.0,B. Jennings makes 2-pt jump shot from 17 ft,,14,9
41,1,6:57.0,,P. Pierce misses 2-pt jump shot from 17 ft,14,9
42,1,6:56.0,,Offensive rebound by M. Gortat,14,9
43,1,6:44.0,,Shooting foul by A. Drummond (drawn by J. Wall),14,9
44,1,6:44.0,,J. Wall makes free throw 1 of 2,14,10
45,1,6:44.0,C. Butler enters the game for A. Drummond,,14,10
46,1,6:44.0,,J. Wall makes free throw 2 of 2,14,11
47,1,6:33.0,J. Smith misses 2-pt jump shot from 7 ft,,14,11
48,1,6:31.0,,Defensive rebound by M. Gortat,14,11
49,1,6:20.0,,J. Wall misses 2-pt layup at rim,14,11
50,1,6:19.0,Defensive rebound by J. Smith,,14,11
51,1,6:12.0,B. Jennings makes 3-pt jump shot from 23 ft,,17,11
52,1,6:12.0,Shooting foul by P. Pierce (drawn by B. Jennings),,17,11
53,1,6:12.0,B. Jennings makes free throw 1 of 1,,18,11
54,1,5:59.0,,Turnover by M. Gortat (bad pass),18,11
55,1,5:59.0,,Washington full timeout,18,11
56,1,5:39.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by J. Smith),,21,11
57,1,5:21.0,,G. Temple misses 3-pt jump shot from 25 ft,21,11
58,1,5:20.0,Defensive rebound by Team,,21,11
59,1,5:06.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,21,11
60,1,5:05.0,,Defensive rebound by P. Pierce,21,11
61,1,4:59.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),21,13
