,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ATLANTA_ACTION,SAN ANTONIO_SCORE,ATLANTA_SCORE
0,1,11:42.0,T. Duncan misses 2-pt jump shot from 20 ft,,0,0
1,1,11:41.0,,Defensive rebound by D. Carroll,0,0
2,1,11:13.0,,Turnover by D. Carroll (traveling),0,0
3,1,10:56.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by T. Parker),,2,0
4,1,10:42.0,,D. Carroll misses 2-pt layup from 1 ft (block by T. Duncan),2,0
5,1,10:40.0,Defensive rebound by K. Leonard,,2,0
6,1,10:31.0,K. Leonard misses 2-pt jump shot from 20 ft,,2,0
7,1,10:30.0,,Defensive rebound by K. Korver,2,0
8,1,10:26.0,,Turnover by K. Korver (bad pass),2,0
9,1,10:14.0,T. Duncan misses 2-pt jump shot from 3 ft,,2,0
10,1,10:13.0,,Defensive rebound by J. Teague,2,0
11,1,10:00.0,,J. Teague makes 2-pt layup from 1 ft,2,2
12,1,9:51.0,Turnover by K. Leonard (bad pass; steal by A. Horford),,2,2
13,1,9:45.0,,Turnover by P. Millsap (lost ball),2,2
14,1,9:27.0,T. Splitter makes 2-pt hook shot from 3 ft (assist by T. Duncan),,4,2
15,1,9:01.0,,D. Carroll misses 2-pt layup from 1 ft (block by T. Duncan),4,2
16,1,8:59.0,Defensive rebound by T. Parker,,4,2
17,1,8:37.0,D. Green makes 3-pt jump shot from 22 ft (assist by K. Leonard),,7,2
18,1,8:13.0,,A. Horford misses 2-pt jump shot from 18 ft,7,2
19,1,8:12.0,Defensive rebound by T. Splitter,,7,2
20,1,7:57.0,Shooting foul by D. Carroll (drawn by T. Splitter),,7,2
21,1,7:57.0,T. Splitter makes free throw 1 of 2,,8,2
22,1,7:57.0,T. Splitter makes free throw 2 of 2,,9,2
23,1,7:37.0,,P. Millsap makes 2-pt jump shot from 17 ft,9,4
24,1,7:28.0,K. Leonard makes 2-pt layup from 1 ft (assist by T. Duncan),,11,4
25,1,7:17.0,,J. Teague misses 2-pt jump shot from 11 ft,11,4
26,1,7:15.0,Defensive rebound by T. Splitter,,11,4
27,1,7:02.0,T. Splitter makes 2-pt jump shot from 7 ft (assist by K. Leonard),,13,4
28,1,6:43.0,,Turnover by K. Korver (bad pass; steal by K. Leonard),13,4
29,1,6:37.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),,16,4
30,1,6:35.0,,Atlanta full timeout,16,4
31,1,6:20.0,,P. Millsap misses 2-pt jump shot from 5 ft,16,4
32,1,6:20.0,Defensive rebound by K. Leonard,,16,4
33,1,6:10.0,T. Parker makes 2-pt jump shot from 13 ft (assist by K. Leonard),,18,4
34,1,5:59.0,,Turnover by K. Korver (lost ball),18,4
35,1,5:58.0,,P. Antić enters the game for A. Horford,18,4
36,1,5:58.0,,K. Bazemore enters the game for K. Korver,18,4
37,1,5:48.0,T. Parker makes 2-pt jump shot from 19 ft (assist by T. Duncan),,20,4
38,1,5:25.0,,J. Teague makes 2-pt layup from 1 ft (assist by P. Millsap),20,6
39,1,5:09.0,K. Leonard makes 2-pt jump shot from 10 ft,,22,6
40,1,4:56.0,,D. Carroll misses 2-pt jump shot from 9 ft,22,6
41,1,4:56.0,Defensive rebound by K. Leonard,,22,6
42,1,4:30.0,K. Leonard makes 2-pt jump shot from 9 ft,,24,6
43,1,4:26.0,B. Diaw enters the game for T. Splitter,,24,6
44,1,4:26.0,M. Belinelli enters the game for D. Green,,24,6
45,1,4:19.0,,P. Millsap misses 3-pt jump shot from 25 ft,24,6
46,1,4:19.0,Defensive rebound by M. Belinelli,,24,6
47,1,4:04.0,K. Leonard makes 2-pt jump shot from 12 ft,,26,6
48,1,3:40.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),26,8
49,1,3:33.0,San Antonio full timeout,,26,8
50,1,3:33.0,,D. Schröder enters the game for J. Teague,26,8
51,1,3:33.0,A. Baynes enters the game for T. Duncan,,26,8
52,1,3:33.0,P. Mills enters the game for T. Parker,,26,8
53,1,3:21.0,Turnover by B. Diaw (bad pass; steal by P. Antić),,26,8
54,1,3:04.0,,P. Antić makes 3-pt jump shot from 23 ft (assist by D. Schröder),26,11
55,1,2:48.0,B. Diaw misses 2-pt jump shot from 17 ft,,26,11
56,1,2:46.0,,Defensive rebound by P. Millsap,26,11
57,1,2:24.0,,Turnover by D. Schröder (bad pass; steal by K. Leonard),26,11
58,1,2:08.0,Turnover by A. Baynes (lost ball; steal by P. Antić),,26,11
59,1,2:01.0,,Turnover by P. Millsap (bad pass; steal by M. Belinelli),26,11
60,1,1:58.0,Turnover by M. Belinelli (dbl dribble),,26,11
61,1,1:42.0,M. Bonner enters the game for B. Diaw,,26,11
62,1,1:42.0,,D. Carroll misses 3-pt jump shot from 25 ft,26,11
63,1,1:41.0,Defensive rebound by Team,,26,11
64,1,1:29.0,Personal foul by P. Antić (drawn by K. Leonard),,26,11
65,1,1:29.0,,K. Korver enters the game for D. Carroll,26,11
66,1,1:29.0,,A. Horford enters the game for P. Millsap,26,11
67,1,1:16.0,K. Leonard misses 2-pt jump shot from 15 ft,,26,11
68,1,1:14.0,Offensive rebound by M. Bonner,,26,11
69,1,1:14.0,M. Bonner misses 2-pt layup from 1 ft,,26,11
70,1,1:12.0,,Defensive rebound by P. Antić,26,11
71,1,1:01.0,,A. Horford makes 2-pt layup at rim (assist by D. Schröder),26,13
72,1,0:48.0,M. Belinelli misses 3-pt jump shot from 24 ft,,26,13
73,1,0:47.0,,Defensive rebound by D. Schröder,26,13
74,1,0:36.0,,D. Schröder misses 2-pt layup from 1 ft,26,13
75,1,0:35.0,,Offensive rebound by A. Horford,26,13
76,1,0:16.0,,Personal foul by M. Bonner (drawn by P. Antić),26,13
77,1,0:16.0,D. Green enters the game for K. Leonard,,26,13
78,1,0:01.0,,Turnover by Team (shot clock),26,13
79,1,0:00.0,M. Bonner misses 3-pt jump shot from 47 ft,,26,13
80,1,0:00.0,Offensive rebound by Team,,26,13
81,2,11:45.0,,D. Schröder misses 2-pt jump shot from 18 ft,26,13
82,2,11:43.0,Defensive rebound by D. Green,,26,13
83,2,11:43.0,Personal block foul by P. Antić (drawn by P. Mills),,26,13
84,2,11:30.0,D. Green makes 2-pt jump shot from 15 ft (assist by P. Mills),,28,13
85,2,11:09.0,,A. Horford misses 2-pt jump shot from 6 ft,28,13
86,2,11:08.0,Defensive rebound by D. Green,,28,13
87,2,10:52.0,P. Mills misses 2-pt jump shot from 20 ft (block by D. Schröder),,28,13
88,2,10:50.0,,Defensive rebound by A. Horford,28,13
89,2,10:40.0,,P. Antić misses 3-pt jump shot from 25 ft,28,13
