,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA CLIPPERS_ACTION,MEMPHIS_SCORE,LA CLIPPERS_SCORE
110,2,10:36.0,Offensive rebound by N. Calathes,,24,30
111,2,10:32.0,K. Koufos makes 2-pt layup from 1 ft (assist by N. Calathes),,26,30
112,2,10:14.0,,H. Türkoğlu misses 3-pt jump shot from 25 ft,26,30
113,2,10:12.0,Defensive rebound by K. Koufos,,26,30
114,2,10:00.0,J. Adams misses 2-pt layup from 2 ft,,26,30
115,2,9:58.0,Offensive rebound by J. Adams,,26,30
116,2,9:56.0,V. Carter misses 2-pt jump shot from 21 ft,,26,30
117,2,9:56.0,Offensive rebound by Team,,26,30
118,2,9:44.0,J. Green misses 2-pt jump shot from 23 ft,,26,30
119,2,9:42.0,,Defensive rebound by M. Barnes,26,30
120,2,9:32.0,,A. Rivers misses 2-pt jump shot from 9 ft,26,30
121,2,9:31.0,,Offensive rebound by A. Rivers,26,30
122,2,9:27.0,,A. Rivers misses 2-pt jump shot from 4 ft,26,30
123,2,9:25.0,Defensive rebound by J. Adams,,26,30
124,2,9:14.0,V. Carter misses 2-pt jump shot from 14 ft,,26,30
125,2,9:13.0,Offensive rebound by K. Koufos,,26,30
126,2,9:09.0,K. Koufos makes 2-pt jump shot from 5 ft,,28,30
127,2,8:59.0,,Personal foul by K. Koufos (drawn by J. Crawford),28,30
128,2,8:59.0,Official timeout,,28,30
129,2,8:59.0,Z. Randolph enters the game for V. Carter,,28,30
130,2,8:59.0,,D. Jordan enters the game for G. Davis,28,30
131,2,8:53.0,,Shooting foul by K. Koufos (drawn by H. Türkoğlu),28,30
132,2,8:53.0,,H. Türkoğlu misses free throw 1 of 2,28,30
133,2,8:53.0,,Offensive rebound by Team,28,30
134,2,8:53.0,,H. Türkoğlu misses free throw 2 of 2,28,30
135,2,8:51.0,Defensive rebound by J. Green,,28,30
136,2,8:32.0,K. Koufos makes 2-pt layup from 2 ft (assist by Z. Randolph),,30,30
137,2,8:19.0,,H. Türkoğlu misses 3-pt jump shot from 25 ft,30,30
138,2,8:18.0,Defensive rebound by J. Green,,30,30
139,2,8:11.0,Turnover by Z. Randolph (bad pass; steal by A. Rivers),,30,30
140,2,8:01.0,,H. Türkoğlu makes 3-pt jump shot from 24 ft (assist by J. Crawford),30,33
141,2,7:42.0,J. Green makes 3-pt jump shot from 23 ft (assist by Z. Randolph),,33,33
142,2,7:27.0,,M. Barnes misses 3-pt jump shot from 23 ft,33,33
143,2,7:26.0,Defensive rebound by J. Adams,,33,33
144,2,7:13.0,Shooting foul by H. Türkoğlu (drawn by Z. Randolph),,33,33
145,2,7:13.0,Z. Randolph makes free throw 1 of 2,,34,33
146,2,7:13.0,J. Green enters the game for K. Koufos,,34,33
147,2,7:13.0,,B. Griffin enters the game for H. Türkoğlu,34,33
148,2,7:13.0,,C. Paul enters the game for A. Rivers,34,33
149,2,7:13.0,B. Udrih enters the game for J. Adams,,34,33
150,2,7:13.0,Z. Randolph makes free throw 2 of 2,,35,33
151,2,6:59.0,,J. Crawford misses 2-pt jump shot from 17 ft,35,33
152,2,6:59.0,,Offensive rebound by Team,35,33
153,2,6:59.0,,J. Redick enters the game for J. Crawford,35,33
154,2,6:50.0,,Turnover by C. Paul (bad pass; steal by B. Udrih),35,33
155,2,6:34.0,Z. Randolph makes 2-pt layup from 1 ft,,37,33
156,2,6:06.0,,C. Paul misses 3-pt jump shot from 29 ft,37,33
157,2,6:05.0,,Offensive rebound by D. Jordan,37,33
158,2,6:01.0,,B. Griffin misses 2-pt jump shot from 6 ft (block by J. Green),37,33
159,2,5:58.0,,Offensive rebound by B. Griffin,37,33
160,2,5:54.0,,J. Redick misses 3-pt jump shot from 24 ft,37,33
161,2,5:52.0,Defensive rebound by Z. Randolph,,37,33
162,2,5:38.0,Z. Randolph misses 2-pt jump shot from 18 ft,,37,33
163,2,5:37.0,,Defensive rebound by C. Paul,37,33
164,2,5:35.0,,Personal foul by N. Calathes (drawn by M. Barnes),37,33
165,2,5:35.0,,LA Clippers full timeout,37,33
166,2,5:25.0,,Turnover by M. Barnes (bad pass; steal by Z. Randolph),37,33
167,2,5:12.0,J. Green makes 2-pt layup from 1 ft (assist by N. Calathes),,39,33
168,2,4:54.0,,J. Redick makes 2-pt layup from 1 ft (assist by C. Paul),39,35
169,2,4:34.0,Shooting foul by M. Barnes (drawn by B. Udrih),,39,35
170,2,4:34.0,B. Udrih makes free throw 1 of 2,,40,35
171,2,4:34.0,C. Lee enters the game for N. Calathes,,40,35
172,2,4:34.0,B. Udrih makes free throw 2 of 2,,41,35
173,2,4:24.0,,J. Redick misses 2-pt jump shot from 22 ft,41,35
174,2,4:22.0,,Offensive rebound by D. Jordan,41,35
175,2,4:18.0,,M. Barnes misses 3-pt jump shot from 23 ft,41,35
176,2,4:18.0,,Offensive rebound by Team,41,35
177,2,4:13.0,,Shooting foul by J. Green (drawn by B. Griffin),41,35
178,2,4:13.0,,B. Griffin makes free throw 1 of 2,41,36
179,2,4:13.0,,B. Griffin makes free throw 2 of 2,41,37
180,2,4:04.0,Turnover by J. Green (traveling),,41,37
181,2,4:00.0,,D. Jordan makes 2-pt dunk at rim (assist by M. Barnes),41,39
182,2,3:50.0,Memphis full timeout,,41,39
183,2,3:50.0,V. Carter enters the game for J. Green,,41,39
184,2,3:41.0,Z. Randolph misses 2-pt jump shot from 4 ft,,41,39
185,2,3:40.0,,Defensive rebound by J. Redick,41,39
186,2,3:15.0,,B. Griffin misses 2-pt jump shot from 15 ft,41,39
187,2,3:14.0,,Offensive rebound by Team,41,39
188,2,3:04.0,,J. Redick makes 2-pt jump shot from 18 ft (assist by C. Paul),41,41
189,2,2:47.0,V. Carter misses 2-pt layup from 1 ft,,41,41
190,2,2:47.0,,Defensive rebound by Team,41,41
191,2,2:47.0,,J. Crawford enters the game for M. Barnes,41,41
192,2,2:33.0,,C. Paul makes 2-pt jump shot from 16 ft,41,43
193,2,2:21.0,C. Lee makes 2-pt jump shot from 14 ft (assist by B. Udrih),,43,43
194,2,2:12.0,,Personal block foul by B. Udrih (drawn by C. Paul),43,43
195,2,2:12.0,,C. Paul makes free throw 1 of 2,43,44
196,2,2:12.0,,C. Paul makes free throw 2 of 2,43,45
197,2,1:53.0,Turnover by B. Udrih (bad pass; steal by D. Jordan),,43,45
198,2,1:46.0,,D. Jordan makes 2-pt dunk at rim,43,47
199,2,1:28.0,J. Green makes 2-pt dunk at rim (assist by B. Udrih),,45,47
200,2,1:09.0,,Shooting foul by C. Lee (drawn by J. Redick),45,47
201,2,1:09.0,,J. Redick makes free throw 1 of 2,45,48
202,2,1:09.0,,J. Redick makes free throw 2 of 2,45,49
203,2,0:58.0,Personal foul by J. Redick (drawn by C. Lee),,45,49
204,2,0:46.0,B. Udrih makes 2-pt jump shot from 15 ft (assist by Z. Randolph),,47,49
205,2,0:34.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),47,52
206,2,0:18.0,Z. Randolph misses 2-pt jump shot from 7 ft,,47,52
207,2,0:17.0,,Defensive rebound by B. Griffin,47,52
208,2,0:11.0,,Turnover by B. Griffin (lost ball; steal by J. Green),47,52
209,2,0:06.0,Z. Randolph makes 2-pt layup from 2 ft (assist by J. Green),,49,52
210,2,0:05.0,,LA Clippers full timeout,49,52
211,2,0:05.0,,H. Türkoğlu enters the game for D. Jordan,49,52
212,2,0:05.0,N. Calathes enters the game for V. Carter,,49,52
213,2,0:02.0,,J. Crawford misses 3-pt jump shot from 30 ft,49,52
214,2,0:00.0,,Offensive rebound by Team,49,52
215,3,11:38.0,Shooting foul by D. Jordan (drawn by J. Green),,49,52
216,3,11:38.0,J. Green misses free throw 1 of 2,,49,52
217,3,11:38.0,Offensive rebound by Team,,49,52
218,3,11:38.0,J. Green makes free throw 2 of 2,,50,52
219,3,11:26.0,,J. Redick makes 2-pt jump shot from 19 ft (assist by C. Paul),50,54
220,3,11:09.0,V. Carter makes 2-pt layup at rim (assist by Z. Randolph),,52,54
221,3,10:47.0,,M. Barnes misses 3-pt jump shot from 24 ft,52,54
222,3,10:44.0,Defensive rebound by Z. Randolph,,52,54
223,3,10:35.0,Turnover by V. Carter (bad pass),,52,54
224,3,10:21.0,,C. Paul misses 2-pt jump shot from 19 ft,52,54
225,3,10:19.0,Defensive rebound by V. Carter,,52,54
226,3,10:04.0,Z. Randolph makes 2-pt layup from 2 ft,,54,54
227,3,10:01.0,,Turnover by B. Griffin (bad pass; steal by V. Carter),54,54
228,3,9:59.0,Turnover by V. Carter (bad pass; steal by J. Redick),,54,54
229,3,9:53.0,,J. Redick misses 3-pt jump shot from 26 ft,54,54
230,3,9:50.0,Defensive rebound by Z. Randolph,,54,54
231,3,9:43.0,Turnover by B. Udrih (lost ball),,54,54
232,3,9:32.0,,B. Griffin misses 2-pt jump shot from 19 ft,54,54
233,3,9:31.0,Defensive rebound by Team,,54,54
234,3,9:31.0,,Loose ball foul by D. Jordan (drawn by Z. Randolph),54,54
235,3,9:17.0,B. Udrih makes 2-pt jump shot from 22 ft (assist by J. Green),,56,54
236,3,9:07.0,,Shooting foul by Z. Randolph (drawn by D. Jordan),56,54
237,3,9:07.0,,D. Jordan makes free throw 1 of 2,56,55
238,3,9:07.0,,D. Jordan misses free throw 2 of 2,56,55
239,3,9:01.0,Defensive rebound by V. Carter,,56,55
240,3,8:49.0,Turnover by Z. Randolph (bad pass; steal by D. Jordan),,56,55
241,3,8:42.0,,M. Barnes makes 2-pt layup from 1 ft (assist by C. Paul),56,57
242,3,8:14.0,B. Udrih misses 2-pt layup from 1 ft,,56,57
243,3,8:13.0,,Defensive rebound by C. Paul,56,57
244,3,8:01.0,,B. Griffin misses 2-pt layup from 2 ft,56,57
245,3,8:01.0,,Offensive rebound by D. Jordan,56,57
246,3,8:00.0,,D. Jordan makes 2-pt dunk at rim,56,59
247,3,7:59.0,Memphis full timeout,,56,59
248,3,7:40.0,Personal foul by M. Barnes (drawn by C. Lee),,56,59
249,3,7:33.0,J. Green misses 2-pt layup from 2 ft (block by B. Griffin),,56,59
250,3,7:31.0,,Defensive rebound by B. Griffin,56,59
251,3,7:26.0,,M. Barnes makes 2-pt layup at rim (assist by B. Griffin),56,61
252,3,7:06.0,V. Carter misses 3-pt jump shot from 23 ft,,56,61
253,3,7:04.0,Offensive rebound by Z. Randolph,,56,61
254,3,7:01.0,Z. Randolph misses 2-pt layup at rim (block by C. Paul),,56,61
255,3,6:59.0,,Defensive rebound by D. Jordan,56,61
256,3,6:56.0,,B. Griffin makes 2-pt layup at rim,56,63
257,3,6:38.0,Turnover by Z. Randolph (lost ball),,56,63
258,3,6:23.0,,B. Griffin misses 2-pt layup from 1 ft (block by V. Carter),56,63
259,3,6:23.0,,Offensive rebound by Team,56,63
260,3,6:16.0,,C. Paul makes 2-pt jump shot from 17 ft,56,65
261,3,5:54.0,Z. Randolph makes 2-pt jump shot from 3 ft (assist by C. Lee),,58,65
262,3,5:42.0,,B. Griffin misses 2-pt jump shot from 19 ft,58,65
263,3,5:40.0,,Offensive rebound by D. Jordan,58,65
264,3,5:37.0,,Shooting foul by V. Carter (drawn by B. Griffin),58,65
265,3,5:37.0,,B. Griffin makes free throw 1 of 2,58,66
266,3,5:37.0,K. Koufos enters the game for V. Carter,,58,66
267,3,5:37.0,,B. Griffin makes free throw 2 of 2,58,67
268,3,5:17.0,J. Green misses 3-pt jump shot from 25 ft,,58,67
269,3,5:15.0,Offensive rebound by Z. Randolph,,58,67
270,3,5:06.0,Personal foul by D. Jordan (drawn by Z. Randolph),,58,67
271,3,5:06.0,,Technical foul by D. Jordan,58,67
272,3,5:06.0,C. Lee misses technical free throw,,58,67
273,3,5:06.0,Offensive rebound by Team,,58,67
274,3,4:50.0,Z. Randolph misses 2-pt jump shot from 12 ft,,58,67
275,3,4:49.0,,Defensive rebound by Team,58,67
276,3,4:37.0,,C. Paul makes 2-pt jump shot from 12 ft (assist by B. Griffin),58,69
277,3,4:27.0,Shooting foul by B. Griffin (drawn by Z. Randolph),,58,69
278,3,4:27.0,Z. Randolph makes free throw 1 of 2,,59,69
279,3,4:27.0,N. Calathes enters the game for C. Lee,,59,69
280,3,4:27.0,Z. Randolph makes free throw 2 of 2,,60,69
281,3,4:18.0,,J. Redick misses 2-pt layup from 1 ft,60,69
282,3,4:17.0,Defensive rebound by Z. Randolph,,60,69
283,3,4:00.0,Turnover by J. Green (bad pass; steal by M. Barnes),,60,69
284,3,3:54.0,,Turnover by M. Barnes (lost ball),60,69
285,3,3:54.0,,Technical foul by B. Griffin,60,69
286,3,3:54.0,Technical foul by K. Koufos,,60,69
287,3,3:35.0,B. Udrih misses 2-pt jump shot from 13 ft,,60,69
288,3,3:33.0,,Defensive rebound by C. Paul,60,69
289,3,3:19.0,,M. Barnes misses 3-pt jump shot from 24 ft,60,69
290,3,3:17.0,Defensive rebound by Z. Randolph,,60,69
291,3,3:17.0,Memphis full timeout,,60,69
292,3,3:17.0,C. Lee enters the game for B. Udrih,,60,69
293,3,3:17.0,,J. Crawford enters the game for J. Redick,60,69
294,3,3:17.0,,G. Davis enters the game for D. Jordan,60,69
295,3,3:04.0,J. Green misses 2-pt jump shot from 10 ft,,60,69
296,3,3:04.0,Offensive rebound by Team,,60,69
297,3,3:04.0,,Loose ball foul by B. Griffin (drawn by K. Koufos),60,69
298,3,3:04.0,K. Koufos misses free throw 1 of 2,,60,69
299,3,3:04.0,Offensive rebound by Team,,60,69
300,3,3:04.0,K. Koufos misses free throw 2 of 2,,60,69
301,3,3:03.0,Offensive rebound by K. Koufos,,60,69
302,3,2:56.0,Def 3 sec tech foul by G. Davis,,60,69
303,3,2:56.0,,LA Clippers full timeout,60,69
304,3,2:56.0,C. Lee makes technical free throw,,61,69
305,3,2:45.0,Turnover by C. Lee (bad pass),,61,69
306,3,2:34.0,,B. Griffin misses 2-pt layup from 1 ft,61,69
307,3,2:33.0,Defensive rebound by K. Koufos,,61,69
308,3,2:24.0,K. Koufos misses 2-pt layup from 1 ft,,61,69
309,3,2:22.0,,Defensive rebound by C. Paul,61,69
310,3,2:16.0,,C. Paul misses 3-pt jump shot from 25 ft,61,69
311,3,2:14.0,Defensive rebound by J. Green,,61,69
312,3,2:07.0,C. Lee makes 2-pt jump shot from 21 ft (assist by J. Green),,63,69
313,3,1:48.0,,J. Crawford misses 2-pt jump shot from 17 ft,63,69
314,3,1:47.0,Defensive rebound by Z. Randolph,,63,69
315,3,1:36.0,Offensive foul by K. Koufos (drawn by B. Griffin),,63,69
316,3,1:36.0,Turnover by K. Koufos (offensive foul),,63,69
317,3,1:36.0,J. Green enters the game for K. Koufos,,63,69
318,3,1:36.0,,H. Türkoğlu enters the game for M. Barnes,63,69
319,3,1:36.0,,A. Rivers enters the game for C. Paul,63,69
320,3,1:20.0,,Turnover by B. Griffin (lost ball; steal by J. Green),63,69
321,3,1:12.0,C. Lee makes 3-pt jump shot from 23 ft (assist by J. Green),,66,69
322,3,0:54.0,,G. Davis misses 2-pt layup from 2 ft,66,69
323,3,0:52.0,Defensive rebound by J. Green,,66,69
324,3,0:46.0,N. Calathes makes 2-pt jump shot from 3 ft,,68,69
325,3,0:35.0,Offensive charge foul by G. Davis (drawn by J. Green),,68,69
326,3,0:35.0,,Turnover by G. Davis (offensive foul),68,69
327,3,0:19.0,N. Calathes misses 2-pt jump shot from 3 ft,,68,69
328,3,0:18.0,,Defensive rebound by B. Griffin,68,69
329,3,0:05.0,,Personal take foul by C. Lee (drawn by J. Crawford),68,69
330,3,0:02.0,,A. Rivers misses 3-pt jump shot from 25 ft,68,69
331,3,0:00.0,,Offensive rebound by Team,68,69
332,4,11:37.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by S. Hawes),68,72
333,4,11:18.0,Personal foul by J. Crawford (drawn by C. Lee),,68,72
334,4,11:08.0,J. Green misses 2-pt jump shot from 10 ft,,68,72
335,4,11:07.0,,Defensive rebound by A. Rivers,68,72
336,4,11:02.0,,Personal foul by J. Green (drawn by S. Hawes),68,72
337,4,10:53.0,,G. Davis misses 2-pt layup from 1 ft,68,72
338,4,10:52.0,Defensive rebound by J. Green,,68,72
339,4,10:31.0,N. Calathes makes 2-pt layup from 2 ft (assist by Z. Randolph),,70,72
340,4,10:05.0,,J. Crawford misses 3-pt jump shot from 31 ft,70,72
341,4,10:04.0,Defensive rebound by N. Calathes,,70,72
342,4,9:49.0,Z. Randolph misses 2-pt hook shot from 8 ft,,70,72
343,4,9:48.0,,Defensive rebound by S. Hawes,70,72
344,4,9:33.0,,Turnover by H. Türkoğlu (traveling),70,72
345,4,9:33.0,,D. Jordan enters the game for G. Davis,70,72
346,4,9:20.0,J. Green makes 2-pt dunk at rim (assist by N. Calathes),,72,72
347,4,9:06.0,,A. Rivers makes 2-pt layup at rim,72,74
348,4,8:51.0,N. Calathes misses 3-pt jump shot from 24 ft,,72,74
349,4,8:50.0,,Defensive rebound by H. Türkoğlu,72,74
350,4,8:40.0,,Turnover by H. Türkoğlu (bad pass; steal by Z. Randolph),72,74
351,4,8:29.0,Turnover by Z. Randolph (bad pass; steal by H. Türkoğlu),,72,74
352,4,8:04.0,,J. Crawford misses 2-pt jump shot from 9 ft,72,74
353,4,8:03.0,Defensive rebound by Z. Randolph,,72,74
354,4,8:00.0,Shooting foul by A. Rivers (drawn by Z. Randolph),,72,74
355,4,8:00.0,Official timeout,,72,74
356,4,8:00.0,Z. Randolph makes free throw 1 of 2,,73,74
357,4,8:00.0,Z. Randolph misses free throw 2 of 2,,73,74
358,4,7:59.0,Offensive rebound by Z. Randolph,,73,74
359,4,7:57.0,Z. Randolph makes 2-pt layup from 1 ft,,75,74
360,4,7:39.0,,A. Rivers misses 2-pt jump shot from 4 ft,75,74
361,4,7:37.0,,Offensive rebound by A. Rivers,75,74
362,4,7:31.0,,J. Crawford misses 2-pt jump shot from 7 ft,75,74
363,4,7:30.0,Defensive rebound by J. Green,,75,74
364,4,7:11.0,J. Green misses 2-pt layup from 2 ft,,75,74
365,4,7:10.0,,Defensive rebound by D. Jordan,75,74
366,4,7:01.0,,H. Türkoğlu misses 3-pt jump shot from 27 ft,75,74
367,4,7:01.0,,Offensive rebound by D. Jordan,75,74
368,4,7:01.0,,D. Jordan makes 2-pt layup from 2 ft,75,76
369,4,7:01.0,,Shooting foul by Z. Randolph (drawn by D. Jordan),75,76
370,4,7:01.0,K. Koufos enters the game for Z. Randolph,,75,76
371,4,7:01.0,,B. Griffin enters the game for S. Hawes,75,76
372,4,7:01.0,,C. Paul enters the game for A. Rivers,75,76
373,4,7:01.0,,J. Redick enters the game for H. Türkoğlu,75,76
374,4,7:01.0,,D. Jordan makes free throw 1 of 1,75,77
375,4,6:50.0,Shooting foul by J. Crawford (drawn by J. Green),,75,77
376,4,6:50.0,J. Green makes free throw 1 of 2,,76,77
377,4,6:50.0,J. Green makes free throw 2 of 2,,77,77
378,4,6:37.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),77,79
379,4,6:19.0,J. Green makes 2-pt hook shot from 5 ft (assist by C. Lee),,79,79
380,4,6:08.0,,Personal block foul by J. Green (drawn by J. Crawford),79,79
381,4,6:08.0,,M. Barnes enters the game for J. Crawford,79,79
382,4,5:59.0,,B. Griffin misses 3-pt jump shot from 24 ft,79,79
383,4,5:58.0,Defensive rebound by C. Lee,,79,79
384,4,5:42.0,J. Green misses 2-pt jump shot from 8 ft,,79,79
385,4,5:41.0,Offensive rebound by N. Calathes,,79,79
386,4,5:39.0,Turnover by N. Calathes (lost ball),,79,79
387,4,5:39.0,,LA Clippers full timeout,79,79
