,QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW YORK_ACTION,PORTLAND_SCORE,NEW YORK_SCORE
26,1,7:23.0,W. Matthews makes 2-pt layup from 2 ft,,8,4
27,1,7:01.0,,A. Stoudemire misses 2-pt jump shot from 17 ft,8,4
28,1,7:00.0,,Offensive rebound by C. Anthony,8,4
29,1,6:54.0,,New York full timeout,8,4
30,1,6:54.0,,S. Dalembert enters the game for A. Stoudemire,8,4
31,1,6:45.0,,Shooting foul by L. Aldridge (drawn by Q. Acy),8,4
32,1,6:45.0,,Q. Acy makes free throw 1 of 2,8,5
33,1,6:45.0,,Q. Acy makes free throw 2 of 2,8,6
34,1,6:26.0,L. Aldridge makes 2-pt jump shot from 9 ft,,10,6
35,1,6:12.0,,S. Dalembert misses 2-pt jump shot from 10 ft,10,6
36,1,6:11.0,Defensive rebound by L. Aldridge,,10,6
37,1,6:07.0,N. Batum misses 2-pt jump shot from 13 ft,,10,6
38,1,6:05.0,,Defensive rebound by I. Shumpert,10,6
39,1,6:00.0,,Personal foul by W. Matthews (drawn by I. Shumpert),10,6
40,1,6:00.0,,J. Smith enters the game for Q. Acy,10,6
41,1,6:00.0,A. Crabbe enters the game for W. Matthews,,10,6
42,1,6:00.0,S. Blake enters the game for N. Batum,,10,6
43,1,5:48.0,,C. Anthony makes 2-pt layup from 1 ft,10,8
44,1,5:30.0,Shooting foul by J. Smith (drawn by L. Aldridge),,10,8
45,1,5:30.0,L. Aldridge makes free throw 1 of 2,,11,8
46,1,5:30.0,L. Aldridge misses free throw 2 of 2,,11,8
47,1,5:29.0,,Defensive rebound by S. Dalembert,11,8
48,1,5:14.0,,I. Shumpert misses 2-pt jump shot from 5 ft,11,8
49,1,5:13.0,Defensive rebound by Team,,11,8
50,1,5:02.0,Personal foul by I. Shumpert (drawn by L. Aldridge),,11,8
51,1,4:52.0,D. Lillard misses 2-pt jump shot from 11 ft,,11,8
52,1,4:50.0,Offensive rebound by R. Lopez,,11,8
53,1,4:48.0,L. Aldridge misses 3-pt jump shot from 26 ft,,11,8
54,1,4:47.0,,Defensive rebound by Team,11,8
55,1,4:24.0,,C. Anthony misses 2-pt jump shot from 14 ft,11,8
56,1,4:23.0,Defensive rebound by L. Aldridge,,11,8
57,1,4:13.0,R. Lopez makes 2-pt layup from 2 ft (assist by S. Blake),,13,8
58,1,4:01.0,,S. Dalembert makes 2-pt dunk at rim (assist by I. Shumpert),13,10
59,1,3:42.0,D. Lillard makes 2-pt dunk at rim (assist by S. Blake),,15,10
60,1,3:31.0,,Turnover by J. Smith (bad pass; steal by A. Crabbe),15,10
61,1,3:27.0,Shooting foul by J. Smith (drawn by A. Crabbe),,15,10
62,1,3:27.0,A. Crabbe misses free throw 1 of 2,,15,10
63,1,3:27.0,Offensive rebound by Team,,15,10
64,1,3:27.0,C. Kaman enters the game for R. Lopez,,15,10
65,1,3:27.0,,A. Stoudemire enters the game for J. Smith,15,10
66,1,3:27.0,,J. Smith enters the game for I. Shumpert,15,10
67,1,3:27.0,A. Crabbe makes free throw 2 of 2,,16,10
68,1,3:12.0,,J. Calderón misses 2-pt jump shot from 17 ft,16,10
69,1,3:11.0,Defensive rebound by D. Lillard,,16,10
70,1,2:51.0,A. Crabbe makes 3-pt jump shot from 22 ft (assist by S. Blake),,19,10
71,1,2:42.0,,C. Anthony makes 2-pt layup from 2 ft (assist by J. Calderón),19,12
72,1,2:42.0,,Shooting foul by A. Crabbe (drawn by C. Anthony),19,12
73,1,2:42.0,Portland full timeout,,19,12
74,1,2:42.0,,P. Prigioni enters the game for J. Calderón,19,12
75,1,2:42.0,N. Batum enters the game for D. Lillard,,19,12
76,1,2:42.0,W. Matthews enters the game for A. Crabbe,,19,12
77,1,2:42.0,,C. Anthony makes free throw 1 of 1,19,13
78,1,2:28.0,Turnover by C. Kaman (lost ball; steal by P. Prigioni),,19,13
79,1,2:24.0,,Shooting foul by N. Batum (drawn by C. Anthony),19,13
80,1,2:24.0,,C. Anthony makes free throw 1 of 2,19,14
81,1,2:24.0,,C. Anthony misses free throw 2 of 2,19,14
82,1,2:24.0,Defensive rebound by L. Aldridge,,19,14
83,1,2:13.0,Personal foul by P. Prigioni (drawn by S. Blake),,19,14
84,1,2:07.0,C. Kaman makes 2-pt jump shot from 13 ft (assist by N. Batum),,21,14
85,1,1:53.0,,J. Smith makes 2-pt jump shot from 20 ft,21,16
86,1,1:39.0,C. Kaman misses 2-pt jump shot from 9 ft,,21,16
87,1,1:38.0,,Defensive rebound by C. Anthony,21,16
88,1,1:31.0,,C. Anthony makes 2-pt jump shot from 21 ft,21,18
89,1,1:18.0,W. Matthews makes 2-pt jump shot from 17 ft,,23,18
90,1,1:06.0,,Offensive foul by S. Dalembert (drawn by S. Blake),23,18
91,1,1:06.0,,Turnover by S. Dalembert (offensive foul),23,18
92,1,0:47.0,Turnover by L. Aldridge (lost ball; steal by P. Prigioni),,23,18
93,1,0:33.0,C. Kaman makes 2-pt layup from 2 ft,,25,18
94,1,0:20.0,,A. Stoudemire makes 2-pt layup from 1 ft,25,20
95,1,0:04.0,L. Aldridge misses 2-pt jump shot from 17 ft,,25,20
96,1,0:03.0,,Defensive rebound by A. Stoudemire,25,20
97,1,0:01.0,,Turnover by P. Prigioni (bad pass; steal by L. Aldridge),25,20
98,2,11:40.0,,J. Smith makes 3-pt jump shot from 25 ft,25,23
99,2,11:23.0,W. Matthews misses 3-pt jump shot from 24 ft,,25,23
100,2,11:22.0,,Defensive rebound by J. Smith,25,23
101,2,11:14.0,,A. Stoudemire makes 2-pt dunk at rim (assist by S. Dalembert),25,25
102,2,10:57.0,N. Batum misses 3-pt jump shot from 26 ft,,25,25
103,2,10:56.0,Offensive rebound by C. Kaman,,25,25
104,2,10:53.0,J. Freeland makes 2-pt layup from 1 ft (assist by N. Batum),,27,25
105,2,10:53.0,Shooting foul by S. Dalembert (drawn by J. Freeland),,27,25
106,2,10:53.0,A. Crabbe enters the game for N. Batum,,27,25
107,2,10:53.0,,Q. Acy enters the game for S. Dalembert,27,25
108,2,10:53.0,J. Freeland misses free throw 1 of 1,,27,25
109,2,10:52.0,,Defensive rebound by Q. Acy,27,25
110,2,10:29.0,,Q. Acy makes 2-pt jump shot from 22 ft,27,27
111,2,10:13.0,S. Blake makes 2-pt jump shot from 16 ft,,29,27
112,2,9:59.0,,A. Stoudemire misses 2-pt jump shot from 8 ft,29,27
113,2,9:58.0,Defensive rebound by J. Freeland,,29,27
114,2,9:38.0,C. Kaman makes 2-pt jump shot from 19 ft (assist by S. Blake),,31,27
115,2,9:27.0,,P. Prigioni misses 2-pt layup from 2 ft,31,27
116,2,9:26.0,,Offensive rebound by P. Prigioni,31,27
117,2,9:24.0,,J. Smith misses 3-pt jump shot from 24 ft,31,27
118,2,9:23.0,Defensive rebound by Team,,31,27
119,2,9:23.0,,Loose ball foul by A. Stoudemire (drawn by S. Blake),31,27
120,2,9:06.0,C. Kaman misses 2-pt jump shot from 17 ft,,31,27
121,2,9:05.0,,Defensive rebound by Q. Acy,31,27
122,2,8:53.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by Q. Acy),31,30
123,2,8:43.0,S. Blake misses 3-pt jump shot from 24 ft,,31,30
124,2,8:42.0,,Defensive rebound by Q. Acy,31,30
125,2,8:33.0,,T. Hardaway misses 3-pt jump shot from 25 ft,31,30
126,2,8:32.0,Defensive rebound by C. Kaman,,31,30
127,2,8:21.0,S. Blake misses 3-pt jump shot from 24 ft,,31,30
128,2,8:20.0,,Defensive rebound by T. Hardaway,31,30
129,2,8:13.0,,Turnover by T. Hardaway (traveling),31,30
130,2,8:13.0,Official timeout,,31,30
131,2,8:13.0,D. Lillard enters the game for W. Matthews,,31,30
132,2,8:13.0,N. Batum enters the game for S. Blake,,31,30
133,2,8:02.0,Turnover by J. Freeland (traveling),,31,30
134,2,7:52.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by A. Stoudemire),31,33
135,2,7:37.0,Personal foul by J. Smith (drawn by D. Lillard),,31,33
136,2,7:37.0,R. Lopez enters the game for C. Kaman,,31,33
137,2,7:32.0,D. Lillard misses 2-pt layup from 2 ft,,31,33
138,2,7:31.0,Offensive rebound by J. Freeland,,31,33
139,2,7:31.0,J. Freeland misses 2-pt tip-in from 2 ft,,31,33
140,2,7:30.0,,Defensive rebound by A. Stoudemire,31,33
141,2,7:16.0,,T. Hardaway makes 2-pt layup from 2 ft (assist by A. Stoudemire),31,35
142,2,7:02.0,A. Crabbe misses 2-pt jump shot from 23 ft,,31,35
143,2,7:01.0,Offensive rebound by J. Freeland,,31,35
144,2,6:56.0,J. Freeland misses 2-pt hook shot from 7 ft,,31,35
145,2,6:55.0,,Defensive rebound by A. Stoudemire,31,35
146,2,6:47.0,,Shooting foul by N. Batum (drawn by T. Hardaway),31,35
147,2,6:47.0,,T. Hardaway makes free throw 1 of 3,31,36
148,2,6:47.0,,T. Hardaway makes free throw 2 of 3,31,37
149,2,6:47.0,,J. Smith enters the game for A. Stoudemire,31,37
150,2,6:47.0,,T. Hardaway makes free throw 3 of 3,31,38
151,2,6:36.0,D. Lillard makes 2-pt layup from 2 ft (assist by N. Batum),,33,38
152,2,6:21.0,,Turnover by J. Smith (bad pass; steal by N. Batum),33,38
153,2,6:14.0,D. Lillard misses 3-pt jump shot from 24 ft,,33,38
154,2,6:13.0,,Defensive rebound by Q. Acy,33,38
155,2,5:56.0,,Q. Acy makes 2-pt jump shot from 11 ft (assist by P. Prigioni),33,40
156,2,5:39.0,D. Lillard makes 3-pt jump shot from 26 ft,,36,40
157,2,5:28.0,,J. Smith misses 3-pt jump shot from 25 ft,36,40
158,2,5:27.0,Defensive rebound by D. Lillard,,36,40
159,2,5:26.0,Personal foul by Q. Acy (drawn by D. Lillard),,36,40
160,2,5:26.0,,New York full timeout,36,40
161,2,5:26.0,L. Aldridge enters the game for A. Crabbe,,36,40
162,2,5:26.0,W. Matthews enters the game for J. Freeland,,36,40
163,2,5:26.0,,C. Anthony enters the game for J. Smith,36,40
164,2,5:26.0,,S. Dalembert enters the game for J. Smith,36,40
165,2,5:26.0,,I. Shumpert enters the game for P. Prigioni,36,40
166,2,5:26.0,,J. Calderón enters the game for T. Hardaway,36,40
167,2,5:10.0,W. Matthews misses 2-pt jump shot from 10 ft,,36,40
168,2,5:08.0,Offensive rebound by N. Batum,,36,40
169,2,5:08.0,N. Batum makes 2-pt tip-in from 1 ft,,38,40
170,2,4:52.0,,S. Dalembert makes 2-pt dunk at rim (assist by J. Calderón),38,42
171,2,4:33.0,D. Lillard misses 2-pt layup from 2 ft (block by S. Dalembert),,38,42
172,2,4:31.0,,Defensive rebound by S. Dalembert,38,42
173,2,4:16.0,,I. Shumpert makes 2-pt jump shot from 20 ft (assist by S. Dalembert),38,44
174,2,3:54.0,Shooting foul by Q. Acy (drawn by D. Lillard),,38,44
175,2,3:54.0,D. Lillard makes free throw 1 of 2,,39,44
176,2,3:54.0,,J. Smith enters the game for Q. Acy,39,44
177,2,3:54.0,D. Lillard makes free throw 2 of 2,,40,44
178,2,3:41.0,,Offensive foul by C. Anthony (drawn by N. Batum),40,44
179,2,3:41.0,,Turnover by C. Anthony (offensive foul),40,44
180,2,3:32.0,W. Matthews misses 3-pt jump shot from 23 ft,,40,44
181,2,3:31.0,Offensive rebound by L. Aldridge,,40,44
182,2,3:27.0,L. Aldridge misses 2-pt hook shot from 5 ft (block by S. Dalembert),,40,44
183,2,3:26.0,Offensive rebound by W. Matthews,,40,44
184,2,3:12.0,N. Batum misses 3-pt jump shot from 25 ft,,40,44
185,2,3:11.0,,Defensive rebound by S. Dalembert,40,44
186,2,3:05.0,,Personal foul by N. Batum (drawn by C. Anthony),40,44
187,2,2:54.0,,C. Anthony misses 2-pt jump shot from 11 ft,40,44
188,2,2:53.0,Defensive rebound by N. Batum,,40,44
189,2,2:43.0,N. Batum makes 3-pt jump shot from 26 ft (assist by R. Lopez),,43,44
190,2,2:31.0,,Shooting foul by W. Matthews (drawn by C. Anthony),43,44
191,2,2:31.0,Portland full timeout,,43,44
192,2,2:31.0,D. Wright enters the game for N. Batum,,43,44
193,2,2:31.0,,C. Anthony misses free throw 1 of 2,43,44
194,2,2:31.0,,Offensive rebound by Team,43,44
195,2,2:31.0,,C. Anthony makes free throw 2 of 2,43,45
196,2,2:08.0,L. Aldridge makes 2-pt jump shot from 11 ft,,45,45
197,2,1:49.0,,C. Anthony makes 2-pt jump shot from 6 ft,45,47
198,2,1:49.0,,Shooting foul by D. Wright (drawn by C. Anthony),45,47
199,2,1:49.0,,C. Anthony makes free throw 1 of 1,45,48
200,2,1:39.0,L. Aldridge misses 2-pt jump shot from 19 ft,,45,48
201,2,1:38.0,,Defensive rebound by C. Anthony,45,48
202,2,1:30.0,,C. Anthony misses 2-pt jump shot from 19 ft,45,48
203,2,1:29.0,,Offensive rebound by C. Anthony,45,48
204,2,1:12.0,,S. Dalembert misses 2-pt jump shot from 10 ft,45,48
205,2,1:11.0,Defensive rebound by D. Lillard,,45,48
206,2,0:57.0,D. Wright makes 3-pt jump shot from 26 ft (assist by W. Matthews),,48,48
207,2,0:48.0,,I. Shumpert makes 2-pt jump shot from 22 ft (assist by C. Anthony),48,50
208,2,0:31.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Lillard),,51,50
209,2,0:18.0,,Offensive foul by S. Dalembert (drawn by D. Lillard),51,50
210,2,0:18.0,,Turnover by S. Dalembert (offensive foul),51,50
211,2,0:18.0,S. Blake enters the game for R. Lopez,,51,50
212,2,0:18.0,,A. Stoudemire enters the game for S. Dalembert,51,50
213,2,0:18.0,,Q. Acy enters the game for J. Smith,51,50
214,2,0:03.0,Shooting foul by C. Anthony (drawn by D. Lillard),,51,50
215,2,0:03.0,D. Lillard makes free throw 1 of 2,,52,50
216,2,0:03.0,A. Crabbe enters the game for W. Matthews,,52,50
217,2,0:03.0,D. Lillard makes free throw 2 of 2,,53,50
218,2,0:03.0,,New York full timeout,53,50
219,2,0:03.0,,J. Smith enters the game for A. Stoudemire,53,50
220,2,0:03.0,W. Matthews enters the game for A. Crabbe,,53,50
221,2,0:00.0,,C. Anthony misses 3-pt jump shot from 28 ft,53,50
222,2,0:00.0,,Offensive rebound by Team,53,50
223,3,11:43.0,,J. Calderón misses 3-pt jump shot from 26 ft,53,50
224,3,11:42.0,Defensive rebound by L. Aldridge,,53,50
225,3,11:30.0,R. Lopez makes 2-pt layup from 2 ft,,55,50
226,3,11:21.0,,C. Anthony misses 2-pt jump shot from 21 ft,55,50
227,3,11:20.0,Defensive rebound by R. Lopez,,55,50
228,3,11:11.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by N. Batum),,58,50
229,3,11:10.0,,New York full timeout,58,50
230,3,10:51.0,,J. Calderón misses 2-pt jump shot from 18 ft,58,50
231,3,10:50.0,,Offensive rebound by Team,58,50
232,3,10:46.0,,Shooting foul by R. Lopez (drawn by A. Stoudemire),58,50
233,3,10:46.0,,A. Stoudemire makes free throw 1 of 2,58,51
234,3,10:46.0,,A. Stoudemire makes free throw 2 of 2,58,52
235,3,10:28.0,L. Aldridge makes 2-pt jump shot from 15 ft,,60,52
236,3,10:04.0,,A. Stoudemire makes 2-pt layup from 1 ft (assist by I. Shumpert),60,54
237,3,9:52.0,D. Lillard misses 3-pt jump shot from 24 ft,,60,54
238,3,9:51.0,Offensive rebound by R. Lopez,,60,54
239,3,9:45.0,Def 3 sec tech foul by C. Anthony,,60,54
240,3,9:45.0,D. Lillard makes technical free throw,,61,54
241,3,9:34.0,Turnover by W. Matthews (bad pass; steal by I. Shumpert),,61,54
242,3,9:28.0,,J. Calderón makes 2-pt layup at rim (assist by C. Anthony),61,56
243,3,9:21.0,D. Lillard misses 2-pt layup at rim,,61,56
244,3,9:19.0,,Defensive rebound by J. Calderón,61,56
245,3,9:10.0,,J. Calderón makes 2-pt jump shot from 17 ft (assist by C. Anthony),61,58
246,3,8:48.0,L. Aldridge makes 2-pt jump shot from 3 ft,,63,58
247,3,8:38.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by J. Calderón),63,61
248,3,8:22.0,L. Aldridge misses 2-pt jump shot from 14 ft,,63,61
249,3,8:21.0,,Defensive rebound by C. Anthony,63,61
250,3,8:03.0,,C. Anthony makes 2-pt jump shot from 11 ft,63,63
251,3,7:38.0,W. Matthews misses 2-pt jump shot from 7 ft,,63,63
252,3,7:36.0,,Defensive rebound by I. Shumpert,63,63
253,3,7:23.0,,Turnover by C. Anthony (lost ball; steal by W. Matthews),63,63
254,3,7:18.0,D. Lillard makes 2-pt dunk at rim (assist by N. Batum),,65,63
255,3,7:02.0,,I. Shumpert misses 2-pt jump shot from 15 ft,65,63
256,3,7:01.0,Defensive rebound by L. Aldridge,,65,63
257,3,6:44.0,Shooting foul by J. Calderón (drawn by W. Matthews),,65,63
258,3,6:44.0,W. Matthews misses free throw 1 of 3,,65,63
259,3,6:44.0,Offensive rebound by Team,,65,63
260,3,6:44.0,,S. Dalembert enters the game for Q. Acy,65,63
261,3,6:44.0,W. Matthews misses free throw 2 of 3,,65,63
262,3,6:44.0,Offensive rebound by Team,,65,63
263,3,6:44.0,W. Matthews makes free throw 3 of 3,,66,63
264,3,6:25.0,,Personal foul by W. Matthews (drawn by C. Anthony),66,63
265,3,6:20.0,Violation by N. Batum (kicked ball),,66,63
266,3,6:16.0,,Turnover by I. Shumpert (lost ball; steal by W. Matthews),66,63
267,3,6:03.0,L. Aldridge makes 2-pt jump shot from 14 ft,,68,63
268,3,5:51.0,,Personal foul by W. Matthews (drawn by I. Shumpert),68,63
269,3,5:51.0,,New York full timeout,68,63
270,3,5:51.0,S. Blake enters the game for W. Matthews,,68,63
271,3,5:35.0,,I. Shumpert makes 2-pt jump shot from 7 ft,68,65
272,3,5:15.0,R. Lopez misses 2-pt layup from 2 ft (block by A. Stoudemire),,68,65
273,3,5:14.0,,Defensive rebound by A. Stoudemire,68,65
274,3,5:09.0,,Turnover by J. Calderón (bad pass; steal by R. Lopez),68,65
275,3,4:59.0,D. Lillard misses 3-pt jump shot from 24 ft,,68,65
276,3,4:58.0,,Defensive rebound by S. Dalembert,68,65
277,3,4:50.0,,I. Shumpert misses 3-pt jump shot from 25 ft,68,65
278,3,4:49.0,Defensive rebound by N. Batum,,68,65
279,3,4:38.0,L. Aldridge misses 2-pt jump shot from 20 ft,,68,65
280,3,4:37.0,Offensive rebound by R. Lopez,,68,65
281,3,4:37.0,R. Lopez misses 2-pt tip-in from 1 ft,,68,65
282,3,4:36.0,Offensive rebound by R. Lopez,,68,65
283,3,4:30.0,Turnover by D. Lillard (bad pass; steal by J. Calderón),,68,65
284,3,4:21.0,,A. Stoudemire misses 2-pt layup from 2 ft (block by R. Lopez),68,65
285,3,4:20.0,,Offensive rebound by Team,68,65
286,3,4:20.0,C. Kaman enters the game for R. Lopez,,68,65
287,3,4:20.0,,J. Smith enters the game for A. Stoudemire,68,65
288,3,4:15.0,,Turnover by J. Smith (lost ball; steal by D. Lillard),68,65
289,3,4:12.0,Shooting foul by J. Calderón (drawn by D. Lillard),,68,65
290,3,4:12.0,D. Lillard makes free throw 1 of 2,,69,65
291,3,4:12.0,D. Lillard makes free throw 2 of 2,,70,65
292,3,3:59.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by I. Shumpert),70,67
293,3,3:47.0,L. Aldridge misses 2-pt layup from 3 ft,,70,67
294,3,3:46.0,Offensive rebound by L. Aldridge,,70,67
295,3,3:45.0,Shooting foul by J. Smith (drawn by L. Aldridge),,70,67
296,3,3:45.0,L. Aldridge makes free throw 1 of 2,,71,67
297,3,3:45.0,L. Aldridge makes free throw 2 of 2,,72,67
298,3,3:28.0,,C. Anthony makes 2-pt jump shot from 14 ft,72,69
299,3,3:11.0,N. Batum makes 3-pt jump shot from 25 ft (assist by C. Kaman),,75,69
300,3,2:58.0,,J. Smith makes 2-pt jump shot from 16 ft,75,71
301,3,2:57.0,Portland full timeout,,75,71
302,3,2:57.0,A. Crabbe enters the game for D. Lillard,,75,71
303,3,2:57.0,,P. Prigioni enters the game for J. Calderón,75,71
304,3,2:57.0,,J. Smith enters the game for I. Shumpert,75,71
305,3,2:36.0,Shooting foul by S. Dalembert (drawn by L. Aldridge),,75,71
306,3,2:36.0,L. Aldridge makes free throw 1 of 2,,76,71
307,3,2:36.0,,A. Stoudemire enters the game for S. Dalembert,76,71
308,3,2:36.0,L. Aldridge misses free throw 2 of 2,,76,71
309,3,2:35.0,,Defensive rebound by C. Anthony,76,71
310,3,2:15.0,,Personal foul by C. Kaman (drawn by A. Stoudemire),76,71
311,3,2:02.0,,C. Anthony misses 2-pt jump shot from 15 ft,76,71
312,3,2:00.0,Defensive rebound by S. Blake,,76,71
313,3,1:57.0,Turnover by L. Aldridge (lost ball; steal by J. Smith),,76,71
314,3,1:35.0,,P. Prigioni misses 3-pt jump shot from 25 ft,76,71
315,3,1:34.0,Defensive rebound by Team,,76,71
316,3,1:34.0,,T. Hardaway enters the game for C. Anthony,76,71
317,3,1:22.0,N. Batum makes 2-pt layup at rim (assist by L. Aldridge),,78,71
318,3,1:22.0,Shooting foul by T. Hardaway (drawn by N. Batum),,78,71
319,3,1:22.0,N. Batum makes free throw 1 of 1,,79,71
320,3,1:04.0,,J. Smith makes 2-pt jump shot from 16 ft (assist by T. Hardaway),79,73
321,3,0:43.0,C. Kaman makes 2-pt hook shot from 5 ft (assist by N. Batum),,81,73
322,3,0:25.0,,T. Hardaway misses 3-pt jump shot from 24 ft (block by A. Crabbe),81,73
323,3,0:24.0,Defensive rebound by S. Blake,,81,73
324,3,0:21.0,A. Crabbe makes 2-pt layup from 2 ft (assist by S. Blake),,83,73
325,3,0:01.0,,A. Stoudemire makes 2-pt layup from 1 ft,83,75
326,3,0:00.0,S. Blake misses 3-pt jump shot from 78 ft,,83,75
327,3,0:00.0,Offensive rebound by Team,,83,75
328,4,11:37.0,D. Lillard misses 2-pt jump shot from 19 ft,,83,75
329,4,11:35.0,,Defensive rebound by J. Smith,83,75
330,4,11:19.0,,J. Smith misses 2-pt jump shot from 17 ft,83,75
331,4,11:18.0,Defensive rebound by C. Kaman,,83,75
332,4,11:07.0,A. Crabbe misses 3-pt jump shot from 23 ft,,83,75
333,4,11:06.0,Offensive rebound by J. Freeland,,83,75
334,4,10:54.0,S. Blake misses 2-pt jump shot from 19 ft,,83,75
335,4,10:53.0,,Defensive rebound by A. Stoudemire,83,75
336,4,10:47.0,,Personal foul by J. Freeland (drawn by J. Smith),83,75
337,4,10:30.0,,T. Hardaway makes 2-pt layup from 1 ft,83,77
338,4,10:07.0,A. Crabbe misses 3-pt jump shot from 24 ft,,83,77
339,4,10:06.0,Offensive rebound by C. Kaman,,83,77
340,4,10:06.0,C. Kaman misses 2-pt tip-in from 2 ft,,83,77
341,4,10:05.0,,Defensive rebound by A. Stoudemire,83,77
342,4,9:45.0,,J. Smith makes 2-pt layup from 1 ft,83,79
343,4,9:34.0,Personal foul by A. Stoudemire (drawn by C. Kaman),,83,79
344,4,9:34.0,W. Matthews enters the game for A. Crabbe,,83,79
345,4,9:34.0,R. Lopez enters the game for J. Freeland,,83,79
346,4,9:28.0,Turnover by S. Blake (bad pass),,83,79
347,4,9:19.0,,Personal foul by R. Lopez (drawn by A. Stoudemire),83,79
348,4,9:14.0,,J. Smith misses 2-pt jump shot from 12 ft,83,79
349,4,9:13.0,Defensive rebound by S. Blake,,83,79
350,4,8:57.0,Shooting foul by A. Stoudemire (drawn by W. Matthews),,83,79
351,4,8:57.0,Official timeout,,83,79
352,4,8:57.0,W. Matthews makes free throw 1 of 3,,84,79
353,4,8:57.0,W. Matthews makes free throw 2 of 3,,85,79
354,4,8:57.0,W. Matthews makes free throw 3 of 3,,86,79
355,4,8:46.0,,J. Smith misses 3-pt jump shot from 25 ft,86,79
356,4,8:44.0,Defensive rebound by S. Blake,,86,79
357,4,8:33.0,R. Lopez misses 2-pt hook shot from 5 ft,,86,79
358,4,8:32.0,,Defensive rebound by A. Stoudemire,86,79
359,4,8:28.0,,Personal foul by C. Kaman (drawn by J. Smith),86,79
360,4,8:16.0,,A. Stoudemire misses 2-pt layup from 2 ft,86,79
361,4,8:15.0,Defensive rebound by S. Blake,,86,79
362,4,8:04.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by S. Blake),,89,79
363,4,7:50.0,,J. Smith makes 2-pt layup from 1 ft,89,81
364,4,7:35.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),,92,81
365,4,7:25.0,,J. Smith makes 2-pt layup from 1 ft (assist by T. Hardaway),92,83
366,4,7:25.0,,Shooting foul by R. Lopez (drawn by J. Smith),92,83
367,4,7:25.0,,C. Anthony enters the game for T. Hardaway,92,83
368,4,7:25.0,N. Batum enters the game for D. Lillard,,92,83
369,4,7:25.0,,J. Smith makes free throw 1 of 1,92,84
370,4,7:13.0,C. Kaman misses 2-pt jump shot from 14 ft,,92,84
371,4,7:12.0,,Defensive rebound by A. Stoudemire,92,84
372,4,7:04.0,,J. Smith makes 2-pt layup from 1 ft,92,86
373,4,7:03.0,Portland full timeout,,92,86
374,4,7:03.0,L. Aldridge enters the game for C. Kaman,,92,86
375,4,6:49.0,,Offensive charge foul by R. Lopez (drawn by A. Stoudemire),92,86
376,4,6:49.0,Turnover by R. Lopez (offensive foul),,92,86
377,4,6:28.0,,J. Smith makes 2-pt jump shot from 18 ft,92,88
378,4,6:14.0,S. Blake makes 3-pt jump shot from 25 ft (assist by W. Matthews),,95,88
379,4,5:56.0,,C. Anthony makes 3-pt jump shot from 25 ft (assist by J. Smith),95,91
380,4,5:40.0,W. Matthews misses 3-pt jump shot from 23 ft,,95,91
