,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
27,1,8:19.0,,Turnover by G. Antetokounmpo (lost ball; steal by K. Caldwell-Pope),4,6
28,1,8:14.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,6,6
29,1,8:02.0,,L. Sanders makes 2-pt layup at rim (assist by O. Mayo),6,8
30,1,7:38.0,J. Smith makes 3-pt jump shot from 24 ft (assist by D. Augustin),,9,8
31,1,7:20.0,,O. Mayo makes 2-pt jump shot from 5 ft,9,10
32,1,7:20.0,,Shooting foul by A. Drummond (drawn by O. Mayo),9,10
33,1,7:20.0,,O. Mayo makes free throw 1 of 1,9,11
34,1,7:04.0,Personal foul by B. Knight (drawn by D. Augustin),,9,11
35,1,6:53.0,G. Monroe misses 2-pt layup from 2 ft (block by L. Sanders),,9,11
36,1,6:53.0,Offensive rebound by Team,,9,11
37,1,6:52.0,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),,11,11
38,1,6:39.0,,B. Knight makes 3-pt jump shot from 25 ft,11,14
39,1,6:28.0,Turnover by J. Smith (bad pass),,11,14
40,1,6:15.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by B. Knight),11,16
41,1,5:54.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft,,14,16
42,1,5:39.0,,O. Mayo misses 2-pt jump shot from 14 ft,14,16
43,1,5:38.0,Defensive rebound by G. Monroe,,14,16
44,1,5:32.0,A. Drummond misses 2-pt layup at rim,,14,16
45,1,5:29.0,,Defensive rebound by G. Antetokounmpo,14,16
46,1,5:23.0,,Turnover by B. Knight (bad pass; steal by K. Caldwell-Pope),14,16
47,1,5:19.0,D. Augustin makes 2-pt layup at rim (assist by K. Caldwell-Pope),,16,16
48,1,5:10.0,,Milwaukee full timeout,16,16
49,1,5:10.0,C. Butler enters the game for G. Monroe,,16,16
50,1,5:04.0,,Personal foul by K. Caldwell-Pope (drawn by O. Mayo),16,16
51,1,4:57.0,,L. Sanders makes 2-pt layup at rim (assist by O. Mayo),16,18
52,1,4:41.0,J. Smith misses 2-pt layup from 2 ft,,16,18
53,1,4:39.0,Offensive rebound by J. Smith,,16,18
54,1,4:39.0,J. Smith makes 2-pt layup at rim,,18,18
55,1,4:23.0,,J. Parker misses 2-pt layup from 1 ft (block by A. Drummond),18,18
56,1,4:20.0,Defensive rebound by J. Smith,,18,18
57,1,4:17.0,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),,20,18
58,1,4:07.0,,O. Mayo misses 3-pt jump shot from 24 ft,20,18
59,1,4:06.0,,Offensive rebound by L. Sanders,20,18
60,1,4:05.0,,L. Sanders makes 2-pt layup at rim,20,20
61,1,3:50.0,Turnover by D. Augustin (lost ball),,20,20
62,1,3:39.0,,B. Knight makes 2-pt jump shot from 9 ft,20,22
63,1,3:14.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,20,22
64,1,3:13.0,,Defensive rebound by J. Parker,20,22
65,1,3:12.0,,Turnover by J. Parker (lost ball),20,22
66,1,3:12.0,,K. Middleton enters the game for O. Mayo,20,22
67,1,3:03.0,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,22,22
68,1,2:50.0,,Personal foul by D. Augustin (drawn by L. Sanders),22,22
69,1,2:50.0,Detroit full timeout,,22,22
70,1,2:50.0,,E. İlyasova enters the game for J. Parker,22,22
71,1,2:50.0,,J. Bayless enters the game for B. Knight,22,22
72,1,2:43.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by A. Drummond),22,22
73,1,2:40.0,,Offensive rebound by L. Sanders,22,22
74,1,2:40.0,,L. Sanders makes 2-pt layup at rim,22,24
75,1,2:28.0,J. Smith misses 2-pt layup at rim,,22,24
76,1,2:26.0,,Defensive rebound by L. Sanders,22,24
77,1,2:20.0,,K. Middleton misses 3-pt jump shot from 24 ft,22,24
78,1,2:19.0,Defensive rebound by A. Drummond,,22,24
79,1,2:07.0,K. Caldwell-Pope misses 2-pt jump shot from 10 ft,,22,24
80,1,2:07.0,,Defensive rebound by Team,22,24
81,1,2:07.0,K. Singler enters the game for K. Caldwell-Pope,,22,24
82,1,1:56.0,,E. İlyasova misses 2-pt jump shot from 14 ft,22,24
83,1,1:56.0,Defensive rebound by Team,,22,24
84,1,1:56.0,,Loose ball foul by L. Sanders (drawn by A. Drummond),22,24
85,1,1:48.0,Personal foul by J. Bayless (drawn by D. Augustin),,22,24
86,1,1:48.0,D. Augustin makes free throw 1 of 2,,23,24
87,1,1:48.0,D. Augustin makes free throw 2 of 2,,24,24
88,1,1:33.0,,K. Middleton misses 2-pt jump shot from 9 ft,24,24
89,1,1:32.0,Defensive rebound by A. Drummond,,24,24
90,1,1:23.0,K. Singler makes 3-pt jump shot from 23 ft (assist by J. Smith),,27,24
91,1,1:06.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft,27,26
92,1,0:53.0,A. Drummond makes 2-pt dunk at rim (assist by J. Smith),,29,26
93,1,0:45.0,,E. İlyasova misses 3-pt jump shot from 24 ft,29,26
94,1,0:43.0,Defensive rebound by A. Drummond,,29,26
95,1,0:33.0,A. Drummond makes 2-pt layup at rim (assist by D. Augustin),,31,26
96,1,0:16.0,,Turnover by J. Bayless (bad pass; steal by J. Smith),31,26
97,1,0:12.0,Turnover by J. Smith (bad pass; steal by G. Antetokounmpo),,31,26
98,1,0:11.0,,Offensive foul by G. Antetokounmpo (drawn by D. Augustin),31,26
99,1,0:11.0,,Turnover by G. Antetokounmpo (offensive foul),31,26
100,1,0:11.0,G. Monroe enters the game for A. Drummond,,31,26
101,1,0:11.0,,Z. Pachulia enters the game for L. Sanders,31,26
102,1,0:01.0,J. Smith misses 2-pt jump shot from 22 ft,,31,26
103,1,0:00.0,Offensive rebound by Team,,31,26
104,2,11:46.0,,Turnover by J. Henson (traveling),31,26
105,2,11:22.0,K. Singler misses 3-pt jump shot from 26 ft,,31,26
106,2,11:21.0,,Defensive rebound by J. Dudley,31,26
107,2,10:59.0,,E. İlyasova makes 3-pt jump shot from 24 ft (assist by J. Bayless),31,29
108,2,10:39.0,C. Butler makes 2-pt jump shot from 15 ft (assist by J. Smith),,33,29
109,2,10:23.0,,Personal foul by J. Smith (drawn by J. Bayless),33,29
110,2,10:23.0,J. Jerebko enters the game for J. Smith,,33,29
111,2,10:23.0,S. Dinwiddie enters the game for D. Augustin,,33,29
112,2,10:15.0,,E. İlyasova misses 2-pt jump shot from 17 ft,33,29
113,2,10:13.0,,Offensive rebound by J. Henson,33,29
114,2,10:11.0,,J. Henson misses 2-pt layup from 1 ft,33,29
115,2,10:10.0,Defensive rebound by K. Singler,,33,29
116,2,10:00.0,Turnover by C. Butler (bad pass; steal by K. Middleton),,33,29
117,2,9:49.0,,K. Middleton makes 3-pt jump shot from 25 ft (assist by J. Bayless),33,32
118,2,9:29.0,C. Butler makes 2-pt jump shot from 21 ft (assist by S. Dinwiddie),,35,32
119,2,9:10.0,,E. İlyasova makes 2-pt layup at rim,35,34
120,2,8:51.0,Turnover by G. Monroe (lost ball),,35,34
121,2,8:51.0,Official timeout,,35,34
122,2,8:38.0,,E. İlyasova misses 2-pt layup from 1 ft,35,34
123,2,8:36.0,Defensive rebound by G. Monroe,,35,34
124,2,8:17.0,S. Dinwiddie misses 2-pt layup at rim,,35,34
125,2,8:15.0,Offensive rebound by G. Monroe,,35,34
126,2,8:15.0,G. Monroe misses 2-pt tip-in at rim,,35,34
127,2,8:14.0,,Defensive rebound by J. Dudley,35,34
128,2,8:08.0,,J. Bayless makes 2-pt layup at rim,35,36
129,2,8:05.0,Personal take foul by J. Dudley (drawn by S. Dinwiddie),,35,36
130,2,8:05.0,,Z. Pachulia enters the game for J. Henson,35,36
131,2,7:53.0,Turnover by S. Dinwiddie (lost ball; steal by J. Bayless),,35,36
132,2,7:44.0,,Turnover by J. Bayless (bad pass; steal by J. Jerebko),35,36
133,2,7:25.0,G. Monroe makes 2-pt layup at rim (assist by S. Dinwiddie),,37,36
134,2,7:00.0,,Z. Pachulia misses 2-pt jump shot from 12 ft,37,36
135,2,7:00.0,,Offensive rebound by Team,37,36
136,2,7:00.0,,Turnover by Team (shot clock),37,36
137,2,6:49.0,Personal foul by Z. Pachulia (drawn by K. Singler),,37,36
138,2,6:49.0,,B. Knight enters the game for J. Bayless,37,36
139,2,6:34.0,C. Butler misses 2-pt jump shot from 18 ft,,37,36
140,2,6:33.0,Offensive rebound by J. Jerebko,,37,36
141,2,6:22.0,Personal foul by J. Dudley (drawn by G. Monroe),,37,36
142,2,6:07.0,K. Singler makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,40,36
143,2,5:52.0,,Turnover by K. Middleton (traveling),40,36
144,2,5:52.0,,Milwaukee full timeout,40,36
145,2,5:52.0,,J. Parker enters the game for K. Middleton,40,36
146,2,5:52.0,,O. Mayo enters the game for E. İlyasova,40,36
147,2,5:52.0,,G. Antetokounmpo enters the game for J. Dudley,40,36
148,2,5:42.0,G. Monroe makes 2-pt layup at rim,,42,36
149,2,5:23.0,,Turnover by O. Mayo (bad pass; steal by S. Dinwiddie),42,36
150,2,5:19.0,Turnover by C. Butler (bad pass),,42,36
151,2,5:16.0,,Turnover by B. Knight (bad pass),42,36
152,2,5:00.0,C. Butler misses 2-pt jump shot from 17 ft,,42,36
153,2,4:59.0,,Defensive rebound by O. Mayo,42,36
154,2,4:35.0,,B. Knight misses 2-pt jump shot from 17 ft,42,36
155,2,4:34.0,Defensive rebound by K. Singler,,42,36
156,2,4:31.0,K. Singler makes 2-pt layup at rim,,44,36
157,2,4:15.0,,O. Mayo makes 2-pt jump shot from 17 ft (assist by B. Knight),44,38
158,2,4:02.0,C. Butler makes 2-pt layup from 1 ft (assist by G. Monroe),,46,38
159,2,3:47.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),46,41
160,2,3:38.0,S. Dinwiddie misses 2-pt layup at rim,,46,41
161,2,3:37.0,Offensive rebound by Team,,46,41
162,2,3:37.0,,Loose ball foul by O. Mayo (drawn by G. Monroe),46,41
163,2,3:37.0,,L. Sanders enters the game for Z. Pachulia,46,41
164,2,3:37.0,A. Drummond enters the game for C. Butler,,46,41
165,2,3:37.0,,Technical foul by O. Mayo,46,41
166,2,3:37.0,J. Jerebko makes technical free throw,,47,41
167,2,3:37.0,J. Smith enters the game for J. Jerebko,,47,41
168,2,3:37.0,K. Caldwell-Pope enters the game for G. Monroe,,47,41
169,2,3:25.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,47,41
170,2,3:23.0,,Defensive rebound by G. Antetokounmpo,47,41
171,2,3:08.0,,J. Parker makes 2-pt jump shot from 14 ft,47,43
172,2,2:55.0,Shooting block foul by L. Sanders (drawn by A. Drummond),,47,43
173,2,2:55.0,Detroit full timeout,,47,43
174,2,2:55.0,D. Augustin enters the game for S. Dinwiddie,,47,43
175,2,2:55.0,A. Drummond misses free throw 1 of 2,,47,43
176,2,2:55.0,Offensive rebound by Team,,47,43
177,2,2:55.0,A. Drummond makes free throw 2 of 2,,48,43
178,2,2:37.0,,L. Sanders misses 2-pt jump shot from 3 ft,48,43
179,2,2:35.0,,Offensive rebound by J. Parker,48,43
180,2,2:30.0,,L. Sanders makes 2-pt layup at rim (assist by J. Parker),48,45
181,2,2:09.0,Turnover by D. Augustin (bad pass; steal by B. Knight),,48,45
182,2,2:05.0,,B. Knight misses 2-pt layup from 1 ft (block by J. Smith),48,45
183,2,2:02.0,Defensive rebound by D. Augustin,,48,45
184,2,1:58.0,Turnover by K. Caldwell-Pope (lost ball; steal by O. Mayo),,48,45
185,2,1:58.0,,Turnover by J. Parker (step out of bounds),48,45
186,2,1:46.0,K. Singler misses 2-pt layup at rim,,48,45
187,2,1:46.0,,Defensive rebound by Team,48,45
188,2,1:37.0,,Personal foul by D. Augustin (drawn by B. Knight),48,45
189,2,1:37.0,S. Dinwiddie enters the game for D. Augustin,,48,45
190,2,1:29.0,,B. Knight makes 2-pt jump shot from 18 ft,48,47
191,2,1:09.0,,Offensive charge foul by A. Drummond (drawn by L. Sanders),48,47
192,2,1:09.0,Turnover by A. Drummond (offensive foul),,48,47
193,2,1:09.0,G. Monroe enters the game for A. Drummond,,48,47
194,2,0:58.0,,J. Parker misses 2-pt jump shot from 17 ft,48,47
195,2,0:57.0,Defensive rebound by K. Singler,,48,47
196,2,0:45.0,Shooting block foul by L. Sanders (drawn by J. Smith),,48,47
197,2,0:45.0,J. Smith misses free throw 1 of 2,,48,47
198,2,0:45.0,Offensive rebound by Team,,48,47
199,2,0:45.0,,Z. Pachulia enters the game for L. Sanders,48,47
200,2,0:45.0,J. Smith misses free throw 2 of 2,,48,47
201,2,0:45.0,,Defensive rebound by J. Parker,48,47
202,2,0:33.0,,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by B. Knight),48,49
203,2,0:15.0,K. Singler misses 3-pt jump shot from 23 ft,,48,49
204,2,0:13.0,Offensive rebound by J. Smith,,48,49
205,2,0:13.0,J. Smith misses 2-pt layup at rim,,48,49
206,2,0:12.0,,Defensive rebound by Z. Pachulia,48,49
207,2,0:00.0,,Z. Pachulia misses 2-pt jump shot from 19 ft,48,49
208,2,0:00.0,,Offensive rebound by Team,48,49
209,3,11:41.0,,O. Mayo misses 2-pt layup at rim,48,49
210,3,11:40.0,Defensive rebound by G. Monroe,,48,49
211,3,11:19.0,Turnover by G. Monroe (lost ball),,48,49
212,3,11:08.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,48,49
213,3,11:07.0,Defensive rebound by G. Monroe,,48,49
214,3,11:01.0,Shooting foul by G. Antetokounmpo (drawn by G. Monroe),,48,49
215,3,11:01.0,G. Monroe makes 2-pt layup at rim (assist by A. Drummond),,50,49
216,3,11:01.0,G. Monroe misses free throw 1 of 1,,50,49
217,3,10:58.0,Offensive rebound by A. Drummond,,50,49
218,3,10:58.0,A. Drummond makes 2-pt tip-in from 1 ft,,52,49
219,3,10:43.0,,L. Sanders misses 2-pt jump shot from 4 ft,52,49
220,3,10:42.0,Defensive rebound by G. Monroe,,52,49
221,3,10:27.0,D. Augustin misses 2-pt jump shot from 17 ft,,52,49
222,3,10:27.0,,Defensive rebound by Team,52,49
223,3,10:27.0,Loose ball foul by A. Drummond (drawn by L. Sanders),,52,49
224,3,10:12.0,,J. Parker makes 2-pt jump shot from 19 ft (assist by B. Knight),52,51
225,3,9:55.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by D. Augustin),,55,51
226,3,9:44.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by B. Knight),55,54
227,3,9:27.0,A. Drummond misses 2-pt layup from 1 ft (block by J. Parker),,55,54
228,3,9:26.0,Offensive rebound by Team,,55,54
229,3,9:18.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,55,54
230,3,9:17.0,,Defensive rebound by B. Knight,55,54
231,3,9:14.0,Violation by G. Monroe (def goaltending),,55,54
232,3,9:14.0,,B. Knight makes 2-pt layup at rim,55,56
233,3,9:05.0,Turnover by D. Augustin (bad pass; steal by B. Knight),,55,56
234,3,9:03.0,,Personal foul by K. Caldwell-Pope (drawn by B. Knight),55,56
235,3,8:47.0,,G. Antetokounmpo misses 2-pt layup at rim,55,56
236,3,8:45.0,Defensive rebound by G. Monroe,,55,56
237,3,8:36.0,Turnover by D. Augustin (bad pass; steal by J. Parker),,55,56
238,3,8:32.0,,J. Parker makes 2-pt layup at rim (assist by G. Antetokounmpo),55,58
239,3,8:32.0,,Shooting foul by J. Smith (drawn by J. Parker),55,58
240,3,8:32.0,,J. Parker misses free throw 1 of 1,55,58
241,3,8:31.0,Defensive rebound by D. Augustin,,55,58
242,3,8:18.0,Shooting block foul by G. Antetokounmpo (drawn by J. Smith),,55,58
243,3,8:18.0,J. Smith makes free throw 1 of 2,,56,58
244,3,8:18.0,J. Smith misses free throw 2 of 2,,56,58
245,3,8:17.0,,Defensive rebound by J. Parker,56,58
246,3,8:09.0,,O. Mayo makes 3-pt jump shot from 25 ft (assist by J. Parker),56,61
247,3,8:09.0,Detroit full timeout,,56,61
248,3,7:54.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,56,61
249,3,7:52.0,Offensive rebound by A. Drummond,,56,61
250,3,7:50.0,A. Drummond makes 2-pt dunk at rim,,58,61
251,3,7:34.0,,B. Knight misses 2-pt jump shot from 17 ft,58,61
252,3,7:34.0,Defensive rebound by Team,,58,61
253,3,7:17.0,J. Smith makes 2-pt jump shot from 19 ft (assist by D. Augustin),,60,61
254,3,7:08.0,,Shooting block foul by K. Caldwell-Pope (drawn by O. Mayo),60,61
255,3,7:08.0,,O. Mayo makes free throw 1 of 3,60,62
256,3,7:08.0,,O. Mayo makes free throw 2 of 3,60,63
257,3,7:08.0,,O. Mayo makes free throw 3 of 3,60,64
258,3,7:00.0,,Violation by B. Knight (kicked ball),60,64
259,3,6:53.0,A. Drummond misses 2-pt layup at rim,,60,64
260,3,6:51.0,,Defensive rebound by L. Sanders,60,64
261,3,6:36.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,60,64
262,3,6:35.0,Defensive rebound by Team,,60,64
263,3,6:22.0,,Violation by L. Sanders (def goaltending),60,64
264,3,6:22.0,G. Monroe makes 2-pt layup at rim,,62,64
265,3,6:05.0,,O. Mayo misses 2-pt layup from 1 ft (block by J. Smith),62,64
266,3,6:03.0,Defensive rebound by J. Smith,,62,64
267,3,5:59.0,Turnover by D. Augustin (traveling),,62,64
268,3,5:41.0,,G. Antetokounmpo misses 2-pt layup at rim,62,64
269,3,5:39.0,,Offensive rebound by L. Sanders,62,64
270,3,5:39.0,,L. Sanders misses 2-pt tip-in at rim,62,64
271,3,5:38.0,Defensive rebound by G. Monroe,,62,64
272,3,5:33.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,64,64
273,3,5:27.0,,G. Antetokounmpo misses 2-pt layup at rim (block by J. Smith),64,64
274,3,5:27.0,Defensive rebound by Team,,64,64
275,3,5:08.0,J. Smith misses 3-pt jump shot from 25 ft,,64,64
276,3,5:07.0,,Defensive rebound by O. Mayo,64,64
277,3,4:52.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by L. Sanders),64,67
278,3,4:37.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,64,67
279,3,4:36.0,,Defensive rebound by J. Parker,64,67
280,3,4:28.0,,B. Knight misses 3-pt jump shot from 25 ft,64,67
281,3,4:27.0,,Offensive rebound by J. Parker,64,67
282,3,4:22.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Augustin),64,67
283,3,4:19.0,Personal foul by G. Antetokounmpo (drawn by D. Augustin),,64,67
284,3,4:19.0,C. Butler enters the game for G. Monroe,,64,67
285,3,4:19.0,J. Jerebko enters the game for K. Caldwell-Pope,,64,67
286,3,4:19.0,,E. İlyasova enters the game for J. Parker,64,67
287,3,4:19.0,,J. Dudley enters the game for G. Antetokounmpo,64,67
288,3,4:19.0,K. Singler enters the game for J. Jerebko,,64,67
289,3,4:12.0,Offensive foul by A. Drummond (drawn by E. İlyasova),,64,67
290,3,4:12.0,Turnover by A. Drummond (offensive foul),,64,67
291,3,4:12.0,G. Monroe enters the game for A. Drummond,,64,67
292,3,4:00.0,,O. Mayo misses 2-pt jump shot from 17 ft,64,67
293,3,3:59.0,Defensive rebound by J. Smith,,64,67
294,3,3:48.0,D. Augustin makes 2-pt layup at rim,,66,67
295,3,3:38.0,,B. Knight makes 2-pt layup at rim,66,69
296,3,3:26.0,Personal foul by L. Sanders (drawn by G. Monroe),,66,69
297,3,3:26.0,,Z. Pachulia enters the game for L. Sanders,66,69
298,3,3:11.0,K. Singler misses 3-pt jump shot from 23 ft,,66,69
299,3,3:10.0,Offensive rebound by J. Smith,,66,69
300,3,3:10.0,,Loose ball foul by E. İlyasova (drawn by J. Smith),66,69
301,3,3:10.0,J. Smith misses free throw 1 of 2,,66,69
302,3,3:10.0,Offensive rebound by Team,,66,69
303,3,3:10.0,J. Smith misses free throw 2 of 2,,66,69
304,3,3:09.0,,Defensive rebound by E. İlyasova,66,69
305,3,2:54.0,,E. İlyasova makes 2-pt layup at rim (assist by O. Mayo),66,71
306,3,2:30.0,D. Augustin misses 2-pt layup at rim,,66,71
307,3,2:28.0,,Defensive rebound by E. İlyasova,66,71
308,3,2:14.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by B. Knight),66,74
309,3,1:54.0,Shooting block foul by Z. Pachulia (drawn by J. Smith),,66,74
310,3,1:54.0,,Milwaukee full timeout,66,74
311,3,1:54.0,,K. Middleton enters the game for O. Mayo,66,74
312,3,1:54.0,J. Smith makes free throw 1 of 2,,67,74
313,3,1:54.0,J. Smith misses free throw 2 of 2,,67,74
314,3,1:53.0,,Defensive rebound by E. İlyasova,67,74
315,3,1:38.0,,Turnover by Z. Pachulia (traveling),67,74
316,3,1:24.0,D. Augustin misses 2-pt jump shot from 19 ft,,67,74
317,3,1:22.0,,Defensive rebound by E. İlyasova,67,74
318,3,1:16.0,,B. Knight misses 3-pt jump shot from 25 ft,67,74
319,3,1:15.0,,Offensive rebound by Z. Pachulia,67,74
320,3,1:07.0,,Personal foul by K. Singler (drawn by E. İlyasova),67,74
321,3,1:07.0,,E. İlyasova makes free throw 1 of 2,67,75
322,3,1:07.0,,J. Bayless enters the game for B. Knight,67,75
323,3,1:07.0,,E. İlyasova makes free throw 2 of 2,67,76
324,3,0:54.0,C. Butler misses 2-pt layup at rim,,67,76
325,3,0:53.0,,Defensive rebound by J. Bayless,67,76
326,3,0:46.0,,J. Dudley misses 3-pt jump shot from 25 ft,67,76
327,3,0:45.0,Defensive rebound by J. Smith,,67,76
328,3,0:39.0,C. Butler misses 3-pt jump shot from 26 ft,,67,76
329,3,0:38.0,,Defensive rebound by K. Middleton,67,76
330,3,0:28.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by J. Bayless),67,79
331,3,0:17.0,Turnover by G. Monroe (bad pass),,67,79
332,3,0:04.0,Offensive charge foul by J. Bayless (drawn by G. Monroe),,67,79
333,3,0:04.0,,Turnover by J. Bayless (offensive foul),67,79
334,3,0:00.0,D. Augustin misses 2-pt layup at rim,,67,79
335,3,0:00.0,Offensive rebound by Team,,67,79
336,4,11:41.0,K. Singler misses 2-pt jump shot from 8 ft,,67,79
337,4,11:40.0,,Defensive rebound by E. İlyasova,67,79
338,4,11:24.0,,E. İlyasova misses 2-pt layup from 2 ft,67,79
339,4,11:22.0,,Offensive rebound by E. İlyasova,67,79
340,4,11:22.0,,E. İlyasova misses 2-pt tip-in from 2 ft,67,79
341,4,11:21.0,Defensive rebound by A. Drummond,,67,79
342,4,11:14.0,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),,69,79
343,4,10:50.0,,Z. Pachulia misses 2-pt jump shot from 17 ft,69,79
344,4,10:49.0,Defensive rebound by A. Drummond,,69,79
345,4,10:28.0,D. Augustin misses 2-pt jump shot from 5 ft,,69,79
346,4,10:27.0,,Defensive rebound by J. Bayless,69,79
347,4,10:20.0,,K. Middleton misses 3-pt jump shot from 24 ft,69,79
348,4,10:19.0,Defensive rebound by C. Butler,,69,79
349,4,10:16.0,Personal foul by J. Dudley (drawn by K. Singler),,69,79
350,4,10:09.0,Personal block foul by K. Middleton (drawn by K. Singler),,69,79
351,4,9:53.0,C. Butler misses 2-pt jump shot from 12 ft,,69,79
352,4,9:53.0,,Defensive rebound by E. İlyasova,69,79
353,4,9:53.0,Loose ball foul by K. Singler (drawn by E. İlyasova),,69,79
354,4,9:33.0,,K. Middleton makes 2-pt jump shot from 15 ft,69,81
355,4,9:13.0,Personal foul by Z. Pachulia (drawn by J. Jerebko),,69,81
356,4,9:11.0,Personal foul by K. Middleton (drawn by K. Singler),,69,81
357,4,8:56.0,D. Augustin makes 2-pt jump shot from 4 ft,,71,81
358,4,8:43.0,,Turnover by Z. Pachulia (bad pass; steal by A. Drummond),71,81
359,4,8:29.0,Turnover by K. Singler (bad pass; steal by E. İlyasova),,71,81
360,4,8:16.0,,Z. Pachulia misses 2-pt jump shot from 14 ft,71,81
361,4,8:16.0,,Offensive rebound by E. İlyasova,71,81
362,4,8:16.0,Loose ball foul by C. Butler (drawn by E. İlyasova),,71,81
363,4,8:16.0,Official timeout,,71,81
364,4,7:52.0,,J. Bayless makes 2-pt jump shot from 19 ft,71,83
365,4,7:29.0,C. Butler makes 2-pt jump shot from 10 ft (assist by J. Jerebko),,73,83
366,4,7:09.0,,K. Middleton misses 2-pt jump shot from 19 ft,73,83
367,4,7:07.0,,Offensive rebound by Z. Pachulia,73,83
368,4,6:56.0,,J. Dudley misses 3-pt jump shot from 24 ft,73,83
369,4,6:55.0,,Offensive rebound by K. Middleton,73,83
370,4,6:45.0,,Personal block foul by J. Jerebko (drawn by Z. Pachulia),73,83
371,4,6:45.0,J. Smith enters the game for J. Jerebko,,73,83
372,4,6:41.0,,Z. Pachulia makes 2-pt layup at rim (assist by J. Bayless),73,85
373,4,6:13.0,D. Augustin misses 2-pt jump shot from 15 ft,,73,85
374,4,6:12.0,,Defensive rebound by K. Middleton,73,85
375,4,6:03.0,,J. Bayless misses 3-pt jump shot from 23 ft,73,85
376,4,6:02.0,,Offensive rebound by Z. Pachulia,73,85
377,4,5:50.0,,Milwaukee full timeout,73,85
378,4,5:46.0,,Z. Pachulia makes 2-pt jump shot from 14 ft (assist by J. Dudley),73,87
379,4,5:30.0,Personal block foul by K. Middleton (drawn by J. Smith),,73,87
380,4,5:30.0,J. Smith misses free throw 1 of 2,,73,87
381,4,5:30.0,Offensive rebound by Team,,73,87
382,4,5:30.0,J. Smith misses free throw 2 of 2,,73,87
