,QUARTER,TIME_REMAINING,DETROIT_ACTION,GOLDEN STATE_ACTION,DETROIT_SCORE,GOLDEN STATE_SCORE
103,1,0:25.0,,H. Barnes enters the game for D. Green,24,28
104,1,0:25.0,T. Prince makes free throw 2 of 2,,25,28
105,1,0:03.0,,H. Barnes misses 3-pt jump shot from 23 ft,25,28
106,1,0:01.0,,Offensive rebound by A. Iguodala,25,28
107,1,0:00.0,,A. Iguodala makes 2-pt jump shot from 13 ft,25,30
108,2,11:45.0,,M. Speights misses 2-pt jump shot from 16 ft,25,30
109,2,11:44.0,Defensive rebound by J. Meeks,,25,30
110,2,11:27.0,J. Meeks misses 2-pt layup from 2 ft (block by M. Speights),,25,30
111,2,11:27.0,Offensive rebound by Team,,25,30
112,2,11:23.0,S. Dinwiddie misses 2-pt jump shot from 18 ft,,25,30
113,2,11:21.0,Offensive rebound by A. Drummond,,25,30
114,2,11:20.0,A. Drummond makes 2-pt layup from 2 ft,,27,30
115,2,10:58.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Livingston),27,32
116,2,10:42.0,A. Drummond makes 2-pt hook shot from 9 ft (assist by C. Martin),,29,32
117,2,10:30.0,,A. Iguodala makes 3-pt jump shot from 26 ft (assist by S. Livingston),29,35
118,2,10:30.0,,Shooting foul by C. Martin (drawn by A. Iguodala),29,35
119,2,10:30.0,,A. Iguodala misses free throw 1 of 1,29,35
120,2,10:28.0,Defensive rebound by A. Drummond,,29,35
121,2,10:10.0,A. Drummond misses 2-pt hook shot from 7 ft (block by M. Speights),,29,35
122,2,10:07.0,Offensive rebound by A. Drummond,,29,35
123,2,10:05.0,A. Drummond misses 2-pt layup from 3 ft,,29,35
124,2,10:03.0,,Defensive rebound by S. Livingston,29,35
125,2,9:59.0,,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Livingston),29,37
126,2,9:59.0,,Shooting foul by A. Drummond (drawn by L. Barbosa),29,37
127,2,9:59.0,K. Caldwell-Pope enters the game for C. Martin,,29,37
128,2,9:59.0,,L. Barbosa makes free throw 1 of 1,29,38
129,2,9:42.0,T. Prince misses 2-pt jump shot from 13 ft,,29,38
130,2,9:41.0,,Defensive rebound by M. Speights,29,38
131,2,9:30.0,,M. Speights misses 2-pt jump shot from 18 ft,29,38
132,2,9:29.0,Defensive rebound by S. Dinwiddie,,29,38
133,2,9:23.0,,Offensive charge foul by S. Dinwiddie (drawn by M. Speights),29,38
134,2,9:23.0,Turnover by S. Dinwiddie (offensive foul),,29,38
135,2,9:13.0,,L. Barbosa makes 2-pt jump shot from 6 ft (assist by A. Iguodala),29,40
136,2,9:00.0,S. Dinwiddie misses 2-pt jump shot from 3 ft (block by A. Iguodala),,29,40
137,2,8:59.0,Offensive rebound by Team,,29,40
138,2,8:59.0,Official timeout,,29,40
139,2,8:46.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,29,40
140,2,8:45.0,,Defensive rebound by M. Speights,29,40
141,2,8:35.0,,Turnover by L. Barbosa (bad pass; steal by A. Drummond),29,40
142,2,8:30.0,J. Meeks makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,31,40
143,2,8:11.0,,M. Speights makes 2-pt jump shot from 4 ft,31,42
144,2,7:55.0,A. Drummond misses 2-pt hook shot from 12 ft,,31,42
145,2,7:54.0,,Defensive rebound by H. Barnes,31,42
146,2,7:43.0,,M. Speights makes 2-pt layup from 2 ft (assist by S. Livingston),31,44
147,2,7:22.0,A. Drummond makes 2-pt dunk at rim (assist by K. Caldwell-Pope),,33,44
148,2,7:07.0,,S. Livingston misses 2-pt jump shot from 9 ft,33,44
149,2,7:06.0,Defensive rebound by S. Dinwiddie,,33,44
150,2,6:45.0,T. Prince misses 2-pt jump shot from 8 ft,,33,44
151,2,6:44.0,Offensive rebound by A. Drummond,,33,44
152,2,6:42.0,Turnover by Team (shot clock),,33,44
153,2,6:42.0,R. Jackson enters the game for S. Dinwiddie,,33,44
154,2,6:32.0,,Offensive foul by M. Speights (drawn by J. Meeks),33,44
155,2,6:32.0,,Turnover by M. Speights (offensive foul),33,44
156,2,6:32.0,A. Tolliver enters the game for T. Prince,,33,44
157,2,6:32.0,,A. Bogut enters the game for M. Speights,33,44
158,2,6:20.0,R. Jackson misses 2-pt jump shot from 12 ft,,33,44
159,2,6:19.0,Offensive rebound by A. Drummond,,33,44
160,2,6:19.0,A. Drummond makes 2-pt tip-in from 1 ft,,35,44
161,2,6:05.0,,L. Barbosa misses 2-pt jump shot from 17 ft,35,44
162,2,6:04.0,Defensive rebound by A. Drummond,,35,44
163,2,5:45.0,K. Caldwell-Pope makes 2-pt jump shot from 17 ft,,37,44
164,2,5:43.0,,Golden State full timeout,37,44
165,2,5:43.0,C. Butler enters the game for A. Drummond,,37,44
166,2,5:43.0,G. Monroe enters the game for J. Meeks,,37,44
167,2,5:43.0,,D. Green enters the game for H. Barnes,37,44
168,2,5:43.0,,K. Thompson enters the game for L. Barbosa,37,44
169,2,5:33.0,,Turnover by D. Green (bad pass),37,44
170,2,5:15.0,Turnover by G. Monroe (lost ball),,37,44
171,2,5:15.0,,S. Curry enters the game for A. Iguodala,37,44
172,2,4:58.0,,K. Thompson makes 2-pt layup from 1 ft (assist by A. Bogut),37,46
173,2,4:34.0,C. Butler misses 2-pt jump shot from 22 ft,,37,46
174,2,4:33.0,,Defensive rebound by S. Curry,37,46
175,2,4:30.0,,Turnover by S. Curry (traveling),37,46
176,2,4:10.0,A. Tolliver misses 2-pt jump shot from 20 ft (block by K. Thompson),,37,46
177,2,4:09.0,Offensive rebound by Team,,37,46
178,2,4:04.0,G. Monroe misses 2-pt jump shot from 16 ft,,37,46
179,2,4:04.0,Offensive rebound by Team,,37,46
180,2,4:04.0,Turnover by Team (shot clock),,37,46
181,2,3:54.0,,K. Thompson makes 2-pt jump shot from 3 ft,37,48
182,2,3:47.0,Shooting foul by S. Curry (drawn by C. Butler),,37,48
183,2,3:47.0,C. Butler makes free throw 1 of 2,,38,48
184,2,3:47.0,C. Butler makes free throw 2 of 2,,39,48
185,2,3:31.0,,Turnover by K. Thompson (lost ball; steal by A. Tolliver),39,48
186,2,3:28.0,Personal foul by D. Green (drawn by A. Tolliver),,39,48
187,2,3:17.0,G. Monroe makes 2-pt layup from 1 ft (assist by R. Jackson),,41,48
188,2,3:02.0,,A. Bogut makes 2-pt dunk at rim (assist by S. Curry),41,50
189,2,2:45.0,A. Tolliver makes 2-pt layup from 1 ft (assist by R. Jackson),,43,50
190,2,2:23.0,,Shooting foul by G. Monroe (drawn by K. Thompson),43,50
191,2,2:23.0,Detroit full timeout,,43,50
192,2,2:23.0,,K. Thompson makes free throw 1 of 2,43,51
193,2,2:23.0,,K. Thompson makes free throw 2 of 2,43,52
194,2,2:05.0,R. Jackson makes 2-pt jump shot from 13 ft,,45,52
195,2,1:54.0,,Personal foul by R. Jackson (drawn by D. Green),45,52
196,2,1:54.0,S. Dinwiddie enters the game for R. Jackson,,45,52
197,2,1:39.0,,S. Livingston misses 2-pt jump shot from 16 ft,45,52
198,2,1:38.0,,Offensive rebound by S. Livingston,45,52
199,2,1:34.0,,S. Livingston misses 2-pt jump shot from 7 ft,45,52
200,2,1:33.0,,Offensive rebound by A. Bogut,45,52
201,2,1:33.0,,A. Bogut makes 2-pt dunk at rim,45,54
202,2,1:21.0,Shooting foul by D. Green (drawn by G. Monroe),,45,54
203,2,1:21.0,G. Monroe makes free throw 1 of 2,,46,54
204,2,1:21.0,,H. Barnes enters the game for D. Green,46,54
205,2,1:21.0,G. Monroe makes free throw 2 of 2,,47,54
206,2,1:04.0,,Turnover by A. Bogut (bad pass),47,54
207,2,0:44.0,G. Monroe misses 2-pt hook shot from 9 ft,,47,54
208,2,0:43.0,,Defensive rebound by H. Barnes,47,54
209,2,0:35.0,,Turnover by S. Livingston (bad pass; steal by K. Caldwell-Pope),47,54
210,2,0:31.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by C. Butler),,49,54
211,2,0:13.0,,A. Bogut makes 2-pt layup from 1 ft (assist by K. Thompson),49,56
212,2,0:03.0,S. Dinwiddie makes 2-pt jump shot from 16 ft,,51,56
213,3,11:44.0,,S. Curry misses 3-pt jump shot from 27 ft,51,56
214,3,11:43.0,,Offensive rebound by D. Green,51,56
215,3,11:43.0,,D. Green misses 2-pt tip-in from 1 ft,51,56
216,3,11:41.0,Defensive rebound by A. Drummond,,51,56
217,3,11:27.0,Turnover by A. Drummond (offensive goaltending),,51,56
218,3,11:17.0,,K. Thompson makes 2-pt jump shot from 12 ft,51,58
219,3,11:01.0,G. Monroe makes 2-pt hook shot from 6 ft,,53,58
220,3,10:51.0,,K. Thompson misses 3-pt jump shot from 26 ft,53,58
221,3,10:51.0,Defensive rebound by Team,,53,58
222,3,10:28.0,R. Jackson makes 2-pt layup at rim,,55,58
223,3,10:22.0,,Shooting foul by G. Monroe (drawn by D. Green),55,58
224,3,10:22.0,,D. Green makes free throw 1 of 2,55,59
225,3,10:22.0,,D. Green misses free throw 2 of 2,55,59
226,3,10:21.0,Defensive rebound by A. Drummond,,55,59
227,3,10:03.0,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,,55,59
228,3,10:01.0,Offensive rebound by A. Drummond,,55,59
229,3,9:57.0,Turnover by A. Drummond (bad pass),,55,59
230,3,9:54.0,,A. Bogut misses 2-pt dunk at rim (block by G. Monroe),55,59
231,3,9:52.0,,Offensive rebound by S. Curry,55,59
232,3,9:46.0,,H. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),55,61
233,3,9:29.0,K. Caldwell-Pope makes 2-pt jump shot from 3 ft (assist by R. Jackson),,57,61
234,3,9:20.0,,S. Curry misses 2-pt jump shot from 22 ft,57,61
235,3,9:19.0,Defensive rebound by A. Drummond,,57,61
236,3,9:03.0,G. Monroe misses 2-pt jump shot from 4 ft,,57,61
237,3,9:02.0,Offensive rebound by A. Drummond,,57,61
238,3,9:02.0,A. Drummond misses 2-pt tip-in from 1 ft,,57,61
239,3,8:59.0,,Defensive rebound by S. Curry,57,61
240,3,8:40.0,,D. Green makes 2-pt layup from 3 ft (assist by S. Curry),57,63
241,3,8:18.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,57,63
242,3,8:15.0,,Defensive rebound by S. Curry,57,63
243,3,8:04.0,,D. Green misses 3-pt jump shot from 26 ft,57,63
244,3,8:03.0,Defensive rebound by A. Drummond,,57,63
245,3,7:56.0,K. Caldwell-Pope makes 2-pt jump shot from 14 ft,,59,63
246,3,7:35.0,,D. Green misses 2-pt jump shot from 4 ft,59,63
247,3,7:35.0,Defensive rebound by G. Monroe,,59,63
248,3,7:24.0,G. Monroe makes 2-pt layup from 1 ft (assist by R. Jackson),,61,63
249,3,7:13.0,,S. Curry misses 2-pt jump shot from 20 ft,61,63
250,3,7:11.0,Defensive rebound by A. Drummond,,61,63
251,3,6:59.0,G. Monroe makes 2-pt layup from 2 ft (assist by R. Jackson),,63,63
252,3,6:40.0,,S. Curry makes 2-pt jump shot from 12 ft (assist by H. Barnes),63,65
253,3,6:18.0,R. Jackson misses 2-pt layup from 2 ft,,63,65
254,3,6:17.0,Offensive rebound by A. Drummond,,63,65
255,3,6:17.0,A. Drummond makes 2-pt tip-in at rim,,65,65
256,3,5:54.0,,S. Curry misses 3-pt jump shot from 26 ft,65,65
257,3,5:53.0,Defensive rebound by A. Drummond,,65,65
258,3,5:44.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,65,65
259,3,5:43.0,,Defensive rebound by D. Green,65,65
260,3,5:41.0,,Turnover by S. Curry (lost ball),65,65
261,3,5:41.0,,Golden State full timeout,65,65
262,3,5:41.0,,A. Iguodala enters the game for H. Barnes,65,65
263,3,5:41.0,T. Prince enters the game for C. Butler,,65,65
264,3,5:41.0,C. Martin enters the game for G. Monroe,,65,65
265,3,5:26.0,T. Prince makes 2-pt jump shot from 19 ft (assist by R. Jackson),,67,65
266,3,5:07.0,,K. Thompson makes 2-pt jump shot from 21 ft (assist by A. Bogut),67,67
267,3,4:56.0,R. Jackson misses 2-pt jump shot from 11 ft,,67,67
268,3,4:54.0,Offensive rebound by R. Jackson,,67,67
269,3,4:52.0,R. Jackson makes 2-pt layup from 1 ft,,69,67
270,3,4:38.0,,K. Thompson misses 2-pt jump shot from 16 ft,69,67
271,3,4:37.0,Defensive rebound by T. Prince,,69,67
272,3,4:19.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,69,67
273,3,4:18.0,Offensive rebound by A. Drummond,,69,67
274,3,4:18.0,A. Drummond misses 2-pt tip-in at rim,,69,67
275,3,4:17.0,Offensive rebound by A. Drummond,,69,67
276,3,4:17.0,A. Drummond misses 2-pt tip-in at rim,,69,67
277,3,4:16.0,Offensive rebound by A. Drummond,,69,67
278,3,4:16.0,A. Drummond misses 2-pt tip-in at rim,,69,67
279,3,4:14.0,,Defensive rebound by A. Bogut,69,67
280,3,4:01.0,,Turnover by S. Curry (bad pass),69,67
281,3,3:44.0,A. Drummond misses 2-pt hook shot from 9 ft,,69,67
282,3,3:43.0,,Defensive rebound by D. Green,69,67
283,3,3:37.0,,D. Green misses 2-pt jump shot from 14 ft,69,67
284,3,3:36.0,,Offensive rebound by A. Iguodala,69,67
285,3,3:35.0,,Turnover by D. Green (bad pass; steal by K. Caldwell-Pope),69,67
286,3,3:30.0,C. Martin misses 2-pt layup from 2 ft (block by A. Bogut),,69,67
287,3,3:28.0,Offensive rebound by K. Caldwell-Pope,,69,67
288,3,3:16.0,T. Prince makes 2-pt jump shot from 17 ft (assist by R. Jackson),,71,67
289,3,3:03.0,,S. Curry makes 2-pt jump shot from 18 ft,71,69
290,3,2:44.0,R. Jackson misses 2-pt jump shot from 15 ft,,71,69
291,3,2:43.0,,Defensive rebound by A. Bogut,71,69
292,3,2:34.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),71,72
293,3,2:25.0,Detroit full timeout,,71,72
294,3,2:25.0,,S. Livingston enters the game for D. Green,71,72
295,3,2:25.0,,L. Barbosa enters the game for K. Thompson,71,72
296,3,2:25.0,J. Meeks enters the game for K. Caldwell-Pope,,71,72
297,3,2:25.0,S. Dinwiddie enters the game for R. Jackson,,71,72
298,3,2:06.0,A. Drummond misses 2-pt jump shot from 8 ft,,71,72
299,3,2:05.0,Offensive rebound by A. Drummond,,71,72
300,3,2:04.0,A. Drummond makes 2-pt layup at rim,,73,72
301,3,1:55.0,,S. Curry misses 2-pt jump shot from 19 ft,73,72
302,3,1:53.0,,Offensive rebound by Team,73,72
303,3,1:48.0,,S. Curry misses 3-pt jump shot from 25 ft,73,72
304,3,1:47.0,,Offensive rebound by S. Livingston,73,72
305,3,1:27.0,,A. Iguodala makes 2-pt jump shot from 10 ft,73,74
306,3,1:09.0,T. Prince misses 2-pt jump shot from 16 ft,,73,74
307,3,1:08.0,,Defensive rebound by S. Livingston,73,74
308,3,1:00.0,,S. Livingston makes 2-pt hook shot from 5 ft,73,76
309,3,0:40.0,S. Dinwiddie misses 2-pt jump shot from 17 ft,,73,76
310,3,0:39.0,,Defensive rebound by A. Iguodala,73,76
311,3,0:30.0,,L. Barbosa makes 3-pt jump shot from 23 ft (assist by S. Curry),73,79
312,3,0:05.0,S. Dinwiddie misses 3-pt jump shot from 28 ft,,73,79
313,3,0:02.0,Offensive rebound by T. Prince,,73,79
314,3,0:02.0,,M. Speights enters the game for A. Bogut,73,79
315,3,0:00.0,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by C. Martin),,76,79
316,4,11:47.0,G. Monroe misses 2-pt hook shot from 7 ft,,76,79
317,4,11:46.0,,Defensive rebound by A. Iguodala,76,79
318,4,11:30.0,,S. Livingston misses 2-pt layup from 2 ft,76,79
319,4,11:29.0,Defensive rebound by C. Martin,,76,79
320,4,11:19.0,S. Dinwiddie misses 2-pt jump shot from 16 ft,,76,79
321,4,11:18.0,,Defensive rebound by A. Iguodala,76,79
322,4,10:58.0,,K. Thompson misses 2-pt jump shot from 16 ft,76,79
323,4,10:58.0,Defensive rebound by G. Monroe,,76,79
324,4,10:35.0,J. Meeks makes 3-pt jump shot from 27 ft (assist by T. Prince),,79,79
325,4,10:21.0,,S. Livingston misses 2-pt jump shot from 10 ft,79,79
326,4,10:20.0,Defensive rebound by G. Monroe,,79,79
327,4,10:12.0,Turnover by S. Dinwiddie (bad pass; steal by A. Iguodala),,79,79
328,4,10:07.0,,A. Iguodala misses 2-pt jump shot from 4 ft (block by J. Meeks),79,79
329,4,10:05.0,Defensive rebound by J. Meeks,,79,79
330,4,9:52.0,,Offensive charge foul by S. Dinwiddie (drawn by M. Speights),79,79
331,4,9:52.0,Turnover by S. Dinwiddie (offensive foul),,79,79
332,4,9:35.0,,M. Speights misses 2-pt jump shot from 16 ft,79,79
333,4,9:34.0,Defensive rebound by G. Monroe,,79,79
334,4,9:26.0,Shooting foul by M. Speights (drawn by G. Monroe),,79,79
335,4,9:26.0,G. Monroe makes free throw 1 of 2,,80,79
336,4,9:26.0,G. Monroe makes free throw 2 of 2,,81,79
337,4,9:08.0,,S. Livingston makes 2-pt jump shot from 12 ft,81,81
338,4,8:53.0,Official timeout,,81,81
339,4,8:49.0,,Offensive charge foul by G. Monroe (drawn by L. Barbosa),81,81
340,4,8:49.0,Turnover by G. Monroe (offensive foul),,81,81
341,4,8:27.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by L. Barbosa),81,83
342,4,8:02.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,81,83
343,4,8:01.0,,Defensive rebound by M. Speights,81,83
344,4,7:55.0,Offensive charge foul by M. Speights (drawn by C. Martin),,81,83
345,4,7:55.0,,Turnover by M. Speights (offensive foul),81,83
346,4,7:42.0,K. Caldwell-Pope enters the game for C. Martin,,81,83
347,4,7:33.0,G. Monroe misses 2-pt hook shot from 8 ft,,81,83
348,4,7:32.0,,Defensive rebound by M. Speights,81,83
349,4,7:25.0,,A. Iguodala makes 2-pt dunk at rim,81,85
350,4,7:14.0,Detroit full timeout,,81,85
351,4,7:14.0,R. Jackson enters the game for G. Monroe,,81,85
352,4,7:14.0,A. Drummond enters the game for S. Dinwiddie,,81,85
353,4,7:06.0,R. Jackson makes 2-pt jump shot from 8 ft,,83,85
354,4,6:46.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Livingston),83,88
355,4,6:32.0,Turnover by R. Jackson (bad pass; steal by L. Barbosa),,83,88
356,4,6:28.0,,Shooting foul by J. Meeks (drawn by L. Barbosa),83,88
357,4,6:28.0,,L. Barbosa makes free throw 1 of 2,83,89
358,4,6:28.0,,S. Curry enters the game for S. Livingston,83,89
359,4,6:28.0,,L. Barbosa makes free throw 2 of 2,83,90
360,4,6:06.0,Turnover by A. Drummond (bad pass; steal by A. Iguodala),,83,90
361,4,6:00.0,,L. Barbosa misses 2-pt layup from 1 ft,83,90
362,4,5:58.0,,Offensive rebound by A. Iguodala,83,90
363,4,5:56.0,,Turnover by A. Iguodala (bad pass),83,90
364,4,5:56.0,,D. Green enters the game for L. Barbosa,83,90
365,4,5:45.0,R. Jackson misses 2-pt jump shot from 10 ft,,83,90
366,4,5:44.0,,Defensive rebound by D. Green,83,90
367,4,5:37.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),83,93
368,4,5:36.0,Detroit full timeout,,83,93
369,4,5:36.0,G. Monroe enters the game for T. Prince,,83,93
370,4,5:11.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,83,93
371,4,5:10.0,,Defensive rebound by K. Thompson,83,93
372,4,5:04.0,,M. Speights makes 2-pt layup at rim (assist by A. Iguodala),83,95
373,4,4:50.0,,Offensive charge foul by R. Jackson (drawn by M. Speights),83,95
374,4,4:50.0,Turnover by R. Jackson (offensive foul),,83,95
375,4,4:39.0,,K. Thompson makes 2-pt jump shot from 10 ft (assist by S. Curry),83,97
376,4,4:20.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by G. Monroe),,86,97
377,4,3:59.0,,K. Thompson misses 2-pt layup from 2 ft,86,97
378,4,3:58.0,Defensive rebound by K. Caldwell-Pope,,86,97
379,4,3:44.0,G. Monroe misses 2-pt layup from 1 ft,,86,97
380,4,3:43.0,Offensive rebound by A. Drummond,,86,97
