,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DALLAS_ACTION,GOLDEN STATE_SCORE,DALLAS_SCORE
0,1,11:44.0,K. Thompson misses 2-pt jump shot from 19 ft,,0,0
1,1,11:43.0,,Defensive rebound by R. Jefferson,0,0
2,1,11:27.0,,Turnover by R. Rondo (bad pass; steal by K. Thompson),0,0
3,1,11:23.0,S. Curry makes 2-pt jump shot from 4 ft (assist by K. Thompson),,2,0
4,1,11:23.0,Shooting foul by D. Nowitzki (drawn by S. Curry),,2,0
5,1,11:23.0,S. Curry makes free throw 1 of 1,,3,0
6,1,11:01.0,,Turnover by R. Jefferson (bad pass; steal by K. Thompson),3,0
7,1,10:57.0,K. Thompson makes 2-pt layup at rim,,5,0
8,1,10:40.0,,Shooting foul by H. Barnes (drawn by T. Chandler),5,0
9,1,10:40.0,,T. Chandler misses free throw 1 of 2,5,0
10,1,10:40.0,,Offensive rebound by Team,5,0
11,1,10:40.0,,T. Chandler makes free throw 2 of 2,5,1
12,1,10:27.0,S. Curry misses 2-pt jump shot from 12 ft,,5,1
13,1,10:26.0,,Defensive rebound by T. Chandler,5,1
14,1,10:19.0,,T. Chandler makes 2-pt layup at rim (assist by R. Rondo),5,3
15,1,10:08.0,K. Thompson makes 3-pt jump shot from 22 ft (assist by H. Barnes),,8,3
16,1,9:54.0,,M. Ellis misses 2-pt jump shot from 3 ft,8,3
17,1,9:53.0,Defensive rebound by D. Green,,8,3
18,1,9:44.0,S. Curry makes 2-pt layup at rim (assist by A. Bogut),,10,3
19,1,9:44.0,,Dallas full timeout,10,3
20,1,9:25.0,,Personal block foul by K. Thompson (drawn by M. Ellis),10,3
21,1,9:17.0,,Turnover by M. Ellis (bad pass; steal by H. Barnes),10,3
22,1,9:13.0,H. Barnes makes 2-pt dunk at rim (assist by K. Thompson),,12,3
23,1,8:57.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),12,6
24,1,8:43.0,A. Bogut misses 2-pt hook shot from 6 ft,,12,6
25,1,8:42.0,,Defensive rebound by T. Chandler,12,6
26,1,8:32.0,,T. Chandler makes 2-pt jump shot from 12 ft (assist by R. Rondo),12,8
27,1,8:15.0,Shooting foul by D. Nowitzki (drawn by D. Green),,12,8
28,1,8:15.0,D. Green misses free throw 1 of 2,,12,8
29,1,8:15.0,Offensive rebound by Team,,12,8
30,1,8:15.0,,A. Aminu enters the game for D. Nowitzki,12,8
31,1,8:15.0,D. Green misses free throw 2 of 2,,12,8
32,1,8:14.0,,Defensive rebound by R. Rondo,12,8
33,1,8:05.0,,R. Rondo makes 2-pt layup from 1 ft,12,10
34,1,7:51.0,K. Thompson misses 2-pt jump shot from 21 ft,,12,10
35,1,7:49.0,Offensive rebound by H. Barnes,,12,10
36,1,7:47.0,H. Barnes misses 2-pt layup from 1 ft,,12,10
