,QUARTER,TIME_REMAINING,ATLANTA_ACTION,SACRAMENTO_ACTION,ATLANTA_SCORE,SACRAMENTO_SCORE
0,1,11:54.0,,O. Casspi misses 2-pt layup from 2 ft,0,0
1,1,11:51.0,,Offensive rebound by B. McLemore,0,0
2,1,11:50.0,,B. McLemore misses 2-pt layup at rim,0,0
3,1,11:49.0,Defensive rebound by P. Millsap,,0,0
4,1,11:31.0,E. Brand misses 2-pt jump shot from 18 ft,,0,0
5,1,11:30.0,,Defensive rebound by D. Cousins,0,0
6,1,11:18.0,,C. Landry misses 2-pt layup from 2 ft,0,0
7,1,11:17.0,Defensive rebound by D. Carroll,,0,0
8,1,10:57.0,P. Millsap makes 2-pt layup from 2 ft,,2,0
9,1,10:38.0,,O. Casspi misses 3-pt jump shot from 24 ft,2,0
10,1,10:38.0,,Offensive rebound by Team,2,0
11,1,10:38.0,Loose ball foul by K. Bazemore (drawn by C. Landry),,2,0
12,1,10:27.0,,B. McLemore makes 2-pt jump shot from 20 ft,2,2
13,1,10:22.0,Shooting foul by B. McLemore (drawn by K. Bazemore),,2,2
14,1,10:22.0,K. Bazemore misses free throw 1 of 2,,2,2
15,1,10:22.0,Offensive rebound by Team,,2,2
16,1,10:22.0,K. Bazemore makes free throw 2 of 2,,3,2
17,1,10:12.0,,D. Cousins misses 2-pt jump shot from 16 ft,3,2
18,1,10:12.0,Defensive rebound by J. Teague,,3,2
19,1,9:54.0,E. Brand misses 2-pt jump shot from 15 ft,,3,2
20,1,9:53.0,Offensive rebound by P. Millsap,,3,2
21,1,9:46.0,D. Carroll misses 3-pt jump shot from 24 ft,,3,2
22,1,9:46.0,Offensive rebound by D. Carroll,,3,2
23,1,9:42.0,Shooting foul by B. McLemore (drawn by D. Carroll),,3,2
24,1,9:42.0,D. Carroll misses free throw 1 of 2,,3,2
25,1,9:42.0,Offensive rebound by Team,,3,2
26,1,9:42.0,,N. Stauskas enters the game for B. McLemore,3,2
27,1,9:42.0,D. Carroll makes free throw 2 of 2,,4,2
28,1,9:28.0,,Turnover by O. Casspi (bad pass; steal by E. Brand),4,2
29,1,9:13.0,D. Carroll makes 2-pt hook shot from 6 ft,,6,2
30,1,8:57.0,,R. McCallum makes 3-pt jump shot from 24 ft (assist by N. Stauskas),6,5
31,1,8:39.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by P. Millsap),,9,5
32,1,8:27.0,,D. Cousins makes 2-pt layup from 3 ft,9,7
33,1,8:12.0,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Teague),,12,7
34,1,7:55.0,,Shooting foul by P. Millsap (drawn by C. Landry),12,7
35,1,7:55.0,,C. Landry makes free throw 1 of 2,12,8
36,1,7:55.0,S. Mack enters the game for K. Bazemore,,12,8
