,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
387,4,1:06.0,,Chicago full timeout,86,101
388,4,1:06.0,,D. McDermott enters the game for M. Dunleavy,86,101
389,4,1:06.0,,C. Bairstow enters the game for P. Gasol,86,101
390,4,1:06.0,,N. Mohammed enters the game for D. Rose,86,101
391,4,1:06.0,,N. Mirotić enters the game for T. Snell,86,101
392,4,1:06.0,,E. Moore enters the game for T. Gibson,86,101
393,4,0:55.0,,C. Bairstow misses 2-pt jump shot from 13 ft,86,101
394,4,0:53.0,Defensive rebound by R. Hollins,,86,101
395,4,0:48.0,O. Casspi misses 2-pt layup from 3 ft,,86,101
396,4,0:44.0,,Defensive rebound by D. McDermott,86,101
397,4,0:44.0,,D. McDermott makes 2-pt layup from 2 ft,86,103
398,4,0:44.0,,Shooting foul by N. Stauskas (drawn by D. McDermott),86,103
399,4,0:44.0,,D. McDermott makes free throw 1 of 1,86,104
400,4,0:32.0,N. Stauskas misses 2-pt jump shot from 20 ft,,86,104
401,4,0:31.0,,Defensive rebound by Team,86,104
402,4,0:13.0,,D. McDermott misses 2-pt layup from 2 ft,86,104
403,4,0:11.0,,Offensive rebound by N. Mohammed,86,104
