,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
383,4,0:22.0,,T. Parker makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),103,108
384,4,0:22.0,Orlando full timeout,,103,108
385,4,0:22.0,,D. Green enters the game for C. Joseph,103,108
386,4,0:22.0,E. Fournier enters the game for E. Payton,,103,108
387,4,0:17.0,V. Oladipo misses 2-pt jump shot from 8 ft,,103,108
388,4,0:16.0,,Defensive rebound by K. Leonard,103,108
389,4,0:14.0,,Personal foul by N. Vučević (drawn by K. Leonard),103,108
390,4,0:14.0,,K. Leonard makes free throw 1 of 2,103,109
391,4,0:14.0,,K. Leonard makes free throw 2 of 2,103,110
392,4,0:07.0,V. Oladipo misses 2-pt layup at rim,,103,110
393,4,0:06.0,Offensive rebound by N. Vučević,,103,110
394,4,0:06.0,N. Vučević misses 2-pt tip-in at rim,,103,110
395,4,0:03.0,,Defensive rebound by D. Green,103,110
