,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
0,1,11:42.0,R. Lopez misses 2-pt jump shot from 17 ft,,0,0
1,1,11:42.0,,Defensive rebound by J. Thompson,0,0
2,1,11:22.0,,R. McCallum makes 2-pt jump shot from 19 ft (assist by J. Thompson),0,2
3,1,11:06.0,L. Aldridge misses 2-pt jump shot from 20 ft,,0,2
4,1,11:05.0,Offensive rebound by N. Batum,,0,2
5,1,11:02.0,D. Lillard makes 2-pt layup from 2 ft (assist by N. Batum),,2,2
6,1,10:52.0,,Shooting foul by R. Lopez (drawn by C. Landry),2,2
7,1,10:52.0,,C. Landry misses free throw 1 of 2,2,2
8,1,10:52.0,,Offensive rebound by Team,2,2
9,1,10:52.0,,C. Landry makes free throw 2 of 2,2,3
10,1,10:35.0,N. Batum makes 2-pt jump shot from 22 ft (assist by D. Lillard),,4,3
11,1,10:25.0,,R. Gay makes 2-pt jump shot from 17 ft (assist by R. McCallum),4,5
12,1,10:12.0,D. Lillard misses 2-pt jump shot from 3 ft (block by C. Landry),,4,5
13,1,10:09.0,Offensive rebound by R. Lopez,,4,5
14,1,10:08.0,R. Lopez makes 2-pt layup at rim,,6,5
15,1,9:50.0,,R. Gay makes 2-pt layup from 2 ft (assist by J. Thompson),6,7
16,1,9:29.0,L. Aldridge misses 2-pt jump shot from 7 ft,,6,7
17,1,9:28.0,,Defensive rebound by J. Thompson,6,7
18,1,9:18.0,,J. Thompson misses 2-pt jump shot from 19 ft,6,7
19,1,9:18.0,Defensive rebound by W. Matthews,,6,7
20,1,9:06.0,L. Aldridge misses 3-pt jump shot from 24 ft,,6,7
21,1,9:04.0,,Defensive rebound by J. Thompson,6,7
22,1,8:59.0,,R. McCallum makes 2-pt layup from 2 ft,6,9
23,1,8:43.0,N. Batum misses 3-pt jump shot from 24 ft,,6,9
24,1,8:42.0,,Defensive rebound by C. Landry,6,9
25,1,8:33.0,,B. McLemore misses 3-pt jump shot from 25 ft,6,9
26,1,8:32.0,Defensive rebound by L. Aldridge,,6,9
27,1,8:17.0,R. Lopez makes 2-pt dunk at rim,,8,9
28,1,8:17.0,Shooting foul by J. Thompson (drawn by R. Lopez),,8,9
29,1,8:17.0,R. Lopez makes free throw 1 of 1,,9,9
30,1,8:04.0,,Shooting foul by W. Matthews (drawn by B. McLemore),9,9
31,1,8:04.0,,B. McLemore makes free throw 1 of 2,9,10
32,1,8:04.0,,B. McLemore makes free throw 2 of 2,9,11
33,1,7:49.0,L. Aldridge misses 3-pt jump shot from 25 ft,,9,11
34,1,7:48.0,Offensive rebound by N. Batum,,9,11
35,1,7:38.0,W. Matthews makes 2-pt jump shot from 4 ft,,11,11
36,1,7:30.0,,B. McLemore misses 2-pt jump shot from 3 ft,11,11
37,1,7:29.0,Defensive rebound by L. Aldridge,,11,11
38,1,7:22.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by N. Batum),,14,11
39,1,7:07.0,,J. Thompson misses 2-pt jump shot from 22 ft,14,11
40,1,7:06.0,Defensive rebound by D. Lillard,,14,11
41,1,6:51.0,N. Batum misses 3-pt jump shot from 24 ft,,14,11
42,1,6:50.0,,Defensive rebound by C. Landry,14,11
43,1,6:37.0,,B. McLemore misses 2-pt jump shot from 5 ft (block by R. Lopez),14,11
44,1,6:35.0,Defensive rebound by N. Batum,,14,11
45,1,6:33.0,W. Matthews makes 2-pt layup from 1 ft (assist by N. Batum),,16,11
46,1,6:30.0,,Sacramento full timeout,16,11
47,1,6:11.0,,R. Gay misses 2-pt jump shot from 8 ft,16,11
48,1,6:10.0,Defensive rebound by L. Aldridge,,16,11
49,1,6:03.0,Shooting foul by B. McLemore (drawn by W. Matthews),,16,11
50,1,6:03.0,W. Matthews makes free throw 1 of 2,,17,11
51,1,6:03.0,,O. Casspi enters the game for B. McLemore,17,11
52,1,6:03.0,W. Matthews makes free throw 2 of 2,,18,11
53,1,5:46.0,,R. McCallum misses 3-pt jump shot from 25 ft,18,11
54,1,5:46.0,Defensive rebound by D. Lillard,,18,11
55,1,5:38.0,D. Lillard misses 2-pt jump shot from 17 ft,,18,11
56,1,5:36.0,Offensive rebound by L. Aldridge,,18,11
57,1,5:36.0,L. Aldridge makes 2-pt layup from 2 ft,,20,11
58,1,5:26.0,,C. Landry misses 2-pt jump shot from 3 ft,20,11
59,1,5:25.0,Defensive rebound by R. Lopez,,20,11
60,1,5:15.0,L. Aldridge makes 2-pt hook shot from 2 ft (assist by N. Batum),,22,11
61,1,4:58.0,,R. Gay misses 2-pt jump shot from 16 ft,22,11
62,1,4:58.0,Defensive rebound by L. Aldridge,,22,11
63,1,4:49.0,Shooting foul by J. Thompson (drawn by L. Aldridge),,22,11
64,1,4:49.0,L. Aldridge misses free throw 1 of 2,,22,11
65,1,4:49.0,Offensive rebound by Team,,22,11
66,1,4:49.0,,R. Hollins enters the game for C. Landry,22,11
67,1,4:49.0,,A. Miller enters the game for J. Thompson,22,11
68,1,4:49.0,,R. Evans enters the game for R. McCallum,22,11
69,1,4:49.0,A. Afflalo enters the game for W. Matthews,,22,11
70,1,4:49.0,L. Aldridge makes free throw 2 of 2,,23,11
71,1,4:34.0,,R. Gay makes 2-pt hook shot from 10 ft,23,13
72,1,4:11.0,L. Aldridge misses 2-pt jump shot from 8 ft,,23,13
73,1,4:10.0,,Defensive rebound by R. Gay,23,13
74,1,3:58.0,,Offensive foul by A. Miller (drawn by D. Lillard),23,13
75,1,3:58.0,,Turnover by A. Miller (offensive foul),23,13
76,1,3:58.0,,Technical foul by Team,23,13
77,1,3:58.0,L. Aldridge makes technical free throw,,24,13
78,1,3:58.0,C. Kaman enters the game for R. Lopez,,24,13
79,1,3:43.0,L. Aldridge misses 2-pt jump shot from 19 ft,,24,13
80,1,3:43.0,Offensive rebound by Team,,24,13
81,1,3:31.0,A. Afflalo makes 3-pt jump shot from 24 ft (assist by D. Lillard),,27,13
82,1,3:12.0,,A. Miller makes 2-pt jump shot from 16 ft (assist by R. Evans),27,15
83,1,3:03.0,C. Kaman misses 2-pt layup from 3 ft,,27,15
84,1,3:02.0,,Defensive rebound by R. Evans,27,15
85,1,2:52.0,,A. Miller makes 2-pt jump shot from 5 ft,27,17
86,1,2:47.0,Portland full timeout,,27,17
87,1,2:47.0,S. Blake enters the game for D. Lillard,,27,17
88,1,2:29.0,,Violation by R. Hollins (def goaltending),27,17
89,1,2:29.0,L. Aldridge makes 2-pt hook shot from 7 ft,,29,17
90,1,2:16.0,,Personal foul by N. Batum (drawn by R. Gay),29,17
91,1,2:09.0,,Personal foul by N. Batum (drawn by R. Gay),29,17
92,1,2:09.0,W. Matthews enters the game for N. Batum,,29,17
93,1,2:00.0,,R. Gay misses 2-pt jump shot from 19 ft,29,17
94,1,2:00.0,,Offensive rebound by Team,29,17
95,1,1:38.0,,A. Miller misses 2-pt jump shot from 15 ft,29,17
96,1,1:37.0,,Offensive rebound by Team,29,17
97,1,1:30.0,,R. Gay misses 2-pt jump shot from 10 ft,29,17
98,1,1:29.0,Defensive rebound by S. Blake,,29,17
99,1,1:11.0,S. Blake makes 3-pt jump shot from 23 ft (assist by L. Aldridge),,32,17
100,1,1:00.0,,O. Casspi makes 2-pt jump shot from 7 ft,32,19
101,1,0:47.0,L. Aldridge makes 2-pt layup from 2 ft (assist by S. Blake),,34,19
102,1,0:39.0,,R. Gay makes 2-pt jump shot from 9 ft (assist by A. Miller),34,21
103,1,0:39.0,,Shooting foul by A. Afflalo (drawn by R. Gay),34,21
104,1,0:39.0,,R. Gay misses free throw 1 of 1,34,21
105,1,0:38.0,,Offensive rebound by R. Hollins,34,21
106,1,0:32.0,,A. Miller makes 2-pt jump shot from 16 ft (assist by R. Hollins),34,23
107,1,0:23.0,Turnover by S. Blake (bad pass),,34,23
108,1,0:06.0,,R. Gay misses 2-pt jump shot from 17 ft,34,23
109,1,0:04.0,Defensive rebound by Team,,34,23
110,1,0:04.0,,Loose ball foul by R. Evans (drawn by S. Blake),34,23
111,1,0:00.0,L. Aldridge misses 3-pt jump shot from 25 ft,,34,23
112,1,0:00.0,Offensive rebound by Team,,34,23
113,2,11:40.0,,O. Casspi misses 3-pt jump shot from 25 ft,34,23
114,2,11:39.0,Defensive rebound by W. Matthews,,34,23
115,2,11:23.0,S. Blake misses 3-pt jump shot from 26 ft,,34,23
116,2,11:22.0,,Defensive rebound by B. McLemore,34,23
117,2,11:19.0,Offensive charge foul by O. Casspi (drawn by S. Blake),,34,23
118,2,11:19.0,,Turnover by O. Casspi (offensive foul),34,23
119,2,11:03.0,Turnover by A. Afflalo (bad pass),,34,23
120,2,10:49.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by A. Miller),34,26
121,2,10:35.0,Turnover by S. Blake (bad pass; steal by B. McLemore),,34,26
122,2,10:26.0,,B. McLemore makes 2-pt layup from 1 ft,34,28
123,2,10:26.0,Portland full timeout,,34,28
124,2,10:11.0,M. Leonard misses 3-pt jump shot from 25 ft (block by R. Hollins),,34,28
125,2,10:09.0,Offensive rebound by M. Leonard,,34,28
126,2,10:09.0,Turnover by M. Leonard (traveling),,34,28
127,2,9:48.0,,O. Casspi misses 3-pt jump shot from 24 ft,34,28
128,2,9:47.0,,Offensive rebound by R. Evans,34,28
129,2,9:41.0,,Turnover by A. Miller (bad pass; steal by S. Blake),34,28
130,2,9:36.0,W. Matthews misses 3-pt jump shot from 24 ft,,34,28
131,2,9:35.0,,Defensive rebound by R. Evans,34,28
132,2,9:17.0,,R. Hollins misses 2-pt jump shot from 16 ft,34,28
133,2,9:16.0,,Offensive rebound by R. Evans,34,28
134,2,9:12.0,,B. McLemore makes 3-pt jump shot from 23 ft (assist by R. Evans),34,31
135,2,8:48.0,M. Leonard makes 3-pt jump shot from 23 ft (assist by S. Blake),,37,31
136,2,8:28.0,,Turnover by R. Evans (bad pass; steal by A. Afflalo),37,31
137,2,8:15.0,A. Afflalo misses 2-pt jump shot from 16 ft,,37,31
138,2,8:14.0,,Defensive rebound by R. Evans,37,31
139,2,7:54.0,,A. Miller makes 2-pt jump shot from 17 ft,37,33
140,2,7:33.0,Turnover by A. Afflalo (lost ball; steal by R. Hollins),,37,33
141,2,7:30.0,,Shooting foul by M. Leonard (drawn by O. Casspi),37,33
142,2,7:30.0,,O. Casspi misses free throw 1 of 2,37,33
143,2,7:30.0,,Offensive rebound by Team,37,33
144,2,7:30.0,,D. Williams enters the game for R. Hollins,37,33
145,2,7:30.0,,J. Thompson enters the game for R. Evans,37,33
146,2,7:30.0,D. Lillard enters the game for W. Matthews,,37,33
147,2,7:30.0,J. Freeland enters the game for C. Kaman,,37,33
148,2,7:30.0,R. Lopez enters the game for S. Blake,,37,33
149,2,7:30.0,N. Batum enters the game for M. Leonard,,37,33
150,2,7:30.0,,O. Casspi makes free throw 2 of 2,37,34
151,2,7:14.0,R. Lopez makes 2-pt hook shot from 8 ft (assist by D. Lillard),,39,34
152,2,6:58.0,,Turnover by D. Williams (bad pass; steal by N. Batum),39,34
153,2,6:41.0,N. Batum misses 2-pt jump shot from 19 ft,,39,34
154,2,6:40.0,Offensive rebound by R. Lopez,,39,34
155,2,6:38.0,R. Lopez makes 2-pt tip-in from 2 ft,,41,34
156,2,6:20.0,,B. McLemore misses 3-pt jump shot from 24 ft,41,34
157,2,6:19.0,Defensive rebound by N. Batum,,41,34
158,2,6:10.0,D. Lillard makes 2-pt layup from 2 ft,,43,34
159,2,6:10.0,Shooting foul by J. Thompson (drawn by D. Lillard),,43,34
160,2,6:10.0,,R. Gay enters the game for O. Casspi,43,34
161,2,6:10.0,D. Lillard makes free throw 1 of 1,,44,34
162,2,5:57.0,,B. McLemore makes 2-pt jump shot from 19 ft,44,36
163,2,5:46.0,A. Afflalo misses 3-pt jump shot from 23 ft,,44,36
164,2,5:45.0,,Defensive rebound by A. Miller,44,36
165,2,5:42.0,,D. Williams makes 2-pt layup from 2 ft (assist by A. Miller),44,38
166,2,5:42.0,,Shooting foul by N. Batum (drawn by D. Williams),44,38
167,2,5:42.0,Official timeout,,44,38
168,2,5:42.0,L. Aldridge enters the game for N. Batum,,44,38
169,2,5:42.0,A. Gee enters the game for J. Freeland,,44,38
170,2,5:42.0,,D. Williams makes free throw 1 of 1,44,39
171,2,5:27.0,A. Afflalo misses 2-pt jump shot from 10 ft,,44,39
172,2,5:25.0,,Defensive rebound by J. Thompson,44,39
173,2,5:23.0,,D. Williams makes 2-pt dunk at rim (assist by A. Miller),44,41
174,2,5:07.0,Turnover by D. Lillard (lost ball),,44,41
175,2,4:53.0,,Technical foul by R. Hollins,44,41
176,2,4:53.0,D. Lillard makes technical free throw,,45,41
